gene_name,padj
NAPB,0.013579626
HOXA5,0.013579626
PSAT1,0.013579626
KANK4,0.013579626
SAAL1,0.013677376
TRPM2,0.014204078
HSD17B7,0.01441205
RAB36,0.015079489
SERPIND1,0.015285812
SLC19A1,0.015322418
MSRB3,0.015528607
YPEL2,0.01620867
FYB2,0.016382447
TMCC2,0.01677443
C1QTNF12,0.01677443
LRIG3,0.01677443
PSKH1,0.01677443
ZNF423,0.01677443
SLC16A7,0.01677443
Z99129.4,0.01677443
GLI3,0.017439036
SEMA5A,0.018183582
ABCC4,0.018183582
IRS4,0.018183582
MTMR10,0.018183582
FAM114A1,0.018184853
PARM1,0.018184853
ANXA3,0.018374957
NXN,0.020081947
EFEMP1,0.020409836
BOLA2B,0.021126433
SARDH,0.021279239
ARMC3,0.021805714
BMP1,0.021805714
FGFR2,0.021805714
PLS3,0.021805714
ADAM33,0.022454987
HIST1H2BG,0.022777181
FZD6,0.023380994
FAM89A,0.02398046
POFUT1,0.024273457
CCDC85C,0.024596062
SERPINF1,0.024596062
CFAP74,0.024862337
KDM7A,0.025066432
CELF4,0.025093625
TGFBR3,0.025568482
NACC1,0.025568482
LMX1A,0.026022928
AC116366.1,0.026477677
SCN3A,0.0268871
THBS1,0.0268871
FGFR1,0.0268871
OLFML2A,0.0268871
FOXM1,0.0268871
OTOF,0.027335592
DSG2,0.027335592
HMGCR,0.027335592
ESPL1,0.027660441
PMCH,0.027660441
KIF24,0.027660441
MTND2P28,0.027687137
GRIA2,0.027742986
WNT8B,0.027926268
IGF2BP1,0.028825317
LINCR-0001,0.029186772
ITPRIP,0.029876722
OSTF1,0.029876722
YAP1,0.02997748
SIX2,0.029982391
UHRF1,0.030262881
MED10,0.030262881
PTPN13,0.030487019
AC134682.1,1.0
HEG1,0.031457775
DCAF11,0.031457775
ZFP1,0.031457775
SELENBP1,0.031787416
ADAMTS1,0.031980325
PRND,0.0321835
LRP4,0.0321835
DNMT1,0.032228094
KIF7,0.033352354
AC093297.2,0.033386467
PEAR1,0.033414932
CPA5,1.0
EIF1B,0.033750799
AL353746.1,0.034213545
CNKSR3,0.034213545
GNAI1,0.034217476
CLDN5,0.03490657
DIRAS2,0.034994948
SLC1A5,0.035174115
SLC4A2,0.035371296
IFI16,0.035741614
PODXL,0.036070892
RORB,0.036924602
UHRF1BP1,0.036924602
CARMN,0.036932007
ANO6,0.037068592
KIAA1217,0.037283125
CPNE2,0.037531271
YPEL4,0.037531271
ACTB,0.037731176
GALNT6,0.037731176
LGI1,0.038770279
IGF2R,0.038770279
TMEM200B,0.038770279
LAMP1,0.039052919
TSSC2,0.039052919
GCA,0.039052919
ADM2,0.039327028
ABCA4,0.039327028
NEURL1,0.03993576
PLD1,0.040238694
CHAC1,0.040546867
PHF1,0.040546867
FKBP10,0.040546867
SOSTDC1,0.040546867
AC126755.1,0.040675607
IGFBP7,0.040675607
AP001486.2,0.040989234
NUP188,0.040989234
LPAR3,0.04126581
PFAS,0.04126581
SCAI,0.04126581
KLF5,0.04126581
NHLH1,0.042029321
ZNF217,0.042029321
MID1,0.042029321
VWA5B1,0.042029321
LAMB2,0.042029321
UCHL5,0.042029321
GRM5,0.042029321
HIST1H1C,0.042029321
FAM229A,0.042465887
SASH1,0.043305248
ZNF252P,0.04352071
SYDE1,0.04352071
ARSB,0.04352071
SRSF1,0.04352071
AKAP8L,0.04352071
SDC2,0.044130222
SCARA3,0.044243429
CACNA1I,0.044243429
FCGRT,0.044243429
KCNG2,0.044348601
CFAP45,0.044417391
HPCAL4,0.046071583
KIF18B,0.046071583
MT-ND2,0.046082851
ADGRA3,0.048031157
TRPM3,0.048103529
CREBBP,0.048103529
LDLRAP1,0.04918267
LRRN4CL,0.04918267
ALOX5AP,0.049449604
SH3PXD2B,0.049449604
LRIG1,0.049449604
TMEM115,0.049449604
GPR55,0.050323838
STXBP6,0.050323838
PHLDA1,0.0505538
SELENOI,0.051217468
PLD2,0.051217468
FOXL2,1.0
RRBP1,0.05221914
IGFBP7-AS1,0.052266614
MSMO1,0.052266614
FAM234B,0.052422451
YWHAH,0.052513307
MDGA2,0.052816582
PTBP1,0.052816582
HNRNPM,0.052919228
NRN1,0.053602426
MTIF3,0.054440074
RTKN,0.054440074
RAB33A,0.054507825
KSR2,0.054645357
STAMBPL1,0.055489338
COBLL1,0.055489338
AC006249.1,0.055489338
RAVER1,0.055489338
AL845472.2,0.055489338
PGM1,0.055489338
AC037459.3,0.05613148
MKI67,0.056540642
CA2,0.056998359
ARSD,0.056998359
ATF2,0.058345588
TJP1,0.058538101
PRPF19P1,0.059347982
AC006378.2,0.059359249
CFAP52,0.059361624
TROVE2,0.059478504
RBBP8,0.059875676
KIFC2,0.059875676
PLPP3,0.060274375
GNA15,0.060632835
CFAP44,0.060859403
TMEM72,0.060859403
ANKRD11,0.060859403
FMNL3,0.060859403
MSX2,0.060859403
CSMD1,0.060859403
ZBTB41,0.060859403
RSPH1,0.061113979
KPNA5,0.061681394
EYA4,0.062317993
PDZD4,0.062317993
FUT3,0.062832505
IKBIP,0.063697622
FOLR1,0.067754449
GNG2,0.0679712
CAVIN1,0.0679712
DHFR,0.0679712
NSG2,0.0679712
SNX10,0.0679712
GRN,0.0679712
DEPP1,0.068030778
AC005332.2,0.068030778
AL136366.1,0.068030778
CHD7,0.068032169
IARS,0.068032169
EGR1,0.068032169
PICK1,0.068032169
SLC6A20,0.068038508
TMEM159,0.068635652
LMCD1,0.068817078
PAGR1,0.068838413
URB1,0.069110811
AP003469.4,0.069110811
ART3,0.071032033
SALL1,0.071032033
AP006284.1,0.071032033
IRS1,0.071032033
LPCAT4,0.071032033
ICAM5,0.071240611
MAGED4B,0.071242752
ENPP2,0.072014799
SLC38A10,0.072188438
JMJD6,0.072640887
HOXB6,1.0
FUS,0.073028367
GAS1,0.073132548
PSD,0.073528084
MAN1A1,0.073528084
GEM,0.073969135
SLC7A7,0.074127642
SLC7A1,0.074127642
B4GALT1,0.074127642
TSHZ1,0.074127642
PDLIM7,0.074127642
BICDL1,0.074127642
AC112178.1,0.074127642
MAFG-DT,0.074127642
CROCC,0.074127642
PHGDH,0.074127642
CCDC184,0.074127642
TRA2B,0.074127642
PARP2,0.074127642
CCL28,0.074127642
GNA11,0.074520539
PLTP,0.074520539
HSF4,0.074679237
TMEM94,0.074679237
DNAAF5,0.074679237
NOL4,0.074679237
AL035425.3,0.074679237
RSPO2,0.074679237
CCDC8,0.074679237
ALDOC,0.07527482
AXL,0.07527482
LVRN,0.07527482
PIM2,0.07527482
SMAD3,0.07527482
MVD,0.07527482
PCDHA5,0.07527482
LRP2BP,0.07527482
PREPL,0.075377511
SBNO1,0.076338812
CCDC115,0.076706167
COL15A1,0.07673373
PRR11,0.076798777
L34079.3,1.0
FNDC1,0.077092679
FUT7,0.077092679
TICRR,0.077292834
POC1A,0.077292834
IGDCC4,0.077498487
GXYLT2,0.077498487
COL18A1,0.077498487
CPAMD8,0.077498487
PANK3,0.077498487
FBXL7,0.077498487
P2RY8,0.077498487
RARG,0.077832788
PPP4R1,0.077832788
FADS3,0.077832788
STRA6,0.077832788
CGNL1,0.078027183
AC007614.1,0.07840856
CYP27A1,0.079724664
FLNB,0.079724664
NUP50-DT,0.079875997
NARF,0.079918091
CPA4,0.080608724
POLA1,0.080608724
RAB14,0.081220411
HMGCS1,0.081220411
CRYBG1,0.081353586
GRM1,0.081353586
EGFR,0.08135583
MYNN,0.081603699
AC010327.5,0.081740388
TTLL10,1.0
C1orf226,0.082519274
LIN7B,0.082689282
C9orf72,0.083352407
ILF3,0.083565157
DDIAS,0.08387699
SP8,0.084103767
HUNK,0.084613264
AGTPBP1,0.084883952
SPRED2,0.085170814
DYRK4,0.085170814
FAM117B,0.085170814
USP18,0.085170814
PCDHA3,0.085170814
VSNL1,0.085359875
GOLT1B,0.085359875
CAD,0.085683669
SLC41A1,0.085683669
MCOLN1,0.086416061
TANK,0.086628351
AL645939.1,0.086668025
GCDH,0.088407428
PSME3,0.088407428
HIST1H2BD,0.088414295
TPD52L1,0.088414295
CYB5R3,0.088414295
PABPC4,0.089451522
PLOD1,0.090171744
ANKRD40,0.090290806
TTLL4,0.090290806
PLXNB2,0.090558402
ERMAP,0.090867679
ELP6,0.091171445
BMP7,0.091171445
AJUBA,0.091532529
IGF2BP2,0.092863864
EPCAM,0.093244787
NRSN1,0.093702496
BTBD8,0.093703094
SNHG16,0.093703094
MITF,0.093703094
AC106795.1,0.093703094
PLPPR5,0.093703094
PAG1,0.093703094
HSPB3,1.0
AL365361.1,0.093703094
THRAP3,0.093703094
WEE1,0.093851904
AF274858.1,0.094021924
LOXL1,0.094021924
FANCA,0.094176343
PRELP,0.094422989
TBC1D16,0.094771543
TINCR,0.094956799
CDON,0.095189875
FILIP1L,0.095450381
AC008764.10,1.0
MIR9-3HG,0.095932696
CARD17,0.09635379
LINC01970,1.0
GABRA2,0.096935956
SVIL,0.097386134
NAP1L3,0.098497632
PRTG,0.099232112
LIN7C,0.099232112
HACE1,0.099505823
PEG13,0.099505823
ZBTB40,0.099505823
CECR2,0.099505823
CCDC33,0.099505823
AC027020.2,0.099505823
P3H2,0.099776009
HGFAC,0.100299598
TMCO3,0.100768312
COMT,0.100898216
MORN5,1.0
CDKN2D,0.102135393
HOXB8,1.0
UBE3B,0.102260817
ZNRF3,0.102260817
DNAH7,0.102260817
PRRT2,0.102260817
CACNG7,0.102260817
COPZ2,0.103418012
ACSL4,0.103418012
ZFAS1,0.103418012
PPARA,0.103954781
SLC12A5,0.104029839
MT3,0.104372682
WDR26,0.104737924
CYBRD1,0.105141421
LIN7A,0.105222209
HIPK2,0.107008933
SFPQ,0.107854866
CHD1L,0.107953544
LZTS3,0.108111239
HES4,0.108172632
ADAMTS17,0.108172632
ZADH2,0.10824637
PNPLA8,0.108567306
OTUD7B,0.108644162
MIEF1,0.108644162
JHY,0.109248743
KLRC1,1.0
RBP1,0.109643703
FOXD3,1.0
AC004556.1,0.110231762
KCNK9,0.110231762
PHF19,0.110231762
PKP2,0.110231762
SCRIB,0.110231762
PTPRK,0.110231762
IPO5P1,0.110231762
PADI2,0.110520082
ADAMTS9,0.1118207
DEGS2,0.111824059
ECI1,0.111983728
XYLB,0.112138528
C4orf19,1.0
F12,0.11241491
CIR1,0.11241491
XYLT2,0.11254243
CCDC160,0.11254243
DNAJC11,0.112607448
PPFIBP2,0.112607448
GNL1,0.112607448
AC083843.1,1.0
MCM2,0.112607448
RASGRP2,0.112607448
AP001000.1,0.112607448
PPP1R3F,0.112621639
KIF26B,0.112621639
NEK11,0.112870268
LINC02210,0.113864017
ORAI3,0.114180804
ANKRD46,0.114180804
ZUP1,0.114180804
BCAM,0.114180804
KIAA1549L,0.11421214
TLN2,0.11421214
SFXN2,0.114481941
WFIKKN2,0.11499371
P3H2-AS1,1.0
POLR2D,0.115649617
ACPP,0.115649617
MSTO1,0.116185833
TTI1,0.116981411
CETN3,0.116981411
CFAP70,0.116981411
MXRA8,0.119260257
TMEM74B,0.119518917
FABP5P7,0.119697913
CYB5RL,0.119697913
C2orf80,0.119701026
AC114947.2,0.120736885
SOX3,0.120736885
EPB41L2,0.120983527
HK1,0.121396388
B3GNT9,0.121396388
AC026367.3,0.121396388
PCDH19,0.121396388
GLB1,0.121396388
AC135050.6,0.121396388
SLC16A12,0.121396388
LINC00237,1.0
CDH23,0.121548143
KCNJ9,0.121960879
CCDC144A,0.122240403
GRAMD2B,0.124597942
EIF4G1,0.12461939
SLC38A11,1.0
FSD1L,0.124850335
E2F7,0.124850335
ASIC3,0.124850335
ZFP37,0.124850335
CERCAM,0.12546072
UFL1-AS1,1.0
COL8A1,0.125805851
PKIA,0.125805851
SPATA13,1.0
CCR4,0.126174595
PXDN,0.126416304
TAGLN,0.126416304
MRGPRF,0.126416304
AL133243.3,0.126416304
NKD1,0.126416304
TRRAP,0.126416304
POLD1,0.126416304
GSX2,0.126416304
FAF2,0.126416304
ZDHHC2,0.126416304
MYL9,0.126416304
MGAT4A,0.126416304
TRIM47,0.127162847
RGL3,1.0
BEX5,0.128857272
SMAD6,0.128857272
AC240274.1,0.128857272
AGO1,0.129350265
SYBU,0.129350265
KIZ,0.129505023
DNAJB2,0.129578538
AC090907.2,0.129578538
AC073264.3,0.129597889
RASGEF1C,0.129832538
PAFAH2,0.130835667
CDH8,0.130835667
DNASE1L1,0.13161361
CHST2,0.13161361
C19orf18,0.13161361
PDHX,0.13161361
EPHA7,0.13161361
MRPL10,0.13161361
GPR85,0.131802126
ATAD1,0.131802126
TNNI3,0.131802126
AC011912.1,0.132803972
DMKN,0.132826426
CORO2B,0.133688162
RTL1,0.133688162
CA4,0.133688162
GMPPB,0.133688162
SDAD1,0.133688162
HDLBP,0.13377529
BSDC1,0.13377529
CELSR1,0.133861675
NR2F1-AS1,0.135044534
CEP290,0.135044534
TCF7,0.135841875
KCNAB2,0.136544234
SLC25A37,0.136544234
ZNF77,0.136544234
NHSL1,0.136544234
HSD17B2,0.136544234
ACO1,0.136544234
DOK5,0.136544234
AL353597.3,1.0
CNOT6L,0.138732166
CHGB,0.138732166
ARPIN,0.138732166
MYO15A,0.138926972
TONSL,0.138926972
KRT18P40,1.0
SLC7A8,0.138926972
GABRA4,0.138926972
AC073111.5,0.138926972
NQO1,0.138926972
AL353796.1,0.138926972
GPR179,0.138926972
KIAA0895L,0.139044657
DMRT2,1.0
CHPF2,0.139866026
HIST1H2AC,0.13996551
ADAM9,0.140055377
PPP1R32,0.140055377
TBCD,0.140055377
PTPRN,0.140055377
MCC,0.140055377
LUC7L3,0.140629209
UBTF,0.140629209
KIF13A,0.140734328
IGF2,0.141378568
ACTN1,0.141378568
SUFU,0.141378568
C21orf58,0.141469927
CCDC122,0.14166486
HTR2A,0.142262654
NEK5,0.142492481
ASPA,1.0
RIN2,0.143949544
RASSF10,0.144480629
TCF3,0.144480629
CHD5,0.145049877
SLC7A11,0.14505566
TP73,0.145208695
PHKA2,0.145290721
FAM241B,0.145804933
CD47,0.145804933
AC145124.1,0.146515931
SKP1,0.14686323
MAN2B1,0.14686323
WDR11-AS1,0.14686323
SPINT2,0.14686323
PEPD,0.14686323
LINC00599,0.14686323
MYH10,0.14686323
GIMAP2,0.14686323
TMBIM7P,1.0
SLC40A1,0.148852856
TBC1D5,0.148852856
AC095057.3,0.148852856
DSCC1,0.148874546
ABCB1,0.148874546
TRDV2,1.0
AOC2,0.149539887
TMEM248,0.149666447
VCL,0.150180387
RASSF8-AS1,0.150553792
AC105233.5,0.150553792
DNMBP,0.150553792
ADAMTS12,0.150659746
SPARC,0.151225673
SOX15,0.151225673
DBNL,0.151225673
EXT1,0.151225673
KLC4,0.151268739
P2RX3,0.151515494
SQLE,0.151775508
PHLDB2,0.152229262
PHKA1,0.152369169
GPX7,0.152815092
DLL1,0.152815092
DKK2,0.153522305
DOP1A,0.153855414
ZNF512,0.153910164
COL12A1,0.154374396
PRDM11,0.154649877
HIST1H2BE,0.154649877
ASAH1,0.154877057
PRKAR2B,0.154877057
ITGB5,0.155068566
CCNE1,0.155819037
EGFL7,0.155819037
TBC1D1,0.15590397
MT-ATP6,0.155998495
CYREN,0.156015151
NT5E,0.156015151
PDGFD,0.156021835
HSPA6,0.156054939
GMNC,1.0
FGD5,0.156642232
AC138904.1,0.156642232
ZFP30,0.156642232
PRSS23,0.156642232
ACTG1,0.156994524
ANKDD1A,0.156994524
KCNJ5,0.156994524
GLI2,0.156994524
PJA2,0.156994524
GNA12,0.15728937
CTPS1,0.15728937
C12orf66,0.15728937
ZFAND1,0.157290718
OTX1,0.157607541
SLC25A42,0.157767917
TMEM131,0.157797536
RCHY1,0.158718754
PRKAB2,0.159411037
SLC2A12,0.159492567
TIMELESS,0.159492567
C16orf89,0.159492567
ATG4B,0.159492567
AC091980.2,1.0
UBA6,0.159492567
BCL6,0.159492567
LINC02519,0.159492567
PIFO,0.159492567
ID1,0.159492567
CRELD2,0.159507333
COL5A1,0.160889929
DEAF1,0.161088191
CAB39L,0.161088191
SFRP4,0.161088191
MAPKAP1,0.161088191
TEX15,0.161088191
TRMT61B,0.161088191
GPR137C,0.161088191
SPATA6,0.161088191
SH3RF1,0.161088191
SKP2,0.162179376
GLS,0.162179376
GALNS,0.162189125
AGPAT3,0.162189125
C5orf58,1.0
TCTEX1D1,1.0
HS3ST4,0.162323088
MRFAP1L1,0.162323088
BUB1B,0.162384446
TMEM132C,0.162384446
PDRG1,0.162384446
CRABP2,0.162384446
EMP2,0.162669397
AL390719.1,0.162669397
CRY1,0.162669397
NCOR2,0.162669397
WDR81,0.163225397
TECTA,0.163470175
AMOTL1,0.163745413
SUGT1,0.163745413
EPHB1,0.163894718
RBMS2,0.163894718
TRAF6,0.163948318
TRMT11,0.16398663
CYP39A1,0.16398663
REXO2,0.16398663
SNAP25,0.164344057
SPAG1,0.164724219
CSRNP3,0.165430026
TPM1,0.165430026
NEFH,0.165430026
SCN2A,0.165430026
SERPINH1,0.165430026
NMRAL2P,1.0
CLPTM1L,0.165796969
AC114980.1,0.165796969
TKTL1,0.16616407
FLNC,0.166331047
ABO,1.0
MFSD5,0.166530278
CRH,0.166530278
TOM1L1,0.166530278
AC004687.1,0.166530278
IFT22,0.166530278
TM7SF2,0.166530278
GTSE1,0.166564292
SRSF2,0.16734409
DNAH11,0.16734409
TLN1,0.16734409
DONSON,0.16734409
AC105345.1,0.16734409
HSF2,0.16734409
PSMC6,0.16734409
RCC2,0.16734409
LRRC7,0.16734409
SMAD7,0.16734409
AC004528.2,0.167507413
FAM81B,0.167507413
LRTOMT,0.167688289
SARAF,0.167688289
AL139384.1,1.0
SYNJ2,0.167892969
NUDT10,0.167892969
DPY19L2,0.168621758
GOLGA6L5P,0.168621758
ULBP1,0.168621758
TRAPPC4,0.168687056
AGAP14P,0.168687056
IMPA2,0.169267909
PRR13,0.169438714
PRDM10,0.169819643
AC007424.1,1.0
BRWD1,0.170007581
WNT5A,0.170174436
PRSS35,0.170249062
TRAV12-2,0.170249062
NDUFA12,0.170487474
TGFBRAP1,0.170699439
UXS1,0.170699439
COX6B2,0.170699439
COL27A1,0.170699439
POLR2J3,0.170699439
UBC,0.170699439
CREBRF,0.170699439
AL022313.4,0.170699439
REEP5,0.170699439
LINC01248,1.0
ZNF483,0.172930485
F3,0.172930485
RHOD,0.172930485
MESP1,0.17365222
AC005829.1,1.0
ISG20,0.174142609
SH3D19,0.174559596
AF038458.2,0.174559596
DPP6,0.174983819
CDCA5,0.175923626
STARD4,0.176047669
KCNH4,0.176484698
FXYD7,0.176484698
ATOH8,0.176484698
ZFAND3,0.17661449
TMEM35A,0.17661449
TRAK2,0.176777812
CDH20,0.176986681
PTEN,0.176986681
LAMB1,0.176986681
SGK494,0.176986681
CUX1,0.177017982
LCK,0.177184511
ENO2,0.177951678
SCN10A,1.0
DDX52,0.178214538
SHISAL2A,0.178214538
TBC1D15,0.178214538
CTDSP2,0.178214538
SULF2,0.178279765
FNDC5,0.178279765
CRHR2,0.178279765
EPDR1,0.178475694
DKK1,0.178775312
INSYN1-AS1,0.179162695
CSPG4P11,1.0
DMTN,0.179327877
FAM184A,0.179384901
WNT11,0.179384901
GUCY1B1,0.179384901
GPER1,1.0
PTGFRN,0.179384901
PPM1K,0.179573536
SNCAIP,0.179582922
ADAMTS8,0.179582922
MTMR7,0.179944746
LSAMP,0.180026448
DACH1,0.180026448
MED22,0.180137277
IGSF10,0.180365268
SHLD1,0.180611221
DDIT4L,0.181265837
AC254562.3,0.182039383
SCOC,0.183543673
AC135506.1,0.184371044
ERLIN2,0.184371044
SH3GL3,0.185132533
DTX3,0.185132533
RIMS4,0.185932062
DDR2,0.185932062
C17orf53,0.185997759
TCAP,0.185997759
FAM126B,0.186630074
EPHA1,0.186630074
ZIC5,0.186630074
AC093642.2,0.186630074
MYORG,0.186643189
POLR1A,0.187889225
ZFC3H1,0.187889225
USP32P3,0.188067315
AC106864.1,0.188279754
MAGI2-AS3,0.188279754
AC104083.1,0.188707746
DCUN1D3,0.189106768
NT5DC2,0.189106768
TUBB2BP1,0.189106768
CIT,0.189106768
CD28,0.189106768
GSTM3,0.189180206
DMRT3,0.189180206
RBM33,0.189180206
CTBP1-AS,0.189180206
MTOR,0.189301358
R3HDM2,0.189301358
CFAP54,0.189301358
LNPK,0.189550309
NCAPH,0.189550309
PPFIA4,0.189879403
COL2A1,0.189879403
NCR3,0.189879403
IGF2BP3,0.189879403
AP1S1,0.19023807
CBLN3,0.19023807
LINC00339,0.19023807
GKAP1,0.19023807
TFR2,0.19023807
AL772363.1,1.0
LDB2,0.191028928
MCCC2,0.191028928
LINC01342,0.191028928
WDR25,0.191028928
DPYSL2,0.191028928
FGFRL1,0.191375151
CTIF,0.191397377
GALNT10,0.191471065
GDPD2,0.191471065
HIST3H2A,0.191597466
VASN,0.191857134
NPR2,0.191857134
CFAP126,0.191857134
ERBB2,0.191957381
TMEM158,0.191957381
SRSF3,0.191983152
PDE4C,1.0
UVSSA,0.192796211
SERINC1,0.192796211
ABCA5,0.193240954
STMN4,0.193854915
POLE,0.194964264
HIST1H1E,0.194989943
LINC02021,0.195073388
MEST,0.195073388
ENOSF1,0.195073388
MST1P2,0.195687994
AC090114.2,0.1960145
PKDCC,0.196472798
AL137145.1,0.196994965
TDRD5,1.0
CACHD1,0.197189082
AUH,0.197240586
EIF3CL,0.197240586
RYR1,0.197240586
GABRG2,0.197240586
CCND2,0.197240586
LRCH4,0.197240586
BNIP3L,0.197267165
CHAF1B,0.197267165
TH,0.197324174
HR,0.197828907
CTSA,0.198008269
CTBP2,0.198025009
EFCAB2,0.198894833
ID3,0.199113991
BATF3,0.199252153
ZDHHC23,0.199586823
AC010442.2,1.0
MEAF6,0.199826548
ZNF91,0.200208078
FBH1,0.200234695
ZNF561-AS1,0.200234695
C2CD2L,0.200234695
RBL1,0.200292639
CLDN3,0.200292639
CAMK2N1,0.200292639
KRT72,1.0
SPRY4,0.201657793
TPX2,0.201657793
GALNT7,0.201657793
PNMA2,0.20175736
MARVELD1,0.20175736
PRKCE,0.20175736
VGF,0.201776598
GHITM,0.203129954
MELK,0.203563101
TERF2IP,0.204454327
ITGA4,0.204454327
PCDH17,0.205097886
ITGA2,0.205785603
SIK1,0.205785603
DARS2,0.205785603
FAM153A,0.205785603
DUSP4,0.205785603
GPM6A,0.205785603
AC090197.1,0.205785603
SENP6,0.205785603
CFAP77,1.0
SGSM3,0.206301584
HCFC1,0.206420433
MT-CYB,0.206503139
KLHDC2,0.206917141
IP6K2,0.206917141
FDFT1,0.206917141
CACNB4,0.206917141
RBL2,0.206929476
MCM4,0.206929476
MIR4453HG,0.206929476
LINC00665,0.206929476
GINM1,0.207112444
ASB2,0.207127391
SLC20A2,0.207127391
CAVIN3,0.207230682
CLIC4,0.207236126
EPHX2,0.207284725
ETFA,0.207662497
ZNF283,0.208635573
FAM49A,0.208635573
FBXW4P1,0.208635573
XXYLT1,0.208635573
P4HA3,0.208635573
RGS17,0.208635573
ZNF433,0.208635573
BTN3A1,0.208635573
SCAP,0.208635573
PRDM13,0.208635573
ADGRG6,0.208635573
CCK,0.208635573
DICER1-AS1,0.208635573
MT-ND1,0.209363398
MSC-AS1,0.209363398
SPTSSB,0.209378907
LYRM4-AS1,0.210649146
MTATP6P1,0.210847852
SHROOM4,0.210847852
VWA3A,0.210847852
AC026704.1,1.0
TRAV1-2,1.0
CDC25A,0.212047748
LARP1,0.212190432
IL7R,0.213405205
BCAR1,0.213405205
CHMP5,0.214423702
MFSD14A,0.214506561
TNFRSF1A,0.215315088
CREB3L2,0.215439242
KCTD8,0.215439242
SLC23A3,1.0
LINC00880,0.216218302
PAPSS2,0.217346137
ZCCHC12,0.217389569
TNNT2,1.0
PRKACB,0.218007919
FMOD,0.218262186
SELENON,0.218630891
LEF1,0.218788806
SMUG1-AS1,1.0
RASGRF2,0.219083316
CCDC86,0.219083316
OSCP1,0.219202198
IDS,0.220596705
RPS29P16,0.221144532
CPNE4,0.221455224
COL16A1,0.222356782
AC005962.1,0.222356782
MKRN1,0.222596774
FKBP14,0.222596774
SPATA2L,0.222640159
PNCK,0.222977943
RDH11,0.222977943
PANX2,0.222977943
LRRC4,0.223178174
FRMD5,0.223178174
IKZF2,0.223178174
UBE2L6,0.223178174
AL357874.1,1.0
EIF4EBP2,0.223612661
CHMP3,0.223636011
ADAM22,0.223675281
AC112777.1,0.223675281
LINC01534,0.223675281
SRSF10,0.223675281
CENPO,0.223675281
JAML,0.223675281
BASP1,0.225268244
SLIT3,0.225268244
SYT16,0.225268244
DHX9,0.225465805
CLSPN,0.225465805
CCDC9,0.225931086
DCP2,0.226483116
DACH2,0.226483116
SCMH1,0.226483116
CKAP2,0.227297398
TOB2,0.227309663
ARID5B,0.227433402
SIRT4,0.227433402
MMACHC,0.227634911
ATR,0.22769631
ITGA11,0.22812857
ALB,1.0
CLEC18A,1.0
AP1G2,0.22833179
FAM193A,0.229150653
GALNT13,0.229150653
WDR74,0.229150653
1-Mar,0.229150653
RGS2,0.229704641
AC110597.1,0.229935996
LRRC8B,0.231036811
GATD1,0.231036811
FANCD2,0.231889029
TRGC1,0.231889029
HSP90B2P,0.232179422
AC025171.1,0.232540279
PPL,0.232540279
AC112694.2,1.0
KCNMB2,0.232540279
LINC02115,0.232540279
TULP3,0.232540279
NCAM2,0.232540279
BRD4,0.232540279
FOXRED2,0.232540279
KLF2,0.233417322
EBP,0.23358617
CASP7,0.23358617
H6PD,0.23392411
GRP,1.0
ZSWIM4,0.234551127
PPRC1,0.234811927
