gene_name,padj
TGM2,4.34e-14
TGFBR3,4.78e-14
CFI,5.7e-14
CARD11,5.79e-14
TMC6,9.16e-14
RCSD1,9.87e-14
GRAP2,1.13e-13
PTPN22,1.15e-13
HLA-B,1.18e-13
LCK,1.42e-13
MAP4K1,1.52e-13
IFITM1,1.81e-13
GYPC,1.97e-13
FBLN5,2.02e-13
PTPN6,2.12e-13
JUNB,2.52e-13
FAM78A,2.64e-13
IL13RA1,2.92e-13
IRF4,2.92e-13
MYH9,2.92e-13
CRYBG1,2.92e-13
DOCK8,3.04e-13
TMBIM1,3.69e-13
WAS,4.18e-13
TNFRSF14,6.16e-13
TNFRSF1B,6.75e-13
SCN1A,7.28e-13
SYTL3,8.16e-13
STAT5A,8.54e-13
NLRC3,9.8e-13
ITGAL,1.12e-12
EPSTI1,1.36e-12
SMOC2,1.76e-12
SORT1,2.02e-12
PARP9,2.06e-12
RAB11FIP1,2.24e-12
SLA2,3.25e-12
CD247,3.36e-12
RASAL3,4.16e-12
NFATC2,4.16e-12
INPP4B,4.16e-12
CCDC69,4.73e-12
BST2,5.49e-12
MYOF,6.35e-12
CD3E,6.69e-12
GMFG,7.84e-12
STAT3,8.99e-12
ZAP70,9.65e-12
RIN3,1.19e-11
ITGB7,1.27e-11
LGALS3,1.27e-11
CISH,1.51e-11
SLFN11,1.66e-11
PGGHG,1.67e-11
DTX3L,1.72e-11
GBP2,1.75e-11
IL10RA,2.21e-11
JADE2,2.21e-11
TNFAIP3,2.24e-11
BTN3A2,2.3e-11
ARHGEF6,2.52e-11
GSDMD,3.62e-11
FLI1,5.1e-11
SYTL1,5.18e-11
STK17B,6.78e-11
APOL6,6.9e-11
LRRC8C,7e-11
SP140,7e-11
DOK2,7.36e-11
TRBC1,7.45e-11
RUNX3,8.88e-11
CD53,1.06e-10
SAMD9,1.07e-10
CSF1,1.07e-10
IL32,1.23e-10
IL7R,1.33e-10
CD96,1.42e-10
AP1S2,1.46e-10
ERAP2,1.83e-10
GVINP1,1.88e-10
GFI1,1.88e-10
CD48,2.04e-10
CD2,2.08e-10
PTGER4,2.1e-10
ANXA11,2.17e-10
RUNX1,2.24e-10
ZC3HAV1,2.33e-10
TCIRG1,2.66e-10
HLA-E,2.68e-10
TBC1D10C,2.77e-10
UBA7,3.05e-10
PIEZO1,3.18e-10
AL671883.2,3.29e-10
TRIM38,3.44e-10
FMNL1,3.62e-10
OAS2,3.8e-10
SP100,4.01e-10
TC2N,4.01e-10
PLCB2,4.41e-10
PARP10,4.73e-10
FOS,5.25e-10
RPS4Y1,5.48e-10
CCL5,5.58e-10
TAGLN2,5.58e-10
PLD1,6.25e-10
SERPINB1,6.29e-10
CD226,8.51e-10
PDPN,8.78e-10
KIAA0040,8.81e-10
VSIR,1.17e-09
CAVIN1,1.31e-09
CTSS,1.36e-09
DES,1.42e-09
APOL1,1.6e-09
DGKA,1.99e-09
CD3D,2.06e-09
MBOAT1,2.1e-09
SP140L,2.23e-09
CEMIP,2.43e-09
DENND1C,2.52e-09
C1RL,2.64e-09
TIMP1,3.03e-09
PLEKHF1,3.16e-09
S100A6,3.2e-09
TGFBI,3.57e-09
SRGN,3.79e-09
JAML,3.89e-09
TRBC2,3.93e-09
ATP1B2,4e-09
APOBEC3C,4.27e-09
CDH20,4.43e-09
JAK3,5.15e-09
PARVG,5.2e-09
FERMT3,5.85e-09
P2RY8,5.85e-09
PTGER2,6.01e-09
FOSL2,6.11e-09
KLHL6,7.42e-09
TAP1,7.45e-09
MYL12A,7.53e-09
IKBKE,8.26e-09
EML3,8.73e-09
C1R,9.57e-09
CD52,9.99e-09
MMP25,1.02e-08
CAPG,1.13e-08
SP110,1.17e-08
IL2RB,1.18e-08
CDH6,1.18e-08
BHLHE40,1.23e-08
PRPH,1.3e-08
ABI3BP,1.33e-08
SH2D2A,1.37e-08
SAMD9L,1.47e-08
PSTPIP1,1.54e-08
CD5,1.58e-08
GBP4,1.69e-08
SLFN5,1.81e-08
CD38,1.82e-08
VAV1,1.92e-08
OSTF1,2.03e-08
GFAP,2.42e-08
CD3G,2.56e-08
SPON2,2.77e-08
ATXN1,2.79e-08
CD8B,2.93e-08
HCLS1,2.95e-08
IGSF9,3.14e-08
GBP1,3.14e-08
ARHGAP25,3.25e-08
BCL3,3.29e-08
CALHM2,3.4e-08
LPAR6,3.5e-08
ANXA2,3.95e-08
ITPR3,4.22e-08
RHOH,4.44e-08
GBP3,4.6e-08
CCR7,4.68e-08
SYNE3,4.77e-08
RARRES3,4.84e-08
IL2RA,5.01e-08
DDX3Y,5.21e-08
GIMAP4,5.34e-08
MTCO1P12,5.62e-08
DOCK2,5.9e-08
GIMAP6,6.2e-08
APOBEC3G,6.29e-08
IL6ST,6.34e-08
RAB37,6.46e-08
BIN2,7.43e-08
TRPV2,8.84e-08
TESPA1,8.84e-08
TGFB1,8.88e-08
SLFN13,9.08e-08
PFN1,9.37e-08
NKAIN2,1.01e-07
EFTUD2,1.01e-07
GBP5,1.11e-07
TRIM56,1.12e-07
PDLIM1,1.12e-07
NUCB1,1.27e-07
ITK,1.3e-07
KLF10,1.38e-07
CYTH4,1.43e-07
SNX20,1.58e-07
TXLNGY,1.66e-07
BTBD11,1.66e-07
CASP8,1.7e-07
SKAP1,1.76e-07
GAB1,1.82e-07
LOX,1.85e-07
SIT1,1.9e-07
APBB1IP,1.96e-07
CD28,1.96e-07
ACSL5,2.08e-07
SASH3,2.14e-07
NFKBIZ,2.14e-07
PSMB8-AS1,2.33e-07
GPR171,2.39e-07
IL2RG,2.41e-07
IRF1,2.48e-07
PLEKHA2,2.49e-07
CP,2.59e-07
RSAD2,2.59e-07
GSTK1,2.93e-07
TMEM71,2.95e-07
PCED1B-AS1,3.03e-07
SERPINE1,3.04e-07
MT-ND2,3.04e-07
HLA-DPB1,3.08e-07
GPR174,3.09e-07
GIMAP7,3.14e-07
RDH10,3.31e-07
HLA-DPA1,3.32e-07
HLA-DRA,3.48e-07
LCP2,3.49e-07
PIK3R5,3.56e-07
EVI2B,3.63e-07
PSMB10,3.88e-07
ABCB1,3.98e-07
TIGIT,4.05e-07
S1PR4,4.23e-07
MYD88,4.6e-07
OAS1,4.6e-07
PTPN7,5.54e-07
PLAC8,5.59e-07
PPP1R3B,5.84e-07
TNFRSF1A,5.87e-07
SEZ6L,6e-07
UBASH3A,6.12e-07
CD69,6.13e-07
PARP15,6.32e-07
ARHGAP15,6.5e-07
KDM5D,6.51e-07
UNC13D,6.79e-07
ALOX5AP,7.61e-07
FCMR,7.73e-07
THEMIS,7.78e-07
DKK2,8.38e-07
ASB2,9.25e-07
TES,9.26e-07
RGL1,9.4e-07
MT-CYB,9.43e-07
HMGA2,9.49e-07
C1RL-AS1,9.67e-07
XAF1,9.69e-07
RGS1,9.69e-07
SLFN12L,9.74e-07
CXCL10,9.81e-07
SPATA13,1.03e-06
TM4SF1,1.17e-06
ARHGAP4,1.18e-06
IFI35,1.25e-06
SIRPG,1.26e-06
GZMB,1.28e-06
CD8A,1.31e-06
CD84,1.34e-06
PLSCR1,1.34e-06
ESYT1,1.38e-06
PLEKHA4,1.4e-06
GZMA,1.61e-06
ARID5A,1.66e-06
PPM1M,1.78e-06
ANO9,1.89e-06
HELB,1.96e-06
AC004687.1,1.97e-06
CTSZ,1.98e-06
ANKRD28,1.99e-06
VAMP5,2.07e-06
TFEB,2.1e-06
CYSLTR1,2.1e-06
HS3ST3B1,2.13e-06
CLEC2B,2.19e-06
CMAHP,2.26e-06
USP9Y,2.3e-06
OAS3,2.33e-06
TCAF2,2.52e-06
EVI2A,2.72e-06
RGS10,2.78e-06
CASP10,2.82e-06
SLAMF6,2.84e-06
IKZF3,2.85e-06
GPR132,2.99e-06
CXCR3,3e-06
DHX58,3.08e-06
AC008105.3,3.14e-06
GIMAP2,3.18e-06
PIK3IP1,3.26e-06
CHRNB4,3.38e-06
CTSO,3.57e-06
APOL3,3.58e-06
PER3,3.6e-06
P2RY10,3.79e-06
TAGAP,4.03e-06
ENPP2,4.05e-06
NKG7,4.09e-06
SUSD3,4.28e-06
CORO1A,4.39e-06
VAMP8,4.78e-06
TNFSF12,4.78e-06
CCR2,5.32e-06
TRAT1,5.81e-06
SLAMF1,6.1e-06
FABP5P7,6.2e-06
MYC,6.36e-06
CYBA,6.7e-06
C16orf54,7.03e-06
SORCS1,7.03e-06
FAM129A,7.13e-06
AC125611.4,7.19e-06
IL12RB1,8.01e-06
HCST,8.17e-06
CD40LG,8.2e-06
IL9R,8.24e-06
GPR65,8.39e-06
FGD3,8.48e-06
CPT1A,8.57e-06
LY9,8.66e-06
IQGAP1,8.66e-06
NFKB1,9.23e-06
SAMSN1,9.26e-06
NCF4,9.58e-06
LPXN,9.7e-06
GGT5,1.02e-05
TGFBR2,1.06e-05
MSN,1.1e-05
MYL9,1.12e-05
CHRM3-AS2,1.16e-05
AQP3,1.16e-05
LRAT,1.16e-05
WWTR1,1.17e-05
NBL1,1.21e-05
ATP2A3,1.22e-05
RAB27A,1.22e-05
CGAS,1.25e-05
MAL,1.29e-05
TENT5C,1.32e-05
CYBC1,1.33e-05
SOCS1,1.35e-05
CTDSP2,1.37e-05
TCF7L2,1.48e-05
TUBA4A,1.48e-05
GPR15,1.55e-05
TRIM14,1.56e-05
LAIR1,1.57e-05
IL21R,1.61e-05
ANXA1,1.64e-05
TRADD,1.69e-05
UVSSA,1.71e-05
CLSTN2,1.78e-05
ADCY7,1.79e-05
TNFRSF4,1.81e-05
MAN1A1,1.91e-05
RFLNB,1.96e-05
FRMD5,1.96e-05
SH2D1A,1.99e-05
AKNA,2.03e-05
GIMAP1,2.06e-05
SQOR,2.08e-05
HERC2P2,2.18e-05
C4A,2.26e-05
HLA-DRB1,2.28e-05
L3MBTL1,2.28e-05
CTSW,2.29e-05
PRKY,2.29e-05
TAPBPL,2.29e-05
ABI3,2.3e-05
NEK6,2.31e-05
STK10,2.33e-05
GPR68,2.36e-05
TYMP,2.44e-05
SERPINB9,2.52e-05
CST7,2.6e-05
CCR5,2.62e-05
CCR4,2.63e-05
VDR,2.63e-05
A2M,2.69e-05
HELZ2,2.69e-05
MATN2,2.7e-05
ALPK2,2.71e-05
PATL2,2.71e-05
GPR183,2.75e-05
ZNF436,2.8e-05
MMP2,2.82e-05
PARP12,2.9e-05
NCR3,2.95e-05
RNF125,3.18e-05
B4GALT1,3.21e-05
MT-ND1,3.21e-05
PDE3B,3.23e-05
CYTOR,3.23e-05
FBXW4,3.28e-05
MBNL1,3.28e-05
IFIT2,3.3e-05
GLIPR1,3.33e-05
GFRA1,3.54e-05
HIC1,3.58e-05
TRIM47,3.61e-05
VAX1,3.64e-05
SOX1,3.74e-05
MX2,3.82e-05
CXCL11,3.9e-05
NMI,4.07e-05
CD27,4.08e-05
ADAM8,4.38e-05
PCED1B,4.44e-05
ICOS,4.47e-05
DAPP1,4.72e-05
APOBEC3H,4.72e-05
TRGC2,4.91e-05
HLA-DQA1,4.98e-05
ZNF831,5.21e-05
ETV6,5.29e-05
GPC1,5.73e-05
LRMP,5.74e-05
MYO1F,6.03e-05
NAMPT,6.36e-05
APOD,6.58e-05
C5orf56,6.58e-05
P3H2,6.58e-05
RBP1,6.7e-05
TXK,6.72e-05
RELB,6.74e-05
CFLAR,6.81e-05
TNFRSF14-AS1,7.04e-05
ICAM1,7.05e-05
ADGRA2,7.07e-05
EIF1AY,7.08e-05
STOX1,7.16e-05
RRBP1,7.17e-05
PRKCQ,7.22e-05
MT-ND4,7.33e-05
RPL23,7.4e-05
CASP4,7.56e-05
UTY,7.67e-05
ITGA1,7.91e-05
ITGB2-AS1,8.09e-05
TNFRSF18,8.47e-05
TNFSF8,8.47e-05
IL18R1,8.58e-05
PIK3CD,9.07e-05
ZBP1,9.08e-05
PBXIP1,9.17e-05
EGF,9.3e-05
RPS7,9.33e-05
TNFAIP8,9.61e-05
PYHIN1,9.76e-05
PPP1R1B,9.84e-05
TNFRSF9,9.84e-05
LINCR-0001,9.89e-05
C11orf21,0.000101255
VIM-AS1,0.00010242
TSTD1,0.000103377
SLAMF7,0.000106314
BATF,0.000108497
ADAM9,0.000108865
GBP1P1,0.000110641
AC126755.1,0.000111936
APOBR,0.00011704
IFIT3,0.00011704
OASL,0.000122137
ARRDC2,0.00012384
MX1,0.000126611
IDO1,0.000126992
CASP1,0.00013116
C9orf64,0.000131525
LINC00861,0.000133011
ARHGEF1,0.000133011
FBXO32,0.000133681
SH3BGRL3,0.000141551
TNS3,0.000144024
LINC01965,0.000144644
LINC01871,0.000146259
GINS2,0.000146307
VNN2,0.000146849
PRF1,0.000146849
LHX2,0.000149532
CTNNBIP1,0.000150081
BATF2,0.000150401
TRIM21,0.000152621
HLA-DRB5,0.00016693
CNR1,0.000170631
ELF1,0.000172319
IRF8,0.000175357
CHI3L2,0.000178194
PRICKLE2,0.000180348
OXCT1,0.000180348
CAP1,0.000186216
YBX3,0.00019098
TMEM63C,0.000191012
TNNT3,0.000193586
TMEM273,0.000197728
ZBED2,0.000199463
TNFSF10,0.000199463
NFKB2,0.000199709
GPD2,0.000199777
NKX2-1,0.000202969
CDK10,0.000205654
STOM,0.000210099
MEGF11,0.000210624
SAMHD1,0.000211971
ZC3H12A,0.000212893
TRG-AS1,0.000215096
PWAR6,0.000215899
RBM43,0.000227718
BANCR,0.000227718
KCNAB2,0.000227718
ANXA2R,0.000227808
TNF,0.000229911
GPRIN3,0.000230946
PARP14,0.000235602
TTYH1,0.000238064
GSE1,0.000240753
HLA-DQB1,0.000241976
CABIN1,0.000242894
ADAMTSL4,0.000255109
RNF213,0.000264264
C7,0.000265518
CIB1,0.000265518
FAM92A,0.000277308
CTLA4,0.000282687
ANGPTL4,0.000286429
C4B,0.000290005
HSH2D,0.000290663
TRBV6-5,0.000295945
APOBEC3F,0.00030281
AC104964.3,0.00030441
PTPRG,0.000313903
LINC02446,0.000318474
SLC17A9,0.000322774
PNRC1,0.000329838
GNA15,0.000330807
CCL19,0.000330874
CXCR6,0.000331906
AC136475.3,0.000332687
PHF11,0.000333793
AKAP8L,0.000333919
CLIC5,0.000334637
NFATC1,0.000334891
SLC2A3,0.000343506
PECAM1,0.000345531
ARAP2,0.000350257
MT-ND4L,0.000358173
HACD4,0.000360442
MT-CO3,0.000364129
STAT1,0.000369822
FUT4,0.000372071
TNFSF14,0.000372619
CYP27A1,0.000372619
BTN3A3,0.000374785
RASSF3,0.000375162
BCORP1,0.000381005
LINC01215,0.000400068
GOLGA6L9,0.000407569
UTRN,0.000407569
MXRA5,0.000407569
LMAN1,0.000409528
ZBTB32,0.000410772
LAMA3,0.000412991
WDR81,0.000420167
PDP1,0.000425247
3-Mar,0.000426674
SLC16A3,0.000428244
IRAK4,0.000430517
LINC00892,0.000430517
TBX21,0.000439272
CDC42EP5,0.000440549
AL133415.1,0.000446026
PIK3CG,0.000456667
DPP7,0.000456716
LUC7L3,0.000457162
AL645939.1,0.000462756
PHYKPL,0.000462756
CDH13,0.000471382
MT-ND5,0.000478469
CTSB,0.000504648
VWCE,0.000518299
AC004847.1,0.000518854
EMID1,0.000522341
AKAP12,0.000538258
LAPTM4B,0.000540242
TMEM154,0.000556913
KLF9,0.000568491
SLC9A3-AS1,0.000571109
CAPRIN2,0.000577187
THBS4,0.000578625
VMP1,0.00059027
CHI3L1,0.000590788
HELLS,0.00060006
MCUB,0.000606617
TNK2,0.000613329
ERAP1,0.000628616
DIP2A,0.000633637
LSS,0.000652195
LRP10,0.000652195
SIPA1,0.000654025
RGS14,0.000654985
TRIM22,0.000670713
C19orf66,0.000670713
MLKL,0.000687954
RINL,0.00068966
PHLPP1,0.000701641
MAPK15,0.000710484
MOB3C,0.000718638
TMEM204,0.000730215
SLC39A8,0.000730215
FOXO1,0.000730952
SDC4,0.000761889
F3,0.000767898
ZNF217,0.000781705
THBS2,0.000845252
TRBV7-9,0.000863098
A4GALT,0.000863466
AC004585.1,0.000869178
DDX60,0.000874535
LINC00649,0.000881031
PLIN2,0.000882098
AC243960.1,0.000887303
LINC00922,0.000903193
SLC9A3R1,0.000903193
LINC02210,0.000903193
LPIN2,0.000903487
CCL2,0.000903487
PTK2B,0.000906471
HNRNPH2,0.000911511
RHOD,0.000913114
CFB,0.000918842
ANXA6,0.000924732
AMPD3,0.000926908
FAM102A,0.00092801
PPP1CA,0.000932129
TLR3,0.00093468
ZNF445,0.000936077
TBX3,0.000954491
CNTNAP1,0.000959093
OSM,0.000959093
CXCL9,0.000961206
PPP1R16B,0.000963822
RHOG,0.00096479
CAST,0.000969558
SLC26A10,0.000995746
HSPB1,0.000995746
EXOG,0.001000427
GRAMD2B,0.001009523
MR1,0.001009523
ANGPTL6,0.001021851
WDR90,0.001021851
ALDH1L1,0.001026014
OLFML3,0.001034334
ID2,0.001048396
TAC3,0.001054767
GADD45B,0.001060225
PDGFRL,0.001060726
ODF3B,0.001060726
LAX1,0.001084796
TAPBP,0.001085351
GAB3,0.001090107
FILIP1L,0.001103217
SCARA3,0.00111338
HLA-DOA,0.00111338
PTER,0.001126771
MCOLN2,0.001141287
TLN1,0.001142898
ISG20,0.001146509
PTBP2,0.001146509
DEPP1,0.001155342
PRDM1,0.001165067
TRANK1,0.001174624
WSCD1,0.001185239
LTBP2,0.001194787
GZMK,0.001195683
NEDD9,0.001216938
APOL4,0.001250863
OR2I1P,0.001257731
LRP1,0.001266928
FNDC3B,0.001268787
IGFBP6,0.00127458
AC015911.3,0.001296632
SLC25A45,0.001301106
CCDC194,0.001301106
ATG4B,0.001314308
CXCL8,0.00134942
KCNIP2,0.00134942
VGF,0.001352841
CSRP1,0.001385524
MTND2P28,0.0013983
BGN,0.001408829
PHLDB2,0.001410493
TMEM132B,0.001429215
GPR55,0.001429215
GABPB1-AS1,0.001443768
GRK2,0.001457005
ALDH1A3,0.001518852
OLFML2B,0.001537402
TRAF5,0.001538751
NHLRC2,0.001538824
IFIH1,0.001575942
IL15RA,0.001575942
NCKAP5,0.001581705
MTPAP,0.001594872
ZNF33B,0.001622029
RARB,0.001678551
MT-ND6,0.001701035
ISYNA1,0.001720432
6-Sep,0.001724001
LY75,0.00178042
SNTB1,0.001786071
BET1L,0.00179533
PLCH1,0.001838306
KREMEN1,0.001842145
ACTA2,0.00185382
SECTM1,0.001869381
RBMS1,0.001902008
CEACAM1,0.001913742
GCSAM,0.00191523
RAB3B,0.001925273
ANKRD37,0.001933524
RGS19,0.001951749
BACE2,0.001959474
CFH,0.001999122
CD164,0.002010158
AGT,0.002013083
ATP10A,0.00201332
LGALS1,0.00201332
GNLY,0.002054759
DDAH1,0.002058407
DPEP2,0.00210768
RGCC,0.00210768
PAG1,0.002141675
ARHGEF26,0.002142046
ICAM2,0.002193459
HIP1R,0.00221948
PLEK,0.002221803
IL1RAP,0.002253277
TENT5A,0.002260279
REV3L,0.002274229
ANKRD13B,0.002301131
CD244,0.002305197
TRBV7-2,0.002305197
GZMH,0.002308045
CTSC,0.002324847
CD274,0.002325349
GPR173,0.002330628
TRBV20-1,0.00234222
PYCARD,0.00234222
MYADM,0.002353986
TGFB3,0.002389289
PLEKHG5,0.002389289
CD79B,0.002395941
ATP8B4,0.002406696
NPTX1,0.002414065
ANGPTL1,0.002425549
PI4KAP1,0.002480128
PLOD1,0.002480228
TAP2,0.00249343
SLC9A9,0.002533235
AOAH,0.002604912
LRRC32,0.002677118
PLA2G16,0.002699565
MGAT4C,0.002707153
ADAMTS4,0.002710158
B3GAT2,0.002710158
MT2A,0.002732576
TSPAN32,0.002753026
MYL12B,0.002814499
MEG3,0.002842661
NAE1,0.002872867
SLC2A10,0.002879136
LHX6,0.002890721
CDCP1,0.002898696
PROKR2,0.002910523
FLNC,0.002914646
CDC42EP1,0.002953061
UCHL1,0.002964119
ANXA2P2,0.002974627
NECAB2,0.003094921
FGF12,0.003107806
EMILIN1,0.0031371
CARD16,0.003138388
HENMT1,0.003153814
CCDC74A,0.003153814
GRIK3,0.003161733
PXDC1,0.003183455
HLA-K,0.003217395
CLCN6,0.003219117
HLA-H,0.003235251
JAK1,0.003235251
LMBR1L,0.003242203
TPT1-AS1,0.003263807
EMX2,0.003274987
SHOX2,0.003274987
CEP78,0.003274987
GPR39,0.003326114
AHRR,0.003352818
ITGA5,0.003365763
FAM13C,0.003434777
TMEM140,0.003434777
IL6R,0.003528523
ACTN4,0.003553536
LGALS8,0.003560165
TRAV8-3,0.003566233
TNFAIP8L2,0.003611864
CNKSR2,0.003622059
GPR88,0.00363774
GRN,0.003648638
UGT8,0.003675012
BTN2A2,0.003803822
LDLRAD3,0.003852187
HAPLN3,0.003856543
CCND3,0.003877563
BTN3A1,0.003884926
SLC9A5,0.003910735
ITM2A,0.003910735
KSR2,0.003920494
MIR3142HG,0.0039288
PITPNM3,0.003952995
LGALS3BP,0.003976382
PIEZO2,0.003976382
TNFAIP2,0.004020891
ZNF333,0.004025425
DDX56,0.004072954
TMIGD2,0.004074577
MICAL2,0.004100057
PODN,0.00412408
EPHA1,0.004185999
PQLC3,0.004191132
ZNFX1,0.004238111
ORAI1,0.004287903
IGFBP5,0.004394803
ARL4D,0.004404704
PDK3,0.004466259
FBN1,0.004501918
AC133644.2,0.00455317
ZNF121,0.004554957
SEMA5A,0.004554957
AL391807.1,0.004555731
MCTP2,0.004632999
AC005329.1,0.004707134
PCOLCE,0.004790506
LMO2,0.00481079
MUC20-OT1,0.004880055
FGL2,0.004890294
AC020659.1,0.004942773
AC020571.1,0.004942773
AC015813.1,0.004942773
CELSR1,0.004957697
CEACAM21,0.004957697
ZFY,0.004957697
GIMAP8,0.005003336
PRKCQ-AS1,0.005031038
EFNA1,0.005140407
FUT9,0.00517331
LRP8,0.005176749
EPHB1,0.005201928
FGFBP2,0.005248497
BATF3,0.005267461
SH3BP1,0.005290912
PAK3,0.005297478
ACAP3,0.00533941
RPS6KA6,0.005372102
ARSI,0.005454403
TRAV21,0.005454403
TSPYL5,0.005465182
MAN1C1,0.005491956
TRAV8-2,0.0055373
MRPL42,0.005539209
GDPD2,0.005539209
RRP7BP,0.005588431
GRAP,0.005610284
PCIF1,0.005615734
AC138969.1,0.005751114
IGDCC4,0.005757457
KCNH8,0.005783331
GXYLT2,0.005798969
CLVS2,0.00585827
TRAV13-1,0.00586923
SLC38A5,0.00586923
MTFP1,0.005915195
AEBP1,0.005915195
BBS2,0.005952936
BDKRB2,0.005952936
POSTN,0.006062728
AC127024.5,0.006075348
SH3TC1,0.006168147
MAP3K6,0.006168147
IRF9,0.006173946
GIMAP5,0.006180554
CIITA,0.006185378
NOS2,0.006239639
CTBS,0.006288222
CMTM7,0.006297522
RCN2,0.006331341
UBE2G2,0.006402347
STON2,0.006424606
ODC1,0.006494302
ACVRL1,0.006528301
TTN,0.006608295
NTRK3,0.0066123
GRK5,0.006621004
BAMBI,0.006626018
ABCD4,0.006701769
TNRC6C-AS1,0.006705326
LMO4,0.006787877
MT1E,0.006869476
CASP17P,0.006961863
FTX,0.007010636
RPL6,0.007021296
SRPX2,0.007090185
DNHD1,0.007130404
ZFP36,0.007153957
CHPF,0.007208563
TRGC1,0.007257411
GPRC5A,0.007268093
KANTR,0.00729079
ZBTB8B,0.007441985
TRGV10,0.007488434
TDRP,0.007497698
ABHD14B,0.007515457
ORC6,0.0075911
VIM,0.007632065
ARMCX4,0.007683767
LST1,0.007748028
FAM219B,0.007811471
ZNF878,0.007855259
SCG2,0.007865157
HLA-DMA,0.007865157
NID2,0.007892839
TMCO4,0.007895777
HILPDA,0.007895777
PAXIP1-AS2,0.007914954
FASLG,0.007914954
DDX11,0.008022961
GNGT2,0.008038825
CD200R1,0.00817088
STARD9,0.008183557
RIPK1,0.008218638
TMEM176A,0.008218638
MYO19,0.008233741
ETV7,0.008234265
P4HA1,0.008404538
NINL,0.008418277
TACC1,0.008421872
LINC02273,0.008715491
COL6A3,0.008778708
SELENOM,0.008816944
FGF14,0.008816944
ULK1,0.008816944
11-Sep,0.008854089
TMEM156,0.008905346
STUM,0.00893056
LDLRAP1,0.009046
B3GNT2,0.009070681
LINC002481,0.009176154
IL18RAP,0.009273278
HPS3,0.009327117
TMEM63A,0.009327117
MT-ND3,0.009364949
ITGB5,0.009396863
AL138963.3,0.009454648
AL136131.3,0.009561636
PPIB,0.009565601
CRACR2A,0.00958122
HAR1A,0.009640119
SHISA5,0.009644914
RPL6P27,0.009674551
PLVAP,0.009720533
SERPING1,0.009746954
MEGF10,0.009771828
BRSK2,0.009783047
SHKBP1,0.009783047
ARHGEF3,0.009832781
ELF4,0.009832781
THAP9-AS1,0.009838974
FAM222A,0.009959881
AL353796.1,0.009959881
TRIM25,0.010010204
AHNAK,0.010010204
RASSF1,0.010010204
LINC01355,0.010027268
CBLN4,0.01004254
JUN,0.01004254
SMG9,0.010140114
EMP3,0.010192184
SIX1,0.010262101
LINC01089,0.010281612
MCL1,0.010281612
KLF2,0.010281612
CPQ,0.010286465
PLEKHA7,0.010290368
SMAD7,0.010366667
TRBV11-2,0.010419835
PLP2,0.010514363
BX890604.2,0.010572991
HS3ST5,0.010593169
AC007938.3,0.010733492
RPS6KA1,0.010805552
SETD6,0.01083916
IFI6,0.010928397
ACP5,0.010937199
RGL4,0.010986116
MAFF,0.010987323
BOC,0.011007025
SYTL2,0.011007025
TNFRSF21,0.011094665
CDKN1A,0.011128582
NRROS,0.011128582
