gene_name,padj
CSMD3,2.17e-11
GZMA,2.24e-11
MX1,2.27e-11
S100A4,2.32e-11
SH2D2A,2.46e-11
GNLY,2.47e-11
ZNF831,2.48e-11
MASP1,2.73e-11
SYTL3,3e-11
ACAP1,3e-11
PTPRB,3.23e-11
CD28,3.25e-11
TFPI2,3.52e-11
GMFG,3.61e-11
IL10RA,3.66e-11
TCIM,3.67e-11
FLI1,3.96e-11
GCH1,4.16e-11
BEX3,4.34e-11
NKAIN3-IT1,4.48e-11
SKAP1,4.5e-11
CLEC2D,5.07e-11
NXPH4,5.51e-11
FBN2,5.58e-11
THSD7A,5.75e-11
IL2RG,5.99e-11
IFI44L,6.29e-11
GBP4,6.31e-11
TCF7,6.36e-11
SAMSN1,6.68e-11
CASK,6.68e-11
CD84,6.83e-11
MMGT1,6.85e-11
GPC3,6.94e-11
SLA2,7.08e-11
APBB1IP,7.54e-11
EN1,7.98e-11
XIAP,8.44e-11
NPTX1,8.6e-11
UNCX,8.63e-11
GRIK1,9.09e-11
MAOB,9.16e-11
FCMR,9.39e-11
EPHB6,1.02e-10
SELPLG,1.07e-10
KCTD8,1.1e-10
HMX3,1.13e-10
SH2D1A,1.14e-10
EVI2B,1.33e-10
ZDHHC9,1.4e-10
FZD10-DT,1.8e-10
SSPO,1.82e-10
SLC25A14,1.88e-10
STK17B,1.88e-10
LRRC3B,2.2e-10
GRAP2,2.31e-10
AL671883.2,2.38e-10
DOK2,2.55e-10
ARHGAP25,2.55e-10
TMC8,2.68e-10
GABRA1,2.8e-10
IL6ST,2.84e-10
POU3F4,2.91e-10
SAMD9L,3.04e-10
CSMD2,3.13e-10
GBP3,3.19e-10
FHL1,3.24e-10
NR4A2,3.28e-10
TSC22D3,3.32e-10
RPS4X,3.51e-10
IL4R,3.7e-10
APOBEC3G,4.2e-10
UTS2,4.59e-10
MT-ND5,4.59e-10
CORO1A,4.96e-10
BEX4,5.18e-10
ARHGAP9,5.18e-10
CD69,5.24e-10
1-Sep,5.45e-10
TXLNGY,5.46e-10
TESPA1,5.88e-10
CASP4,6.32e-10
EBF1,6.32e-10
TRIM25,6.57e-10
PARP15,6.61e-10
FAM78A,6.73e-10
FAM199X,7.26e-10
PARP14,7.37e-10
GIMAP7,7.61e-10
APC2,8.15e-10
WDR44,8.56e-10
TOP2A,8.57e-10
CCR4,9.41e-10
IKZF1,9.41e-10
TRIM48,1.03e-09
IRF4,1.05e-09
FMNL1,1.15e-09
NRN1,1.25e-09
FTX,1.31e-09
CYTIP,1.32e-09
NMRK1,1.44e-09
BRS3,1.44e-09
KDM5D,1.54e-09
BEX1,1.73e-09
TMEM173,1.92e-09
TENT5A,2e-09
CXCR3,2.04e-09
FAM198B,2.07e-09
LPL,2.19e-09
IFI16,2.23e-09
TNFAIP3,2.29e-09
ALOX5AP,2.29e-09
LCP2,2.3e-09
POU4F1,2.31e-09
PSPHP1,2.32e-09
RASSF5,2.32e-09
NPAS2,2.53e-09
DMD,2.59e-09
RPS6KA3,2.74e-09
NRGN,2.75e-09
BMS1P10,2.77e-09
CACNA1A,2.91e-09
CYTH4,3.08e-09
SEMA3F,3.19e-09
UBASH3A,3.38e-09
KCNJ6,3.4e-09
DNAH6,3.6e-09
CDK16,3.64e-09
UTP14A,3.71e-09
GFI1,3.82e-09
FLRT2,4.16e-09
GYPC,4.25e-09
LINC00648,4.28e-09
DCBLD2,4.64e-09
HTR5A,4.68e-09
PIK3R5,4.73e-09
GBP1P1,4.75e-09
LAMB1,5.17e-09
RAB27A,5.28e-09
TCEAL4,5.52e-09
CCDC69,6.05e-09
CDH4,6.28e-09
PLCB2,7.27e-09
BTNL9,7.42e-09
CD226,7.65e-09
KCNH8,7.78e-09
GPR65,7.93e-09
AC136475.3,8.18e-09
LOX,8.45e-09
ANO9,8.73e-09
CD99L2,8.73e-09
CACNA1G,8.73e-09
TOX2,8.8e-09
LRP1,9.04e-09
MOSPD1,9.5e-09
PAX7,9.83e-09
TCEAL8,1.01e-08
GVINP1,1.01e-08
DGKK,1.03e-08
USP11,1.07e-08
PDLIM1,1.08e-08
AOAH,1.16e-08
C11orf21,1.25e-08
IGFBP2,1.26e-08
SIX6,1.31e-08
SRPX2,1.36e-08
MKI67,1.46e-08
UBE2A,1.68e-08
FGD3,1.7e-08
TMEM164,1.73e-08
CHRDL1,1.75e-08
POU4F2,1.88e-08
ARHGAP45,1.91e-08
DENND2D,2.01e-08
HSF4,2.04e-08
NCKAP1L,2.05e-08
AQP3,2.23e-08
STAT5A,2.32e-08
PUDP,2.47e-08
TRIM4,2.51e-08
AIFM1,2.51e-08
THEMIS,2.66e-08
MFNG,2.72e-08
IL12RB2,2.73e-08
VWA5B2,2.75e-08
TLE1,2.86e-08
PIM2,3.04e-08
SLFN13,3.14e-08
IL21R,3.29e-08
HERC6,3.33e-08
ACSL5,3.55e-08
FGFBP2,3.61e-08
DDX60,3.61e-08
PIK3CG,3.72e-08
DHFR,3.98e-08
TCF4,4.15e-08
XPR1,4.21e-08
GIMAP2,4.23e-08
DACH2,4.42e-08
MIS18BP1,4.54e-08
RASAL3,4.55e-08
MYH9,4.69e-08
NHSL2,4.96e-08
ZNF528-AS1,5.06e-08
TGFB3,5.09e-08
AL021395.1,5.14e-08
ICAM3,5.24e-08
SST,5.24e-08
CTSS,5.5e-08
SSTR3,5.55e-08
SELL,5.99e-08
NKG7,5.99e-08
GABRG2,6.14e-08
RGS8,6.24e-08
ITGB2-AS1,6.28e-08
FAM135B,6.58e-08
SHOX,6.61e-08
PGRMC1,6.96e-08
PCDHB18P,7.04e-08
PBX3,7.41e-08
TNFAIP8,7.41e-08
CSAD,7.41e-08
RELN,7.41e-08
CDT1,8.17e-08
LNX1,8.42e-08
ZNF717,8.43e-08
ASXL3,9.34e-08
CST7,9.37e-08
EPHA5,9.92e-08
AC004687.1,1.02e-07
ZIC4,1.05e-07
AL031282.2,1.11e-07
IL12RB1,1.13e-07
NFATC2,1.18e-07
LINC00649,1.21e-07
AC010478.1,1.22e-07
NRCAM,1.3e-07
ZCCHC12,1.32e-07
LINC00461,1.33e-07
TNFRSF14,1.43e-07
LINC01215,1.49e-07
JAK3,1.49e-07
PCDHGA11,1.5e-07
BIRC3,1.5e-07
HMX2,1.5e-07
STAG2,1.63e-07
OCRL,1.72e-07
MX2,1.74e-07
TRG-AS1,1.74e-07
ZNF300P1,1.78e-07
TNFRSF14-AS1,1.78e-07
TRIM60P18,1.82e-07
BARHL1,1.86e-07
ATP2B2,1.87e-07
EIF1AX,1.87e-07
UCP2,1.94e-07
IRX5,1.96e-07
AGAP2,2.04e-07
CD9,2.06e-07
KIT,2.12e-07
IKBKE,2.15e-07
PRKACB,2.21e-07
ARHGAP11A,2.21e-07
IL13RA1,2.26e-07
PJA1,2.3e-07
MKNK2,2.3e-07
ZNF558,2.31e-07
IL9R,2.31e-07
FUNDC1,2.71e-07
P4HA1,2.74e-07
ISLR2,2.74e-07
STAT4,2.81e-07
AC008443.2,2.84e-07
DRAXIN,2.87e-07
LRRN1,2.93e-07
SLC25A5,2.93e-07
INPP4B,3.02e-07
IRX3,3.22e-07
LRP2,3.31e-07
CDCP1,3.38e-07
STC1,3.44e-07
GRID2,3.44e-07
DKK2,3.62e-07
TCERG1L,3.79e-07
SOX21-AS1,3.82e-07
DENND1C,4.19e-07
PMAIP1,4.25e-07
SLAMF1,4.25e-07
CXCL8,4.25e-07
PLIN2,4.28e-07
UXS1,4.36e-07
LAG3,4.47e-07
WIPF1,4.66e-07
SERPINB1,4.8e-07
TRIM38,5.45e-07
GABRA2,5.9e-07
C5orf38,5.97e-07
TNFRSF4,6.03e-07
SIGIRR,6.04e-07
TBC1D30,6.06e-07
VSTM2A,6.06e-07
PAX2,6.47e-07
PARP9,6.47e-07
SLC30A8,6.52e-07
MYO1F,6.63e-07
LMX1B,6.65e-07
NOMO3,7.03e-07
TSPAN6,7.16e-07
RCAN1,7.16e-07
MT-ND4,7.23e-07
PCDH10,7.32e-07
RIN3,7.34e-07
ITGA3,7.54e-07
GZMM,7.78e-07
AC012354.1,7.83e-07
IRF1,7.9e-07
ATRNL1,7.98e-07
TPBG,8.02e-07
ZNF578,8.25e-07
LMO2,8.35e-07
ZNF385D,8.37e-07
AL356488.3,8.43e-07
RORA,8.53e-07
MFAP2,8.64e-07
DAPP1,8.84e-07
USP9Y,8.85e-07
ASPM,9.17e-07
CMAHP,9.31e-07
SLITRK4,9.62e-07
STK10,9.75e-07
RRM2,1e-06
LRRC7,1e-06
TRIM14,1.01e-06
GRIN2D,1.01e-06
P2RY10,1.03e-06
CCR5,1.03e-06
GLIPR1,1.04e-06
TMEFF2,1.09e-06
PPM1K,1.12e-06
IL7R,1.12e-06
CENPF,1.15e-06
STON2,1.17e-06
PCP4,1.18e-06
CDH1,1.2e-06
SOX6,1.21e-06
LPAR6,1.21e-06
PHF6,1.22e-06
MTM1,1.26e-06
TAGAP,1.26e-06
LGALS8,1.26e-06
MT-ND4L,1.27e-06
ARMCX2,1.32e-06
SULF1,1.38e-06
DNAJC12,1.41e-06
ZNF711,1.41e-06
TRAT1,1.45e-06
MR1,1.48e-06
SLC26A7,1.5e-06
EN2,1.53e-06
KIFC1,1.54e-06
TPX2,1.55e-06
SIX2,1.65e-06
CLCN5,1.67e-06
ATP10A,1.76e-06
AL590705.1,1.81e-06
FGF13,1.81e-06
PHF11,1.84e-06
EVI2A,1.87e-06
CD247,1.87e-06
LINC02446,1.88e-06
TRGC2,1.91e-06
MIR3142HG,1.92e-06
RNF152,1.98e-06
SYN3,1.98e-06
RASGRP1,2.01e-06
CMTM7,2.01e-06
FAM84A,2.02e-06
ZNF441,2.07e-06
TACC3,2.07e-06
SBNO2,2.09e-06
COL3A1,2.09e-06
KLHL6,2.15e-06
AC008105.3,2.17e-06
KLHL28,2.18e-06
MAP7D3,2.19e-06
NFIX,2.37e-06
GRM3,2.37e-06
CABLES1,2.44e-06
SH3KBP1,2.51e-06
SNAI2,2.77e-06
CD38,2.78e-06
CCND1,2.87e-06
WASHC2C,2.88e-06
GABRB1,3.07e-06
CDC25A,3.22e-06
WAS,3.24e-06
APOO,3.3e-06
CENPE,3.3e-06
BCLAF3,3.32e-06
PARP10,3.33e-06
TRPV2,3.34e-06
MAB21L2,3.42e-06
TRIM67,3.46e-06
SMC1A,3.54e-06
MYO5B,3.55e-06
LRP4,3.57e-06
CLDN5,3.59e-06
SOD2,3.61e-06
IL18RAP,3.64e-06
CORIN,3.64e-06
SP140,3.64e-06
RGS10,3.67e-06
HPRT1,3.73e-06
TLX3,3.76e-06
LRMP,3.76e-06
FGF19,3.78e-06
SLC25A43,3.79e-06
AP1S2,3.84e-06
IGDCC3,3.84e-06
VIPR2,3.99e-06
TMEM158,4.03e-06
SIRPG,4.03e-06
KIF11,4.04e-06
RPRM,4.07e-06
SHISA8,4.12e-06
MT-ND2,4.15e-06
F2RL1,4.34e-06
APOL3,4.37e-06
XCL1,4.38e-06
FERMT3,4.41e-06
CCNB2,4.41e-06
ISG15,4.66e-06
ECHDC2,4.68e-06
ZBED2,4.71e-06
C1QTNF3,4.73e-06
ENO2,4.88e-06
PALMD,4.9e-06
MYD88,4.9e-06
SERPINF1,4.91e-06
FKBP4,4.92e-06
RBP1,4.96e-06
ITGA8,5e-06
RARRES3,5.06e-06
PHOX2B,5.07e-06
NALCN,5.25e-06
GZMH,5.31e-06
RSAD2,5.57e-06
HJURP,5.65e-06
PTPN6,5.91e-06
GSDMD,5.97e-06
ENC1,6.17e-06
SLC14A1,6.2e-06
SLC27A3,6.22e-06
CADM3,6.72e-06
IGF2R,7.07e-06
MOXD1,7.36e-06
AKNA,7.45e-06
STK17A,7.46e-06
POU3F1,7.51e-06
AL132780.4,7.72e-06
ARHGAP36,7.79e-06
AFF3,7.85e-06
IGFBP3,7.85e-06
PRSS23,7.93e-06
SHTN1,8.21e-06
ARHGAP4,8.37e-06
GPR68,8.88e-06
MYL12A,8.88e-06
HTATIP2,8.95e-06
PRKCQ,9.07e-06
PLAC8,9.5e-06
FREM1,9.73e-06
UBA1,9.9e-06
MAP4K1,9.94e-06
ZC3HAV1,1.04e-05
FRAS1,1.04e-05
TMEM163,1.05e-05
NPTX2,1.06e-05
CFLAR,1.07e-05
UNC5D,1.09e-05
MAB21L1,1.15e-05
DPPA4,1.15e-05
POU3F3,1.18e-05
AC011451.3,1.18e-05
VSIR,1.19e-05
BIRC5,1.19e-05
ATP8A1,1.2e-05
CBLN4,1.23e-05
COL22A1,1.24e-05
GRM7,1.24e-05
KNL1,1.25e-05
LPXN,1.27e-05
IL13RA2,1.27e-05
FKBP5,1.29e-05
OSR2,1.29e-05
RAP2C,1.32e-05
GTF2H2B,1.32e-05
SAMD11,1.33e-05
ZNF280D,1.34e-05
PCAT7,1.34e-05
S100A6,1.39e-05
LHFPL3,1.45e-05
DDX60L,1.46e-05
DDX3Y,1.46e-05
AC124068.2,1.46e-05
TRGC1,1.48e-05
CHM,1.53e-05
PSTPIP1,1.54e-05
PCDHGA4,1.54e-05
TAB3,1.55e-05
SVEP1,1.56e-05
CENPV,1.57e-05
KLRB1,1.6e-05
DOCK11,1.6e-05
NUF2,1.61e-05
AC021739.2,1.69e-05
PAX5,1.7e-05
KDM5C,1.72e-05
LINC02487,1.76e-05
MID1IP1,1.77e-05
RNF125,1.8e-05
GPM6A,1.86e-05
ZNF75D,1.88e-05
TMX4,1.88e-05
ALPK2,1.88e-05
NKX2-4,1.9e-05
ARMCX6,1.93e-05
DPEP2,1.97e-05
PTF1A,1.98e-05
HERC5,1.99e-05
UNC13C,2.02e-05
FAM124A,2.08e-05
ZDBF2,2.08e-05
IDO1,2.08e-05
SLAMF6,2.09e-05
RAB37,2.1e-05
WNT7B,2.11e-05
CCL22,2.28e-05
SAT1,2.28e-05
CKAP2L,2.28e-05
SALL3,2.29e-05
OLFM3,2.33e-05
PCOLCE,2.34e-05
SLITRK1,2.36e-05
CCNB1,2.36e-05
PIEZO1,2.36e-05
NCAPH,2.37e-05
ETFB,2.44e-05
AP002364.1,2.44e-05
DRP2,2.48e-05
SLC32A1,2.49e-05
EPSTI1,2.5e-05
HSH2D,2.5e-05
SERTM1,2.52e-05
SP140L,2.56e-05
MAP1B,2.56e-05
DCDC2,2.56e-05
ADGRE5,2.61e-05
POSTN,2.62e-05
RBMX2,2.62e-05
SLC12A7,2.65e-05
BACE2,2.65e-05
STRA6,2.65e-05
TPST2,2.66e-05
SIX3-AS1,2.68e-05
LAIR1,2.7e-05
DHRS1,2.71e-05
DOCK10,2.77e-05
OGFRL1,2.91e-05
ZNF311,2.99e-05
AL591845.1,3.02e-05
CD300A,3.07e-05
ICAM5,3.08e-05
CA12,3.29e-05
FSTL5,3.29e-05
ADAMTS20,3.36e-05
TMEM71,3.38e-05
SLC17A6,3.38e-05
FAM50B,3.41e-05
SNCB,3.43e-05
HIST1H2BG,3.43e-05
ZNF280C,3.49e-05
MTATP6P1,3.62e-05
KANK3,3.62e-05
NFIB,3.64e-05
AURKB,3.7e-05
TIGIT,3.79e-05
HABP2,3.82e-05
GPR183,3.84e-05
TNMD,3.88e-05
NEUROD6,3.92e-05
AC004656.1,3.92e-05
Z83843.1,3.94e-05
C16orf54,4.1e-05
GPR153,4.17e-05
PDPN,4.2e-05
DPP4,4.26e-05
ALG10B,4.29e-05
RGS7,4.32e-05
GIMAP8,4.33e-05
OAS1,4.42e-05
PYURF,4.47e-05
NMI,4.63e-05
NREP,4.84e-05
FAM102A,4.86e-05
NTS,4.86e-05
TAGLN2,4.91e-05
PTPRM,4.99e-05
GABRB2,5.02e-05
PLXNA2,5.08e-05
STARD4,5.08e-05
HLCS,5.25e-05
XK,5.29e-05
CRYBG1,5.29e-05
RBMS3,5.31e-05
FAM153A,5.31e-05
B3GAT1,5.37e-05
FLRT3,5.4e-05
PPP1R1B,5.4e-05
HSPA1B,5.46e-05
MTND2P28,5.47e-05
PCDHGB3,5.5e-05
IFIH1,5.52e-05
TSPAN18,5.53e-05
NNMT,5.55e-05
COL9A3,5.57e-05
ST6GAL1,5.58e-05
PIRT,5.58e-05
ZDHHC22,5.66e-05
SOX3,5.67e-05
ZWINT,5.71e-05
PPP1CB,5.75e-05
PLEKHA2,5.75e-05
HRK,5.87e-05
PCED1B-AS1,5.95e-05
GPR174,5.96e-05
ESPL1,5.99e-05
CTLA4,6e-05
KHDRBS3,6.07e-05
FBN1,6.18e-05
ADGRL3,6.26e-05
PIMREG,6.31e-05
LINC02300,6.34e-05
NRXN3,6.34e-05
PHKA2,6.47e-05
ZNF449,6.47e-05
HCST,6.5e-05
TFAP2A,6.67e-05
TUBA1C,6.69e-05
AK4,6.69e-05
SP100,6.7e-05
PYHIN1,6.75e-05
CDC20,6.87e-05
ACTB,6.92e-05
AL359955.1,6.98e-05
DLGAP1-AS2,7.04e-05
BARHL2,7.04e-05
CDON,7.15e-05
TBX15,7.17e-05
CASC10,7.26e-05
GRM8,7.59e-05
AP006284.1,7.63e-05
ASB2,7.63e-05
SEMA3B,7.73e-05
KIF20A,7.82e-05
ARHGAP15,8e-05
SCAI,8.1e-05
PRR36,8.19e-05
POU2F1,8.29e-05
TMCO4,8.31e-05
FRA10AC1,8.33e-05
FAM110B,8.34e-05
FAM162A,8.35e-05
TAPBP,8.42e-05
MBNL3,8.56e-05
MORF4L2,8.57e-05
KCNQ1OT1,8.72e-05
IL17RA,8.81e-05
CHST1,8.84e-05
SAMHD1,8.98e-05
CDK14,9.03e-05
MPZL3,9.09e-05
TRBV28,9.13e-05
MT-ND3,9.15e-05
BGN,9.17e-05
KIF14,9.33e-05
RPL10P16,9.36e-05
SPON2,9.39e-05
KIF2C,9.41e-05
ICOS,9.53e-05
OSTF1,9.55e-05
BCL11A,9.65e-05
TCIRG1,9.67e-05
RNF128,9.76e-05
PTN,0.000101525
PGM3,0.000101525
TNFSF10,0.000103298
C3orf70,0.000103469
ZNF676,0.000103582
ROBO1,0.000104617
VAV1,0.000104617
EDIL3,0.000108611
ZNF248,0.000109486
SPSB1,0.000112585
NTRK3,0.000113404
BEND4,0.000113634
HES7,0.00011421
FAT4,0.00011428
ATP6AP2,0.00011432
AGRN,0.000115206
XCL2,0.000115358
CDCA8,0.000115384
CLMP,0.000115473
CARD16,0.000115714
NEGR1,0.000117842
GNA15,0.000118505
SEMA4A,0.000119112
MT-ATP6,0.000121263
GSTO1,0.000122319
PRPS1,0.000124231
CERS2,0.000125094
TRDC,0.000125094
MT2A,0.000125573
MAF,0.000126109
RAPGEF5,0.000126468
KCNJ13,0.000126468
RAB9A,0.00012681
PCDH11X,0.000127096
ZBTB37,0.000128957
CDK1,0.000130442
MDGA2,0.00013072
COL16A1,0.000131319
C2CD2,0.000132691
VAV3,0.000132718
NPIPA1,0.000133745
TACC1,0.000136865
SCN9A,0.000137068
FASLG,0.000137857
CASP1,0.000139869
PRIMA1,0.000140846
GTSE1,0.000141381
MCHR1,0.000141644
SMC4,0.00014231
IFI27,0.000143034
MSX1,0.00014306
CXorf56,0.00014306
TSPAN7,0.000143679
ZNF528,0.000143924
GPR12,0.000144746
CLIC1,0.000147584
TMEM179,0.000148407
TSPAN32,0.000148925
IQGAP3,0.000148974
CXCL11,0.000148974
ZNF483,0.000150125
BCAT1,0.00015114
LRRC17,0.000151394
CACNA2D1,0.000152886
APOBEC3C,0.000154926
RNFT1P3,0.000154926
PENK,0.000154926
TENM2,0.000154926
H3F3B,0.000154926
FAM19A2,0.000155678
PSMB9,0.000158797
CHRNA5,0.000159541
UBE2C,0.000159795
COL6A2,0.000161986
LY9,0.000163545
AC010319.3,0.000164294
U73166.1,0.000166319
ASF1B,0.000167612
MUM1L1,0.000167612
CNTN1,0.000168333
ARSD,0.000169283
RAC3,0.000171936
PRPS2,0.000172037
GALNT13,0.00017447
SLC4A10,0.000175087
NCAPG2,0.000176643
ETV5,0.000176713
RAB30,0.00017688
MET,0.000179022
SAMD9,0.000179379
TNS2,0.000181519
SBK1,0.000181631
CUL7,0.000182111
TET1,0.000183704
SUSD3,0.000183704
CACHD1,0.000183771
SDHAP1,0.0001848
IL2RA,0.0001848
LINC002481,0.000188677
MUC20-OT1,0.00019054
AC073869.1,0.000190694
PMP22,0.000190694
PRDM12,0.000191436
CXCL14,0.000194322
MSMO1,0.000195168
MMEL1,0.000197824
NRP1,0.000201498
HS6ST2,0.000201691
FSTL4,0.0002021
PSMB10,0.000202978
MIR217HG,0.000206477
B2M,0.000207331
DCHS2,0.000207374
GAB3,0.00020856
OSMR,0.000212458
AC106872.5,0.000212953
KLF13,0.000214438
NFATC4,0.000215197
MICAL2,0.000219528
KCNAB2,0.000221194
CRH,0.000223365
VCAN,0.000224508
WNT10B,0.000224508
APLN,0.000225331
CUX2,0.000225727
GK,0.000225769
CXCR6,0.00023007
ROR2,0.000231163
CKAP2,0.000234445
PECAM1,0.000236094
SYT2,0.000238595
NLRP6,0.000239175
GPI,0.000239963
DNM1,0.000243485
TRAF5,0.00024691
MT3,0.000254905
RTN4RL2,0.000257843
C19orf85,0.000259263
MYB,0.00026033
MYOM2,0.00026033
AKR7A2,0.000261629
PTPN5,0.00026254
ELMOD1,0.000268538
ESCO2,0.000272056
AL645608.2,0.000274068
TXK,0.000277842
SH3RF1,0.000277969
KCNK2,0.000278544
RMDN1,0.000278544
NME6,0.000282799
ASPN,0.000285984
HAVCR2,0.00028875
NPAS4,0.000289355
RFLNB,0.000289355
NKRF,0.0002901
SATB1-AS1,0.000290586
LY75,0.000292241
AC012617.1,0.000293663
P4HB,0.000298779
CFAP45,0.00030423
ANXA11,0.000310189
EML3,0.000310472
LPAR1,0.000311249
HLA-E,0.000314893
H3F3AP4,0.000316235
NDNF,0.000319067
LINC00861,0.000323158
HECW1,0.000324465
HLA-F,0.000326523
TMEM47,0.000333608
AC107926.1,0.000334048
PCDHGA5,0.000334772
TROAP,0.000337837
TLE4,0.000338892
CIB2,0.000344068
