gene_name,padj
SLC2A3,3.4e-19
CIITA,3.43e-19
DEF6,3.55e-19
SP100,3.62e-19
SPOCK2,5.87e-19
IRF4,6.7e-19
APOL2,7.35e-19
ETS1,1.34e-18
BHLHE40,1.34e-18
PTPN22,1.76e-18
OSTF1,3.07e-18
S100A10,3.45e-18
LAP3,4.77e-18
CARD11,5.7e-18
PSME1,6.04e-18
GSDMD,7.77e-18
BIRC3,1.68e-17
ADA2,1.81e-17
SH2D2A,2.09e-17
S100A6,2.24e-17
THEMIS,3.26e-17
ENTPD1,3.41e-17
ICAM3,3.41e-17
SAMD4A,4.45e-17
SLA2,5.51e-17
CD247,6.37e-17
FYB1,8.5e-17
CD226,9.87e-17
PLEKHF1,1.1e-16
TNFAIP3,1.1e-16
GNLY,1.11e-16
CTSS,1.52e-16
JAK3,1.96e-16
TC2N,2.28e-16
STAT5A,2.33e-16
ARHGAP45,2.49e-16
RAC2,2.59e-16
MAP4K1,2.61e-16
IL4R,2.87e-16
STAT4,2.93e-16
UBA7,3.14e-16
RCSD1,3.22e-16
TMEM173,3.48e-16
CRYBG1,3.65e-16
ITPR3,4.82e-16
NMI,4.82e-16
1-Sep,5.42e-16
DENND2D,7.06e-16
TCIRG1,8.7e-16
C19orf66,9.4e-16
XAF1,1.16e-15
GPSM3,1.22e-15
ATP2A3,1.31e-15
TNFRSF14,1.47e-15
LCK,1.6e-15
IFITM1,1.78e-15
HLA-DPB1,1.9e-15
GBP2,3.4e-15
ANXA1,4.63e-15
CCL5,4.65e-15
SELL,5.35e-15
CACNG5,6.07e-15
FLI1,6.37e-15
LTB,6.95e-15
GBP5,8.54e-15
SP140,9.93e-15
PIK3IP1,9.93e-15
WSCD1,1.05e-14
MYD88,1.2e-14
TRIM25,1.25e-14
MBP,1.27e-14
CORO1A,1.34e-14
OAS3,1.57e-14
WAS,1.78e-14
SYTL1,1.86e-14
IFITM3,2.1e-14
PTPN6,2.2e-14
ITGAL,2.49e-14
GFI1,2.76e-14
GRAP2,3.38e-14
DOCK8,3.8e-14
HAPLN3,4.14e-14
NLRC3,4.16e-14
TUBA4A,4.43e-14
PNRC1,9.83e-14
LPAR6,9.93e-14
GMFG,1.16e-13
ARHGAP25,1.17e-13
C5orf56,1.89e-13
IFITM2,2.08e-13
SLFN11,2.09e-13
TMC6,2.76e-13
EPSTI1,4.06e-13
RASAL3,4.11e-13
PGGHG,4.28e-13
TRIM5,4.28e-13
APOBEC3G,4.38e-13
NFATC2,5.16e-13
CD3E,6.23e-13
ITGB7,7.63e-13
HELB,9.42e-13
CCDC69,1.01e-12
MRC2,1.05e-12
ABCB1,1.08e-12
RUNX3,1.33e-12
KIAA0040,1.56e-12
ARHGEF6,1.65e-12
PSTPIP1,1.75e-12
CASP8,2.27e-12
DHX58,2.47e-12
FERMT3,2.65e-12
INPP4B,2.81e-12
IL10RA,2.82e-12
GYPC,2.95e-12
NUCB1,3.67e-12
RIN3,3.89e-12
PDGFRL,3.95e-12
IL32,5.11e-12
FOS,6.24e-12
ALDH1L1,6.8e-12
DDX60L,7.31e-12
HLA-DPA1,7.5e-12
SAMHD1,7.5e-12
ZAP70,7.56e-12
CD53,8.7e-12
CPT1A,9.08e-12
IFI35,9.93e-12
FMNL1,1.06e-11
JUNB,1.08e-11
IL7R,1.26e-11
ELF1,1.36e-11
IKZF3,1.45e-11
WARS,1.59e-11
CD96,1.69e-11
LRAT,1.73e-11
TGFB1,1.73e-11
SP140L,1.85e-11
LGALS3,1.85e-11
ART3,1.9e-11
CASP7,1.99e-11
SRGN,2.03e-11
RUNX1,2.03e-11
CD48,2.03e-11
ARID5A,2.29e-11
ICAM1,2.32e-11
CD2,2.4e-11
FABP5P7,2.44e-11
PDPN,2.76e-11
TRBC1,2.8e-11
ANKRD37,3.21e-11
C1QL1,3.63e-11
CLEC2B,3.63e-11
DOK2,5.12e-11
TBC1D10C,5.2e-11
CXCL10,5.77e-11
PLSCR1,6.22e-11
PTGER2,6.26e-11
DDX3Y,6.73e-11
GLIPR1,6.92e-11
RPS4Y1,7.11e-11
FAM78A,8.86e-11
DENND1C,9.93e-11
GPRIN3,1.19e-10
CD3D,1.26e-10
VAV1,1.43e-10
CISH,1.52e-10
EFTUD2,1.78e-10
CTNNBIP1,1.78e-10
SERPINB9,1.88e-10
PLCB2,1.9e-10
ASB2,2.37e-10
GIMAP4,2.42e-10
APOL1,2.6e-10
DEPP1,2.65e-10
OAS2,2.7e-10
P2RY8,3.05e-10
GBP4,3.22e-10
GZMB,3.44e-10
FAM129A,3.59e-10
STK17B,4.13e-10
JAML,4.18e-10
FAM107A,4.38e-10
PER3,4.39e-10
GAB1,4.62e-10
CFI,6.15e-10
STAT2,6.2e-10
MX1,7.06e-10
ARHGAP4,7.68e-10
IQGAP2,7.68e-10
NKG7,7.83e-10
GSTK1,7.83e-10
TRBC2,9.35e-10
STAT6,1.03e-09
PTK2B,1.09e-09
ALOX5AP,1.1e-09
TRIM38,1.14e-09
SERPINB1,1.33e-09
TRIM14,1.37e-09
KLHL6,1.43e-09
VSIR,1.48e-09
CD52,1.48e-09
GPR68,1.57e-09
ATP1B2,1.63e-09
IL2RB,1.83e-09
SOCS1,2.01e-09
LRRC8C,2.3e-09
HELZ2,2.41e-09
PLAGL1,2.56e-09
IRF8,2.77e-09
GVINP1,2.98e-09
RAB27A,2.99e-09
LAG3,3.06e-09
OAS1,3.18e-09
NEAT1,3.22e-09
ARHGAP15,3.47e-09
BIN2,3.53e-09
TENT5C,3.75e-09
EVI2B,3.99e-09
ACSL5,4.69e-09
MMP25,5.29e-09
KCNAB2,5.33e-09
BATF2,5.39e-09
HCLS1,5.57e-09
CD8B,5.63e-09
PSMB8-AS1,5.69e-09
AHNAK,5.91e-09
MSN,5.98e-09
PIEZO1,6.16e-09
SIT1,6.32e-09
IGFBP5,6.65e-09
CD3G,6.73e-09
TRPV2,7.21e-09
CD5,7.69e-09
BTN2A2,8.26e-09
CST7,8.8e-09
RAB37,9.8e-09
ADAM8,1.11e-08
SLFN13,1.13e-08
DOCK2,1.14e-08
CD28,1.17e-08
PHF11,1.18e-08
LINC02446,1.24e-08
CD38,1.28e-08
IL2RG,1.28e-08
PARVG,1.28e-08
PCED1B,1.32e-08
RAB11FIP1,1.36e-08
PTP4A3,1.43e-08
STOM,1.46e-08
PLAC8,1.67e-08
HCST,1.68e-08
RHOH,1.93e-08
MYH9,1.93e-08
ARAP2,1.94e-08
GPR171,1.94e-08
IL2RA,2.06e-08
APBB1IP,2.11e-08
JADE2,2.14e-08
MYL12A,2.36e-08
LPXN,2.39e-08
TIGIT,2.53e-08
MCL1,2.71e-08
CCR7,2.89e-08
GBP1P1,3.44e-08
TRADD,3.45e-08
GIMAP6,3.45e-08
TMEM71,3.57e-08
AL035425.3,3.59e-08
LPIN2,3.78e-08
NAMPT,3.9e-08
LINC02210,3.95e-08
IKBKE,4e-08
TESPA1,4.17e-08
CD69,4.18e-08
ZFP36,4.21e-08
ETV7,4.21e-08
PTGER4,4.24e-08
SKAP1,4.24e-08
SASH3,4.24e-08
PRDM1,4.32e-08
AQP3,4.49e-08
MYO1F,4.53e-08
ITK,4.56e-08
IDO1,5.29e-08
TMBIM1,5.43e-08
S1PR4,5.48e-08
CYBA,5.53e-08
RSAD2,5.55e-08
RGS10,6.16e-08
MYC,6.36e-08
CXCL11,6.72e-08
CYTH4,7.58e-08
SNX20,7.78e-08
TXLNGY,7.8e-08
LINC00649,8.32e-08
RNF213,8.34e-08
MAFF,1.01e-07
IL9R,1.02e-07
PHLPP1,1.03e-07
NCR3,1.04e-07
EXOG,1.04e-07
LCP2,1.16e-07
GIMAP2,1.17e-07
GPR174,1.19e-07
GCH1,1.24e-07
SLAMF7,1.25e-07
TBX21,1.28e-07
AC008105.3,1.4e-07
UBASH3A,1.54e-07
AC004687.1,1.54e-07
SLC15A3,1.55e-07
OASL,1.56e-07
FGD3,1.6e-07
GIMAP7,1.64e-07
UNC13D,1.68e-07
PCED1B-AS1,1.76e-07
CD84,1.89e-07
EVI2A,1.9e-07
CFLAR,2.03e-07
DGKA,2.11e-07
FBXO6,2.39e-07
RGS1,2.5e-07
PSMB10,2.52e-07
PTPN7,2.53e-07
CCR5,2.59e-07
ATP10A,2.6e-07
GPR15,2.69e-07
AP1S2,2.81e-07
CMAHP,2.92e-07
ITGA1,3.04e-07
PIK3R5,3.28e-07
MGAT4C,3.62e-07
SLAMF6,3.76e-07
VAMP8,3.76e-07
PECAM1,4.01e-07
KDM5D,4.01e-07
ANXA11,4.3e-07
GPI,4.47e-07
SLFN12L,4.71e-07
MEGF11,5e-07
CXCR3,5e-07
ANO9,5.05e-07
LGALS8,5.14e-07
SLAMF1,5.21e-07
GNA15,5.64e-07
PRKCQ,5.87e-07
BANCR,6.69e-07
FAS,6.86e-07
SIGIRR,7.21e-07
HLA-DRB1,7.26e-07
C11orf21,7.74e-07
EMX2OS,7.76e-07
PRF1,8.03e-07
HK1,8.25e-07
TRAT1,8.5e-07
P2RY10,8.77e-07
GPR132,9.66e-07
LY9,1.07e-06
GPR65,1.11e-06
MTCO1P12,1.14e-06
TRIM56,1.18e-06
PLXNB1,1.25e-06
SQOR,1.29e-06
APOL3,1.38e-06
IL12RB1,1.41e-06
C16orf54,1.43e-06
USP9Y,1.65e-06
FCMR,1.73e-06
CCR4,1.73e-06
GFRA1,1.77e-06
TES,1.83e-06
HSH2D,1.93e-06
ADCY7,1.98e-06
RBM43,2.02e-06
CYTOR,2.03e-06
ICOS,2.05e-06
TRPM2,2.07e-06
BTN2A1,2.14e-06
EML3,2.15e-06
MX2,2.16e-06
TAGAP,2.17e-06
SECTM1,2.28e-06
DDIT4,2.28e-06
PIM2,2.33e-06
LRRN1,2.33e-06
IRF2,2.33e-06
SIRPG,2.33e-06
MBNL1,2.41e-06
PYHIN1,2.44e-06
VIM-AS1,2.45e-06
GIMAP1,2.46e-06
NCF4,2.46e-06
BTN2A3P,2.56e-06
KLF6,2.58e-06
CALHM2,2.62e-06
SH2D1A,2.76e-06
RNF19A,2.77e-06
BATF3,2.88e-06
MBOAT1,2.96e-06
6-Sep,2.96e-06
ITM2A,2.97e-06
ABI3,3.13e-06
AL645939.1,3.21e-06
SYNE3,3.5e-06
PATL2,3.72e-06
GZMK,3.76e-06
AOAH,3.78e-06
SOX1,3.78e-06
STK10,3.88e-06
RGS14,4.58e-06
CTSW,4.58e-06
TACC1,4.61e-06
ARRDC2,4.67e-06
LRMP,4.78e-06
GPR183,5.28e-06
OTOF,5.42e-06
MCTP2,5.6e-06
TFEB,5.6e-06
SAMSN1,5.66e-06
JAK1,5.74e-06
VAMP5,5.76e-06
CGAS,5.91e-06
TNFRSF14-AS1,6.23e-06
PLEKHA2,6.46e-06
PRKY,6.59e-06
TNFRSF4,6.59e-06
CASP4,6.9e-06
ZBED2,7e-06
IL21R,7.28e-06
TNFRSF18,7.33e-06
PPP1R16B,7.33e-06
CHRM3-AS2,7.37e-06
GZMH,8.18e-06
ETV6,8.21e-06
RNF125,8.21e-06
CD40LG,8.38e-06
FOSL2,8.5e-06
SLC16A9,8.5e-06
TRG-AS1,8.5e-06
RINL,8.89e-06
LINC01871,8.89e-06
GALNT5,8.91e-06
SLC7A5,9.22e-06
PLEKHA7,9.3e-06
EIF1AY,9.3e-06
TAPBPL,9.57e-06
SUSD3,9.86e-06
SMOC2,9.89e-06
FEM1C,1.03e-05
SDK2,1.1e-05
JUN,1.11e-05
AC099548.2,1.12e-05
PARP15,1.14e-05
GFAP,1.17e-05
ISG20,1.17e-05
CCDC85C,1.23e-05
TNFRSF9,1.25e-05
IL13RA1,1.29e-05
LINC00861,1.31e-05
NFKBIZ,1.33e-05
NKAIN2,1.42e-05
SIPA1L1,1.42e-05
CTLA4,1.44e-05
ZNF831,1.54e-05
TTR,1.57e-05
TMEM273,1.58e-05
DAPP1,1.61e-05
BATF,1.78e-05
GSE1,1.79e-05
RGL1,1.81e-05
IQGAP1,1.83e-05
GINS2,1.87e-05
COL4A5,1.87e-05
GPR55,1.87e-05
LAIR1,1.91e-05
CCDC194,2.01e-05
C3,2.06e-05
IRF7,2.1e-05
BMP7,2.13e-05
CD274,2.13e-05
CAPG,2.14e-05
KCNV1,2.18e-05
MPZL3,2.35e-05
PPM1M,2.35e-05
C1RL-AS1,2.43e-05
PGAM1,2.43e-05
SLC13A4,2.6e-05
CROCC,2.62e-05
PPP1R3B,2.64e-05
CASP10,2.73e-05
CSGALNACT1,2.88e-05
HS3ST3B1,2.9e-05
NFKB1,3.16e-05
IER5L,3.17e-05
ARHGEF1,3.2e-05
FAM111A-DT,3.33e-05
ALDOC,3.34e-05
SEMA5A,3.44e-05
BCL3,3.46e-05
TKTL1,3.47e-05
TNFSF10,3.54e-05
UTY,3.58e-05
ARL4C,3.67e-05
DUSP9,3.73e-05
TRGC2,3.74e-05
COL4A6,3.74e-05
ENO2,3.75e-05
PLEK,3.79e-05
SLC16A3,3.81e-05
CCR2,3.86e-05
RFTN1,3.91e-05
TNFSF12,4.46e-05
BCAM,4.53e-05
TSPAN32,4.54e-05
CXCL9,4.56e-05
IL6ST,4.62e-05
CD27,4.67e-05
AC004847.1,4.72e-05
RHOG,4.79e-05
AC243960.1,4.96e-05
EFNA1,5.06e-05
LINC00892,5.17e-05
WDFY1,5.31e-05
CXCR6,5.31e-05
APOBEC3H,5.32e-05
ADM,5.55e-05
IL15RA,5.56e-05
NDRG1,5.68e-05
STAMBPL1,5.75e-05
CEP78,5.76e-05
HLA-DOA,5.8e-05
CASP1,6.02e-05
CAP1,6.43e-05
MICB,6.49e-05
BHLHE22,6.71e-05
APOBR,6.77e-05
MAL,6.77e-05
DLL1,6.86e-05
CCND3,6.87e-05
EIF2AK2,6.89e-05
E2F7,7.07e-05
ECEL1,7.27e-05
TNF,7.35e-05
APOBEC3F,7.37e-05
HS3ST4,7.38e-05
MLKL,7.48e-05
DPEP2,7.48e-05
ANXA2R,8.01e-05
CCDC74A,8.17e-05
TCF7,8.25e-05
TRANK1,8.27e-05
PIK3CG,8.33e-05
RNF19B,8.5e-05
ATXN1,8.51e-05
ITGB2-AS1,8.7e-05
VGF,9.07e-05
CARMIL2,9.18e-05
PIK3CD,9.42e-05
PRR13,9.42e-05
ZNF683,9.52e-05
SLC39A8,9.52e-05
NEGR1,9.67e-05
CRACR2A,9.67e-05
MCOLN2,9.67e-05
IL18R1,9.87e-05
LY75,9.91e-05
TXNIP,0.000103349
NT5DC2,0.000104913
ADGRA3,0.000105314
CLEC2D,0.000106974
CDH13,0.000107586
AFF2,0.000108633
ALG13,0.000108633
OPTN,0.000108633
GUCY1A1,0.000111335
CCL4,0.000114214
DDX58,0.000114214
IRS4,0.000123372
PGK1,0.000123859
CLIC5,0.000125585
PDE3B,0.000126524
CMTM7,0.000130796
TNFSF8,0.000131533
PYCARD,0.00013525
VMP1,0.00013525
KLF9,0.000135754
RSPO1,0.000136644
CD58,0.000139154
GAB3,0.000142514
RASSF1,0.000143265
ARF6,0.000143865
PLA2G16,0.000146196
HERC2P2,0.000148689
PMCH,0.000151034
IGF2BP1,0.000153409
HMGA2,0.000156774
CDKN2D,0.000157109
SPRED2,0.000157109
HLA-DMA,0.000162401
ZNF436,0.000162461
ZC3H12A,0.000162461
KIAA1549L,0.000162924
LRRTM2,0.000164175
TNFAIP8,0.000171726
NXPH3,0.000173164
CPSF1,0.000176179
PLVAP,0.000176394
DPP7,0.00017831
NCAM2,0.00017831
USP18,0.000181347
PRND,0.000189524
CARD16,0.000190449
EMID1,0.000198961
LGALS17A,0.000200724
LDLRAD3,0.000201513
MID1,0.000213983
HLA-H,0.000213983
ALKBH5,0.000219033
RGCC,0.000219884
PSAT1,0.000220789
TNFSF14,0.000220955
TRGC1,0.000220955
CABIN1,0.000223
VEGFA,0.00022614
OSM,0.00022614
NRROS,0.00022614
C1RL,0.00022614
SLITRK6,0.000227411
TLR3,0.000230294
CBS,0.000230434
GPR88,0.000230965
PTPRG,0.00024033
LRIG1,0.000259417
TENM4,0.000259887
NHSL1,0.000260734
HTATIP2,0.000273936
EMX2,0.000282741
GZMM,0.000282962
SLCO5A1,0.000283803
SLFN5,0.000290082
ZNF423,0.00029105
ATP8B4,0.000308473
PARP8,0.000312381
P4HA1,0.000312381
ZBP1,0.000312381
ISYNA1,0.000312381
CNTNAP1,0.000312381
EPHA7,0.000315964
TNNT3,0.000318822
HILPDA,0.000318822
PIP4K2A,0.000331846
KDM3A,0.000331907
IRF3,0.000337656
HACD4,0.000342749
ZBTB32,0.000345432
IL12RB2,0.00035039
CSMD2,0.000350768
ZNFX1,0.000351951
RNF113A,0.000354694
PMP2,0.000355171
FGF11,0.000357542
HERC6,0.000357542
MR1,0.000357569
IARS,0.000359369
HNRNPH2,0.000370206
SH3BP1,0.000378173
LINC01965,0.000378969
PIM1,0.00038452
LAPTM4B,0.000392036
DPP10,0.000398223
AMPD3,0.000407116
TCTN1,0.000407466
KLF10,0.000414294
CTSO,0.000427255
PFN1,0.000427747
CLDND1,0.000437468
ARHGEF26,0.000439987
COTL1,0.000442924
AC116366.1,0.000465396
DAZAP2,0.000465743
OSMR,0.000470904
HPSE,0.000475792
FREM2,0.000476302
TXK,0.000479289
VNN2,0.000481518
AC116407.2,0.000482386
TRBV6-5,0.000485334
LINC02600,0.000486998
SYTL2,0.000488561
AC004585.1,0.000490152
ESYT1,0.000490152
CSRP1,0.000494019
CD47,0.000502595
PTGDR2,0.000502927
IFI44,0.000508824
TMEM154,0.00051197
HTR2C,0.000520394
IGSF9,0.000527627
TEX15,0.000528393
RTKN2,0.000529473
HENMT1,0.000531535
IGF2BP2,0.000531535
ACTA2,0.000547221
TPD52L1,0.000565649
MEI1,0.000569107
CEACAM21,0.000570458
RN7SL381P,0.00057789
MDGA2,0.000578513
11-Sep,0.000585289
CD200R1,0.000595022
ADAM19,0.000597018
CHI3L2,0.000606073
SARAF,0.000619103
GCSAM,0.000646643
TIMM10,0.000671791
TMPRSS3,0.00067217
HEIH,0.00067217
NYNRIN,0.000675092
ADAR,0.000677041
SLC26A4-AS1,0.000678521
RIPOR2,0.000687632
HELLS,0.000687865
CDCP1,0.000718112
GABRB2,0.000724035
COL22A1,0.00072576
ORC6,0.000726251
VIM,0.000729447
FUT4,0.000739241
CAST,0.000741864
IFNG,0.000746625
SLC25A45,0.000752423
PEG13,0.000759777
CD244,0.000759777
AL109918.1,0.000797672
GNAI1,0.000815816
TVP23A,0.000815816
HMGN4,0.000818869
SLC26A4,0.000839194
TYMP,0.000853958
SMO,0.000854009
HLA-DQA1,0.000855448
PQLC3,0.000855849
IFI27,0.000864371
CYLD,0.000880692
HAR1A,0.000884343
LINC002481,0.000887494
UBE2G2,0.000913369
DPY19L1,0.000918212
ZBED4,0.000918212
TRBV5-1,0.000933141
VDR,0.000953444
PLP2,0.000955663
CCL28,0.000957848
WNT8B,0.000966239
ALPK2,0.000966293
ARID3C,0.000966652
MAPT-IT1,0.000969929
TRBV19,0.000989447
AC020571.1,0.000991287
ID2,0.000994378
TAC3,0.001001685
TNFAIP8L2,0.001007433
GUK1,0.001023407
NUGGC,0.001026918
CADPS,0.001026918
SORCS1,0.001046847
TNIP1,0.001050356
ILF3,0.001054654
TMTC4,0.001058983
BEND7,0.001072161
FGF12,0.00107458
AC125807.2,0.001076211
ITGA2,0.001088231
MAL2,0.00111481
MDM4,0.00111481
VSNL1,0.001115306
TNFRSF19,0.001115306
MGC12916,0.001115819
TGFBR2,0.001117604
LY6E,0.001118342
ICAM2,0.001127216
GIMAP8,0.001135142
LINC-PINT,0.001140131
SPATA13,0.001140773
TMEM140,0.001147343
MITF,0.001165575
AGO1,0.001171193
CEACAM1,0.001177106
LAX1,0.001189734
MTFP1,0.001189734
RHOF,0.001197697
ERO1A,0.001198358
TSTD1,0.001205197
TCIM,0.00121993
PTER,0.001226308
LMO2,0.001247204
SLC7A11,0.001260345
LINC00461,0.001263725
GALM,0.001267149
KLF2,0.001299656
CDH20,0.001308918
AC080038.1,0.001320263
FOXO1,0.001324674
PKM,0.001339581
MAT2A,0.001351526
AC015911.3,0.001374267
FAM162A,0.001400711
NASP,0.001413997
MIR9-3HG,0.001413997
OGFR,0.001458474
CSRNP1,0.001463602
BTBD11,0.001467213
PRKX,0.001501688
DENND4A,0.001529794
KLRB1,0.00153379
CELSR1,0.00153379
AC020659.1,0.00154913
NOG,0.001564625
S100A11,0.001605903
TTYH1,0.001635554
CTSZ,0.00168022
PRPF19P1,0.001707303
ZNF121,0.001715581
NKAIN3-IT1,0.001727734
AC136475.3,0.001730927
ME3,0.00173985
CIB1,0.001742412
IL18RAP,0.001750728
DDX11,0.001782855
SHISA5,0.001783856
HGF,0.001783863
TMEM204,0.001786976
RELB,0.001810117
ELF4,0.001834319
BCORP1,0.001875831
EMX1,0.00189492
PIR,0.001912005
CD86,0.001915028
CDH2,0.001920959
AC104083.1,0.001920959
CEBPD,0.001924309
CDC42SE2,0.00193572
SORL1,0.001938885
PDLIM1,0.001941449
FGFBP2,0.001944752
TRBV20-1,0.001944752
TRBV7-9,0.001945254
INTU,0.001951676
STK36,0.001951676
TTTY15,0.001967825
C21orf58,0.001987611
SH3BGRL3,0.001998368
GBE1,0.002019602
EMILIN3,0.002040404
BHLHE40-AS1,0.002090898
PCMTD2,0.002110276
CHD7,0.002125825
STMN4,0.002128625
ALDOA,0.002149278
STUM,0.002198734
TRGV10,0.002202793
CCL19,0.002227548
SLK,0.002228158
UBC,0.002254863
HIST1H2BD,0.002264493
CHPF,0.002297667
CD79B,0.002314173
VSTM2L,0.002326871
TSC22D3,0.00238662
WDR90,0.00240837
RBPJ,0.002466533
AC009902.2,0.002485057
LINC00426,0.002512069
PDP1,0.002561777
RFLNB,0.002567162
CXCL16,0.002577323
HLA-DRB5,0.00262695
ADGRG6,0.002645797
STON2,0.002673763
POLE,0.002680026
CDC20B,0.002680498
PHGDH,0.002722864
RASSF3,0.002732042
RIPK3,0.002756622
3-Mar,0.002758724
FAM117A,0.002843617
CDHR1,0.002872972
FUT11,0.002876111
SETD6,0.002885288
CCL3,0.002892135
OLFM3,0.00289477
PROKR2,0.002924134
SLC7A2,0.002924134
CMPK2,0.002931042
CP,0.002935873
CCL2,0.002935873
TRBV28,0.002935873
FGL2,0.002958248
SMAP2,0.002958403
PARD3B,0.003012733
NOD2,0.003013101
TRAV13-1,0.003037832
P2RX3,0.003038777
SLC17A9,0.003108686
AMOT,0.003162139
PPP1R2,0.00317779
ZFHX2,0.00317779
ANTXR1,0.003257465
ACP5,0.003257653
BCO1,0.003260477
FNDC3B,0.003288547
HSPA1A,0.003305153
DRAP1,0.003319675
NRN1,0.003344076
HLA-K,0.003472618
AL121985.1,0.003472618
TRDC,0.003527682
TSC22D4,0.003565352
EHD1,0.003662529
HLA-F-AS1,0.003670216
TICAM1,0.003673181
GIGYF1,0.003697113
TDRP,0.003697113
FASLG,0.003728375
LGALS1,0.003728375
SCML4,0.003728946
GNGT2,0.003740427
LINC01215,0.003765737
NPR3,0.003766633
AL135818.1,0.003766633
F8,0.003795752
EFS,0.003805649
ARPC2,0.003851365
TRBV2,0.003857713
ODF3B,0.003860763
KCNIP2,0.003865554
SLC9A3R1,0.003875738
TMEM156,0.00395421
FBLN5,0.00395421
ORAI1,0.0039561
TRAV12-2,0.004038836
DES,0.004145172
B3GNT2,0.004229355
TCEAL5,0.004229508
ITGAX,0.004229508
XIRP1,0.004325818
CDH6,0.004342691
CASP17P,0.004390716
GLDC,0.00445161
PFKFB3,0.00445161
PSME2,0.004455819
RTP4,0.004542568
TRAV21,0.004542568
CYBC1,0.004544687
MGLL,0.00457166
SNCAIP,0.004594855
CEMIP,0.004594855
GRIK2,0.004599245
RECQL,0.004643099
SMARCC1,0.004684342
GREM1,0.004706156
MSI1,0.004726093
PLCG2,0.004735591
SLC9A3-AS1,0.004746613
P4HA2,0.004761463
INTS11,0.004774778
PML,0.004858689
ZNF671,0.004880523
C1orf226,0.004896577
STXBP4,0.004942401
AC090607.2,0.004948217
PRICKLE2,0.004973776
DOK5,0.005030338
MT3,0.005056002
ZNF622,0.005108957
GIMAP5,0.005183072
RPS6KA1,0.005198332
CAD,0.005227255
AL136131.3,0.005289038
AKAP10,0.005303838
SERPINB6,0.00530918
GMPR2,0.005403627
MIR4435-2HG,0.005588825
CCR1,0.00559681
ZFY,0.005597051
MPPED1,0.005624986
TRAV8-4,0.005653544
SIPA1,0.005683073
SLC16A7,0.005683073
THBS4,0.005750929
CUEDC1,0.00576067
SNHG16,0.005802877
SIGLEC17P,0.00585529
HSD17B11,0.00588956
SH3TC1,0.005895972
NEIL1,0.006020955
SLC5A6,0.006129409
TRAV8-3,0.006129937
AHRR,0.006132879
AC073264.3,0.006132879
C1R,0.006132879
AC015911.8,0.006164202
IRF5,0.006164202
A2M,0.006186452
OR2I1P,0.00619716
