,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ANKRD29,,,1.0
ANKRD37,0.24931209141735458,,0.2061640282794129
ANO6,,0.514394696212878,
ANO8,,,1.0
ANTXR1,0.08327341448360556,0.15292815292815293,
ANXA1,0.2782196706247339,,0.23284407899792517
ANXA11,1.0,,1.0
ANXA2,0.3395255996412066,,0.3302884740010489
ANXA3,,0.03929403929403929,
ANXA6,,,1.0
AOAH,0.045976082740788626,,0.031114260189150058
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,1.0,,1.0
APOBEC3C,0.29050627440969495,,0.24774332810047095
APOBEC3F,0.16950658595902812,,0.16058212344684494
APOD,,,0.3898374352919807
APOL2,0.1263181263181263,,
APOL3,0.025720885449392238,,0.027643589287424903
APOL6,0.018535812014072884,,0.01770159664896507
APRT,,,1.0
AQP3,0.10020982057456221,,0.08352574577740142
ARAP1,,,1.0
ARAP2,1.0,,1.0
ARF6,1.0,,1.0
ARHGAP27,1.0,,
ARHGAP30,1.0,,1.0
ARHGAP9,0.9304494388293272,,0.8624250367369632
ARHGDIA,,,1.0
ARHGDIB,0.014764456322897882,,0.01770159664896507
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL4C,1.0,,
ARL4D,1.0,,1.0
ARMCX4,1.0,,1.0
ARPC2,1.0,,
ARPC5,1.0,,
ARPIN,1.0,,
ARPP21,1.0,,
ARRB1,,,0.9023863041720184
ARRDC2,0.25263625263625267,,0.21604278074866312
ARRDC4,,,0.46942362450383834
ART3,0.6799929042919697,,
ASAP2,0.591538542758055,,
ATG4B,,,1.0
ATL3,1.0,,
ATP10A,1.0,,1.0
ATP11C,0.20252906238654458,,
ATP1B2,1.0,,1.0
ATP5S,0.4126544961390696,,
ATP7B,0.3441079992804131,,
ATP8A1,,1.0,
ATXN1,0.00939556311457138,,0.009518783103688764
B2M,0.00939556311457138,,0.009518783103688764
B3GALNT2,,1.0,
B3GAT2,0.28246496829659046,,0.23284407899792517
B3GNT2,0.7273850769291499,,0.7555401673048732
B3GNT9,,,1.0
B4GALT1,,,0.07382861041397627
B4GALT2,,,0.05626343916306742
BACE2,,,0.15189111963305513
BACH2,1.0,,
BAMBI,,0.23832689050080355,0.1707927489177489
BATF3,0.6519452111869173,,0.5528253259345697
BBIP1,,,1.0
BBS2,,,1.0
BCAM,0.0804211865305113,,
BCL6,0.045976082740788626,,0.03405876823598343
BDKRB2,,,0.01770159664896507
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.16684103298276529
BHLHE22,1.0,,1.0
BHLHE40,0.6842395551571291,,0.6438955781061044
BLVRB,,,1.0
BMP1,,0.12241604549296857,
BMP7,0.5035509635168919,,
BNC2,,,0.2582666790909741
BNIP3,0.1459075683674614,,
BOC,,0.03929403929403929,0.025224775224775224
BRSK2,,,1.0
BST2,0.014764456322897882,,0.01391711736539323
BTBD1,1.0,,
BTBD11,0.5057014293007502,,0.47878307983756146
BTG2,,,1.0
BTN2A1,0.03248180391037534,,0.01770159664896507
BTN2A2,0.018535812014072884,,0.01391711736539323
BTN3A1,0.029150336842644536,,0.025224775224775224
BTN3A2,0.018535812014072884,,0.025224775224775224
C15orf39,0.3860244233378562,,
C15orf40,,,1.0
C1D,1.0,,
C1QL1,0.0218627526319834,,0.01770159664896507
C1R,0.00939556311457138,,0.009518783103688764
C1S,,,0.009518783103688764
C1orf226,0.2794788544788545,,
C3,0.00939556311457138,,0.009518783103688764
C3AR1,0.00939556311457138,,
C4orf3,0.6209300253886241,,
C9orf64,1.0,,1.0
CABIN1,1.0,,1.0
CACHD1,0.9017059972837432,,
CACNA1I,,1.0,
CACNG5,1.0,,1.0
CAD,1.0,,
CADPS,1.0,,1.0
CALHM2,0.18809414429852386,,0.1751357450839316
CAMK2N1,1.0,,
CANT1,,,0.22027268506141748
CAP1,0.7836955943464818,,0.7891638142421842
CAPG,0.15557074504442928,,0.10427262706897965
CAPRIN2,,,0.1354930783502212
CAPZB,,,1.0
CARMIL2,0.5082446964799906,,0.4462144353841105
CASK,1.0,,1.0
CASP1,0.00939556311457138,,0.009518783103688764
CASP10,0.025720885449392238,,0.03752445901206232
CASP7,0.06843992128273066,,0.0757604170573454
CAST,0.5933062075687683,,0.5983551332388543
CAVIN1,,,1.0
CBFB,,,0.47502939538337763
CBLN4,,,0.046390391217977424
CBS,1.0,,
CBX7,1.0,,
CCDC112,,,0.23284407899792517
CCDC33,,,0.1932644469957903
CCDC80,,,0.49394856015065075
CCDC85C,1.0,1.0,
CCL19,0.00939556311457138,,0.01391711736539323
CCL2,0.00939556311457138,,0.009518783103688764
CCL28,0.014764456322897882,,
CCL4,0.014764456322897882,,
CCL5,0.00939556311457138,,0.009518783103688764
CCNB1IP1,,,1.0
CCND2,,,1.0
CCND3,1.0,,1.0
CCR1,0.00939556311457138,,
CCR2,0.00939556311457138,,0.01391711736539323
CCR5,0.00939556311457138,,0.009518783103688764
CCSAP,1.0,,
CD109,,,0.18136294085661173
CD164,0.1459075683674614,,0.12943324896677666
CD2,0.00939556311457138,,0.009518783103688764
CD200R1,0.00939556311457138,,0.01391711736539323
CD27,0.00939556311457138,,0.009518783103688764
CD274,0.0218627526319834,,0.01391711736539323
CD276,,0.025260453831882402,
CD300A,0.029150336842644536,,0.01391711736539323
CD37,0.00939556311457138,,0.009518783103688764
CD3E,0.00939556311457138,,0.009518783103688764
CD4,0.014764456322897882,,0.009518783103688764
CD40,,,0.009518783103688764
CD44,0.018535812014072884,,0.01770159664896507
CD47,0.014764456322897882,,
CD48,0.00939556311457138,,0.009518783103688764
CD53,0.00939556311457138,,0.009518783103688764
CD6,0.2794390483466114,,0.28003775885131815
CD63,,,0.027643589287424903
CD74,0.00939556311457138,,0.009518783103688764
CD83,,,0.009518783103688764
CD84,0.00939556311457138,,0.009518783103688764
CD86,0.00939556311457138,,
CD8A,0.00939556311457138,,0.009518783103688764
CD9,,,0.044043258328972615
CDC42EP1,,,1.0
CDC42SE2,0.5684315684315684,,0.48325358851674644
CDH13,0.00939556311457138,,0.01391711736539323
CDH2,0.16028879736451537,,
CDH24,,,0.7179359102436026
CDH6,0.8170680571269673,,0.8215623385902023
CDK10,,,1.0
CDK5RAP2,,1.0,
CDK6,1.0,,
CDKN1A,,,1.0
CDKN2A,1.0,,
CDKN2D,1.0,,
CDON,,,0.01770159664896507
CEACAM21,0.029150336842644536,,0.031114260189150058
CEBPD,0.08327341448360556,,0.0757604170573454
CECR2,1.0,,
CELF4,,1.0,
CEMIP,1.0,,1.0
CENPU,1.0,,
CEP44,,,1.0
CEP57,,,1.0
CEP78,1.0,,1.0
CFB,0.0218627526319834,,0.01391711736539323
CFLAR,0.018535812014072884,,0.027643589287424903
CGAS,1.0,,1.0
CHAC1,,1.0,
CHAF1A,1.0,,
CHCHD2,1.0,,
CHD7,0.918790659270208,,
CHI3L1,,,0.009518783103688764
CHI3L2,0.014764456322897882,,0.021934587151978456
CHKA,0.9953384508788066,,0.9452808571751302
CHPF,0.8310403047245153,,0.785299606054323
CHPF2,,,0.6366450682760403
CIB1,0.5543382237597114,,0.49394856015065075
CIDEB,,,0.6721129033832617
CIR1,1.0,,
CISH,0.025720885449392238,,0.025224775224775224
CLCN6,,,1.0
CLDN19,,0.7148980052205858,
CLDN5,,0.06150371367762672,
CLDND1,0.7016169129492253,,
CLEC2B,0.018535812014072884,,0.01391711736539323
CLIC5,1.0,,1.0
CLN6,,1.0,
CLSTN2,,,0.7216303696303696
CLVS2,,,1.0
CMPK2,0.0717621249182711,,
CMTM7,0.04925038860056911,,0.03405876823598343
CNKSR2,,,1.0
CNKSR3,,0.6610775588048314,
CNR1,,,0.031114260189150058
CNTN1,0.17468174143237117,,
CNTNAP1,0.22427912223830593,,0.18063777654570495
COL4A5,0.2627307897286299,0.33335516942074317,
COL4A6,0.2263437919546517,0.28083681024857493,
COL5A2,,,0.06192363593085615
COL6A1,,,0.1948051948051948
COQ10B,1.0,,
CORO1A,0.014764456322897882,,0.01391711736539323
COTL1,0.3971666041906337,,
CPED1,,,0.14765722082795255
CPNE1,1.0,,1.0
CPNE2,1.0,1.0,
CPNE6,1.0,,1.0
CPQ,,,0.13122715434854162
CPT1A,1.0,,1.0
CREBBP,,0.514600783831553,
CRHR2,,,0.04118330648942894
CRLF3,0.014764456322897882,,
CROCC,0.3860244233378562,,
CRTC3,,1.0,
CRY1,1.0,,1.0
CRYBG1,0.1385650360719613,,0.1437389426216242
CSF1,0.03996784465534466,,0.046390391217977424
CSF2RB,0.00939556311457138,,
CSGALNACT1,0.12414022758850343,,0.11746462492731148
CSMD2,0.12882301834143195,,
CSRNP1,0.6760688450829296,,
CSRP1,1.0,,1.0
CTBP2,0.6667452044810536,,
CTBS,,,0.04118330648942894
CTDSP2,,,0.9883993557462945
CTIF,,,1.0
CTNNBIP1,0.20694671758501548,0.259821810842219,0.18600086781904962
CTSB,,,0.021934587151978456
CTSC,,,0.01770159664896507
CTSH,,,0.044043258328972615
CTSO,0.045976082740788626,,0.053915550098756204
CTSS,0.00939556311457138,,0.009518783103688764
CTSZ,0.06843992128273066,,0.0757604170573454
CUEDC1,0.49530572343608364,,
CXCL10,0.00939556311457138,,0.009518783103688764
CXCL16,0.1903969816591176,,0.1932644469957903
CXCL8,,,0.01391711736539323
CXCL9,0.00939556311457138,,0.009518783103688764
CYBA,0.00939556311457138,,0.009518783103688764
CYGB,0.5080417053435603,,
CYLD,1.0,,
CYP26B1,,,0.3193782024427186
CYP27A1,,,0.6594712477065419
CYTH1,1.0,,
CYTH4,1.0,,1.0
CYYR1,0.3206537052690899,,0.29663917862675626
DAAM2,0.11897404920660737,,
DACT2,0.9715579345208976,,0.9165871056565295
DAPP1,1.0,,1.0
DAZAP2,0.4474886815312348,,
DBP,0.1711095027421558,,
DCAF11,1.0,1.0,
DCAF17,,,1.0
DCUN1D3,0.670000845549435,,
DDAH1,,,0.24774332810047095
DDIT4,1.0,,
DDX11,1.0,,1.0
DDX3Y,1.0,,1.0
DDX55,0.7613074518904115,,
DDX56,,,1.0
DDX58,0.018535812014072884,,
DENND1C,0.14480370577931553,,0.1404561347743166
DENND4A,1.0,,
DEPP1,0.9159407967918606,,0.815980287208903
DES,1.0,,1.0
DGKA,0.1624090195518767,,0.17296988725560156
DGKB,0.9216085457319679,,
DGLUCY,1.0,,
DIP2A,0.03248180391037534,,0.021934587151978456
DIRAS2,1.0,1.0,
DLL1,0.21365641319237605,,0.22448277717598564
DNAAF5,1.0,,
DNAJB1,0.6103351776428699,,
DNAJC1,0.10892101910065982,,0.11514011514011513
DNAJC15,,,1.0
DNHD1,,,1.0
DNMT1,,1.0,
DOC2A,,,1.0
DOCK1,,0.3826770244680693,
DOCK10,1.0,,1.0
DOCK8,1.0,,1.0
DOK5,0.3572998430141287,,
DPH7,,,1.0
DPP10,1.0,,
DPP7,0.3180509966224252,,0.3241738181497218
DPY19L1,0.2180285467956701,,
DPYD,,,0.20376217456509427
DRAP1,1.0,,
DSC2,,,0.21050891554488677
DSCAM,0.04257914370273921,,
DTX3L,0.36749262080074935,,0.3403105769969675
DYSF,0.2683582511908692,,
ECE1,,,0.14765722082795255
ECHDC2,,,1.0
EEF2K,1.0,,1.0
EEFSEC,1.0,,
EEPD1,0.8180072497253115,,
EFEMP1,,1.0,
EFEMP2,,,0.21191219281911408
EFHC1,1.0,,
EFNA1,0.17816511846362595,,0.18136294085661173
EFNA3,0.31642313948476974,,
EFR3B,0.7203025981651936,,
EFS,1.0,,1.0
EFTUD2,1.0,,1.0
EGLN1,0.9304494388293272,,
EGR1,,,0.15189111963305513
EHD1,0.2847946351001341,,0.2566731514099935
EIF1AY,0.9572762402432732,,0.8775164229709684
EIF1B,,1.0,
EIF2AK2,0.16493351208377116,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,
EIF4H,1.0,,
ELF1,0.0218627526319834,,0.01770159664896507
ELK3,,,0.16860424171129132
ELL2,1.0,,
ELOVL6,,,0.8841987575019249
EMB,0.12882301834143195,,0.1354930783502212
EMID1,1.0,,1.0
EMILIN3,0.4442449202662347,,
EML3,1.0,,1.0
EML4,,,1.0
EMP1,,,0.1948051948051948
EMP3,0.0218627526319834,,0.009518783103688764
EMX2,1.0,,1.0
ENAH,,,1.0
ENG,0.19629291571737617,,
ENO1,0.2818668934371414,,
ENO2,1.0,,
ENO3,1.0,,1.0
ENPP2,,,0.009518783103688764
ENTPD1,0.1312996862292637,0.19892607392607392,
EP400,1.0,,
EPAS1,,1.0,
EPHA10,,0.3252283430854859,
EPHA4,,,0.1337567331803643
EPHA7,0.0804211865305113,,0.046390391217977424
EPHA8,0.19268866726493847,,0.18136294085661173
EPHB1,,,0.19218876361733503
EPSTI1,0.2512542162432753,,0.24778319026106638
ERO1A,0.6013311447395048,,0.5275435224673803
ERP27,0.6013311447395048,,
ESPL1,1.0,1.0,
ESYT1,1.0,,1.0
ETS1,0.21365641319237605,,0.14998514998514997
ETV6,0.5035509635168919,,0.484174319550852
ETV7,0.24931209141735458,,0.2873708569911102
EVI2A,0.03248180391037534,,0.01770159664896507
EVI2B,0.00939556311457138,,0.01391711736539323
EVX1,,,0.6097379441750302
EXOG,0.3441079992804131,,0.3158223889931207
EXOSC8,1.0,,
F3,,,0.01391711736539323
F8,0.07504047108007503,,
FABP5,0.8406498886848232,0.952983858247016,0.8181430972128646
FADS3,,,0.1541889745643097
FAM102A,0.09734607899745515,,0.10669089218938162
FAM107A,0.6013311447395048,,0.558669518401062
FAM111A,1.0,,
FAM114A1,,1.0,
FAM117A,1.0,,1.0
FAM129A,0.3775243624300228,,0.3788548616134823
FAM13C,,,1.0
FAM162A,1.0,,
FAM171B,,,0.09142960599271278
FAM210B,0.4942033911106076,,
FAM219B,,,1.0
FAM221A,0.1385650360719613,,
FAM222A,1.0,,1.0
FAM78A,1.0,,1.0
FAM81A,,,1.0
FAM83H,,,1.0
FAM92A,0.11435901376729779,,0.10427262706897965
FAN1,,,1.0
FANCA,1.0,,
FAS,0.00939556311457138,,0.009518783103688764
FASLG,0.00939556311457138,,0.01770159664896507
FAT1,,0.23832689050080355,
FBLN5,0.4483403920023638,,0.4350695176383249
FBN1,,,0.08629528366370473
FBXO2,,,0.7093708859358939
FBXO22,,,0.8075076249803238
FBXO32,1.0,,1.0
FBXO6,0.7567724629193895,,0.6927644245899497
FBXW4,,,1.0
FCGRT,,0.029470529470529472,
FEM1C,0.30013186813186815,,
FGD3,1.0,,1.0
FGF11,0.5419928908301002,,
FGF12,0.6580895445248758,,0.5741679285772464
FGF14,,,0.42630800933383955
FGFR1,,0.06150371367762672,
FGFR2,,0.36972118790300607,
FGFR3,,,0.09774600399600399
FGL2,0.00939556311457138,,0.009518783103688764
FILIP1L,,,0.4630548023405166
FJX1,1.0,,
FKTN,0.28766779778925533,,
FLNC,,,0.10427262706897965
FLOT1,,,0.2593303025268468
FMNL1,1.0,,1.0
FNBP1,1.0,,
FNBP1L,,,1.0
FNDC3B,0.11634564266143214,,0.10669089218938162
FOLH1,0.2169187134704376,,0.18063777654570495
FOS,0.018535812014072884,,0.01770159664896507
FOSL2,0.25591724293022994,,0.1932644469957903
FOXO1,0.8983832259694329,,0.8841987575019249
FOXP4,0.21365641319237605,,
FRMD5,1.0,,1.0
FSD1L,,,0.2061640282794129
FSTL5,0.3991559910677558,,
FURIN,0.04925038860056911,,0.05913500418994924
FUS,1.0,,
FUT7,0.00939556311457138,,
FUT9,,,0.009518783103688764
FXYD5,0.2794390483466114,,0.2679119595607818
FYB1,0.00939556311457138,,0.009518783103688764
FZD5,0.09503190308143868,,0.09774600399600399
FZD6,,0.14651063222491795,
GAB1,0.07776588232614291,,0.05626343916306742
GABARAPL1,1.0,,
GABRB2,1.0,,
GADD45B,0.029150336842644536,,0.025224775224775224
GALM,1.0,,1.0
GALNT14,0.6333951762523191,,
GALNT5,0.5841955760389691,0.6503840986599607,
GALNT6,,0.5072033229927967,0.37837162837162835
GALNT8,0.734403266929742,,
GAPDH,1.0,,
GATA3,0.036525723272711225,,
GBE1,0.03996784465534466,,
GBP1,0.00939556311457138,,0.009518783103688764
GBP2,0.09734607899745515,,0.09378442070749764
GCA,0.5933062075687683,0.6199212552153729,
GFAP,0.49257501597189646,,0.4778496151735588
GFRA1,0.19854308371054782,,0.18136294085661173
GIGYF1,1.0,,1.0
GIMAP1,1.0,,1.0
GIMAP4,0.05222339497957873,,0.03405876823598343
GIMAP7,1.0,,1.0
GIMAP8,0.05222339497957873,,0.046390391217977424
GLB1L2,0.29050627440969495,,
GLCE,0.44955044955044954,,0.42523096127532356
GLDC,0.2847946351001341,,
GLI3,,0.4771803538926827,
GLIPR1,0.48750901875901875,,0.47502939538337763
GLRX,1.0,,
GMPR,,,1.0
GMPR2,1.0,,1.0
GNA13,1.0,,
GNA15,0.18809414429852386,,0.15832571683635513
GNAI1,0.438966727222955,0.5237547262863719,
GNB3,,,0.44642407951760466
GNG5,1.0,,
GOLIM4,1.0,,
GON4L,,,1.0
GPC1,0.5419928908301002,,0.49662642383612926
GPC3,0.2893833439287985,,0.2566731514099935
GPD2,0.2794788544788545,,0.26255464965142383
GPI,1.0,,
GPR15,0.04257914370273921,,0.05913500418994924
GPR155,1.0,,
GPR173,,,0.24778319026106638
GPR68,0.05565064306323047,,0.05913500418994924
GPR88,1.0,,1.0
GPSM3,0.17356689112414303,,0.1453394251178185
GRAMD2B,,,1.0
GRAMD4,0.5112069138914777,,
GRB10,0.18669076022017198,,0.1437389426216242
GREM1,0.014764456322897882,,
GRIA2,,1.0,
GRIK2,1.0,1.0,
GRIK3,,,1.0
GRIN2B,,,0.23284407899792517
GRIN2D,0.6642145256318485,,
GRK2,0.10615288326131699,,0.06774144583331862
GRK5,,,1.0
GRM5,,1.0,
GRN,,,0.025224775224775224
GSAP,,,0.16239696978483256
GSE1,1.0,,1.0
GSTK1,0.24000444000444004,,0.28003775885131815
GSTM3,0.09734607899745515,,
GTSF1,0.3368483368483368,,
GUCA1A,0.23144193613992273,,
GUCY1A1,0.03248180391037534,,0.03405876823598343
GUCY1B1,0.0218627526319834,,
GUK1,0.05222339497957873,,
GXYLT2,,,0.34293800502051974
GYPC,1.0,,1.0
H2AFY2,1.0,,
HACD4,0.06843992128273066,,0.05626343916306742
HAPLN3,0.025720885449392238,,0.025224775224775224
HAUS5,1.0,,
HAVCR2,0.00939556311457138,,
HCLS1,0.00939556311457138,,0.009518783103688764
HCN3,,1.0,1.0
HCST,0.1459075683674614,,0.12312092669235526
HEG1,,0.3978521478521478,
HENMT1,0.4018582150450282,,0.3599324651956231
HERC5,0.036525723272711225,,
HERC6,0.036525723272711225,,
HES5,0.2152950975121876,,
HEY2,0.2118211976702543,,
HIF3A,0.8222699701469832,,
HILPDA,0.03996784465534466,,0.027643589287424903
HIP1R,0.48750901875901875,,0.4462144353841105
HIPK2,0.90689936843783,,
HIPK3,1.0,,
HIST1H1C,,1.0,
HIST2H2BE,,1.0,
HIVEP2,0.7384458441860254,,
HK1,1.0,,1.0
HLA-A,0.036525723272711225,,0.027643589287424903
HLA-B,0.00939556311457138,,0.01391711736539323
HLA-C,0.04257914370273921,,0.025224775224775224
HLA-DMA,0.029150336842644536,,0.01770159664896507
HLA-DOA,0.00939556311457138,,0.01391711736539323
HLA-DPA1,0.00939556311457138,,0.009518783103688764
HLA-DPB1,0.00939556311457138,,0.009518783103688764
HLA-DQB1,0.025720885449392238,,0.01391711736539323
HLA-DRA,0.00939556311457138,,0.009518783103688764
HLA-E,0.00939556311457138,,0.009518783103688764
HLA-F,0.00939556311457138,,0.009518783103688764
HMGA2,0.8678219327569977,,0.8296494849817879
HMGCLL1,1.0,,
HMGCR,,0.44696969696969696,
HMGCS1,,,0.07382861041397627
HMGN4,1.0,,
HMGN5,0.7909343241691839,,
HMOX2,0.4191671637714803,,
HOPX,1.0,,1.0
HOXB5,,0.19892607392607392,0.13122715434854162
HOXC4,,,1.0
HPCAL4,,1.0,
HPS3,1.0,,1.0
HPS6,,,1.0
HS3ST2,0.04257914370273921,,
HS3ST4,0.2047431241744038,,
HS3ST5,,,0.09640041487175245
HSD17B11,1.0,,
HSD17B7,,1.0,
HSPB1,1.0,,1.0
HTATIP2,1.0,,1.0
HTR2C,0.014764456322897882,0.029470529470529472,
IARS,1.0,,
ICAM1,0.00939556311457138,,0.009518783103688764
ICAM2,0.00939556311457138,,0.025224775224775224
ID2,1.0,,1.0
ID4,0.25591724293022994,,
IDI1,,0.25049950049950054,
IFI16,0.5409115091919766,0.5704652490366776,0.4965990531207922
IFI27,0.00939556311457138,,
IFI35,0.018535812014072884,,0.009518783103688764
IFI44,0.014764456322897882,,
IFI44L,0.00939556311457138,,
IFI6,0.014764456322897882,,0.009518783103688764
IFIT1,0.014764456322897882,,
IFIT2,0.025720885449392238,,0.03405876823598343
IFIT3,0.014764456322897882,,0.009518783103688764
IFITM1,0.00939556311457138,,0.009518783103688764
IFITM2,0.03248180391037534,,0.01770159664896507
IFITM3,0.00939556311457138,,0.01391711736539323
IFNAR2,0.00939556311457138,,0.009518783103688764
IFT81,0.11165620094191524,,
IGDCC4,,,0.027643589287424903
IGF2BP2,1.0,,1.0
IGF2R,,0.22426354133671209,
IGFBP5,0.029150336842644536,,0.025224775224775224
IGFBP6,,,0.35215764627529333
IGFBP7,,0.025260453831882402,
IKBKE,0.15037872180729325,,0.12943324896677666
IKZF1,0.029150336842644536,,0.01391711736539323
IL10RA,0.00939556311457138,,0.009518783103688764
IL13RA1,0.014764456322897882,,0.01391711736539323
IL16,0.018535812014072884,,0.031114260189150058
IL18BP,0.018535812014072884,,
IL1R1,,,0.009518783103688764
IL27RA,0.00939556311457138,,0.009518783103688764
IL2RA,0.00939556311457138,,0.009518783103688764
IL2RB,0.00939556311457138,,0.009518783103688764
IL2RG,0.00939556311457138,,0.009518783103688764
IL6R,0.00939556311457138,,0.009518783103688764
IL6ST,0.00939556311457138,,0.009518783103688764
IL7R,0.00939556311457138,,0.009518783103688764
IL9R,0.14288443796640518,,0.14171222036390577
ILDR2,0.025720885449392238,,
ILF3,1.0,,
IMP3,,1.0,
INSIG1,,1.0,
INTS11,1.0,,
INTU,1.0,,1.0
IQGAP1,1.0,,1.0
IQGAP3,1.0,,
IRAK4,0.014764456322897882,,0.01770159664896507
IRF1,0.00939556311457138,,0.009518783103688764
IRF2,0.0218627526319834,,0.025224775224775224
IRF3,0.00939556311457138,,
IRF4,0.018535812014072884,,0.01770159664896507
IRF5,0.018535812014072884,,
IRF7,0.00939556311457138,,0.009518783103688764
IRF8,0.00939556311457138,,0.009518783103688764
IRF9,0.00939556311457138,,0.009518783103688764
IRS4,0.438966727222955,0.5072033229927967,
ISG15,0.00939556311457138,,
ISM2,,1.0,
ISYNA1,1.0,,1.0
ITGA2,0.00939556311457138,,
ITGA5,,,0.046390391217977424
ITGA6,0.20078251104504086,,0.16462484883537515
ITGAM,0.00939556311457138,,
ITGB2,0.00939556311457138,,0.009518783103688764
ITGB5,,,0.1789726982529039
ITK,0.00939556311457138,,0.025224775224775224
ITM2A,0.045976082740788626,,0.06533035310013727
ITM2B,0.2180285467956701,,
ITPRIP,,0.5326259106746911,
JADE2,1.0,,1.0
JAK1,0.00939556311457138,,0.009518783103688764
JAK3,0.00939556311457138,,0.009518783103688764
JMJD6,1.0,,
JUN,1.0,,1.0
JUNB,0.09503190308143868,,0.07105570485852175
KANK2,,1.0,
KANK4,,0.983353381312565,
KAT2A,1.0,,1.0
KCNAB2,1.0,,1.0
KCNH8,,,1.0
KCNIP2,1.0,,1.0
KCNIP3,0.8567664219838133,,
KCNIP4,1.0,,
KCNK5,1.0,,1.0
KCNK9,1.0,,
KCNQ3,1.0,,
KCNV1,1.0,1.0,1.0
KDM3A,0.3825159802603411,,
KDM5D,1.0,,1.0
KDM7A,,1.0,
KIAA1217,,1.0,
KIAA1549,0.3206537052690899,,
KIAA1549L,0.3034654588439449,,
KIF2A,1.0,,
KLF10,0.14480370577931553,,0.12943324896677666
KLF13,,,0.6074025477010552
KLF2,0.3441079992804131,,0.29663917862675626
KLF5,,0.526048951048951,
KLF6,0.09503190308143868,0.13261738261738262,
KLF9,1.0,,1.0
KREMEN1,0.5419928908301002,,0.5268792640806292
KRT18,,,0.9617867512604354
KSR2,,,1.0
L3MBTL1,,,1.0
LAIR1,0.00939556311457138,,0.009518783103688764
LAMB2,,0.09577922077922078,
LAMC1,,0.09902097902097902,
LAMP1,,0.7900610028269603,
LAP3,0.00939556311457138,,
LAPTM4B,0.24931209141735458,,0.2368737357450676
LAPTM5,0.00939556311457138,,0.009518783103688764
LARS,1.0,,
LASP1,1.0,,
LAT2,,,0.027643589287424903
LAX1,0.09022723308437594,,0.07866709561624816
LBH,0.7764354164354165,,
LCP1,0.0218627526319834,,0.01391711736539323
LDHA,1.0,,1.0
LDLRAD3,0.3034654588439449,,0.29428904428904434
LDLRAP1,,0.3674606643356643,0.27537494488453973
