,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ANXA6,,,0.6405765287344235
AOAH,0.10583410583410584,,0.07654414550966276
AP1S2,1.0,,1.0
AP3B2,,,1.0
APBB1IP,0.7083531852762622,,0.6813965255523697
APOBEC3C,0.41783962306350364,,0.3484140609889113
APOBEC3F,0.804858857956203,,0.7591154926578124
APOD,,,0.36798495622025035
APOL2,0.24053897105122052,,
APOL3,0.05830067368528907,,0.05420199635075669
APOL6,0.1858852048425508,,0.1383294125229609
APRT,,,1.0
AQP3,0.12735352079614373,,0.10271165959788714
ARAP1,,,1.0
ARAP2,1.0,,1.0
ARF6,1.0,,1.0
ARHGAP27,1.0,,
ARHGAP30,1.0,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.0977557474372761,,0.07408675240843074
ARHGEF1,1.0,,1.0
ARHGEF26,1.0,,1.0
ARHGEF3,,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL4C,1.0,,
ARL4D,1.0,,1.0
ARMCX4,1.0,,1.0
ARPC2,1.0,,
ARPC5,1.0,,
ARPIN,0.5324794863256401,,
ARPP21,0.8322880557837579,,
ARRB1,,,0.9056966772100302
ARRDC2,0.4212956503459297,,0.3773939239055518
ARRDC4,,,0.519359323518769
ART3,1.0,,
ASAP2,0.9362402303578774,,
ATG4B,,,1.0
ATL3,0.7669991178237054,,
ATP10A,0.8072893431604998,,0.7431298859870289
ATP11C,0.10113199683751832,,
ATP1B2,0.30834176175791084,,0.27498252820141234
ATP5S,0.32384746727376207,,
ATP7B,0.6753465969766911,,
ATP8A1,,0.2791944897208055,
ATXN1,0.04089435744112003,,0.03527940590877654
B2M,0.052390006307056994,,0.04226140351794802
B3GALNT2,,0.6652753187406654,
B3GAT2,0.5061512400642836,,0.4641358641358641
B3GNT2,0.366517652231938,,0.37616752179858975
B3GNT9,,,1.0
B4GALT1,,,0.11368912777363482
B4GALT2,,,0.0684672470386756
BACE2,,,0.11211011211011211
BACH2,0.7388745196964375,,
BAMBI,,0.054407131330208254,0.04473359153162109
BATF3,0.21004399757286596,,0.14188936063936064
BBIP1,,,1.0
BBS2,,,1.0
BCAM,0.10113199683751832,,
BCL6,0.12247973021453686,,0.1437681489494961
BDKRB2,,,0.03290188072796769
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.09087186105819646
BHLHE22,0.366517652231938,,0.36851820054945056
BHLHE40,0.5655655269100648,,0.5123919558702168
BLVRB,,,1.0
BMP1,,0.054407131330208254,
BMP7,0.037895437895437895,,
BNC2,,,0.6154845154845155
BNIP3,0.07977986925355346,,
BOC,,0.054407131330208254,0.03527940590877654
BRSK2,,,0.40780851027530346
BST2,0.04421134421134421,,0.03290188072796769
BTBD1,1.0,,
BTBD11,0.7394793656191833,,0.6178181219778558
BTG2,,,0.7563460161885358
BTN2A1,0.10113199683751832,,0.09087186105819646
BTN2A2,0.05830067368528907,,0.0684672470386756
BTN3A1,0.052390006307056994,,0.04226140351794802
BTN3A2,0.08176070504837629,,0.08352574577740142
C15orf39,0.17258404246356057,,
C15orf40,,,1.0
C1D,1.0,,
C1QL1,0.04664053894823125,,0.06233149090291947
C1R,0.037895437895437895,,0.03290188072796769
C1S,,,0.03290188072796769
C1orf226,0.4571945110544751,,
C3,0.037895437895437895,,0.03527940590877654
C3AR1,0.04159255378767574,,
C4orf3,0.04089435744112003,,
C9orf64,0.6580895445248758,,0.5811924561924563
CABIN1,1.0,,1.0
CACHD1,0.7664437664437664,,
CACNA1I,,0.6729581098513138,
CACNG5,1.0,,1.0
CAD,1.0,,
CADPS,0.7183859085699577,,0.6906200595520984
CALHM2,0.1974832679058031,,0.16396103896103895
CAMK2N1,0.6580895445248758,,
CANT1,,,0.183452910725638
CAP1,0.5050524388503482,,0.45946767258242666
CAPG,0.23196086424785978,,0.23249680967801772
CAPRIN2,,,0.08545200727611152
CAPZB,,,1.0
CARMIL2,0.881189531826024,,0.8377682923137468
CASK,0.0868699406905387,,0.05420199635075669
CASP1,0.04089435744112003,,0.03290188072796769
CASP10,0.11594071650728877,,0.11620402069840273
CASP7,0.10583410583410584,,0.08912223423264433
CAST,0.8322880557837579,,0.7774705914240798
CAVIN1,,,1.0
CBFB,,,0.4784164142452912
CBLN4,,,0.03527940590877654
CBS,1.0,,
CBX7,1.0,,
CCDC112,,,1.0
CCDC33,,,1.0
CCDC80,,,0.03290188072796769
CCDC85C,1.0,1.0,
CCL19,0.037895437895437895,,0.03290188072796769
CCL2,0.04089435744112003,,0.03290188072796769
CCL28,0.037895437895437895,,
CCL4,0.037895437895437895,,
CCL5,0.037895437895437895,,0.03290188072796769
CCNB1IP1,,,1.0
CCND2,,,1.0
CCND3,1.0,,0.9662121504226767
CCR1,0.037895437895437895,,
CCR2,0.037895437895437895,,0.03290188072796769
CCR5,0.04089435744112003,,0.03290188072796769
CCSAP,1.0,,
CD109,,,0.11870482458717754
CD164,1.0,,1.0
CD2,0.037895437895437895,,0.03290188072796769
CD200R1,0.04089435744112003,,0.03290188072796769
CD27,0.04421134421134421,,0.03290188072796769
CD274,0.037895437895437895,,0.03527940590877654
CD276,,0.050520907663764804,
CD300A,0.04664053894823125,,0.04692981437167484
CD37,0.04159255378767574,,0.03527940590877654
CD3E,0.037895437895437895,,0.03290188072796769
CD4,0.04159255378767574,,0.03527940590877654
CD40,,,0.03290188072796769
CD44,0.07635647934155398,,0.0684672470386756
CD47,0.04159255378767574,,
CD48,0.037895437895437895,,0.03527940590877654
CD53,0.04089435744112003,,0.0366905821451276
CD6,0.5244050269867825,,0.45946767258242666
CD63,,,0.15837327229732293
CD74,0.037895437895437895,,0.03290188072796769
CD83,,,0.03290188072796769
CD84,0.037895437895437895,,0.03290188072796769
CD86,0.037895437895437895,,
CD8A,0.037895437895437895,,0.03290188072796769
CD9,,,0.095653581892114
CDC42EP1,,,1.0
CDC42SE2,0.774902227817026,,0.6932744674680159
CDH13,0.037895437895437895,,0.03527940590877654
CDH2,0.04089435744112003,,
CDH24,,,0.03290188072796769
CDH6,0.04089435744112003,,0.03290188072796769
CDK10,,,1.0
CDK5RAP2,,1.0,
CDK6,0.42737632737632736,,
CDKN1A,,,0.9512921096498809
CDKN2A,1.0,,
CDKN2D,0.7770535556568245,,
CDON,,,0.03290188072796769
CEACAM21,0.04089435744112003,,0.0366905821451276
CEBPD,0.052390006307056994,,0.07893467077140547
CECR2,1.0,,
CELF4,,1.0,
CEMIP,0.43418942680935296,,0.4009108761960473
CENPU,1.0,,
CEP44,,,1.0
CEP57,,,1.0
CEP78,1.0,,1.0
CFB,0.07977986925355346,,0.07130678508770381
CFLAR,0.12247973021453686,,0.12297951356123103
CGAS,1.0,,1.0
CHAC1,,0.9983467859574053,
CHAF1A,1.0,,
CHCHD2,1.0,,
CHD7,0.06158008658008658,,
CHI3L1,,,0.6500548631696172
CHI3L2,0.32384746727376207,,0.29129865949949635
CHKA,1.0,,0.9797024455950435
CHPF,1.0,,0.9943891130577092
CHPF2,,,1.0
CIB1,0.7775873977654394,,0.7378948555419144
CIDEB,,,1.0
CIR1,1.0,,
CISH,0.04421134421134421,,0.03290188072796769
CLCN6,,,0.1685783503965322
CLDN19,,0.4159080356263455,
CLDN5,,0.39587278393248543,
CLDND1,0.5759854763177022,,
CLEC2B,0.06522985211509802,,0.07130678508770381
CLIC5,1.0,,1.0
CLN6,,0.3618074233458849,
CLSTN2,,,0.03290188072796769
CLVS2,,,1.0
CMPK2,0.10366533162885747,,
CMTM7,0.06794002809939066,,0.08912223423264433
CNKSR2,,,0.720477605461631
CNKSR3,,0.32712287712287713,
CNR1,,,0.03290188072796769
CNTN1,0.037895437895437895,,
CNTNAP1,0.04089435744112003,,0.04692981437167484
COL4A5,0.20574321270376955,0.28047814254710807,
COL4A6,0.4226257014361104,0.4633214886379443,
COL5A2,,,0.0366905821451276
COL6A1,,,0.10029127499007016
COQ10B,1.0,,
CORO1A,0.13268429183548547,,0.10746649799904238
COTL1,0.5203259607404684,,
CPED1,,,0.05420199635075669
CPNE1,1.0,,1.0
CPNE2,1.0,1.0,
CPNE6,0.04421134421134421,,0.05420199635075669
CPQ,,,0.680863851595559
CPT1A,1.0,,1.0
CREBBP,,0.20897284533648167,
CRHR2,,,0.04226140351794802
CRLF3,0.06158008658008658,,
CROCC,0.7283572696416734,,
CRTC3,,1.0,
CRY1,1.0,,1.0
CRYBG1,1.0,,1.0
CSF1,0.08176070504837629,,0.057189773788964074
CSF2RB,0.037895437895437895,,
CSGALNACT1,0.5805655756394673,,0.5399746051547081
CSMD2,0.2496156017895148,,
CSRNP1,1.0,,
CSRP1,0.2908254536161513,,0.29129865949949635
CTBP2,0.6299814834846682,,
CTBS,,,0.8635508635508635
CTDSP2,,,1.0
CTIF,,,1.0
CTNNBIP1,0.0844965844965845,0.11788211788211789,0.10029127499007016
CTSB,,,0.03967942170189361
CTSC,,,0.08912223423264433
CTSH,,,0.27498252820141234
CTSO,0.3635318170201891,,0.31841109709962173
CTSS,0.037895437895437895,,0.03527940590877654
CTSZ,0.5904353710805323,,0.5911260456715003
CUEDC1,1.0,,
CXCL10,0.037895437895437895,,0.03290188072796769
CXCL16,0.24253080253080253,,0.2342300556586271
CXCL8,,,0.03290188072796769
CXCL9,0.037895437895437895,,0.03290188072796769
CYBA,0.14102859166150306,,0.12921683221410743
CYGB,0.2107229155284075,,
CYLD,1.0,,
CYP26B1,,,0.057189773788964074
CYP27A1,,,0.6308285412763025
CYTH1,1.0,,
CYTH4,1.0,,1.0
CYYR1,0.305531968031968,,0.29787260556491324
DAAM2,0.3597106018981019,,
DACT2,0.4652642730934546,,0.4682008638843171
DAPP1,0.7726584792453056,,0.7563460161885358
DAZAP2,0.8680322526476372,,
DBP,0.06794002809939066,,
DCAF11,1.0,1.0,
DCAF17,,,1.0
DCUN1D3,0.7388745196964375,,
DDAH1,,,0.05982160132357761
DDIT4,1.0,,
DDX11,1.0,,1.0
DDX3Y,1.0,,1.0
DDX55,1.0,,
DDX56,,,1.0
DDX58,0.09227785201811177,,
DENND1C,0.8132305650553826,,0.7866709561624815
DENND4A,1.0,,
DEPP1,1.0,,1.0
DES,1.0,,1.0
DGKA,0.31618279471040206,,0.2904028744364879
DGKB,0.6760688450829296,,
DGLUCY,1.0,,
DIP2A,0.06158008658008658,,0.04692981437167484
DIRAS2,1.0,1.0,
DLL1,0.037895437895437895,,0.0366905821451276
DNAAF5,1.0,,
DNAJB1,1.0,,
DNAJC1,1.0,,1.0
DNAJC15,,,1.0
DNHD1,,,1.0
DNMT1,,0.6691543750367279,
DOC2A,,,0.04473359153162109
DOCK1,,0.12336500708593733,
DOCK10,1.0,,1.0
DOCK8,1.0,,1.0
DOK5,0.2854252130847876,,
DPH7,,,1.0
DPP10,1.0,,
DPP7,0.7556190033531422,,0.7571392500748858
DPY19L1,0.9305968293310065,,
DPYD,,,0.8794787302249989
DRAP1,1.0,,
DSC2,,,0.03290188072796769
DSCAM,0.037895437895437895,,
DTX3L,1.0,,1.0
DYSF,0.6277382328746696,,
ECE1,,,0.0366905821451276
ECHDC2,,,1.0
EEF2K,1.0,,1.0
EEFSEC,1.0,,
EEPD1,0.0950432204451497,,
EFEMP1,,0.7849627008505513,
EFEMP2,,,0.21753475881916248
EFHC1,1.0,,
EFNA1,0.04664053894823125,,0.03527940590877654
EFNA3,0.037895437895437895,,
EFR3B,0.5549889299889299,,
EFS,0.6299814834846682,,0.5440975406845715
EFTUD2,1.0,,1.0
EGLN1,0.9992510927861685,,
EGR1,,,0.03527940590877654
EHD1,1.0,,1.0
EIF1AY,1.0,,1.0
EIF1B,,1.0,
EIF2AK2,0.6580895445248758,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,
EIF4H,1.0,,
ELF1,0.07376592872776079,,0.0684672470386756
ELK3,,,0.15701135599094782
ELL2,1.0,,
ELOVL6,,,0.35104060948991367
EMB,0.09978735997544776,,0.07654414550966276
EMID1,1.0,,1.0
EMILIN3,0.6867077022356525,,
EML3,1.0,,1.0
EML4,,,1.0
EMP1,,,0.5576906087110169
EMP3,0.04159255378767574,,0.04692981437167484
EMX2,0.037895437895437895,,0.03290188072796769
ENAH,,,0.7045121812377029
ENG,0.07105394605394606,,
ENO1,1.0,,
ENO2,1.0,,
ENO3,1.0,,1.0
ENPP2,,,0.25939202409790646
ENTPD1,1.0,1.0,
EP400,1.0,,
EPAS1,,0.6011988011988012,
EPHA10,,0.07072927072927074,
EPHA4,,,0.0366905821451276
EPHA7,0.037895437895437895,,0.03527940590877654
EPHA8,0.04089435744112003,,0.04473359153162109
EPHB1,,,0.03290188072796769
EPSTI1,0.38965930491354217,,0.3654613103432001
ERO1A,0.30093435975788924,,0.30708422012769837
ERP27,0.6299814834846682,,
ESPL1,1.0,1.0,
ESYT1,1.0,,1.0
ETS1,0.11848996074348185,,0.11211011211011211
ETV6,0.5860501651692516,,0.5185092685092685
ETV7,0.866026983002732,,0.8262361687019221
EVI2A,0.0868699406905387,,0.07408675240843074
EVI2B,0.04089435744112003,,0.03527940590877654
EVX1,,,0.03290188072796769
EXOG,0.7926135902502225,,0.7326431530253187
EXOSC8,1.0,,
F3,,,0.03290188072796769
F8,0.07376592872776079,,
FABP5,1.0,1.0,1.0
FADS3,,,0.23249680967801772
FAM102A,0.12939905622832454,,0.11368912777363482
FAM107A,0.08176070504837629,,0.07893467077140547
FAM111A,1.0,,
FAM114A1,,1.0,
FAM117A,0.7004203227113445,,0.680863851595559
FAM129A,0.9823380502992153,,0.9225486478071412
FAM13C,,,1.0
FAM162A,1.0,,
FAM171B,,,0.0684672470386756
FAM210B,0.14102859166150306,,
FAM219B,,,1.0
FAM221A,0.17066710529180262,,
FAM222A,0.04895582886013508,,0.0366905821451276
FAM78A,1.0,,1.0
FAM81A,,,1.0
FAM83H,,,1.0
FAM92A,0.9397008585819775,,0.8811754564362613
FAN1,,,1.0
FANCA,1.0,,
FAS,0.2515402168330585,,0.23231847159612398
FASLG,0.04089435744112003,,0.03527940590877654
FAT1,,0.050520907663764804,
FBLN5,0.15515501867859188,,0.16396103896103895
FBN1,,,0.03290188072796769
FBXO2,,,0.8244194829560683
FBXO22,,,0.5668105160490947
FBXO32,1.0,,1.0
FBXO6,1.0,,1.0
FBXW4,,,1.0
FCGRT,,0.054407131330208254,
FEM1C,0.5759854763177022,,
FGD3,1.0,,1.0
FGF11,0.037895437895437895,,
FGF12,0.037895437895437895,,0.03290188072796769
FGF14,,,0.03290188072796769
FGFR1,,0.050520907663764804,
FGFR2,,0.050520907663764804,
FGFR3,,,0.03290188072796769
FGL2,0.05533404648448896,,0.05420199635075669
FILIP1L,,,0.2577553450915896
FJX1,0.037895437895437895,,
FKTN,0.07376592872776079,,
FLNC,,,0.3523460666317809
FLOT1,,,0.32468549780158745
FMNL1,1.0,,1.0
FNBP1,0.6299814834846682,,
FNBP1L,,,1.0
FNDC3B,0.10113199683751832,,0.08703756307590173
FOLH1,0.990627629631779,,0.9706935400366057
FOS,0.09227785201811177,,0.08352574577740142
FOSL2,0.10668510375255243,,0.09087186105819646
FOXO1,0.6835345340018236,,0.6405765287344235
FOXP4,1.0,,
FRMD5,1.0,,1.0
FSD1L,,,0.23832679461818534
FSTL5,0.10668510375255243,,
FURIN,0.037895437895437895,,0.03290188072796769
FUS,1.0,,
FUT7,0.04159255378767574,,
FUT9,,,0.23832679461818534
FXYD5,0.5203259607404684,,0.4651247119486684
FYB1,0.07797978195090108,,0.05420199635075669
FZD5,0.037895437895437895,,0.03290188072796769
FZD6,,0.050520907663764804,
GAB1,0.04159255378767574,,0.049328449328449334
GABARAPL1,1.0,,
GABRB2,0.20140232727645313,,
GADD45B,0.037895437895437895,,0.03967942170189361
GALM,1.0,,1.0
GALNT14,1.0,,
GALNT5,0.9769422777779324,0.9456882403310974,
GALNT6,,1.0,1.0
GALNT8,1.0,,
GAPDH,1.0,,
GATA3,0.4439575023516629,,
GBE1,1.0,,
GBP1,0.05533404648448896,,0.03527940590877654
GBP2,0.6649576838256084,,0.6405765287344235
GCA,0.5703390569162381,0.5894105894105894,
GFAP,0.07797978195090108,,0.0684672470386756
GFRA1,0.05533404648448896,,0.03527940590877654
GIGYF1,1.0,,1.0
GIMAP1,0.4439575023516629,,0.3985899596586619
GIMAP4,0.2107229155284075,,0.16052129688493325
GIMAP7,1.0,,1.0
GIMAP8,0.07977986925355346,,0.057189773788964074
GLB1L2,0.3455172278701691,,
GLCE,0.04159255378767574,,0.03290188072796769
GLDC,1.0,,
GLI3,,0.18683203588863964,
GLIPR1,1.0,,1.0
GLRX,1.0,,
GMPR,,,1.0
GMPR2,1.0,,1.0
GNA13,1.0,,
GNA15,0.25536450590446275,,0.25169578780082064
GNAI1,1.0,1.0,
GNB3,,,1.0
GNG5,1.0,,
GOLIM4,1.0,,
GON4L,,,1.0
GPC1,0.11594071650728877,,0.10271165959788714
GPC3,0.14064286229234685,,0.15837327229732293
GPD2,1.0,,1.0
GPI,1.0,,
GPR15,0.037895437895437895,,0.03290188072796769
GPR155,1.0,,
GPR173,,,0.27655428083693606
GPR68,0.07635647934155398,,0.04692981437167484
GPR88,1.0,,1.0
GPSM3,0.12493001503990514,,0.11049469262725746
GRAMD2B,,,1.0
GRAMD4,1.0,,
GRB10,0.09978735997544776,,0.05982160132357761
GREM1,0.037895437895437895,,
GRIA2,,0.11788211788211789,
GRIK2,0.5017329430639413,0.4857779583054308,
GRIK3,,,0.19140110475005087
GRIN2B,,,0.049328449328449334
GRIN2D,0.14102859166150306,,
GRK2,0.2299273759947917,,0.1894818796227247
GRK5,,,0.9408359628623945
GRM5,,0.30869130869130873,
GRN,,,0.04473359153162109
GSAP,,,0.8313840939030619
GSE1,1.0,,1.0
GSTK1,1.0,,1.0
GSTM3,0.2470345618904377,,
GTSF1,1.0,,
GUCA1A,0.037895437895437895,,
GUCY1A1,0.2664904987485633,,0.23231847159612398
GUCY1B1,0.199216671179288,,
GUK1,0.5904353710805323,,
GXYLT2,,,0.8717441004436519
GYPC,1.0,,1.0
H2AFY2,1.0,,
HACD4,0.18768966882174432,,0.18605507967210094
HAPLN3,0.052390006307056994,,0.0366905821451276
HAUS5,0.8077711761922288,,
HAVCR2,0.04089435744112003,,
HCLS1,0.07797978195090108,,0.06726606726606726
HCN3,,0.5965549601913239,0.5440975406845715
HCST,0.10811666719447699,,0.10915984600195125
HEG1,,0.40233679364114144,
HENMT1,0.4955044955044955,,0.47290812943764643
HERC5,0.10366533162885747,,
HERC6,0.12493001503990514,,
HES5,0.0950432204451497,,
HEY2,0.10668510375255243,,
HIF3A,0.857519623233909,,
HILPDA,0.04664053894823125,,0.04226140351794802
HIP1R,1.0,,1.0
HIPK2,0.2750867975707376,,
HIPK3,0.7010948865662932,,
HIST1H1C,,1.0,
HIST2H2BE,,1.0,
HIVEP2,0.199216671179288,,
HK1,0.3066228377431697,,0.26425954997383566
HLA-A,0.06794002809939066,,0.0684672470386756
HLA-B,0.07635647934155398,,0.03527940590877654
HLA-C,0.18362634989713375,,0.2013299925132872
HLA-DMA,0.1387858894352401,,0.13917117365393228
HLA-DOA,0.04089435744112003,,0.03527940590877654
HLA-DPA1,0.04089435744112003,,0.03290188072796769
HLA-DPB1,0.04159255378767574,,0.03290188072796769
HLA-DQB1,0.05533404648448896,,0.03967942170189361
HLA-DRA,0.037895437895437895,,0.03290188072796769
HLA-E,0.037895437895437895,,0.04226140351794802
HLA-F,0.037895437895437895,,0.03290188072796769
HMGA2,1.0,,1.0
HMGCLL1,1.0,,
HMGCR,,0.5936206650492364,
HMGCS1,,,1.0
HMGN4,0.8506143355928764,,
HMGN5,1.0,,
HMOX2,0.32153704880977607,,
HOPX,0.21703750794659887,,0.202730295109048
HOXB5,,0.054407131330208254,0.03290188072796769
HOXC4,,,0.03290188072796769
HPCAL4,,0.4857779583054308,
HPS3,0.4058707647492694,,0.38732860229981153
HPS6,,,1.0
HS3ST2,0.04089435744112003,,
HS3ST4,0.037895437895437895,,
HS3ST5,,,0.052643009164748296
HSD17B11,1.0,,
HSD17B7,,1.0,
HSPB1,1.0,,1.0
HTATIP2,1.0,,1.0
HTR2C,0.04159255378767574,0.054407131330208254,
IARS,1.0,,
ICAM1,0.04421134421134421,,0.03527940590877654
ICAM2,0.06522985211509802,,0.07893467077140547
ID2,0.14102859166150306,,0.11368912777363482
ID4,0.36658926486181764,,
IDI1,,1.0,
IFI16,1.0,1.0,1.0
IFI27,0.037895437895437895,,
IFI35,0.04159255378767574,,0.03290188072796769
IFI44,0.04089435744112003,,
IFI44L,0.037895437895437895,,
IFI6,0.037895437895437895,,0.03527940590877654
IFIT1,0.04664053894823125,,
IFIT2,0.2496156017895148,,0.23767343767343765
IFIT3,0.04089435744112003,,0.03967942170189361
IFITM1,0.05830067368528907,,0.0366905821451276
IFITM2,0.22583285788703397,,0.17948397756090065
IFITM3,0.04159255378767574,,0.04473359153162109
IFNAR2,0.037895437895437895,,0.03290188072796769
IFT81,1.0,,
IGDCC4,,,0.11368912777363482
IGF2BP2,1.0,,1.0
IGF2R,,0.3618074233458849,
IGFBP5,0.04421134421134421,,0.05420199635075669
IGFBP6,,,0.05420199635075669
IGFBP7,,0.050520907663764804,
IKBKE,1.0,,1.0
IKZF1,0.07977986925355346,,0.06726606726606726
IL10RA,0.037895437895437895,,0.03290188072796769
IL13RA1,0.04664053894823125,,0.04226140351794802
IL16,0.037895437895437895,,0.03290188072796769
IL18BP,0.037895437895437895,,
IL1R1,,,0.03290188072796769
IL27RA,0.037895437895437895,,0.03290188072796769
IL2RA,0.037895437895437895,,0.03527940590877654
IL2RB,0.037895437895437895,,0.03290188072796769
IL2RG,0.037895437895437895,,0.03527940590877654
IL6R,0.037895437895437895,,0.03290188072796769
IL6ST,0.037895437895437895,,0.03290188072796769
IL7R,0.04895582886013508,,0.03967942170189361
IL9R,0.1675965312328949,,0.14784701160022495
ILDR2,0.04089435744112003,,
ILF3,1.0,,
IMP3,,1.0,
INSIG1,,1.0,
INTS11,1.0,,
INTU,1.0,,1.0
IQGAP1,1.0,,1.0
IQGAP3,1.0,,
IRAK4,0.05533404648448896,,0.0684672470386756
IRF1,0.04664053894823125,,0.03527940590877654
IRF2,0.13498374975947536,,0.1407276933592723
IRF3,0.04664053894823125,,
IRF4,0.07635647934155398,,0.05982160132357761
IRF5,0.08176070504837629,,
IRF7,0.037895437895437895,,0.03527940590877654
IRF8,0.037895437895437895,,0.03527940590877654
IRF9,0.04895582886013508,,0.0366905821451276
IRS4,0.5796876390935796,0.5793780687397709,
ISG15,0.052390006307056994,,
ISM2,,0.4707917082917083,
ISYNA1,1.0,,1.0
ITGA2,0.037895437895437895,,
ITGA5,,,0.052643009164748296
ITGA6,0.07635647934155398,,0.07654414550966276
ITGAM,0.037895437895437895,,
ITGB2,0.04089435744112003,,0.03527940590877654
ITGB5,,,0.12085407628583117
ITK,0.04421134421134421,,0.04692981437167484
ITM2A,0.0844965844965845,,0.08153462698917245
ITM2B,0.04089435744112003,,
ITPRIP,,0.485731136333546,
JADE2,1.0,,1.0
JAK1,0.04089435744112003,,0.03290188072796769
JAK3,0.04159255378767574,,0.0366905821451276
JMJD6,1.0,,
JUN,1.0,,1.0
JUNB,0.04421134421134421,,0.049328449328449334
KANK2,,0.8399100899100898,
KANK4,,1.0,
KAT2A,1.0,,1.0
KCNAB2,1.0,,1.0
KCNH8,,,1.0
KCNIP2,1.0,,1.0
KCNIP3,0.3724580181723039,,
KCNIP4,1.0,,
KCNK5,1.0,,1.0
KCNK9,1.0,,
KCNQ3,1.0,,
KCNV1,1.0,1.0,1.0
KDM3A,0.46847646137166565,,
KDM5D,1.0,,1.0
KDM7A,,0.18050699300699302,
KIAA1217,,1.0,
KIAA1549,0.40024395080574854,,
KIAA1549L,0.24931209141735458,,
KIF2A,1.0,,
KLF10,0.15515501867859188,,0.13917117365393228
KLF13,,,0.16565524028210596
KLF2,0.08176070504837629,,0.06726606726606726
KLF5,,0.4633214886379443,
KLF6,0.12939905622832454,0.12336500708593733,
KLF9,0.07797978195090108,,0.08352574577740142
KREMEN1,0.11848996074348185,,0.09087186105819646
KRT18,,,1.0
KSR2,,,1.0
L3MBTL1,,,1.0
LAIR1,0.037895437895437895,,0.03290188072796769
LAMB2,,0.054407131330208254,
LAMC1,,0.050520907663764804,
LAMP1,,0.4857779583054308,
LAP3,0.09004856529609004,,
LAPTM4B,0.04159255378767574,,0.03527940590877654
LAPTM5,0.037895437895437895,,0.03290188072796769
LARS,1.0,,
LASP1,1.0,,
LAT2,,,0.049328449328449334
LAX1,0.22170120129303805,,0.17948397756090065
LBH,0.5805655756394673,,
LCP1,0.12939905622832454,,0.14188936063936064
