,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
B2M,0.021281748554475826,,0.014872767681756447
B3GALNT2,0.22462701075417837,0.2764294529000411,
B3GAT2,0.02797998813935069,,0.02451252451252451
B3GNT2,0.02797998813935069,,0.021436053824717794
B3GNT5,0.024217162148196632,,
B3GNT9,,,1.0
B4GALT1,,0.15149061464850938,0.1407057509419714
B4GALT2,,,0.6575571905455476
BACE2,,,0.13289922928477146
BACH2,0.2964716943955698,,
BAMBI,,0.36883255633255635,0.2831852102516608
BATF3,1.0,,1.0
BBIP1,1.0,,1.0
BBS2,,,1.0
BCAM,0.01633250470459773,,
BCL6,0.2611431889410229,,0.25421598269280393
BDKRB2,,,0.03340508072369271
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.021436053824717794
BHLHE22,1.0,,1.0
BHLHE40,1.0,,1.0
BICDL1,,1.0,
BLVRB,,,0.22439033569170555
BMP1,,0.0180345969819654,
BMP7,0.021281748554475826,0.0180345969819654,
BNC2,,,1.0
BNIP3,0.43386878332276146,,
BNIP3L,0.4138933167146333,,
BOC,,0.014898145332927942,0.013646147666766225
BRD9,1.0,,
BRSK2,,,0.7268550089708781
BST2,0.03462030926819659,,0.030783170318054037
BTBD1,1.0,,
BTBD11,0.6669439404133283,,0.6366169966695592
BTG2,1.0,,1.0
BTN2A1,0.021281748554475826,,0.013646147666766225
BTN2A2,0.01633250470459773,,0.014872767681756447
BTN3A1,0.01633250470459773,,0.013646147666766225
BTN3A2,0.018360724243077185,,0.014872767681756447
BUD31,1.0,,
C11orf54,1.0,,
C12orf45,1.0,,
C15orf39,1.0,,
C15orf40,1.0,,1.0
C1D,1.0,,
C1QL1,0.09433849732357194,,0.0874410327713289
C1R,0.01633250470459773,,0.014872767681756447
C1S,,,0.013646147666766225
C1orf226,1.0,1.0,
C3,0.021281748554475826,,0.014872767681756447
C3AR1,0.01633250470459773,,0.014872767681756447
C4orf19,0.45745997122143917,,
C4orf3,0.45745997122143917,,
C5,0.01633250470459773,,
C6orf106,,,1.0
C9orf64,1.0,,1.0
C9orf72,,0.028554778554778552,
CA10,,,1.0
CA2,,0.516025641025641,
CAB39,1.0,,
CABIN1,1.0,,1.0
CACHD1,0.7849744046380527,,
CACNA1C,,,1.0
CACNA1I,0.6067536951127415,0.5578142787445113,
CACNA2D1,0.16714392079736548,,
CACNG5,0.5046450555432592,,0.39963718166958223
CAD,1.0,1.0,
CADM3,0.018360724243077185,,
CADPS,1.0,,0.9410389845172454
CALCOCO2,1.0,,
CALHM2,0.27040339339804575,,0.3030847657015881
CAMK2N1,1.0,,
CANT1,,,0.07618280999575963
CAP1,0.6484228100666456,,0.6411017181252169
CAPG,0.25725190560355393,,0.18397667314634825
CAPRIN2,,,0.1579386522568341
CAPZB,,,0.6532651286537297
CARMIL2,0.021281748554475826,,0.021436053824717794
CASK,0.03098372216019275,,0.014872767681756447
CASP1,0.01633250470459773,,0.013646147666766225
CASP10,0.7500980694697972,,0.7128775143945815
CASP3,,,1.0
CASP7,0.8494964631328268,,0.7547421522576803
CAST,0.23096597475182562,,0.20471619768632074
CAVIN1,,0.13555675094136632,0.07172630325339685
CAVIN3,,,1.0
CBFB,1.0,,1.0
CBLN2,,,0.08041024396164584
CBLN4,,,0.05906167323490158
CBS,1.0,,
CBX7,1.0,,
CCDC112,,,1.0
CCDC115,,0.6078779977085061,
CCDC184,,1.0,
CCDC33,,1.0,1.0
CCDC40,0.988794598902902,,
CCDC77,,,1.0
CCDC8,,1.0,
CCDC80,,,0.017887517887517888
CCDC85C,1.0,1.0,1.0
CCDC88B,,,0.5585662641293577
CCL19,0.01633250470459773,,0.013646147666766225
CCL2,0.01633250470459773,,0.013646147666766225
CCL28,0.01633250470459773,0.014898145332927942,
CCL4,0.01633250470459773,,0.014872767681756447
CCL5,0.01633250470459773,,0.013646147666766225
CCNB1IP1,,,1.0
CCND2,,,1.0
CCND3,1.0,,1.0
CCNL1,1.0,,
CCNL2,0.9860971356749402,,0.8924191147734549
CCR1,0.01633250470459773,,0.013646147666766225
CCR2,0.018360724243077185,,0.014872767681756447
CCR5,0.01633250470459773,,0.013646147666766225
CCSAP,0.7473993896012244,,
CD109,0.054183205518517095,,0.030783170318054037
CD164,0.07062211531485275,,0.09454830883402311
CD2,0.01633250470459773,,0.013646147666766225
CD200R1,0.01633250470459773,,0.014872767681756447
CD27,0.018360724243077185,,0.013646147666766225
CD274,0.018360724243077185,,0.013646147666766225
CD276,,0.014898145332927942,
CD300A,0.01633250470459773,,0.014872767681756447
CD37,0.01633250470459773,,0.013646147666766225
CD3E,0.018360724243077185,,0.014872767681756447
CD4,0.021281748554475826,,0.02451252451252451
CD40,,,0.014872767681756447
CD44,0.01633250470459773,,0.013646147666766225
CD47,0.01633250470459773,,0.017887517887517888
CD48,0.018360724243077185,,0.013646147666766225
CD53,0.021281748554475826,,0.014872767681756447
CD6,0.03462030926819659,,0.030783170318054037
CD63,,,0.013646147666766225
CD74,0.021281748554475826,,0.013646147666766225
CD83,,,0.014872767681756447
CD84,0.021281748554475826,,0.013646147666766225
CD86,0.01633250470459773,,0.013646147666766225
CD8A,0.01633250470459773,,0.017887517887517888
CD9,,,0.013646147666766225
CD99,,,0.5779934351362922
CDC42,0.08153324248311057,,
CDC42BPA,,,0.06914727063980795
CDC42EP1,,,0.28830470006940595
CDC42EP3,0.12535290796160362,,
CDC42SE2,0.5303487073398577,,0.4830388847361973
CDH13,0.021281748554475826,,0.017887517887517888
CDH2,0.01633250470459773,,
CDH24,,,0.013646147666766225
CDH6,0.01633250470459773,,0.013646147666766225
CDK10,1.0,,1.0
CDK5RAP2,,1.0,
CDK6,1.0,,
CDK7,1.0,,
CDKN1A,,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,,
CDO1,0.7943727223932879,,
CDON,,0.024475524475524476,0.017887517887517888
CEACAM21,0.01633250470459773,,0.013646147666766225
CEBPD,0.5982902851732189,,0.5557282391521522
CECR2,1.0,1.0,
CELF4,,1.0,
CEMIP,0.06764340475388633,,0.06204732767232767
CENPO,1.0,,
CENPU,1.0,,
CEP290,,,1.0
CEP44,,,1.0
CEP57,,,1.0
CEP78,1.0,,1.0
CFAP46,1.0,,
CFAP52,,1.0,
CFB,0.021281748554475826,,0.013646147666766225
CFLAR,0.5418017208410221,,0.4048892284186402
CGAS,1.0,,1.0
CGNL1,,0.5180172768408062,
CHAC1,,1.0,
CHAF1A,1.0,,
CHCHD2,1.0,,1.0
CHD1L,1.0,,
CHD7,0.883986660106063,0.8420072389921636,
CHI3L1,0.2789442543396849,,0.2590748067721752
CHI3L2,0.2955757286192069,,0.2763957086958718
CHKA,1.0,,1.0
CHPF,1.0,,1.0
CHPF2,,,0.9792424611561134
CIART,,,1.0
CIB1,0.08980789031939927,,0.08041024396164584
CIDEB,1.0,,1.0
CIR1,1.0,,
CIRBP,1.0,,
CISH,0.06764340475388633,,0.04793256882393373
CLCN4,0.03462030926819659,,
CLCN6,,,0.5557282391521522
CLDN1,,,0.013646147666766225
CLDN19,,0.14945692605267075,
CLDN5,,0.0180345969819654,
CLDND1,0.2789442543396849,,
CLEC1A,0.01633250470459773,,0.017887517887517888
CLEC2B,0.01633250470459773,,0.014872767681756447
CLIC5,0.25324489636757297,,0.19214656311430503
CLK3,1.0,,
CLN6,,0.3731679279624485,
CLOCK,,,1.0
CLSTN2,,,0.014872767681756447
CLVS2,,,0.9193931068931068
CMPK2,0.08456988038139869,,
CMTM7,0.09433849732357194,,0.07618280999575963
CNKSR2,0.392394906680621,,0.3283852441585979
CNKSR3,,0.15189964674500758,
CNR1,,,0.1739136775633126
CNTN1,0.01633250470459773,,
CNTNAP1,0.024217162148196632,,0.013646147666766225
COBLL1,,1.0,
COCH,0.17051672607228163,,
COL13A1,,,0.1504757285104106
COL18A1,,0.014898145332927942,
COL1A2,,,0.013646147666766225
COL4A5,0.13664615927059368,0.11421911421911424,
COL4A6,0.024217162148196632,0.028554778554778552,
COL5A2,,,0.017887517887517888
COL6A1,,,0.017887517887517888
COL6A2,,,0.013646147666766225
COQ10B,1.0,,
COQ4,1.0,,
CORO1A,0.01633250470459773,,0.014872767681756447
CORO7,1.0,,
COTL1,0.35114885114885114,,
CPA4,,0.6015972663699937,
CPAMD8,,0.516025641025641,
CPED1,,,0.05323095135427576
CPNE1,1.0,,1.0
CPNE2,1.0,1.0,
CPNE4,1.0,,
CPNE6,0.7429570429570429,,0.7128775143945815
CPNE7,,,0.9629551734814894
CPQ,,,0.021436053824717794
CPSF6,,,1.0
CPT1A,1.0,,1.0
CREBBP,,1.0,
CRHR2,,,0.1258039481179977
CRLF3,0.03462030926819659,,
CROCC,0.6109498892715676,0.6455588610284743,
CRTAM,0.01633250470459773,,
CRTC3,,1.0,
CRY1,1.0,,1.0
CRYBG1,0.3184700240537804,0.3045843045843046,0.2856241986676769
CSF1,0.048586633492293876,,0.03951272607989026
CSF2RB,0.018360724243077185,,0.014872767681756447
CSGALNACT1,0.4123380544102679,,0.36912113373882494
CSMD1,0.07824006232494297,0.08883708883708884,
CSMD2,0.08153324248311057,,
CSRNP1,1.0,,0.9958355597890481
CSRP1,0.24988120493738472,,0.2358146055625047
CTBP2,1.0,,
CTBS,,,1.0
CTDSP2,,,1.0
CTIF,,,1.0
CTNNBIP1,0.3528786484451509,0.3622377622377622,0.3094042180729487
CTSA,,,1.0
CTSB,,,0.014872767681756447
CTSC,,,0.030783170318054037
CTSH,,,0.045125329216238304
CTSO,0.06106936541719151,,0.050220781928099
CTSS,0.018360724243077185,,0.013646147666766225
CTSZ,0.11277773321568942,,0.1110180142438207
CTTN,0.024217162148196632,,0.04793256882393373
CUEDC1,1.0,,1.0
CUL9,,,1.0
CUX1,1.0,,
CXCL10,0.018360724243077185,,0.014872767681756447
CXCL16,0.12228242345889404,,0.1110180142438207
CXCL8,0.021281748554475826,,0.013646147666766225
CXCL9,0.01633250470459773,,0.014872767681756447
CYB5R3,,1.0,
CYBA,0.04199786924039416,,0.04220417263895525
CYBRD1,,,0.6931928506832477
CYGB,1.0,,1.0
CYLD,1.0,,1.0
CYP26B1,,,1.0
CYP27A1,,1.0,1.0
CYR61,,,0.017887517887517888
CYTH1,0.22915663990520035,,
CYTH2,0.29977595554187636,,
CYTH4,0.07491175491175492,,0.09847920132384028
CYYR1,0.2611431889410229,,0.23398318852864308
DAAM2,0.03462030926819659,,
DAB2,,,0.013646147666766225
DACH1,1.0,,
DACT1,1.0,,
DACT2,0.8863782180552366,,0.822478492381405
DAPP1,0.41142479567676415,,0.34152870030732624
DAZAP2,1.0,,
DBI,,,1.0
DBP,1.0,,1.0
DCAF11,1.0,1.0,
DCAF17,,,1.0
DCUN1D3,1.0,,
DCUN1D4,,,1.0
DDAH1,0.7098290449496883,,0.6133679901988823
DDIT4,1.0,,
DDR2,,,0.017887517887517888
DDX11,1.0,,1.0
DDX3Y,1.0,,1.0
DDX55,1.0,,1.0
DDX56,1.0,,1.0
DDX58,0.5405440041008555,,
DEDD2,0.5985828517474088,,
DENND1C,0.6572663353018059,,0.6419916459029887
DENND4A,1.0,,
DEPP1,0.2823924327420831,0.3350987248046072,0.25421598269280393
DES,0.5682868064503646,,0.5099559689267616
DET1,,,1.0
DEXI,,,1.0
DFFA,1.0,,
DGKA,0.1467021867021867,,0.1154696367462325
DGKB,0.8568915361368191,,0.7476625618770256
DGLUCY,1.0,,
DHFR,,1.0,
DHRS7,1.0,,
DIP2A,0.29977595554187636,,0.239860810330609
DIRAS2,0.9317954772500228,0.9694695548354086,
DLGAP2,,,0.05602862745719889
DLL1,0.024217162148196632,,0.013646147666766225
DMC1,1.0,,
DNAAF5,1.0,1.0,
DNAJA1,1.0,,
DNAJB1,1.0,,
DNAJC1,0.9248507349617091,,0.8295038295038296
DNAJC15,,,1.0
DNASE2,1.0,,
DNER,,,0.014872767681756447
DNHD1,,,1.0
DNM1,,,0.12058915660610577
DNMT1,,1.0,
DOC2A,,,0.29275621692683307
DOCK1,,0.0180345969819654,
DOCK10,0.20737136878869164,,0.19417076662157165
DOCK6,0.5505042507924353,,
DOCK8,0.10989499498056955,,0.10646961733918256
DOCK9,,,1.0
DOK5,0.17985672863721644,,0.17039863121952672
DONSON,,,1.0
DPH7,,,1.0
DPP10,1.0,,
DPP7,0.8494964631328268,,0.7736406626665567
DPY19L1,0.3197645524795609,,
DPYD,,,0.8500234705053982
DRAP1,1.0,,1.0
DSC2,,,0.013646147666766225
DSCAM,0.018360724243077185,,
DTNBP1,0.7246520058191146,,
DTX3L,1.0,,1.0
DUSP5,,,1.0
DYRK4,,0.4089044289044289,
DYSF,0.2560864549814826,,0.2310824768451887
ECE1,,,0.045125329216238304
ECHDC2,,,1.0
EDIL3,,,0.013646147666766225
EEF2K,1.0,,1.0
EEFSEC,1.0,,
EEPD1,0.09433849732357194,,
EFEMP1,,0.03426573426573427,
EFEMP2,0.01633250470459773,,0.014872767681756447
EFHC1,1.0,,
EFNA1,0.018360724243077185,,0.014872767681756447
EFNA3,0.0456037469024482,,
EFR3B,0.43538081855838867,,
EFS,0.14994591465179702,,0.1407057509419714
EFTUD2,1.0,,1.0
EGFR,,0.04966048444309314,
EGLN1,0.8123392531035843,,
EGR1,,0.8066724941724941,0.695691776254436
EHD1,1.0,,1.0
EHD4,1.0,,
EIF1AY,1.0,,1.0
EIF1B,,1.0,
EIF2AK2,1.0,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,1.0
EIF4E3,0.6395062983783755,,
EIF4H,1.0,,
ELF1,0.11479866287558596,,0.09847920132384028
ELK3,,,0.07425501327940352
ELL2,1.0,,
ELMSAN1,,,1.0
ELOVL6,,,1.0
ELP6,,0.8216783216783217,
EMB,0.018360724243077185,,0.02451252451252451
EMID1,1.0,,1.0
EMILIN3,0.28042710354444156,,
EML3,1.0,,1.0
EML4,,,1.0
EMP1,,,0.2262694570386878
EMP3,0.018360724243077185,,0.013646147666766225
EMX2,0.16263736263736264,,0.1563198706055849
ENAH,0.15168416896278666,,0.12887720798471305
ENDOD1,0.6223137973137972,,
ENG,0.021281748554475826,,0.02451252451252451
ENO1,1.0,,
ENO2,1.0,,
ENO3,1.0,,1.0
ENPP2,,0.061021170610211714,0.030783170318054037
ENTPD1,0.07271747326243239,0.08786085709162633,
EP400,1.0,,
EPAS1,,1.0,
EPHA10,,0.03426573426573427,
EPHA4,,,0.013646147666766225
EPHA7,0.021281748554475826,,0.013646147666766225
EPHA8,0.018360724243077185,,0.014872767681756447
EPHB1,,,0.014872767681756447
EPSTI1,1.0,,1.0
ERO1A,1.0,,1.0
ERP27,0.9254415535203713,,
ESPL1,1.0,1.0,
ESYT1,1.0,,1.0
ETS1,1.0,,1.0
ETV6,1.0,,1.0
ETV7,0.5505042507924353,,0.4898350237333288
EVI2A,0.03462030926819659,,0.030783170318054037
EVI2B,0.01633250470459773,,0.013646147666766225
EVX1,,,0.7690084945956391
EXOC3,,,1.0
EXOG,0.17051672607228163,,0.1154696367462325
EXOSC8,1.0,,
EYA4,,1.0,
F12,0.018360724243077185,,
F3,,,0.014872767681756447
F8,0.01633250470459773,,
FABP5,1.0,1.0,1.0
FADS3,,0.3045843045843046,0.24887757832849347
FAM102A,0.15168416896278666,,0.17063967340210434
FAM107A,0.0456037469024482,,0.03654321138983716
FAM111A,1.0,,
FAM114A1,,0.06396270396270397,0.021436053824717794
FAM117A,1.0,,1.0
FAM117B,,1.0,
FAM120A,,,1.0
FAM129A,0.5908850356442424,,0.4830388847361973
FAM13C,1.0,,1.0
FAM155B,,,0.4424915113580824
FAM162A,1.0,,
FAM171B,,,0.09847920132384028
FAM174B,,,1.0
FAM184A,1.0,,
FAM210A,1.0,,
FAM210B,0.3810218673782077,,
FAM219A,1.0,,
FAM219B,0.12535290796160362,,0.08963948015866752
FAM221A,1.0,,1.0
FAM222A,1.0,,1.0
FAM234B,,0.3351538971976928,
FAM49A,1.0,,
FAM78A,0.08980789031939927,,0.09221115962688997
FAM81A,0.8624708624708626,,0.7713274379941047
FAM83H,1.0,,1.0
FAM92A,0.06764340475388633,,0.06204732767232767
FAN1,0.3395214057465713,,0.28149610130129615
FANCA,1.0,1.0,
FANCI,1.0,,
FAS,0.06106936541719151,,0.050220781928099
FASLG,0.01633250470459773,,0.014872767681756447
FAT1,0.018360724243077185,0.014898145332927942,
FBLN5,0.018360724243077185,,0.013646147666766225
FBN1,,,0.014872767681756447
FBRSL1,,,1.0
FBXL7,,0.6125717857561433,
FBXO2,0.14994591465179702,,0.12235663496167698
FBXO22,,,1.0
FBXO32,1.0,,1.0
FBXO6,1.0,,1.0
FBXW4,1.0,,1.0
FCGRT,,0.0180345969819654,0.017887517887517888
FDPS,,,1.0
FEM1C,1.0,,1.0
FGD3,0.021281748554475826,,0.021436053824717794
FGF11,0.06764340475388633,,
FGF12,0.10989499498056955,,0.07618280999575963
FGF13,,,0.10646961733918256
FGF14,,,0.06914727063980795
FGF9,,,0.014872767681756447
FGFR1,,0.014898145332927942,
FGFR2,,0.014898145332927942,
FGFR3,0.02797998813935069,,0.017887517887517888
FGL2,0.01633250470459773,,0.013646147666766225
FILIP1L,,0.031727531727531726,0.02451252451252451
FJX1,0.14817709762764708,,0.11362028529410503
FKTN,0.38204995004995007,,
FLII,0.5710551930238094,,
FLNB,,0.03426573426573427,
FLNC,,,0.02451252451252451
FLOT1,,,0.12887720798471305
FMNL1,0.6365177522202315,,0.5447227669449892
FMNL3,,0.303336008254041,
FNBP1,0.5191351122796726,,
FNBP1L,,,0.28830470006940595
FNDC3B,0.04199786924039416,,0.03340508072369271
FOLH1,0.03098372216019275,,0.03654321138983716
FOLR1,,0.8617832167832167,
FOS,1.0,,1.0
FOSL2,1.0,,1.0
FOXO1,1.0,,1.0
FOXP4,1.0,,1.0
FRMD5,0.5997148918497233,,0.576987115448654
FRMD8,,,0.3181718127789006
FSD1L,,,0.26690522592161936
FSTL5,0.051231443328707764,,
FTH1,,,1.0
FURIN,0.021281748554475826,,0.030783170318054037
FUS,1.0,1.0,
FUT3,,0.04217321140398063,
FUT7,0.3704677199822831,0.41561019625535756,
FUT9,1.0,,1.0
FXYD5,0.0456037469024482,,0.03951272607989026
FYB1,0.01633250470459773,,0.014872767681756447
FYN,,,0.028364492650206935
FZD5,0.0456037469024482,,0.050220781928099
FZD6,,0.061021170610211714,
GAB1,0.03098372216019275,,0.028364492650206935
GABARAPL1,1.0,,
GABRA2,,1.0,
GABRB2,0.27794114013195287,,
GADD45B,1.0,,1.0
GAL3ST1,,,0.19714328224966524
GALM,1.0,,1.0
GALNT14,1.0,,
GALNT5,0.5710551930238094,0.6011188811188811,
GALNT6,,0.4267053701015965,0.39162021410542125
GALNT8,1.0,,
GANAB,,,0.0874410327713289
GAPDH,1.0,,
GAS1,,0.21864801864801864,
GATA3,0.5334167298976683,,
GBE1,0.24162227186801857,,0.2156422433718794
GBP1,0.01633250470459773,,0.017887517887517888
GBP2,0.18481518481518477,,0.15185579239116526
GCA,1.0,1.0,
GCDH,,1.0,
GCHFR,1.0,,1.0
GEM,,0.6704165399817573,
GFAP,0.018360724243077185,,0.030783170318054037
GFRA1,0.024217162148196632,,0.030783170318054037
GIGYF1,0.326486222807293,,0.3094042180729487
GIMAP1,1.0,,1.0
GIMAP4,0.054183205518517095,,0.03951272607989026
GIMAP7,1.0,,1.0
GIMAP8,1.0,,1.0
GLB1L2,0.3215908670454125,,
GLCE,1.0,,1.0
GLDC,1.0,,1.0
GLI3,,0.41300421432871764,
GLIPR1,0.08733235676240858,,0.0874410327713289
GLIS3,,,0.2966860725481415
GLRX,1.0,,
GMPR,,,1.0
GMPR2,1.0,,1.0
GNA11,,0.25994694960212206,
GNA13,0.14817709762764708,,
GNA15,0.09433849732357194,0.09382284382284382,0.07823146121018462
GNAI1,0.4971083133733736,0.43572476905810237,
GNB3,,,0.9527986667494287
GNB4,1.0,,
GNG2,,0.6301087801087802,
GNG5,1.0,,
GNL1,1.0,,
GOLGA8A,,,0.7203339589703226
GOLIM4,1.0,,
GOLM1,1.0,,
GOLPH3,,,1.0
GOLT1B,0.6244807823755193,0.657073695535234,
GON4L,,,0.5225038119774963
GPC1,0.054183205518517095,,0.06448679525602602
GPC3,0.5618381618381618,,0.4600812293119986
GPD2,1.0,,1.0
GPI,1.0,,
GPR15,0.25887616033601435,,0.2121571807982958
GPR155,0.5405440041008555,,
GPR173,,,0.47502143246824097
GPR22,1.0,,
GPR68,0.25725190560355393,,0.24127210582060082
GPR88,0.957522964840038,,0.8929312967317717
GPSM3,0.08980789031939927,,0.08041024396164584
GRAMD2B,,,0.4213446437283646
GRAMD4,1.0,,
GRB10,0.048586633492293876,,0.07618280999575963
GREM1,0.021281748554475826,,0.013646147666766225
GRIA2,,0.3296778978597161,
GRIK2,0.14390064278705703,0.15575333757151938,
GRIK3,0.5894105894105894,,0.5166014541014541
GRIN2B,,,0.13501498501498502
GRIN2D,0.23096597475182562,,
GRK2,0.048586633492293876,,0.04220417263895525
GRK5,1.0,,1.0
GRM1,0.8166667937660302,0.7772911299227089,
GRM5,,0.7965437703657599,
GRM8,0.7714358180679425,,
GRN,,0.0180345969819654,0.017887517887517888
GSAP,,,0.386647629568643
GSE1,1.0,,1.0
GSTK1,1.0,,1.0
GSTM2,1.0,,
GSTM3,1.0,,
GTF2IRD1,,,1.0
GTPBP1,0.14171926727980538,,
GTSF1,0.6679461842505321,,
GUCA1A,1.0,,
GUCY1A1,0.20263925797522636,,0.16824297198128974
GUCY1B1,0.3699909846251309,,
