,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ADORA2B,0.0464500777000777,,0.06542431175862261
ADPRH,1.0,,1.0
ADSL,0.5668484058314567,,0.49193000086921423
ADTRP,0.45897250646233007,,0.4642163222334581
AEBP1,,,0.2813364482631253
AES,1.0,,
AFF1,,,1.0
AFF2,0.11495271645647585,,0.11427343342236959
AGAP9,1.0,,1.0
AGFG2,1.0,,1.0
AGMAT,1.0,,1.0
AGO1,1.0,1.0,
AGPAT2,,,1.0
AGPAT3,,0.0851393504454729,0.053801503962275676
AGT,,,0.03602986161125696
AGTPBP1,1.0,1.0,
AHNAK,1.0,,1.0
AHRR,1.0,,1.0
AIF1,0.014261857545439635,,0.01327957756529185
AIF1L,0.5586618010491337,,
AK2,1.0,,
AK5,,,1.0
AKAP10,0.09247204408494732,,0.10936122700828584
AKAP11,,1.0,
AKAP12,1.0,,1.0
AKAP7,0.17825775092586374,,0.16199982590024087
AKAP8L,1.0,1.0,1.0
AKIRIN2,,,0.1482504564401116
AKNA,1.0,,1.0
AKR1B1,1.0,,1.0
AKT2,,,1.0
ALDH1A3,,,1.0
ALDH1L1,1.0,,1.0
ALDOA,1.0,,
ALDOC,1.0,1.0,
ALG13,1.0,,1.0
ALG8,,0.6091344552883015,
ALG9,0.389398174080255,,
ALKBH5,1.0,,1.0
ALOX5,0.019907176157176156,,
ALOX5AP,0.014261857545439635,0.043456543456543456,0.01327957756529185
ALPK1,1.0,,
AMMECR1,0.5055138409977119,,
AMOT,1.0,,1.0
AMOTL1,,1.0,
AMPD3,1.0,,1.0
ANGEL1,0.982792035889381,,
ANGPT1,0.1459859584859585,,0.08428105228105229
ANGPTL2,,0.33629115982057156,0.2563267297486566
ANGPTL4,,,0.27974533303686905
ANKDD1A,,0.5850361092651842,0.4426525855097284
ANKRD11,,0.8018842471397216,
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,0.3032471660570834,,0.29280047169955425
ANKRD40,1.0,1.0,
ANKRD44,1.0,,
ANKRD46,,0.6611093824208578,
ANKRD55,0.14801144186110018,,
ANKS6,1.0,,
ANO6,,0.6154186239292623,
ANO8,,,1.0
ANTXR1,0.1397258401975383,0.21504268926949338,
ANXA1,0.3367297308564697,,0.29280047169955425
ANXA11,1.0,,1.0
ANXA2,0.41905161877228914,,0.40046767853556364
ANXA3,,0.09758662390241338,0.06542431175862261
ANXA6,1.0,,1.0
AOAH,0.03718071811457025,,0.025702408190887455
AOC2,,1.0,
AP1S1,,1.0,
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,1.0,,
APBA2,1.0,,1.0
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,0.46031640889556996,,
APOBEC3C,0.39265188834154346,,0.32997738192543385
APOBEC3F,0.19865789096558328,,0.2077062132007187
APOD,,,0.45675189008522343
APOL2,0.1748708807532337,,0.2077062132007187
APOL3,0.03718071811457025,,0.04518745143745144
APOL6,0.04200195408986618,,0.041161790239281015
APRT,,,1.0
AQP3,0.12119100411783339,,0.10506201415292324
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,
ARF6,1.0,,1.0
ARFGAP1,1.0,,
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,,1.0
ARHGAP9,1.0,,0.9564657765381092
ARHGDIA,,,1.0
ARHGDIB,0.019907176157176156,,0.025702408190887455
ARHGEF1,1.0,,1.0
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL10,1.0,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.16174026419015283,,
ARMCX4,1.0,,1.0
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,1.0,1.0,
ARPP21,1.0,,
ARRB1,1.0,,1.0
ARRDC2,0.299903769018961,,0.28932700581390874
ARRDC4,0.6184897756492634,,0.5479132790718843
ARSD,,1.0,
ART3,0.7807001509129169,0.8932733932733932,0.7105715316028763
ARVCF,,,0.16199982590024087
ASAH1,,0.26973026973026976,
ASAP2,0.5790484964137659,,0.6243089537581062
ASAP3,1.0,,
ASNS,1.0,,1.0
ASPHD2,0.898884030542322,,
ASRGL1,,,0.9184121510991318
ATAD1,,1.0,
ATF2,,0.5655144855144855,
ATF3,,,0.1803918853423804
ATG4B,,1.0,1.0
ATL3,1.0,,1.0
ATOH8,,1.0,
ATP10A,1.0,,1.0
ATP10B,0.5833133612231,,
ATP10D,0.47585346380527105,,
ATP11A,1.0,,
ATP11C,0.25798003062656705,,
ATP1B2,1.0,,1.0
ATP1B3,1.0,,1.0
ATP5S,0.5238517827350314,,0.48877772887376725
ATP6V1B2,1.0,,
ATP7B,0.4430370726667023,,
ATP8A1,,1.0,1.0
ATXN1,0.014261857545439635,,0.01327957756529185
AUH,,1.0,
AUNIP,0.7374310472136558,,
AXL,,0.06135041429159076,
B2M,0.014261857545439635,,0.01327957756529185
B3GALNT1,,,0.5106091092006585
B3GALNT2,1.0,1.0,
B3GAT2,0.3498362454489535,,0.310318593478057
B3GNT2,0.8487194856425626,,0.8006126821155722
B3GNT5,0.5700953635736244,,
B3GNT9,,1.0,1.0
B4GALT1,0.07201204592508942,0.1426266041650657,0.09057352903506749
B4GALT2,0.09247204408494732,,0.06542431175862261
BACE2,0.22439400130202483,,0.18627933952098985
BACH2,1.0,,1.0
BAHCC1,,,1.0
BAMBI,,0.3367198838896952,0.19793134622031958
BATF3,0.7369558546029135,0.8697365352417618,0.6627403684398504
BBIP1,1.0,,1.0
BBS2,1.0,,1.0
BCAM,0.08900962051646984,0.16360110477757536,0.10506201415292324
BCAT1,1.0,,
BCL10,0.014261857545439635,,
BCL2L1,0.3534796031036632,,
BCL6,0.05548322645096839,0.1372311898627688,0.049577089577089575
BDKRB2,,,0.01327957756529185
BEND7,1.0,,1.0
BEST1,,,1.0
BET1L,1.0,,1.0
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,0.20995761979368538
BHLHE22,1.0,,1.0
BHLHE40,0.798633997581366,,0.7432892872182112
BICDL1,,1.0,
BICRA,0.6458466562272791,,
BIRC2,0.08517387904574535,,
BLOC1S6,1.0,,
BLVRB,,,1.0
BMP1,,0.11751628653037104,
BMP3,0.39643475265792866,,
BMP7,0.5740182615936537,0.7087795925005227,0.5219397771601948
BMPR1B,,,0.5012173100059085
BNC2,,,0.31352375435215674
BNIP3,0.17825775092586374,,
BNIP3L,0.20938225121492055,0.3244755244755245,
BOC,,0.09359870898332436,0.03072960097753486
BPNT1,0.32990803908377786,,
BRD9,1.0,,
BRSK2,1.0,,1.0
BRWD1,,1.0,
BSDC1,,1.0,
BSG,,,0.14967659459184882
BSPRY,0.201375071209782,,0.2077062132007187
BST2,0.014261857545439635,,0.01327957756529185
BTBD1,1.0,,
BTBD11,0.5652190234008416,,0.5647501057700615
BTF3L4,1.0,,
BTG2,1.0,,1.0
BTN2A1,0.025825525825525827,,0.02112660067205522
BTN2A2,0.019907176157176156,,0.025702408190887455
BTN3A1,0.04200195408986618,,0.03072960097753486
BTN3A2,0.019907176157176156,,0.053801503962275676
BUD31,1.0,,
C11orf54,1.0,,
C11orf68,1.0,,1.0
C11orf87,0.7831001270491716,,0.7167771987049095
C12orf45,1.0,,1.0
C12orf66,1.0,1.0,
C15orf39,0.48221366946466554,,0.43841026564860114
C15orf40,1.0,,1.0
C16orf89,,1.0,
C1D,1.0,,1.0
C1QL1,0.014261857545439635,,0.025702408190887455
C1R,0.014261857545439635,,0.01327957756529185
C1S,0.014261857545439635,,0.01327957756529185
C1orf159,,,0.42263993988131915
C1orf226,0.3391592974926308,0.4860037921262411,
C1orf61,0.7458411858411859,,0.6739624947657903
C2,,,0.01327957756529185
C22orf24,0.46227691227691226,,
C2CD4C,1.0,,
C3,0.014261857545439635,,0.01327957756529185
C3AR1,0.014261857545439635,,0.01327957756529185
C3orf18,0.495836627518505,,
C4orf19,1.0,,
C4orf3,0.6742493461594585,,
C5,0.019907176157176156,,
C6orf106,,,1.0
C6orf223,1.0,,
C9orf64,1.0,,1.0
C9orf72,,0.8398483237192914,
CA10,,,1.0
CA2,,0.11751628653037104,0.08149658560617465
CA4,,1.0,1.0
CA8,1.0,,
CAB39,0.8434744268077601,,
CAB39L,,0.5518786146588838,
CABIN1,1.0,,1.0
CACHD1,1.0,1.0,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,1.0,,
CACNG3,1.0,,
CACNG5,1.0,,1.0
CACNG7,,0.564935064935065,
CAD,1.0,1.0,
CADM3,0.060286716438136,,
CADPS,1.0,,1.0
CALCOCO1,,,0.27498546469607565
CALCOCO2,1.0,,
CALHM2,0.25091634983721317,,0.24642974475189242
CALHM5,,,1.0
CALR,,,0.17276864549591822
CALU,,,1.0
CAMK2B,1.0,,
CAMK2N1,1.0,,
CAMK4,1.0,,
CANT1,,,0.3153410011817091
CAP1,0.9183896860865954,,0.852398544851375
CAPG,0.15495315495315495,,0.15525184627481078
CAPNS1,,,0.8745817562718972
CAPRIN2,,,0.1523245661901124
CAPZB,,,1.0
CARMIL1,,,1.0
CARMIL2,0.5880273572581265,,0.5537866388930219
CARS2,1.0,,
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,0.014261857545439635,,0.01327957756529185
CASP10,0.0464500777000777,,0.049577089577089575
CASP3,0.267753262499322,,0.27331473050374505
CASP7,0.10864071329187609,,0.10225274725274726
CAST,0.701860086815839,,0.647587767880655
CAV1,,,0.01327957756529185
CAVIN1,,1.0,1.0
CAVIN2,,,0.5399554887026412
CAVIN3,,,1.0
CBFB,0.5930193927852007,,0.5733033486337451
CBLN2,,,0.03072960097753486
CBLN3,,0.06783460441997027,
CBLN4,0.0464500777000777,,0.041161790239281015
CBS,1.0,,
CBX5,1.0,,1.0
CBX7,1.0,,
CCDC112,,,0.31352375435215674
CCDC115,0.22976832327977367,0.33629115982057156,
CCDC14,,,1.0
CCDC184,,0.40624543995330514,
CCDC33,,0.3251424834158647,0.20618937439639845
CCDC40,0.4237979593628129,,
CCDC57,1.0,,
CCDC58,,,1.0
CCDC77,,,0.1330928579250727
CCDC8,,1.0,
CCDC80,,,0.602964602964603
CCDC85C,1.0,1.0,1.0
CCDC88A,,,1.0
CCDC88B,1.0,,1.0
CCDC92,1.0,,
CCL19,0.014261857545439635,,0.01327957756529185
CCL2,0.014261857545439635,,0.01327957756529185
CCL28,0.014261857545439635,0.043456543456543456,0.01327957756529185
CCL4,0.014261857545439635,,0.01327957756529185
CCL5,0.014261857545439635,,0.01327957756529185
CCNA1,,,1.0
CCNB1IP1,,,1.0
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,1.0,,
CCNE1,,1.0,
CCNL1,1.0,,
CCNL2,0.08097834369020811,,0.11427343342236959
CCNO,1.0,,
CCR1,0.014261857545439635,,0.01327957756529185
CCR2,0.019907176157176156,,0.02112660067205522
CCR5,0.014261857545439635,,0.01327957756529185
CCSAP,1.0,,
CD109,0.23532064949975398,,0.17812127991768711
CD164,0.18949615785058824,,0.1386201517780465
CD2,0.014261857545439635,,0.01327957756529185
CD200R1,0.03718071811457025,,0.02112660067205522
CD27,0.014261857545439635,,0.01327957756529185
CD274,0.019907176157176156,,0.049577089577089575
CD276,0.014261857545439635,0.043456543456543456,
CD300A,0.0464500777000777,,0.04518745143745144
CD37,0.014261857545439635,,0.01327957756529185
CD3E,0.014261857545439635,,0.01327957756529185
CD4,0.014261857545439635,,0.01327957756529185
CD40,0.014261857545439635,,0.01327957756529185
CD44,0.025825525825525827,,0.01327957756529185
CD47,0.014261857545439635,0.06135041429159076,0.025702408190887455
CD48,0.014261857545439635,,0.01327957756529185
CD53,0.014261857545439635,,0.01327957756529185
CD55,,,0.025702408190887455
CD6,0.31074616440470104,,0.30140616958798777
CD63,,,0.06945066427825049
CD74,0.014261857545439635,,0.01327957756529185
CD81,,,0.09057352903506749
CD83,,,0.01327957756529185
CD84,0.014261857545439635,,0.01327957756529185
CD86,0.014261857545439635,,0.01327957756529185
CD8A,0.014261857545439635,,0.01327957756529185
CD9,,,0.03072960097753486
CD99,,,0.3943632125450307
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42SE1,1.0,,1.0
CDC42SE2,0.6501192871055885,,0.5764148515240218
CDCA7,1.0,,1.0
CDH10,0.9154115884115883,,
CDH11,,,0.39716901709038016
CDH13,0.025825525825525827,,0.025702408190887455
CDH19,,,0.8941828830408217
CDH2,0.23305962330352573,,0.15525184627481078
CDH24,,,0.8046761300120225
CDH6,0.946064847850562,,0.8701617930941239
CDH8,,0.49664621093192524,
CDK10,1.0,,1.0
CDK5RAP2,1.0,1.0,
CDK6,1.0,,
CDK7,1.0,,
CDKN1A,,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,0.5765424479366787,,
CDON,,0.043456543456543456,0.02112660067205522
CDV3,,,1.0
CEACAM21,0.0464500777000777,,0.03072960097753486
CEBPD,0.11796845130178463,,0.08428105228105229
CECR2,1.0,1.0,
CELF4,,1.0,
CELSR2,,,0.258556013522901
CEMIP,1.0,,1.0
CENPB,,,1.0
CENPO,0.025825525825525827,,
CENPT,,,0.8313950559431054
CENPU,1.0,,
CEP290,,1.0,1.0
CEP44,,,1.0
CEP57,,,1.0
CEP78,1.0,,1.0
CEP95,,,0.955696162405138
CERCAM,,1.0,
CETN3,,1.0,
CFAP46,1.0,,
CFAP52,,1.0,
CFB,0.019907176157176156,,0.02112660067205522
CFLAR,0.019907176157176156,,0.03602986161125696
CGAS,1.0,,1.0
CGNL1,,1.0,
CHAC1,,1.0,
CHAF1A,1.0,,
CHCHD2,1.0,,1.0
CHD1L,1.0,1.0,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHGB,,0.2018626534755567,
CHI3L1,0.014261857545439635,,0.01327957756529185
CHI3L2,0.025825525825525827,,0.025702408190887455
CHKA,1.0,,1.0
CHPF,0.9517675999889439,,0.8887769560038469
CHPF2,,0.9087150473289086,0.7059072906788643
CHRAC1,,,1.0
CHRNA3,0.06825317539603254,,
CHST1,,,0.4131424131424131
CHST2,,1.0,
CHSY1,,,0.11755691615176392
CHTF18,1.0,,
CHTF8,,,1.0
CHURC1,,,0.6064150441832845
CIART,,,1.0
CIB1,0.6303939116439117,,0.5880543369673804
CIDEB,0.8241200371500269,,0.7735901344048773
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISH,0.031588246464279525,,0.02112660067205522
CLCN4,1.0,,
CLCN6,,,1.0
CLDN1,,,0.258556013522901
CLDN19,,0.8462427252462839,
CLDN5,,0.10258593865151243,
CLDND1,0.8333923808150613,,
CLEC1A,0.019907176157176156,,0.01327957756529185
CLEC2B,0.025825525825525827,,0.02112660067205522
CLIC5,1.0,,1.0
CLK3,1.0,,
CLN6,1.0,1.0,
CLOCK,,,1.0
CLPTM1L,,1.0,
CLSTN1,,,0.4069880896305767
CLSTN2,,,0.7668051792565411
CLVS2,,,1.0
CMPK2,0.06825317539603254,,
CMTM4,0.14255208660803065,,
CMTM6,,,0.24495436995436995
CMTM7,0.06409139640846959,,0.049577089577089575
CNKSR2,1.0,,1.0
CNKSR3,,0.8178584005922135,
CNOT6L,,1.0,
CNP,,,1.0
CNR1,,,0.03602986161125696
CNTN1,0.2441171966719412,,
CNTNAP1,0.2942624211659745,,0.24111724453021383
COBLL1,,1.0,
COCH,1.0,,1.0
COL12A1,,0.06783460441997027,
COL13A1,,,0.4816660337241451
COL18A1,,0.10696995312379928,
COL1A1,,,0.03602986161125696
COL1A2,,,0.2003233061834196
COL27A1,1.0,1.0,
COL4A5,0.3215482929768644,0.40461233681572667,
COL4A6,0.2942624211659745,0.34330669330669333,
COL5A1,,0.10258593865151243,
COL5A2,,,0.11427343342236959
COL6A1,,,0.23638560751962812
COL6A2,,,0.27974533303686905
COL8A2,,,0.02112660067205522
COLEC12,,,0.041161790239281015
COLGALT2,0.10165366548345273,,0.08806456701193544
COMT,,0.5056761420397784,
COPB1,1.0,,
COQ10B,1.0,,
COQ4,1.0,,
CORO1A,0.025825525825525827,,0.025702408190887455
CORO2B,,1.0,
CORO7,0.08900962051646984,,
COTL1,0.4859125147460665,,0.4426525855097284
COX11,0.8670861183577359,,0.8026483132252363
COX6B2,1.0,1.0,
CPA4,,0.9308476539746897,
CPAMD8,,0.49664621093192524,
CPD,,,0.4485986650165754
CPE,,,0.5537866388930219
CPED1,,,0.16797165873141234
CPNE1,1.0,,1.0
CPNE2,1.0,1.0,
CPNE4,1.0,,
CPNE6,1.0,,1.0
CPNE7,1.0,,1.0
CPNE8,,,0.5764148515240218
CPPED1,,,1.0
CPQ,,,0.19132905929022434
CPSF3,1.0,,
CPSF6,,,1.0
CPT1A,1.0,,1.0
CRABP2,,1.0,
CREBBP,0.5510501768170479,0.6612489551265062,
CREBRF,1.0,1.0,
CRELD2,,0.4464588043535411,
CREM,0.5652190234008416,,0.544703034522039
CRH,,0.043456543456543456,
CRHR2,,0.10696995312379928,0.053801503962275676
CRLF3,0.019907176157176156,,0.02112660067205522
CROCC,0.4569995222169136,0.5222795637542181,0.408866683122828
CRTAM,0.019907176157176156,,0.01327957756529185
CRTC3,,1.0,
CRY1,1.0,1.0,1.0
CRYBG1,0.22439400130202483,0.2897102897102897,0.20388347711767787
CSF1,0.06409139640846959,,0.06178413731283823
CSF2RB,0.014261857545439635,,0.01327957756529185
CSGALNACT1,0.19312056364687943,,0.1833472247673431
CSMD1,0.30914673561732386,0.42241629338403536,
CSMD2,0.17145436620272508,,0.20192915698533676
CSRNP1,0.7697441447441448,,0.7159191614836776
CSRNP3,,1.0,
CSRP1,1.0,,1.0
CSRP2,0.6910634008848293,,
CSTB,,,0.14967659459184882
CTBP2,0.7374310472136558,0.9022683002616112,
CTBS,0.031588246464279525,,0.03072960097753486
CTDP1,1.0,,
CTDSP1,,,0.4854796226637382
CTDSP2,,1.0,1.0
CTHRC1,,,1.0
CTIF,,1.0,1.0
CTNNBIP1,0.25798003062656705,0.33629115982057156,0.22785207687516748
CTPS1,1.0,1.0,
CTSA,,0.3251424834158647,0.23076748426398777
CTSB,,,0.03602986161125696
CTSC,,,0.03072960097753486
CTSH,,,0.03602986161125696
CTSO,0.0464500777000777,,0.06945066427825049
CTSS,0.014261857545439635,,0.01327957756529185
CTSZ,0.12925239012195536,,0.08149658560617465
CTTN,1.0,,1.0
CUEDC1,0.5257895370960698,,0.5256881049984499
CUL9,,,1.0
CUX1,1.0,1.0,
CXCL10,0.014261857545439635,,0.01327957756529185
CXCL16,0.22239496203993245,,0.22283083642654303
CXCL8,0.014261857545439635,,0.01327957756529185
CXCL9,0.014261857545439635,,0.01327957756529185
CXorf21,,,0.369298728482402
CYB5R3,,1.0,1.0
CYBA,0.014261857545439635,,0.02112660067205522
CYBRD1,,1.0,1.0
CYGB,0.6385025379245032,,0.5032426202638969
CYLD,1.0,,1.0
CYP26B1,,,0.364187866927593
CYP27A1,,0.9087150473289086,0.7821337270080015
CYR61,,,0.08806456701193544
CYSTM1,0.7685234551544712,,0.7209293712299724
CYTH1,1.0,,
CYTH2,1.0,,
CYTH4,1.0,,1.0
CYYR1,0.4569995222169136,,0.3943632125450307
DAAM2,0.18375854914316453,,
DAB2,,,0.07789696337182371
DACH1,0.7369558546029135,0.8599174676913193,
DACT1,1.0,,
DACT2,1.0,,1.0
DACT3,1.0,,
DAPK2,,,1.0
DAPP1,1.0,,1.0
DAZAP2,0.48221366946466554,,
DBF4B,1.0,,1.0
DBI,1.0,,1.0
DBNL,,1.0,
DBP,0.20938225121492055,,0.20388347711767787
DCAF11,1.0,1.0,
DCAF17,1.0,,1.0
DCN,,,0.11172721509259971
DCUN1D3,0.6999548730958276,0.8654841661834668,
DCUN1D4,,,1.0
DDAH1,0.28797230167093185,,0.24642974475189242
DDB2,,,1.0
DDIT4,1.0,,1.0
DDIT4L,,0.5964035964035965,
DDR2,,0.2733676579830426,0.1884509252930306
DDRGK1,,,0.5157057394819633
DDX11,1.0,,1.0
DDX3Y,1.0,,1.0
DDX51,1.0,,1.0
DDX52,,1.0,
DDX55,0.9095864055783895,,0.8323720006229511
DDX56,1.0,,1.0
DDX58,0.04200195408986618,,0.053801503962275676
DEAF1,,1.0,
DEDD2,0.14255208660803065,,
DENND1C,0.19509032634032636,,0.15525184627481078
DENND4A,1.0,,1.0
DENND6B,0.7182334149367116,,0.6532116532116532
DEPP1,1.0,1.0,0.9548763396313305
DERL1,0.8790621738950006,,
DES,1.0,,1.0
DET1,,,0.7236176996656039
DEXI,1.0,,1.0
DFFA,0.07201204592508942,,
DGKA,0.22592330150469683,,0.1803918853423804
DGKB,1.0,,0.9338228103095441
DGKE,,,0.6532116532116532
DGLUCY,1.0,,1.0
DHFR,,1.0,
DHRS7,0.20364062167340857,,
DHTKD1,1.0,,1.0
DIAPH1,1.0,,1.0
DIP2A,0.0511328136746197,,0.06178413731283823
DIRAS2,1.0,1.0,
DIS3L,,,1.0
DKK1,,1.0,
DLGAP2,,,0.7209293712299724
DLL1,0.3048941190388559,0.40461233681572667,0.267327443798032
DMC1,1.0,,
DMPK,,,1.0
DMTN,,1.0,
DNAAF5,1.0,1.0,
DNAH7,,1.0,
DNAJA1,1.0,,
DNAJA3,,,0.5733033486337451
DNAJA4,1.0,,
DNAJB1,0.7387053771418592,,0.7105715316028763
DNAJB2,,0.7556518952745369,
DNAJB9,1.0,,
DNAJC1,0.1513305698826061,,0.1482504564401116
DNAJC10,,,0.19793134622031958
DNAJC11,,1.0,
DNAJC15,,,1.0
DNAJC19,,,1.0
DNASE1L1,,0.043456543456543456,
DNASE2,1.0,,
DNER,,,0.31352375435215674
DNHD1,,,1.0
DNM1,,,0.9080326531670369
DNMBP,1.0,1.0,
DNMT1,,1.0,
DOC2A,,,1.0
DOCK1,,0.47779912395297014,
DOCK10,1.0,,1.0
DOCK5,0.9771971870494038,,
DOCK6,0.41335350043215213,,
DOCK8,1.0,,1.0
DOCK9,,,0.48877772887376725
DOK5,0.37160062160062163,0.4976200270317918,0.36777001988461744
DONSON,,1.0,1.0
DPH7,,,1.0
DPP10,1.0,,
DPP6,,1.0,
DPP7,0.40932542634670294,,0.369298728482402
DPY19L1,0.29251360884013944,,0.31352375435215674
DPY19L2,,0.33629115982057156,
DPYD,0.22976832327977367,,0.21256964451156832
DPYSL2,,1.0,
DRAM1,,,0.3302771726840495
DRAP1,1.0,,1.0
DRP2,,,0.29712296835584506
DSC2,,,0.26515615532008974
DSCAM,0.0464500777000777,,
DSCC1,,1.0,
DTNBP1,1.0,,
DTX3,,1.0,0.9123561623561623
DTX3L,0.5013505974544935,,0.4139399853685568
DUSP10,0.4381778442551923,,0.3847354247888293
DUSP5,,,1.0
DUSP8,1.0,,
DYNC2H1,0.07201204592508942,,
DYRK4,,0.5467623285805104,
DYSF,0.37160062160062163,,0.35424519847329305
E2F1,1.0,,
ECE1,,,0.20192915698533676
ECH1,,,1.0
ECHDC2,1.0,,1.0
ECHDC3,1.0,,
ECI1,1.0,1.0,
EDIL3,,,0.11172721509259971
EEF2K,1.0,,1.0
EEFSEC,1.0,,1.0
EEPD1,1.0,,
EFCAB14,,,1.0
EFCAB2,,0.7774070947502683,
EFEMP1,,1.0,
EFEMP2,0.2462564658571918,,0.23279676844894237
EFHC1,1.0,,
EFHD1,1.0,,
EFNA1,0.25091634983721317,,0.22535040716858898
EFNA3,0.34562246264373925,,0.310318593478057
EFR3B,0.8201756576756578,,0.7220687220687221
EFS,1.0,,1.0
EFTUD2,1.0,,1.0
EGFL7,,0.07901189719371537,
EGFR,,0.5014216552678091,
EGLN1,1.0,,
EGR1,,0.3251424834158647,0.20995761979368538
EHD1,0.34562246264373925,,0.3264964353498461
EHD4,1.0,,1.0
EID2,,,0.10506201415292324
EIF1AY,1.0,,0.9712926212028544
EIF1B,,1.0,
EIF2AK2,0.24239914497267437,,
EIF2AK3,0.6487586061809307,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,1.0
EIF4E3,0.5257895370960698,,
EIF4EBP2,1.0,,
EIF4G1,,1.0,
EIF4G3,1.0,,
EIF4H,1.0,,1.0
ELF1,0.014261857545439635,,0.01327957756529185
ELK3,0.2800733749009611,,0.23835139219754609
ELL2,1.0,,1.0
ELMSAN1,1.0,,1.0
ELOF1,1.0,,
ELOVL6,,,0.9346686220543625
ELP1,,,0.7314954619216265
ELP6,,1.0,
EMB,0.14255208660803065,,0.1461333426398929
EMC7,1.0,,
EMID1,1.0,,1.0
EMILIN2,,,0.4844082335035291
EMILIN3,0.5238517827350314,,0.5396820322534609
EML3,1.0,,1.0
EML4,,,1.0
EMP1,0.2701539298397937,,0.23279676844894237
EMP2,,0.5429091456488716,
EMP3,0.019907176157176156,,0.03072960097753486
EMX2,1.0,,1.0
ENAH,1.0,,1.0
ENC1,1.0,,
ENDOD1,1.0,,
ENG,0.23755650657320415,,0.20192915698533676
