,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
BBIP1,,,1.0
BBS2,,,1.0
BCAM,0.6614127862019936,,
BCL6,0.054883047986496264,,0.03783716283716284
BDKRB2,,,0.04850918312456774
BEND7,1.0,,
BET1L,,,1.0
BGN,,,0.17254121343340673
BHLHE22,0.9487259557980916,,0.9030239167225468
BHLHE40,0.7408771004276622,,0.6749801922215716
BLVRB,,,0.9885483546843893
BMP1,,0.40143640143640147,
BMP7,1.0,,
BNC2,,,0.1933606463223188
BNIP3,0.25116743721394885,,
BOC,,0.4962456897940769,0.37084633743344964
BRSK2,,,0.7944166223387004
BST2,0.07707546690597539,,0.11325409284592959
BTBD1,1.0,,
BTBD11,0.24023000808715095,,0.20179820179820182
BTG2,,,1.0
BTN2A1,0.3913385089855679,,0.3677856915266987
BTN2A2,0.165876827798536,,0.1643432325250507
BTN3A1,0.2287590458322166,,0.22384899868343577
BTN3A2,0.10879073080030018,,0.08698198353370769
C15orf39,0.9728924921232613,,
C15orf40,,,0.2399229435060054
C1D,1.0,,
C1QL1,0.43559808612440193,,0.39944037655708137
C1R,0.029528912645795765,,0.03783716283716284
C1S,,,0.03737003737003737
C1orf226,1.0,,
C3,0.021450247865342206,,0.025224775224775224
C3AR1,0.021450247865342206,,
C4orf3,0.7662636576022402,,
C9orf64,0.7975532160147545,,0.7729502787163414
CABIN1,0.4994312046335168,,0.4781648414216264
CACHD1,1.0,,
CACNA1I,,1.0,
CACNG5,1.0,,1.0
CAD,0.5278293135435992,,
CADPS,0.7217887120956588,,0.6744033168903636
CALHM2,0.07707546690597539,,0.10677153534296391
CAMK2N1,1.0,,
CANT1,,,0.5024694181320687
CAP1,1.0,,1.0
CAPG,0.2530013339261894,,0.24586173320350538
CAPRIN2,,,0.23233345601766656
CAPZB,,,1.0
CARMIL2,1.0,,1.0
CASK,1.0,,1.0
CASP1,0.021450247865342206,,0.025224775224775224
CASP10,0.07270636340403783,,0.03783716283716284
CASP7,0.16476277345842563,,0.17913246174115738
CAST,1.0,,1.0
CAVIN1,,,0.6888137591396597
CBFB,,,0.2093484746545971
CBLN4,,,0.465031796955687
CBS,1.0,,
CBX7,1.0,,
CCDC112,,,0.4849732751973078
CCDC33,,,0.8773834860791383
CCDC80,,,0.43649828432437127
CCDC85C,1.0,1.0,
CCL19,0.021450247865342206,,0.03783716283716284
CCL2,0.021450247865342206,,0.025224775224775224
CCL28,0.029528912645795765,,
CCL4,0.042499556518248105,,
CCL5,0.021450247865342206,,0.025224775224775224
CCNB1IP1,,,1.0
CCND2,,,1.0
CCND3,0.713325889796478,,0.659792381531512
CCR1,0.03628286607010011,,
CCR2,0.08210678210678211,,0.06910897321856227
CCR5,0.03628286607010011,,0.03783716283716284
CCSAP,1.0,,
CD109,,,0.2850888723464901
CD164,0.5539095940555795,,0.5143489323176823
CD2,0.021450247865342206,,0.025224775224775224
CD200R1,0.24266376897955846,,0.2120591273133646
CD27,0.021450247865342206,,0.03737003737003737
CD274,0.09810494074453466,,0.08408258408258408
CD276,,0.10609390609390609,
CD300A,0.20170152428216945,,0.1853976412280299
CD37,0.0528773552029366,,0.05087349625164751
CD3E,0.021450247865342206,,0.04248383195751617
CD4,0.06932092297945958,,0.05433028509951587
CD40,,,0.025224775224775224
CD44,0.2894930003683319,,0.3346402341377216
CD47,0.10536780292877854,,
CD48,0.021450247865342206,,0.025224775224775224
CD53,0.029528912645795765,,0.03783716283716284
CD6,0.48754802509743217,,0.5055024815503858
CD63,,,0.5182366271860436
CD74,0.021450247865342206,,0.025224775224775224
CD83,,,0.06023826919349307
CD84,0.08697313615346403,,0.08408258408258408
CD86,0.021450247865342206,,
CD8A,0.021450247865342206,,0.025224775224775224
CD9,,,0.3295185826831396
CDC42EP1,,,1.0
CDC42SE2,0.5354944121299262,,0.5143489323176823
CDH13,0.7668463611859838,,0.7275717479799113
CDH2,1.0,,
CDH24,,,1.0
CDH6,1.0,,1.0
CDK10,,,0.9900633277256653
CDK5RAP2,,1.0,
CDK6,0.48786646424441704,,
CDKN1A,,,0.43305278599396246
CDKN2A,1.0,,
CDKN2D,0.5935834077426998,,
CDON,,,0.27571265943358964
CEACAM21,0.3011949089871168,,0.2688628736532928
CEBPD,0.021450247865342206,,0.03783716283716284
CECR2,0.46082723860501634,,
CELF4,,1.0,
CEMIP,1.0,,1.0
CENPU,1.0,,
CEP44,,,1.0
CEP57,,,1.0
CEP78,1.0,,1.0
CFB,0.03628286607010011,,0.03737003737003737
CFLAR,0.029528912645795765,,0.025224775224775224
CGAS,1.0,,1.0
CHAC1,,0.45291550554708454,
CHAF1A,1.0,,
CHCHD2,1.0,,
CHD7,1.0,,
CHI3L1,,,0.35983293814619116
CHI3L2,0.8393981957891733,,0.7900745258004639
CHKA,1.0,,1.0
CHPF,1.0,,1.0
CHPF2,,,1.0
CIB1,0.5653366597105254,,0.5345134711737398
CIDEB,,,0.7729502787163414
CIR1,1.0,,
CISH,0.3806237815048388,,0.3354895104895105
CLCN6,,,1.0
CLDN19,,1.0,
CLDN5,,0.5405737120022834,
CLDND1,0.6993204164256795,,
CLEC2B,0.31292444928808566,,0.30822962937845444
CLIC5,1.0,,1.0
CLN6,,0.8327801231027037,
CLSTN2,,,1.0
CLVS2,,,1.0
CMPK2,0.021450247865342206,,
CMTM7,0.0469778155728569,,0.05087349625164751
CNKSR2,,,1.0
CNKSR3,,0.6429933702660976,
CNR1,,,0.12492269635126779
CNTN1,1.0,,
CNTNAP1,1.0,,1.0
COL4A5,0.6136700669572642,0.702979946882386,
COL4A6,0.49820064105778394,0.5405737120022834,
COL5A2,,,0.40314087718150926
COL6A1,,,0.44360811602190914
COQ10B,1.0,,
CORO1A,0.0469778155728569,,0.05087349625164751
COTL1,1.0,,
CPED1,,,0.7864194628900512
CPNE1,0.5110470481899053,,0.4781648414216264
CPNE2,1.0,1.0,
CPNE6,1.0,,1.0
CPQ,,,0.373612236819784
CPT1A,0.7033294038204022,,0.6461082776872251
CREBBP,,0.16419294990723562,
CRHR2,,,0.30106989784409144
CRLF3,0.35207818186541595,,
CROCC,0.5846146735826451,,
CRTC3,,1.0,
CRY1,1.0,,1.0
CRYBG1,0.6050089041393389,,0.5808213926295107
CSF1,0.16695192918969143,,0.13263731573590729
CSF2RB,0.042499556518248105,,
CSGALNACT1,1.0,,1.0
CSMD2,0.600455882146023,,
CSRNP1,1.0,,
CSRP1,0.10536780292877854,,0.08198051948051949
CTBP2,0.44527139527139525,,
CTBS,,,1.0
CTDSP2,,,0.98263130193464
CTIF,,,1.0
CTNNBIP1,1.0,1.0,1.0
CTSB,,,0.07207078635650065
CTSC,,,0.07207078635650065
CTSH,,,0.1737090748079759
CTSO,0.26086661214139967,,0.25689034891488877
CTSS,0.029528912645795765,,0.03783716283716284
CTSZ,0.5735341857424442,,0.5641263052144854
CUEDC1,1.0,,
CXCL10,0.029528912645795765,,0.03783716283716284
CXCL16,0.054883047986496264,,0.05433028509951587
CXCL8,,,0.04248383195751617
CXCL9,0.021450247865342206,,0.025224775224775224
CYBA,0.11261380129304659,,0.08408258408258408
CYGB,1.0,,
CYLD,0.6993204164256795,,
CYP26B1,,,0.03737003737003737
CYP27A1,,,0.1853976412280299
CYTH1,1.0,,
CYTH4,1.0,,1.0
CYYR1,0.8763320013320014,,0.8004015215553677
DAAM2,1.0,,
DACT2,0.4151602113385553,,0.3792495207808433
DAPP1,0.9360497052804745,,0.8546185675523216
DAZAP2,1.0,,
DBP,0.03628286607010011,,
DCAF11,1.0,1.0,
DCAF17,,,1.0
DCUN1D3,1.0,,
DDAH1,,,0.6448305215910849
DDIT4,0.1512935733468053,,
DDX11,0.2894930003683319,,0.29997029997029995
DDX3Y,1.0,,1.0
DDX55,1.0,,
DDX56,,,1.0
DDX58,0.0469778155728569,,
DENND1C,0.4891415068232357,,0.49839273629596215
DENND4A,0.3872284920319855,,
DEPP1,0.5549714402173418,,0.5722635573381841
DES,0.6691903414311442,,0.606870277802636
DGKA,0.8950488211935774,,0.8448489309733329
DGKB,1.0,,
DGLUCY,1.0,,
DIP2A,0.2894930003683319,,0.27026544883687736
DIRAS2,1.0,1.0,
DLL1,0.9988265486219102,,0.9688099511108359
DNAAF5,0.8984886081660275,,
DNAJB1,0.7662636576022402,,
DNAJC1,0.7286175981828156,,0.6656537906537907
DNAJC15,,,1.0
DNHD1,,,1.0
DNMT1,,1.0,
DOC2A,,,1.0
DOCK1,,0.2687712287712288,
DOCK10,1.0,,1.0
DOCK8,0.49792842816098626,,0.4438694352857443
DOK5,1.0,,
DPH7,,,1.0
DPP10,1.0,,
DPP7,0.9245180107249071,,0.8880980770381692
DPY19L1,0.7217887120956588,,
DPYD,,,0.9030239167225468
DRAP1,0.4058479155253349,,
DSC2,,,0.4838194592292953
DSCAM,0.9735654222658328,,
DTX3L,0.20170152428216945,,0.17069396768644887
DYSF,1.0,,
ECE1,,,0.8634938728982615
ECHDC2,,,1.0
EEF2K,0.5443543565090526,,0.463879340997985
EEFSEC,1.0,,
EEPD1,1.0,,
EFEMP1,,0.28881118881118883,
EFEMP2,,,0.06023826919349307
EFHC1,1.0,,
EFNA1,0.3921068085927088,,0.3989573644746059
EFNA3,0.9733417267663842,,
EFR3B,1.0,,
EFS,1.0,,1.0
EFTUD2,1.0,,1.0
EGLN1,0.7184086272034155,,
EGR1,,,0.2425459156228387
EHD1,1.0,,1.0
EIF1AY,1.0,,1.0
EIF1B,,0.4420579420579421,
EIF2AK2,0.12126540126540127,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,
EIF4H,1.0,,
ELF1,0.03628286607010011,,0.04248383195751617
ELK3,,,0.4838194592292953
ELL2,0.2287590458322166,,
ELOVL6,,,0.2449946219914271
EMB,0.3580465511499994,,0.3206870648731114
EMID1,1.0,,1.0
EMILIN3,0.4849396076760262,,
EML3,1.0,,1.0
EML4,,,1.0
EMP1,,,0.4781648414216264
EMP3,0.19996941169579605,,0.1447323168634644
EMX2,0.141537177681756,,0.14353846989830255
ENAH,,,1.0
ENG,0.09810494074453466,,
ENO1,0.7975532160147545,,
ENO2,1.0,,
ENO3,0.9728924921232613,,0.9414246467817896
ENPP2,,,0.5409419477860542
ENTPD1,0.03628286607010011,0.11051448551448552,
EP400,0.2280743947410614,,
EPAS1,,0.5278691896338955,
EPHA10,,0.8327801231027037,
EPHA4,,,0.9781035291239373
EPHA7,0.12740707568293777,,0.1447323168634644
EPHA8,0.8211636618313402,,0.778317077659183
EPHB1,,,1.0
EPSTI1,0.28105783105783105,,0.275179366088457
ERO1A,0.16695192918969143,,0.14161277319172055
ERP27,0.4151602113385553,,
ESPL1,1.0,1.0,
ESYT1,1.0,,1.0
ETS1,0.0594438241497065,,0.04248383195751617
ETV6,0.23285148586353407,,0.275179366088457
ETV7,0.5353708205490569,,0.5143489323176823
EVI2A,0.10879073080030018,,0.11545668262086171
EVI2B,0.0528773552029366,,0.03737003737003737
EVX1,,,0.5632900933652814
EXOG,1.0,,1.0
EXOSC8,1.0,,
F3,,,0.05433028509951587
F8,0.35044082131460774,,
FABP5,0.31420840466066596,0.4125874125874126,0.2850888723464901
FADS3,,,0.43274012639439335
FAM102A,0.34273079861315153,,0.3413130079796746
FAM107A,1.0,,1.0
FAM111A,0.21807751996431243,,
FAM114A1,,0.9328324736488003,
FAM117A,1.0,,1.0
FAM129A,0.4239150679828646,,0.39944037655708137
FAM13C,,,1.0
FAM162A,1.0,,
FAM171B,,,0.8004015215553677
FAM210B,0.8751637002758079,,
FAM219B,,,0.8553455963189088
FAM221A,1.0,,
FAM222A,0.6559565645860063,,0.6468792531510302
FAM78A,1.0,,1.0
FAM81A,,,1.0
FAM83H,,,1.0
FAM92A,1.0,,1.0
FAN1,,,1.0
FANCA,0.35207818186541595,,
FAS,0.021450247865342206,,0.025224775224775224
FASLG,0.0469778155728569,,0.05087349625164751
FAT1,,1.0,
FBLN5,0.6715248146196565,,0.6321819773147207
FBN1,,,0.37084633743344964
FBXO2,,,0.21669605562223013
FBXO22,,,0.6261469027426473
FBXO32,1.0,,1.0
FBXO6,0.5018781602274884,,0.5114885114885115
FBXW4,,,1.0
FCGRT,,0.25370281892021024,
FEM1C,0.7815934065934065,,
FGD3,1.0,,1.0
FGF11,0.5846146735826451,,
FGF12,0.798594043992817,,0.7613447911955374
FGF14,,,0.331234422143513
FGFR1,,0.10609390609390609,
FGFR2,,0.5278691896338955,
FGFR3,,,0.5784382593287973
FGL2,0.054883047986496264,,0.03783716283716284
FILIP1L,,,0.20661931924730562
FJX1,1.0,,
FKTN,0.4682571526833822,,
FLNC,,,0.6163026163026163
FLOT1,,,0.8553455963189088
FMNL1,1.0,,1.0
FNBP1,1.0,,
FNBP1L,,,1.0
FNDC3B,0.2894930003683319,,0.24671253511378902
FOLH1,1.0,,1.0
FOS,0.10231768231768232,,0.06440368142495802
FOSL2,0.029528912645795765,,0.025224775224775224
FOXO1,0.16695192918969143,,0.1515480566863966
FOXP4,0.5443543565090526,,
FRMD5,1.0,,1.0
FSD1L,,,0.11325409284592959
FSTL5,1.0,,
FURIN,0.16476277345842563,,0.17069396768644887
FUS,1.0,,
FUT7,0.35207818186541595,,
FUT9,,,1.0
FXYD5,0.42692328768278137,,0.4276518183802952
FYB1,0.07270636340403783,,0.0896880896880897
FZD5,0.054883047986496264,,0.05087349625164751
FZD6,,0.10609390609390609,
GAB1,0.5507655050616659,,0.4838194592292953
GABARAPL1,1.0,,
GABRB2,1.0,,
GADD45B,0.7597133025704454,,0.731475655074976
GALM,1.0,,1.0
GALNT14,1.0,,
GALNT5,1.0,1.0,
GALNT6,,1.0,1.0
GALNT8,1.0,,
GAPDH,0.35983282772273595,,
GATA3,0.2665526563831649,,
GBE1,1.0,,
GBP1,0.042499556518248105,,0.04850918312456774
GBP2,0.14770269100977762,,0.15371347402597402
GCA,1.0,1.0,
GFAP,1.0,,1.0
GFRA1,1.0,,0.9688691279265653
GIGYF1,1.0,,1.0
GIMAP1,1.0,,1.0
GIMAP4,0.09810494074453466,,0.06910897321856227
GIMAP7,1.0,,1.0
GIMAP8,0.36338091132611683,,0.3354895104895105
GLB1L2,0.3644121115904411,,
GLCE,1.0,,1.0
GLDC,0.48754802509743217,,
GLI3,,0.4125874125874126,
GLIPR1,0.43707133202931525,,0.42893230117899717
GLRX,1.0,,
GMPR,,,1.0
GMPR2,1.0,,1.0
GNA13,1.0,,
GNA15,0.6507427836218297,,0.5990884115884115
GNAI1,1.0,1.0,
GNB3,,,1.0
GNG5,1.0,,
GOLIM4,1.0,,
GON4L,,,0.6042858240660438
GPC1,0.6136700669572642,,0.5567502177671669
GPC3,0.16476277345842563,,0.1447323168634644
GPD2,1.0,,1.0
GPI,1.0,,
GPR15,0.35207818186541595,,0.30215773531281553
GPR155,1.0,,
GPR173,,,0.6227225368549161
GPR68,0.3033598525826505,,0.27571265943358964
GPR88,1.0,,1.0
GPSM3,0.35410491148196066,,0.3453758954981449
GRAMD2B,,,1.0
GRAMD4,1.0,,
GRB10,0.8120450977593834,,0.7567432567432567
GREM1,0.7476011988011988,,
GRIA2,,1.0,
GRIK2,1.0,1.0,
GRIK3,,,1.0
GRIN2B,,,1.0
GRIN2D,1.0,,
GRK2,0.3539290897781464,,0.2850888723464901
GRK5,,,1.0
GRM5,,1.0,
GRN,,,0.08698198353370769
GSAP,,,0.15371347402597402
GSE1,1.0,,1.0
GSTK1,0.11885387339932794,,0.14161277319172055
GSTM3,0.1512935733468053,,
GTSF1,0.11885387339932794,,
GUCA1A,0.8946911077088591,,
GUCY1A1,0.12951605356668647,,0.11545668262086171
GUCY1B1,0.24858523400797455,,
GUK1,0.042499556518248105,,
GXYLT2,,,1.0
GYPC,0.6050089041393389,,0.6116206842159655
H2AFY2,1.0,,
HACD4,0.12740707568293777,,0.14229360383206538
HAPLN3,0.179907634453089,,0.1737090748079759
HAUS5,1.0,,
HAVCR2,0.16973998223998224,,
HCLS1,0.0469778155728569,,0.04850918312456774
HCN3,,1.0,1.0
HCST,0.2894930003683319,,0.2850888723464901
HEG1,,0.4927859026219682,
HENMT1,1.0,,1.0
HERC5,0.20170152428216945,,
HERC6,0.179907634453089,,
HES5,0.5421639358792778,,
HEY2,0.6283181412715091,,
HIF3A,0.7975532160147545,,
HILPDA,0.1784836324085471,,0.13609646167785702
HIP1R,1.0,,1.0
HIPK2,0.47600367112562236,,
HIPK3,0.7190890410402605,,
HIST1H1C,,0.21611721611721613,
HIST2H2BE,,1.0,
HIVEP2,0.2894930003683319,,
HK1,0.4865774225774226,,0.4836485828221366
HLA-A,0.1825064567539484,,0.18763692447902974
HLA-B,0.29096497170375796,,0.27026544883687736
HLA-C,0.029528912645795765,,0.05087349625164751
HLA-DMA,0.06932092297945958,,0.1025178030525624
HLA-DOA,0.021450247865342206,,0.03783716283716284
HLA-DPA1,0.042499556518248105,,0.05087349625164751
HLA-DPB1,0.021450247865342206,,0.05087349625164751
HLA-DQB1,0.08697313615346403,,0.0896880896880897
HLA-DRA,0.029528912645795765,,0.025224775224775224
HLA-E,0.03628286607010011,,0.03783716283716284
HLA-F,0.042499556518248105,,0.05433028509951587
HMGA2,1.0,,1.0
HMGCLL1,1.0,,
HMGCR,,1.0,
HMGCS1,,,0.5474110010972014
HMGN4,1.0,,
HMGN5,1.0,,
HMOX2,1.0,,
HOPX,1.0,,0.9781035291239373
HOXB5,,1.0,0.953765169741501
HOXC4,,,0.8773834860791383
HPCAL4,,0.5846953046953047,
HPS3,1.0,,1.0
HPS6,,,1.0
HS3ST2,0.9183619848359731,,
HS3ST4,1.0,,
HS3ST5,,,0.2688628736532928
HSD17B11,0.8767191204041129,,
HSD17B7,,0.7723311171587034,
HSPB1,0.07707546690597539,,0.08408258408258408
HTATIP2,1.0,,1.0
HTR2C,0.4575756194013455,0.5277903914267551,
IARS,1.0,,
ICAM1,0.03628286607010011,,0.03783716283716284
ICAM2,0.31292444928808566,,0.2894646337269288
ID2,0.48754802509743217,,0.4922405529692979
ID4,1.0,,
IDI1,,0.1496196111580727,
IFI16,0.5388477693310407,0.6431943056943057,0.5191895483157618
IFI27,0.09473859473859474,,
IFI35,0.0528773552029366,,0.05087349625164751
IFI44,0.021450247865342206,,
IFI44L,0.021450247865342206,,
IFI6,0.0469778155728569,,0.03737003737003737
IFIT1,0.021450247865342206,,
IFIT2,0.30820330564576087,,0.2850888723464901
IFIT3,0.021450247865342206,,0.025224775224775224
IFITM1,0.13511897938127446,,0.15972444543873116
IFITM2,0.32924006686382923,,0.2833269881980484
IFITM3,0.11885387339932794,,0.1375896830442285
IFNAR2,0.0594438241497065,,0.07207078635650065
IFT81,1.0,,
IGDCC4,,,0.32163209541101573
IGF2BP2,1.0,,1.0
IGF2R,,0.40143640143640147,
IGFBP5,0.28733903459178184,,0.27571265943358964
IGFBP6,,,0.23818804146673003
IGFBP7,,0.1375291375291375,
IKBKE,0.11261380129304659,,0.07615026482951011
IKZF1,0.15579235579235579,,0.11325409284592959
IL10RA,0.029528912645795765,,0.025224775224775224
IL13RA1,0.021450247865342206,,0.03783716283716284
IL16,0.07270636340403783,,0.07615026482951011
IL18BP,0.03628286607010011,,
IL1R1,,,0.025224775224775224
IL27RA,0.021450247865342206,,0.03737003737003737
IL2RA,0.07270636340403783,,0.08698198353370769
IL2RB,0.03628286607010011,,0.04850918312456774
IL2RG,0.042499556518248105,,0.04850918312456774
IL6R,0.021450247865342206,,0.025224775224775224
IL6ST,0.0528773552029366,,0.03737003737003737
IL7R,0.021450247865342206,,0.025224775224775224
IL9R,0.9061712010617119,,0.8445867231809725
ILDR2,0.1157916157916158,,
ILF3,0.39617957799775977,,
IMP3,,1.0,
INSIG1,,0.8327801231027037,
INTS11,1.0,,
INTU,0.12951605356668647,,0.162366369262921
IQGAP1,1.0,,0.9973934111865148
IQGAP3,1.0,,
IRAK4,0.03628286607010011,,0.025224775224775224
IRF1,0.021450247865342206,,0.025224775224775224
IRF2,0.0594438241497065,,0.08408258408258408
IRF3,0.029528912645795765,,
IRF4,0.021450247865342206,,0.025224775224775224
IRF5,0.021450247865342206,,
IRF7,0.021450247865342206,,0.025224775224775224
IRF8,0.029528912645795765,,0.03783716283716284
IRF9,0.054883047986496264,,0.04850918312456774
IRS4,0.7158714042890225,0.7572192513368984,
ISG15,0.021450247865342206,,
ISM2,,0.6431943056943057,
ISYNA1,1.0,,1.0
ITGA2,0.0651704982915174,,
ITGA5,,,0.1853976412280299
ITGA6,0.3921068085927088,,0.3591323930306981
ITGAM,0.021450247865342206,,
ITGB2,0.03628286607010011,,0.04248383195751617
ITGB5,,,0.30822962937845444
ITK,0.20999382782822273,,0.25689034891488877
ITM2A,0.5155792973629786,,0.5336010143702452
ITM2B,0.6884963221596885,,
ITPRIP,,0.4877880739949706,
JADE2,0.6023380128643286,,0.5520894200139483
JAK1,0.0528773552029366,,0.06440368142495802
JAK3,0.09217809217809218,,0.11093618423461356
JMJD6,0.22174110719002363,,
JUN,0.48362524572201987,,0.4302071554818807
JUNB,0.0469778155728569,,0.05087349625164751
KANK2,,1.0,
KANK4,,1.0,
KAT2A,0.3011949089871168,,0.30404262404262405
KCNAB2,1.0,,1.0
KCNH8,,,1.0
KCNIP2,1.0,,1.0
KCNIP3,0.49820064105778394,,
KCNIP4,0.9098219564691867,,
KCNK5,1.0,,1.0
KCNK9,1.0,,
KCNQ3,1.0,,
KCNV1,1.0,1.0,1.0
KDM3A,0.3047262016334182,,
KDM5D,1.0,,1.0
KDM7A,,1.0,
KIAA1217,,0.8327801231027037,
KIAA1549,0.3047262016334182,,
KIAA1549L,0.4852742447932829,,
KIF2A,1.0,,
KLF10,0.3360186611418139,,0.2637484096450662
KLF13,,,0.4013032422123331
KLF2,0.28733903459178184,,0.275179366088457
KLF5,,0.6767306767306768,
KLF6,0.165876827798536,0.28881118881118883,
KLF9,0.9147552881272127,,0.8655250999000998
KREMEN1,0.3670589500185913,,0.34374938786703485
KRT18,,,0.46155971687886577
KSR2,,,0.5220941848848826
L3MBTL1,,,1.0
LAIR1,0.0469778155728569,,0.03783716283716284
LAMB2,,0.5277903914267551,
LAMC1,,0.4420579420579421,
LAMP1,,1.0,
LAP3,0.10231768231768232,,
LAPTM4B,0.6821178821178822,,0.6188236224207447
LAPTM5,0.0469778155728569,,0.03783716283716284
LARS,0.3466046148972978,,
LASP1,1.0,,
LAT2,,,0.04248383195751617
LAX1,0.35707479587387214,,0.35983293814619116
LBH,0.3864337416968996,,
LCP1,0.15579235579235579,,0.1447323168634644
LDHA,1.0,,1.0
LDLRAD3,0.7518840460016932,,0.6468792531510302
