,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
C1D,1.0,,1.0
C1QL1,0.0868676777767687,,0.08491268347037577
C1R,0.04514383254540735,,0.0444416141627297
C1S,0.04514383254540735,,0.04364180420518449
C1orf159,,,0.41847820076602366
C1orf226,0.585914684118277,0.5802918885625653,
C1orf61,0.07618959113975725,,0.06337980201616565
C2,,,0.05362906324444786
C22orf24,0.19286218368787175,,
C2CD4C,1.0,,
C3,0.04514383254540735,,0.04364180420518449
C3AR1,0.05259877736941957,,0.0444416141627297
C3orf18,0.5312586784284897,,
C4orf19,1.0,,
C4orf3,0.04718738052071385,,
C5,0.05482632121976384,,
C6orf106,,,1.0
C6orf223,1.0,,
C9orf64,0.7071028971028972,,0.6928830922670759
C9orf72,,1.0,
CA10,,,1.0
CA2,,0.8016203979506732,0.6878630105762685
CA4,,0.765715297360867,0.679706493300726
CA8,1.0,,
CAB39,0.8565598504060042,,
CAB39L,,0.5802918885625653,
CABIN1,1.0,,1.0
CACHD1,0.8471837440909605,0.8858546701112299,
CACNA1C,,,0.9476682609425973
CACNA1I,0.7798705014432963,0.761947317857861,
CACNA2D1,0.16763937816569394,,
CACNG3,0.4356349213879743,,
CACNG5,1.0,,1.0
CACNG7,,0.3600054767567458,
CAD,1.0,1.0,
CADM3,0.04514383254540735,,
CADPS,0.8471837440909605,,0.7616421091248337
CALCOCO1,,,0.3605457866671587
CALCOCO2,1.0,,
CALHM2,0.22245479388336534,,0.19505740161477866
CALHM5,,,0.5975809904381333
CALR,,,1.0
CALU,,,1.0
CAMK2B,0.16402559516331974,,
CAMK2N1,0.7709972431002474,,
CAMK4,0.5899547413254207,,
CANT1,,,0.19115544488678815
CAP1,0.5216492690982487,,0.5163099757385472
CAPG,0.3022329108591089,,0.28663987309520456
CAPNS1,,,0.9110798785301497
CAPRIN2,,,0.11547458752427697
CAPZB,,,1.0
CARMIL1,,,1.0
CARMIL2,1.0,,0.9476682609425973
CARS2,1.0,,
CASK,0.10290478752017214,,0.1046269747568449
CASKIN2,1.0,,
CASP1,0.0485047946976881,,0.04364180420518449
CASP10,0.1489160190458892,,0.14194557769976765
CASP3,0.15418551724284207,,0.15492840492840493
CASP7,0.09979576559211024,,0.12221443894750668
CAST,0.9302754052998911,,0.8400047099766462
CAV1,,,0.056337601792147245
CAVIN1,,1.0,1.0
CAVIN2,,,0.6635643232937717
CAVIN3,,,1.0
CBFB,0.572628346075362,,0.5220875015395563
CBLN2,,,0.04364180420518449
CBLN3,,0.0604612778525822,
CBLN4,0.0485047946976881,,0.04364180420518449
CBS,1.0,,
CBX5,1.0,,1.0
CBX7,1.0,,
CCDC112,,,1.0
CCDC115,0.7524135300707968,0.758106409719313,
CCDC14,,,1.0
CCDC184,,0.374140145568717,
CCDC33,,1.0,1.0
CCDC40,0.5564226927863292,,
CCDC57,1.0,,
CCDC58,,,1.0
CCDC77,,,1.0
CCDC8,,1.0,
CCDC80,,,0.04364180420518449
CCDC85C,1.0,1.0,1.0
CCDC88A,,,0.21563702754925324
CCDC88B,0.5151844304604253,,0.5317860346237191
CCDC92,1.0,,
CCL19,0.04514383254540735,,0.04364180420518449
CCL2,0.04514383254540735,,0.04364180420518449
CCL28,0.04514383254540735,0.05489247594510752,0.04364180420518449
CCL4,0.04514383254540735,,0.04364180420518449
CCL5,0.04514383254540735,,0.04364180420518449
CCNA1,,,1.0
CCNB1IP1,,,1.0
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,1.0,,
CCNE1,,0.7674589561382014,
CCNL1,1.0,,
CCNL2,1.0,,1.0
CCNO,1.0,,
CCR1,0.04718738052071385,,0.04364180420518449
CCR2,0.04514383254540735,,0.04364180420518449
CCR5,0.0485047946976881,,0.04364180420518449
CCSAP,1.0,,
CD109,0.10290478752017214,,0.12467611284179332
CD164,1.0,,1.0
CD2,0.04718738052071385,,0.0444416141627297
CD200R1,0.04514383254540735,,0.04364180420518449
CD27,0.08334967213471887,,0.0444416141627297
CD274,0.05902977331548761,,0.05362906324444786
CD276,0.04514383254540735,0.05489247594510752,
CD300A,0.06825317539603254,,0.05362906324444786
CD37,0.04514383254540735,,0.04364180420518449
CD3E,0.04514383254540735,,0.04364180420518449
CD4,0.04514383254540735,,0.04364180420518449
CD40,0.0485047946976881,,0.04364180420518449
CD44,0.11944305694305696,,0.0910068952026994
CD47,0.05482632121976384,0.0604612778525822,0.0444416141627297
CD48,0.04718738052071385,,0.04364180420518449
CD53,0.05482632121976384,,0.04364180420518449
CD55,,,0.04364180420518449
CD6,0.6362854435284342,,0.5569141326379634
CD63,,,0.19115544488678815
CD74,0.04514383254540735,,0.04364180420518449
CD81,,,0.07338713917661287
CD83,,,0.04364180420518449
CD84,0.04514383254540735,,0.04364180420518449
CD86,0.04514383254540735,,0.04364180420518449
CD8A,0.04514383254540735,,0.04364180420518449
CD9,,,0.16238485222442442
CD99,,,0.7373415794994217
CDC42,1.0,,
CDC42BPA,,,0.7763046709388173
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42SE1,1.0,,1.0
CDC42SE2,0.8419068005417542,,0.7576320810742175
CDCA7,1.0,,1.0
CDH10,0.04514383254540735,,
CDH11,,,0.04364180420518449
CDH13,0.04514383254540735,,0.04364180420518449
CDH19,,,0.04364180420518449
CDH2,0.04514383254540735,,0.04364180420518449
CDH24,,,0.04364180420518449
CDH6,0.04514383254540735,,0.04364180420518449
CDH8,,0.05489247594510752,
CDK10,1.0,,1.0
CDK5RAP2,1.0,1.0,
CDK6,0.5227533280968395,,
CDK7,1.0,,
CDKN1A,,,1.0
CDKN2A,1.0,,1.0
CDKN2D,0.8663861493476097,0.8429800288207367,0.8163366378663829
CDO1,1.0,,
CDON,,0.05489247594510752,0.04364180420518449
CDV3,,,0.9353750620476758
CEACAM21,0.04718738052071385,,0.04364180420518449
CEBPD,0.10644039504799,,0.09893432509840493
CECR2,1.0,1.0,
CELF4,,1.0,
CELSR2,,,0.04364180420518449
CEMIP,0.5151844304604253,,0.4658892176706903
CENPB,,,1.0
CENPO,1.0,,
CENPT,,,1.0
CENPU,1.0,,
CEP290,,1.0,1.0
CEP44,,,1.0
CEP57,,,1.0
CEP78,1.0,,1.0
CEP95,,,1.0
CERCAM,,0.9458474486407448,
CETN3,,1.0,
CFAP46,1.0,,
CFAP52,,1.0,
CFB,0.09979576559211024,,0.059449271658573985
CFLAR,0.15691045796308953,,0.1345663859949574
CGAS,1.0,,1.0
CGNL1,,1.0,
CHAC1,,1.0,
CHAF1A,1.0,,
CHCHD2,1.0,,1.0
CHD1L,1.0,1.0,
CHD5,,0.9952025995982041,0.9476682609425973
CHD7,0.10961357844150861,0.12442294547557704,
CHGB,,0.2713384176798811,
CHI3L1,0.7398435806287497,,0.7492060178627342
CHI3L2,0.34798932410872707,,0.2961931382984015
CHKA,1.0,,1.0
CHPF,1.0,,1.0
CHPF2,,1.0,1.0
CHRAC1,,,1.0
CHRNA3,0.18389723484063109,,
CHST1,,,0.4946139041821656
CHST2,,1.0,
CHSY1,,,0.7130173996908483
CHTF18,1.0,,
CHTF8,,,1.0
CHURC1,,,0.7358323039685765
CIART,,,1.0
CIB1,0.8631978398000779,,0.8173204154336229
CIDEB,1.0,,1.0
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISH,0.04514383254540735,,0.0481999481999482
CLCN4,0.7914203815152181,,
CLCN6,,,0.22077297702297702
CLDN1,,,0.653528004000197
CLDN19,,0.5132010846296561,
CLDN5,,0.4013804377440741,
CLDND1,0.6765297836323766,,
CLEC1A,0.15958988819114078,,0.14776905165075221
CLEC2B,0.09979576559211024,,0.07338713917661287
CLIC5,1.0,,1.0
CLK3,1.0,,
CLN6,0.3602641835336975,0.3600054767567458,
CLOCK,,,1.0
CLPTM1L,,1.0,
CLSTN1,,,0.04364180420518449
CLSTN2,,,0.04364180420518449
CLVS2,,,1.0
CMPK2,0.16155596980339249,,
CMTM4,0.4858700621412486,,
CMTM6,,,0.3255403966758276
CMTM7,0.10961357844150861,,0.08491268347037577
CNKSR2,0.8798292980840624,,0.8284164241012271
CNKSR3,,0.3600054767567458,
CNOT6L,,1.0,
CNP,,,0.5144121091308232
CNR1,,,0.04364180420518449
CNTN1,0.0485047946976881,,
CNTNAP1,0.06825317539603254,,0.04364180420518449
COBLL1,,1.0,
COCH,0.2970763211147826,,0.2651969130423811
COL12A1,,0.07264377413631146,
COL13A1,,,0.5665368734675665
COL18A1,,0.12770902566820935,
COL1A1,,,0.04364180420518449
COL1A2,,,0.059449271658573985
COL27A1,1.0,1.0,
COL4A5,0.28231995277449823,0.3495315495315495,
COL4A6,0.47587379507909305,0.5365343318099224,
COL5A1,,0.06559478257591465,
COL5A2,,,0.0444416141627297
COL6A1,,,0.12684196894723213
COL6A2,,,0.07588330037309629
COL8A2,,,0.04364180420518449
COLEC12,,,0.13758347913945637
COLGALT2,0.8867452547452547,,0.8092521093479866
COMT,,1.0,
COPB1,1.0,,
COQ10B,1.0,,
COQ4,1.0,,
CORO1A,0.14014652014652015,,0.12945661688408303
CORO2B,,1.0,
CORO7,1.0,,
COTL1,0.6399618793174604,,0.5472976461740507
COX11,1.0,,1.0
COX6B2,1.0,1.0,
CPA4,,1.0,
CPAMD8,,0.0604612778525822,
CPD,,,0.9353750620476758
CPE,,,0.06337980201616565
CPED1,,,0.06694967082778717
CPNE1,1.0,,1.0
CPNE2,1.0,1.0,
CPNE4,1.0,,
CPNE6,0.04514383254540735,,0.04364180420518449
CPNE7,1.0,,1.0
CPNE8,,,0.598944838944839
CPPED1,,,1.0
CPQ,,,0.7952394426382866
CPSF3,1.0,,
CPSF6,,,1.0
CPT1A,1.0,,1.0
CRABP2,,0.9143457698370994,
CREBBP,0.1904036922487107,0.24455544455544456,
CREBRF,1.0,1.0,
CRELD2,,0.23006405359346532,
CREM,0.5899547413254207,,0.5066480863247608
CRH,,0.05489247594510752,
CRHR2,,0.07264377413631146,0.05362906324444786
CRLF3,0.05902977331548761,,0.07034587034587035
CROCC,0.8707784151332537,0.8893432149246102,0.7962634093529185
CRTAM,0.04514383254540735,,0.04364180420518449
CRTC3,,1.0,
CRY1,1.0,1.0,1.0
CRYBG1,1.0,1.0,1.0
CSF1,0.0868676777767687,,0.059449271658573985
CSF2RB,0.04514383254540735,,0.04364180420518449
CSGALNACT1,0.6955250796236239,,0.6117430265340232
CSMD1,0.5670263802131934,0.6425920649747364,
CSMD2,0.3309867843000373,,0.2845623763991111
CSRNP1,1.0,,1.0
CSRNP3,,1.0,
CSRP1,0.3180194610987768,,0.3154128629990699
CSRP2,0.5238517827350314,,
CSTB,,,0.8576699543550372
CTBP2,0.7779111913727298,0.7808806578037347,
CTBS,1.0,,0.9154229834623748
CTDP1,1.0,,
CTDSP1,,,0.21563702754925324
CTDSP2,,1.0,1.0
CTHRC1,,,0.3818517810815628
CTIF,,1.0,1.0
CTNNBIP1,0.14014652014652015,0.15309461181020814,0.11232309357309357
CTPS1,1.0,1.0,
CTSA,,0.25068808742278126,0.17930800164302704
CTSB,,,0.05362906324444786
CTSC,,,0.08491268347037577
CTSH,,,0.30554125540197963
CTSO,0.37722509710898683,,0.3515286311557949
CTSS,0.05482632121976384,,0.0444416141627297
CTSZ,0.6793071944927963,,0.661070941571463
CTTN,1.0,,1.0
CUEDC1,1.0,,1.0
CUL9,,,0.6419631055322713
CUX1,0.13588017487100054,0.16783216783216784,
CXCL10,0.04514383254540735,,0.04364180420518449
CXCL16,0.3295977849684355,,0.25767526065588664
CXCL8,0.05259877736941957,,0.04364180420518449
CXCL9,0.04514383254540735,,0.04364180420518449
CXorf21,,,0.3694137031799369
CYB5R3,,1.0,1.0
CYBA,0.1864476986428206,,0.17459757633670675
CYBRD1,,1.0,1.0
CYGB,0.2246367667420299,,0.18466213920759378
CYLD,1.0,,1.0
CYP26B1,,,0.0910068952026994
CYP27A1,,0.8306184833130941,0.7165045907439417
CYR61,,,0.05093536600385915
CYSTM1,1.0,,1.0
CYTH1,1.0,,
CYTH2,1.0,,
CYTH4,1.0,,1.0
CYYR1,0.38331296210952376,,0.3515286311557949
DAAM2,0.41846716742114226,,
DAB2,,,0.1046269747568449
DACH1,0.22245479388336534,0.2938490081347224,
DACT1,0.9719564786358678,,
DACT2,0.5709960770936381,,0.5153632163941442
DACT3,1.0,,
DAPK2,,,0.28890246444203277
DAPP1,0.8563563877027391,,0.7949801164086879
DAZAP2,0.9490314943090015,,
DBF4B,1.0,,1.0
DBI,1.0,,1.0
DBNL,,1.0,
DBP,0.09229690763781674,,0.056337601792147245
DCAF11,1.0,1.0,
DCAF17,1.0,,1.0
DCN,,,0.0481999481999482
DCUN1D3,0.8707784151332537,0.8429800288207367,
DCUN1D4,,,1.0
DDAH1,0.09229690763781674,,0.059449271658573985
DDB2,,,1.0
DDIT4,1.0,,1.0
DDIT4L,,1.0,
DDR2,,0.07725607725607726,0.06694967082778717
DDRGK1,,,1.0
DDX11,1.0,,1.0
DDX3Y,1.0,,1.0
DDX51,1.0,,1.0
DDX52,,1.0,
DDX55,1.0,,1.0
DDX56,1.0,,1.0
DDX58,0.1327145077145077,,0.12043017711033904
DEAF1,,0.42694147957305856,
DEDD2,0.4333890153562285,,
DENND1C,0.8707784151332537,,0.8420712558643594
DENND4A,1.0,,1.0
DENND6B,1.0,,1.0
DEPP1,1.0,1.0,1.0
DERL1,1.0,,
DES,1.0,,1.0
DET1,,,1.0
DEXI,1.0,,1.0
DFFA,1.0,,
DGKA,0.4108706004038394,,0.3515286311557949
DGKB,0.7814410166105081,,0.7169358981099871
DGKE,,,1.0
DGLUCY,1.0,,1.0
DHFR,,1.0,
DHRS7,0.5079797621733105,,
DHTKD1,1.0,,1.0
DIAPH1,1.0,,1.0
DIP2A,0.07248957938613113,,0.056337601792147245
DIRAS2,1.0,1.0,
DIS3L,,,1.0
DKK1,,0.2247977586323451,
DLGAP2,,,0.05362906324444786
DLL1,0.04514383254540735,0.05489247594510752,0.04364180420518449
DMC1,1.0,,
DMPK,,,1.0
DMTN,,0.8306184833130941,
DNAAF5,1.0,1.0,
DNAH7,,1.0,
DNAJA1,1.0,,
DNAJA3,,,1.0
DNAJA4,1.0,,
DNAJB1,1.0,,1.0
DNAJB2,,1.0,
DNAJB9,0.04514383254540735,,
DNAJC1,1.0,,1.0
DNAJC10,,,1.0
DNAJC11,,1.0,
DNAJC15,,,1.0
DNAJC19,,,1.0
DNASE1L1,,1.0,
DNASE2,0.7838292785438662,,
DNER,,,0.08790264109413046
DNHD1,,,1.0
DNM1,,,0.2600583939869654
DNMBP,1.0,1.0,
DNMT1,,0.8136544306757073,
DOC2A,,,0.05093536600385915
DOCK1,,0.15857826384142176,
DOCK10,1.0,,1.0
DOCK5,1.0,,
DOCK6,0.32628347262493607,,
DOCK8,1.0,,1.0
DOCK9,,,0.3804419518705233
DOK5,0.3788989592173384,0.43722216647980844,0.3357478101413411
DONSON,,1.0,1.0
DPH7,,,1.0
DPP10,1.0,,
DPP6,,0.3303657668298553,
DPP7,0.8900702078457788,,0.7900898714064252
DPY19L1,1.0,,0.9353750620476758
DPY19L2,,0.8238307147398056,
DPYD,1.0,,0.9411281436148222
DPYSL2,,0.720630363014469,
DRAM1,,,0.5754969509085865
DRAP1,1.0,,1.0
DRP2,,,0.05093536600385915
DSC2,,,0.04364180420518449
DSCAM,0.04514383254540735,,
DSCC1,,1.0,
DTNBP1,1.0,,
DTX3,,1.0,1.0
DTX3L,1.0,,1.0
DUSP10,0.2906834266057567,,0.24676379427510653
DUSP5,,,0.9808964042092875
DUSP8,1.0,,
DYNC2H1,0.26074757189565845,,
DYRK4,,0.374140145568717,
DYSF,0.7794963290170958,,0.7328408802832072
E2F1,1.0,,
ECE1,,,0.04364180420518449
ECH1,,,1.0
ECHDC2,1.0,,1.0
ECHDC3,1.0,,
ECI1,1.0,1.0,
EDIL3,,,0.15492840492840493
EEF2K,1.0,,1.0
EEFSEC,1.0,,1.0
EEPD1,0.12590703414232826,,
EFCAB14,,,1.0
EFCAB2,,0.6811148035637832,
EFEMP1,,0.9490231217250716,
EFEMP2,0.3185148185148185,,0.23666977194584554
EFHC1,1.0,,
EFHD1,1.0,,
EFNA1,0.04514383254540735,,0.05093536600385915
EFNA3,0.04514383254540735,,0.04364180420518449
EFR3B,0.593252718845136,,0.587950762432769
EFS,0.6877349108290812,,0.6464873377412893
EFTUD2,1.0,,1.0
EGFL7,,0.13501062044751366,
EGFR,,0.08691308691308691,
EGLN1,1.0,,
EGR1,,0.07264377413631146,0.05093536600385915
EHD1,1.0,,1.0
EHD4,0.9998412183842648,,0.9042645195095286
EID2,,,0.11785964546700742
EIF1AY,1.0,,1.0
EIF1B,,1.0,
EIF2AK2,0.728234320745334,,
EIF2AK3,0.6968847707102741,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,1.0
EIF4E3,0.4356349213879743,,
EIF4EBP2,0.5333827624190578,,
EIF4G1,,1.0,
EIF4G3,1.0,,
EIF4H,1.0,,1.0
ELF1,0.10290478752017214,,0.09316879020751459
ELK3,0.22853576233125628,,0.17930800164302704
ELL2,1.0,,1.0
ELMSAN1,1.0,,1.0
ELOF1,1.0,,
ELOVL6,,,0.41847820076602366
ELP1,,,1.0
ELP6,,1.0,
EMB,0.1294896692092954,,0.12221443894750668
EMC7,1.0,,
EMID1,1.0,,1.0
EMILIN2,,,0.04364180420518449
EMILIN3,0.75698976348327,,0.7064355460678239
