,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
CORO1A,0.4715582924538149,,0.4633211615970237
COTL1,0.32695735636912104,,
CPT1A,0.7448437389382271,,0.7421669239851058
CROCC,0.595671297028763,,
CRTC3,,1.0,
CRY1,1.0,,1.0
CRYBG1,0.7869668792745715,,0.8261024689596118
CSF1,0.42061164641809806,,0.43349638166711335
CSGALNACT1,0.9541031419385623,,
CSMD2,0.12399688223864049,,
CSRNP1,0.17390673842286747,,
CSRP1,0.286570572284858,,0.2750228494909346
CTBS,,,0.11169427587338036
CTDSP2,,,0.6139885114885115
CTNNBIP1,0.1853364027277071,0.27622377622377625,0.19965903661555837
CTSB,,,0.11169427587338036
CTSC,,,0.1122176792279885
CTSO,0.12399688223864049,,0.1122176792279885
CTSS,0.12399688223864049,,0.11169427587338036
CTSZ,0.12399688223864049,,0.1122176792279885
CUEDC1,0.3550983178312371,,
CXCL10,0.12399688223864049,,0.11169427587338036
CXCL16,0.18157704364600918,,
CXCL8,,,0.11228577247994724
CXCL9,0.12399688223864049,,0.11169427587338036
CYBA,0.12399688223864049,,0.11169427587338036
CYLD,1.0,,
CYP27A1,,,0.156620358059207
CYTH4,1.0,,1.0
DACT2,0.9233365912066273,,0.9232909947195661
DAPP1,1.0,,1.0
DAZAP2,0.12399688223864049,,
DDAH1,,,0.13383337973501908
DDIT4,0.1774533159148544,,
DDX11,0.12399688223864049,,0.11169427587338036
DDX3Y,0.9626108404869467,,0.9372701662329844
DDX56,,,1.0
DDX58,0.12399688223864049,,
DENND1C,0.518730085080796,,0.5263525947736474
DENND4A,1.0,,
DEPP1,0.12399688223864049,,0.11169427587338036
DES,0.7418411627897794,,0.7519322782480679
DGKA,0.613631312507717,,0.6175470414871911
DGLUCY,0.12399688223864049,,
DIP2A,,,0.24048509629904977
DLL1,0.49538266611437354,,
DNAJC1,0.16814949756126227,,0.17455570745044427
DNHD1,,,0.6930062944048958
DOCK1,,0.8906882591093116,
DOCK10,1.0,,1.0
DOCK8,0.9694460469108357,,0.9870534090187268
DOK5,1.0,,
DPP10,1.0,,
DPP7,0.16194222444222445,,0.18417494108101842
DPY19L1,0.3881861578654582,,
DRAP1,0.636006377728232,,
DTX3L,0.2302137517654759,,0.23325246182389042
EFNA1,0.7418411627897794,,0.7573929338635221
EFS,1.0,,
EFTUD2,1.0,,1.0
EHD1,0.3805488629018041,,
EIF1AY,0.7162025474525474,,0.688267340136499
EIF2AK2,0.16119594691023265,,
EIF4H,1.0,,
ELF1,0.4715582924538149,,0.48886359542097246
EMB,1.0,,1.0
EMID1,1.0,,1.0
EMILIN3,0.12399688223864049,,
EML3,1.0,,1.0
EMX2,0.3550983178312371,,0.3499486125385406
ENO2,0.4000874471788599,,
ENPP2,,,0.17455570745044427
ENTPD1,0.9119809410190536,0.9682625067240452,
EPAS1,,0.31629908552985475,
EPHA10,,1.0,
EPHA7,1.0,,
EPHA8,0.9859303000664258,,
EPHB1,,,1.0
EPSTI1,0.3076202148367097,,0.3499486125385406
ERO1A,0.12399688223864049,,
ESYT1,0.8883949688337257,,0.8721339512414564
ETS1,0.12399688223864049,,0.1122176792279885
ETV6,0.4715582924538149,,0.4645611531325817
ETV7,0.3586568230531079,,0.35347570578887305
EVI2A,0.12399688223864049,,0.1122176792279885
EVI2B,0.21347571347571348,,0.23426102199687107
EXOG,1.0,,1.0
F3,,,0.35932377481673256
F8,0.8312831633657148,,
FABP5,0.3805488629018041,0.3501683501683502,0.40996462820567053
FAM102A,0.238053086154352,,0.2750228494909346
FAM107A,0.8121991860132276,,0.8163836163836165
FAM117A,1.0,,
FAM129A,0.19943312501452035,,0.21302939484757666
FAM13C,,,1.0
FAM162A,0.6828343330489254,,
FAM219B,,,0.5251273925013978
FAM222A,,,1.0
FAM78A,0.2971512473291833,,0.2760313457034768
FAM92A,,,0.7611351931006359
FAS,0.12399688223864049,,
FASLG,0.49475463411893733,,0.48000333000333
FAT1,,1.0,
FBLN5,0.18157704364600918,,0.18417494108101842
FBN1,,,0.2882270401354371
FBXO32,0.8038304552590266,,0.8468709713522993
FBXO6,0.2302137517654759,,
FBXW4,,,0.8894399014159493
FEM1C,0.2586780808124682,,
FGD3,1.0,,1.0
FGF11,1.0,,
FGF12,1.0,,1.0
FGF14,,,1.0
FGL2,0.1314607722374713,,0.11169427587338036
FILIP1L,,,0.5251273925013978
FKTN,0.9635682338862551,,
FLNC,,,1.0
FMNL1,1.0,,1.0
FNDC3B,0.5558567306819054,,0.5657580761207704
FOS,0.12399688223864049,,0.11169427587338036
FOSL2,0.16264816264816265,,0.18417494108101842
FOXO1,0.12399688223864049,,0.1122176792279885
FRMD5,1.0,,1.0
FUT9,,,0.9380970591908092
FXYD5,0.885888836438287,,0.8782308600490419
FYB1,0.7418411627897794,,0.7878915955839032
FZD5,0.12399688223864049,,0.11169427587338036
GAB1,1.0,,1.0
GABRB2,1.0,,
GADD45B,0.16766967971787247,,0.1654831654831655
GALM,0.12399688223864049,,
GALNT5,1.0,1.0,
GATA3,0.39824881001351586,,
GBE1,0.46677937447168216,,
GBP1,0.1314607722374713,,0.11228577247994724
GBP2,0.16814949756126227,,0.15007051771757654
GFAP,0.8277574698029243,,0.8468709713522993
GFRA1,0.9321919088106139,,0.9317421708726056
GIGYF1,1.0,,
GIMAP1,0.5953162483774729,,0.6083463136359861
GIMAP4,0.323096575555592,,0.27965710179148917
GIMAP7,1.0,,1.0
GIMAP8,0.5111659424912438,,0.4972988967554185
GLCE,0.7969214693352623,,
GLDC,0.9859303000664258,,
GLIPR1,0.5953162483774729,,0.5488741023989065
GMPR2,1.0,,
GNA15,1.0,,1.0
GNAI1,1.0,,
GPC1,,,0.22677322677322678
GPC3,0.2852389246441291,,0.27550135814598625
GPD2,,,0.9372701662329844
GPI,0.4247520289736649,,
GPR15,1.0,,1.0
GPR173,,,0.8152353975138785
GPR68,0.5953162483774729,,0.5866021733368671
GPR88,1.0,,1.0
GPSM3,1.0,,1.0
GRAMD2B,,,0.13383337973501908
GRB10,0.9233365912066273,,
GREM1,0.28316550369782306,,
GRIK2,1.0,1.0,
GRIK3,,,1.0
GRIN2D,1.0,,
GRK2,,,0.7188865556212495
GRK5,,,0.685179106607678
GRN,,,0.1122176792279885
GSE1,1.0,,1.0
GSTK1,0.12399688223864049,,0.11169427587338036
GUCY1A1,1.0,,
GUK1,0.7869668792745715,,
GXYLT2,,,1.0
GYPC,0.7813482455648801,,0.7611351931006359
HACD4,0.24870231809007318,,0.24230563956591353
HAPLN3,1.0,,1.0
HCLS1,0.39648385802231956,,0.3858188791074697
HCN3,,1.0,
HCST,0.43634318437468045,,0.45626230057367784
HENMT1,0.18144669400950808,,0.17234765234765234
HERC5,0.16766967971787247,,
HERC6,0.16331694621168308,,
HILPDA,0.4805513896422987,,0.4788842442473728
HIP1R,,,1.0
HIST2H2BE,,0.27622377622377625,
HK1,0.17327054967504404,,
HLA-A,0.6367711236132289,,0.6573137007919617
HLA-B,0.9626108404869467,,0.9389207283944127
HLA-C,0.2949460611331115,,0.29780031289465253
HLA-DMA,1.0,,1.0
HLA-DOA,0.5767811864809554,,0.5657580761207704
HLA-DPA1,0.16331694621168308,,0.18417494108101842
HLA-DPB1,0.16264816264816265,,0.13606393606393605
HLA-DQB1,0.3003767066267066,,0.2727143546109064
HLA-DRA,0.17390673842286747,,0.1654831654831655
HLA-E,0.12399688223864049,,0.11169427587338036
HLA-F,0.16766967971787247,,0.1472333636512741
HMGA2,0.16119594691023265,,0.16063103563103565
HMGN4,0.24872707937224067,,
HOPX,1.0,,1.0
HOXB5,,0.49162958253867345,
HPS3,1.0,,1.0
HS3ST4,1.0,,
HSD17B11,1.0,,
HSPB1,,,0.2874218804451363
HTATIP2,1.0,,
HTR2C,1.0,1.0,
IARS,1.0,,
ICAM1,1.0,,1.0
ICAM2,0.15400347683812252,,0.11169427587338036
ID2,0.37841731439292414,,0.4028208633471791
IDI1,,0.29836829836829837,
IFI16,0.12399688223864049,,0.11169427587338036
IFI27,0.14298924216279588,,
IFI35,0.16814949756126227,,0.20009402362343537
IFI44,0.12399688223864049,,
IFI6,0.13979825484250263,,
IFIT1,0.29329515250092864,,
IFIT2,0.7066092902912987,,0.688267340136499
IFIT3,0.22894496807540288,,0.21302939484757666
IFITM1,0.16331694621168308,,0.16421509524957803
IFITM2,0.395691014188124,,0.4474174474174474
IFITM3,0.23047590707165178,,0.18417494108101842
IFNAR2,0.18157704364600918,,
IGDCC4,,,0.688267340136499
IGF2BP2,1.0,,
IGFBP5,0.43717015968324874,,0.4758415741561809
IGFBP6,,,0.37065692927761895
IKBKE,0.29329515250092864,,0.25286218206572186
IKZF1,0.4575527565218287,,0.4683220462257289
IL10RA,0.17630806693306691,,0.18417494108101842
IL13RA1,0.4247520289736649,,0.42465814440336735
IL16,0.20106161119986005,,0.20444840133959308
IL18BP,0.32203248256759964,,
IL1R1,,,0.12683926243248278
IL2RA,0.20609527458842528,,0.18417494108101842
IL2RB,0.3550983178312371,,0.37065692927761895
IL2RG,0.34215139699010666,,0.36742003640958343
IL6R,,,0.1472333636512741
IL6ST,0.2444805194805195,,0.25362795099637203
IL7R,0.7982743833604253,,0.8152353975138785
IL9R,0.7259885904649764,,0.7477522477522478
ILF3,0.771273473608104,,
IMP3,,1.0,
INTS11,1.0,,
INTU,0.8917555172100627,,
IQGAP1,1.0,,1.0
IRAK4,,,0.2974781872120275
IRF1,0.12399688223864049,,0.11169427587338036
IRF2,0.15623607162068698,,
IRF3,0.13612102183530755,,
IRF4,0.12399688223864049,,0.11169427587338036
IRF5,0.42238510152948655,,
IRF7,0.12399688223864049,,
IRF8,0.12399688223864049,,0.11169427587338036
IRF9,0.18157704364600918,,0.18417494108101842
IRS4,1.0,,
ISG15,0.2882701240365474,,
ISM2,,0.5914085914085914,
ISYNA1,0.6510777725528267,,0.6656365217516297
ITGA2,0.32239189382046524,,
ITGA5,,,0.6104121442467307
ITGA6,0.7448291353616798,,0.7365067967746539
ITGB2,0.16040577069988834,,0.1122176792279885
ITGB5,,,0.46010059304857
ITK,1.0,,1.0
ITM2A,0.16766967971787247,,0.1454118400683286
JADE2,0.3136490628016052,,0.35347570578887305
JAK1,0.7418411627897794,,0.7463992960681703
JAK3,0.8666898963744974,,0.8552990219656886
JUN,0.9541031419385623,,
JUNB,0.12399688223864049,,0.1122176792279885
KANK2,,0.46503496503496505,
KAT2A,0.16999949203339032,,
KCNAB2,1.0,,1.0
KCNH8,,,1.0
KCNIP2,1.0,,1.0
KCNIP4,0.42561385982438615,,
KCNV1,1.0,,
KDM3A,0.19943312501452035,,
KDM5D,0.7031536884168463,,0.7159628526371123
KIAA1549,0.6386698640527961,,
KIAA1549L,0.6810673197769972,,
KLF10,0.4715582924538149,,0.463942933856974
KLF2,0.6863457055764748,,
KLF6,0.12399688223864049,0.2573426573426573,
KLF9,0.8655043840917447,,0.8542570831230626
KREMEN1,,,0.1122176792279885
KSR2,,,0.24048509629904977
L3MBTL1,,,0.42301928840390374
LAIR1,0.23047590707165178,,0.22221497095868953
LAMC1,,1.0,
LAP3,0.16040577069988834,,
LAPTM4B,0.12399688223864049,,0.11169427587338036
LAPTM5,0.12399688223864049,,0.11169427587338036
LAX1,0.40976097073658047,,0.4683220462257289
LCP1,0.7478314249351432,,0.7216904716904717
LDLRAD3,0.40900902376312215,,0.43838228640660254
LDLRAP1,,,0.8657346751609046
LGALS1,0.23047590707165178,,0.26621204882074445
LGALS3,0.27033903596403597,,0.2680047225501771
LGALS3BP,0.323096575555592,,0.34634456452638274
LGALS8,0.12399688223864049,,0.1122176792279885
LHX2,,,0.5718882659756696
LHX6,,,0.512997812997813
LMAN1,,,0.22677322677322678
LMBR1L,,,0.24711163276185696
LMO2,0.22534293899932667,,0.2222826678272223
LMO4,,,0.9317421708726056
LOXL2,,,0.4439548367040814
LPAR6,0.14298924216279588,,0.14350493256743257
LPIN2,0.9671756814613958,,0.9423883509486622
LPXN,0.6508578378143596,,0.6213810941533714
LRIG1,0.18895322686791882,,
LRMP,0.3795328538530956,,0.38181206548553487
LRP1,,0.27622377622377625,0.18417494108101842
LRP10,,,0.2801316330728095
LRP8,,,1.0
LRRC32,,,0.8879674542325144
LRRC4,1.0,,
LRRC8C,0.46823584578686617,,0.45946227685358115
LRRN1,1.0,,
LRRTM2,1.0,,
LSS,,,0.3499486125385406
LST1,,,0.1122176792279885
LTB,0.12941896812864553,,0.12369448733085096
LTBP2,,,0.2222826678272223
LUC7L3,,,1.0
LY6E,0.16958186322348173,,
MAFF,0.15836794784163205,,
MAL,0.12399688223864049,,0.1122176792279885
MAL2,0.5827758448448103,,
MAN1A1,,,0.6177031923300579
MAN1C1,,,1.0
MAP4K1,1.0,,1.0
MAPK15,,,0.8436532152607309
MASP1,0.13612102183530755,,
MAT2A,0.769878558941059,,
MBNL1,0.7418411627897794,,0.7132383745286971
MBP,0.30194027425861336,,0.38282395570531164
MCL1,0.12399688223864049,,
MCUB,,,0.6212348445599065
MDM4,0.16766967971787247,,
ME3,0.8121991860132276,,
MEGF10,,,0.9877718435410743
MEGF11,0.7197432197432198,,0.7365067967746539
MEI1,0.6362624159980989,,
MGAT4C,0.9717084321653742,,0.9558755198290082
MGLL,0.9626108404869467,,
MGP,,,0.38482729391820303
MICAL2,,,0.39101430131330467
MID1,0.7418411627897794,,
MITF,0.2465874374588068,,
MLKL,0.2606212684952843,,0.24230563956591353
MMP2,,,0.12369448733085096
MMP25,0.3091429118826379,,0.27550135814598625
MOB3C,0.34627277484420343,,0.35463472697515247
MPDZ,1.0,,
MPPED1,1.0,,
MR1,0.323096575555592,,0.36045007623954994
MRC2,0.9243837243837244,,0.8894399014159493
MRPL42,,,1.0
MSN,0.28316550369782306,,0.2760313457034768
MT-CO3,,,0.6538352158790115
MT-ND2,,,0.22343832637950284
MT-ND6,,,0.3238422094510655
MT1E,,,0.9658697202217512
MT2A,0.15400347683812252,,0.12080442921564416
MT3,1.0,,
MTAP,0.8746096786762221,,
MTPAP,0.8917555172100627,,0.8721339512414564
MX1,0.1314607722374713,,0.11169427587338036
MX2,0.12399688223864049,,0.1122176792279885
MXRA5,,,0.11169427587338036
MYADM,,,0.8894399014159493
MYD88,0.12399688223864049,,0.11169427587338036
MYH9,0.16500918436402306,,0.1392780447898558
MYL12B,,,0.33767692161852747
MYL9,,,0.27818739964488953
MYO10,1.0,1.0,
MYO19,,,1.0
MYO1F,0.6978298297447234,,0.6538994985596926
MYO1G,1.0,,1.0
MYO5C,,1.0,
MYOF,,,0.6486381265793031
MZF1,0.7418411627897794,,
NAE1,,,0.4249381387842926
NAMPT,0.1367723185905004,,0.11169427587338036
NASP,0.33460370798033134,,
NBL1,,,0.3225219225219225
NCAM2,1.0,,
NCKAP1L,0.39648385802231956,,0.43911543002452097
NDRG1,0.31513081513081515,,
NECAB2,,,0.9012202936505727
NEDD9,,,1.0
NEGR1,1.0,,
NEK6,,,0.7695659179530147
NFATC1,,,0.11169427587338036
NFIC,,0.6557886557886557,
NFKB1,0.12399688223864049,,0.11228577247994724
NFKB2,,,0.7545903877781607
NFKBIZ,0.42413969009713687,,0.4117144990931399
NHLRC2,,,1.0
NHSL1,0.9626108404869467,,
NINL,,,1.0
NLRC5,0.39824881001351586,,0.4059612518628912
NMI,0.12399688223864049,,0.11169427587338036
NOG,0.31215723052457744,,
NOTCH2,,0.31629908552985475,
NOTCH3,,0.36563436563436563,
NPAS2,0.3795328538530956,,
NPNT,0.9933864045362304,,
NPTX1,,,1.0
NRN1,0.7012479046377351,,
NT5DC2,0.16264816264816265,,
NTRK3,1.0,,1.0
NUCB1,0.47087263881157015,,0.45946227685358115
NXPH3,1.0,,
OAS1,0.14298924216279588,,0.1454118400683286
OAS2,0.15166285327575652,,0.12080442921564416
OAS3,0.1367723185905004,,0.12683926243248278
OASL,0.16500918436402306,,0.1472333636512741
ODC1,0.7065136121739896,,0.7132383745286971
OGFR,1.0,,
OLFM3,0.12399688223864049,,
OLFML2B,,,0.2874218804451363
OLFML3,,,0.48111005017082364
OPTN,0.13979825484250263,,
ORAI1,0.7197432197432198,,0.6656365217516297
ORC6,0.977922077922078,,0.9372701662329844
OSTF1,1.0,,1.0
OXCT1,0.49412352353528827,,0.4794453457406104
P4HA1,0.4803958417819804,,0.4683220462257289
P4HA2,0.39648385802231956,,
PAG1,,,1.0
PAK3,,,1.0
PARD3B,1.0,,
PARP10,0.12941896812864553,,0.1122176792279885
PARP12,0.12399688223864049,,0.1122176792279885
PARP14,0.2788254216825645,,0.24626956753653584
PARP8,0.8655043840917447,,
PARP9,0.18038594059002222,,0.20409590409590408
PBXIP1,,,0.18417494108101842
PCIF1,,,0.7601832949659036
PCMTD2,0.5069495721669635,,
PDE3B,1.0,,1.0
PDK1,0.12399688223864049,,
PDK3,,,0.16063103563103565
PDLIM1,0.3550983178312371,,0.36394724156961916
PDP1,0.1314607722374713,,0.1122176792279885
PDPN,0.6978298297447234,,0.7071536352278811
PECAM1,0.6257486907711123,,0.6689267670128913
PER3,0.30349305866547244,,0.27550135814598625
PFKFB3,0.542604936047559,,
PFN1,0.6340849416070654,,0.6250227604907408
PGAM1,0.16999949203339032,,
PGGHG,0.7418411627897794,,0.7463992960681703
PGK1,0.775573263945357,,
PHF11,0.20106161119986005,,0.20409590409590408
PHGDH,0.8757718296463683,,
PHKA1,0.4715582924538149,,
PHLDB2,,,1.0
PHLPP1,0.16331694621168308,,0.18417494108101842
PHYKPL,,,1.0
PI4KB,1.0,,
PIEZO1,0.9185054076358423,,0.912953845359412
PIK3CD,0.8917555172100627,,0.875877159277969
PIK3CG,1.0,,1.0
PIK3IP1,0.28455813849072276,,0.2644037185521902
PIK3R5,1.0,,1.0
PIM1,0.29329515250092864,,
PIM2,0.7418411627897794,,
PIM3,0.7322083654050867,,
PIP4K2A,0.39749455090364183,,
PIR,0.39824881001351586,,
PITPNM3,,,1.0
PKM,0.7478314249351432,,
PLA2G16,0.5014985014985015,,0.48111005017082364
PLAC8,0.24872707937224067,,0.24230563956591353
PLAGL1,0.16766967971787247,0.27622377622377625,
PLCG2,1.0,,
PLCH1,,,1.0
PLD1,,,0.8436532152607309
PLEK,1.0,,1.0
PLEKHA2,1.0,,1.0
PLEKHF1,1.0,,1.0
PLEKHG5,,,1.0
PLIN2,0.14298924216279588,,0.12643109103286093
PLOD1,,,0.7260810937940982
PLP2,0.22534293899932667,,
PLSCR1,0.12399688223864049,,0.11169427587338036
PLVAP,1.0,,1.0
PLXNB1,0.8038304552590266,,
PMCH,0.7418411627897794,,
PML,0.21589173158679884,,
PMP2,0.24870231809007318,,
PNRC1,1.0,,1.0
POLE,0.20609527458842528,,
PPFIA2,,1.0,
PPIB,,,0.1392780447898558
PPM1M,0.775573263945357,,0.7505944604845705
PPP1CA,,,0.11169427587338036
PPP1R16B,0.40712309668353625,,0.4249381387842926
PPP1R1B,,,1.0
PPP1R2,0.25074925074925075,,
PRDM1,0.28064627680012294,,0.24626956753653584
PRF1,0.14298924216279588,,0.1122176792279885
PRICKLE2,0.7418411627897794,,0.7421669239851058
PRKCH,0.42326473526473524,,0.4249381387842926
PRKCQ,1.0,,1.0
PRKX,0.40712309668353625,,
PRPH,1.0,,1.0
PRR13,0.5536402849486961,,
PSAT1,0.12399688223864049,,
PSMB10,0.9541031419385623,,0.9484845251835543
PSMB9,0.12399688223864049,,0.11169427587338036
PSME1,0.7197432197432198,,
PSME2,0.3914312431754292,,
PSRC1,0.45484747810329207,,0.4569010870786019
PTAR1,0.6529249970808412,,
PTBP2,,,1.0
PTGDR2,0.34627277484420343,,
PTK2B,1.0,,1.0
PTP4A3,0.44939476108307275,,0.45946227685358115
PTPN6,0.4000874471788599,,0.4249381387842926
PTPN7,0.27514120121124014,,0.27550135814598625
PTPRC,0.17630806693306691,,0.19437705151990867
PTPRG,1.0,,1.0
PXDC1,,,1.0
PYCR1,0.12399688223864049,0.11188811188811189,
QSER1,0.15836794784163205,,
