,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ARSD,,1.0,
ART3,0.9859596636784965,1.0,0.9638177611861822
ARVCF,,,1.0
ASAH1,,1.0,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASNS,1.0,,1.0
ASPHD2,0.5761370981959217,,
ASRGL1,,,1.0
ATAD1,,1.0,
ATF2,,1.0,
ATF3,,,0.7393074761495814
ATG4B,,0.8121158841158842,0.7393074761495814
ATL3,0.7030761880260208,,0.7301576311477301
ATOH8,,1.0,
ATP10A,1.0,,1.0
ATP10B,1.0,,
ATP10D,1.0,,
ATP11A,1.0,,
ATP11C,0.6125284971438817,,
ATP1B2,0.8761701557228714,,0.8521062271062271
ATP1B3,0.818516091938654,,0.8353572103572103
ATP5S,1.0,,1.0
ATP6V1B2,1.0,,
ATP7B,0.5761370981959217,,
ATP8A1,,1.0,1.0
ATXN1,0.9685983415491612,,0.9371898593210068
AUH,,1.0,
AUNIP,0.818516091938654,,
AXL,,0.9928586697145648,
B2M,0.8438574412600387,,0.8353572103572103
B3GALNT1,,,0.789498173059817
B3GALNT2,1.0,1.0,
B3GAT2,0.5761370981959217,,0.644702072121427
B3GNT2,0.7361592489143509,,0.7436563436563437
B3GNT5,0.6974777047769748,,
B3GNT9,,1.0,1.0
B4GALT1,0.7361592489143509,0.8044847714269203,0.7612230289395644
B4GALT2,0.7030761880260208,,0.7301576311477301
BACE2,0.5761370981959217,,0.614180462394748
BACH2,1.0,,1.0
BAHCC1,,,0.9970679002526137
BAMBI,,0.9443690637720488,0.8370836583315504
BATF3,1.0,1.0,1.0
BBIP1,1.0,,1.0
BBS2,1.0,,1.0
BCAM,1.0,1.0,1.0
BCAT1,0.818516091938654,,
BCL10,0.9108659063410196,,
BCL2L1,0.6520185696656285,,
BCL6,0.8723088757931965,0.9560439560439559,0.8417005879692445
BDKRB2,,,0.7950537583366957
BEND7,1.0,,1.0
BEST1,,,0.8394114246957056
BET1L,1.0,,1.0
BEX1,,,0.6831782675156168
BEX5,,1.0,1.0
BGN,,,0.769947224492679
BHLHE22,0.7671592065891354,,0.7772180313748009
BHLHE40,1.0,,1.0
BICDL1,,1.0,
BICRA,1.0,,
BIRC2,0.5761370981959217,,
BLOC1S6,1.0,,
BLVRB,,,1.0
BMP1,,0.8446664446664447,
BMP3,1.0,,
BMP7,1.0,1.0,1.0
BMPR1B,,,0.7136096227005317
BNC2,,,1.0
BNIP3,1.0,,
BNIP3L,1.0,1.0,
BOC,,1.0,1.0
BPNT1,0.8898507742257743,,
BRD9,1.0,,
BRSK2,1.0,,1.0
BRWD1,,1.0,
BSDC1,,0.8446664446664447,
BSG,,,1.0
BSPRY,0.818516091938654,,0.8353572103572103
BST2,1.0,,1.0
BTBD1,1.0,,
BTBD11,1.0,,1.0
BTF3L4,1.0,,
BTG2,0.5761370981959217,,0.614180462394748
BTN2A1,0.6862546544364727,,0.6997889750698739
BTN2A2,0.7030761880260208,,0.7376591150784699
BTN3A1,1.0,,1.0
BTN3A2,1.0,,1.0
BUD31,1.0,,
C11orf54,1.0,,
C11orf68,1.0,,1.0
C11orf87,1.0,,1.0
C12orf45,1.0,,0.9901171625309556
C12orf66,1.0,1.0,
C15orf39,1.0,,1.0
C15orf40,1.0,,1.0
C16orf89,,1.0,
C1D,1.0,,1.0
C1QL1,0.8184705107782031,,0.8192824125027516
C1R,0.5761370981959217,,0.614180462394748
C1S,0.5761370981959217,,0.614180462394748
C1orf159,,,0.614180462394748
C1orf226,1.0,1.0,
C1orf61,1.0,,1.0
C2,,,0.614180462394748
C22orf24,1.0,,
C2CD4C,1.0,,
C3,0.5761370981959217,,0.614180462394748
C3AR1,0.8680529524335628,,0.8353572103572103
C3orf18,1.0,,
C4orf19,1.0,,
C4orf3,0.666658922472876,,
C5,0.5761370981959217,,
C6orf106,,,0.7136096227005317
C6orf223,0.9859596636784965,,
C9orf64,1.0,,1.0
C9orf72,,0.9013209013209013,
CA10,,,1.0
CA2,,1.0,1.0
CA4,,0.9013209013209013,0.8192824125027516
CA8,0.8686767777676868,,
CAB39,1.0,,
CAB39L,,1.0,
CABIN1,1.0,,1.0
CACHD1,0.7050619283628993,0.7512487512487512,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,1.0,,
CACNG3,1.0,,
CACNG5,1.0,,1.0
CACNG7,,1.0,
CAD,0.7547591648857472,0.8044847714269203,
CADM3,1.0,,
CADPS,1.0,,1.0
CALCOCO1,,,0.7301576311477301
CALCOCO2,1.0,,
CALHM2,0.7606324024234472,,0.7720537219343903
CALHM5,,,0.644702072121427
CALR,,,0.769947224492679
CALU,,,0.8066520256602902
CAMK2B,1.0,,
CAMK2N1,1.0,,
CAMK4,1.0,,
CANT1,,,0.7393074761495814
CAP1,1.0,,1.0
CAPG,1.0,,1.0
CAPNS1,,,1.0
CAPRIN2,,,0.7720537219343903
CAPZB,,,1.0
CARMIL1,,,1.0
CARMIL2,1.0,,1.0
CARS2,1.0,,
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,1.0,,1.0
CASP10,0.8754020173375011,,0.8289825845795995
CASP3,1.0,,1.0
CASP7,1.0,,1.0
CAST,1.0,,1.0
CAV1,,,0.7340297243209865
CAVIN1,,1.0,1.0
CAVIN2,,,0.8521062271062271
CAVIN3,,,1.0
CBFB,1.0,,1.0
CBLN2,,,0.7549549897616196
CBLN3,,0.7512487512487512,
CBLN4,0.7959226128562513,,0.8012197008012908
CBS,1.0,,
CBX5,1.0,,1.0
CBX7,1.0,,
CCDC112,,,1.0
CCDC115,0.9515012491035058,0.9928586697145648,
CCDC14,,,1.0
CCDC184,,1.0,
CCDC33,,1.0,1.0
CCDC40,1.0,,
CCDC57,1.0,,
CCDC58,,,0.614180462394748
CCDC77,,,1.0
CCDC8,,1.0,
CCDC80,,,1.0
CCDC85C,1.0,1.0,1.0
CCDC88A,,,1.0
CCDC88B,1.0,,1.0
CCDC92,1.0,,
CCL19,0.7040853882959146,,0.7301576311477301
CCL2,0.5761370981959217,,0.614180462394748
CCL28,0.5761370981959217,0.6083916083916084,0.614180462394748
CCL4,0.8184705107782031,,0.7956492659882489
CCL5,0.5761370981959217,,0.614180462394748
CCNA1,,,0.7956492659882489
CCNB1IP1,,,0.7235080190745217
CCND2,,1.0,1.0
CCND3,0.6486119940665396,,0.6831782675156168
CCNDBP1,1.0,,
CCNE1,,1.0,
CCNL1,1.0,,
CCNL2,1.0,,1.0
CCNO,1.0,,
CCR1,1.0,,1.0
CCR2,0.818516091938654,,0.8353572103572103
CCR5,1.0,,1.0
CCSAP,0.8936110186110187,,
CD109,1.0,,1.0
CD164,0.666658922472876,,0.7087332556945816
CD2,1.0,,1.0
CD200R1,0.982624662786606,,0.9445635010151139
CD27,0.7361592489143509,,0.765811908298955
CD274,0.9108659063410196,,0.8508920546538101
CD276,0.91139858651036,0.995004995004995,
CD300A,1.0,,1.0
CD37,1.0,,1.0
CD3E,0.8754020173375011,,0.8604521426979698
CD4,0.8754020173375011,,0.8353572103572103
CD40,0.818516091938654,,0.8353572103572103
CD44,1.0,,1.0
CD47,0.91139858651036,0.9928586697145648,0.8485460656617552
CD48,1.0,,1.0
CD53,1.0,,1.0
CD55,,,0.614180462394748
CD6,1.0,,1.0
CD63,,,0.8711243845974386
CD74,0.9776454837679328,,0.9506688238330427
CD81,,,1.0
CD83,,,0.7621021276373757
CD84,1.0,,1.0
CD86,0.8714296267113169,,0.8391088776994817
CD8A,0.8754020173375011,,0.843444095840262
CD9,,,0.9230880695315842
CD99,,,0.7301576311477301
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42SE1,1.0,,1.0
CDC42SE2,0.5761370981959217,,0.614180462394748
CDCA7,0.818516091938654,,0.7956492659882489
CDH10,1.0,,
CDH11,,,1.0
CDH13,1.0,,1.0
CDH19,,,1.0
CDH2,1.0,,1.0
CDH24,,,1.0
CDH6,1.0,,1.0
CDH8,,1.0,
CDK10,1.0,,1.0
CDK5RAP2,1.0,1.0,
CDK6,0.6520185696656285,,
CDK7,1.0,,
CDKN1A,,,0.8353572103572103
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,0.9433113117323643,,
CDON,,1.0,1.0
CDV3,,,1.0
CEACAM21,0.8930322014434164,,0.8770054350411494
CEBPD,1.0,,1.0
CECR2,1.0,1.0,
CELF4,,0.9013209013209013,
CELSR2,,,1.0
CEMIP,0.9115297778002088,,0.8770054350411494
CENPB,,,1.0
CENPO,1.0,,
CENPT,,,1.0
CENPU,1.0,,
CEP290,,1.0,1.0
CEP44,,,1.0
CEP57,,,0.6831782675156168
CEP78,1.0,,1.0
CEP95,,,1.0
CERCAM,,0.6301198801198802,
CETN3,,1.0,
CFAP46,1.0,,
CFAP52,,0.6301198801198802,
CFB,0.5761370981959217,,0.614180462394748
CFLAR,0.7671592065891354,,0.7913910413910414
CGAS,0.666658922472876,,0.6997889750698739
CGNL1,,1.0,
CHAC1,,1.0,
CHAF1A,1.0,,
CHCHD2,1.0,,1.0
CHD1L,1.0,1.0,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHGB,,1.0,
CHI3L1,0.6894909012556071,,0.7235080190745217
CHI3L2,0.6837841058024544,,0.7301576311477301
CHKA,0.7361592489143509,,0.7301576311477301
CHPF,1.0,,1.0
CHPF2,,1.0,1.0
CHRAC1,,,1.0
CHRNA3,0.5761370981959217,,
CHST1,,,1.0
CHST2,,1.0,
CHSY1,,,0.7578019806280676
CHTF18,1.0,,
CHTF8,,,1.0
CHURC1,,,0.6831782675156168
CIART,,,0.9257132908585191
CIB1,1.0,,1.0
CIDEB,1.0,,1.0
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISH,1.0,,1.0
CLCN4,0.9859596636784965,,
CLCN6,,,0.7301576311477301
CLDN1,,,0.7136096227005317
CLDN19,,1.0,
CLDN5,,0.9013209013209013,
CLDND1,0.5761370981959217,,
CLEC1A,0.5869773084058799,,0.6773613982916308
CLEC2B,0.666658922472876,,0.7301576311477301
CLIC5,1.0,,1.0
CLK3,1.0,,
CLN6,0.5761370981959217,0.6301198801198802,
CLOCK,,,0.7962143341890177
CLPTM1L,,1.0,
CLSTN1,,,0.614180462394748
CLSTN2,,,1.0
CLVS2,,,1.0
CMPK2,1.0,,
CMTM4,1.0,,
CMTM6,,,0.7530039792609626
CMTM7,0.8149015486677824,,0.8190367137735559
CNKSR2,0.6903172872754623,,0.7301576311477301
CNKSR3,,1.0,
CNOT6L,,1.0,
CNP,,,1.0
CNR1,,,1.0
CNTN1,1.0,,
CNTNAP1,1.0,,1.0
COBLL1,,1.0,
COCH,1.0,,1.0
COL12A1,,0.9013209013209013,
COL13A1,,,1.0
COL18A1,,0.8578434552460527,
COL1A1,,,0.7559144152550745
COL1A2,,,0.8192824125027516
COL27A1,1.0,1.0,
COL4A5,0.6168704713008512,0.6301198801198802,
COL4A6,0.6099219929007162,0.6301198801198802,
COL5A1,,0.7655374928102201,
COL5A2,,,0.8190367137735559
COL6A1,,,0.8353572103572103
COL6A2,,,0.6831782675156168
COL8A2,,,0.7478696940453314
COLEC12,,,0.7301576311477301
COLGALT2,0.8620672805455413,,0.8353572103572103
COMT,,1.0,
COPB1,1.0,,
COQ10B,0.7361592489143509,,
COQ4,1.0,,
CORO1A,1.0,,1.0
CORO2B,,0.8701972873752015,
CORO7,1.0,,
COTL1,1.0,,1.0
COX11,0.7361592489143509,,0.769947224492679
COX6B2,1.0,1.0,
CPA4,,0.6301198801198802,
CPAMD8,,0.6301198801198802,
CPD,,,0.7301576311477301
CPE,,,0.7393074761495814
CPED1,,,1.0
CPNE1,0.946083619350946,,0.9042306330685097
CPNE2,0.9646946760489852,1.0,
CPNE4,1.0,,
CPNE6,1.0,,1.0
CPNE7,1.0,,1.0
CPNE8,,,1.0
CPPED1,,,0.9230880695315842
CPQ,,,0.7720537219343903
CPSF3,1.0,,
CPSF6,,,1.0
CPT1A,0.5761370981959217,,0.614180462394748
CRABP2,,1.0,
CREBBP,0.8686767777676868,0.9443690637720488,
CREBRF,1.0,1.0,
CRELD2,,0.7854367854367854,
CREM,0.6894909012556071,,0.7301576311477301
CRH,,0.7512487512487512,
CRHR2,,1.0,0.9433325759032354
CRLF3,0.8754020173375011,,0.8353572103572103
CROCC,1.0,1.0,0.9741801648416435
CRTAM,0.7361592489143509,,0.7578019806280676
CRTC3,,1.0,
CRY1,1.0,1.0,1.0
CRYBG1,1.0,1.0,1.0
CSF1,0.9634198219363056,,0.9257345130797676
CSF2RB,1.0,,1.0
CSGALNACT1,0.8754020173375011,,0.8521062271062271
CSMD1,0.5761370981959217,0.6301198801198802,
CSMD2,0.5761370981959217,,0.614180462394748
CSRNP1,1.0,,1.0
CSRNP3,,0.9187954902240617,
CSRP1,0.8686767777676868,,0.8353572103572103
CSRP2,1.0,,
CSTB,,,0.9530881901055004
CTBP2,0.7671592065891354,0.8529070929070929,
CTBS,0.7040853882959146,,0.7340297243209865
CTDP1,1.0,,
CTDSP1,,,1.0
CTDSP2,,0.8701972873752015,0.8190367137735559
CTHRC1,,,1.0
CTIF,,1.0,1.0
CTNNBIP1,1.0,1.0,1.0
CTPS1,1.0,1.0,
CTSA,,0.8529070929070929,0.7720537219343903
CTSB,,,0.8353572103572103
CTSC,,,0.7393074761495814
CTSH,,,1.0
CTSO,0.9776454837679328,,0.9433325759032354
CTSS,1.0,,1.0
CTSZ,0.8088599996494733,,0.7913910413910414
CTTN,1.0,,1.0
CUEDC1,0.8754020173375011,,0.843444095840262
CUL9,,,0.7393074761495814
CUX1,1.0,1.0,
CXCL10,0.8731699335147611,,0.8353572103572103
CXCL16,0.7698063061060719,,0.769947224492679
CXCL8,0.818516091938654,,0.8192824125027516
CXCL9,0.7361592489143509,,0.7301576311477301
CXorf21,,,1.0
CYB5R3,,0.9187954902240617,0.8417005879692445
CYBA,0.982624662786606,,0.9890058790314545
CYBRD1,,1.0,1.0
CYGB,1.0,,1.0
CYLD,0.9608383306444248,,0.9270166646540272
CYP26B1,,,0.7720537219343903
CYP27A1,,1.0,1.0
CYR61,,,0.9638177611861822
CYSTM1,1.0,,1.0
CYTH1,1.0,,
CYTH2,1.0,,
CYTH4,1.0,,1.0
CYYR1,1.0,,1.0
DAAM2,1.0,,
DAB2,,,1.0
DACH1,1.0,1.0,
DACT1,1.0,,
DACT2,1.0,,1.0
DACT3,1.0,,
DAPK2,,,1.0
DAPP1,1.0,,1.0
DAZAP2,1.0,,
DBF4B,1.0,,1.0
DBI,1.0,,1.0
DBNL,,1.0,
DBP,1.0,,1.0
DCAF11,1.0,1.0,
DCAF17,1.0,,1.0
DCN,,,0.8192824125027516
DCUN1D3,0.7361592489143509,0.8529070929070929,
DCUN1D4,,,0.9506688238330427
DDAH1,1.0,,1.0
DDB2,,,1.0
DDIT4,0.818516091938654,,0.8190367137735559
DDIT4L,,1.0,
DDR2,,1.0,1.0
DDRGK1,,,0.7136096227005317
DDX11,1.0,,1.0
DDX3Y,0.9433113117323643,,0.8902163529900757
DDX51,1.0,,1.0
DDX52,,1.0,
DDX55,1.0,,1.0
DDX56,1.0,,1.0
DDX58,0.6120480826363179,,0.7111467767205473
DEAF1,,1.0,
DEDD2,0.7361592489143509,,
DENND1C,0.666658922472876,,0.7136096227005317
DENND4A,1.0,,1.0
DENND6B,0.5761370981959217,,0.614180462394748
DEPP1,0.7361592489143509,0.8311063936063936,0.7393074761495814
DERL1,0.5761370981959217,,
DES,1.0,,1.0
DET1,,,0.8373945382348743
DEXI,1.0,,1.0
DFFA,1.0,,
DGKA,1.0,,1.0
DGKB,1.0,,1.0
DGKE,,,1.0
DGLUCY,0.7050619283628993,,0.7301576311477301
DHFR,,1.0,
DHRS7,0.666658922472876,,
DHTKD1,1.0,,1.0
DIAPH1,1.0,,1.0
DIP2A,1.0,,1.0
DIRAS2,1.0,1.0,
DIS3L,,,1.0
DKK1,,1.0,
DLGAP2,,,1.0
DLL1,1.0,1.0,1.0
DMC1,0.8513353559564281,,
DMPK,,,1.0
DMTN,,1.0,
DNAAF5,1.0,1.0,
DNAH7,,0.9187954902240617,
DNAJA1,0.5761370981959217,,
DNAJA3,,,0.7393074761495814
DNAJA4,0.5761370981959217,,
DNAJB1,0.5761370981959217,,0.614180462394748
DNAJB2,,0.6083916083916084,
DNAJB9,0.5761370981959217,,
DNAJC1,0.666658922472876,,0.6958188010819589
DNAJC10,,,1.0
DNAJC11,,1.0,
DNAJC15,,,1.0
DNAJC19,,,0.7301576311477301
DNASE1L1,,1.0,
DNASE2,1.0,,
DNER,,,0.7393074761495814
DNHD1,,,0.614180462394748
DNM1,,,0.7956492659882489
DNMBP,1.0,1.0,
DNMT1,,1.0,
DOC2A,,,0.9506688238330427
DOCK1,,1.0,
DOCK10,1.0,,1.0
DOCK5,0.6486119940665396,,
DOCK6,0.5761370981959217,,
DOCK8,1.0,,0.9638177611861822
DOCK9,,,1.0
DOK5,1.0,1.0,1.0
DONSON,,0.8564680352759824,0.7950537583366957
DPH7,,,1.0
DPP10,1.0,,
DPP6,,1.0,
DPP7,1.0,,1.0
DPY19L1,0.9433113117323643,,0.9257132908585191
DPY19L2,,1.0,
DPYD,0.8155602359424016,,0.789498173059817
DPYSL2,,0.6301198801198802,
DRAM1,,,0.614180462394748
DRAP1,1.0,,1.0
DRP2,,,1.0
DSC2,,,1.0
DSCAM,0.9884070955499527,,
DSCC1,,1.0,
DTNBP1,1.0,,
DTX3,,0.5214785214785215,0.614180462394748
DTX3L,0.5761370981959217,,0.614180462394748
DUSP10,1.0,,1.0
DUSP5,,,1.0
DUSP8,1.0,,
DYNC2H1,1.0,,
DYRK4,,1.0,
DYSF,0.5761370981959217,,0.614180462394748
E2F1,1.0,,
ECE1,,,0.7301576311477301
ECH1,,,1.0
ECHDC2,1.0,,1.0
ECHDC3,1.0,,
ECI1,1.0,1.0,
EDIL3,,,1.0
EEF2K,1.0,,1.0
EEFSEC,1.0,,1.0
EEPD1,1.0,,
EFCAB14,,,1.0
EFCAB2,,0.7779151541527779,
EFEMP1,,1.0,
EFEMP2,0.8309082222125701,,0.8093179920695321
EFHC1,1.0,,
EFHD1,0.7653632774991997,,
EFNA1,1.0,,1.0
EFNA3,1.0,,1.0
EFR3B,0.7671592065891354,,0.7843927634137425
EFS,1.0,,1.0
EFTUD2,1.0,,1.0
EGFL7,,0.9013209013209013,
EGFR,,0.7512487512487512,
EGLN1,1.0,,
EGR1,,1.0,1.0
EHD1,1.0,,1.0
EHD4,1.0,,1.0
EID2,,,1.0
EIF1AY,1.0,,1.0
EIF1B,,1.0,
EIF2AK2,1.0,,
EIF2AK3,0.6903172872754623,,
EIF4A3,1.0,,1.0
EIF4E2,1.0,,1.0
EIF4E3,1.0,,
EIF4EBP2,1.0,,
EIF4G1,,1.0,
EIF4G3,1.0,,
EIF4H,1.0,,1.0
ELF1,0.8517191832108959,,0.8282262849932024
ELK3,1.0,,1.0
ELL2,0.7644355644355644,,0.7720537219343903
ELMSAN1,1.0,,1.0
ELOF1,0.7973704300234912,,
ELOVL6,,,0.8190367137735559
ELP1,,,0.9295704295704296
ELP6,,0.7416583416583417,
EMB,1.0,,1.0
EMC7,1.0,,
EMID1,0.9859596636784965,,0.9753264869845181
EMILIN2,,,0.614180462394748
EMILIN3,0.5761370981959217,,0.614180462394748
EML3,1.0,,1.0
EML4,,,0.7301576311477301
EMP1,0.8438574412600387,,0.8190367137735559
EMP2,,1.0,
EMP3,0.7547591648857472,,0.7843927634137425
EMX2,1.0,,1.0
ENAH,1.0,,1.0
ENC1,1.0,,
ENDOD1,1.0,,
ENG,0.5761370981959217,,0.614180462394748
ENKUR,1.0,,
ENO1,0.818516091938654,,
ENO2,1.0,1.0,
ENO3,1.0,,1.0
ENOSF1,,1.0,
ENPP2,,0.8408335850196315,0.7612230289395644
ENTPD1,0.8759157509157508,0.9581232164964224,
EP400,0.818516091938654,,0.8192824125027516
EPAS1,,0.6083916083916084,0.614180462394748
EPB41L2,,1.0,1.0
EPDR1,,1.0,
EPHA10,,1.0,
EPHA4,1.0,,1.0
EPHA7,1.0,1.0,1.0
EPHA8,1.0,,1.0
EPHB1,,1.0,1.0
EPHB2,1.0,,
EPSTI1,0.5761370981959217,,0.644702072121427
ERBB2,,1.0,0.948286612716143
ERBB3,,,0.8511379245754247
ERCC2,1.0,,
ERF,,,1.0
ERLIN2,,0.8578434552460527,
ERO1A,0.8754020173375011,,0.843444095840262
ERP27,0.5761370981959217,,
ESPL1,1.0,1.0,
ESYT1,1.0,,1.0
ESYT2,0.8184705107782031,,
ETFB,,,1.0
ETS1,1.0,,1.0
ETV6,0.7082629830233664,,0.7301576311477301
ETV7,1.0,,1.0
EVI2A,0.8938015830323522,,0.8521062271062271
EVI2B,1.0,,1.0
EVX1,,,1.0
EXD3,,,1.0
EXOC3,,,1.0
EXOG,1.0,,1.0
EXOSC10,1.0,,
EXOSC8,0.8723088757931965,,0.8353572103572103
EXT1,,0.7512487512487512,
EXTL3,,,0.8353572103572103
EYA4,,1.0,
F12,0.5761370981959217,0.5214785214785215,
F3,,0.6301198801198802,0.614180462394748
F8,0.6903172872754623,,0.7301576311477301
FABP3,1.0,,
FABP5,1.0,1.0,1.0
FABP7,,,1.0
FADS3,,1.0,1.0
FAF2,,0.995004995004995,
FAM102A,1.0,,1.0
FAM107A,1.0,,1.0
