,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
BSPRY,0.20014782514782514,,0.21907073817901843
BST2,0.2082596890289198,,0.18998519728446733
BTBD1,1.0,,
BTBD11,1.0,,1.0
BTF3L4,1.0,,
BTG2,0.3345295300602563,,0.2997307703190056
BTN2A1,0.22172854769539851,,0.24437160777366965
BTN2A2,0.5287022622048003,,0.5353783519032608
BTN3A1,0.9634415171605255,,0.9468822675300409
BTN3A2,0.38221778221778224,,0.40668706293706297
BUD31,1.0,,
C11orf54,0.7906099528988835,,
C11orf68,1.0,,1.0
C11orf87,0.9908780929681252,,0.9798174798174798
C12orf45,0.6891440099190368,,0.6702894213224792
C12orf66,0.46222942545431933,0.5404551780097632,
C15orf39,1.0,,1.0
C15orf40,0.2691674522660438,,0.2251754456723401
C16orf89,,1.0,
C1D,0.5717322010528209,,0.5646923170287657
C1QL1,0.42235664022497876,,0.42066003616636527
C1R,0.12847656545135538,,0.13943556443556443
C1S,0.22172854769539851,,0.17783086478738655
C1orf159,,,0.5553277890940229
C1orf226,1.0,1.0,
C1orf61,1.0,,1.0
C2,,,0.22821788989453662
C22orf24,1.0,,
C2CD4C,1.0,,
C3,0.26592982489208905,,0.2889205389205389
C3AR1,0.29464325824068865,,0.2797318422318422
C3orf18,1.0,,
C4orf19,0.3258369982507914,,
C4orf3,0.9096520974737097,,
C5,0.26985283235283236,,
C6orf106,,,0.7913794423489715
C6orf223,0.6291562370214057,,
C9orf64,1.0,,1.0
C9orf72,,0.14899386327957756,
CA10,,,1.0
CA2,,0.7859109728798114,0.740751436063936
CA4,,1.0,1.0
CA8,1.0,,
CAB39,0.18166244401985848,,
CAB39L,,0.4154336229807928,
CABIN1,0.3241027977870083,,0.3617787617787618
CACHD1,1.0,1.0,
CACNA1C,,,1.0
CACNA1I,0.21300062166935235,0.25108225108225113,
CACNA2D1,1.0,,
CACNG3,1.0,,
CACNG5,0.7610531061858496,,0.7561099187893446
CACNG7,,1.0,
CAD,0.9362729707267523,0.9744175064840147,
CADM3,1.0,,
CADPS,0.8613358472513402,,0.8331212615649111
CALCOCO1,,,0.2850399028888731
CALCOCO2,0.9908780929681252,,
CALHM2,1.0,,1.0
CALHM5,,,0.6672849971605159
CALR,,,0.2373371309541522
CALU,,,1.0
CAMK2B,1.0,,
CAMK2N1,1.0,,
CAMK4,1.0,,
CANT1,,,0.26559155130583706
CAP1,0.8660927873526298,,0.8004396707248592
CAPG,0.48100478682346076,,0.4819055432970849
CAPNS1,,,0.4301428385279318
CAPRIN2,,,0.3770285658397547
CAPZB,,,1.0
CARMIL1,,,1.0
CARMIL2,1.0,,1.0
CARS2,0.9984214503445272,,
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,0.12847656545135538,,0.13943556443556443
CASP10,0.12847656545135538,,0.13943556443556443
CASP3,0.12847656545135538,,0.14755086183657615
CASP7,0.12847656545135538,,0.13943556443556443
CAST,0.7220988121609239,,0.6774351544054716
CAV1,,,0.16547327018531208
CAVIN1,,0.6301198801198801,0.5234702166520349
CAVIN2,,,1.0
CAVIN3,,,1.0
CBFB,0.8777098118519262,,0.840032121993593
CBLN2,,,0.5468061350414292
CBLN3,,0.6357751837203892,
CBLN4,0.5575937379811472,,0.5488892060320631
CBS,0.3952903773750679,,
CBX5,0.22172854769539851,,0.182866314013855
CBX7,0.6262690012690012,,
CCDC112,,,0.5356846543287221
CCDC115,0.12847656545135538,0.18962855326491687,
CCDC14,,,0.3617787617787618
CCDC184,,0.8251967812407373,
CCDC33,,0.42732267732267737,0.3575270882963191
CCDC40,0.8662490348079867,,
CCDC57,0.48421120658317424,,
CCDC58,,,0.9770126205532905
CCDC77,,,0.16547327018531208
CCDC8,,1.0,
CCDC80,,,0.13943556443556443
CCDC85C,0.9894508717089363,1.0,0.9439179829106716
CCDC88A,,,1.0
CCDC88B,0.7363828831718741,,0.7530241076752705
CCDC92,1.0,,
CCL19,0.2352109429032506,,0.2427076839609477
CCL2,0.14405192797152597,,0.18730150446568358
CCL28,0.18128906666456074,0.25108225108225113,0.20793022766706978
CCL4,0.22330658471962822,,0.23104929752328596
CCL5,0.12847656545135538,,0.16166442253398774
CCNA1,,,0.40668706293706297
CCNB1IP1,,,0.5946746855837766
CCND2,,0.6609968978390031,0.6672849971605159
CCND3,0.38092650592650595,,0.3665911553235497
CCNDBP1,1.0,,
CCNE1,,0.4372534681813032,
CCNL1,1.0,,
CCNL2,1.0,,1.0
CCNO,0.12847656545135538,,
CCR1,0.17091039042258555,,0.182866314013855
CCR2,0.193878585182933,,0.182866314013855
CCR5,0.15995898374753,,0.17539064708876032
CCSAP,0.7253046849737648,,
CD109,0.7576506333902783,,0.7530241076752705
CD164,0.6885692516760478,,0.6031879231879231
CD2,0.4558056885643092,,0.4522984478208359
CD200R1,0.5685318265963427,,0.5479806589591792
CD27,0.2103399744909179,,0.22821788989453662
CD274,0.7111494375645319,,0.6791555383392117
CD276,0.29746160023345525,0.3897920261556625,
CD300A,1.0,,1.0
CD37,0.15397398809721086,,0.16547327018531208
CD3E,0.8470957103664879,,0.836695576748627
CD4,0.4478679980863387,,0.5001625670917009
CD40,0.150627697425727,,0.16547327018531208
CD44,0.15397398809721086,,0.16547327018531208
CD47,0.46222942545431933,0.5275776854724223,0.44197367050127784
CD48,0.22604277442987122,,0.25224524219499095
CD53,0.24069129862580746,,0.26172371318002385
CD55,,,0.13943556443556443
CD6,0.4784330468977772,,0.5079096161570388
CD63,,,0.33369194907656446
CD74,0.14108710081864445,,0.14755086183657615
CD81,,,0.5308548065037558
CD83,,,0.3625983945132881
CD84,1.0,,1.0
CD86,0.12847656545135538,,0.16547327018531208
CD8A,0.6226659473559135,,0.56657479253076
CD9,,,0.16547327018531208
CD99,,,0.5288736108611884
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42EP1,0.4559312116454974,,0.44211276528349697
CDC42EP3,1.0,,1.0
CDC42SE1,1.0,,1.0
CDC42SE2,1.0,,1.0
CDCA7,0.4273242285664646,,0.40943558888093967
CDH10,1.0,,
CDH11,,,1.0
CDH13,1.0,,1.0
CDH19,,,1.0
CDH2,1.0,,1.0
CDH24,,,1.0
CDH6,1.0,,1.0
CDH8,,1.0,
CDK10,0.4559312116454974,,0.45653458967068433
CDK5RAP2,0.2876908038198361,0.39299830604178426,
CDK6,0.4790740594555308,,
CDK7,0.3241027977870083,,
CDKN1A,,,0.16547327018531208
CDKN2A,0.14405192797152597,,0.16901280537644175
CDKN2D,0.2103399744909179,0.3531706388849246,0.23369089011547112
CDO1,0.42235664022497876,,
CDON,,0.3531706388849246,0.2427076839609477
CDV3,,,0.452372553262761
CEACAM21,0.5325985489919915,,0.5207479466034599
CEBPD,0.12932180601353535,,0.16547327018531208
CECR2,0.41124698086723405,0.42241629338403536,
CELF4,,1.0,
CELSR2,,,1.0
CEMIP,1.0,,1.0
CENPB,,,0.836695576748627
CENPO,1.0,,
CENPT,,,0.9798174798174798
CENPU,1.0,,
CEP290,,0.9038961038961039,0.8366133866133867
CEP44,,,0.8951997582249684
CEP57,,,0.5669416889209754
CEP78,0.7644355644355645,,0.7241252305672524
CEP95,,,1.0
CERCAM,,0.7799504842983104,
CETN3,,1.0,
CFAP46,0.30025600726237667,,
CFAP52,,1.0,
CFB,0.813004674883128,,0.8114761826195583
CFLAR,0.12847656545135538,,0.13943556443556443
CGAS,0.34715823744600727,,0.3038595812789361
CGNL1,,0.9311492527572928,
CHAC1,,0.5645874125874126,
CHAF1A,0.4084304849855089,,
CHCHD2,0.22604277442987122,,0.22821788989453662
CHD1L,0.15397398809721086,0.25108225108225113,
CHD5,,1.0,1.0
CHD7,0.39345948169477585,0.42732267732267737,
CHGB,,1.0,
CHI3L1,0.12847656545135538,,0.14755086183657615
CHI3L2,0.12847656545135538,,0.16166442253398774
CHKA,0.6812007061194493,,0.6702894213224792
CHPF,1.0,,1.0
CHPF2,,0.7454167454167455,0.6898935240694594
CHRAC1,,,1.0
CHRNA3,1.0,,
CHST1,,,1.0
CHST2,,1.0,
CHSY1,,,0.30180858102936026
CHTF18,0.12847656545135538,,
CHTF8,,,1.0
CHURC1,,,0.3665911553235497
CIART,,,0.4725749111223972
CIB1,0.1897036786742669,,0.182866314013855
CIDEB,0.12847656545135538,,0.16166442253398774
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISH,0.7081087333718913,,0.6786434424471235
CLCN4,1.0,,
CLCN6,,,1.0
CLDN1,,,1.0
CLDN19,,0.5121664050235479,
CLDN5,,1.0,
CLDND1,1.0,,
CLEC1A,0.7992472211803066,,0.7555002912145771
CLEC2B,0.5392086066243369,,0.5372849641289786
CLIC5,0.6812007061194493,,0.6176817717801324
CLK3,1.0,,
CLN6,0.20409687399978663,0.294167371090448,
CLOCK,,,0.4801924594742274
CLPTM1L,,0.9038961038961039,
CLSTN1,,,0.8124260146018986
CLSTN2,,,1.0
CLVS2,,,0.452372553262761
CMPK2,0.3241027977870083,,
CMTM4,0.5258537640703246,,
CMTM6,,,0.16547327018531208
CMTM7,0.3770175402828464,,0.38585942359527264
CNKSR2,1.0,,1.0
CNKSR3,,1.0,
CNOT6L,,0.5490818194680855,
CNP,,,0.6311029511029511
CNR1,,,1.0
CNTN1,1.0,,
CNTNAP1,1.0,,1.0
COBLL1,,0.7996003996003995,
COCH,0.37031480630096547,,0.36186848865420296
COL12A1,,0.9194257519130616,
COL13A1,,,0.9798174798174798
COL18A1,,0.41803595177828307,
COL1A1,,,0.18730150446568358
COL1A2,,,0.30180858102936026
COL27A1,1.0,1.0,
COL4A5,0.2691674522660438,0.3531706388849246,
COL4A6,0.3898241062420167,0.4434341169035047,
COL5A1,,0.593743335316369,
COL5A2,,,0.6183620087654984
COL6A1,,,0.6672849971605159
COL6A2,,,0.9468822675300409
COL8A2,,,0.8903149215649216
COLEC12,,,0.6401945602372042
COLGALT2,1.0,,1.0
COMT,,0.42241629338403536,
COPB1,1.0,,
COQ10B,0.6454951471562768,,
COQ4,0.36956597409559083,,
CORO1A,0.5540062860403908,,0.5311831026116741
CORO2B,,1.0,
CORO7,0.7359351577941976,,
COTL1,0.3898241062420167,,0.394175107029865
COX11,0.4000669218060522,,0.45663108821003556
COX6B2,1.0,1.0,
CPA4,,0.623547271234104,
CPAMD8,,0.6561650270259543,
CPD,,,0.7458286601421947
CPE,,,0.7363655951891246
CPED1,,,1.0
CPNE1,1.0,,1.0
CPNE2,0.8375015426413082,0.8550368550368549,
CPNE4,1.0,,
CPNE6,1.0,,1.0
CPNE7,0.7704194044702851,,0.6774351544054716
CPNE8,,,0.8637459259220918
CPPED1,,,0.378953798814426
CPQ,,,0.2755902920608803
CPSF3,1.0,,
CPSF6,,,0.9188150692282924
CPT1A,0.843076958979924,,0.836695576748627
CRABP2,,0.754961015316045,
CREBBP,0.16059570681419422,0.2185243328100471,
CREBRF,0.5744574951675544,0.6267535281619788,
CRELD2,,0.8560471786278239,
CREM,0.3258369982507914,,0.33933833157134125
CRH,,0.2536922536922537,
CRHR2,,1.0,1.0
CRLF3,1.0,,1.0
CROCC,0.7492229163870955,0.7743626635754915,0.6672849971605159
CRTAM,0.43341285807039237,,0.4134777560102235
CRTC3,,1.0,
CRY1,1.0,1.0,1.0
CRYBG1,0.9460049102311997,0.9618381618381618,0.8673864728753237
CSF1,0.5133902087629594,,0.5281914581038486
CSF2RB,0.2754722754722755,,0.2889205389205389
CSGALNACT1,1.0,,1.0
CSMD1,0.27604617604617604,0.3668142880741305,
CSMD2,0.12847656545135538,,0.13943556443556443
CSRNP1,0.2275105846534418,,0.2373371309541522
CSRNP3,,1.0,
CSRP1,0.29746160023345525,,0.3149784100197323
CSRP2,0.8345894611717397,,
CSTB,,,0.16547327018531208
CTBP2,0.44489478310854597,0.5073845073845074,
CTBS,0.12847656545135538,,0.16166442253398774
CTDP1,1.0,,
CTDSP1,,,0.47073552336710234
CTDSP2,,0.7454167454167455,0.6898935240694594
CTHRC1,,,0.25580316489407395
CTIF,,1.0,1.0
CTNNBIP1,0.24245157827247382,0.294167371090448,0.23104929752328596
CTPS1,1.0,1.0,
CTSA,,0.3874598683758989,0.25580316489407395
CTSB,,,0.16547327018531208
CTSC,,,0.16547327018531208
CTSH,,,0.16547327018531208
CTSO,0.12847656545135538,,0.16166442253398774
CTSS,0.13553822064460364,,0.16547327018531208
CTSZ,0.13553822064460364,,0.16547327018531208
CTTN,1.0,,1.0
CUEDC1,0.43420854183186014,,0.44197367050127784
CUL9,,,0.18730150446568358
CUX1,0.7081087333718913,0.7494302105080548,
CXCL10,0.14360783724945575,,0.16547327018531208
CXCL16,0.20014782514782514,,0.182866314013855
CXCL8,0.15495315495315495,,0.16547327018531208
CXCL9,0.12847656545135538,,0.16547327018531208
CXorf21,,,0.7631330574187717
CYB5R3,,0.6885759401888434,0.587319498683135
CYBA,0.12847656545135538,,0.13943556443556443
CYBRD1,,1.0,1.0
CYGB,0.12847656545135538,,0.13943556443556443
CYLD,1.0,,1.0
CYP26B1,,,0.22672449501717792
CYP27A1,,0.2626706626706627,0.20793022766706978
CYR61,,,0.16547327018531208
CYSTM1,0.737410064682792,,0.7363655951891246
CYTH1,1.0,,
CYTH2,1.0,,
CYTH4,1.0,,1.0
CYYR1,0.7781126030642471,,0.7352223713170458
DAAM2,1.0,,
DAB2,,,1.0
DACH1,0.3185148185148185,0.42241629338403536,
DACT1,0.32042209287718276,,
DACT2,1.0,,0.9826045586742893
DACT3,1.0,,
DAPK2,,,0.5667588762276984
DAPP1,1.0,,1.0
DAZAP2,0.14108710081864445,,
DBF4B,0.3105519480519481,,0.2889205389205389
DBI,0.5399359005306961,,0.5311831026116741
DBNL,,1.0,
DBP,0.18166244401985848,,0.18730150446568358
DCAF11,0.3743370032029826,0.4385768078075771,
DCAF17,0.2825087955522738,,0.3254431685015186
DCN,,,0.7241252305672524
DCUN1D3,0.4636210052289037,0.5645874125874126,
DCUN1D4,,,0.16547327018531208
DDAH1,0.15495315495315495,,0.18730150446568358
DDB2,,,0.2251754456723401
DDIT4,0.26592982489208905,,0.23369089011547112
DDIT4L,,1.0,
DDR2,,1.0,0.9439179829106716
DDRGK1,,,0.4725749111223972
DDX11,0.12847656545135538,,0.16547327018531208
DDX3Y,1.0,,1.0
DDX51,1.0,,1.0
DDX52,,1.0,
DDX55,1.0,,1.0
DDX56,1.0,,1.0
DDX58,0.15495315495315495,,0.16547327018531208
DEAF1,,0.6163506822847482,
DEDD2,0.12847656545135538,,
DENND1C,0.636320249905996,,0.5996559244327101
DENND4A,1.0,,1.0
DENND6B,0.49974598332022774,,0.5046239474810903
DEPP1,0.12847656545135538,0.14899386327957756,0.13943556443556443
DERL1,0.12932180601353535,,
DES,0.851071595071595,,0.8095713377531559
DET1,,,0.17783086478738655
DEXI,1.0,,1.0
DFFA,0.14360783724945575,,
DGKA,0.7403317403317403,,0.6898935240694594
DGKB,1.0,,1.0
DGKE,,,1.0
DGLUCY,0.12847656545135538,,0.13943556443556443
DHFR,,0.40060601650005623,
DHRS7,1.0,,
DHTKD1,1.0,,1.0
DIAPH1,1.0,,1.0
DIP2A,0.3258369982507914,,0.3085548904876636
DIRAS2,1.0,1.0,
DIS3L,,,0.5278465253339625
DKK1,,0.14899386327957756,
DLGAP2,,,1.0
DLL1,0.6124171283262193,0.6305694305694305,0.5961714263390241
DMC1,0.12847656545135538,,
DMPK,,,0.7282094759839567
DMTN,,1.0,
DNAAF5,0.5466986774015135,0.5879217307788737,
DNAH7,,1.0,
DNAJA1,0.5878554194343667,,
DNAJA3,,,0.5452288096518866
DNAJA4,0.3606464082654559,,
DNAJB1,0.12847656545135538,,0.16547327018531208
DNAJB2,,0.294167371090448,
DNAJB9,0.12847656545135538,,
DNAJC1,0.22172854769539851,,0.23104929752328596
DNAJC10,,,0.14755086183657615
DNAJC11,,0.2951765215916159,
DNAJC15,,,0.16166442253398774
DNAJC19,,,0.2780023714603154
DNASE1L1,,0.48965119387654604,
DNASE2,0.5578812020307798,,
DNER,,,1.0
DNHD1,,,0.7634494782783755
DNM1,,,1.0
DNMBP,1.0,1.0,
DNMT1,,0.2018626534755567,
DOC2A,,,1.0
DOCK1,,0.9897866839043309,
DOCK10,1.0,,1.0
DOCK5,0.3750430456915098,,
DOCK6,1.0,,
DOCK8,1.0,,1.0
DOCK9,,,1.0
DOK5,1.0,1.0,1.0
DONSON,,0.9547720572110817,0.9141033675143492
DPH7,,,0.40943558888093967
DPP10,1.0,,
DPP6,,1.0,
DPP7,0.20014782514782514,,0.2008131241580719
DPY19L1,0.45371175587002927,,0.4522984478208359
DPY19L2,,1.0,
DPYD,0.8529527260671892,,0.8478588426369106
DPYSL2,,1.0,
DRAM1,,,0.16547327018531208
DRAP1,0.7257798960585339,,0.708599324446867
DRP2,,,1.0
DSC2,,,1.0
DSCAM,1.0,,
DSCC1,,0.2018626534755567,
DTNBP1,1.0,,
DTX3,,0.9539032396175253,0.8902484993855552
DTX3L,0.3017508806982491,,0.3085548904876636
DUSP10,0.7067576419329873,,0.6606381040343305
DUSP5,,,1.0
DUSP8,0.26985283235283236,,
DYNC2H1,1.0,,
DYRK4,,0.7382247382247383,
DYSF,0.687992007992008,,0.6284419805546566
E2F1,0.18128906666456074,,
ECE1,,,0.6822535262902235
ECH1,,,0.45086948979164543
ECHDC2,1.0,,1.0
ECHDC3,1.0,,
ECI1,0.8759157509157509,0.9460986774419611,
EDIL3,,,1.0
EEF2K,0.3648138201553263,,0.33933833157134125
EEFSEC,1.0,,1.0
EEPD1,0.8073773951211277,,
EFCAB14,,,0.4824672609998697
EFCAB2,,0.3952759569197925,
EFEMP1,,0.7859109728798114,
EFEMP2,0.14405192797152597,,0.16547327018531208
EFHC1,1.0,,
EFHD1,1.0,,
EFNA1,0.8457511967386294,,0.8902484993855552
EFNA3,1.0,,1.0
EFR3B,0.9460049102311997,,0.9513631073857428
