,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
AFF2,1.0,,1.0
AGAP9,0.504152289428363,,0.451505637219923
AGFG2,1.0,,1.0
AGMAT,0.5606913747409615,,0.6577465855444196
AGO1,1.0,1.0,
AGPAT2,,,0.5851103211509302
AGPAT3,,0.45080194530743983,0.6168577965812989
AGT,,,1.0
AGTPBP1,1.0,1.0,
AHNAK,1.0,,1.0
AHRR,0.6447746782093287,,0.6577465855444196
AIF1,1.0,,1.0
AIF1L,1.0,,
AK2,0.504152289428363,,
AK5,,,1.0
AKAP10,1.0,,1.0
AKAP11,,1.0,
AKAP12,1.0,,1.0
AKAP7,1.0,,1.0
AKAP8L,1.0,1.0,1.0
AKIRIN2,,,1.0
AKNA,1.0,,1.0
AKR1B1,0.7285090888224048,,0.7945490263926018
AKT2,,,1.0
ALDH1A3,,,0.6020075162932306
ALDH1L1,0.504152289428363,,0.5243730628346013
ALDOA,0.504152289428363,,
ALDOC,0.9888774016680995,0.9347256517067838,
ALG13,1.0,,1.0
ALG8,,0.3743948359332974,
ALG9,0.5084548479043892,,
ALKBH5,0.504152289428363,,0.5759295052773313
ALOX5,1.0,,
ALOX5AP,1.0,1.0,1.0
ALPK1,1.0,,
AMMECR1,1.0,,
AMOT,1.0,,1.0
AMOTL1,,1.0,
AMPD3,0.504152289428363,,0.4987938890377915
ANGEL1,0.504152289428363,,
ANGPT1,1.0,,1.0
ANGPTL2,,1.0,1.0
ANGPTL4,,,1.0
ANKDD1A,,1.0,1.0
ANKRD11,,1.0,
ANKRD13B,0.5065536872765789,,0.4873476038524582
ANKRD28,1.0,,1.0
ANKRD29,,,1.0
ANKRD34A,1.0,,
ANKRD37,1.0,,1.0
ANKRD40,1.0,1.0,
ANKRD44,1.0,,
ANKRD46,,0.7177338790242017,
ANKRD55,1.0,,
ANKS6,1.0,,
ANO6,,1.0,
ANO8,,,0.451505637219923
ANTXR1,0.9396847965312696,0.7562334572643851,
ANXA1,1.0,,1.0
ANXA11,0.6447746782093287,,0.6658625062880382
ANXA2,1.0,,1.0
ANXA3,,1.0,1.0
ANXA6,1.0,,1.0
AOAH,1.0,,1.0
AOC2,,0.4285017308273122,
AP1S1,,1.0,
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,0.6939997671704988,,
APBA2,1.0,,1.0
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,1.0,,
APOBEC3C,1.0,,1.0
APOBEC3F,1.0,,1.0
APOD,,,0.7341830144377914
APOL2,0.9668750222109905,,1.0
APOL3,1.0,,1.0
APOL6,1.0,,1.0
APRT,,,0.5815773969620124
AQP3,1.0,,1.0
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,
ARF6,1.0,,1.0
ARFGAP1,1.0,,
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP30,0.965005291737965,,0.9926266293881173
ARHGAP31,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,1.0,,1.0
ARHGEF1,1.0,,1.0
ARHGEF25,1.0,,
ARHGEF26,0.5858812720126588,,0.605097732456223
ARHGEF3,1.0,,1.0
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARL10,1.0,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.504152289428363,,
ARMCX4,1.0,,1.0
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,0.504152289428363,0.3743948359332974,
ARPP21,1.0,,
ARRB1,0.504152289428363,,0.451505637219923
ARRDC2,1.0,,1.0
ARRDC4,1.0,,1.0
ARSD,,0.9695992081313183,
ART3,0.504152289428363,0.3862803862803863,0.451505637219923
ARVCF,,,1.0
ASAH1,,0.8363810102940537,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASNS,0.7285090888224048,,0.7436563436563437
ASPHD2,0.9024586524586524,,
ASRGL1,,,1.0
ATAD1,,0.3743948359332974,
ATF2,,1.0,
ATF3,,,1.0
ATG4B,,1.0,1.0
ATL3,0.5084548479043892,,0.6307799343513628
ATOH8,,0.6536696836098034,
ATP10A,1.0,,1.0
ATP10B,1.0,,
ATP10D,0.6000688731064157,,
ATP11A,1.0,,
ATP11C,0.504152289428363,,
ATP1B2,1.0,,1.0
ATP1B3,0.504152289428363,,0.451505637219923
ATP5S,0.504152289428363,,0.451505637219923
ATP6V1B2,0.5084548479043892,,
ATP7B,1.0,,
ATP8A1,,1.0,1.0
ATXN1,0.6939997671704988,,0.7830765223315367
AUH,,0.3743948359332974,
AUNIP,1.0,,
AXL,,1.0,
B2M,1.0,,1.0
B3GALNT1,,,0.5815773969620124
B3GALNT2,0.5084548479043892,0.4134244134244135,
B3GAT2,0.9026845494930602,,0.9606251209814685
B3GNT2,0.504152289428363,,0.4873476038524582
B3GNT5,0.9855223208164383,,
B3GNT9,,0.7562334572643851,0.9189830670468483
B4GALT1,1.0,0.9226792165180792,1.0
B4GALT2,1.0,,1.0
BACE2,1.0,,1.0
BACH2,1.0,,1.0
BAHCC1,,,1.0
BAMBI,,1.0,1.0
BATF3,0.5665283333267523,0.4656627775893831,0.6020075162932306
BBIP1,1.0,,1.0
BBS2,0.5084548479043892,,0.5815773969620124
BCAM,0.6617501901083991,0.530232357570487,0.676051221505767
BCAT1,0.5606913747409615,,
BCL10,1.0,,
BCL2L1,1.0,,
BCL6,1.0,1.0,1.0
BDKRB2,,,1.0
BEND7,1.0,,1.0
BEST1,,,1.0
BET1L,1.0,,1.0
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,1.0
BHLHE22,1.0,,1.0
BHLHE40,1.0,,1.0
BICDL1,,1.0,
BICRA,1.0,,
BIRC2,1.0,,
BLOC1S6,0.9496822196208698,,
BLVRB,,,0.7049762318218694
BMP1,,1.0,
BMP3,1.0,,
BMP7,1.0,1.0,1.0
BMPR1B,,,1.0
BNC2,,,0.6577465855444196
BNIP3,1.0,,
BNIP3L,1.0,1.0,
BOC,,1.0,1.0
BPNT1,0.504152289428363,,
BRD9,0.9516601284893969,,
BRSK2,1.0,,1.0
BRWD1,,0.40956303970002605,
BSDC1,,1.0,
BSG,,,0.6577465855444196
BSPRY,0.7051611490114164,,0.7714047146882966
BST2,1.0,,1.0
BTBD1,0.504152289428363,,
BTBD11,1.0,,1.0
BTF3L4,0.6939997671704988,,
BTG2,1.0,,1.0
BTN2A1,0.5912001667397352,,0.6506993006993007
BTN2A2,0.7005608946309756,,0.8218304606444768
BTN3A1,0.9888774016680995,,1.0
BTN3A2,0.6447746782093287,,0.6596951435661114
BUD31,0.6542466542466543,,
C11orf54,0.7763798701298702,,
C11orf68,1.0,,1.0
C11orf87,1.0,,1.0
C12orf45,1.0,,1.0
C12orf66,1.0,1.0,
C15orf39,1.0,,1.0
C15orf40,0.7719669493068508,,0.7805139466947048
C16orf89,,0.89491369874145,
C1D,0.5625382681834294,,0.5815773969620124
C1QL1,1.0,,1.0
C1R,1.0,,1.0
C1S,1.0,,1.0
C1orf159,,,0.6307799343513628
C1orf226,1.0,1.0,
C1orf61,1.0,,1.0
C2,,,1.0
C22orf24,1.0,,
C2CD4C,1.0,,
C3,1.0,,1.0
C3AR1,0.504152289428363,,0.451505637219923
C3orf18,1.0,,
C4orf19,0.9632195114122826,,
C4orf3,1.0,,
C5,1.0,,
C6orf106,,,0.9748150080008487
C6orf223,0.504152289428363,,
C9orf64,1.0,,1.0
C9orf72,,1.0,
CA10,,,0.30985680985680986
CA2,,0.5292617829931263,0.6883324288168579
CA4,,0.3862803862803863,0.451505637219923
CA8,1.0,,
CAB39,0.504152289428363,,
CAB39L,,0.4503678140041776,
CABIN1,1.0,,1.0
CACHD1,0.846032619066327,0.7544795629902014,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,0.5084548479043892,,
CACNG3,1.0,,
CACNG5,0.528064041221936,,0.5851103211509302
CACNG7,,1.0,
CAD,0.965005291737965,0.89491369874145,
CADM3,1.0,,
CADPS,1.0,,1.0
CALCOCO1,,,1.0
CALCOCO2,0.965005291737965,,
CALHM2,1.0,,1.0
CALHM5,,,0.49683936752902264
CALR,,,1.0
CALU,,,0.9401097768444707
CAMK2B,1.0,,
CAMK2N1,1.0,,
CAMK4,1.0,,
CANT1,,,0.451505637219923
CAP1,0.6939997671704988,,0.7436563436563437
CAPG,0.6875589000234893,,0.7755587607658614
CAPNS1,,,1.0
CAPRIN2,,,1.0
CAPZB,,,1.0
CARMIL1,,,0.6506993006993007
CARMIL2,1.0,,1.0
CARS2,0.504152289428363,,
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,1.0,,1.0
CASP10,1.0,,1.0
CASP3,1.0,,1.0
CASP7,1.0,,1.0
CAST,1.0,,1.0
CAV1,,,1.0
CAVIN1,,1.0,1.0
CAVIN2,,,1.0
CAVIN3,,,0.7436563436563437
CBFB,0.5084548479043892,,0.6020075162932306
CBLN2,,,1.0
CBLN3,,1.0,
CBLN4,1.0,,1.0
CBS,0.5402656415314643,,
CBX5,1.0,,1.0
CBX7,1.0,,
CCDC112,,,0.6388237313347446
CCDC115,0.5084548479043892,0.40956303970002605,
CCDC14,,,1.0
CCDC184,,0.3743948359332974,
CCDC33,,0.3862803862803863,0.4873476038524582
CCDC40,1.0,,
CCDC57,1.0,,
CCDC58,,,0.451505637219923
CCDC77,,,1.0
CCDC8,,0.7177338790242017,
CCDC80,,,0.451505637219923
CCDC85C,1.0,1.0,1.0
CCDC88A,,,1.0
CCDC88B,1.0,,1.0
CCDC92,1.0,,
CCL19,1.0,,1.0
CCL2,1.0,,1.0
CCL28,1.0,1.0,1.0
CCL4,1.0,,1.0
CCL5,1.0,,1.0
CCNA1,,,1.0
CCNB1IP1,,,0.4873476038524582
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,1.0,,
CCNE1,,1.0,
CCNL1,1.0,,
CCNL2,1.0,,1.0
CCNO,1.0,,
CCR1,1.0,,1.0
CCR2,1.0,,1.0
CCR5,1.0,,1.0
CCSAP,0.8663603063603065,,
CD109,0.504152289428363,,0.4873476038524582
CD164,0.5331363915054902,,0.6168577965812989
CD2,1.0,,1.0
CD200R1,1.0,,1.0
CD27,1.0,,1.0
CD274,1.0,,1.0
CD276,1.0,1.0,
CD300A,1.0,,1.0
CD37,1.0,,1.0
CD3E,1.0,,1.0
CD4,1.0,,1.0
CD40,1.0,,1.0
CD44,1.0,,1.0
CD47,1.0,1.0,1.0
CD48,1.0,,1.0
CD53,1.0,,1.0
CD55,,,1.0
CD6,1.0,,1.0
CD63,,,0.6506993006993007
CD74,1.0,,1.0
CD81,,,1.0
CD83,,,1.0
CD84,1.0,,1.0
CD86,1.0,,1.0
CD8A,1.0,,1.0
CD9,,,1.0
CD99,,,0.6020075162932306
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42SE1,1.0,,1.0
CDC42SE2,1.0,,1.0
CDCA7,0.8968706731864626,,0.9606251209814685
CDH10,1.0,,
CDH11,,,1.0
CDH13,0.504152289428363,,0.49683936752902264
CDH19,,,1.0
CDH2,1.0,,1.0
CDH24,,,1.0
CDH6,1.0,,1.0
CDH8,,1.0,
CDK10,1.0,,1.0
CDK5RAP2,1.0,1.0,
CDK6,0.504152289428363,,
CDK7,1.0,,
CDKN1A,,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,0.9418097303107571,,
CDON,,1.0,1.0
CDV3,,,0.30985680985680986
CEACAM21,1.0,,1.0
CEBPD,1.0,,1.0
CECR2,1.0,1.0,
CELF4,,1.0,
CELSR2,,,1.0
CEMIP,1.0,,1.0
CENPB,,,1.0
CENPO,1.0,,
CENPT,,,1.0
CENPU,1.0,,
CEP290,,1.0,1.0
CEP44,,,1.0
CEP57,,,0.8334079713390058
CEP78,1.0,,1.0
CEP95,,,1.0
CERCAM,,0.6309246309246309,
CETN3,,0.4656627775893831,
CFAP46,1.0,,
CFAP52,,1.0,
CFB,1.0,,1.0
CFLAR,1.0,,1.0
CGAS,1.0,,1.0
CGNL1,,1.0,
CHAC1,,1.0,
CHAF1A,1.0,,
CHCHD2,0.504152289428363,,0.451505637219923
CHD1L,0.504152289428363,0.3862803862803863,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHGB,,1.0,
CHI3L1,1.0,,1.0
CHI3L2,1.0,,1.0
CHKA,0.6777699045140906,,0.7796397151235861
CHPF,1.0,,1.0
CHPF2,,0.7544795629902014,0.8480291638186376
CHRAC1,,,1.0
CHRNA3,1.0,,
CHST1,,,1.0
CHST2,,1.0,
CHSY1,,,0.5103523927053338
CHTF18,0.5084548479043892,,
CHTF8,,,1.0
CHURC1,,,1.0
CIART,,,1.0
CIB1,1.0,,1.0
CIDEB,0.504152289428363,,0.4987938890377915
CIR1,1.0,1.0,
CIRBP,0.6939997671704988,,0.7787551681356991
CISH,1.0,,1.0
CLCN4,1.0,,
CLCN6,,,1.0
CLDN1,,,1.0
CLDN19,,1.0,
CLDN5,,1.0,
CLDND1,0.5769325014608033,,
CLEC1A,1.0,,1.0
CLEC2B,1.0,,1.0
CLIC5,1.0,,1.0
CLK3,1.0,,
CLN6,0.5065536872765789,0.40956303970002605,
CLOCK,,,1.0
CLPTM1L,,0.3918990100808282,
CLSTN1,,,1.0
CLSTN2,,,1.0
CLVS2,,,1.0
CMPK2,0.504152289428363,,
CMTM4,0.504152289428363,,
CMTM6,,,0.8212465041733334
CMTM7,1.0,,1.0
CNKSR2,1.0,,1.0
CNKSR3,,1.0,
CNOT6L,,1.0,
CNP,,,0.7945490263926018
CNR1,,,1.0
CNTN1,1.0,,
CNTNAP1,1.0,,1.0
COBLL1,,1.0,
COCH,1.0,,1.0
COL12A1,,1.0,
COL13A1,,,1.0
COL18A1,,1.0,
COL1A1,,,1.0
COL1A2,,,1.0
COL27A1,1.0,1.0,
COL4A5,1.0,1.0,
COL4A6,1.0,1.0,
COL5A1,,1.0,
COL5A2,,,1.0
COL6A1,,,1.0
COL6A2,,,1.0
COL8A2,,,1.0
COLEC12,,,1.0
COLGALT2,0.504152289428363,,0.4901371355916811
COMT,,0.3900489754148291,
COPB1,0.9376652453575531,,
COQ10B,0.504152289428363,,
COQ4,0.504152289428363,,
CORO1A,1.0,,1.0
CORO2B,,1.0,
CORO7,1.0,,
COTL1,0.5402656415314643,,0.6506993006993007
COX11,0.504152289428363,,0.451505637219923
COX6B2,1.0,1.0,
CPA4,,1.0,
CPAMD8,,1.0,
CPD,,,0.8463983385036017
CPE,,,1.0
CPED1,,,1.0
CPNE1,0.6939997671704988,,0.7861509918652775
CPNE2,0.6634937762534202,0.5525600227586983,
CPNE4,1.0,,
CPNE6,1.0,,1.0
CPNE7,0.5804047804047804,,0.6506993006993007
CPNE8,,,0.451505637219923
CPPED1,,,1.0
CPQ,,,0.6577465855444196
CPSF3,1.0,,
CPSF6,,,1.0
CPT1A,0.504152289428363,,0.4873476038524582
CRABP2,,1.0,
CREBBP,1.0,1.0,
CREBRF,1.0,1.0,
CRELD2,,0.3743948359332974,
CREM,1.0,,1.0
CRH,,1.0,
CRHR2,,1.0,1.0
CRLF3,1.0,,1.0
CROCC,1.0,1.0,1.0
CRTAM,1.0,,1.0
CRTC3,,1.0,
CRY1,1.0,1.0,1.0
CRYBG1,1.0,1.0,1.0
CSF1,1.0,,1.0
CSF2RB,1.0,,1.0
CSGALNACT1,1.0,,1.0
CSMD1,1.0,1.0,
CSMD2,1.0,,1.0
CSRNP1,1.0,,1.0
CSRNP3,,0.8336905812633968,
CSRP1,1.0,,1.0
CSRP2,1.0,,
CSTB,,,1.0
CTBP2,1.0,1.0,
CTBS,1.0,,1.0
CTDP1,1.0,,
CTDSP1,,,0.4873476038524582
CTDSP2,,0.7177338790242017,0.8480291638186376
CTHRC1,,,0.8328951048951049
CTIF,,1.0,1.0
CTNNBIP1,1.0,1.0,1.0
CTPS1,1.0,1.0,
CTSA,,0.3918990100808282,0.4901371355916811
CTSB,,,1.0
CTSC,,,1.0
CTSH,,,0.751689668356335
CTSO,0.6447746782093287,,0.6506993006993007
CTSS,1.0,,1.0
CTSZ,0.7737579493677054,,0.8212465041733334
CTTN,1.0,,1.0
CUEDC1,1.0,,1.0
CUL9,,,1.0
CUX1,1.0,1.0,
CXCL10,1.0,,1.0
CXCL16,1.0,,1.0
CXCL8,1.0,,1.0
CXCL9,1.0,,1.0
CXorf21,,,0.8618832623686993
CYB5R3,,0.3918990100808282,0.49357721924093606
CYBA,1.0,,1.0
CYBRD1,,1.0,1.0
CYGB,1.0,,1.0
CYLD,1.0,,1.0
CYP26B1,,,1.0
CYP27A1,,0.4656627775893831,0.646657690135951
CYR61,,,1.0
CYSTM1,0.504152289428363,,0.30985680985680986
CYTH1,1.0,,
CYTH2,1.0,,
CYTH4,1.0,,1.0
CYYR1,1.0,,1.0
DAAM2,1.0,,
DAB2,,,1.0
DACH1,1.0,1.0,
DACT1,1.0,,
DACT2,1.0,,1.0
DACT3,1.0,,
DAPK2,,,1.0
DAPP1,1.0,,1.0
DAZAP2,1.0,,
DBF4B,1.0,,1.0
DBI,0.5084548479043892,,0.5191107593704997
DBNL,,1.0,
DBP,1.0,,1.0
DCAF11,1.0,1.0,
DCAF17,1.0,,1.0
DCN,,,1.0
DCUN1D3,1.0,1.0,
DCUN1D4,,,1.0
DDAH1,0.504152289428363,,0.4901371355916811
DDB2,,,0.8480291638186376
DDIT4,1.0,,1.0
DDIT4L,,1.0,
DDR2,,1.0,1.0
DDRGK1,,,0.451505637219923
DDX11,1.0,,1.0
DDX3Y,1.0,,1.0
DDX51,0.965005291737965,,1.0
DDX52,,1.0,
DDX55,0.5084548479043892,,0.6020075162932306
DDX56,1.0,,1.0
DDX58,1.0,,1.0
DEAF1,,1.0,
DEDD2,1.0,,
DENND1C,0.9024586524586524,,0.9189830670468483
DENND4A,1.0,,1.0
DENND6B,0.6728389953242023,,0.7681480196450257
DEPP1,1.0,1.0,1.0
DERL1,1.0,,
DES,1.0,,1.0
DET1,,,1.0
DEXI,1.0,,1.0
DFFA,1.0,,
DGKA,1.0,,1.0
DGKB,1.0,,1.0
DGKE,,,1.0
DGLUCY,0.504152289428363,,0.451505637219923
DHFR,,0.5292617829931263,
DHRS7,0.504152289428363,,
DHTKD1,0.504152289428363,,0.451505637219923
DIAPH1,1.0,,1.0
DIP2A,1.0,,1.0
DIRAS2,1.0,1.0,
DIS3L,,,0.7628693494954895
DKK1,,0.6536696836098034,
DLGAP2,,,1.0
DLL1,1.0,1.0,1.0
DMC1,1.0,,
DMPK,,,1.0
DMTN,,1.0,
DNAAF5,0.5084548479043892,0.40956303970002605,
DNAH7,,1.0,
DNAJA1,0.5084548479043892,,
DNAJA3,,,0.751689668356335
DNAJA4,1.0,,
DNAJB1,1.0,,1.0
DNAJB2,,1.0,
DNAJB9,0.7940439841848294,,
DNAJC1,0.6447746782093287,,0.7253697122549582
DNAJC10,,,1.0
DNAJC11,,0.3743948359332974,
DNAJC15,,,0.451505637219923
DNAJC19,,,0.451505637219923
DNASE1L1,,0.5348497656189963,
DNASE2,1.0,,
DNER,,,1.0
DNHD1,,,1.0
DNM1,,,1.0
DNMBP,1.0,1.0,
DNMT1,,1.0,
DOC2A,,,1.0
DOCK1,,1.0,
DOCK10,1.0,,1.0
DOCK5,0.5912001667397352,,
DOCK6,1.0,,
DOCK8,0.9888774016680995,,1.0
DOCK9,,,1.0
DOK5,1.0,1.0,1.0
DONSON,,0.95198259684241,1.0
DPH7,,,1.0
DPP10,1.0,,
DPP6,,0.7177338790242017,
DPP7,0.504152289428363,,0.5759295052773313
DPY19L1,0.504152289428363,,0.451505637219923
DPY19L2,,0.3743948359332974,
DPYD,0.7342860701639327,,0.7671755954888485
DPYSL2,,1.0,
DRAM1,,,0.5103523927053338
DRAP1,1.0,,1.0
DRP2,,,1.0
DSC2,,,1.0
DSCAM,1.0,,
DSCC1,,0.3900489754148291,
DTNBP1,1.0,,
DTX3,,0.9695992081313183,1.0
DTX3L,1.0,,1.0
DUSP10,1.0,,1.0
DUSP5,,,0.8667009319183232
DUSP8,0.6777699045140906,,
DYNC2H1,0.5084548479043892,,
DYRK4,,1.0,
DYSF,1.0,,1.0
E2F1,1.0,,
ECE1,,,1.0
ECH1,,,0.451505637219923
ECHDC2,0.504152289428363,,0.30985680985680986
ECHDC3,0.5084548479043892,,
ECI1,0.504152289428363,0.3862803862803863,
EDIL3,,,1.0
EEF2K,1.0,,1.0
EEFSEC,1.0,,1.0
EEPD1,0.504152289428363,,
EFCAB14,,,1.0
EFCAB2,,1.0,
EFEMP1,,1.0,
EFEMP2,1.0,,1.0
EFHC1,0.504152289428363,,
EFHD1,1.0,,
EFNA1,1.0,,1.0
EFNA3,1.0,,1.0
EFR3B,0.504152289428363,,0.451505637219923
EFS,1.0,,1.0
EFTUD2,1.0,,1.0
EGFL7,,1.0,
EGFR,,1.0,
EGLN1,1.0,,
EGR1,,1.0,1.0
EHD1,1.0,,1.0
EHD4,0.539025077486616,,0.6506993006993007
EID2,,,1.0
EIF1AY,1.0,,1.0
EIF1B,,0.4676385561341313,
EIF2AK2,1.0,,
EIF2AK3,0.5084548479043892,,
EIF4A3,1.0,,1.0
EIF4E2,0.9015354211006384,,0.9606251209814685
EIF4E3,1.0,,
EIF4EBP2,1.0,,
EIF4G1,,1.0,
EIF4G3,0.8070027420375449,,
EIF4H,1.0,,1.0
ELF1,1.0,,1.0
ELK3,1.0,,1.0
ELL2,1.0,,1.0
ELMSAN1,0.504152289428363,,0.4647852147852149
ELOF1,0.504152289428363,,
ELOVL6,,,0.8437261946496776
ELP1,,,1.0
ELP6,,0.5940894548489486,
EMB,1.0,,1.0
EMC7,0.504152289428363,,
EMID1,0.5084548479043892,,0.5759295052773313
EMILIN2,,,1.0
EMILIN3,1.0,,1.0
EML3,1.0,,1.0
EML4,,,1.0
EMP1,1.0,,1.0
EMP2,,0.3743948359332974,
EMP3,1.0,,1.0
EMX2,1.0,,1.0
ENAH,1.0,,1.0
ENC1,1.0,,
ENDOD1,0.504152289428363,,
ENG,1.0,,1.0
ENKUR,1.0,,
ENO1,0.9194104215112618,,
ENO2,1.0,1.0,
ENO3,1.0,,1.0
ENOSF1,,1.0,
ENPP2,,0.4908033143327261,0.6506993006993007
ENTPD1,1.0,1.0,
EP400,1.0,,1.0
EPAS1,,1.0,1.0
EPB41L2,,1.0,1.0
EPDR1,,1.0,
EPHA10,,1.0,
EPHA4,0.7285090888224048,,0.7945490263926018
EPHA7,1.0,1.0,1.0
EPHA8,1.0,,1.0
EPHB1,,1.0,1.0
EPHB2,1.0,,
EPSTI1,1.0,,1.0
ERBB2,,1.0,1.0
ERBB3,,,0.7661913843732026
ERCC2,0.6447746782093287,,
ERF,,,1.0
ERLIN2,,0.4656627775893831,
ERO1A,0.504152289428363,,0.5103523927053338
ERP27,1.0,,
ESPL1,1.0,1.0,
ESYT1,0.8436338436338436,,0.9012696904968567
ESYT2,0.5885599907339037,,
ETFB,,,0.4873476038524582
ETS1,1.0,,1.0
ETV6,1.0,,1.0
ETV7,1.0,,1.0
EVI2A,1.0,,1.0
EVI2B,1.0,,1.0
EVX1,,,1.0
EXD3,,,1.0
EXOC3,,,1.0
EXOG,0.504152289428363,,0.4873476038524582
EXOSC10,0.6939997671704988,,
EXOSC8,1.0,,1.0
EXT1,,0.530232357570487,
EXTL3,,,0.5360712906725176
EYA4,,0.5407925407925408,
F12,1.0,1.0,
F3,,1.0,1.0
F8,1.0,,1.0
FABP3,1.0,,
FABP5,0.9024586524586524,0.7562334572643851,0.8990211666268004
FABP7,,,1.0
FADS3,,0.4136622870800086,0.5360712906725176
FAF2,,0.530232357570487,
FAM102A,1.0,,1.0
FAM107A,1.0,,1.0
FAM111A,1.0,,1.0
FAM114A1,,1.0,1.0
FAM117A,1.0,,1.0
FAM117B,,1.0,
FAM120A,,,1.0
FAM126B,,0.7931365117294765,
FAM129A,1.0,,1.0
FAM129B,,,1.0
FAM13C,1.0,,1.0
FAM155B,,,1.0
FAM162A,0.504152289428363,,
FAM171B,1.0,,1.0
FAM174B,,,1.0
FAM184A,0.504152289428363,0.3743948359332974,
FAM193B,,,1.0
FAM210A,1.0,,
FAM210B,0.504152289428363,,
FAM219A,1.0,,1.0
FAM219B,0.504152289428363,,0.5032260972110597
FAM221A,1.0,,1.0
FAM222A,1.0,,1.0
FAM234B,0.6860319168011476,0.5525600227586983,
FAM241B,,0.5525600227586983,
FAM43A,,,1.0
FAM49A,1.0,,
FAM78A,1.0,,1.0
FAM81A,1.0,,1.0
FAM83H,1.0,,1.0
FAM84B,1.0,,
FAM92A,1.0,,1.0
FAN1,1.0,,1.0
FANCA,1.0,1.0,
FANCI,0.6447746782093287,,
FAS,1.0,,1.0
FASLG,1.0,,1.0
FAT1,1.0,1.0,
FBLN5,1.0,,1.0
FBLN7,1.0,,
FBN1,,,1.0
FBRSL1,,,1.0
FBXL2,,,1.0
FBXL3,1.0,,1.0
FBXL7,,1.0,
FBXO2,1.0,,1.0
FBXO22,,,1.0
FBXO32,0.5769325014608033,,0.6524532071701883
FBXO33,1.0,,
FBXO6,0.9024586524586524,,0.9146802853896675
FBXO7,1.0,,
FBXW4,1.0,,1.0
FCGRT,,1.0,1.0
FCHO2,,,1.0
FDPS,,,0.451505637219923
FEM1C,1.0,,1.0
