,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ALKBH2,,,0.3117120503259117
ALKBH5,0.9940007162648672,,0.9300714056991752
ALOX5,0.31853860425289,,0.3470339184624898
ALOX5AP,0.08642520270427248,0.23742359335579677,0.08188440772710436
ALPK1,1.0,,
AMBRA1,,,1.0
AMD1,,,0.8345055880157285
AMER2,,0.373031926750935,
AMFR,,,0.3294827777586399
AMMECR1,0.8468145611002754,,
AMOT,1.0,,1.0
AMOTL1,1.0,1.0,
AMOTL2,,0.6959324663252155,
AMPD3,0.1547300283359763,,0.18159545372660127
AMZ1,1.0,,
ANAPC10,,1.0,
ANGEL1,0.8833271991166728,0.9491150741150741,
ANGPT1,0.2598532572825632,,0.2608577105221401
ANGPTL2,,0.6604645354645354,0.4976974245266928
ANGPTL4,0.6580479679231098,,0.5671884676409563
ANKDD1A,,1.0,1.0
ANKFY1,1.0,,1.0
ANKH,0.44946549513478645,,
ANKMY2,,1.0,
ANKRA2,,1.0,
ANKRD11,,1.0,
ANKRD13A,,,1.0
ANKRD13B,1.0,,1.0
ANKRD28,1.0,,1.0
ANKRD29,1.0,,1.0
ANKRD34A,1.0,,
ANKRD37,0.8847411939681266,1.0,0.8345055880157285
ANKRD39,1.0,,1.0
ANKRD40,0.4130620665783616,0.5522864232541652,
ANKRD44,1.0,,
ANKRD46,,0.9491150741150741,
ANKRD52,,,1.0
ANKRD55,0.9999369999369999,,
ANKRD9,1.0,,
ANKS1B,,,0.23635823635823636
ANKS3,,,0.7635930622278745
ANKS6,0.2192497767719007,,
ANO10,,0.5610436075552354,
ANO5,,,1.0
ANO6,,1.0,1.0
ANO8,0.9681219473367281,,0.9582679139042775
ANP32B,,,1.0
ANTXR1,0.04955044955044955,0.18529089957661388,
ANXA1,0.7578877815098288,,0.7134075823351718
ANXA11,0.5004104806085004,,0.4781356209927638
ANXA2,0.521511637533737,,0.4800864484658951
ANXA3,,0.8465453176373947,0.6554628803149513
ANXA4,,,0.32071661148281977
ANXA6,1.0,1.0,0.9475622989136502
AOAH,0.29120765339444155,,0.2608577105221401
AOC2,,1.0,1.0
AP1G2,,1.0,1.0
AP1S1,,1.0,1.0
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,1.0,1.0,
APBA1,1.0,,
APBA2,1.0,,1.0
APBB1,1.0,,
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,0.8200532621017796,,
APEH,,0.992074592074592,
APLN,0.12870246636480404,,0.09254237825666396
APLP2,,0.8132768132768132,
APOBEC3C,0.3401095945474644,,0.3294827777586399
APOBEC3F,0.3554092965857672,,0.3056137410976121
APOC1,,0.38293452579166865,
APOD,0.6388037050057955,,0.5552542695399838
APOE,0.04955044955044955,0.2829897375351921,
APOL2,0.2946832902780039,,0.28170988675190356
APOL3,0.31853860425289,,0.28170988675190356
APOL6,0.29264695036507116,,0.22762627800411175
APOO,,1.0,
APPBP2,0.9332265178910545,,
APRT,,,0.9263492063492064
AQP1,,1.0,
AQP3,0.8779917954386038,,0.8240279405633737
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,1.0
ARF6,1.0,,1.0
ARFGAP1,1.0,,1.0
ARFIP1,1.0,,
ARHGAP1,,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP29,,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,1.0,1.0
ARHGAP33,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,0.1463990554899646,,0.19433899433899435
ARHGEF1,1.0,,1.0
ARHGEF12,,1.0,
ARHGEF16,1.0,,
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF28,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF37,,1.0,
ARHGEF39,1.0,,
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARHGEF9,,,1.0
ARID1A,,1.0,
ARID5B,,0.8287556599244912,
ARL10,1.0,,1.0
ARL13B,1.0,,1.0
ARL16,,,1.0
ARL4C,0.7700342500731985,,0.7050437934158864
ARL4D,1.0,,1.0
ARL6IP5,0.33167643715311057,,0.28170988675190356
ARMC7,1.0,,1.0
ARMC9,,0.9019974540998307,
ARMCX1,,1.0,
ARMCX4,1.0,,1.0
ARNT2,1.0,,
ARPC1A,1.0,,
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,1.0,1.0,
ARPP21,1.0,1.0,1.0
ARRB1,0.4722660093310623,,0.4644915524036403
ARRB2,0.5664718912800755,,0.5189734507916326
ARRDC1,1.0,1.0,
ARRDC2,0.3017975544973385,,0.3318882256263661
ARRDC3,,0.7438252355379428,
ARRDC4,0.4882390336935792,,0.37550246363805684
ARSD,1.0,1.0,
ART3,1.0,1.0,1.0
ARVCF,,0.9801735454628017,0.8253691406632584
ASAH1,,0.8554007975495579,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASB13,1.0,,
ASF1A,1.0,,1.0
ASH2L,,0.746925996255755,
ASIC2,1.0,1.0,
ASNS,1.0,,0.9793846441328456
ASNSD1,1.0,,
ASPHD2,1.0,,
ASPSCR1,1.0,,1.0
ASRGL1,,,0.7079107411517384
ASXL2,,,1.0
ATAD1,,1.0,
ATAD3B,1.0,,
ATAD5,0.9195921487419464,,0.8169664730174285
ATE1,,,0.3681681640159149
ATF2,,0.2633981403212173,0.15900463173190446
ATF3,,,0.06575379507710336
ATG4B,0.4468948772746241,0.5522864232541652,0.4112188751687184
ATG5,0.3255587387818793,,
ATG7,0.3554092965857672,,
ATG9B,,,1.0
ATIC,,,1.0
ATL3,1.0,,1.0
ATOH8,,0.6124633489254429,0.4525516441600358
ATP10A,1.0,,1.0
ATP10B,1.0,,1.0
ATP10D,0.8901867363405825,,
ATP11A,1.0,1.0,
ATP11C,1.0,1.0,
ATP13A1,,1.0,
ATP1A4,1.0,,
ATP1B1,1.0,,1.0
ATP1B2,1.0,,1.0
ATP1B3,0.33690365300703273,,0.2848419771496694
ATP2B2,,,1.0
ATP5S,1.0,,1.0
ATP6AP2,1.0,1.0,
ATP6V0C,,,1.0
ATP6V1B2,1.0,1.0,
ATP6V1C1,,1.0,
ATP6V1F,,1.0,
ATP7B,1.0,1.0,1.0
ATP8A1,,1.0,1.0
ATP8A2,1.0,,
ATR,,0.6402761118480181,0.4368426962086905
ATRAID,,,1.0
ATXN1,0.29925435614713514,,0.28170988675190356
AUH,,1.0,
AUNIP,1.0,,
AURKAIP1,1.0,,
AVPI1,,,0.7228355355052187
AXL,,0.4555444555444556,
B2M,0.08642520270427248,,0.09254237825666396
B3GALNT1,1.0,,1.0
B3GALNT2,1.0,1.0,
B3GALT4,1.0,,1.0
B3GAT2,1.0,,1.0
B3GLCT,1.0,1.0,
B3GNT2,1.0,,1.0
B3GNT5,1.0,,1.0
B3GNT9,,1.0,1.0
B4GALT1,0.5405503587321768,0.7248579991437134,0.5389232616123373
B4GALT2,1.0,,1.0
B4GALT5,0.46196265273188347,,0.3831808790211453
BACE2,0.3590070307051439,,0.39599353183641234
BACH2,0.18642743395218642,,0.19433899433899435
BAHCC1,,,0.7870253726697446
BAIAP2,,1.0,
BAMBI,,0.16101140239071274,0.061370208738629785
BASP1,,1.0,
BATF3,0.0670607587900821,0.15564435564435564,0.04858474858474859
BAZ1A,1.0,,
BBIP1,1.0,,1.0
BBOF1,1.0,,
BBS2,1.0,,1.0
BCAM,0.8236267753694027,0.9053639358845822,0.7534217733697353
BCAR1,,1.0,
BCAT1,1.0,,
BCHE,1.0,,1.0
BCL10,0.05946053946053947,,
BCL2,,0.2829897375351921,
BCL2L1,0.452417148069322,,
BCL2L2,,,0.3539745968317397
BCL6,0.05946053946053947,0.16101140239071274,0.061370208738629785
BCLAF3,,,1.0
BDH1,,,0.7742815053389575
BDKRB2,,,0.10552343584017791
BEND7,1.0,1.0,1.0
BEST1,,1.0,1.0
BET1L,1.0,,1.0
BEX1,,,0.8606654082114205
BEX5,,1.0,1.0
BGN,,,0.28969787975999156
BHLHE22,1.0,,1.0
BHLHE40,0.9197652105568098,,0.8647193784808463
BICDL1,,1.0,1.0
BICRA,1.0,,
BIRC2,0.09539123977626651,0.19455544455544455,
BLCAP,,1.0,1.0
BLOC1S4,1.0,,1.0
BLOC1S6,1.0,,
BLVRB,1.0,,1.0
BMP1,,0.5405222392670092,
BMP3,0.864043952608011,,0.8169664730174285
BMP7,1.0,1.0,1.0
BMPR1B,,,0.9131329979544266
BNC2,,,0.37550246363805684
BNIP3,0.4337695091793452,,
BNIP3L,0.1674944773536323,0.2964654393225822,
BOC,,0.76436032161223,0.5671884676409563
BPNT1,1.0,,
BPTF,,,1.0
BRD4,,0.4095904095904096,
BRD7,1.0,,1.0
BRD9,1.0,,1.0
BRI3,1.0,,
BRINP1,1.0,,
BRK1,1.0,,
BRMS1,,,0.41448863636363636
BRPF3,,1.0,
BRSK1,,1.0,1.0
BRSK2,1.0,,1.0
BRWD1,,1.0,
BSDC1,,0.6754377697773924,
BSG,,,1.0
BSPRY,1.0,,1.0
BST2,0.19368253895941193,,0.2045673624620993
BTBD1,1.0,1.0,
BTBD10,,1.0,
BTBD11,0.33690365300703273,,0.3232681715171988
BTBD3,1.0,1.0,
BTBD7,1.0,,
BTD,0.3017975544973385,,
BTF3L4,1.0,,1.0
BTG1,0.28655681667729865,,
BTG2,1.0,,1.0
BTN2A1,0.5542931644626559,,0.5389232616123373
BTN2A2,0.2729578114193499,,0.2388262340069569
BTN3A1,0.3554092965857672,0.47661429479611295,0.34232189828520104
BTN3A2,0.17610264300159773,0.2964654393225822,0.2045673624620993
BTRC,,0.4549604241911934,0.28170988675190356
BUD31,1.0,,
BZW2,,,1.0
C11orf1,,,1.0
C11orf54,1.0,,1.0
C11orf68,1.0,,1.0
C11orf87,0.7954029132700788,,0.7647752588127376
C12orf43,,,1.0
C12orf45,1.0,,1.0
C12orf49,,,0.8213136070278927
C12orf66,1.0,1.0,
C14orf178,0.9466005692420787,,
C15orf39,1.0,,1.0
C15orf40,0.43172668915243173,,0.4221540654467484
C16orf72,1.0,,
C16orf89,1.0,1.0,
C19orf53,1.0,,1.0
C1D,1.0,,1.0
C1QL1,0.6458644803472389,,0.6148290324575739
C1QTNF3,,,0.43122557915457327
C1R,0.0670607587900821,,0.06575379507710336
C1S,0.04955044955044955,,0.06575379507710336
C1orf159,,,1.0
C1orf198,,1.0,1.0
C1orf226,1.0,1.0,
C1orf61,1.0,,1.0
C2,,,0.08188440772710436
C22orf24,1.0,,1.0
C2CD2L,,1.0,
C2CD4C,1.0,1.0,
C2CD5,,,1.0
C2orf68,1.0,,
C2orf69,,1.0,
C3,0.04955044955044955,,0.061370208738629785
C3AR1,0.04955044955044955,,0.04858474858474859
C3orf18,0.3401095945474644,,
C3orf58,,1.0,
C4orf19,0.48673450443361954,,
C4orf3,0.9681219473367281,1.0,0.9300714056991752
C5,0.39216398574687344,,0.33614400722151194
C6orf106,1.0,,1.0
C6orf136,,,1.0
C6orf223,0.6260845037315624,,
C6orf89,,,1.0
C8orf34,1.0,,
C9orf64,0.9962326829796709,,0.9869318137315286
C9orf72,,1.0,
CA10,0.671647289587489,,0.6097722981394273
CA2,,1.0,1.0
CA4,,1.0,1.0
CA8,1.0,,
CA9,1.0,,1.0
CAAP1,1.0,,
CAB39,0.5350643943336771,,0.5142091411126943
CAB39L,,0.8554007975495579,
CABIN1,0.6960158485582214,,0.6413186813186813
CABP7,,,1.0
CACHD1,1.0,1.0,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,0.8501813975498187,,
CACNB2,,,1.0
CACNB4,,1.0,
CACNG3,1.0,1.0,
CACNG5,1.0,1.0,1.0
CACNG7,,0.4555444555444556,
CACUL1,0.9332265178910545,,
CAD,0.7274106604055842,0.8287556599244912,0.6840955978887014
CADM3,0.6665979760150164,0.7858889878594313,0.635262904102008
CADPS,0.9681219473367281,,0.9131329979544266
CALCOCO1,,0.4549604241911934,0.28029662645047254
CALCOCO2,0.5376750908665803,,
CALD1,,0.6112578330760149,
CALHM2,0.13626373626373628,,0.1653948887991441
CALHM5,0.671647289587489,,0.6007224879242233
CALR,0.8847411939681266,,0.8428348829274042
CALU,,,1.0
CALY,,1.0,
CAMK2A,,1.0,
CAMK2B,1.0,,
CAMK2N1,1.0,1.0,
CAMK4,1.0,,
CAMKMT,0.8846200291677891,,
CANT1,,0.8034419284419284,0.635262904102008
CANX,0.8179187328508596,,0.8081886062655294
CAP1,1.0,,1.0
CAPG,0.42752619281544896,,0.36183746323606464
CAPN1,,,0.43515035688948733
CAPN5,1.0,,
CAPNS1,,,1.0
CAPRIN2,0.39175265168044954,,0.24967162467162465
CAPZB,,,1.0
CARD10,0.07928071928071928,,0.06575379507710336
CARMIL1,,,1.0
CARMIL2,1.0,1.0,1.0
CARMIL3,,0.2964654393225822,
CARS2,1.0,,1.0
CARTPT,1.0,,
CASC3,,,1.0
CASK,1.0,,1.0
CASKIN2,0.7019213734848572,,
CASP1,0.04955044955044955,,0.04858474858474859
CASP10,0.0670607587900821,,0.07522799780864298
CASP3,0.42400552467666563,,0.4170883548799567
CASP7,0.3017975544973385,0.4549604241911934,0.2696774591047719
CAST,1.0,,1.0
CAV1,0.13626373626373628,,0.13360805860805863
CAVIN1,,1.0,0.8351446689956007
CAVIN2,,,1.0
CAVIN3,,1.0,1.0
CBFB,0.4070522198771766,,0.3318882256263661
CBLN2,,,0.4971462645881251
CBLN3,,0.4023459533663615,0.2608577105221401
CBLN4,0.6895370002166119,,0.6097722981394273
CBR3,1.0,,
CBS,1.0,,1.0
CBX5,1.0,,1.0
CBX7,1.0,,1.0
CBY1,1.0,1.0,
CC2D1A,1.0,,1.0
CCAR1,,,1.0
CCDC112,,,0.660448926073926
CCDC115,0.8847411939681266,0.9511599511599512,
CCDC14,1.0,,1.0
CCDC157,,,1.0
CCDC184,,0.8959601284324531,
CCDC191,,,0.9888992027802227
CCDC32,,1.0,
CCDC33,,1.0,1.0
CCDC40,0.3207414991647357,,0.3056137410976121
CCDC47,,,0.18159545372660127
CCDC51,1.0,,
CCDC57,1.0,,1.0
CCDC58,,,1.0
CCDC77,1.0,,1.0
CCDC8,,1.0,
CCDC80,,,0.608609805611947
CCDC82,,1.0,
CCDC85A,1.0,,
CCDC85B,,,1.0
CCDC85C,1.0,1.0,1.0
CCDC86,,1.0,
CCDC88A,,,0.15900463173190446
CCDC88B,0.22340665115231592,,0.2045673624620993
CCDC9,1.0,1.0,
CCDC90B,,,1.0
CCDC92,1.0,,
CCDC96,1.0,,1.0
CCK,,1.0,
CCKBR,,0.6112578330760149,
CCL19,0.05946053946053947,,0.06575379507710336
CCL2,0.05946053946053947,,0.04858474858474859
CCL28,0.0670607587900821,0.15564435564435564,0.07522799780864298
CCL4,0.04955044955044955,,0.06575379507710336
CCL5,0.04955044955044955,,0.04858474858474859
CCNA1,,1.0,1.0
CCNB1IP1,,,1.0
CCNC,,1.0,
CCND1,,0.8287556599244912,
CCND2,,1.0,1.0
CCND3,0.9432966402185029,,0.8903539899015013
CCNDBP1,0.7721772391033092,,
CCNE1,,0.9562124019553068,
CCNH,,1.0,
CCNI,,1.0,
CCNJL,1.0,,
CCNL1,1.0,,1.0
CCNL2,1.0,,1.0
CCNO,1.0,,
CCNT1,0.5405503587321768,,0.5400869913934048
CCNYL1,1.0,,
CCR1,0.05946053946053947,,0.06575379507710336
CCR2,0.20847445237689138,,0.14277966931028155
CCR5,0.08642520270427248,,0.07522799780864298
CCSAP,1.0,,1.0
CCSER2,,1.0,
CCT2,,1.0,
CD109,0.45059940059940057,,0.43515035688948733
CD14,,,0.04858474858474859
CD151,,0.8132768132768132,
CD164,0.7550078380117907,,0.7235093426429167
CD2,0.04955044955044955,,0.04858474858474859
CD200R1,0.4025974025974026,,0.3539745968317397
CD24,,,0.29806594223772137
CD248,,0.7621759683615354,0.6148290324575739
CD27,0.05946053946053947,,0.04858474858474859
CD274,0.17610264300159773,,0.1653948887991441
CD276,0.04955044955044955,0.1297036297036297,
CD2BP2,1.0,,
CD300A,0.35244296812174436,,0.32577056854513503
CD37,0.08642520270427248,,0.04858474858474859
CD3E,0.04955044955044955,,0.061370208738629785
CD4,0.09539123977626651,,0.10552343584017791
CD40,0.04955044955044955,,0.04858474858474859
CD44,0.4844932844932845,,0.4215661261815108
CD46,,0.5580873309956975,
CD47,0.1674944773536323,0.27466650996062764,0.21824165139673163
CD48,0.04955044955044955,,0.04858474858474859
CD53,0.08642520270427248,,0.07522799780864298
CD55,0.33167643715311057,,0.2534856447899926
CD6,0.7629119166827296,,0.6918541121167763
CD63,,,0.6896195227957717
CD74,0.04955044955044955,,0.04858474858474859
CD80,,,0.14803165584415584
CD81,,,0.42465576911707414
CD82,0.3432653452222924,,0.3378229247388126
CD83,0.10457883824717996,,0.09254237825666396
CD84,0.1463990554899646,,0.14803165584415584
CD86,0.04955044955044955,,0.04858474858474859
CD8A,0.04955044955044955,,0.061370208738629785
CD9,0.5313322421098683,,0.5280426769260516
CD93,0.04955044955044955,,
CD99,0.7741957945249329,,0.6910643448743167
CDAN1,1.0,,
CDC40,1.0,,
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42BPB,1.0,,
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42EP4,1.0,,
CDC42SE1,1.0,,1.0
CDC42SE2,0.7312687312687313,,0.6873637725910453
CDC7,,0.8554007975495579,
CDCA7,1.0,,1.0
CDCA7L,,1.0,
CDH10,1.0,1.0,
CDH11,,0.85788227520511,0.6751020297531926
CDH12,1.0,,1.0
CDH13,0.9697133258146304,,0.9475622989136502
CDH19,,,1.0
CDH2,1.0,,1.0
CDH24,,,1.0
CDH4,0.905366238699572,0.9491150741150741,
CDH6,1.0,,1.0
CDH8,,1.0,1.0
CDHR3,,0.85788227520511,
CDIPT,0.7804195804195803,,
CDK10,1.0,,1.0
CDK18,1.0,,
CDK2,,1.0,
CDK4,1.0,1.0,
CDK5RAP2,1.0,1.0,
CDK5RAP3,,,0.7681642681642682
CDK6,0.6388037050057955,,
CDK7,1.0,,
CDK9,,0.6299890585604871,
CDKN1A,0.6662526662526662,,0.6097722981394273
CDKN2A,1.0,,1.0
CDKN2D,0.8479407916027634,0.85788227520511,0.7686786675834696
CDO1,0.0670607587900821,,
CDON,,0.5405222392670092,0.4404085123509584
CDV3,1.0,,1.0
CEACAM21,0.452417148069322,,0.4022438600360678
CEBPB,,,0.04858474858474859
CEBPD,0.0670607587900821,,0.06575379507710336
CEBPG,0.05946053946053947,,0.06575379507710336
CECR2,0.6662526662526662,0.7980835869466959,
CELF4,1.0,1.0,
CELSR2,0.3590070307051439,,0.31560958726313054
CEMIP,1.0,1.0,1.0
CEND1,1.0,,1.0
CENPB,,1.0,1.0
CENPO,1.0,1.0,
CENPT,1.0,,1.0
CENPU,1.0,1.0,
CEP164,0.4753255793979776,,
CEP170,,1.0,
CEP170B,1.0,,1.0
CEP290,,1.0,1.0
CEP44,,1.0,1.0
CEP57,,1.0,1.0
CEP68,1.0,,
CEP78,1.0,,1.0
CEP83,1.0,,
CEP95,,,1.0
CEP97,,,1.0
CERCAM,1.0,1.0,
CERS2,,,0.10552343584017791
CERS6,,,0.4852107263640684
CETN3,,1.0,1.0
CFAP46,0.7629119166827296,0.840144801435124,
CFAP52,,0.6124633489254429,
CFB,0.05946053946053947,,0.09254237825666396
CFLAR,0.07928071928071928,,0.06575379507710336
CGAS,1.0,,1.0
CGGBP1,1.0,,
CGNL1,,1.0,
CHAC1,,0.706661154937017,
CHAF1A,1.0,,1.0
CHCHD10,0.1463990554899646,,
CHCHD2,1.0,,1.0
CHD1L,1.0,1.0,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHD9,,,1.0
CHGB,,1.0,
CHI3L1,0.5953314085182217,,0.5630278293135437
CHI3L2,1.0,,0.9842060657511301
CHIC2,,1.0,1.0
CHID1,,,1.0
CHKA,1.0,,1.0
CHMP2A,0.5728880691097316,,
CHMP5,1.0,1.0,
CHPF,1.0,,1.0
CHPF2,,1.0,1.0
CHRAC1,,,0.987601722121295
CHRDL1,0.7962973078821086,,
CHRNA3,1.0,,1.0
CHST1,,1.0,0.9248749767652659
CHST14,,,1.0
CHST2,,1.0,
CHSY1,,,1.0
CHTF18,0.29925435614713514,,0.23262523013146452
CHTF8,1.0,,1.0
CHURC1,,,0.7479831240815423
CIART,1.0,,1.0
CIB1,0.7823755192176246,,0.7187880612538147
CIDEB,1.0,,1.0
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISD2,,,0.777677997230607
CISD3,,,1.0
CISH,0.6164451662081993,,0.5630278293135437
CITED2,,,0.4800864484658951
CKAP5,,,1.0
CKB,,,1.0
CLCN2,1.0,,
CLCN4,1.0,1.0,
CLCN6,,,1.0
CLDN1,,1.0,1.0
CLDN11,,,0.5670984305796593
CLDN15,,1.0,
CLDN19,,1.0,1.0
CLDN5,,0.7915409773600484,0.6370326551595433
CLDND1,0.9789235155088813,0.9730998686222567,
CLEC1A,0.5168683889128952,,0.5329419047210459
CLEC2B,0.5294431595801459,,0.46530004783756485
CLIC4,,0.9316930887611516,
CLIC5,1.0,,1.0
CLIP4,,1.0,
CLK3,1.0,,
CLN6,0.9789235155088813,1.0,
CLN8,0.12870246636480404,,0.10552343584017791
CLOCK,,,0.8253691406632584
CLPTM1L,,0.9846364508637986,
CLSTN1,,,0.4085709566024527
CLSTN2,,,1.0
CLSTN3,1.0,,1.0
CLUAP1,,,1.0
CLVS2,1.0,,1.0
CMAS,,1.0,
CMPK2,0.04955044955044955,,0.04858474858474859
CMTM4,0.4933778667684247,,0.48265532102588615
CMTM6,,0.611048211048211,0.43073642775135307
CMTM7,0.09539123977626651,,0.10552343584017791
CMTR2,1.0,,
CNDP2,,,0.46530004783756485
CNKSR2,1.0,,1.0
CNKSR3,,0.8773211806919672,
CNOT6L,,1.0,
CNP,,,1.0
CNPPD1,1.0,,1.0
CNPY3,,,0.06575379507710336
CNR1,,0.34132534132534137,0.2388262340069569
CNTN1,1.0,1.0,
CNTN3,1.0,,
CNTN4,1.0,,1.0
CNTN6,,,1.0
CNTNAP1,1.0,,1.0
CNTNAP4,1.0,,1.0
COBLL1,0.9834899546583917,1.0,
