,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ANKRD37,1.0,1.0,1.0
ANKRD39,1.0,,1.0
ANKRD40,1.0,1.0,
ANKRD44,1.0,,
ANKRD46,,1.0,
ANKRD52,,,1.0
ANKRD55,1.0,,
ANKRD9,0.7798103535808454,,
ANKS1B,,,1.0
ANKS3,,,1.0
ANKS6,1.0,,
ANO10,,0.858039396500935,
ANO5,,,1.0
ANO6,,1.0,1.0
ANO8,0.8951048951048951,,0.9188854623637233
ANP32B,,,1.0
ANTXR1,1.0,0.9588502603686985,
ANXA1,0.7798103535808454,,0.7972881819035664
ANXA11,0.8951048951048951,,0.9212173108277005
ANXA2,0.9696395248955896,,0.9918188320555184
ANXA3,,0.715964035964036,0.901374940848625
ANXA4,,,1.0
ANXA6,1.0,1.0,1.0
AOAH,0.8066352252398764,,0.9040453217668407
AOC2,,0.8451655871010709,0.9341777913206484
AP1G2,,0.858039396500935,1.0
AP1S1,,0.9388072245215102,1.0
AP1S2,1.0,,1.0
AP3B2,,,1.0
AP3D1,1.0,0.858039396500935,
APBA1,1.0,,
APBA2,1.0,,1.0
APBB1,1.0,,
APBB1IP,1.0,,1.0
APBB3,,,1.0
APCDD1,0.9447811663555105,,
APEH,,0.858039396500935,
APLN,1.0,,1.0
APLP2,,0.8523381380524238,
APOBEC3C,1.0,,1.0
APOBEC3F,1.0,,1.0
APOC1,,1.0,
APOD,1.0,,1.0
APOE,1.0,0.858039396500935,
APOL2,1.0,,1.0
APOL3,1.0,,1.0
APOL6,1.0,,1.0
APOO,,0.969534632034632,
APPBP2,1.0,,
APRT,,,1.0
AQP1,,1.0,
AQP3,1.0,,1.0
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,0.8951048951048951,,
ARF3,1.0,,1.0
ARF6,1.0,,1.0
ARFGAP1,0.818917609336771,,0.8723976753173834
ARFIP1,1.0,,
ARHGAP1,,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP29,,,1.0
ARHGAP30,1.0,,1.0
ARHGAP31,,1.0,1.0
ARHGAP33,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,1.0,,1.0
ARHGEF1,1.0,,1.0
ARHGEF12,,1.0,
ARHGEF16,1.0,,
ARHGEF25,1.0,,
ARHGEF26,1.0,,1.0
ARHGEF28,0.8576039345270116,,0.9076911112839257
ARHGEF3,1.0,,1.0
ARHGEF37,,1.0,
ARHGEF39,1.0,,
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARHGEF9,,,1.0
ARID1A,,1.0,
ARID5B,,1.0,
ARL10,1.0,,1.0
ARL13B,1.0,,1.0
ARL16,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,1.0,,1.0
ARMC7,1.0,,1.0
ARMC9,,0.6881118881118882,
ARMCX1,,1.0,
ARMCX4,1.0,,1.0
ARNT2,1.0,,
ARPC1A,1.0,,
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,0.8951048951048951,,
ARPIN,1.0,1.0,
ARPP21,1.0,1.0,1.0
ARRB1,1.0,,1.0
ARRB2,1.0,,1.0
ARRDC1,1.0,0.8699155829065194,
ARRDC2,1.0,,1.0
ARRDC3,,0.8301032301032301,
ARRDC4,1.0,,1.0
ARSD,1.0,1.0,
ART3,1.0,1.0,1.0
ARVCF,,0.8301032301032301,0.9499637742449244
ASAH1,,0.858039396500935,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASB13,1.0,,
ASF1A,1.0,,1.0
ASH2L,,1.0,
ASIC2,1.0,1.0,
ASNS,1.0,,1.0
ASNSD1,1.0,,
ASPHD2,1.0,,
ASPSCR1,1.0,,1.0
ASRGL1,,,1.0
ASXL2,,,1.0
ATAD1,,1.0,
ATAD3B,1.0,,
ATAD5,1.0,,1.0
ATE1,,,0.9403499726080371
ATF2,,1.0,1.0
ATF3,,,1.0
ATG4B,0.16516816516816518,0.17293817293817293,0.22423730116037807
ATG5,0.16516816516816518,,
ATG7,0.16516816516816518,,
ATG9B,,,0.49501441954272146
ATIC,,,1.0
ATL3,1.0,,1.0
ATOH8,,1.0,1.0
ATP10A,1.0,,1.0
ATP10B,1.0,,1.0
ATP10D,1.0,,
ATP11A,1.0,1.0,
ATP11C,1.0,1.0,
ATP13A1,,1.0,
ATP1A4,1.0,,
ATP1B1,0.818917609336771,,0.901374940848625
ATP1B2,1.0,,1.0
ATP1B3,1.0,,1.0
ATP2B2,,,1.0
ATP5S,1.0,,1.0
ATP6AP2,0.818917609336771,0.6183131936556595,
ATP6V0C,,,1.0
ATP6V1B2,0.818917609336771,0.6591996239055063,
ATP6V1C1,,0.8301032301032301,
ATP6V1F,,0.8976314690600405,
ATP7B,1.0,1.0,1.0
ATP8A1,,1.0,1.0
ATP8A2,1.0,,
ATR,,1.0,1.0
ATRAID,,,1.0
ATXN1,1.0,,1.0
AUH,,1.0,
AUNIP,1.0,,
AURKAIP1,1.0,,
AVPI1,,,1.0
AXL,,1.0,
B2M,0.9935178745305329,,1.0
B3GALNT1,1.0,,1.0
B3GALNT2,1.0,1.0,
B3GALT4,1.0,,1.0
B3GAT2,1.0,,1.0
B3GLCT,0.818917609336771,0.6881118881118882,
B3GNT2,1.0,,1.0
B3GNT5,1.0,,1.0
B3GNT9,,0.8958839568919145,1.0
B4GALT1,1.0,0.9588502603686985,1.0
B4GALT2,0.8635935493078349,,0.9188854623637233
B4GALT5,1.0,,1.0
BACE2,0.584857765185634,,0.6435901760577085
BACH2,1.0,,1.0
BAHCC1,,,1.0
BAIAP2,,1.0,
BAMBI,,1.0,1.0
BASP1,,1.0,
BATF3,1.0,1.0,1.0
BAZ1A,1.0,,
BBIP1,1.0,,1.0
BBOF1,1.0,,
BBS2,1.0,,1.0
BCAM,1.0,0.858039396500935,1.0
BCAR1,,1.0,
BCAT1,1.0,,
BCHE,1.0,,1.0
BCL10,1.0,,
BCL2,,0.715964035964036,
BCL2L1,0.8951048951048951,,
BCL2L2,,,1.0
BCL6,1.0,1.0,1.0
BCLAF3,,,1.0
BDH1,,,1.0
BDKRB2,,,1.0
BEND7,1.0,1.0,1.0
BEST1,,1.0,1.0
BET1L,0.4839811351439259,,0.43726273726273723
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,1.0
BHLHE22,1.0,,1.0
BHLHE40,1.0,,1.0
BICDL1,,0.8958839568919145,1.0
BICRA,0.7099765905736055,,
BIRC2,1.0,1.0,
BLCAP,,1.0,1.0
BLOC1S4,0.7798103535808454,,0.7007415661261814
BLOC1S6,1.0,,
BLVRB,1.0,,1.0
BMP1,,1.0,
BMP3,1.0,,1.0
BMP7,1.0,1.0,1.0
BMPR1B,,,1.0
BNC2,,,1.0
BNIP3,0.7798103535808454,,
BNIP3L,0.16516816516816518,0.17293817293817293,
BOC,,1.0,1.0
BPNT1,1.0,,
BPTF,,,1.0
BRD4,,1.0,
BRD7,1.0,,1.0
BRD9,1.0,,1.0
BRI3,0.8201453718695099,,
BRINP1,1.0,,
BRK1,1.0,,
BRMS1,,,1.0
BRPF3,,0.6185865416634647,
BRSK1,,0.858039396500935,1.0
BRSK2,0.8951048951048951,,0.9403499726080371
BRWD1,,0.858039396500935,
BSDC1,,1.0,
BSG,,,0.9212173108277005
BSPRY,1.0,,1.0
BST2,0.8951048951048951,,0.9337381368631368
BTBD1,1.0,1.0,
BTBD10,,1.0,
BTBD11,1.0,,1.0
BTBD3,1.0,1.0,
BTBD7,1.0,,
BTD,1.0,,
BTF3L4,1.0,,1.0
BTG1,1.0,,
BTG2,1.0,,1.0
BTN2A1,1.0,,1.0
BTN2A2,1.0,,1.0
BTN3A1,1.0,1.0,1.0
BTN3A2,1.0,1.0,1.0
BTRC,,1.0,1.0
BUD31,0.5450549450549451,,
BZW2,,,1.0
C11orf1,,,1.0
C11orf54,0.8951048951048951,,0.9212173108277005
C11orf68,1.0,,1.0
C11orf87,1.0,,1.0
C12orf43,,,1.0
C12orf45,1.0,,1.0
C12orf49,,,1.0
C12orf66,1.0,0.858039396500935,
C14orf178,1.0,,
C15orf39,1.0,,1.0
C15orf40,1.0,,1.0
C16orf72,1.0,,
C16orf89,1.0,1.0,
C19orf53,1.0,,1.0
C1D,1.0,,1.0
C1QL1,1.0,,1.0
C1QTNF3,,,1.0
C1R,1.0,,1.0
C1S,1.0,,1.0
C1orf159,,,0.8057958301860741
C1orf198,,0.8523381380524238,1.0
C1orf226,1.0,1.0,
C1orf61,1.0,,1.0
C2,,,1.0
C22orf24,1.0,,1.0
C2CD2L,,0.810203495135002,
C2CD4C,1.0,1.0,
C2CD5,,,1.0
C2orf68,1.0,,
C2orf69,,0.8301032301032301,
C3,1.0,,1.0
C3AR1,1.0,,1.0
C3orf18,1.0,,
C3orf58,,1.0,
C4orf19,1.0,,
C4orf3,1.0,1.0,1.0
C5,1.0,,1.0
C6orf106,1.0,,1.0
C6orf136,,,1.0
C6orf223,1.0,,
C6orf89,,,1.0
C8orf34,1.0,,
C9orf64,1.0,,1.0
C9orf72,,0.5635399083674946,
CA10,1.0,,1.0
CA2,,1.0,1.0
CA4,,1.0,1.0
CA8,1.0,,
CA9,1.0,,1.0
CAAP1,0.818917609336771,,
CAB39,1.0,,1.0
CAB39L,,0.858039396500935,
CABIN1,1.0,,1.0
CABP7,,,1.0
CACHD1,1.0,0.9065882571037209,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,1.0,,
CACNB2,,,1.0
CACNB4,,1.0,
CACNG3,1.0,1.0,
CACNG5,1.0,1.0,1.0
CACNG7,,1.0,
CACUL1,1.0,,
CAD,1.0,1.0,1.0
CADM3,1.0,1.0,1.0
CADPS,1.0,,1.0
CALCOCO1,,1.0,1.0
CALCOCO2,0.514562360716207,,
CALD1,,1.0,
CALHM2,1.0,,1.0
CALHM5,1.0,,1.0
CALR,1.0,,1.0
CALU,,,1.0
CALY,,1.0,
CAMK2A,,1.0,
CAMK2B,1.0,,
CAMK2N1,1.0,1.0,
CAMK4,1.0,,
CAMKMT,1.0,,
CANT1,,1.0,1.0
CANX,1.0,,1.0
CAP1,1.0,,1.0
CAPG,1.0,,1.0
CAPN1,,,1.0
CAPN5,1.0,,
CAPNS1,,,1.0
CAPRIN2,1.0,,1.0
CAPZB,,,1.0
CARD10,1.0,,1.0
CARMIL1,,,1.0
CARMIL2,1.0,1.0,1.0
CARMIL3,,0.9055671601126147,
CARS2,0.985793154214207,,0.9890466676180962
CARTPT,1.0,,
CASC3,,,1.0
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,1.0,,1.0
CASP10,1.0,,1.0
CASP3,1.0,,1.0
CASP7,1.0,1.0,1.0
CAST,0.7798103535808454,,0.7972881819035664
CAV1,0.7798103535808454,,0.8521017444094366
CAVIN1,,0.6881118881118882,0.8723976753173834
CAVIN2,,,1.0
CAVIN3,,0.9388072245215102,1.0
CBFB,1.0,,1.0
CBLN2,,,1.0
CBLN3,,1.0,1.0
CBLN4,1.0,,1.0
CBR3,1.0,,
CBS,1.0,,1.0
CBX5,1.0,,1.0
CBX7,1.0,,1.0
CBY1,1.0,1.0,
CC2D1A,0.818917609336771,,0.9065203089593334
CCAR1,,,1.0
CCDC112,,,1.0
CCDC115,1.0,0.8958839568919145,
CCDC14,1.0,,1.0
CCDC157,,,0.6940678369249798
CCDC184,,1.0,
CCDC191,,,0.9040453217668407
CCDC32,,1.0,
CCDC33,,1.0,1.0
CCDC40,1.0,,1.0
CCDC47,,,0.9499637742449244
CCDC51,1.0,,
CCDC57,1.0,,1.0
CCDC58,,,1.0
CCDC77,1.0,,1.0
CCDC8,,1.0,
CCDC80,,,1.0
CCDC82,,1.0,
CCDC85A,1.0,,
CCDC85B,,,1.0
CCDC85C,1.0,1.0,1.0
CCDC86,,1.0,
CCDC88A,,,1.0
CCDC88B,1.0,,1.0
CCDC9,1.0,1.0,
CCDC90B,,,0.9188854623637233
CCDC92,1.0,,
CCDC96,1.0,,1.0
CCK,,1.0,
CCKBR,,1.0,
CCL19,1.0,,1.0
CCL2,1.0,,1.0
CCL28,1.0,1.0,1.0
CCL4,0.8951048951048951,,0.9212173108277005
CCL5,1.0,,1.0
CCNA1,,1.0,1.0
CCNB1IP1,,,1.0
CCNC,,1.0,
CCND1,,1.0,
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,1.0,,
CCNE1,,1.0,
CCNH,,1.0,
CCNI,,1.0,
CCNJL,1.0,,
CCNL1,1.0,,1.0
CCNL2,1.0,,1.0
CCNO,1.0,,
CCNT1,0.34304157381080463,,0.3533436260708988
CCNYL1,0.7959284809678512,,
CCR1,1.0,,1.0
CCR2,1.0,,1.0
CCR5,1.0,,1.0
CCSAP,1.0,,1.0
CCSER2,,0.858039396500935,
CCT2,,1.0,
CD109,1.0,,1.0
CD14,,,1.0
CD151,,0.858039396500935,
CD164,1.0,,1.0
CD2,1.0,,1.0
CD200R1,1.0,,1.0
CD24,,,0.5344322344322345
CD248,,1.0,1.0
CD27,1.0,,1.0
CD274,1.0,,1.0
CD276,1.0,1.0,
CD2BP2,1.0,,
CD300A,1.0,,1.0
CD37,1.0,,1.0
CD3E,1.0,,1.0
CD4,1.0,,1.0
CD40,1.0,,1.0
CD44,1.0,,1.0
CD46,,1.0,
CD47,1.0,1.0,1.0
CD48,1.0,,1.0
CD53,1.0,,1.0
CD55,1.0,,1.0
CD6,0.818917609336771,,0.8426417332667332
CD63,,,1.0
CD74,1.0,,1.0
CD80,,,1.0
CD81,,,1.0
CD82,1.0,,1.0
CD83,1.0,,1.0
CD84,1.0,,1.0
CD86,1.0,,1.0
CD8A,1.0,,1.0
CD9,1.0,,1.0
CD93,1.0,,
CD99,1.0,,1.0
CDAN1,1.0,,
CDC40,1.0,,
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42BPB,1.0,,
CDC42EP1,0.8277177368086459,,0.901374940848625
CDC42EP3,1.0,,1.0
CDC42EP4,1.0,,
CDC42SE1,1.0,,1.0
CDC42SE2,1.0,,1.0
CDC7,,1.0,
CDCA7,1.0,,1.0
CDCA7L,,1.0,
CDH10,1.0,1.0,
CDH11,,1.0,1.0
CDH12,1.0,,1.0
CDH13,1.0,,1.0
CDH19,,,1.0
CDH2,1.0,,1.0
CDH24,,,1.0
CDH4,1.0,1.0,
CDH6,1.0,,1.0
CDH8,,1.0,1.0
CDHR3,,1.0,
CDIPT,1.0,,
CDK10,0.9447811663555105,,0.9499637742449244
CDK18,1.0,,
CDK2,,1.0,
CDK4,1.0,0.8768696092639755,
CDK5RAP2,1.0,0.858039396500935,
CDK5RAP3,,,1.0
CDK6,1.0,,
CDK7,1.0,,
CDK9,,0.5635399083674946,
CDKN1A,1.0,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,1.0,,
CDON,,1.0,1.0
CDV3,1.0,,1.0
CEACAM21,1.0,,1.0
CEBPB,,,1.0
CEBPD,1.0,,1.0
CEBPG,1.0,,1.0
CECR2,1.0,1.0,
CELF4,1.0,1.0,
CELSR2,1.0,,1.0
CEMIP,1.0,1.0,1.0
CEND1,1.0,,1.0
CENPB,,1.0,1.0
CENPO,1.0,1.0,
CENPT,1.0,,1.0
CENPU,1.0,1.0,
CEP164,1.0,,
CEP170,,1.0,
CEP170B,1.0,,1.0
CEP290,,1.0,1.0
CEP44,,0.5635399083674946,0.6435901760577085
CEP57,,1.0,1.0
CEP68,0.985793154214207,,
CEP78,0.940831320578156,,0.9337381368631368
CEP83,1.0,,
CEP95,,,1.0
CEP97,,,1.0
CERCAM,1.0,0.8609078421578421,
CERS2,,,0.9337381368631368
CERS6,,,1.0
CETN3,,1.0,1.0
CFAP46,1.0,1.0,
CFAP52,,1.0,
CFB,1.0,,1.0
CFLAR,0.8201453718695099,,0.8057958301860741
CGAS,1.0,,1.0
CGGBP1,1.0,,
CGNL1,,0.858039396500935,
CHAC1,,0.8234088492153009,
CHAF1A,1.0,,1.0
CHCHD10,1.0,,
CHCHD2,1.0,,1.0
CHD1L,1.0,1.0,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHD9,,,1.0
CHGB,,0.6881118881118882,
CHI3L1,1.0,,1.0
CHI3L2,1.0,,1.0
CHIC2,,1.0,1.0
CHID1,,,1.0
CHKA,1.0,,1.0
CHMP2A,0.16516816516816518,,
CHMP5,0.36036690582145126,0.45396270396270394,
CHPF,1.0,,1.0
CHPF2,,1.0,1.0
CHRAC1,,,1.0
CHRDL1,1.0,,
CHRNA3,1.0,,1.0
CHST1,,1.0,1.0
CHST14,,,1.0
CHST2,,1.0,
CHSY1,,,1.0
CHTF18,1.0,,1.0
CHTF8,1.0,,1.0
CHURC1,,,1.0
CIART,1.0,,1.0
CIB1,1.0,,1.0
CIDEB,0.8694701524890203,,0.901374940848625
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISD2,,,0.6940678369249798
CISD3,,,1.0
CISH,1.0,,1.0
CITED2,,,1.0
CKAP5,,,1.0
CKB,,,1.0
CLCN2,1.0,,
CLCN4,1.0,1.0,
CLCN6,,,1.0
CLDN1,,1.0,1.0
CLDN11,,,1.0
CLDN15,,1.0,
CLDN19,,1.0,1.0
CLDN5,,1.0,1.0
CLDND1,1.0,1.0,
CLEC1A,1.0,,1.0
CLEC2B,1.0,,1.0
CLIC4,,1.0,
CLIC5,1.0,,1.0
CLIP4,,1.0,
CLK3,1.0,,
CLN6,0.514562360716207,0.46693306693306696,
CLN8,0.818917609336771,,0.9188854623637233
CLOCK,,,0.7007415661261814
CLPTM1L,,0.5635399083674946,
CLSTN1,,,1.0
CLSTN2,,,1.0
CLSTN3,1.0,,1.0
CLUAP1,,,1.0
CLVS2,1.0,,1.0
CMAS,,0.858039396500935,
CMPK2,1.0,,1.0
CMTM4,1.0,,1.0
CMTM6,,1.0,1.0
CMTM7,0.5450549450549451,,0.6183513456240729
CMTR2,1.0,,
CNDP2,,,1.0
CNKSR2,1.0,,1.0
CNKSR3,,1.0,
CNOT6L,,1.0,
CNP,,,1.0
CNPPD1,1.0,,1.0
CNPY3,,,1.0
CNR1,,1.0,1.0
CNTN1,1.0,1.0,
CNTN3,1.0,,
CNTN4,1.0,,1.0
CNTN6,,,1.0
CNTNAP1,1.0,,1.0
CNTNAP4,1.0,,1.0
COBLL1,1.0,1.0,
COCH,1.0,,1.0
COG5,0.9447811663555105,,
COIL,1.0,,1.0
COL12A1,,1.0,
COL13A1,,,0.7007415661261814
COL16A1,,0.9665281185623797,1.0
COL18A1,,0.5447552447552447,
COL1A1,,1.0,1.0
COL1A2,,1.0,1.0
COL26A1,,1.0,
COL27A1,0.8878723086867883,0.810203495135002,
COL4A5,0.8381405828214339,0.7146934697955105,
COL4A6,1.0,1.0,
COL5A1,,1.0,
COL5A2,,1.0,1.0
COL5A3,,1.0,1.0
COL6A1,,0.8766176352383249,1.0
COL6A2,,,1.0
COL8A2,,1.0,1.0
COLEC12,,,1.0
COLGALT2,1.0,,1.0
COMMD10,1.0,,
COMMD4,,0.9559531377713196,
COMT,,0.8699155829065194,
COPB1,0.9859138291014897,,
COQ10B,1.0,,1.0
COQ4,0.8430972013061566,,
CORO1A,1.0,,1.0
CORO1B,,1.0,1.0
CORO1C,1.0,,
CORO2B,,1.0,
CORO6,1.0,,1.0
CORO7,0.8494362780077067,,0.9212173108277005
COTL1,1.0,,1.0
COX11,1.0,,1.0
COX14,1.0,,
COX5B,1.0,,1.0
COX6B2,1.0,1.0,
COX6C,,1.0,
COX7A2,1.0,,
CPA4,,1.0,1.0
CPAMD8,,1.0,
CPD,,,1.0
CPE,,0.723072203387164,0.9040453217668407
CPEB4,1.0,,
CPED1,,,1.0
CPNE1,1.0,,1.0
CPNE2,0.9447811663555105,0.858039396500935,
CPNE4,1.0,1.0,
CPNE6,1.0,,1.0
CPNE7,0.7798103535808454,,0.7615987615987617
CPNE8,1.0,,1.0
CPOX,,1.0,
CPPED1,,,1.0
CPQ,1.0,,1.0
CPSF3,1.0,,
CPSF4,1.0,,1.0
CPSF6,1.0,,1.0
CPT1A,1.0,,1.0
CPT1C,1.0,1.0,
CPXM2,,1.0,
CRABP2,,0.9352940637344308,
CRAMP1,1.0,,
CREB3L2,,1.0,
CREBBP,1.0,1.0,
CREBRF,1.0,0.8958839568919145,
CRELD1,1.0,,
CRELD2,,1.0,
CREM,1.0,,1.0
CRH,1.0,0.858039396500935,
CRHR2,,0.9464859464859465,1.0
CRISPLD2,,1.0,1.0
CRLF1,,,1.0
CRLF3,1.0,,1.0
CROCC,0.9447811663555105,0.858039396500935,0.9499637742449244
CRTAM,1.0,,1.0
CRTAP,1.0,1.0,
CRTC3,,1.0,1.0
CRY1,1.0,1.0,1.0
CRYBG1,1.0,0.858039396500935,1.0
CRYZL1,,,1.0
CSF1,1.0,,1.0
CSF2RB,1.0,,1.0
CSGALNACT1,1.0,,1.0
CSGALNACT2,1.0,,
CSMD1,1.0,1.0,
CSMD2,1.0,,1.0
CSMD3,1.0,,1.0
CSNK1A1,,,1.0
CSRNP1,1.0,,1.0
CSRNP3,,1.0,1.0
CSRP1,1.0,,1.0
CSRP2,1.0,,
CST3,,0.8467698105003805,1.0
CSTB,,,0.8678497075443641
CTBP2,1.0,1.0,
CTBS,1.0,,1.0
CTDP1,1.0,,1.0
CTDSP1,,1.0,1.0
CTDSP2,1.0,1.0,1.0
CTH,0.8824052659669097,,
CTHRC1,,,1.0
CTIF,,1.0,1.0
CTNNA2,,0.8699155829065194,
CTNNAL1,1.0,,
CTNNBIP1,1.0,1.0,1.0
CTNNBL1,1.0,,
CTPS1,1.0,1.0,
CTPS2,1.0,,1.0
CTSA,,0.46693306693306696,0.5344322344322345
CTSB,,,0.393930393930394
CTSC,0.16516816516816518,,0.3533436260708988
CTSD,,,0.22423730116037807
CTSH,,,0.49501441954272146
CTSK,,,1.0
CTSO,0.8311688311688312,,0.9212173108277005
CTSS,1.0,,1.0
