,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ARNT2,0.9618111524524003,,
ARPC1A,1.0,,
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,0.704434097318276,,
ARPIN,0.7608792880759409,0.7832425638877252,
ARPP21,1.0,1.0,1.0
ARRB1,0.9814204008853982,,0.9519651245539569
ARRB2,1.0,,1.0
ARRDC1,1.0,1.0,
ARRDC2,0.949094937507452,,0.9379401919265246
ARRDC3,,0.8973282183869066,
ARRDC4,0.9629723625104687,,0.9373477149987982
ARSD,1.0,1.0,
ART3,0.6864363435792007,0.6969482591800188,0.6821605783231066
ARVCF,,1.0,1.0
ASAH1,,0.996444792321081,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASB13,1.0,,
ASF1A,1.0,,1.0
ASH2L,,1.0,
ASIC2,0.39689358848814965,0.36648816299979087,
ASNS,0.4699199641243898,,0.47813562099276385
ASNSD1,0.2926001941819165,,
ASPHD2,0.19530834129374278,,
ASPSCR1,0.7688862861276655,,0.7756626751264821
ASRGL1,,,0.39233982706391857
ASXL2,,,1.0
ATAD1,,0.4799034299034298,
ATAD3B,1.0,,
ATAD5,1.0,,1.0
ATE1,,,0.42548284044062096
ATF2,,0.8973282183869066,0.889058155920326
ATF3,,,0.8508314345752769
ATG4B,0.2023065691704745,0.2209145693016661,0.2464443768791595
ATG5,0.19290633031091045,,
ATG7,0.13513758968304423,,
ATG9B,,,0.6878290249076766
ATIC,,,0.39716104001818286
ATL3,0.19688920351172007,,0.20528767007640247
ATOH8,,0.844332851614405,0.8393842260175802
ATP10A,0.12926204230552057,,0.13250385977658705
ATP10B,0.16425563386889352,,0.13250385977658705
ATP10D,0.1564751038435249,,
ATP11A,0.12926204230552057,0.1482327196612911,
ATP11C,0.12926204230552057,0.1482327196612911,
ATP13A1,,0.4532307421697941,
ATP1A4,0.16425563386889352,,
ATP1B1,0.16425563386889352,,0.15864407701142394
ATP1B2,0.6641358641358641,,0.6715146028647173
ATP1B3,0.23084680025856494,,0.23508749315200927
ATP2B2,,,0.19193974749530304
ATP5S,0.762843259375853,,0.7328769821727569
ATP6AP2,0.46925955400531677,0.45716167240830924,
ATP6V0C,,,0.39716104001818286
ATP6V1B2,1.0,1.0,
ATP6V1C1,,0.3214948985440789,
ATP6V1F,,0.9492963932619104,
ATP7B,0.15324881304262747,0.1617084214486812,0.14894594456638252
ATP8A1,,0.1482327196612911,0.13250385977658705
ATP8A2,0.12926204230552057,,
ATR,,1.0,1.0
ATRAID,,,0.5943616451230664
ATXN1,1.0,,1.0
AUH,,0.5943269059707417,
AUNIP,0.2871975966788131,,
AURKAIP1,0.3944190977983218,,
AVPI1,,,1.0
AXL,,1.0,
B2M,0.19613719613719613,,0.21217390204731976
B3GALNT1,0.5054145854145854,,0.4999794588560887
B3GALNT2,0.525665638709117,0.5846814055509707,
B3GALT4,0.5882741925332875,,0.565884694112655
B3GAT2,0.7411270677746322,,0.6820198669255273
B3GLCT,0.3477224529856109,0.35601934722169326,
B3GNT2,0.16386762843455757,,0.13250385977658705
B3GNT5,0.4405730016589745,,0.4525103692707742
B3GNT9,,0.35205270919556636,0.38462925962925965
B4GALT1,0.3836163836163836,0.3749415850256187,0.38113897596656215
B4GALT2,0.17403084720157894,,0.1876664108423765
B4GALT5,0.39689358848814965,,0.43199041332063504
BACE2,0.19290633031091045,,0.21217390204731976
BACH2,0.9848151848151848,,0.939655001053523
BAHCC1,,,1.0
BAIAP2,,1.0,
BAMBI,,0.2835157407648114,0.27707737806747706
BASP1,,0.37847944405321454,
BATF3,0.525665638709117,0.5546282076132822,0.5267218441214617
BAZ1A,1.0,,
BBIP1,0.7395164145703327,,0.7668155573240317
BBOF1,0.9181665992572928,,
BBS2,0.4386986452820732,,0.42407714534853896
BCAM,0.1564751038435249,0.1617084214486812,0.16397352647352648
BCAR1,,1.0,
BCAT1,1.0,,
BCHE,0.12926204230552057,,0.13250385977658705
BCL10,0.2582629491720401,,
BCL2,,0.20907450758197027,
BCL2L1,0.1895156636192493,,
BCL2L2,,,0.22171068368251465
BCL6,0.7421934288887079,0.7475164291490821,0.7415030811257226
BCLAF3,,,0.8078626799557033
BDH1,,,0.16753361580947787
BDKRB2,,,0.2650077195531741
BEND7,0.4378087665758898,0.44262497409350554,0.4609458153623912
BEST1,,1.0,1.0
BET1L,0.23678975891365273,,0.2464443768791595
BEX1,,,0.6997921077449797
BEX5,,1.0,1.0
BGN,,,0.1876664108423765
BHLHE22,1.0,,1.0
BHLHE40,1.0,,1.0
BICDL1,,1.0,1.0
BICRA,0.3287927026244783,,
BIRC2,0.44378517105789833,0.45716167240830924,
BLCAP,,0.996444792321081,0.9955110249227896
BLOC1S4,0.6173775161009203,,0.5551289865369288
BLOC1S6,1.0,,
BLVRB,0.732986286440832,,0.7313391330304649
BMP1,,0.48014511368548635,
BMP3,1.0,,1.0
BMP7,0.8941022077553442,0.8799680884486538,0.8521017444094365
BMPR1B,,,1.0
BNC2,,,0.18045763760049477
BNIP3,0.23344784545708333,,
BNIP3L,0.19290633031091045,0.1999101815615577,
BOC,,0.3406198664557328,0.361042627097673
BPNT1,1.0,,
BPTF,,,1.0
BRD4,,0.9776819818836626,
BRD7,1.0,,1.0
BRD9,1.0,,1.0
BRI3,0.9180368325261435,,
BRINP1,0.9734238286041377,,
BRK1,0.13513758968304423,,
BRMS1,,,1.0
BRPF3,,1.0,
BRSK1,,1.0,1.0
BRSK2,1.0,,1.0
BRWD1,,1.0,
BSDC1,,0.7215445618806964,
BSG,,,0.16788447154939304
BSPRY,0.21005081874647094,,0.2464443768791595
BST2,0.5050237931936618,,0.5041995777582259
BTBD1,0.755286936849217,0.7354623398579443,
BTBD10,,1.0,
BTBD11,0.7799421673661024,,0.7714669169214623
BTBD3,1.0,1.0,
BTBD7,1.0,,
BTD,0.21290218732673977,,
BTF3L4,1.0,,1.0
BTG1,1.0,,
BTG2,0.4551219705404727,,0.4686631696277998
BTN2A1,0.3477224529856109,,0.35110372986759675
BTN2A2,0.41242231833305415,,0.45790050657307296
BTN3A1,0.9220590730024691,0.9290130804607419,0.8867505796035035
BTN3A2,0.3836163836163836,0.42626218003102423,0.42003070820804805
BTRC,,1.0,1.0
BUD31,1.0,,
BZW2,,,0.22610076903705711
C11orf1,,,1.0
C11orf54,0.5115828124677682,,0.5267218441214617
C11orf68,1.0,,1.0
C11orf87,1.0,,1.0
C12orf43,,,0.8836728694632779
C12orf45,0.45614450837519394,,0.43199041332063504
C12orf49,,,0.29204932358921226
C12orf66,0.7697289012357506,0.7497116180969641,
C14orf178,1.0,,
C15orf39,1.0,,1.0
C15orf40,1.0,,1.0
C16orf72,0.6759027935498523,,
C16orf89,1.0,1.0,
C19orf53,0.432502205698082,,0.42548284044062096
C1D,1.0,,1.0
C1QL1,0.13213453213453213,,0.14219926415048367
C1QTNF3,,,0.13250385977658705
C1R,0.5951184277327504,,0.586009371295941
C1S,0.6582437170672464,,0.6715146028647173
C1orf159,,,0.3435124613520686
C1orf198,,0.8948194662480377,0.889058155920326
C1orf226,1.0,1.0,
C1orf61,0.2582629491720401,,0.25514966434003633
C2,,,0.28878411308317853
C22orf24,1.0,,1.0
C2CD2L,,0.27326871601680763,
C2CD4C,1.0,1.0,
C2CD5,,,0.9797789564844475
C2orf68,0.8656590748012163,,
C2orf69,,0.4823688707986229,
C3,0.16425563386889352,,0.14219926415048367
C3AR1,0.13213453213453213,,0.13250385977658705
C3orf18,0.477420389829149,,
C3orf58,,0.8115461364831642,
C4orf19,0.4741868834208813,,
C4orf3,1.0,1.0,0.9866441251056636
C5,0.26974209222729933,,0.2864534309621015
C6orf106,0.4647344090598909,,0.4796975176722012
C6orf136,,,0.7246304831532103
C6orf223,0.39517252933402003,,
C6orf89,,,0.36327805932669155
C8orf34,1.0,,
C9orf64,0.8429561538271011,,0.8368051546443505
C9orf72,,0.6350289710289709,
CA10,0.22700452257102505,,0.2523308126952774
CA2,,0.1617084214486812,0.16788447154939304
CA4,,0.6552201597794304,0.657434969102941
CA8,0.5054145854145854,,
CA9,0.9010807704092642,,0.881142752110494
CAAP1,0.5904069452171835,,
CAB39,0.49954119200555047,,0.4863572943321107
CAB39L,,0.9426825897414133,
CABIN1,1.0,,1.0
CABP7,,,1.0
CACHD1,1.0,1.0,
CACNA1C,,,0.41377803781895856
CACNA1I,0.13513758968304423,0.1617084214486812,
CACNA2D1,0.18427853138596942,,
CACNB2,,,0.13250385977658705
CACNB4,,0.20479520479520483,
CACNG3,1.0,1.0,
CACNG5,0.833290420919287,0.808644067156047,0.8098499571168382
CACNG7,,0.5510572290233308,
CACUL1,0.925136040430158,,
CAD,0.844588512312038,0.8516740129643355,0.842216314196389
CADM3,0.20819516617835945,0.21468186985428364,0.19193974749530304
CADPS,1.0,,1.0
CALCOCO1,,1.0,1.0
CALCOCO2,0.6304910512789809,,
CALD1,,1.0,
CALHM2,0.37515808479173474,,0.39943192512362474
CALHM5,1.0,,1.0
CALR,0.19688920351172007,,0.1876664108423765
CALU,,,0.25514966434003633
CALY,,0.8267393454425873,
CAMK2A,,1.0,
CAMK2B,1.0,,
CAMK2N1,1.0,1.0,
CAMK4,1.0,,
CAMKMT,0.46453546453546457,,
CANT1,,0.6147952047952049,0.5971536824379634
CANX,0.13213453213453213,,0.13250385977658705
CAP1,1.0,,0.9995026571700436
CAPG,1.0,,0.9845651037704016
CAPN1,,,0.2523308126952774
CAPN5,1.0,,
CAPNS1,,,0.5743380962295148
CAPRIN2,0.13213453213453213,,0.13250385977658705
CAPZB,,,0.5971536824379634
CARD10,0.311130729735381,,0.361042627097673
CARMIL1,,,1.0
CARMIL2,1.0,1.0,1.0
CARMIL3,,0.3942442781492913,
CARS2,0.2023065691704745,,0.19433899433899435
CARTPT,0.2871975966788131,,
CASC3,,,1.0
CASK,0.18427853138596942,,0.1876664108423765
CASKIN2,0.3804533197673039,,
CASP1,0.16425563386889352,,0.16397352647352648
CASP10,0.4454590914080371,,0.4580847723704866
CASP3,1.0,,0.9689807399304606
CASP7,0.6694075155613617,0.6417563479174854,0.6362756079813477
CAST,0.3891000993923484,,0.386288574813165
CAV1,0.9232676575045463,,0.9006230749940521
CAVIN1,,1.0,1.0
CAVIN2,,,1.0
CAVIN3,,1.0,1.0
CBFB,1.0,,1.0
CBLN2,,,0.13250385977658705
CBLN3,,0.1482327196612911,0.13250385977658705
CBLN4,0.12926204230552057,,0.13250385977658705
CBR3,0.31921924229616533,,
CBS,0.4647344090598909,,0.45790050657307296
CBX5,1.0,,1.0
CBX7,0.35229510374019046,,0.3492513875900457
CBY1,1.0,1.0,
CC2D1A,0.6177066177066177,,0.6024508824508824
CCAR1,,,1.0
CCDC112,,,0.38493555962606857
CCDC115,0.791481428270726,0.7731486245175946,
CCDC14,1.0,,1.0
CCDC157,,,0.7338962022506327
CCDC184,,0.9506020860859571,
CCDC191,,,0.9678865367555177
CCDC32,,0.9400643604183426,
CCDC33,,1.0,1.0
CCDC40,0.5620922173285473,,0.580482126569083
CCDC47,,,0.4999794588560887
CCDC51,1.0,,
CCDC57,1.0,,1.0
CCDC58,,,0.22171068368251465
CCDC77,1.0,,1.0
CCDC8,,1.0,
CCDC80,,,1.0
CCDC82,,0.5670104030759768,
CCDC85A,0.23965576906753375,,
CCDC85B,,,1.0
CCDC85C,0.8951831522210959,0.8925060953032982,0.8585280573085451
CCDC86,,1.0,
CCDC88A,,,0.4456394180532111
CCDC88B,0.7324220968535837,,0.7178474630294759
CCDC9,1.0,1.0,
CCDC90B,,,0.8112029358815992
CCDC92,1.0,,
CCDC96,1.0,,1.0
CCK,,0.544606445180059,
CCKBR,,0.9719493272684762,
CCL19,0.528347732958684,,0.5302652107553144
CCL2,0.3287927026244783,,0.38149048675364466
CCL28,0.23344784545708333,0.2835157407648114,0.25514966434003633
CCL4,0.2023065691704745,,0.21217390204731976
CCL5,0.18427853138596942,,0.21395118642825064
CCNA1,,1.0,1.0
CCNB1IP1,,,1.0
CCNC,,0.9251709184670078,
CCND1,,1.0,
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,0.20503634296737747,,
CCNE1,,1.0,
CCNH,,1.0,
CCNI,,1.0,
CCNJL,1.0,,
CCNL1,1.0,,1.0
CCNL2,1.0,,0.9959346510322649
CCNO,1.0,,
CCNT1,0.9948844451637749,,0.9452542921930677
CCNYL1,1.0,,
CCR1,0.21005081874647094,,0.23656448263778107
CCR2,0.35607682360929116,,0.38324193289228253
CCR5,0.4082041894921603,,0.4159148931876204
CCSAP,0.7200644823230262,,0.7313391330304649
CCSER2,,1.0,
CCT2,,0.9015659369137135,
CD109,0.3142223630028508,,0.3415363514373415
CD14,,,0.14219926415048367
CD151,,0.35952935952935955,
CD164,0.6144086485674871,,0.6202308329967904
CD2,0.432502205698082,,0.42548284044062096
CD200R1,0.3477224529856109,,0.36927305183639014
CD24,,,0.39539715603545394
CD248,,0.7721260462774824,0.7816229013833805
CD27,0.3251012062422522,,0.35110372986759675
CD274,0.29577283779685154,,0.274017982017982
CD276,0.2117987553343754,0.20671515984015987,
CD2BP2,1.0,,
CD300A,0.7716098615281176,,0.7246304831532103
CD37,0.2582629491720401,,0.28878411308317853
CD3E,0.45614450837519394,,0.46843926974220135
CD4,0.367452771947154,,0.38324193289228253
CD40,0.19688920351172007,,0.20528767007640247
CD44,1.0,,1.0
CD46,,0.7054701672265411,
CD47,0.2023065691704745,0.2179020979020979,0.20893100073987447
CD48,0.29574613867807586,,0.3148697991903567
CD53,0.18427853138596942,,0.19726138523131007
CD55,0.3477224529856109,,0.3547217213363859
CD6,1.0,,1.0
CD63,,,0.324992574992575
CD74,0.13213453213453213,,0.13250385977658705
CD80,,,0.6879513317153347
CD81,,,0.5809961269233366
CD82,0.44378517105789833,,0.4185022897894185
CD83,0.19688920351172007,,0.21395118642825064
CD84,0.5940910300771893,,0.56379093277489
CD86,0.23678975891365273,,0.23656448263778107
CD8A,0.16857369434689023,,0.1876664108423765
CD9,0.6925672029120304,,0.7135993941449793
CD93,0.1895156636192493,,
CD99,0.7378941404915432,,0.7070721580525503
CDAN1,1.0,,
CDC40,1.0,,
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42BPB,1.0,,
CDC42EP1,0.8515799657755494,,0.8496318038397246
CDC42EP3,1.0,,1.0
CDC42EP4,1.0,,
CDC42SE1,1.0,,1.0
CDC42SE2,0.6358353426022599,,0.637894687774012
CDC7,,1.0,
CDCA7,1.0,,0.999007479007479
CDCA7L,,1.0,
CDH10,0.3477224529856109,0.3505503505503506,
CDH11,,0.4799034299034298,0.4686631696277998
CDH12,0.2718526609577193,,0.2606001067539529
CDH13,0.22700452257102505,,0.2523308126952774
CDH19,,,0.361042627097673
CDH2,0.6017447389660083,,0.5809961269233366
CDH24,,,0.5990901329247195
CDH4,0.2871975966788131,0.3317810715929838,
CDH6,0.23344784545708333,,0.23508749315200927
CDH8,,0.2943093270365998,0.29789188913276504
CDHR3,,0.20907450758197027,
CDIPT,0.26974209222729933,,
CDK10,1.0,,1.0
CDK18,1.0,,
CDK2,,1.0,
CDK4,1.0,1.0,
CDK5RAP2,1.0,1.0,
CDK5RAP3,,,0.9253972204603661
CDK6,1.0,,
CDK7,1.0,,
CDK9,,1.0,
CDKN1A,1.0,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,0.2718526609577193,,
CDON,,0.49234439030357396,0.4580847723704866
CDV3,0.16425563386889352,,0.16397352647352648
CEACAM21,0.3685228420604465,,0.37295939354762886
CEBPB,,,0.794327143637715
CEBPD,0.311130729735381,,0.31306369686651375
CEBPG,0.6338811689982259,,0.6677135316643388
CECR2,1.0,1.0,
CELF4,1.0,1.0,
CELSR2,0.18427853138596942,,0.19193974749530304
CEMIP,1.0,1.0,1.0
CEND1,0.9948844451637749,,0.9819233398180766
CENPB,,1.0,1.0
CENPO,1.0,1.0,
CENPT,1.0,,1.0
CENPU,1.0,1.0,
CEP164,0.7701092363669052,,
CEP170,,1.0,
CEP170B,0.3636988900146795,,0.37504016451384875
CEP290,,0.7711007946302064,0.7852015621704569
CEP44,,1.0,1.0
CEP57,,1.0,1.0
CEP68,1.0,,
CEP78,1.0,,1.0
CEP83,0.9168158045163393,,
CEP95,,,1.0
CEP97,,,1.0
CERCAM,0.5674544633448744,0.5744343529932282,
CERS2,,,0.2523308126952774
CERS6,,,0.4999794588560887
CETN3,,1.0,1.0
CFAP46,0.16425563386889352,0.1617084214486812,
CFAP52,,0.4457251755173233,
CFB,0.2871975966788131,,0.3004698737067634
CFLAR,0.22297702297702301,,0.21217390204731976
CGAS,1.0,,1.0
CGGBP1,0.7432567432567432,,
CGNL1,,1.0,
CHAC1,,0.996444792321081,
CHAF1A,1.0,,1.0
CHCHD10,0.13513758968304423,,
CHCHD2,0.18427853138596942,,0.21217390204731976
CHD1L,0.911633495016639,0.9019300879503812,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHD9,,,0.6970387546033302
CHGB,,0.5633927315828595,
CHI3L1,0.8454015901767644,,0.8453202056188989
CHI3L2,0.49905468124506,,0.4686631696277998
CHIC2,,1.0,1.0
CHID1,,,0.13250385977658705
