,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
ARVCF,,,0.14883577960501038
ASAH1,,0.30734890109890106,
ASAP2,0.6568043510274586,,0.6318816318816319
ASAP3,1.0,,
ASB13,1.0,,
ASIC2,1.0,,
ASNS,1.0,,1.0
ASNSD1,1.0,,
ASPHD2,0.9339352954737571,,
ASPSCR1,,,1.0
ASRGL1,,,0.9779167021319488
ASXL2,,,1.0
ATAD1,,1.0,
ATAD5,1.0,,
ATE1,,,0.9457626655804332
ATF2,,0.5720123250243733,0.47042175583401796
ATF3,,,0.1850740563784042
ATG4B,1.0,1.0,1.0
ATG5,1.0,,
ATG9B,,,0.08061938061938062
ATIC,,,1.0
ATL3,1.0,,1.0
ATOH8,,1.0,1.0
ATP10A,1.0,,1.0
ATP10B,0.6741577007063734,,0.5945865594664116
ATP10D,0.5537527689701603,,
ATP11A,1.0,1.0,
ATP11C,0.3246299155390065,0.3726064730248831,
ATP1B1,1.0,,
ATP1B2,1.0,,1.0
ATP1B3,1.0,,1.0
ATP5S,0.5236828267131297,,0.5003961555685693
ATP6V1B2,1.0,1.0,
ATP7B,0.4688248072682036,,0.4179265550503009
ATP8A1,,1.0,1.0
ATP8A2,1.0,,
ATR,,1.0,
ATXN1,0.023339405692346868,,0.016232090057593414
AUH,,1.0,
AUNIP,0.7964332841269943,,
AVPI1,,,0.10637279387279387
AXL,,0.07529312792470687,
B2M,0.015977311279324703,,0.016232090057593414
B3GALNT1,0.5728763215394231,,0.5350843846419068
B3GALNT2,1.0,1.0,
B3GALT4,,,1.0
B3GAT2,0.40240146949824374,,0.3145099373968035
B3GNT2,0.8835720128596118,,0.7938108778852513
B3GNT5,0.612929809634238,,0.561332650157865
B3GNT9,,1.0,1.0
B4GALT1,0.08409796725014118,0.19216604291231157,0.09484633014044778
B4GALT2,0.07376567094876954,,0.08061938061938062
B4GALT5,,,0.16034793935346422
BACE2,0.23381083202511774,,0.2091106283602205
BACH2,1.0,,1.0
BAHCC1,,,1.0
BAMBI,,0.324002729943324,0.21099094766299936
BASP1,,1.0,
BATF3,0.7877049421167067,0.8908693116837914,0.7634461644403648
BBIP1,1.0,,1.0
BBS2,1.0,,1.0
BCAM,0.11059112037107147,0.15058625584941374,0.10968623213521173
BCAR1,,0.5225294186333148,
BCAT1,1.0,,
BCHE,1.0,,1.0
BCL10,0.015977311279324703,,
BCL2,,0.5095506500188774,
BCL2L1,0.40036289712874445,,
BCL6,0.046678811384693736,0.10849824332970402,0.04169967963071411
BCLAF3,,,1.0
BDKRB2,,,0.02455412607696872
BEND7,1.0,,1.0
BEST1,,,1.0
BET1L,1.0,,1.0
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,0.2608965378644679
BHLHE22,1.0,,1.0
BHLHE40,0.8342891342891343,,0.7884536001895416
BICDL1,,1.0,1.0
BICRA,0.661939847639947,,
BIRC2,0.11059112037107147,0.1141411779709652,
BLCAP,,,0.4303807546165625
BLOC1S4,,,1.0
BLOC1S6,1.0,,
BLVRB,,,1.0
BMP1,,0.15457423932000205,
BMP3,0.45469250943703493,,0.38973712002283434
BMP7,0.5939018875860981,0.7398555642830452,0.5543557023247545
BMPR1B,,,0.5382529235470412
BNC2,,,0.3145099373968035
BNIP3,0.22589818940183906,,
BNIP3L,0.22898879704687325,0.31524145957135646,
BOC,,0.07555824457232908,0.036784508267398
BPNT1,0.3065949202312839,,
BPTF,,,1.0
BRD4,,1.0,
BRD9,1.0,,
BRI3,0.9679441437683196,,
BRK1,1.0,,
BRSK1,,1.0,
BRSK2,1.0,,1.0
BRWD1,,1.0,
BSDC1,,1.0,
BSG,,,0.17275581561295847
BSPRY,0.2583309845413351,,0.2278098667423628
BST2,0.015977311279324703,,0.030875507471252152
BTBD1,1.0,1.0,
BTBD11,0.6428880763906145,,0.588911088911089
BTBD3,0.2966617997387228,,
BTBD7,1.0,,
BTD,1.0,,
BTF3L4,1.0,,1.0
BTG2,1.0,,1.0
BTN2A1,0.023339405692346868,,0.030875507471252152
BTN2A2,0.023339405692346868,,0.030875507471252152
BTN3A1,0.046678811384693736,0.08470476891529524,0.016232090057593414
BTN3A2,0.046678811384693736,,0.02455412607696872
BTRC,,,1.0
BUD31,1.0,,
C11orf54,1.0,,1.0
C11orf68,1.0,,1.0
C11orf87,0.786239519450191,,0.7338863985972117
C12orf45,1.0,,1.0
C12orf49,,,0.9553761948021767
C12orf66,1.0,1.0,
C14orf178,1.0,,
C15orf39,0.5218532879549829,,0.47761901963582637
C15orf40,1.0,,1.0
C16orf72,1.0,,
C16orf89,1.0,1.0,
C19orf53,,,1.0
C1D,1.0,,1.0
C1QL1,0.04251106036820322,,0.016232090057593414
C1R,0.015977311279324703,,0.016232090057593414
C1S,0.015977311279324703,,0.016232090057593414
C1orf159,,,0.48169869754854117
C1orf226,0.40240146949824374,0.459825888397317,
C1orf61,0.752826464580196,,0.7308676172312536
C2,,,0.016232090057593414
C22orf24,0.4456331845494407,,0.4325489123744303
C2CD2L,,0.10467581199288516,
C2CD4C,1.0,,
C2orf68,1.0,,
C2orf69,,1.0,
C3,0.015977311279324703,,0.016232090057593414
C3AR1,0.015977311279324703,,0.016232090057593414
C3orf18,0.608765454919301,,
C3orf58,,1.0,
C4orf19,1.0,,
C4orf3,0.7031559174416316,,
C5,0.015977311279324703,,
C6orf106,1.0,,1.0
C6orf223,1.0,,
C6orf89,,,0.6568986568986569
C8orf34,1.0,,
C9orf64,1.0,,1.0
C9orf72,,0.8454863109240989,
CA10,1.0,,1.0
CA2,,0.15457423932000205,0.09002164089012725
CA4,,1.0,1.0
CA8,1.0,,
CAB39,0.9203425440538843,,0.8221643649535885
CAB39L,,0.5648743779584902,
CABIN1,1.0,,1.0
CABP7,,,1.0
CACHD1,1.0,1.0,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,1.0,,
CACNB4,,1.0,
CACNG3,1.0,1.0,
CACNG5,1.0,,1.0
CACNG7,,0.6033271076749337,
CAD,1.0,1.0,
CADM3,0.05223929675340333,,
CADPS,1.0,,1.0
CALCOCO1,,,0.2436766241277519
CALCOCO2,1.0,,
CALHM2,0.2614778663958992,,0.2768047403240536
CALHM5,1.0,,1.0
CALR,,,0.1761311512643662
CALU,,,1.0
CALY,,1.0,
CAMK2B,1.0,,
CAMK2N1,1.0,1.0,
CAMK4,1.0,,
CANT1,,,0.3303576123124995
CANX,0.2583309845413351,,0.2167048951048951
CAP1,0.9550746115631611,,0.8777717609493311
CAPG,0.166545388767611,,0.17275581561295847
CAPN5,1.0,,
CAPNS1,,,0.9285128664439011
CAPRIN2,0.23848032459631757,,0.18829786130824192
CAPZB,,,1.0
CARD10,0.023339405692346868,,0.05707566769513672
CARMIL1,,,1.0
CARMIL2,0.6444504989959535,0.7143509232282078,0.5877558195993949
CARS2,1.0,,1.0
CARTPT,0.4688248072682036,,
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,0.015977311279324703,,0.016232090057593414
CASP10,0.03039088571003465,,0.04169967963071411
CASP3,0.3204679935449167,,0.2801181868978479
CASP7,0.13104326865794755,0.2145854145854146,0.13100649350649352
CAST,0.7031559174416316,,0.6766144368229511
CAV1,0.023339405692346868,,0.016232090057593414
CAVIN1,,1.0,1.0
CAVIN2,,,0.5945865594664116
CAVIN3,,1.0,1.0
CBFB,0.6364513037982427,,0.5826274565770364
CBLN2,,,0.05707566769513672
CBLN3,,0.053646353646353645,0.036784508267398
CBLN4,0.06960875381928013,,0.0759763796413011
CBS,1.0,,1.0
CBX5,1.0,,1.0
CBX7,1.0,,1.0
CBY1,1.0,1.0,
CCAR1,,,1.0
CCDC112,,,0.33131252309334497
CCDC115,0.27874340849024387,0.34610550739583,
CCDC14,1.0,,1.0
CCDC184,,0.4380114267754718,
CCDC33,,0.34784393688503273,0.24074700184960518
CCDC40,0.37887841601369454,,
CCDC47,,,0.19544092271365
CCDC57,1.0,,1.0
CCDC58,,,1.0
CCDC77,,,0.14883577960501038
CCDC8,,1.0,
CCDC80,,,0.6539604013008269
CCDC82,,1.0,
CCDC85A,1.0,,
CCDC85C,1.0,1.0,1.0
CCDC86,,1.0,
CCDC88A,,,1.0
CCDC88B,1.0,,1.0
CCDC9,0.1852622086085121,0.2536009445100354,
CCDC92,1.0,,
CCK,,0.25853664407881277,
CCKBR,,0.11802197802197803,
CCL19,0.015977311279324703,,0.016232090057593414
CCL2,0.015977311279324703,,0.016232090057593414
CCL28,0.015977311279324703,0.04291708291708292,0.016232090057593414
CCL4,0.015977311279324703,,0.016232090057593414
CCL5,0.015977311279324703,,0.016232090057593414
CCNA1,,1.0,1.0
CCNB1IP1,,,1.0
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,1.0,,
CCNE1,,1.0,
CCNL1,1.0,,
CCNL2,0.10739636303546078,,0.11668594563331407
CCNO,1.0,,
CCNT1,1.0,,
CCNYL1,0.6864933697778273,,
CCR1,0.015977311279324703,,0.016232090057593414
CCR2,0.015977311279324703,,0.016232090057593414
CCR5,0.015977311279324703,,0.016232090057593414
CCSAP,1.0,,1.0
CD109,0.2560666224531771,,0.21099094766299936
CD14,,,0.016232090057593414
CD164,0.22277355671851087,,0.20154845154845155
CD2,0.015977311279324703,,0.016232090057593414
CD200R1,0.03039088571003465,,0.04169967963071411
CD27,0.015977311279324703,,0.016232090057593414
CD274,0.04251106036820322,,0.016232090057593414
CD276,0.015977311279324703,0.04291708291708292,
CD300A,0.03705244172170242,,0.036784508267398
CD37,0.015977311279324703,,0.016232090057593414
CD3E,0.015977311279324703,,0.016232090057593414
CD4,0.015977311279324703,,0.02455412607696872
CD40,0.015977311279324703,,0.016232090057593414
CD44,0.03039088571003465,,0.016232090057593414
CD47,0.023339405692346868,0.04291708291708292,0.016232090057593414
CD48,0.015977311279324703,,0.016232090057593414
CD53,0.015977311279324703,,0.016232090057593414
CD55,0.015977311279324703,,0.036784508267398
CD6,0.4262899773618563,,0.3208322289954943
CD63,,,0.0474231650702239
CD74,0.015977311279324703,,0.016232090057593414
CD81,,,0.06183872945236582
CD82,0.046678811384693736,,
CD83,,,0.016232090057593414
CD84,0.015977311279324703,,0.016232090057593414
CD86,0.015977311279324703,,0.016232090057593414
CD8A,0.015977311279324703,,0.016232090057593414
CD9,0.06960875381928013,,0.0474231650702239
CD93,0.015977311279324703,,
CD99,,,0.42131848306048975
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42SE1,1.0,,1.0
CDC42SE2,0.692040517621913,,0.6232330056923185
CDC7,,1.0,
CDCA7,1.0,,1.0
CDH10,0.9498226730824354,1.0,
CDH11,,0.5381884996032906,0.38785956311729514
CDH12,,,0.7877665191950906
CDH13,0.03039088571003465,,0.030875507471252152
CDH19,,,0.9483915025171649
CDH2,0.21522204732536837,,0.20154845154845155
CDH24,,,0.85115826828317
CDH4,0.23848032459631757,,
CDH6,0.9742534776148222,,0.9296538071423216
CDH8,,0.4925537096355602,
CDHR3,,0.30065538856747653,
CDIPT,1.0,,
CDK10,1.0,,1.0
CDK2,,1.0,
CDK5RAP2,1.0,1.0,
CDK6,1.0,,
CDK7,1.0,,
CDKN1A,1.0,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,0.6585195898628734,,
CDON,,0.07555824457232908,0.02455412607696872
CDV3,,,1.0
CEACAM21,0.03705244172170242,,0.04169967963071411
CEBPB,,,0.06183872945236582
CEBPD,0.11472864484912677,,0.11311850732786144
CEBPG,,,0.5113433660527849
CECR2,1.0,1.0,
CELF4,1.0,1.0,
CELSR2,,,0.2831343550666541
CEMIP,1.0,1.0,1.0
CEND1,,,1.0
CENPB,,1.0,1.0
CENPO,0.023339405692346868,0.053646353646353645,
CENPT,,,0.8922376927017298
CENPU,1.0,1.0,
CEP164,1.0,,
CEP290,,1.0,1.0
CEP44,,1.0,1.0
CEP57,,,1.0
CEP68,1.0,,
CEP78,1.0,,1.0
CEP83,1.0,,
CEP95,,,0.9850811883574357
CEP97,,,1.0
CERCAM,1.0,1.0,
CERS2,,,0.4862225857044509
CERS6,,,0.2195209249349377
CETN3,,1.0,
CFAP46,1.0,1.0,
CFAP52,,1.0,
CFB,0.03039088571003465,,0.030875507471252152
CFLAR,0.046678811384693736,,0.036784508267398
CGAS,1.0,,1.0
CGNL1,,1.0,
CHAC1,,1.0,
CHAF1A,1.0,,1.0
CHCHD2,1.0,,1.0
CHD1L,1.0,1.0,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHGB,,0.16573670232206816,
CHI3L1,0.015977311279324703,,0.02455412607696872
CHI3L2,0.023339405692346868,,0.030875507471252152
CHIC2,,,1.0
CHKA,1.0,,1.0
CHMP2A,1.0,,
CHMP5,1.0,1.0,
CHPF,0.9797855120570963,,0.947995900990594
CHPF2,,0.8617789533121342,0.7764083207432961
CHRAC1,,,1.0
CHRNA3,0.09251111582717801,,0.1461520935205146
CHST1,,,0.44045286609941786
CHST14,,,0.3898281060596611
CHST2,,1.0,
CHSY1,,,0.11668594563331407
CHTF18,1.0,,1.0
CHTF8,,,1.0
CHURC1,,,0.6963846498329257
CIART,,,1.0
CIB1,0.6758339891935177,,0.5773681206012033
CIDEB,0.846726106779726,,0.8208983720482531
CIR1,1.0,1.0,
CIRBP,1.0,,1.0
CISD2,,,0.7208642331419639
CISH,0.04251106036820322,,0.030875507471252152
CITED2,,,0.29950475622912376
CKB,,,0.8055483347717135
CLCN4,1.0,,
CLCN6,,,1.0
CLDN1,,,0.2888861138861139
CLDN11,,,0.3344211344211344
CLDN19,,0.8647106318339195,0.6972674485583263
CLDN5,,0.08470476891529524,0.04169967963071411
CLDND1,0.8527907647907649,0.9506948747455077,
CLEC1A,0.023339405692346868,,0.030875507471252152
CLEC2B,0.03039088571003465,,0.02455412607696872
CLIC4,,0.9172936953156733,
CLIC5,1.0,,1.0
CLIP4,,1.0,
CLK3,1.0,,
CLN6,1.0,1.0,
CLN8,0.2840299418007424,,
CLOCK,,,1.0
CLPTM1L,,1.0,
CLSTN1,,,0.44045286609941786
CLSTN2,,,0.7958164120674177
CLUAP1,,,1.0
CLVS2,,,1.0
CMPK2,0.11874823513778383,,0.10195425183715583
CMTM4,0.11472864484912677,,0.13100649350649352
CMTM6,,0.4107298951048951,0.2986704570597188
CMTM7,0.0879384467774969,,0.0705686886058239
CNDP2,,,0.48169869754854117
CNKSR2,1.0,,1.0
CNKSR3,,0.8148172582134845,
CNOT6L,,1.0,
CNP,,,1.0
CNPY3,,,0.12066675190319441
CNR1,,,0.036784508267398
CNTN1,0.2645132645132645,,
CNTN4,,,0.0705686886058239
CNTNAP1,0.3204679935449167,,0.2782742825356462
CNTNAP4,,,0.6568986568986569
COBLL1,,1.0,
COCH,1.0,,1.0
COL12A1,,0.053646353646353645,
COL13A1,,,0.5300346248026406
COL16A1,,0.17030588459159887,
COL18A1,,0.11802197802197803,
COL1A1,,,0.05257785692568301
COL1A2,,,0.19544092271365
COL27A1,1.0,1.0,
COL4A5,0.35512001810344346,0.44273198920039075,
COL4A6,0.2966617997387228,0.35764235764235763,
COL5A1,,0.07555824457232908,
COL5A2,,,0.13381495553626702
COL5A3,,0.4177044329716086,
COL6A1,,,0.2888861138861139
COL6A2,,,0.28533825724836964
COL8A2,,,0.02455412607696872
COLEC12,,,0.016232090057593414
COLGALT2,0.08409796725014118,,0.13999772682407413
COMMD10,0.08409796725014118,,
COMT,,0.5678260201337125,
COPB1,1.0,,
COQ10B,1.0,,
COQ4,1.0,,
CORO1A,0.046678811384693736,,0.02455412607696872
CORO1C,1.0,,
CORO2B,,1.0,
CORO6,,,0.5579545936688793
CORO7,0.11059112037107147,,0.10195425183715583
COTL1,0.5410498592316774,,0.4847208865900455
COX11,0.8935078822133558,,0.8177108605680035
COX14,1.0,,
COX5B,1.0,,
COX6B2,1.0,1.0,
COX6C,,1.0,
COX7A2,1.0,,
CPA4,,0.9183131279201149,0.7730716284537156
CPAMD8,,0.5093694184603276,
CPD,,,0.43639621248316895
CPE,,,0.6183997985635838
CPED1,,,0.20154845154845155
CPNE1,1.0,,1.0
CPNE2,1.0,1.0,
CPNE4,1.0,1.0,
CPNE6,1.0,,1.0
CPNE7,1.0,,1.0
CPNE8,,,0.6221713069539156
CPPED1,,,1.0
CPQ,0.2560666224531771,,0.19544092271365
CPSF3,1.0,,
CPSF4,1.0,,
CPSF6,1.0,,1.0
CPT1A,1.0,,1.0
CPT1C,0.331216609477479,,
CRABP2,,1.0,
CREB3L2,,1.0,
CREBBP,0.5926436432765546,0.6922110147916599,
CREBRF,1.0,1.0,
CRELD1,0.3721723020914396,,
CRELD2,,0.4837925710652984,
CREM,0.5767348979728916,,0.5458277131428882
CRH,,0.04291708291708292,
CRHR2,,0.07555824457232908,0.04169967963071411
CRISPLD2,,0.5168585567256664,0.36076691804615435
CRLF3,0.03039088571003465,,0.036784508267398
CROCC,0.46002306871872095,0.5225294186333148,0.4552623846741494
CRTAM,0.015977311279324703,,0.016232090057593414
CRTC3,,1.0,1.0
CRY1,1.0,1.0,1.0
CRYBG1,0.21522204732536837,0.3040916302948388,0.25684050462811525
CSF1,0.07935397935397935,,0.05257785692568301
CSF2RB,0.015977311279324703,,0.016232090057593414
CSGALNACT1,0.2091385250263755,,0.1821348528879177
CSGALNACT2,0.578658015758229,,
CSMD1,0.3405701946778434,0.416790901406286,
CSMD2,0.19648106212405636,,0.1850740563784042
CSMD3,,,0.3753457744122855
CSNK1A1,,,1.0
CSRNP1,0.8782867617819075,,0.781082851574655
CSRNP3,,1.0,1.0
CSRP1,1.0,,1.0
CSRP2,0.7632181425284874,,
CST3,,0.10467581199288516,
CSTB,,,0.17852446323448082
CTBP2,0.8151033748859836,0.898938898938899,
CTBS,0.023339405692346868,,0.02455412607696872
CTDP1,1.0,,1.0
CTDSP1,,,0.5199950049950051
CTDSP2,1.0,1.0,1.0
CTHRC1,,,1.0
CTIF,,1.0,1.0
CTNNAL1,0.7380370102487305,,
CTNNBIP1,0.2943578832295988,0.3158871585267524,0.2636534976651256
CTPS1,1.0,1.0,
CTSA,,0.33720565149136583,0.249077787883758
CTSB,,,0.016232090057593414
CTSC,0.015977311279324703,,0.016232090057593414
CTSD,,,0.14883577960501038
CTSH,,,0.06183872945236582
CTSO,0.046678811384693736,,0.0705686886058239
CTSS,0.015977311279324703,,0.016232090057593414
CTSZ,0.14379580151392232,,0.13381495553626702
CTTN,1.0,,1.0
CUEDC1,0.612929809634238,,0.502752545133978
CUL9,,,1.0
CUX1,1.0,1.0,
CWC27,,1.0,
CXCL1,,,0.016232090057593414
CXCL10,0.015977311279324703,,0.016232090057593414
CXCL14,,0.3495509015871007,0.2515612173858831
CXCL16,0.2510176897932,,0.2436766241277519
CXCL8,0.015977311279324703,,0.016232090057593414
CXCL9,0.015977311279324703,,0.016232090057593414
CXorf21,,,0.4765803216804271
CYB5R2,,1.0,
CYB5R3,,1.0,1.0
CYBA,0.03039088571003465,,0.02455412607696872
CYBRD1,,1.0,1.0
CYGB,0.6444504989959535,,0.561332650157865
CYLD,1.0,,1.0
CYP26B1,,,0.3723080679602419
CYP27A1,,0.9321774999194353,0.8023178744332591
CYR61,,,0.10968623213521173
CYSTM1,0.7978760765646011,,0.7702742801752702
CYTH1,1.0,1.0,1.0
