,FDR corrected P-value Ctrl Tc vs. wo Tc,FDR corrected P-value IBD Tc vs. Ctrl Tc,FDR corrected P-value IBD Tc vs. wo Tc
APLN,1.0,,1.0
APLP2,,1.0,
APOBEC3C,1.0,,1.0
APOBEC3F,1.0,,1.0
APOC1,,1.0,
APOD,0.5511791579207309,,0.5819491863447908
APOE,1.0,1.0,
APOL2,0.937777650920508,,0.9065203089593333
APOL3,1.0,,1.0
APOL6,1.0,,1.0
APOO,,0.37913368682599446,
APPBP2,1.0,,
APRT,,,0.47658064006837847
AQP1,,1.0,
AQP3,1.0,,1.0
ARAP1,1.0,,1.0
ARAP2,1.0,,1.0
ARF1,1.0,,
ARF3,1.0,,1.0
ARF6,1.0,,1.0
ARFGAP1,1.0,,1.0
ARFIP1,1.0,,
ARHGAP1,,,1.0
ARHGAP21,,,1.0
ARHGAP27,1.0,,1.0
ARHGAP29,,,1.0
ARHGAP30,0.8933374317989704,,0.9728131477268417
ARHGAP31,,1.0,1.0
ARHGAP33,,,1.0
ARHGAP9,1.0,,1.0
ARHGDIA,,,1.0
ARHGDIB,1.0,,1.0
ARHGEF1,1.0,,1.0
ARHGEF12,,1.0,
ARHGEF16,1.0,,
ARHGEF25,1.0,,
ARHGEF26,0.4943105087683401,,0.47658064006837847
ARHGEF28,1.0,,1.0
ARHGEF3,1.0,,1.0
ARHGEF37,,1.0,
ARHGEF39,1.0,,
ARHGEF40,1.0,1.0,
ARHGEF6,1.0,,1.0
ARHGEF9,,,1.0
ARID1A,,1.0,
ARID5B,,1.0,
ARL10,1.0,,1.0
ARL13B,1.0,,1.0
ARL16,,,1.0
ARL4C,1.0,,1.0
ARL4D,1.0,,1.0
ARL6IP5,0.408929360602223,,0.44936091576407783
ARMC7,1.0,,1.0
ARMC9,,0.498505053665196,
ARMCX1,,1.0,
ARMCX4,1.0,,1.0
ARNT2,1.0,,
ARPC1A,1.0,,
ARPC2,1.0,,1.0
ARPC3,1.0,,1.0
ARPC5,1.0,,
ARPIN,0.40101294054782427,0.37913368682599446,
ARPP21,1.0,1.0,1.0
ARRB1,0.40101294054782427,,0.4207339052699877
ARRB2,1.0,,1.0
ARRDC1,1.0,1.0,
ARRDC2,1.0,,1.0
ARRDC3,,1.0,
ARRDC4,1.0,,1.0
ARSD,0.964134170913832,0.9307532467532467,
ART3,0.37162837162837165,0.37913368682599446,0.4207339052699877
ARVCF,,1.0,1.0
ASAH1,,0.8168807434466182,
ASAP2,1.0,,1.0
ASAP3,1.0,,
ASB13,1.0,,
ASF1A,1.0,,1.0
ASH2L,,0.37913368682599446,
ASIC2,1.0,1.0,
ASNS,0.6471257449175429,,0.6819694067400489
ASNSD1,0.37162837162837165,,
ASPHD2,0.8262600343818618,,
ASPSCR1,1.0,,1.0
ASRGL1,,,1.0
ASXL2,,,1.0
ATAD1,,0.37913368682599446,
ATAD3B,0.5499240643749314,,
ATAD5,0.9954183747287195,,0.9604615038141051
ATE1,,,0.4207339052699877
ATF2,,1.0,1.0
ATF3,,,1.0
ATG4B,1.0,1.0,1.0
ATG5,0.5464259061097007,,
ATG7,1.0,,
ATG9B,,,1.0
ATIC,,,0.4944574412928843
ATL3,0.4203245030831238,,0.5225152206284281
ATOH8,,0.6354472400984029,0.6748306811298938
ATP10A,1.0,,1.0
ATP10B,1.0,,1.0
ATP10D,0.5383258716592051,,
ATP11A,1.0,1.0,
ATP11C,0.40101294054782427,0.37913368682599446,
ATP13A1,,0.39459132416878895,
ATP1A4,0.9583878096931445,,
ATP1B1,0.40101294054782427,,0.4207339052699877
ATP1B2,0.9352576241209996,,1.0
ATP1B3,0.37162837162837165,,0.4207339052699877
ATP2B2,,,1.0
ATP5S,0.37162837162837165,,0.4207339052699877
ATP6AP2,0.4542124542124542,0.42725901549430956,
ATP6V0C,,,0.4207339052699877
ATP6V1B2,0.4401157754632075,0.4252578023069826,
ATP6V1C1,,0.41625816044420694,
ATP6V1F,,0.4252578023069826,
ATP7B,1.0,1.0,1.0
ATP8A1,,1.0,1.0
ATP8A2,1.0,,
ATR,,1.0,1.0
ATRAID,,,0.6930365325610496
ATXN1,0.6571477303184621,,0.6352127602127602
AUH,,0.37913368682599446,
AUNIP,1.0,,
AURKAIP1,0.40101294054782427,,
AVPI1,,,1.0
AXL,,1.0,
B2M,1.0,,1.0
B3GALNT1,0.5035521323224339,,0.47658064006837847
B3GALNT2,0.47538248553476986,0.443659144593724,
B3GALT4,0.5079203256879794,,0.5411971994250475
B3GAT2,0.8262600343818618,,0.8479585333517918
B3GLCT,0.6162991237618104,0.5551948051948052,
B3GNT2,0.408929360602223,,0.4420415649923847
B3GNT5,0.9316397887826459,,0.9051730665422597
B3GNT9,,0.7085021516014253,0.8448991410095552
B4GALT1,0.9316397887826459,0.8972060996854385,0.9949095273327355
B4GALT2,1.0,,1.0
B4GALT5,1.0,,1.0
BACE2,0.9583878096931445,,1.0
BACH2,1.0,,1.0
BAHCC1,,,1.0
BAIAP2,,1.0,
BAMBI,,1.0,1.0
BASP1,,1.0,
BATF3,0.46861665466316627,0.4372865230008088,0.49680645169366977
BAZ1A,1.0,,
BBIP1,1.0,,1.0
BBOF1,0.5511791579207309,,
BBS2,0.4603900036970903,,0.4944574412928843
BCAM,0.6007671085391293,0.5432869017774679,0.6210833839699819
BCAR1,,1.0,
BCAT1,0.4943105087683401,,
BCHE,1.0,,1.0
BCL10,1.0,,
BCL2,,1.0,
BCL2L1,1.0,,
BCL2L2,,,1.0
BCL6,1.0,1.0,1.0
BCLAF3,,,0.4715578539107951
BDH1,,,0.4207339052699877
BDKRB2,,,1.0
BEND7,1.0,1.0,1.0
BEST1,,1.0,1.0
BET1L,1.0,,1.0
BEX1,,,1.0
BEX5,,1.0,1.0
BGN,,,1.0
BHLHE22,1.0,,1.0
BHLHE40,1.0,,1.0
BICDL1,,0.9307532467532467,1.0
BICRA,1.0,,
BIRC2,1.0,1.0,
BLCAP,,0.5422448519222713,0.6210833839699819
BLOC1S4,1.0,,1.0
BLOC1S6,0.8232997771459309,,
BLVRB,0.6078869584024224,,0.59361729179911
BMP1,,1.0,
BMP3,1.0,,1.0
BMP7,1.0,1.0,1.0
BMPR1B,,,1.0
BNC2,,,0.5476826204098931
BNIP3,1.0,,
BNIP3L,1.0,1.0,
BOC,,1.0,1.0
BPNT1,0.3946495981894212,,
BPTF,,,0.5127739730149369
BRD4,,1.0,
BRD7,1.0,,1.0
BRD9,0.8807637344517635,,0.8622590281006122
BRI3,0.6220336500402398,,
BRINP1,1.0,,
BRK1,0.4657483508658444,,
BRMS1,,,1.0
BRPF3,,1.0,
BRSK1,,1.0,1.0
BRSK2,1.0,,1.0
BRWD1,,0.39459132416878895,
BSDC1,,1.0,
BSG,,,0.5627577056148485
BSPRY,0.6471257449175429,,0.6694931862395977
BST2,1.0,,1.0
BTBD1,0.37162837162837165,0.37913368682599446,
BTBD10,,1.0,
BTBD11,1.0,,1.0
BTBD3,1.0,1.0,
BTBD7,1.0,,
BTD,0.40101294054782427,,
BTF3L4,0.6107576633892424,,0.6027626562385922
BTG1,1.0,,
BTG2,1.0,,1.0
BTN2A1,0.5511791579207309,,0.5411971994250475
BTN2A2,0.6944296579333076,,0.685642127220276
BTN3A1,0.9275567273238984,0.8917124542124543,0.9259267302745563
BTN3A2,0.5459450728911807,0.5045023941575666,0.5476826204098931
BTRC,,1.0,1.0
BUD31,0.6007671085391293,,
BZW2,,,0.4207339052699877
C11orf1,,,1.0
C11orf54,0.8034159052435814,,0.7815241059208887
C11orf68,1.0,,1.0
C11orf87,1.0,,1.0
C12orf43,,,1.0
C12orf45,0.9401009948955155,,0.9806198394028475
C12orf49,,,0.6257252117558761
C12orf66,1.0,1.0,
C14orf178,1.0,,
C15orf39,1.0,,1.0
C15orf40,0.6756879484152212,,0.6907578263763062
C16orf72,0.989905417522344,,
C16orf89,0.8986568986568986,0.9307532467532467,
C19orf53,0.37162837162837165,,0.4207339052699877
C1D,0.4714262719377809,,0.5287828450619149
C1QL1,1.0,,1.0
C1QTNF3,,,1.0
C1R,1.0,,1.0
C1S,1.0,,1.0
C1orf159,,,0.5439047325839779
C1orf198,,0.8525741774149417,0.9272077320270092
C1orf226,1.0,1.0,
C1orf61,1.0,,1.0
C2,,,1.0
C22orf24,1.0,,1.0
C2CD2L,,1.0,
C2CD4C,1.0,1.0,
C2CD5,,,1.0
C2orf68,0.7208630680653637,,
C2orf69,,0.6354472400984029,
C3,1.0,,1.0
C3AR1,0.37162837162837165,,0.4207339052699877
C3orf18,1.0,,
C3orf58,,0.7729988132672696,
C4orf19,0.9185531449682393,,
C4orf3,1.0,1.0,1.0
C5,0.964134170913832,,1.0
C6orf106,0.8634894517247459,,0.9209259756039828
C6orf136,,,1.0
C6orf223,0.421978021978022,,
C6orf89,,,0.8773904228449684
C8orf34,1.0,,
C9orf64,0.9354489903688988,,0.9476601137378523
C9orf72,,1.0,
CA10,0.37162837162837165,,0.3238983238983239
CA2,,0.5045023941575666,0.5627577056148485
CA4,,0.37913368682599446,0.4207339052699877
CA8,1.0,,
CA9,0.40101294054782427,,0.4313135843748089
CAAP1,1.0,,
CAB39,0.37162837162837165,,0.4207339052699877
CAB39L,,0.45278358005630737,
CABIN1,1.0,,1.0
CABP7,,,1.0
CACHD1,0.7851022971666404,0.7105503192459715,
CACNA1C,,,1.0
CACNA1I,1.0,1.0,
CACNA2D1,0.4339511420256762,,
CACNB2,,,1.0
CACNB4,,1.0,
CACNG3,1.0,1.0,
CACNG5,0.4918340918340918,0.4306664209576831,0.46710559470203383
CACNG7,,1.0,
CACUL1,1.0,,
CAD,0.9182959052781537,0.8730471209462808,0.868781464840578
CADM3,1.0,1.0,1.0
CADPS,1.0,,1.0
CALCOCO1,,1.0,1.0
CALCOCO2,0.8625448625448625,,
CALD1,,1.0,
CALHM2,1.0,,1.0
CALHM5,0.40101294054782427,,0.4207339052699877
CALR,1.0,,1.0
CALU,,,0.8344708726388115
CALY,,1.0,
CAMK2A,,1.0,
CAMK2B,1.0,,
CAMK2N1,1.0,1.0,
CAMK4,1.0,,
CAMKMT,1.0,,
CANT1,,0.37913368682599446,0.4207339052699877
CANX,0.753551157983291,,0.6765539756193962
CAP1,0.574212790819289,,0.566516502365559
CAPG,0.6556139113566373,,0.6104889874523383
CAPN1,,,1.0
CAPN5,1.0,,
CAPNS1,,,0.9581992081992081
CAPRIN2,1.0,,1.0
CAPZB,,,1.0
CARD10,1.0,,1.0
CARMIL1,,,0.5411971994250475
CARMIL2,1.0,1.0,1.0
CARMIL3,,1.0,
CARS2,0.37162837162837165,,0.4207339052699877
CARTPT,1.0,,
CASC3,,,1.0
CASK,1.0,,1.0
CASKIN2,1.0,,
CASP1,1.0,,1.0
CASP10,1.0,,1.0
CASP3,1.0,,1.0
CASP7,1.0,1.0,1.0
CAST,1.0,,1.0
CAV1,1.0,,1.0
CAVIN1,,1.0,1.0
CAVIN2,,,1.0
CAVIN3,,0.5045023941575666,0.5411971994250475
CBFB,0.4401157754632075,,0.47658064006837847
CBLN2,,,1.0
CBLN3,,1.0,1.0
CBLN4,1.0,,1.0
CBR3,0.40101294054782427,,
CBS,0.49896956190662484,,0.5225152206284281
CBX5,1.0,,1.0
CBX7,1.0,,1.0
CBY1,1.0,1.0,
CC2D1A,0.8541905855338692,,0.9259267302745563
CCAR1,,,1.0
CCDC112,,,0.49680645169366977
CCDC115,0.4201016374929418,0.3967405143875732,
CCDC14,1.0,,1.0
CCDC157,,,1.0
CCDC184,,0.37913368682599446,
CCDC191,,,1.0
CCDC32,,0.5432869017774679,
CCDC33,,0.37913368682599446,0.4207339052699877
CCDC40,1.0,,1.0
CCDC47,,,0.45645457745101875
CCDC51,0.4031223014273862,,
CCDC57,1.0,,1.0
CCDC58,,,0.4207339052699877
CCDC77,1.0,,1.0
CCDC8,,0.7194880591107006,
CCDC80,,,0.4207339052699877
CCDC82,,1.0,
CCDC85A,0.9185531449682393,,
CCDC85B,,,0.8344708726388115
CCDC85C,1.0,1.0,1.0
CCDC86,,1.0,
CCDC88A,,,1.0
CCDC88B,1.0,,1.0
CCDC9,1.0,1.0,
CCDC90B,,,0.6694931862395977
CCDC92,1.0,,
CCDC96,1.0,,1.0
CCK,,1.0,
CCKBR,,1.0,
CCL19,1.0,,1.0
CCL2,1.0,,1.0
CCL28,1.0,1.0,1.0
CCL4,1.0,,1.0
CCL5,1.0,,1.0
CCNA1,,1.0,1.0
CCNB1IP1,,,0.4207339052699877
CCNC,,1.0,
CCND1,,1.0,
CCND2,,1.0,1.0
CCND3,1.0,,1.0
CCNDBP1,1.0,,
CCNE1,,1.0,
CCNH,,1.0,
CCNI,,0.498505053665196,
CCNJL,1.0,,
CCNL1,1.0,,1.0
CCNL2,1.0,,1.0
CCNO,1.0,,
CCNT1,1.0,,1.0
CCNYL1,0.4031223014273862,,
CCR1,1.0,,1.0
CCR2,1.0,,1.0
CCR5,1.0,,1.0
CCSAP,0.7957102817289234,,0.7590525817672632
CCSER2,,1.0,
CCT2,,1.0,
CD109,0.37162837162837165,,0.4207339052699877
CD14,,,1.0
CD151,,1.0,
CD164,0.4714262719377809,,0.5063422929427892
CD2,1.0,,1.0
CD200R1,1.0,,1.0
CD24,,,1.0
CD248,,1.0,1.0
CD27,1.0,,1.0
CD274,1.0,,1.0
CD276,1.0,1.0,
CD2BP2,1.0,,
CD300A,1.0,,1.0
CD37,1.0,,1.0
CD3E,1.0,,1.0
CD4,1.0,,1.0
CD40,1.0,,1.0
CD44,1.0,,1.0
CD46,,1.0,
CD47,1.0,1.0,1.0
CD48,1.0,,1.0
CD53,1.0,,1.0
CD55,1.0,,0.9559316697207774
CD6,1.0,,1.0
CD63,,,0.5677318935745902
CD74,1.0,,1.0
CD80,,,1.0
CD81,,,1.0
CD82,1.0,,1.0
CD83,1.0,,1.0
CD84,1.0,,1.0
CD86,1.0,,1.0
CD8A,1.0,,1.0
CD9,1.0,,1.0
CD93,1.0,,
CD99,0.5227992346636414,,0.47940388523942906
CDAN1,0.8249959758911165,,
CDC40,1.0,,
CDC42,1.0,,
CDC42BPA,,,1.0
CDC42BPB,1.0,,
CDC42EP1,1.0,,1.0
CDC42EP3,1.0,,1.0
CDC42EP4,0.7615836218575944,,
CDC42SE1,1.0,,1.0
CDC42SE2,1.0,,1.0
CDC7,,1.0,
CDCA7,0.8536781570489435,,0.833415302646072
CDCA7L,,1.0,
CDH10,1.0,1.0,
CDH11,,1.0,1.0
CDH12,1.0,,1.0
CDH13,0.40101294054782427,,0.4207339052699877
CDH19,,,1.0
CDH2,1.0,,1.0
CDH24,,,1.0
CDH4,1.0,1.0,
CDH6,1.0,,1.0
CDH8,,1.0,1.0
CDHR3,,1.0,
CDIPT,0.37162837162837165,,
CDK10,1.0,,1.0
CDK18,1.0,,
CDK2,,0.7236735227389434,
CDK4,0.44110192478145005,0.4372865230008088,
CDK5RAP2,1.0,1.0,
CDK5RAP3,,,0.47658064006837847
CDK6,0.4203245030831238,,
CDK7,1.0,,
CDK9,,1.0,
CDKN1A,1.0,,1.0
CDKN2A,1.0,,1.0
CDKN2D,1.0,1.0,1.0
CDO1,0.9354489903688988,,
CDON,,1.0,1.0
CDV3,0.3716283716283716,,0.3238983238983239
CEACAM21,1.0,,1.0
CEBPB,,,1.0
CEBPD,1.0,,1.0
CEBPG,1.0,,1.0
CECR2,1.0,1.0,
CELF4,1.0,1.0,
CELSR2,1.0,,1.0
CEMIP,1.0,1.0,1.0
CEND1,0.4542124542124542,,0.46710559470203383
CENPB,,1.0,1.0
CENPO,1.0,1.0,
CENPT,1.0,,1.0
CENPU,1.0,1.0,
CEP164,0.6116514177222441,,
CEP170,,1.0,
CEP170B,1.0,,1.0
CEP290,,1.0,1.0
CEP44,,1.0,1.0
CEP57,,0.7175094409136963,0.7287712287712288
CEP68,1.0,,
CEP78,1.0,,1.0
CEP83,1.0,,
CEP95,,,1.0
CEP97,,,1.0
CERCAM,0.6107576633892424,0.5643245643245643,
CERS2,,,0.9816781392123858
CERS6,,,0.4420415649923847
CETN3,,0.45619897344035276,0.5225152206284281
CFAP46,1.0,1.0,
CFAP52,,1.0,
CFB,1.0,,1.0
CFLAR,1.0,,1.0
CGAS,1.0,,1.0
CGGBP1,0.37162837162837165,,
CGNL1,,1.0,
CHAC1,,1.0,
CHAF1A,1.0,,1.0
CHCHD10,0.40101294054782427,,
CHCHD2,0.3716283716283716,,0.3238983238983239
CHD1L,0.40101294054782427,0.37913368682599446,
CHD5,,1.0,1.0
CHD7,1.0,1.0,
CHD9,,,1.0
CHGB,,1.0,
CHI3L1,1.0,,1.0
CHI3L2,1.0,,1.0
CHIC2,,0.39459132416878895,0.4207339052699877
CHID1,,,1.0
CHKA,0.6370772085057799,,0.6440303882164348
CHMP2A,0.40101294054782427,,
CHMP5,0.40101294054782427,0.39459132416878895,
CHPF,1.0,,1.0
CHPF2,,0.7217232416295648,0.7723390739695087
CHRAC1,,,1.0
CHRDL1,1.0,,
CHRNA3,1.0,,1.0
CHST1,,1.0,1.0
CHST14,,,0.6313551085124689
CHST2,,1.0,
CHSY1,,,0.45645457745101875
CHTF18,0.4420535732489086,,0.46710559470203383
CHTF8,1.0,,1.0
CHURC1,,,1.0
CIART,1.0,,1.0
CIB1,1.0,,1.0
CIDEB,0.40101294054782427,,0.43977574149987947
CIR1,1.0,1.0,
CIRBP,0.6135609357085867,,0.6748306811298938
CISD2,,,0.4207339052699877
CISD3,,,0.4207339052699877
CISH,1.0,,1.0
CITED2,,,1.0
CKAP5,,,1.0
CKB,,,0.9463664297787521
CLCN2,1.0,,
CLCN4,1.0,1.0,
CLCN6,,,1.0
CLDN1,,1.0,1.0
CLDN11,,,1.0
CLDN15,,0.9970966533466534,
CLDN19,,1.0,1.0
CLDN5,,1.0,1.0
CLDND1,0.5227300172355117,0.4585373133090976,
CLEC1A,1.0,,1.0
CLEC2B,1.0,,1.0
CLIC4,,1.0,
CLIC5,1.0,,1.0
CLIP4,,1.0,
CLK3,1.0,,
CLN6,0.421978021978022,0.40809190809190815,
CLN8,0.40101294054782427,,0.4207339052699877
CLOCK,,,1.0
CLPTM1L,,0.37913368682599446,
CLSTN1,,,1.0
CLSTN2,,,1.0
CLSTN3,1.0,,1.0
CLUAP1,,,1.0
CLVS2,1.0,,1.0
CMAS,,0.5447552447552447,
CMPK2,0.40101294054782427,,0.4207339052699877
CMTM4,0.40101294054782427,,0.45645457745101875
CMTM6,,0.6849873842538878,0.780756255857198
CMTM7,1.0,,1.0
CMTR2,0.408929360602223,,
CNDP2,,,1.0
CNKSR2,1.0,,1.0
CNKSR3,,1.0,
CNOT6L,,1.0,
CNP,,,0.7287712287712288
CNPPD1,0.7685375848641155,,0.7694237735054061
CNPY3,,,1.0
CNR1,,1.0,1.0
CNTN1,1.0,1.0,
CNTN3,1.0,,
CNTN4,1.0,,1.0
CNTN6,,,1.0
CNTNAP1,1.0,,1.0
CNTNAP4,1.0,,1.0
COBLL1,1.0,1.0,
COCH,1.0,,1.0
COG5,1.0,,
COIL,1.0,,1.0
COL12A1,,1.0,
COL13A1,,,1.0
COL16A1,,1.0,1.0
COL18A1,,1.0,
COL1A1,,1.0,1.0
COL1A2,,1.0,1.0
COL26A1,,1.0,
COL27A1,1.0,1.0,
COL4A5,1.0,1.0,
COL4A6,1.0,1.0,
COL5A1,,1.0,
COL5A2,,1.0,1.0
COL5A3,,1.0,1.0
COL6A1,,1.0,1.0
COL6A2,,,1.0
COL8A2,,1.0,1.0
COLEC12,,,1.0
COLGALT2,0.40101294054782427,,0.43977574149987947
COMMD10,0.5925080210794497,,
COMMD4,,0.37913368682599446,
COMT,,0.39459132416878895,
COPB1,0.8634894517247459,,
COQ10B,0.37162837162837165,,0.4207339052699877
COQ4,0.37162837162837165,,
CORO1A,1.0,,1.0
CORO1B,,1.0,1.0
CORO1C,0.8972488589255058,,
CORO2B,,1.0,
CORO6,1.0,,1.0
CORO7,1.0,,1.0
COTL1,0.5176252319109461,,0.5063422929427892
COX11,0.38539238539238535,,0.4207339052699877
COX14,0.37162837162837165,,
COX5B,0.37162837162837165,,0.4207339052699877
COX6B2,1.0,1.0,
COX6C,,0.37913368682599446,
COX7A2,0.4377463027769776,,
CPA4,,1.0,1.0
CPAMD8,,1.0,
CPD,,,0.7685947931849572
CPE,,1.0,1.0
CPEB4,1.0,,
CPED1,,,1.0
CPNE1,0.6297544819712306,,0.6676484805517063
