,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ADAMTS7,0.028234477387019757,0.024135864135864132,0.026377595914019752,
ADAMTS8,0.028234477387019757,,,
ADAMTS9,0.028234477387019757,,,
ADAMTSL3,0.4148869997926602,,0.4224875815959597,
ADAMTSL4,,,0.04080960023582974,
ADAR,,1.0,,
ADARB2,1.0,,1.0,
ADCK1,1.0,1.0,,
ADCY1,0.4768040546215859,0.4091133004926108,0.42870640809572114,
ADCY2,0.12135215777599885,0.13732474422129595,,
ADCY3,0.47976023976023974,,,
ADCY7,,0.4109115304300171,0.3939247565621192,
ADCY8,0.1944209636517329,,0.18236498153251535,
ADCY9,,0.2401677270098323,,0.14013908169752326
ADCYAP1,0.2553892100930429,,0.21604135509460953,
ADCYAP1R1,0.09411492462339921,0.0626166286543645,0.050509273335360295,
ADD2,0.07134193429696642,,0.0697662210401064,
ADD3,0.07134193429696642,,,0.08925675085370903
ADGRA1,,0.2919365770730786,,0.2049009813715696
ADGRA2,0.27732672277104226,,0.2643274906911271,
ADGRB1,0.06286166663525154,0.04405329184090246,0.07845336481700119,
ADGRB2,1.0,,1.0,
ADGRB3,0.31289948045551036,0.28975288670720145,0.3077008828081789,
ADGRG1,0.13968174682460396,0.161472330486415,,
ADGRG5,,0.6064595303173984,0.5876582433959483,
ADGRL1,,0.2346912755752535,,
ADGRL3,0.7805622948480092,,0.7794372197400736,
ADH5,1.0,,,
ADI1,1.0,,,
ADIPOR1,0.4005631772807346,0.3383875245428099,,
ADK,1.0,,1.0,
ADM,,0.08704737885065754,0.0697662210401064,
ADPGK,,1.0,,
ADPRHL2,,1.0,,
ADRA2A,0.46776140526140525,,0.39233815829560514,0.3091585417166813
ADRA2C,,0.1886070398766892,,
ADRB1,0.13968174682460396,,0.11801531801531802,
ADSS,1.0,1.0,,
ADTRP,,0.2478236049664621,,
AEBP1,,,0.026377595914019752,
AFAP1L2,,0.161472330486415,,
AFDN,,0.03395070402743037,0.04578180440249406,
AFF1,,1.0,,
AFF2,0.3558750506868513,0.34085429043412235,0.3529665456494725,
AFF3,0.046144990743328694,,0.03056023260626841,
AFF4,,,1.0,
AFG3L2,1.0,,,
AGA,0.796959586768504,,0.8234551964889043,
AGAP1,,1.0,1.0,
AGAP2,0.13641476633602617,0.12076715133483693,0.14996963169720645,
AGAP3,,0.7049336870026526,,
AGBL5,0.8568449334523205,,,
AGFG1,1.0,,,
AGFG2,1.0,1.0,1.0,
AGMAT,,1.0,1.0,
AGO3,,,1.0,
AGPAT3,,,0.1722612830207767,
AGPAT5,0.7719719305085159,,,
AGPS,1.0,,,
AGRN,0.030848780848780847,,0.04080960023582974,
AGTR2,0.11105561105561106,,,
AGTRAP,,1.0,,
AHDC1,,,1.0,
AHI1,1.0,1.0,1.0,
AHNAK,0.9788810537996206,,,
AHNAK2,,0.5744819816142254,,
AHRR,1.0,,1.0,
AIF1,,0.01987234322563664,0.026377595914019752,
AIF1L,,1.0,,
AIFM1,1.0,,1.0,
AIFM2,1.0,,1.0,
AIG1,0.5941828871765177,,,
AIP,1.0,,,
AJAP1,0.4352317415794877,,0.46175589556292623,0.2897102897102897
AK1,,,1.0,
AK5,,1.0,,
AKAP1,0.4868459005782949,,,
AKAP11,,1.0,,
AKAP12,,,0.31958328833328836,
AKAP13,1.0,,1.0,
AKAP17A,1.0,1.0,,
AKAP5,0.6343579021597597,,0.6104044056394345,
AKAP8,1.0,,,
AKAP8L,,1.0,1.0,
AKAP9,,1.0,1.0,
AKIRIN1,,,1.0,
AKIRIN2,,1.0,,
AKNA,,1.0,1.0,
AKR1B1,1.0,1.0,1.0,
AKR1C1,0.09411492462339921,0.0799682245465378,,
AKR1C2,1.0,1.0,,
AKR7A2,1.0,,1.0,
AKT2,0.29018941367342693,,,
AKT3,,0.3460822231771952,0.3571202626129928,
AKTIP,1.0,,,
ALAS1,1.0,,,
ALCAM,,0.029368861227268304,0.03056023260626841,
ALDH18A1,,1.0,,
ALDH1A2,1.0,,,
ALDH1A3,1.0,,1.0,
ALDH1B1,1.0,,,
ALDH2,1.0,1.0,,1.0
ALDH5A1,1.0,1.0,,
ALDH6A1,1.0,1.0,,
ALDH7A1,,1.0,,
ALDOA,,1.0,1.0,
ALDOC,,1.0,1.0,
ALG13,1.0,,1.0,
ALG3,0.29824978514934847,,,
ALKBH2,,,1.0,
ALKBH4,1.0,,,
ALKBH5,,1.0,1.0,
ALMS1,,1.0,,
ALOX5AP,,0.024135864135864132,0.026377595914019752,0.012413815692504217
ALOXE3,0.030848780848780847,,0.026377595914019752,
ALPK1,,1.0,,1.0
ALPL,,1.0,,
ALS2CL,0.13968174682460396,0.12505175983436853,,
ALYREF,1.0,1.0,,1.0
AMD1,1.0,,,
AMER2,,0.4219142632111916,0.4552019409162266,
AMER3,,0.4490624886664491,,
AMFR,,,1.0,
AMIGO2,0.030848780848780847,,,
AMMECR1,0.11798488189719218,,0.09675344898016963,
AMOT,0.6432682701913471,,0.626769169916378,
AMOTL1,0.9806665069822964,,0.9630892916607202,
AMOTL2,0.7705083101336704,,0.7084131839122765,
AMPD2,,0.6674703636728953,,
AMPH,,1.0,1.0,
AMT,1.0,,,
AMZ1,,0.37792812170036366,,
ANAPC13,,,1.0,
ANAPC16,1.0,,1.0,
ANAPC2,1.0,,1.0,
ANAPC4,1.0,,,
ANAPC5,1.0,,1.0,
ANAPC7,,,1.0,
ANGPT1,0.028234477387019757,0.01987234322563664,,
ANGPTL2,,0.024135864135864132,0.03056023260626841,
ANK1,0.07635073260073261,,,
ANK2,,0.32967032967032966,,
ANK3,,,0.14337069005235484,
ANKDD1A,,1.0,1.0,
ANKHD1,,,1.0,
ANKMY2,,1.0,1.0,
ANKRA2,,,1.0,
ANKRD10,0.9295111780201244,,0.9577805668907364,
ANKRD27,,1.0,1.0,
ANKRD29,0.32048817989621375,,0.3175603022931267,
ANKRD33B,1.0,,1.0,
ANKRD36,,1.0,1.0,
ANKRD36B,1.0,,,
ANKRD37,1.0,1.0,1.0,1.0
ANKRD44,,1.0,1.0,
ANKRD46,0.16073838442259494,0.12818940715936422,,
ANKRD49,,1.0,,
ANKRD50,1.0,,1.0,
ANKRD55,,,1.0,
ANKRD6,,0.8942059807025582,,
ANKRD9,,1.0,1.0,
ANKS1A,0.5000359845985918,,0.46369451444078313,
ANKS1B,0.5758108451034496,0.539602382350474,0.5750880135906874,
ANKS3,,1.0,,
ANKZF1,1.0,1.0,1.0,
ANLN,,0.3122328689738971,0.3042582417582418,
ANO3,0.20876182640888524,0.17488659395811218,,
ANO6,,,0.9270264246187199,
ANO8,,,1.0,
ANOS1,0.2162880814566208,0.2528179974531906,,
ANP32B,,1.0,1.0,
ANP32E,,1.0,,
ANTXR1,,,0.026377595914019752,
ANTXR2,,,0.14702411682277455,
ANXA1,,0.20029910917484883,0.16985147049112934,
ANXA11,1.0,1.0,1.0,
ANXA2,,,0.4381923084502751,
ANXA5,0.4712359712359712,,0.4571654901737422,
ANXA6,0.7569781882372331,,,
AOAH,,0.07098783569371804,0.06086104048752606,0.0346168117596689
AOC2,,,1.0,
AP1AR,0.1665834165834166,0.20326434460710083,,
AP1G2,1.0,1.0,,
AP1S1,1.0,,1.0,
AP1S2,,0.8232221146728917,0.7827894648703897,
AP2A1,,,1.0,
AP2B1,,1.0,,
AP3B2,,1.0,,
AP3D1,1.0,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5B1,1.0,1.0,,
AP5Z1,,1.0,,
APAF1,1.0,,1.0,
APBA1,0.04190777775683436,0.03395070402743037,0.07387357619196877,
APBB1IP,,0.2277160409893818,0.28677722277722273,0.15527059691097544
APBB2,0.07134193429696642,0.05385284087109645,0.035642210138854435,0.037862137862137865
APC,1.0,,1.0,
APC2,0.14750897957004827,,0.13089727174234217,
APCDD1,1.0,1.0,1.0,
APEH,1.0,,,
APLN,1.0,,1.0,
APLP1,,0.04921773142112125,0.021884708697895508,
APLP2,0.3716602122976625,0.35655253837072015,0.4161821150985238,
APMAP,,1.0,,
APOBEC3C,,0.37569977192618703,0.36991991195353885,0.2468360368912855
APOBEC3F,,0.07503105590062113,0.06086104048752606,
APOC1,0.051787590647694275,,,
APOD,,0.0626166286543645,,
APOE,0.036746341893400716,0.029368861227268304,0.021884708697895508,
APOL2,,0.5023572505925448,0.5620539568979189,0.3823152457298799
APOL3,,0.07098783569371804,0.04080960023582974,0.01909015354393506
APOL6,,0.24952491117904652,0.2096324727903675,0.1533656217200521
APOLD1,0.30155776611610857,0.24952491117904652,,
APOM,0.49293613262281666,,,
APOO,1.0,,1.0,
APOOL,1.0,1.0,1.0,
APP,,0.15536089398248046,,
APPL1,0.9727339936353652,,,
APPL2,,0.04405329184090246,,0.01909015354393506
APRT,,1.0,,
AQP1,0.8013760433115271,0.7173073164865231,0.7469634223343422,0.5713126159554731
AQP3,,0.3750770025634402,0.4552019409162266,0.2675042348955392
AQP4,0.8517561944566742,,,
AR,1.0,,,
ARAP1,0.04190777775683436,,0.03056023260626841,
ARAP2,0.34144427001569855,,0.32914748023262214,
ARF1,,1.0,,
ARF4,,,1.0,
ARF6,,0.5353530261787143,0.5557698115837651,0.3663468700875185
ARFGAP1,1.0,1.0,1.0,
ARFGEF1,,,1.0,
ARFGEF2,0.68792548822692,0.6651414922409983,,
ARFGEF3,0.5552780552780553,0.5181391598253425,,0.41630407507184763
ARG2,0.8590522710577281,0.7925534991324464,,
ARGLU1,,1.0,,
ARHGAP10,0.18833118429349924,,,
ARHGAP19,,,0.39233815829560514,
ARHGAP20,,0.6978212627067589,0.7084131839122765,
ARHGAP21,,,0.8079187857596949,
ARHGAP22,,,,0.2461038961038961
ARHGAP23,1.0,,,
ARHGAP24,,0.22474139855629696,,
ARHGAP27,,0.20326434460710083,0.21803416524824148,
ARHGAP30,,0.057883976488627656,0.08140472666020111,0.04293644499830067
ARHGAP32,,0.09099610067352003,0.08888182946760353,
ARHGAP33,0.1516692715478755,,0.14702411682277455,
ARHGAP35,,0.07503105590062113,,
ARHGAP36,0.9167082085136716,,0.8814873650939224,0.6745460107344476
ARHGAP39,,,0.7254866164392827,
ARHGAP44,0.046144990743328694,,,
ARHGAP5,0.11798488189719218,0.04921773142112125,0.10876899433466404,
ARHGAP6,,0.3527249091019886,,
ARHGAP9,,0.0626166286543645,0.08888182946760353,0.037862137862137865
ARHGDIA,,0.2966050830996213,,
ARHGDIB,,0.01987234322563664,0.021884708697895508,0.02737022014130448
ARHGDIG,,,0.2567322180581849,
ARHGEF1,0.046144990743328694,0.039697144960302855,0.03056023260626841,
ARHGEF10,,,0.5506096379548925,
ARHGEF11,0.06286166663525154,,,
ARHGEF16,0.38216195569136746,0.3717648471746832,,
ARHGEF2,0.8190735856940843,0.7533339729444498,,
ARHGEF25,0.3058226870321903,,0.25423512657555214,
ARHGEF26,,0.2850401132609721,0.29697933645302066,
ARHGEF28,1.0,1.0,,
ARHGEF3,0.31611778413484165,0.29962579128428,0.35505013624948795,
ARHGEF4,0.7153433490729182,0.6103321965390931,,
ARHGEF6,0.22483651318007145,0.15024655770328207,0.18236498153251535,
ARHGEF9,,0.7695812493154686,,
ARID1B,,,1.0,
ARID3A,1.0,,,
ARID4B,,1.0,,
ARID5B,,0.7124466754096384,,
ARIH1,,,1.0,
ARL1,,1.0,,
ARL10,0.5469903231097261,,0.5557698115837651,
ARL13B,,0.6674703636728953,0.7021732067324773,
ARL2,1.0,,,
ARL2BP,,,1.0,
ARL3,1.0,,,
ARL4A,0.9157087075699484,0.8232387767271488,,
ARL4C,1.0,,1.0,
ARL4D,1.0,,,
ARL6,,0.842940808391864,,
ARL6IP5,0.2529888335963102,,0.22978944132790288,
ARMC6,1.0,,,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,1.0,0.9764351172293411,,
ARMCX5,1.0,,,
ARMT1,,1.0,,
ARNT,0.6258239032985721,,0.620368188708939,
ARNT2,,,,0.3758167758167758
ARNTL,1.0,,,
ARNTL2,,,1.0,
ARPC2,,,1.0,
ARPC3,,,0.524524067481814,
ARPC4,,0.9355213437837983,,
ARPC5,,0.42258251086774007,0.42870640809572114,
ARPC5L,,0.13069349778210537,,
ARPP19,1.0,,1.0,
ARPP21,,1.0,,
ARRB1,1.0,,1.0,
ARRDC1,1.0,,,
ARRDC2,,0.9065866148684442,0.9869238742478178,
ARRDC3,,,0.31498348590185327,
ARSD,1.0,,1.0,
ART3,0.036746341893400716,0.03395070402743037,,0.012413815692504217
ARX,0.1319995377047675,,,
ASAH1,0.31133742734172376,0.29783037475345164,0.33687208314073985,
ASAP1,0.18584816544000218,,0.2096324727903675,
ASAP2,0.11105561105561106,0.10258674864548126,,0.061749409388894366
ASB3,,,1.0,
ASB4,1.0,,1.0,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASH1L,,,1.0,
ASH2L,1.0,,,
ASIC1,0.59588662529839,,0.6480503226435641,
ASIC2,,1.0,1.0,
ASNA1,,1.0,,
ASPH,0.4768040546215859,0.5181391598253425,0.49101732205430537,0.3357045976693332
ASPHD2,,,0.3529665456494725,
ASPRV1,,,1.0,
ASPSCR1,,,1.0,
ASS1,,1.0,,
ASTN1,0.046144990743328694,0.04405329184090246,0.03056023260626841,0.02737022014130448
ASTN2,,0.5334510929565025,0.6172660247915349,
ASXL1,1.0,,,
ASXL2,,,1.0,
ASXL3,1.0,,1.0,
ATAD1,1.0,1.0,,
ATAD3A,,,1.0,
ATAT1,,0.37792812170036366,0.3939247565621192,
ATCAY,,1.0,,
ATE1,0.533291476846658,,,
ATF2,,1.0,,
ATF3,1.0,1.0,1.0,1.0
ATF5,,1.0,,1.0
ATF6,0.16073838442259494,,,
ATF7IP,,,1.0,
ATG12,1.0,,1.0,
ATG13,,,0.10876899433466404,
ATG14,,,1.0,
ATG16L1,,1.0,,
ATG16L2,,1.0,1.0,
ATG4A,1.0,,1.0,
ATG4B,,,1.0,
ATG4C,,1.0,,
ATG4D,,1.0,,
ATG9A,,1.0,,
ATG9B,1.0,,0.9827139858569927,
ATIC,,,1.0,
ATL1,,0.26729964596073386,,
ATL2,,1.0,,
ATL3,0.29289391926754565,,0.2596824662940366,
ATMIN,1.0,,1.0,
ATN1,,0.6101396800747918,0.5923860874937196,
ATOH7,0.800069648661198,0.7689088541285611,0.8079187857596949,
ATOH8,1.0,,,
ATOX1,1.0,,,
ATP10A,,0.6946613886808601,0.6732204488811742,
ATP10B,0.7400993434717775,0.7337220602526725,0.7169910162083551,
ATP11A,0.7508325008325009,,0.7270019029444523,
ATP11C,0.08559622195985833,,0.06086104048752606,
ATP12A,0.13968174682460396,,0.14015156239900847,
ATP13A2,,1.0,1.0,
ATP13A3,0.35780835172932435,0.2947730911802768,,
ATP13A4,,1.0,,
ATP1A2,,0.13385501841690994,0.14015156239900847,
ATP1A3,,,0.40946903563725995,
ATP1A4,,,,0.8915922786890529
ATP1B1,,1.0,,
ATP1B2,,,0.20075690438593666,0.12830359009761003
ATP1B3,0.35972604590162616,,0.3077008828081789,
ATP2A2,0.3558750506868513,0.29783037475345164,,
ATP2B2,0.16345847514678685,0.12076715133483693,0.13089727174234217,
ATP2B3,,0.3223861852433281,,
ATP2B4,,0.04921773142112125,,
ATP6AP1,0.18833118429349924,0.21337101474874148,,
ATP6AP2,1.0,1.0,1.0,
ATP6V0A1,0.5611804385312154,0.4663506428212311,,
ATP6V0D1,1.0,,1.0,
ATP6V0D2,1.0,,1.0,
ATP6V0E2,,1.0,,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1D,1.0,,,
ATP6V1E1,1.0,,,
ATP6V1F,1.0,,,
ATP6V1G2,,0.5721010332950632,0.5421328671328671,
ATP6V1H,,,1.0,
ATP7A,0.16073838442259494,,0.14337069005235484,
ATP8A1,0.23187435275347362,,0.21803416524824148,
ATP8B2,1.0,,,
ATP9A,,1.0,1.0,
ATP9B,0.7508325008325009,,,
ATRN,,0.01987234322563664,,
ATRNL1,0.6002291359434216,,0.5887258588370426,
ATRX,,,,1.0
ATXN1,0.3331668331668332,,,0.20791347380942757
ATXN1L,,1.0,,
ATXN2,1.0,,1.0,
ATXN2L,,1.0,1.0,
ATXN7L1,1.0,1.0,,
AUNIP,,,0.6113943859608599,
AUTS2,,,0.10876899433466404,
AVPI1,,0.13069349778210537,0.1343110377994099,
AVPR1B,0.16345847514678685,,,
AXIN2,0.2816538300409268,,0.25423512657555214,
AZGP1,0.06286166663525154,0.04405329184090246,,
B2M,,0.029368861227268304,0.03056023260626841,0.01909015354393506
B3GALNT1,,0.35513563926848063,,
B3GALNT2,0.31133742734172376,,,
B3GALT6,,1.0,,
B3GAT1,0.05758439091772425,0.029368861227268304,0.050509273335360295,
B3GAT2,0.028234477387019757,0.03395070402743037,0.026377595914019752,
B3GAT3,,,0.15966590289450527,
B3GLCT,,,0.6119872445096517,0.4398037559630065
B3GNT2,,0.06685988004669324,0.04578180440249406,
B3GNT4,1.0,,1.0,
B3GNT9,1.0,,1.0,
B4GALNT4,0.24252000982311242,,0.24048404425762915,
B4GALT1,,0.18027404694071364,0.1530248017624527,
B4GALT4,,0.2966050830996213,,
B4GALT5,,,0.5085306989729244,
B4GALT6,1.0,1.0,,
B4GAT1,,0.1916927837505455,,
BAALC,,0.2277160409893818,,0.16277180763162072
BABAM2,,,1.0,
BACE1,0.09411492462339921,,0.0853503639217925,
BACE2,,0.22250249750249748,0.19753829166784634,
BAD,1.0,,1.0,
BAG1,1.0,,1.0,
BAG4,,,1.0,
BAHCC1,1.0,,1.0,
BAHD1,1.0,,,
BAIAP3,0.35392595147447037,0.3249279237872394,,
BAK1,,1.0,1.0,
BAMBI,0.42228042228042234,,,
BAP1,1.0,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,1.0,
BATF3,,1.0,,1.0
BAZ1A,1.0,1.0,1.0,
BBOX1,0.23940131724562863,,0.20075690438593666,
BBS4,,,1.0,
BCAM,,0.024135864135864132,0.026377595914019752,
BCAN,,0.024135864135864132,0.021884708697895508,
BCAS2,1.0,,,
BCAS4,0.46079489209607494,,0.4489179504308098,
BCAT1,1.0,,1.0,
BCAT2,,,1.0,
BCHE,0.06753381753381753,0.057883976488627656,,
BCKDHA,,,1.0,
BCL11A,1.0,,1.0,
BCL11B,1.0,1.0,,
BCL2,1.0,1.0,,
BCL2L1,1.0,,1.0,
BCL2L11,1.0,1.0,,
BCL2L13,,,,0.050968262506724045
BCL2L2,,,1.0,
BCL6,0.35972604590162616,0.37342693604036614,0.36470998880637434,0.2321632522205588
BCL6B,0.800069648661198,0.7533339729444498,,
BCL7A,,,0.021884708697895508,
BCL9,,,1.0,
BCL9L,1.0,,,
BCLAF3,1.0,,1.0,
BCORL1,1.0,1.0,1.0,
BDKRB2,,0.05385284087109645,,
BDNF,0.04190777775683436,,0.04578180440249406,
BECN1,,1.0,,1.0
BEND5,1.0,,1.0,
BET1,,1.0,,
BET1L,,1.0,,
BEX1,1.0,1.0,1.0,
BEX2,1.0,1.0,1.0,
BEX3,0.3889107001947469,,0.38596352019703883,
BEX4,1.0,,1.0,
BEX5,,0.5560356624507569,,
BGN,,,0.021884708697895508,
BHLHB9,1.0,,1.0,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,1.0
BICDL1,,1.0,,
BICRA,0.5758108451034496,,0.5851950828787361,
BIRC7,1.0,1.0,,
BLCAP,1.0,1.0,1.0,
BLM,,1.0,1.0,
BLMH,,,1.0,
BLVRA,1.0,,1.0,
BMP1,,0.01987234322563664,,
BMP2,0.036746341893400716,,0.021884708697895508,0.012413815692504217
BMP3,0.1140982305365867,,0.08140472666020111,
BMP6,0.07635073260073261,,0.056098830746718065,
BMP7,0.04190777775683436,0.01987234322563664,0.035642210138854435,0.02737022014130448
BMPR1B,,0.03395070402743037,,0.02737022014130448
BMT2,,1.0,1.0,
BNC2,,1.0,1.0,1.0
BNIP3,,0.46401840187612875,0.5437660053044668,
BNIP3L,,0.4921438593127729,0.5421328671328671,
BOC,0.036746341893400716,0.01987234322563664,0.021884708697895508,
BOLA3,,,1.0,
BPTF,,1.0,,
BRAF,,0.9075159408492742,,
BRAT1,1.0,,,
BRD1,,1.0,,
BRD7,,1.0,1.0,
BRF2,1.0,,,
BRI3,,0.9002257829073471,0.9297961653730884,
BRI3BP,0.6126903877495827,,0.5750880135906874,
BRICD5,,,0.6493238179684151,
BRINP1,,1.0,1.0,
BRINP3,0.19076130261216814,,,
BRK1,0.1140982305365867,,0.08888182946760353,
BRMS1,,1.0,,
BRMS1L,1.0,,,
BRS3,0.6083916083916084,,0.5780943424085901,
BRSK1,,,0.9204720212763108,
BRSK2,,,0.8961249675149081,
BRWD1,,1.0,1.0,
BRWD3,1.0,,1.0,
BSG,,,0.035642210138854435,
BSN,,,0.7037388840667529,
BSPRY,,0.7088666827677818,0.7723366264666792,
BST2,0.036746341893400716,0.029368861227268304,0.03056023260626841,0.02507426348485951
BTAF1,,1.0,1.0,
BTBD11,,0.7707620846306977,0.7827894648703897,
BTBD3,0.6083916083916084,0.5610092386951891,0.52753343363014,
BTBD6,1.0,,,
BTG1,1.0,1.0,,
BTG2,1.0,1.0,1.0,1.0
BTG3,0.6138664485121178,0.5576985185123844,,
BTN2A1,0.028234477387019757,,,
BTN2A2,,0.024135864135864132,,0.012413815692504217
BTN3A1,,0.01987234322563664,,0.012413815692504217
BTN3A2,,0.01987234322563664,0.021884708697895508,0.021791158481805965
BTNL9,0.036746341893400716,,0.03056023260626841,0.012413815692504217
BUB3,1.0,1.0,1.0,
BUD23,,,1.0,
BUD31,,1.0,,
BZW2,,1.0,1.0,
C10orf90,1.0,1.0,1.0,
C11orf87,1.0,,1.0,
C12orf49,0.5593710139164685,,0.5589247264996584,
C12orf76,1.0,,,
C14orf119,,,1.0,
C15orf39,,,1.0,
C16orf58,0.5520736477043154,,,
C16orf89,,1.0,,
C17orf51,,0.541309300455642,,
C17orf75,1.0,,,
C18orf21,,1.0,1.0,
C18orf25,,,1.0,
C19orf53,1.0,,,
C19orf54,,,0.659733344529389,
C19orf57,1.0,,1.0,
C1GALT1,0.23797630940488085,,,
C1QL1,0.1543822395840333,0.12505175983436853,,
C1QTNF1,,0.8349955564332971,0.8724495097637641,
C1QTNF3,0.051787590647694275,,0.050509273335360295,
C1R,0.030848780848780847,0.029368861227268304,,0.01664269796137928
C1S,,0.01987234322563664,0.021884708697895508,0.01664269796137928
C1orf115,,,0.5620539568979189,
C1orf216,0.8612475959414736,,,
C1orf52,,,0.93106733522069,
C1orf61,0.08559622195985833,,0.056098830746718065,
C2,,0.024135864135864132,0.021884708697895508,
C20orf203,1.0,,,
C20orf27,1.0,,1.0,
C22orf39,,,1.0,
C2CD2,0.5218955472977488,,0.5573504993300216,
C2CD2L,,0.08704737885065754,0.08888182946760353,
C2CD4C,0.5483887493813052,,0.5693843069681996,
C2orf42,,1.0,,
C2orf68,0.17362215249539192,0.11764896846137614,,
C2orf76,1.0,,,
C2orf88,1.0,,,
C3,,0.01987234322563664,,0.012413815692504217
C3AR1,,0.024135864135864132,0.021884708697895508,
C3orf18,,,1.0,
C3orf58,0.45639292214634686,0.47140359640359636,0.4884283599612067,0.32923598140989446
