,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ARHGEF9,,0.7780446191042217,,
ARID1B,,,1.0,
ARID3A,1.0,,,
ARID4B,,1.0,,
ARID5B,,0.6217057420909748,,
ARIH1,,,1.0,
ARL1,,1.0,,
ARL10,0.5266193160414512,,0.5329693490435377,
ARL13B,,0.6150980365323637,0.679254773004773,
ARL2,1.0,,,
ARL2BP,,,1.0,
ARL3,1.0,,,
ARL4A,0.8571300185758017,,,
ARL4C,1.0,,1.0,
ARL4D,1.0,,,
ARL6,,0.8382070191115418,,
ARL6IP5,0.22242622242622245,,0.21063492914533438,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,1.0,0.9177617430712341,,
ARMCX5,1.0,,,
ARMT1,,1.0,,
ARNT,0.6620814855065077,,,
ARNTL,1.0,,,
ARNTL2,,,1.0,
ARPC2,,,1.0,
ARPC4,,0.9106103806723214,,
ARPC5,,0.3924325918460816,0.4119573265388624,
ARPC5L,,0.1267202658238207,,
ARPP19,1.0,,0.9590656927613449,
ARPP21,,1.0,,
ARRB1,1.0,,1.0,
ARRDC2,,0.9007095185395115,0.9094332667942931,
ARRDC3,,,0.2860590390002155,
ARSD,1.0,,1.0,
ART3,0.03331890781283494,0.02771738065855713,,0.014524801041654975
ARX,0.14853505208835158,,,
ASAH1,0.3010057274396427,0.2820833874645534,0.3031665158710395,
ASAP1,0.18064324649316993,,0.14251993265899715,
ASAP2,0.11014988835256521,,,0.06995169332831672
ASB4,1.0,,1.0,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASIC1,0.6121110219470876,,,
ASIC2,,1.0,1.0,
ASPH,,0.4728904189335844,0.47366918795490226,0.29479585570237127
ASPHD2,,,0.3580457654867818,
ASPRV1,,,1.0,
ASS1,,1.0,,
ASTN1,0.028575591075591076,0.02771738065855713,0.03750774112765063,0.02325013116380023
ASTN2,,0.5478093936392167,0.5851207615913498,
ASXL2,,,1.0,
ASXL3,1.0,,1.0,
ATAD1,1.0,,,
ATAD3A,,,1.0,
ATAT1,,,0.3580457654867818,
ATCAY,,1.0,,
ATF3,1.0,1.0,1.0,1.0
ATF5,,1.0,,
ATF7IP,,,1.0,
ATG12,1.0,,1.0,
ATG13,,,0.07919628142558079,
ATG14,,,1.0,
ATG16L1,,1.0,,
ATG16L2,,1.0,1.0,
ATG4A,1.0,,1.0,
ATG4B,,,1.0,
ATG9A,,1.0,,
ATG9B,1.0,,0.9901415161738323,
ATIC,,,1.0,
ATL2,,1.0,,
ATL3,0.25310917034119207,,0.26176455123823544,
ATMIN,1.0,,1.0,
ATN1,,,0.6019760921721706,
ATOH7,,0.726619854747224,,
ATOH8,1.0,,,
ATOX1,1.0,,,
ATP10A,,0.6209317633291889,0.6733176105123069,
ATP10B,0.7055455442552218,0.681589728101356,0.6594087570897127,
ATP11A,0.7559608607791195,,0.7430545081188277,
ATP11C,0.06707229201116731,,0.0757252535392829,
ATP12A,0.1269122336737995,,0.13708255568720684,
ATP13A2,,1.0,1.0,
ATP13A3,0.28451190294980305,0.28461471414491546,,
ATP13A4,,1.0,,
ATP1A2,,0.1267202658238207,0.16164453857676211,
ATP1A3,,,0.3907666651729976,
ATP1A4,,,,0.8977133977133976
ATP1B1,,1.0,,
ATP1B2,,,,0.1283373666045146
ATP1B3,0.3561421035105246,,,
ATP2A2,0.3441245145387157,0.3144662823807209,,
ATP2B2,0.12036227027086259,0.11723523685246173,0.11809286603807152,
ATP2B3,,0.32113321922239124,,
ATP2B4,,0.051637859857037935,,
ATP6AP1,,0.19878558941058944,,
ATP6AP2,1.0,1.0,1.0,
ATP6V0A1,,0.4813287071351588,,
ATP6V0D1,1.0,,1.0,
ATP6V0D2,1.0,,1.0,
ATP6V0E2,,1.0,,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1D,1.0,,,
ATP6V1E1,1.0,,,
ATP6V1F,1.0,,,
ATP6V1G2,,0.5179922816909118,0.5657911388164741,
ATP7A,0.1526601560328373,,,
ATP8A1,0.23182451351465436,,0.1993841347961615,
ATP8B2,1.0,,,
ATP9A,,1.0,1.0,
ATP9B,0.7101591049642998,,,
ATRN,,0.020050871114700903,,
ATRNL1,0.5564892250606536,,0.5815275365754363,
ATXN1,0.3010057274396427,,,0.1816549463608287
ATXN1L,,1.0,,
ATXN2,,,1.0,
ATXN2L,,1.0,1.0,
ATXN7L1,1.0,1.0,,
AUNIP,,,0.535610543302851,
AUTS2,,,0.06824736155782468,
AVPI1,,0.06960842188114916,0.10076609353020352,
AVPR1B,0.13835555748599226,,,
AXIN2,0.23491977635624042,,0.2241288754164291,
AZGP1,0.042465274663417076,0.05654345654345655,,
B2M,,0.023462015163259978,0.023683459397745115,0.012927072927072927
B3GALNT1,,0.32113321922239124,,
B3GALT6,,1.0,,
B3GAT1,0.042465274663417076,,0.04197068754030779,
B3GAT2,,0.037495660837835905,,
B3GAT3,,,0.13401070897811446,
B3GLCT,,,,0.439189016112093
B3GNT2,,0.06960842188114916,0.0517065780223675,
B3GNT4,1.0,,1.0,
B3GNT9,1.0,,1.0,
B4GALNT4,0.24359520261159603,,,
B4GALT1,,0.15369466013242836,0.19634778629192035,
B4GALT4,,0.260007745455941,,
B4GALT5,,,0.5542785527725287,
B4GALT6,1.0,1.0,,
B4GAT1,,0.18190924357144195,,
BAALC,,0.20607269967883782,,0.17351775741037487
BABAM2,,,1.0,
BACE2,,0.19192295954698044,0.24133145335676978,
BAD,1.0,,1.0,
BAG1,1.0,,1.0,
BAHCC1,1.0,,1.0,
BAHD1,1.0,,,
BAIAP3,0.3063189911825147,0.3338250046713996,,
BAK1,,1.0,1.0,
BAMBI,0.45866091580377294,,,
BAP1,1.0,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,,
BATF3,,1.0,,1.0
BAZ1A,,1.0,1.0,
BBS4,,,1.0,
BCAM,,,0.024836586634339443,
BCAN,,0.023462015163259978,,
BCAS2,1.0,,,
BCAS4,0.5007750524300173,,,
BCAT1,1.0,,1.0,
BCAT2,,,1.0,
BCHE,0.04757092618364295,0.04305339330720041,,
BCL11A,1.0,,1.0,
BCL11B,1.0,1.0,,
BCL2,1.0,,,
BCL2L1,1.0,,1.0,
BCL2L11,1.0,,,
BCL2L13,,,,0.035513936612837714
BCL6,0.3301151315591749,0.33537742174578805,0.3339975043271746,0.19244186234477498
BCL7A,,,0.023683459397745115,
BCL9,,,1.0,
BCL9L,1.0,,,
BCLAF3,1.0,,1.0,
BCORL1,1.0,1.0,1.0,
BDKRB2,,0.06015261334410271,,
BDNF,0.05745040300014122,,0.03750774112765063,
BECN1,,1.0,,1.0
BEND5,1.0,,1.0,
BET1L,,1.0,,
BEX1,1.0,1.0,1.0,
BEX2,1.0,1.0,1.0,
BEX3,0.3666103481771685,,0.3716870318293806,
BEX4,1.0,,1.0,
BEX5,,0.4728904189335844,,
BGN,,,0.024836586634339443,
BHLHB9,1.0,,1.0,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,1.0
BICRA,0.5792737495063077,,,
BIRC7,1.0,0.9633753560879067,,
BLCAP,1.0,1.0,1.0,
BLM,,1.0,1.0,
BLMH,,,1.0,
BLVRA,1.0,,1.0,
BMP1,,0.020050871114700903,,
BMP2,0.021946053946053947,,0.023683459397745115,0.017159831319123357
BMP3,0.11014988835256521,,0.10405856625542789,
BMP6,,,0.0757252535392829,
BMP7,0.03694621876440058,0.02771738065855713,0.024836586634339443,0.017159831319123357
BMPR1B,,0.032969945506388654,,
BNC2,,1.0,1.0,
BNIP3,,0.4879639933020715,0.5090907501408695,
BNIP3L,,0.48917364800239693,0.5161206717810491,
BOC,0.021946053946053947,0.032969945506388654,0.023683459397745115,
BOLA3,,,1.0,
BPTF,,1.0,,
BRAT1,1.0,,,
BRD7,,1.0,,
BRF2,1.0,,,
BRI3,,0.8642446801266198,0.8994783538567984,
BRI3BP,0.5792737495063077,,0.5342930007540648,
BRICD5,,,0.6035074425212206,
BRINP1,,1.0,1.0,
BRINP3,0.16371048306532177,,,
BRK1,0.09106246450644791,,0.09723414415496527,
BRMS1,,1.0,,
BRMS1L,1.0,,,
BRS3,0.6107250413819757,,0.5747186147186147,
BRSK1,,,0.8483448154125798,
BRWD1,,1.0,1.0,
BRWD3,,,1.0,
BSPRY,,0.7282111827566373,0.7430545081188277,
BST2,,0.032969945506388654,0.028501584375509877,0.020041973530345623
BTAF1,,1.0,1.0,
BTBD11,,0.7655178649243931,0.7658331079906197,
BTBD3,0.5294004241372662,0.5365613110293962,0.5521976139911332,
BTBD6,1.0,,,
BTG1,1.0,1.0,,
BTG2,1.0,1.0,1.0,1.0
BTG3,,0.5478093936392167,,
BTN2A1,0.03331890781283494,,,
BTN2A2,,0.023462015163259978,,0.012927072927072927
BTN3A1,,0.020050871114700903,,0.012927072927072927
BTN3A2,,0.023462015163259978,0.024836586634339443,0.014524801041654975
BTNL9,0.021946053946053947,,0.023683459397745115,
BUB3,1.0,,1.0,
BUD23,,,1.0,
BZW2,,,1.0,
C10orf90,1.0,1.0,1.0,
C11orf87,1.0,,1.0,
C12orf49,,,0.5803671955813757,
C12orf76,1.0,,,
C14orf119,,,1.0,
C16orf89,,1.0,,
C18orf21,,1.0,1.0,
C18orf25,,,1.0,
C19orf53,1.0,,,
C19orf54,,,0.7150582933549966,
C19orf57,,,1.0,
C1QL1,0.1269122336737995,0.13319507240479883,,
C1QTNF1,,0.8642446801266198,0.8896743008544251,
C1QTNF3,0.042465274663417076,,0.04197068754030779,
C1R,0.021946053946053947,0.02771738065855713,,0.012927072927072927
C1S,,0.020050871114700903,0.024836586634339443,0.012927072927072927
C1orf115,,,0.5103065837083202,
C1orf216,0.8630470652942563,,,
C1orf61,0.08773742249221994,,0.06824736155782468,
C2,,0.020050871114700903,,
C20orf27,1.0,,1.0,
C22orf39,,,1.0,
C2CD2,0.5792737495063077,,0.5210731410887782,
C2CD2L,,0.05654345654345655,,
C2CD4C,0.5294004241372662,,0.5294813713418365,
C2orf42,,1.0,,
C2orf68,0.1269122336737995,0.12040010462723395,,
C2orf76,1.0,,,
C3,,0.02771738065855713,,0.014524801041654975
C3AR1,,0.020050871114700903,0.023683459397745115,
C3orf18,,,1.0,
C3orf58,0.5007750524300173,0.43474698647112436,0.4392931962552215,0.32317682317682317
C3orf70,1.0,,1.0,
C4orf19,0.5238108348344569,0.500077855594493,,
C5orf64,1.0,,,
C6orf106,1.0,,1.0,
C6orf120,,0.4825647989186863,,
C6orf223,,0.500077855594493,0.5454916576978744,
C6orf226,1.0,,1.0,
C7orf43,1.0,,,
C8orf34,,1.0,,
C8orf82,1.0,1.0,1.0,
C9orf40,0.18064324649316993,,,
C9orf64,1.0,,,
C9orf72,0.04757092618364295,0.032969945506388654,,
CA10,1.0,,1.0,
CA12,0.03331890781283494,,0.028501584375509877,
CA14,1.0,,,
CA2,0.593614488642113,0.6076243302520674,,
CA8,0.5523335724678007,,0.5496857419643189,
CA9,1.0,,1.0,
CAB39,,,1.0,
CAB39L,,1.0,,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,0.9413344208076974,0.8426955460550886,0.8710167575371337,
CACNA1A,0.1918646829361115,0.20915309180615305,0.1912894797510182,
CACNA1B,,1.0,,
CACNA1C,,,,1.0
CACNA1D,,0.7765356881704452,,
CACNA1E,,0.4879639933020715,0.5365102688722321,
CACNA1G,0.5662330129813636,0.563078588078588,0.562526412302197,
CACNA2D1,0.23491977635624042,,0.24202075296965808,
CACNA2D2,0.32390260342067567,0.262992821132356,,0.2161245004995005
CACNA2D3,,0.4538081844354907,0.4610485268270447,
CACNA2D4,0.1652040510994552,0.18190924357144195,,
CACNB1,,,1.0,
CACNB2,1.0,1.0,1.0,
CACNB4,,0.974755883846793,0.9956950512174392,
CACNG2,,,0.2763070263070263,
CACNG4,1.0,1.0,,
CACNG5,0.5802064354940051,,,
CACNG7,0.5025185025185025,,0.5029408793453737,
CACNG8,0.5427976485202479,,0.4992213905257384,0.36083699498333643
CACTIN,0.1416483688428611,0.13686767090700525,,
CACUL1,1.0,,,
CACYBP,1.0,,,
CAD,1.0,,1.0,
CADM1,0.021946053946053947,0.020050871114700903,0.023683459397745115,
CADM2,0.028575591075591076,,0.028501584375509877,
CADM3,,0.023462015163259978,0.023683459397745115,
CADPS,,1.0,,
CADPS2,,1.0,,
CALB1,0.8675631814142624,0.7911941538315165,,
CALB2,0.6409937421575738,,0.6495843831996051,
CALCOCO2,1.0,,1.0,
CALCR,0.08773742249221994,,,
CALHM2,,0.3144662823807209,0.3684093684093684,
CALHM5,1.0,,1.0,
CALN1,,,1.0,
CALU,,1.0,,
CALY,,1.0,1.0,
CAMK1D,,,1.0,
CAMK2A,0.9371904360231209,0.8577490402101434,0.9094332667942931,
CAMK2B,,0.3541105359287178,,
CAMK2D,,1.0,,
CAMK2N1,,,1.0,
CAMK2N2,0.6509422780609221,,0.6128629493250431,
CAMKK1,,,,1.0
CAMKV,1.0,1.0,,
CAMLG,,1.0,,
CAMSAP3,,,0.028501584375509877,
CANX,,0.19192295954698044,,
CAP1,,0.737061586047311,,
CAP2,0.1652040510994552,0.15072823430172133,0.16164453857676211,
CAPG,,0.28867913440610443,0.3339975043271746,
CAPN1,,0.10400970267191004,0.08685151520282491,
CAPN15,,0.02771738065855713,0.04197068754030779,
CAPN3,,,0.04717437034510205,
CAPN5,,0.023462015163259978,,
CAPRIN2,,,0.2241288754164291,
CAPZA1,,1.0,1.0,
CAPZA2,,0.06652171358053711,,
CARD10,,,0.8457519637722684,
CARD19,1.0,,,
CARD8,,0.501515875428919,0.5592421072181192,
CARMIL2,,0.032969945506388654,,
CARMIL3,0.021946053946053947,,0.023683459397745115,
CARTPT,0.11323010947776427,,0.0828921078921079,0.06774012014186687
CASC10,1.0,,1.0,
CASC3,,1.0,,
CASK,0.021946053946053947,0.02771738065855713,0.028501584375509877,
CASKIN1,,0.398000058194233,0.3989227860195602,
CASP1,,0.020050871114700903,0.033407398646693356,0.014524801041654975
CASP10,,0.7986247329313023,0.8315660089750708,
CASP7,,0.9359450399122082,,
CASQ2,,,,1.0
CAV2,,0.0475726196880043,0.0517065780223675,
CBFA2T2,,1.0,,
CBFA2T3,1.0,,,
CBLB,0.15843892081515845,0.16747709272391922,0.13708255568720684,
