,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ACTC1,,,,0.16673634735308746
ACTG1,,,0.5047843045593327,
ACTN1,,0.40734973528495794,0.46179907049472274,
ACTN4,,1.0,1.0,
ACTR3,1.0,1.0,1.0,
ACVR1,,,0.26185924801841753,
ACVR2A,,0.04831084408549197,,
ACVR2B,,0.29978253453863213,0.37777817257981416,
ADA,0.07883026064844247,,0.020269806529348514,0.013525604829952657
ADA2,,0.18800893179478267,,
ADAM10,,,0.10509279638567239,
ADAM11,,,0.037051320772251005,
ADAM17,0.06993006993006994,,0.020269806529348514,
ADAM19,0.06993006993006994,,0.037051320772251005,
ADAM22,,0.039256880458597196,0.05166040185495438,
ADAM33,0.07883026064844247,,,
ADAM9,,,0.020269806529348514,
ADAMTS10,0.058590058590058586,,,
ADAMTS12,0.07883026064844247,0.03220722939032798,,
ADAMTS14,,0.017455826616131962,,
ADAMTS4,,,0.05166040185495438,
ADAMTS7,0.08671328671328671,0.08326967150496563,0.04539050692896847,
ADAMTS9,0.048174048174048176,,,
ADAMTSL3,0.5008571675238342,,0.45603361315906993,
ADAMTSL4,,,0.09615454183699311,
ADARB2,1.0,,1.0,
ADCY1,0.1471379299433598,,0.06852502336373305,
ADCY2,0.14521363803660453,0.09405504521185755,,
ADCY7,,0.09195897935844317,0.10509279638567239,
ADCY8,0.16234866455130773,,0.08515682568160703,
ADCYAP1,0.3907680302530088,,0.34868162140889414,
ADCYAP1R1,0.048174048174048176,0.03220722939032798,0.0295038295038295,
ADD2,,,1.0,
ADD3,0.5445931702009498,,,0.3203475096332239
ADGRA1,,,,0.20259992108731606
ADGRA2,0.5641834506187818,,0.5079014944786757,
ADGRB1,0.9380043033889188,0.8654135919329289,,
ADGRB2,1.0,,1.0,
ADGRB3,,,0.473944495221091,
ADGRG1,0.17452886096953893,0.10727790727790727,,
ADGRG5,,0.6289063939222,0.595665550800147,
ADGRL1,,0.4573426573426574,,
ADGRL3,0.13205069042632495,,0.1361715207869054,
ADI1,0.29404106531766105,,,
ADIPOR1,0.22045750859310184,0.12703962703962704,,
ADM,,0.053356643356643356,0.05166040185495438,
ADRA2A,0.5031791942786707,,0.4414510489510489,0.2431638129312548
ADRB1,,,0.05166040185495438,
ADSS,1.0,,,
AEBP1,,,0.3692122484257315,
AFAP1L2,,0.2982669504408635,,
AFDN,,1.0,1.0,
AFF2,0.20953024670496792,0.11627355695152307,,
AFF3,0.283022533022533,,0.2245328201210554,
AFG3L2,1.0,,,
AGA,,,0.8009639453027526,
AGAP1,,1.0,1.0,
AGAP2,1.0,,1.0,
AGAP3,,1.0,,
AGFG1,1.0,,,
AGFG2,1.0,,1.0,
AGMAT,,,1.0,
AGRN,0.278548267375083,,0.24525385804249036,
AHI1,1.0,,1.0,
AHNAK2,,0.13451254627725215,,
AHRR,1.0,,1.0,
AIF1,,0.017455826616131962,0.020269806529348514,
AIF1L,,0.6390397923244638,,
AIFM1,1.0,,1.0,
AJAP1,1.0,,1.0,1.0
AK1,,,0.6038469970942661,
AK5,,1.0,,
AKAP1,0.21678321678321677,,,
AKAP11,,1.0,,
AKAP12,,,1.0,
AKAP13,,,1.0,
AKAP5,,,0.8623253822589371,
AKAP8L,,1.0,1.0,
AKAP9,,,1.0,
AKIRIN2,,0.2116558577538614,,
AKNA,,1.0,1.0,
AKR1B1,1.0,1.0,1.0,
AKR1C1,1.0,,,
AKR1C2,1.0,,,
AKR7A2,,,1.0,
AKT3,,1.0,,
AKTIP,1.0,,,
ALCAM,,0.2116558577538614,,
ALDH18A1,,1.0,,
ALDH1A2,0.8452556617694232,,,
ALDH1B1,1.0,,,
ALDH2,1.0,1.0,,
ALDH5A1,1.0,1.0,,
ALDH6A1,,1.0,,
ALDOA,,1.0,,
ALDOC,,1.0,1.0,
ALG13,1.0,,,
ALKBH5,,1.0,1.0,
ALOX5AP,,0.017455826616131962,0.020269806529348514,0.006733526214045695
ALOXE3,0.058590058590058586,,0.037051320772251005,
ALPK1,,1.0,,1.0
ALPL,,0.6435091388362416,,
ALS2CL,0.6157532072612599,0.4999624031882096,,
ALYREF,,1.0,,1.0
AMER2,,0.395119166547738,0.49105688831716227,
AMFR,,,0.8993909316489962,
AMIGO2,0.27175104098181024,,,
AMMECR1,0.6884331884331883,,0.5719203873050027,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,1.0,,,
AMPD2,,1.0,,
AMPH,,,1.0,
AMT,1.0,,,
ANAPC16,1.0,,1.0,
ANGPT1,0.16819387509042683,0.13451254627725215,,
ANGPTL2,,0.28493746001632436,0.2742405135847759,
ANK1,0.4721231581485665,,,
ANKDD1A,,0.5036694754009242,0.5446137284606998,
ANKMY2,,0.5478851856804613,,
ANKRD27,,,0.9085193652501344,
ANKRD29,1.0,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,0.6011209820222696,,
ANKRD37,0.4011165549627088,0.33194225129709,0.3692122484257315,0.2069658736325403
ANKRD44,,1.0,1.0,
ANKRD46,0.7161090837183384,0.6011209820222696,,
ANKRD50,1.0,,1.0,
ANKRD9,,1.0,,
ANKS1A,0.7524931209141735,,,
ANKS1B,1.0,1.0,1.0,
ANKZF1,,1.0,,
ANLN,,1.0,1.0,
ANO3,0.3978932459945118,0.29978253453863213,,
ANOS1,1.0,1.0,,
ANP32B,,1.0,1.0,
ANP32E,,1.0,,
ANTXR2,,,0.7006823931300729,
ANXA1,,0.3575002462326406,0.40745210576159857,
ANXA11,,1.0,1.0,
ANXA2,,,0.5176167444889912,
ANXA5,1.0,,0.9669031047261274,
AOAH,,0.04831084408549197,0.0295038295038295,0.02190766979499374
AP1AR,0.9363733801032836,0.8680262751953929,,
AP1G2,0.8764621561903556,,,
AP1S1,1.0,,,
AP1S2,,1.0,1.0,
AP2B1,,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5Z1,,0.6489640390569184,,
APAF1,0.048174048174048176,,0.0295038295038295,
APBA1,1.0,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,0.3371030882992605,0.2506515407021309,,0.15900099900099898
APC,1.0,,1.0,
APC2,1.0,,1.0,
APCDD1,0.5793905793905794,0.4806821368182243,0.5079014944786757,
APLN,,,1.0,
APLP1,,0.0695049631219844,,
APLP2,0.4542124542124542,0.3338267571844214,,
APMAP,,0.039256880458597196,,
APOBEC3C,,0.40933091134975386,0.4436528817716937,0.26804516238478504
APOBEC3F,,0.26858622617187056,0.27256849111153747,
APOE,,,0.020269806529348514,
APOL2,,0.20439895300230496,0.284652947052947,0.12838589981447124
APOL3,,0.026284060766819387,0.037051320772251005,0.013525604829952657
APOL6,,0.04380676794469898,0.037051320772251005,0.024522774522774522
APOLD1,0.8037459616406984,,,
APOO,1.0,,1.0,
APOOL,1.0,,1.0,
APP,,0.23574363780549346,,
APPL2,,,,0.10982613445667633
APRT,,1.0,,
AQP1,,0.1550314092686974,0.1488421892009336,0.09040190578652119
AQP3,,0.1585326438267615,0.12457172457172457,0.08371316183816184
ARAP1,1.0,,1.0,
ARAP2,1.0,,1.0,
ARF1,,1.0,,
ARF6,,1.0,1.0,
ARFGAP1,,,1.0,
ARFGEF2,1.0,,,
ARFGEF3,1.0,1.0,,1.0
ARG2,0.5750042640286543,0.4741773563859453,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP22,,,,0.6283686462790941
ARHGAP27,,1.0,1.0,
ARHGAP30,,1.0,1.0,1.0
ARHGAP32,,1.0,,
ARHGAP33,1.0,,1.0,
ARHGAP36,1.0,,1.0,1.0
ARHGAP39,,,1.0,
ARHGAP5,1.0,,1.0,
ARHGAP6,,1.0,,
ARHGAP9,,1.0,1.0,0.828395400633361
ARHGDIA,,1.0,,
ARHGDIB,,0.03220722939032798,0.0295038295038295,0.010474374110737747
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,1.0,
ARHGEF2,,1.0,,
ARHGEF25,1.0,,,
ARHGEF26,,1.0,,
ARHGEF28,1.0,1.0,,
ARHGEF3,,1.0,1.0,
ARHGEF6,1.0,1.0,1.0,
ARHGEF9,,1.0,,
ARID5B,,0.6047303873856337,,
ARL1,,1.0,,
ARL10,1.0,,,
ARL13B,,1.0,1.0,
ARL4A,1.0,,,
ARL4C,1.0,,1.0,
ARL6IP5,0.22928994082840234,,,
ARMCX2,1.0,,1.0,
ARMCX3,0.8167181655553748,,0.756668133976841,
ARMCX4,1.0,1.0,,
ARMCX5,0.4011165549627088,,,
ARPC4,,1.0,,
ARPC5,,1.0,1.0,
ARPC5L,,1.0,,
ARPP19,0.42042805679169315,,0.34634930287104193,
ARPP21,,1.0,,
ARRB1,1.0,,1.0,
ARRDC2,,0.3164647852147852,0.34634930287104193,
ARRDC3,,,0.27256849111153747,
ARSD,1.0,,1.0,
ART3,,0.8403241495346758,,0.5842949620039404
ARX,1.0,,,
ASAH1,0.28786931225955614,0.16130342686359284,,
ASAP1,1.0,,1.0,
ASAP2,0.7657385245692189,,,
ASB4,1.0,,1.0,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASIC1,1.0,,,
ASIC2,,1.0,1.0,
ASPH,,1.0,1.0,
ASPRV1,,,1.0,
ASS1,,1.0,,
ASTN1,1.0,1.0,1.0,1.0
ASTN2,,0.7380876549193381,,
ASXL2,,,1.0,
ASXL3,1.0,,1.0,
ATAD1,1.0,,,
ATCAY,,0.8479540905191463,,
ATF3,0.32116032116032117,0.22089895792936937,0.24139496866769597,0.09900652111707388
ATF5,,1.0,,
ATF7IP,,,1.0,
ATG12,1.0,,1.0,
ATG13,,,1.0,
ATG16L2,,1.0,1.0,
ATG4A,1.0,,1.0,
ATG4B,,,1.0,
ATG9A,,0.5963196286472149,,
ATG9B,0.1471379299433598,,0.11035198567666099,
ATL2,,1.0,,
ATL3,1.0,,,
ATMIN,1.0,,,
ATN1,,,1.0,
ATOX1,0.7797957438245209,,,
ATP10A,,1.0,1.0,
ATP10B,0.7706682676452931,,0.7183078418425578,
ATP11A,1.0,,1.0,
ATP11C,0.4011165549627088,,0.35781240036559187,
ATP12A,0.12110794233699261,,,
ATP13A2,,,0.5626669781158298,
ATP13A3,0.4095288694878017,0.29978253453863213,,
ATP1A2,,1.0,1.0,
ATP1A4,,,,1.0
ATP1B1,,1.0,,
ATP1B3,1.0,,,
ATP2A2,1.0,1.0,,
ATP2B2,0.3529029110424459,,0.3114293114293114,
ATP2B3,,0.22260040844111642,,
ATP2B4,,0.19489033693579147,,
ATP6AP1,,1.0,,
ATP6AP2,1.0,1.0,1.0,
ATP6V0A1,,0.9774499975548926,,
ATP6V0D1,1.0,,1.0,
ATP6V0D2,1.0,,1.0,
ATP6V0E2,,0.8344877870944222,,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1D,1.0,,,
ATP6V1F,1.0,,,
ATP6V1G2,,1.0,1.0,
ATP8A1,1.0,,1.0,
ATP8B2,0.7797957438245209,,,
ATP9A,,0.5479917618775402,0.5604802720790182,
ATP9B,1.0,,,
ATRN,,0.03220722939032798,,
ATRNL1,0.4114456971599829,,0.32595548164410443,
ATXN1,0.048174048174048176,,,0.006733526214045695
ATXN2,,,1.0,
ATXN2L,,,1.0,
AUTS2,,,1.0,
AVPI1,,0.11154698959577009,0.1361715207869054,
AVPR1B,0.12110794233699261,,,
AXIN2,1.0,,1.0,
AZGP1,0.1388266905508285,0.08326967150496563,,
B2M,,0.017455826616131962,0.020269806529348514,0.006733526214045695
B3GALNT1,,0.5810296573655352,,
B3GALT6,,0.7674432884188983,,
B3GAT1,,,0.14353214353214352,
B3GAT2,,0.3805902835029049,,
B3GLCT,,,,0.6139075648278103
B3GNT2,,0.8843067760265213,0.9064429546357257,
B3GNT4,1.0,,,
B3GNT9,1.0,,1.0,
B4GALT1,,0.12703962703962704,0.09615454183699311,
B4GALT4,,0.395119166547738,,
B4GALT6,1.0,1.0,,
B4GAT1,,1.0,,
BAALC,,0.9241532544862879,,0.6653081431842495
BACE2,,,0.2664376439886644,
BAD,0.7524931209141735,,,
BAG1,1.0,,1.0,
BAHCC1,1.0,,1.0,
BAHD1,1.0,,,
BAIAP3,1.0,1.0,,
BAK1,,0.7441966317705963,0.7438731481284673,
BAMBI,0.29404106531766105,,,
BAP1,1.0,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,,
BATF3,,0.7532702591526121,,0.5591148663248977
BAZ1A,,1.0,1.0,
BBS4,,,1.0,
BCAM,,,0.09615454183699311,
BCAN,,0.0695049631219844,,
BCAS2,1.0,,,
BCAT1,1.0,,1.0,
BCAT2,,,1.0,
BCHE,1.0,1.0,,
BCL11A,0.5772140114046317,,0.5304954225040618,
BCL11B,1.0,1.0,,
BCL2L1,0.5085496695085736,,0.46596192269269193,
BCL2L11,0.16234866455130773,,,
BCL2L13,,,,0.08596584762387871
BCL6,0.12751953928424517,0.05882220673217457,0.07375957375957376,0.024522774522774522
BCL9L,0.8847297009641993,,,
BCLAF3,1.0,,1.0,
BCORL1,1.0,1.0,1.0,
BDKRB2,,0.017455826616131962,,
BDNF,0.23473341944679527,,,
BECN1,,0.17555476020042948,,
BEND5,,,1.0,
BET1L,,1.0,,
BEX1,1.0,,1.0,
BEX2,0.6667952736918255,,0.5997644146897879,
BEX3,0.5210084033613446,,0.5027693395040335,
BEX4,1.0,,1.0,
BGN,,,0.26185924801841753,
BHLHB9,1.0,,1.0,
BHLHE22,1.0,,1.0,
BHLHE41,,0.672289053774303,,
BICRA,0.789929410212429,,,
BIRC7,0.058590058590058586,0.03220722939032798,,
BLCAP,0.539314344192393,0.4544109736417429,0.4710075638647067,
BLM,,1.0,1.0,
BLVRA,,,1.0,
BMP1,,0.08326967150496563,,
BMP2,0.09983437615016563,,0.037051320772251005,0.01607694630950445
BMP3,0.5445931702009498,,0.49105688831716227,
BMP7,0.7142407142407142,0.606529299577428,0.6254001150958953,0.41024631933722844
BMPR1B,,0.5921175249452606,,
BNC2,,0.41384375202076656,0.40877880205176453,
BNIP3,,0.23422931235431238,0.2321612813416092,
BNIP3L,,0.2116558577538614,0.23793410890185082,
BOC,0.058590058590058586,0.04831084408549197,0.056496694794567134,
BPTF,,1.0,,
BRAT1,0.4526699354285561,,,
BRD7,,1.0,,
BRF2,1.0,,,
BRI3,,0.9685376135288262,,
BRI3BP,0.8847297009641993,,0.8274062939600619,
BRINP1,,1.0,,
BRINP3,1.0,,,
BRMS1,,0.6550236211427176,,
BRMS1L,1.0,,,
BRS3,0.1471379299433598,,0.10074478367161295,
BRSK1,,,1.0,
BRWD1,,1.0,1.0,
BSPRY,,0.19772332930227665,0.2520010744966808,
BST2,,0.026284060766819387,0.020269806529348514,0.010474374110737747
BTAF1,,1.0,1.0,
BTBD11,,0.6345330062607548,0.6261624872192387,
BTBD3,0.34095012968252403,0.2705511668234521,0.32845544917079933,
BTBD6,1.0,,,
BTG1,1.0,1.0,,
BTG2,1.0,1.0,1.0,1.0
BTN2A2,,0.017455826616131962,,0.006733526214045695
BTN3A1,,0.04380676794469898,,0.018650414333867573
BTN3A2,,0.026284060766819387,0.04539050692896847,0.006733526214045695
BTNL9,0.07883026064844247,,0.037051320772251005,
BUB3,1.0,,1.0,
BUD23,,,0.40558136380590687,
BZW2,,,1.0,
C10orf90,0.6252153643457992,,0.5182580577317419,
C11orf87,0.9123952970106816,,0.8479251840596379,
C12orf49,,,1.0,
C12orf76,1.0,,,
C16orf89,,1.0,,
C18orf21,,1.0,1.0,
C19orf53,1.0,,,
C19orf54,,,0.3953279921659368,
C19orf57,,,1.0,
C1QL1,0.09634809634809635,0.03220722939032798,,
C1QTNF1,,0.5204244031830239,0.5709537376204044,
C1QTNF3,0.058590058590058586,,0.0295038295038295,
C1R,0.048174048174048176,0.017455826616131962,,0.006733526214045695
C1S,,0.017455826616131962,,0.006733526214045695
C1orf115,,,0.31896031896031896,
C1orf61,0.8447070171208103,,0.8380581443872583,
C2,,0.017455826616131962,,
C20orf27,1.0,,1.0,
C2CD2,,,1.0,
C2CD2L,,0.07840159840159841,,
C2CD4C,1.0,,1.0,
C2orf68,,1.0,,
C3,,0.017455826616131962,,0.006733526214045695
C3AR1,,0.017455826616131962,0.020269806529348514,
C3orf18,,,0.5719203873050027,
C3orf58,1.0,1.0,,1.0
C3orf70,1.0,,1.0,
C4orf19,1.0,1.0,,
C6orf106,1.0,,1.0,
C6orf120,,0.470377206436686,,
C6orf223,,1.0,,
C6orf226,,,1.0,
C7orf43,1.0,,,
C8orf34,,1.0,,
C8orf82,1.0,,1.0,
C9orf40,1.0,,,
C9orf64,1.0,,,
C9orf72,0.8656531182128452,0.7726285399118894,,
CA10,1.0,,1.0,
CA12,1.0,,1.0,
CA2,0.1388266905508285,0.0643138111888112,,
CA8,1.0,,1.0,
CA9,1.0,,1.0,
CAB39,,,0.9478889904421819,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,1.0,,1.0,
CACNA1A,1.0,1.0,1.0,
CACNA1D,,1.0,,
CACNA1E,,1.0,1.0,
CACNA1G,1.0,1.0,1.0,
CACNA2D1,1.0,,1.0,
CACNA2D2,1.0,1.0,,0.9423083728260839
CACNA2D3,,0.29903173749327594,0.3532861987797611,
CACNA2D4,0.6252153643457992,,,
CACNB1,,,1.0,
CACNB2,1.0,1.0,,
CACNB4,,1.0,1.0,
CACNG4,1.0,1.0,,
CACNG7,,,0.5241192831160116,
CACNG8,0.601645050984258,,0.5270369543688416,0.36881675026004923
CACTIN,0.1388266905508285,,,
CACUL1,1.0,,,
CAD,1.0,,1.0,
CADM1,0.048174048174048176,0.017455826616131962,0.020269806529348514,
CADM2,0.37948921975180183,,0.287979962621111,
CADM3,,0.0643138111888112,0.05166040185495438,
CADPS,,1.0,,
CADPS2,,1.0,,
CALB1,1.0,1.0,,
CALB2,1.0,,,
CALHM2,,0.2705511668234521,0.30559176437870056,
CALHM5,1.0,,1.0,
CALU,,1.0,,
CALY,,1.0,1.0,
CAMK1D,,,1.0,
CAMK2A,1.0,1.0,1.0,
CAMK2B,,1.0,,
CAMK2N1,,,1.0,
CAMK2N2,0.6679427862371466,,0.6261624872192387,
CAMKK1,,,,1.0
CAMKV,1.0,1.0,,
CAMSAP3,,,1.0,
CANX,,0.2661584317322022,,
CAP1,,0.9006386567362178,,
CAP2,0.6792934585850117,,0.5841222349799545,
CAPG,,0.1702382124917336,0.21790042019049652,
CAPN1,,0.9575106871926661,0.9534150888481597,
CAPN15,,1.0,,
CAPN5,,1.0,,
CAPZA1,,1.0,,
CAPZA2,,1.0,,
CARD10,,,0.06258388076569894,
CARD19,0.17769116129771867,,,
CARD8,,0.039256880458597196,0.020269806529348514,
CARMIL2,,0.5939515030424122,,
CARMIL3,0.22179140991022175,,0.1846251907601601,
CARTPT,0.5772140114046317,,0.4414510489510489,0.3003749018509166
CASC10,0.757403090736424,,0.6839894236398376,
CASC3,,1.0,,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CASP10,,0.04380676794469898,0.06852502336373305,
CASP7,,0.16333666333666336,,
CAV2,,,0.48222790015572314,
CBFA2T2,,0.6159333773331652,,
CBLB,0.22928994082840234,,0.1361715207869054,
CBLN1,,0.07840159840159841,0.06258388076569894,
CBLN2,0.08671328671328671,,0.05166040185495438,
CBLN4,0.11343307854935764,,0.056496694794567134,
CBS,1.0,,,
CBX7,,1.0,,
CCDC124,0.9363733801032836,,,
CCDC136,,1.0,1.0,
CCDC137,,,,1.0
CCDC152,1.0,,1.0,
CCDC181,,,1.0,
CCDC184,,0.34627372627372627,,0.21983616383616383
CCDC186,,1.0,,
CCDC40,0.522019786233833,,,
CCDC6,,,1.0,
CCDC80,,0.672289053774303,,
CCDC82,,1.0,,
CCDC85C,1.0,,,1.0
CCDC86,1.0,,1.0,
CCDC88A,,1.0,,
CCDC88B,,1.0,1.0,
CCDC9,,,0.19571265387998454,
CCDC90B,0.688708074767056,,,
CCK,0.26863626287257414,,0.2664376439886644,
CCL2,0.048174048174048176,0.017455826616131962,0.020269806529348514,0.006733526214045695
CCL28,,0.017455826616131962,0.020269806529348514,
CCL4,,0.017455826616131962,0.020269806529348514,
CCL5,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CCM2,,1.0,1.0,
CCNA2,1.0,,1.0,
CCNB1,1.0,1.0,1.0,
CCND1,,1.0,1.0,
CCND2,,1.0,,
CCND3,,1.0,1.0,
CCNE2,,,1.0,
CCNF,,1.0,,
CCNG2,1.0,,1.0,
CCNH,,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR1,,,0.020269806529348514,
CCR2,,0.026284060766819387,0.020269806529348514,
CCR5,,0.017455826616131962,0.020269806529348514,
CCSAP,,,1.0,
CCSER2,,,1.0,
CCT4,1.0,,,
CCT7,1.0,,,
CCZ1,,1.0,1.0,
CD109,,0.23574363780549346,0.27256849111153747,
CD2,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD200,0.19858004590829018,0.11627355695152307,,
CD200R1,,0.04380676794469898,0.04539050692896847,
CD27,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD274,,0.026284060766819387,0.0295038295038295,0.010474374110737747
CD276,,,0.020269806529348514,
CD300A,,0.04380676794469898,0.05166040185495438,
CD34,,0.38479864962623583,,
CD37,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD3E,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD4,,0.017455826616131962,0.020269806529348514,
CD40,,,0.020269806529348514,
CD44,0.07883026064844247,0.03220722939032798,,0.018650414333867573
CD47,0.048174048174048176,0.03220722939032798,0.0295038295038295,0.01607694630950445
CD48,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD53,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD6,,0.32955573837926777,0.37777817257981416,0.24101289335664336
CD74,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD82,0.07883026064844247,,0.04539050692896847,
CD83,0.048174048174048176,,,
CD84,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD86,,0.017455826616131962,0.020269806529348514,
CD8A,,0.017455826616131962,0.020269806529348514,0.006733526214045695
CD9,0.11343307854935764,0.04380676794469898,0.07375957375957376,
CD93,0.058590058590058586,0.026284060766819387,,
CD99,,,0.5047843045593327,
CD99L2,1.0,,1.0,
CDC25B,,1.0,,
CDC42EP4,1.0,,,
CDC42SE1,,1.0,1.0,
CDC42SE2,0.7980062141844088,0.7095907095907096,,
CDC7,1.0,,1.0,
CDCA4,,1.0,1.0,
CDCA7,,1.0,1.0,
CDH12,0.9730353154152737,,0.8785584785584785,
CDH13,,0.03220722939032798,,0.01607694630950445
CDH15,1.0,,,
CDH18,0.9366889794697281,0.8532828282828283,,
CDH19,,1.0,,
CDH2,,,0.277683101212513,
CDH4,0.2408702408702409,0.2116558577538614,0.21057858968884116,
CDH6,1.0,,0.9998268602563082,0.7625619994041046
CDH8,0.5532669577613398,,0.4436528817716937,0.2503014227152158
CDH9,0.3645457681332121,,0.33873164958208946,
CDHR2,1.0,,0.9708603896103896,
CDHR3,0.2843058580763499,,,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK18,1.0,,,
CDK2,,1.0,,1.0
CDK20,,1.0,,
CDK2AP1,,,1.0,
CDK5R1,,1.0,1.0,
CDK5RAP2,1.0,,,
CDK5RAP3,1.0,,,
CDK6,1.0,1.0,,
CDK8,1.0,,,
CDKL2,1.0,1.0,,
CDKN1A,1.0,,,1.0
CDKN1B,,,1.0,
CDKN1C,,0.8408926907988822,,0.6283686462790941
CDKN2C,,0.36510548275254157,0.34868162140889414,
CDKN3,,,1.0,
CDO1,,0.6550236211427176,,
CDON,,0.039256880458597196,0.04539050692896847,
CDS1,,0.5921175249452606,,
CDV3,1.0,,1.0,
CEACAM21,0.09983437615016563,,,
CEBPA,,0.29903173749327594,0.2792838229731433,
CEBPB,,0.04380676794469898,0.056496694794567134,
CEBPD,,0.12375154257507198,,
CECR2,,,1.0,
CELF1,,,1.0,
CELF4,,1.0,1.0,
CELSR2,0.41502285901471236,,,
CEMIP,,1.0,,
CENPA,,,1.0,
CENPO,0.058590058590058586,,0.04539050692896847,
CENPT,,0.9475555500400221,,
CENPU,,,1.0,
CENPV,1.0,,1.0,
CEP126,,1.0,,
CEP162,,1.0,,
CEP170,,,1.0,
CEP170B,,0.6940577010928769,,
CEP19,0.8695963127781309,,0.8075532714707974,
CEP290,,1.0,,
CEP41,1.0,,,
CEP63,,1.0,,
CEP70,,1.0,,
CEP95,,,1.0,
CEPT1,,,1.0,
CER1,0.12110794233699261,,0.0295038295038295,
CERK,0.2950975725844836,,0.2664376439886644,
CERS2,,,0.525296442687747,
CES4A,0.7253793460690012,,0.6582051313436799,
CETN2,,1.0,,
CFAP47,,1.0,,
CFAP52,1.0,1.0,1.0,1.0
CFB,,,0.0295038295038295,0.010474374110737747
CFL2,1.0,,1.0,
CFLAR,0.09634809634809635,0.04831084408549197,0.0295038295038295,
CGAS,,1.0,1.0,1.0
CGNL1,1.0,,1.0,1.0
CGREF1,,1.0,1.0,
CHAF1A,,,1.0,
CHCHD1,,1.0,,
CHCHD6,,1.0,,
CHD1,,,1.0,
CHD1L,,,1.0,
CHD3,1.0,,1.0,
CHD5,1.0,,1.0,
CHD6,,,1.0,
CHD7,,,1.0,
