,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
C10orf90,0.7961269499731037,,,
C11orf87,1.0,,1.0,
C19orf57,,,1.0,
C1QL1,1.0,,,
C1QTNF3,1.0,,1.0,
C1R,,1.0,,1.0
C1orf61,1.0,,1.0,
C2CD2,,,1.0,
C3,,1.0,,1.0
C3AR1,,1.0,1.0,
C3orf18,,,1.0,
C3orf58,,1.0,,1.0
C3orf70,,,1.0,
C8orf34,,1.0,,
CA10,1.0,,,
CA12,1.0,,1.0,
CA2,,1.0,,
CA9,1.0,,,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,1.0,,1.0,
CACNA1A,1.0,,1.0,
CACNA1E,,1.0,,
CACNA1G,,1.0,1.0,
CACNA2D1,1.0,,1.0,
CACNA2D2,,1.0,,
CACNA2D3,,1.0,,
CACNA2D4,1.0,,,
CACNB4,,,1.0,
CACNG7,,,1.0,
CAD,1.0,,1.0,
CADM1,1.0,,,
CADM2,1.0,,,
CADM3,,1.0,1.0,
CALB1,,1.0,,
CALHM2,,1.0,,
CAMK1D,,,1.0,
CAMK2A,1.0,,,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,1.0,,
CAP2,1.0,,,
CAPG,,1.0,1.0,
CARD8,,1.0,1.0,
CARTPT,1.0,,,1.0
CASC10,1.0,,1.0,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,1.0,1.0,1.0
CASP7,,1.0,,
CAV2,,,1.0,
CBLB,1.0,,,
CBLN2,1.0,,1.0,
CBLN4,1.0,,1.0,
CCDC152,1.0,,,
CCDC80,,1.0,,
CCDC88B,,1.0,,
CCK,1.0,,1.0,
CCL2,,1.0,1.0,1.0
CCL28,,1.0,1.0,
CCL4,,1.0,,
CCL5,,1.0,1.0,1.0
CCM2,,,1.0,
CCNB1,,,1.0,
CCND1,,1.0,1.0,
CCND3,,1.0,,
CCNG2,1.0,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR2,,1.0,,
CCR5,,1.0,1.0,
CCT7,1.0,,,
CCZ1,,1.0,1.0,
CD2,,1.0,1.0,1.0
CD27,,1.0,1.0,1.0
CD274,,1.0,,1.0
CD276,,,1.0,
CD300A,,1.0,1.0,
CD37,,1.0,1.0,1.0
CD3E,,1.0,1.0,1.0
CD4,,1.0,1.0,
CD44,,1.0,,
CD48,,1.0,1.0,1.0
CD53,,1.0,1.0,1.0
CD6,,1.0,0.8370538552356734,1.0
CD74,,1.0,1.0,1.0
CD82,1.0,,1.0,
CD83,1.0,,,
CD84,,1.0,1.0,1.0
CD8A,,1.0,1.0,1.0
CD9,,,1.0,
CD93,1.0,1.0,,
CD99L2,1.0,,1.0,
CDC25B,,1.0,,
CDH12,,,1.0,
CDH18,1.0,1.0,,
CDH19,,1.0,,
CDH4,,1.0,1.0,
CDH8,1.0,,1.0,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,1.0,,
CDK5RAP2,1.0,,,
CDK6,,1.0,,
CDKN1A,1.0,,,
CDKN2C,,,1.0,
CDON,,1.0,1.0,
CDS1,,1.0,,
CDV3,,,1.0,
CEBPD,,1.0,,
CELF4,,1.0,,
CENPV,1.0,,1.0,
CEP290,,1.0,,
CERK,,,1.0,
CERS2,,,1.0,
CES4A,,,1.0,
CFL2,1.0,,,
CFLAR,0.8241758241758241,1.0,0.8370538552356734,
CGNL1,1.0,,1.0,
CGREF1,,1.0,1.0,
CHD3,,,1.0,
CHD5,1.0,,,
CHGB,,1.0,0.8370538552356734,
CHI3L2,,1.0,,
CHM,1.0,,1.0,
CHPF,,1.0,,
CHRD,1.0,,1.0,
CHRDL1,,,1.0,
CHRNB3,1.0,,,
CHST1,,,1.0,
CHST2,1.0,,1.0,
CHST3,1.0,,,
CIB2,0.8074943924000528,,0.8370538552356734,
CIDEB,,1.0,0.9357309357309357,
CISH,,1.0,,
CLCN5,1.0,,1.0,
CLDN19,1.0,,,
CLDN5,1.0,,1.0,
CLEC2B,,1.0,1.0,1.0
CLIC1,,1.0,1.0,
CLK3,,,1.0,
CLOCK,,,0.8020550877693735,
CLSTN1,,,1.0,
CLU,,1.0,,
CLYBL,1.0,,,
CMBL,1.0,,,
CMPK2,,,1.0,
CMTM7,,,0.7926191455603221,
CNKSR2,1.0,,1.0,
CNN2,1.0,1.0,,
CNN3,,1.0,,
CNTFR,,,1.0,
CNTN1,,,1.0,
CNTN2,1.0,1.0,1.0,
CNTN3,,1.0,,1.0
CNTN4,1.0,,1.0,
CNTN6,1.0,,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,,
COL11A1,1.0,1.0,1.0,
COL12A1,,1.0,1.0,
COL16A1,,,1.0,
COL1A1,,1.0,1.0,
COL21A1,,,1.0,
COL23A1,,1.0,,
COL4A6,1.0,,,
COL5A1,,1.0,,
COL5A3,,1.0,,
COL6A2,,,1.0,
COL9A3,,,1.0,
COMMD4,,1.0,,
COPG2,1.0,,,
CORO1A,,1.0,1.0,
COTL1,1.0,,1.0,
CPE,,,,1.0
CPLX1,,,1.0,
CPS1,1.0,,,
CPXM2,,1.0,,
CRB1,1.0,,,
CRH,,1.0,1.0,
CRIM1,,1.0,,
CRISPLD1,0.7961269499731037,1.0,,
CRLF1,,1.0,,
CRTAM,,,1.0,
CRY2,,1.0,,
CRYBG1,,1.0,1.0,1.0
CRYZ,1.0,,1.0,
CSAD,,,0.8370538552356734,
CSF1,,1.0,,1.0
CSGALNACT1,1.0,,,
CSK,,1.0,,
CSMD1,1.0,,1.0,1.0
CSMD2,1.0,1.0,1.0,
CSMD3,1.0,1.0,1.0,
CSPG5,,1.0,,
CTDSP1,,1.0,,
CTDSP2,,1.0,,
CTDSPL2,0.802675585284281,,,
CTGF,1.0,,,1.0
CTNNA2,1.0,,1.0,
CTSA,,0.9180819180819181,,
CTSB,0.7792207792207793,,,
CTSC,,0.3672327672327672,,0.2117882117882118
CTSS,,1.0,1.0,1.0
CTSZ,,,1.0,
CTTNBP2,,,1.0,
CUL7,,,1.0,
CUX2,1.0,,1.0,
CXCL10,,1.0,1.0,1.0
CXCL12,,1.0,,
CXCL14,1.0,,1.0,
CXCL8,,1.0,1.0,
CXCL9,,1.0,1.0,1.0
CXCR4,,1.0,,
CXXC4,,1.0,,
CXorf56,1.0,,1.0,
CYBA,,1.0,,
CYP26B1,1.0,,1.0,
CYSTM1,1.0,,,
CYTH4,,1.0,1.0,1.0
DAB1,,,1.0,
DACH1,,,1.0,
DACH2,,,1.0,
DACT2,,1.0,,
DAPP1,,1.0,1.0,
DCAF4,1.0,,,
DCBLD2,,1.0,1.0,
DCN,,0.22952047952047952,,
DDAH2,1.0,,,
DDB2,,1.0,,
DDIT4L,1.0,1.0,,
DDX23,,1.0,,
DDX3X,1.0,,1.0,
DDX3Y,,1.0,1.0,1.0
DDX58,,0.22952047952047952,,
DENND1A,1.0,,,
DENND1C,,1.0,1.0,
DES,,1.0,,
DGKA,,1.0,,
DGKG,1.0,1.0,,
DHCR7,,1.0,,
DHFR,,1.0,1.0,
DHRS1,1.0,,1.0,
DIAPH1,,1.0,,
DIAPH2,1.0,,1.0,
DIO3,1.0,,,
DIXDC1,0.7961269499731037,,,
DKK1,1.0,,,
DKK3,,1.0,,
DLG1,,,1.0,
DLGAP3,,,0.7926191455603221,
DLK1,,1.0,,
DLX1,1.0,,1.0,
DLX2,,1.0,1.0,
DMD,1.0,,1.0,
DMTN,1.0,,,
DNAJB9,,1.0,,
DNAJC12,1.0,,1.0,
DNAJC6,,1.0,,
DNER,,1.0,,
DNHD1,,,1.0,
DNM1,,1.0,1.0,
DNMT3A,1.0,,,
DOCK10,,1.0,1.0,
DOCK11,,,1.0,
DOCK8,,1.0,1.0,1.0
DOCK9,1.0,,,
DOK5,,,1.0,
DPP10,,1.0,1.0,
DPP3,,,1.0,
DPP6,1.0,,1.0,1.0
DPY19L1,,1.0,,1.0
DPY19L2,1.0,,1.0,
DPYD,,1.0,,
DPYSL2,,1.0,,
DRAM1,,1.0,1.0,
DRP2,1.0,,1.0,
DSCAM,1.0,,1.0,
DSCAML1,,,1.0,
DSEL,1.0,,,
DSP,,1.0,,
DSTN,1.0,1.0,,
DTX3L,,1.0,1.0,1.0
DUSP16,,1.0,1.0,
DUSP22,,,1.0,
DYNLT3,,,1.0,
DZIP1,,1.0,,
E2F3,1.0,,,
EBF1,1.0,,1.0,
EBPL,0.986013986013986,,,
ECHDC2,,,1.0,
ECM2,1.0,,,
EDIL3,1.0,,1.0,
EDNRB,,1.0,,
EEF1A2,,1.0,,
EEF2,,1.0,,
EFHD1,,1.0,,
EFNA1,,1.0,,1.0
EFNB3,,1.0,,
EFS,1.0,,,
EGR3,,,1.0,
EHD1,,1.0,,
EIF1AX,1.0,,1.0,
EIF1AY,,1.0,1.0,1.0
EIF2AK2,,1.0,,
EIF2AK4,0.7961269499731037,,0.8020550877693735,
EIF2B1,,,1.0,
EIF2S3,1.0,,,
EIF4B,,1.0,,
ELAVL3,,,1.0,
ELAVL4,1.0,,1.0,
ELF1,,1.0,1.0,
ELFN2,,1.0,1.0,
ELK3,,1.0,,
ELL2,1.0,,,
EMB,1.0,1.0,1.0,
EMILIN3,0.7961269499731037,,,
EML3,,1.0,1.0,
EML6,,1.0,,
EMX2,1.0,,,
EN2,1.0,,1.0,
ENC1,,1.0,1.0,
ENO2,,1.0,1.0,
ENOX1,,,1.0,
ENOX2,1.0,,1.0,
ENPP2,,1.0,,
ENPP4,,1.0,,
ENPP5,,1.0,,
EOMES,1.0,,,
EPAS1,1.0,,,
EPB41L3,1.0,,,
EPHA5,1.0,,1.0,
EPHB6,1.0,,1.0,
EPSTI1,,1.0,0.8349599118829888,1.0
ERBB2,1.0,,1.0,
ERBB3,,1.0,,
ERBB4,1.0,,,
ERMN,,,1.0,
ERO1A,,1.0,,
ESPL1,,1.0,1.0,
ESYT1,,1.0,,
ESYT2,,,1.0,
ETFB,,,1.0,
ETNK2,,1.0,,
ETS1,,1.0,1.0,
ETV1,1.0,,,
ETV5,1.0,,1.0,
ETV6,,1.0,,
ETV7,,1.0,1.0,1.0
EVI2A,,1.0,1.0,1.0
EVI2B,,1.0,1.0,1.0
EXTL3,,1.0,,
F3,,1.0,,1.0
F5,1.0,1.0,,
FABP5,,1.0,,1.0
FABP6,,,1.0,
FABP7,,1.0,,
FAM102A,,1.0,1.0,
FAM107A,,1.0,,
FAM110B,,,1.0,
FAM111A,,1.0,,
FAM117B,,1.0,,
FAM122B,1.0,,1.0,
FAM124A,,,1.0,
FAM129A,,1.0,1.0,
FAM135B,1.0,,1.0,
FAM13A,,1.0,,
FAM153A,0.7792207792207793,,0.7926191455603221,
FAM162A,,1.0,1.0,
FAM199X,1.0,,1.0,
FAM19A2,1.0,,1.0,
FAM210B,1.0,,,
FAM221A,0.8074943924000528,,,
FAM43A,1.0,1.0,,
FAM49A,1.0,1.0,,
FAM50B,1.0,,1.0,
FAM78A,,1.0,1.0,
FAM84A,0.9771050866941278,,1.0,
FAM8A1,,1.0,,
FANCI,,1.0,1.0,
FAR2,,,1.0,
FASLG,,1.0,1.0,
FASN,,1.0,,
FAT4,1.0,,1.0,
FBLN5,1.0,1.0,,
FBN1,,,1.0,
FBXO32,,,1.0,
FGD3,,,1.0,
FGF1,1.0,,,
FGF11,1.0,,,
FGF12,,1.0,1.0,
FGF13,1.0,1.0,1.0,
FGF14,1.0,,1.0,
FGFBP3,1.0,1.0,,
FGFR1,1.0,,,
FGFR2,1.0,,,
FGFR3,1.0,1.0,,1.0
FHDC1,,,,1.0
FHIT,0.8241758241758241,,,
FHL1,1.0,1.0,1.0,
FIGN,,,1.0,
FILIP1L,,,1.0,
FKBP4,1.0,,1.0,
FKBP5,,1.0,1.0,
FLNC,,1.0,,
FLOT2,,1.0,,
FLRT3,,,1.0,
FMN2,,1.0,,
FMNL1,,1.0,1.0,1.0
FNBP1L,,0.45904095904095904,,
FNDC5,1.0,,,
FNIP2,0.986013986013986,,1.0,
FOLH1,1.0,,,
FOLR1,1.0,,1.0,
FOS,,1.0,,1.0
FOXG1,1.0,,,
FOXP1,1.0,,,
FOXP2,1.0,,1.0,
FRA10AC1,1.0,,1.0,
FRAS1,0.9771050866941278,,1.0,
FRMD4B,1.0,1.0,,
FRRS1L,,,1.0,
FRY,,1.0,,
FRZB,1.0,,,
FSTL1,,1.0,,
FSTL4,1.0,,1.0,
FSTL5,1.0,,1.0,
FUNDC1,0.7961269499731037,,0.8020550877693735,
FURIN,,1.0,1.0,
FXYD5,,1.0,1.0,1.0
FYB1,,1.0,1.0,1.0
FZD1,1.0,,,
FZD5,1.0,1.0,1.0,1.0
FZD7,,,,1.0
FZD8,1.0,,,
GABBR1,,1.0,,
GABBR2,,1.0,,
GABRA1,1.0,,1.0,
GABRA2,1.0,1.0,1.0,
GABRA4,1.0,,,
GABRA5,1.0,,,
GABRB1,,,1.0,
GABRB2,1.0,,1.0,
GABRG2,,,0.8020550877693735,
GADD45B,,,,1.0
GALNT10,,1.0,,1.0
GALNT13,,,1.0,
GALNT15,,1.0,,1.0
GALNT17,1.0,,,
GALNT2,1.0,,1.0,
GALNT6,,1.0,,
GAPDH,,0.22952047952047952,,
GAS1,1.0,1.0,1.0,
GAS7,1.0,1.0,1.0,
GAS8,1.0,,1.0,
GATM,1.0,,1.0,
GBE1,,1.0,,
GBP1,,1.0,1.0,1.0
GBP2,,1.0,1.0,1.0
GCNT1,1.0,,1.0,
GDE1,,1.0,,
GFAP,,1.0,,
GFPT1,,1.0,,
GGA2,1.0,,,
GIMAP1,,1.0,1.0,
GIMAP4,,1.0,1.0,1.0
GIMAP7,,1.0,1.0,1.0
GIMAP8,,1.0,1.0,
GJA1,,,1.0,
GK,1.0,,1.0,
GLB1L2,1.0,1.0,,
GLCCI1,,,1.0,
GLG1,,1.0,,
GLI2,1.0,,,
GLI3,1.0,1.0,,
GLIPR1,,1.0,1.0,
GLIPR2,0.802675585284281,,0.8370538552356734,
GLIS2,1.0,,1.0,
GLIS3,0.9457209457209458,1.0,,
GLRX,,1.0,,
GLRX3,,,1.0,
GLS,1.0,,,
GLUL,1.0,,,
GNA15,,1.0,1.0,1.0
GNAI1,,1.0,,
GNAO1,,1.0,,
GNAS,0.89605309944293,,,
GNAZ,,1.0,,
GNB3,1.0,,1.0,
GNB4,,1.0,,
GNG12,,,1.0,
GNG4,,1.0,,
GOLM1,,,1.0,
GPC3,,,1.0,
GPD1,,1.0,,
GPD1L,1.0,,,
GPD2,1.0,,,
GPI,,1.0,1.0,
GPM6A,,1.0,1.0,
GPM6B,1.0,,,
GPNMB,1.0,,1.0,1.0
GPR12,,1.0,1.0,
GPR15,,1.0,1.0,
GPR158,1.0,,,
GPR17,,1.0,,
GPR26,,1.0,,
GPR68,,1.0,1.0,
GPR83,1.0,,,
GPR89B,1.0,,,
GPRASP1,,,1.0,
GPRC5B,,1.0,,1.0
GPRC5C,,1.0,,
GPSM3,,1.0,1.0,
GPT2,,1.0,1.0,
GPX3,,1.0,,
GREB1,0.7972027972027972,,,
GREM2,1.0,,,
GRIA1,1.0,1.0,,
GRIA2,,1.0,,
GRIA3,,1.0,1.0,
GRID1,,,1.0,
GRID2,,,1.0,
GRIK1,1.0,,1.0,
GRIK3,1.0,1.0,,
GRIN1,1.0,,1.0,
GRIN2A,,1.0,,
GRIN2B,,1.0,,
GRIN2D,,1.0,1.0,
GRIN3A,0.7961269499731037,,0.8193968193968194,
GRK2,,1.0,,
GRM1,,,1.0,
GRM2,1.0,,1.0,
GRM3,1.0,,1.0,
GRM4,,,1.0,
GRM5,,1.0,,
GRM8,1.0,,1.0,
GSAP,1.0,,,
GSPT2,0.8074943924000528,,,
GSTK1,,1.0,,
GSTM1,,1.0,,
GSTO1,,,1.0,
GTSE1,,,1.0,
GUCY1A2,,,1.0,
GUCY1B1,1.0,,,
GULP1,1.0,,1.0,
GYG2,1.0,,1.0,
GYPC,,1.0,1.0,
HABP2,,,1.0,
HACE1,1.0,,,
HAP1,1.0,,1.0,1.0
HAPLN3,,1.0,,
HAVCR2,,1.0,1.0,
HCLS1,,1.0,1.0,1.0
HCN1,1.0,,1.0,
HCN2,1.0,,,
HCRT,1.0,,1.0,
HCST,,1.0,1.0,1.0
HDAC1,,,1.0,
HDAC8,1.0,,,
HECW1,,,1.0,
HEG1,,1.0,1.0,
HEMK1,0.9571678321678321,,,
HERC3,0.7961269499731037,,,
HERC5,1.0,,1.0,
HERC6,1.0,,1.0,
HES4,,,1.0,
HEY1,1.0,,,
HIST1H1C,1.0,,1.0,
HK2,,1.0,,
HLA-A,,1.0,,1.0
HLA-B,,1.0,,1.0
HLA-C,,1.0,,1.0
HLA-DMA,,1.0,,1.0
HLA-DMB,,1.0,,1.0
HLA-DOA,,1.0,,1.0
HLA-DPA1,,1.0,,1.0
HLA-DPB1,,1.0,1.0,
HLA-DQB1,,1.0,1.0,
HLA-DRA,,1.0,,1.0
HLA-E,,1.0,1.0,1.0
HLA-F,,1.0,1.0,1.0
HLCS,1.0,,1.0,
HMGB3,1.0,,1.0,
HNRNPM,,1.0,,
HOMER1,,,1.0,
HOOK1,,1.0,,
HOPX,,1.0,,
HPCA,1.0,,,
HPRT1,0.7792207792207793,,0.7926191455603221,
HPS1,,,0.8370538552356734,
HPX,1.0,,,
HRK,,,0.8020550877693735,
HS3ST1,1.0,,,
HS3ST4,1.0,1.0,,
HS6ST2,1.0,,1.0,
HSD17B10,,1.0,,
HSP90B1,,1.0,,
HSPA12B,,,1.0,
HSPB8,1.0,1.0,1.0,
HTATIP2,,1.0,1.0,
HTATSF1,1.0,,1.0,
HTR1E,1.0,,,
HTR2C,1.0,,,
HTR3A,1.0,,1.0,
HTRA1,,1.0,,
HYOU1,,1.0,,
IAH1,1.0,,1.0,
ICAM1,,1.0,1.0,1.0
ICAM2,,1.0,,
ICAM5,,,1.0,
ID1,1.0,,1.0,
ID2,1.0,,,
ID3,1.0,,1.0,
ID4,0.7961269499731037,,0.8020550877693735,
IDH1,,1.0,,
IDS,1.0,1.0,,
IER3,,,,1.0
IFI16,,1.0,1.0,1.0
IFI27,,1.0,1.0,1.0
IFI35,,1.0,,1.0
IFI44,,1.0,1.0,
IFI44L,,1.0,1.0,1.0
IFI6,,1.0,,1.0
IFIT2,,1.0,1.0,1.0
IFIT3,,1.0,1.0,1.0
IFITM1,1.0,1.0,1.0,1.0
IFITM2,1.0,1.0,1.0,1.0
IFITM3,,1.0,,
IFRD1,1.0,,,
IGDCC3,1.0,,1.0,
IGDCC4,0.7961269499731037,,,
IGF1,1.0,,,
IGF2R,0.7961269499731037,,0.8020550877693735,
IGFBP2,1.0,1.0,1.0,
IGFBP3,,1.0,1.0,
IGFBP5,,1.0,,
IGFBP7,1.0,,1.0,
IGSF1,1.0,,1.0,
IGSF3,,,1.0,
IGSF8,,1.0,,
IKBKE,,,1.0,
IKZF1,,1.0,1.0,
IL10RA,,1.0,1.0,
IL13RA1,1.0,1.0,1.0,1.0
IL16,1.0,1.0,1.0,1.0
IL17RA,,,1.0,
IL18BP,,1.0,,
IL2RA,,1.0,1.0,1.0
IL2RB,,1.0,1.0,1.0
IL2RG,,1.0,1.0,1.0
IL6ST,1.0,1.0,1.0,
IL7R,,1.0,1.0,1.0
IL9R,,1.0,1.0,
IMPDH2,,,0.7926191455603221,
INPP5F,,1.0,,
INSIG2,,1.0,,
INSM2,1.0,,1.0,
INTS6L,1.0,,,
IQGAP1,,1.0,,
IQGAP3,,,1.0,
IQSEC2,1.0,,1.0,
IRAK4,,1.0,,
IRF1,,1.0,1.0,1.0
IRF4,,1.0,1.0,1.0
IRF7,1.0,1.0,,
IRF8,,1.0,,1.0
IRF9,,1.0,,1.0
IRS2,1.0,,,
IRX1,1.0,,1.0,
IRX2,1.0,,1.0,
IRX3,1.0,,1.0,
ISG15,,1.0,1.0,1.0
ISLR2,1.0,,1.0,
ISM2,1.0,,1.0,
ITGA10,1.0,,,
ITGA2,1.0,,1.0,
ITGA3,1.0,,1.0,
ITGA5,,1.0,,
ITGA6,1.0,1.0,1.0,
ITGA8,,,1.0,
ITGB2,,1.0,1.0,1.0
ITGB4,1.0,,,
ITIH5,,1.0,,
ITK,,1.0,1.0,1.0
ITM2A,,1.0,1.0,
ITM2C,,1.0,,
ITPKB,,1.0,,
ITPRIPL1,,1.0,,
JADE1,1.0,,,
JAK3,,1.0,1.0,
JAM2,,1.0,,
JUNB,,1.0,1.0,1.0
KCNA2,1.0,,1.0,
KCNAB2,,1.0,1.0,
KCND2,1.0,,1.0,
KCNH5,,1.0,,
KCNH8,,,1.0,
KCNJ16,1.0,,,
KCNJ3,,1.0,,
KCNJ6,1.0,,1.0,
KCNK1,,,1.0,
KCNK12,1.0,,,
KCNK9,1.0,,1.0,
KCNMB1,1.0,,,
KCNN3,1.0,,,
KCNQ3,1.0,,,
KCTD12,,1.0,1.0,
KCTD2,1.0,,,
KDM3A,,1.0,,
KDM5A,1.0,,1.0,
KDM5C,1.0,,1.0,
KDM5D,,1.0,1.0,1.0
KDM6A,1.0,,,
KHDRBS3,1.0,,1.0,
KIAA0319,,1.0,,
KIAA0930,,,1.0,
KIAA1549L,,1.0,,
KIF17,1.0,,,
KIF21A,1.0,,,
KIF2C,,,1.0,
KIF5C,1.0,,,
KIFC2,,,1.0,
KIT,1.0,,1.0,
KLF10,1.0,,,
KLF13,,1.0,1.0,
KLF2,,1.0,,
KLHDC10,,1.0,,
KLHDC8A,1.0,1.0,,
