,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
AP1S1,1.0,,,
AP1S2,,1.0,1.0,
AP2B1,,1.0,,
AP3S1,,,1.0,
AP5Z1,,0.39767106507683003,,
APAF1,0.3435849864421293,,0.18822299196130973,
APBA1,,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,1.0,1.0,,
APC,0.9846361691999277,,,
APC2,1.0,,1.0,
APCDD1,0.941814941814942,0.7383514275779469,0.7806337040844938,
APLN,,,0.1687108702815509,
APLP1,,1.0,,
APLP2,0.829828066670172,0.6740356417775772,,
APMAP,,1.0,,
APOBEC3C,,0.23929579192737085,0.33106619407989274,
APOBEC3F,,0.2894317478767881,,
APOE,,,0.12083916083916085,
APOL2,,0.2749355907250644,0.3045843045843046,
APOL3,,0.2544532831065782,0.31863062310823503,0.13152804642166346
APOL6,,0.22521012110917474,0.25607382308413235,0.09646910466582598
APOLD1,0.7612084884812158,,,
APOO,1.0,,1.0,
APOOL,1.0,,1.0,
APP,,1.0,,
AQP1,,1.0,,0.9149273803119957
AQP3,,0.7741480155728176,0.8558277749963662,0.5803560076287348
ARAP1,1.0,,1.0,
ARAP2,,,1.0,
ARF6,,1.0,1.0,
ARFGAP1,,,1.0,
ARFGEF2,0.9961301157314446,,,
ARFGEF3,,1.0,,
ARG2,0.48020507411370356,0.31739399840665666,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP27,,1.0,1.0,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,1.0,,1.0,
ARHGAP39,,,1.0,
ARHGAP5,,,1.0,
ARHGAP9,,1.0,1.0,0.9161106069503017
ARHGDIB,,0.11913875598086125,0.18216958920476511,0.03522403522403522
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,1.0,
ARHGEF2,,1.0,,
ARHGEF28,,1.0,,
ARHGEF3,,1.0,1.0,
ARHGEF6,1.0,1.0,1.0,
ARID5B,,0.6074809434938052,,
ARL1,,1.0,,
ARL10,1.0,,,
ARL4C,0.8667008667008668,,0.7452521869935442,
ARL6IP5,0.4515312273932964,,,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,1.0,1.0,,
ARPC4,,1.0,,
ARPC5,,1.0,1.0,
ARPC5L,,1.0,,
ARPP19,0.5582676432878863,,0.32520454050199094,
ARPP21,,1.0,,
ARRB1,,,0.4139601737754163,
ARRDC2,,0.2948162948162948,0.32223776223776224,
ARRDC3,,,0.5126509853782582,
ARSD,1.0,,1.0,
ART3,,1.0,,0.8053237085495151
ARX,0.451785783277496,,,
ASAH1,0.8371418055628582,0.6740356417775772,,
ASAP1,1.0,,1.0,
ASB4,1.0,,1.0,
ASF1B,,1.0,1.0,
ASIC1,0.3916693993029871,,,
ASIC2,,1.0,1.0,
ASPH,,1.0,1.0,
ASS1,,0.43967655590902094,,
ASTN1,1.0,1.0,1.0,
ASTN2,,0.5401825211183963,,
ASXL3,1.0,,1.0,
ATAD1,1.0,,,
ATF3,0.16586861414447623,0.03704805832465407,,
ATF5,,0.07516224782411833,,
ATG12,0.5615007560532852,,,
ATG16L2,,0.10641025641025642,0.18666211836943544,
ATG4A,1.0,,1.0,
ATG9B,1.0,,1.0,
ATL2,,1.0,,
ATMIN,0.9564609303739738,,,
ATN1,,,1.0,
ATP10A,,1.0,1.0,
ATP10B,1.0,,1.0,
ATP11A,1.0,,,
ATP11C,1.0,,1.0,
ATP13A3,1.0,0.9719568567026193,,
ATP1A2,,1.0,,
ATP1A4,,,,1.0
ATP1B1,,1.0,,
ATP1B3,0.46659689516832376,,,
ATP2A2,1.0,1.0,,
ATP2B2,1.0,,1.0,
ATP6AP1,,0.11294651294651295,,
ATP6AP2,1.0,1.0,1.0,
ATP6V0A1,,1.0,,
ATP6V0D1,1.0,,,
ATP6V0D2,1.0,,1.0,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1G2,,1.0,1.0,
ATP8A1,1.0,,1.0,
ATP9A,,0.46210328133405054,,
ATRN,,0.8235387254255179,,
ATRNL1,1.0,,0.9352202872721231,
AUTS2,,,1.0,
AVPI1,,0.6945049211907174,,
AVPR1B,0.3435849864421293,,,
AXIN2,1.0,,1.0,
AZGP1,,0.4728137031507818,,
B2M,,0.06509378471995295,0.12083916083916085,0.03867217120229169
B3GALNT1,,1.0,,
B3GAT1,,,1.0,
B3GNT2,,1.0,1.0,
B3GNT9,1.0,,1.0,
B4GALT1,,0.5104769331388037,0.5533306284159526,
B4GALT6,,1.0,,
B4GAT1,,1.0,,
BAALC,,1.0,,1.0
BACE2,,,0.3464922174599594,
BAG1,1.0,,1.0,
BAHCC1,0.9488906815110022,,0.7880814837336576,
BAIAP3,1.0,1.0,,
BAK1,,0.351560553460791,0.37372936342008506,
BAMBI,0.19633427796693104,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,,
BATF3,,0.056169636814798106,,0.03056943056943057
BAZ1A,,1.0,1.0,
BCAN,,1.0,,
BCAT1,1.0,,1.0,
BCAT2,,,1.0,
BCHE,,1.0,,
BCL11A,,,1.0,
BCL11B,0.8195138195138195,0.6463763509218055,,
BCL2L1,0.5659046835517424,,,
BCL6,0.16033966033966035,0.07021204601849763,0.0959040959040959,0.019278019278019278
BCLAF3,1.0,,1.0,
BCORL1,1.0,,1.0,
BDKRB2,,0.07516224782411833,,
BDNF,1.0,,,
BEND5,,,1.0,
BEX1,1.0,,0.9290251732999825,
BEX2,1.0,,1.0,
BEX3,0.619494142221415,,0.5072261072261073,
BEX4,1.0,,1.0,
BGN,,,0.31863062310823503,
BHLHB9,1.0,,1.0,
BHLHE22,1.0,,1.0,
BHLHE41,,0.6633366633366633,,
BIRC7,0.662272510098597,0.45982755108968704,,
BLCAP,1.0,1.0,,
BLM,,0.628940460170744,0.6408137317228226,
BLVRA,,,0.9124135532975312,
BMP1,,0.34825174825174826,,
BMP2,1.0,,0.9315505341563974,
BMP3,0.9552749535174844,,,
BMP7,1.0,1.0,1.0,0.8853636635737803
BMPR1B,,0.8758427201540975,,
BNC2,,0.2955138855922146,,
BNIP3,,0.3370178208887886,0.3754029345968892,
BNIP3L,,0.15428874922545807,0.18822299196130973,
BOC,0.7396884883072729,0.5556576529272775,0.595639654463184,
BRAT1,0.9250365019595789,,,
BRF2,1.0,,,
BRI3BP,,,0.6236038842673914,
BRINP1,,1.0,,
BRINP3,1.0,,,
BRMS1,,0.4075286415711947,,
BRMS1L,1.0,,,
BRS3,0.3435849864421293,,0.2263782728899008,
BRWD1,,1.0,,
BSPRY,,1.0,1.0,
BST2,,0.14714862602186546,0.1687108702815509,0.0727843584986442
BTAF1,,0.5148883374689825,0.5424997537673594,
BTBD11,,0.2766931698438548,,
BTBD3,1.0,1.0,1.0,
BTBD6,1.0,,,
BTG1,0.4416541542290045,0.23460072861270465,,
BTG2,1.0,1.0,1.0,1.0
BTN2A2,,0.22997756960021112,,0.08675108675108675
BTN3A1,,0.2766931698438548,,0.14511695201350375
BTN3A2,,0.17674430832325566,,0.08759661391240339
BTNL9,0.5615007560532852,,0.4193883919284377,
BUB3,1.0,,1.0,
BUD23,,,0.4727107212314313,
BZW2,,,1.0,
C10orf90,0.371988011988012,,,
C11orf87,0.8609678259483707,,0.7100245598905116,
C19orf57,,,1.0,
C1QL1,0.7488158279715008,0.5755256547836649,,
C1QTNF1,,0.40949093279601756,0.4193883919284377,
C1QTNF3,0.5866085134377818,,0.47387906211435626,
C1R,0.19088054802340515,0.07021204601849763,,0.023776223776223775
C1S,,0.056169636814798106,,0.01486013986013986
C1orf115,,,1.0,
C1orf61,1.0,,1.0,
C20orf27,1.0,,1.0,
C2CD2,,,1.0,
C2CD4C,,,1.0,
C3,,0.03704805832465407,,0.01486013986013986
C3AR1,,0.03704805832465407,0.04195804195804196,
C3orf18,,,0.3338400729705078,
C3orf58,1.0,1.0,,1.0
C3orf70,1.0,,1.0,
C4orf19,0.5866085134377818,,,
C6orf106,,,1.0,
C6orf120,,0.7383514275779469,,
C8orf34,,0.950687243790692,,
C8orf82,1.0,,1.0,
C9orf40,1.0,,,
C9orf64,1.0,,,
C9orf72,1.0,,,
CA10,0.8016983016983017,,0.6439894946682276,
CA12,0.26723276723276723,,0.14791987673343607,
CA2,1.0,1.0,,
CA8,1.0,,1.0,
CA9,1.0,,,
CABIN1,,,0.6385809312638581,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,1.0,,1.0,
CACNA1A,1.0,1.0,1.0,
CACNA1E,,1.0,1.0,
CACNA1G,1.0,1.0,1.0,
CACNA2D1,0.941814941814942,,0.8664026098759356,
CACNA2D2,1.0,1.0,,0.8699300699300699
CACNA2D3,,0.12501344809037115,,
CACNA2D4,0.8195138195138195,,,
CACNB2,1.0,1.0,,
CACNB4,,1.0,1.0,
CACNG4,1.0,1.0,,
CACNG7,,,0.2626938279112192,
CACNG8,0.4474595172269591,,0.2948826874060519,
CAD,0.8212519188128944,,0.677975489856678,
CADM1,0.16586861414447623,0.03704805832465407,0.04195804195804196,
CADM2,1.0,,1.0,
CADM3,,0.5852243782707358,0.6564102564102564,
CALB1,1.0,1.0,,
CALB2,1.0,,,
CALHM2,,0.10123597332899659,0.17648331050392907,
CALHM5,0.7939896641819718,,,
CALU,,1.0,,
CALY,,,1.0,
CAMK1D,,,1.0,
CAMK2A,1.0,1.0,1.0,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.7408091224780692,,
CAP1,,1.0,,
CAP2,1.0,,1.0,
CAPG,,0.3030242484787939,0.37141040777404416,
CAPN1,,0.3930606639410251,,
CAPN15,,1.0,,
CAPN5,,1.0,,
CARD8,,0.056169636814798106,0.06293706293706294,
CARMIL2,,1.0,,
CARMIL3,,,0.16418364244451203,
CARTPT,1.0,,,1.0
CASC10,1.0,,1.0,
CASC3,,1.0,,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,0.03704805832465407,0.04195804195804196,0.01486013986013986
CASP10,,0.056169636814798106,,
CASP7,,0.23838661338661338,,
CAV2,,,0.9545566017404488,
CBFA2T2,,0.07021204601849763,,
CBLB,0.4973498723498723,,,
CBLN1,,0.4075286415711947,0.439173161640122,
CBLN2,0.6709598094213479,,0.48227634434530986,
CBLN4,0.8109132247063282,,0.6482140613877141,
CCDC136,,1.0,1.0,
CCDC137,,,,1.0
CCDC152,1.0,,1.0,
CCDC184,,,,0.5815535815535816
CCDC186,,1.0,,
CCDC40,0.451785783277496,,,
CCDC80,,0.5842761889273517,,
CCDC82,,1.0,,
CCDC85C,1.0,,,1.0
CCDC86,,,1.0,
CCDC88A,,0.13724206827655103,,
CCDC88B,,0.21394305353349724,0.24996280315429253,
CCDC9,,,1.0,
CCK,1.0,,1.0,
CCL2,0.1457633275815094,0.03704805832465407,0.04195804195804196,0.019278019278019278
CCL28,,0.03704805832465407,0.04195804195804196,
CCL4,,0.056169636814798106,0.06293706293706294,
CCL5,,0.03704805832465407,0.04195804195804196,0.01486013986013986
CCM2,,1.0,1.0,
CCNA2,,,0.9290251732999825,
CCNB1,,1.0,1.0,
CCND1,,0.6802585169932108,0.6989553656220323,
CCND2,,1.0,,
CCND3,,0.8177303708949278,,
CCNE2,,,1.0,
CCNG2,1.0,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR1,,,0.05443205443205443,
CCR2,,0.1305944055944056,0.20139860139860138,
CCR5,,0.06509378471995295,0.07257607257607258,
CCT7,1.0,,,
CCZ1,,1.0,1.0,
CD109,,0.3838684043229498,,
CD2,,0.03704805832465407,0.07257607257607258,0.022290209790209792
CD200,0.9430048368897288,0.7628150810574246,,
CD27,,0.05197787287339527,0.04195804195804196,0.01486013986013986
CD274,,0.1305944055944056,0.18666211836943544,0.06006624953993375
CD276,,,0.04195804195804196,
CD300A,,0.25090183591624515,0.32223776223776224,
CD37,,0.056169636814798106,0.04195804195804196,0.019278019278019278
CD3E,,0.056169636814798106,0.05443205443205443,0.019278019278019278
CD4,,0.07516224782411833,0.11267054623697981,
CD44,0.6026188576524147,0.3699672152328041,,0.2181818181818182
CD47,0.3395428101310455,0.1305944055944056,0.19780219780219782,
CD48,,0.03704805832465407,0.04195804195804196,0.01486013986013986
CD53,,0.03704805832465407,0.06293706293706294,0.022290209790209792
CD6,,0.6620953896402999,0.72993672993673,0.4410661801966149
CD74,,0.03704805832465407,0.04195804195804196,0.01486013986013986
CD82,0.44329200211553155,,0.275529031229357,
CD83,0.19633427796693104,,,
CD84,,0.1483583680893098,0.13846153846153847,0.07415356920307416
CD8A,,0.03704805832465407,0.04195804195804196,0.01486013986013986
CD9,,0.4388252876156102,0.5411243560709753,
CD93,0.19088054802340515,0.03704805832465407,,
CD99L2,0.8692744037571623,,0.7479797492344543,
CDC25B,,1.0,,
CDC42SE1,,1.0,1.0,
CDC42SE2,0.8652759233030025,0.6894579409030276,,
CDC7,,,0.7025532606927956,
CDCA7,,1.0,1.0,
CDH12,1.0,,1.0,
CDH13,,0.9288074176702547,,0.6654254836073018
CDH18,1.0,1.0,,
CDH19,,1.0,,
CDH2,,,1.0,
CDH4,1.0,0.8235387254255179,0.8460151283955251,
CDH6,1.0,,1.0,
CDH8,1.0,,1.0,
CDHR2,1.0,,,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,1.0,,0.8440085810603739
CDK20,,1.0,,
CDK5R1,,,1.0,
CDK5RAP2,1.0,,,
CDK6,,0.5813885613551724,,
CDK8,1.0,,,
CDKN1A,0.7567050296642133,,,0.3712748789671867
CDKN1C,,,,0.04985337243401759
CDKN2C,,0.7582900969997743,0.8036694488307392,
CDON,,0.3964473026973028,0.3836163836163836,
CDS1,,0.5165012607286142,,
CDV3,1.0,,1.0,
CEBPA,,0.09497774952320408,0.16418364244451203,
CEBPD,,0.07021204601849763,,
CELF1,,,1.0,
CELF4,,1.0,,
CENPA,,,1.0,
CENPV,0.956412009043588,,0.7998126275638237,
CEP126,,1.0,,
CEP170,,,1.0,
CEP170B,,1.0,,
CEP19,1.0,,1.0,
CEP290,,1.0,,
CEP41,1.0,,,
CEP63,,1.0,,
CER1,1.0,,1.0,
CERK,1.0,,1.0,
CERS2,,,0.07257607257607258,
CES4A,0.853674812417445,,0.7040764113934845,
CETN2,,1.0,,
CFAP52,,,0.47709959942969654,
CFB,,,,0.019278019278019278
CFL2,1.0,,1.0,
CFLAR,0.16586861414447623,0.056169636814798106,0.04195804195804196,
CGAS,,1.0,1.0,
CGNL1,1.0,,1.0,
CGREF1,,1.0,1.0,
CHCHD6,,1.0,,
CHD3,1.0,,1.0,
CHD5,1.0,,1.0,
CHERP,,,1.0,
CHGA,,1.0,,1.0
CHGB,,1.0,1.0,
CHI3L1,,,,0.30514939605848695
CHI3L2,,0.941330131585352,,
CHL1,,1.0,,
CHM,1.0,,1.0,
CHMP1B,,,1.0,
CHN1,1.0,,,
CHPF,,1.0,,
CHPF2,,,1.0,
CHRD,0.7567050296642133,,0.6325174825174825,
CHRDL1,,,0.7599010114423184,
CHRM3,0.6218300929839391,,,
CHRNB1,1.0,,1.0,
CHRNB3,1.0,,,
CHST1,1.0,0.9305676820262584,0.9290251732999825,
CHST11,,,0.6371406371406371,
CHST15,0.7217568756030295,,,0.2955607927983619
CHST2,1.0,1.0,1.0,
CHST3,0.8838089285016658,,,
CHSY1,,1.0,,
CHTF8,,1.0,,
CHURC1,,0.7472704407309312,,
CIB2,0.8016983016983017,,0.6626101171555717,
CIDEB,,0.9702143835779171,0.9445938676707908,
CISD3,,,1.0,
CISH,,0.5242169802028956,,0.30542330010415114
CITED2,0.740029201567663,,0.5197383261899391,
CLASP2,,1.0,,
CLCN5,1.0,,0.9996883945070473,
CLDN19,1.0,,,
CLDN5,0.8054271310085264,0.5852243782707358,0.6385809312638581,
CLDND2,,,0.45903993337258225,
CLEC2B,,0.4361941089213816,0.4727107212314313,0.25066933066933067
CLIC1,,0.1483583680893098,0.14558935040862753,
CLK3,,,1.0,
CLMN,,,1.0,
CLOCK,,,0.8460151283955251,
CLSTN1,,0.3030242484787939,0.3960356190572018,
CLSTN2,,1.0,,
CLTCL1,,,1.0,
CLU,,0.3300141255253475,,
CLYBL,1.0,,,
CMBL,1.0,1.0,,
CMC2,1.0,,,
CMPK2,,,0.04195804195804196,
CMTM3,,0.39767106507683003,,
CMTM4,,0.39767106507683003,,
CMTM6,,,0.4653996310438028,
CMTM7,,0.056169636814798106,0.13846153846153847,
CNEP1R1,,,0.4318931632701385,
CNIH1,1.0,,,
CNKSR2,1.0,1.0,1.0,
CNKSR3,0.8595205963627017,,,
CNMD,,1.0,1.0,
CNN2,1.0,1.0,,
CNN3,,0.24730921252660384,,
CNNM2,,1.0,,
CNR1,0.3921977303272267,0.2318084392387798,,
CNRIP1,,1.0,,
CNTFR,0.46659689516832376,,0.36905502874089263,
CNTN1,1.0,,1.0,
CNTN2,0.7722961634942075,0.6271832432969874,0.6385809312638581,
CNTN3,,1.0,1.0,1.0
CNTN4,1.0,,1.0,
CNTN6,1.0,,,
CNTNAP1,,1.0,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,1.0,
COCH,0.7488158279715008,,0.608728891687091,
COG3,,0.6041683357558971,,
COL11A1,0.9998563633458625,0.8200625132443313,0.8956049537055125,
COL11A2,,,0.9271433412402575,
COL12A1,0.6039460539460539,0.4361941089213816,0.47387906211435626,
COL16A1,,0.15428874922545807,0.14791987673343607,
COL1A1,0.3395428101310455,0.14714862602186546,0.14791987673343607,
COL1A2,,,0.7025532606927956,
COL21A1,0.6651862069818726,,0.5450858456130864,
COL23A1,,1.0,,
COL27A1,,1.0,,
COL4A3BP,1.0,1.0,,
COL4A6,0.8327986668503911,,,
COL5A1,,0.534596981965403,,
COL5A3,,0.766983016983017,0.7865991324274275,
COL6A2,,,0.2716231137283769,
COL9A3,,,1.0,
COLEC12,,0.1569987389659521,,
COLGALT2,0.8456046995600748,,0.708274276059511,
COMMD4,,1.0,,
COPG2,1.0,,1.0,
COQ3,,,1.0,
COQ9,1.0,,,
CORO1A,,0.09497774952320408,0.10366104483751543,0.04099348926935134
CORO1B,,,1.0,
COTL1,1.0,1.0,1.0,
COX17,1.0,,,
COX6B1,1.0,,,
COX7A2L,1.0,,,
CPA4,1.0,,,
CPD,,0.4524530587522714,,
CPE,,1.0,,1.0
CPLX1,,,1.0,
CPNE4,,,,1.0
CPNE8,,1.0,1.0,
CPS1,0.8195138195138195,,0.6626101171555717,
CPXM2,,0.8716745439434515,,
CRB1,0.3916693993029871,,0.2142538312751079,
CREB3L2,0.8162746344564528,,,
CREBBP,0.3435849864421293,,,
CREBL2,,,0.05443205443205443,
CREBRF,0.8016983016983017,,,
CRELD1,,0.9552047952047952,,
CRELD2,,,1.0,
CREM,,,0.32223776223776224,
CRH,,0.8348500814254239,0.8481170801356417,
CRHBP,1.0,,,
CRIM1,0.853674812417445,0.6755981938998044,,
CRISPLD1,1.0,1.0,,
CRISPLD2,0.7423945917096603,,,
CRLF1,,0.756967124396465,0.7452521869935442,
CRLF3,,0.47220576034135364,,
CROCC,0.853674812417445,,,
CRTAM,,0.03704805832465407,0.04195804195804196,
CRTC1,,1.0,,
CRTC3,,1.0,1.0,
CRY2,,0.5433928140824693,,
CRYBG1,,0.733676435923627,0.7223496503496504,0.5135003885003886
CRYM,1.0,,1.0,
CRYZ,1.0,,1.0,
CSAD,0.7635221920936207,,0.5905922742825543,
CSDC2,,0.6371117254838186,,
CSF1,,0.23358348968105067,0.24344885883347425,0.12335033387664966
CSGALNACT1,1.0,1.0,,
CSK,,0.5842761889273517,,
CSMD1,0.7488158279715008,,0.6051718878859428,0.36215846009660446
CSMD2,0.853674812417445,0.6939980882426926,0.7543112017772092,
CSMD3,1.0,1.0,1.0,
CSPG5,,1.0,1.0,
CSRP2,,,1.0,
CTDSP1,,0.7397347480106101,,
CTDSP2,,1.0,,
CTDSPL2,1.0,,1.0,
CTGF,0.4515312273932964,,0.26675311443523364,0.12849650349650352
CTH,,,1.0,
CTHRC1,0.5055755055755057,,,
CTNNA2,1.0,1.0,1.0,
CTNNB1,0.40891993912128144,0.22467854725919242,,
CTNND2,,1.0,,
CTPS2,1.0,,1.0,
CTSA,,0.1483583680893098,,
CTSB,0.19633427796693104,,0.14791987673343607,
CTSC,0.24050949050949055,0.11294651294651295,,0.03328671328671329
CTSK,0.5582676432878863,,0.3754029345968892,
CTSO,,0.3059576082831897,,
CTSS,,0.03704805832465407,0.05443205443205443,0.023776223776223775
CTSZ,,0.6823510306819451,0.733324722770633,
CTTNBP2,1.0,,1.0,
CUL7,,1.0,1.0,
CUX2,1.0,,1.0,
CUZD1,0.7038165323049044,,,
CWC25,,,1.0,
CXADR,,0.4540929658576717,0.48520504352244315,
CXCL10,,0.03704805832465407,0.04195804195804196,0.01486013986013986
CXCL12,,0.056169636814798106,0.04195804195804196,
CXCL14,0.817985626112037,,0.7479797492344543,
CXCL8,,0.03704805832465407,0.04195804195804196,
CXCL9,,0.05197787287339527,0.04195804195804196,0.01486013986013986
CXCR4,0.16033966033966035,0.06509378471995295,0.04195804195804196,
CXXC4,,0.8269888006730113,,
CXorf56,0.1457633275815094,,0.05443205443205443,
CYBA,,0.11913875598086125,0.18822299196130973,
CYBRD1,,1.0,1.0,
CYFIP2,,1.0,,
CYP1B1,0.16033966033966035,,,
CYP26B1,0.16033966033966035,,0.05443205443205443,
CYP27A1,0.45811331525617244,,0.2948826874060519,
CYP46A1,1.0,1.0,,
CYP4V2,0.6383428483741963,,0.5126509853782582,
CYP4X1,,1.0,,
CYSLTR2,,,1.0,
CYSTM1,1.0,,1.0,
CYTH1,,1.0,,
CYTH4,,1.0,1.0,1.0
D2HGDH,1.0,,1.0,
DAB1,,,1.0,
DACH1,1.0,,1.0,
DACH2,0.829828066670172,,0.6605639258700483,
