,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ACTR3B,1.0,,,
ACVR1,,1.0,1.0,
ACVR1C,1.0,,,1.0
ACVR2A,,1.0,1.0,
ACVR2B,,1.0,1.0,
ADA,1.0,,1.0,1.0
ADA2,,1.0,,
ADAM10,0.867913599006036,,0.8786066874302169,
ADAM11,0.4253193614895742,,0.30638592177053714,
ADAM17,1.0,,1.0,
ADAM19,0.867913599006036,,0.9117749720159359,
ADAM22,,1.0,1.0,
ADAM28,,,0.9574560055329286,
ADAM33,0.9747450691723136,,,1.0
ADAM9,1.0,,1.0,
ADAMTS1,,0.17466743782533256,,
ADAMTS10,0.6581073247739915,,,
ADAMTS12,0.8729611734419427,0.9365045912991119,,
ADAMTS14,,0.9733776615993707,,
ADAMTS18,,,0.8746090704547678,
ADAMTS4,1.0,,1.0,
ADAMTS7,0.867913599006036,0.8761318681318682,0.8479971641261964,
ADAMTS8,0.867913599006036,,,
ADAMTS9,1.0,,,
ADAMTSL3,1.0,,1.0,
ADAMTSL4,,,1.0,
ADAR,,1.0,,
ADARB2,1.0,,1.0,
ADCK1,0.9940536302934123,1.0,,
ADCY1,1.0,1.0,1.0,
ADCY2,1.0,1.0,,
ADCY3,1.0,,,
ADCY7,,1.0,1.0,
ADCY8,1.0,,1.0,
ADCY9,,1.0,,1.0
ADCYAP1,1.0,,1.0,
ADCYAP1R1,1.0,1.0,1.0,
ADD2,1.0,,1.0,
ADD3,1.0,,,1.0
ADGRA1,,1.0,,1.0
ADGRA2,1.0,,1.0,
ADGRB1,1.0,1.0,1.0,
ADGRB2,1.0,,1.0,
ADGRB3,1.0,1.0,1.0,
ADGRG1,0.9561472395696994,1.0,,
ADGRG5,,1.0,1.0,
ADGRL1,,1.0,,
ADGRL3,1.0,,1.0,
ADH5,1.0,,,
ADI1,1.0,,,
ADIPOR1,1.0,1.0,,
ADK,1.0,,1.0,
ADM,,1.0,1.0,
ADPGK,,1.0,,
ADPRHL2,,1.0,,
ADRA2A,1.0,,1.0,1.0
ADRA2C,,1.0,,
ADRB1,1.0,,1.0,
ADSS,0.5311355311355311,0.4685197155785391,,
ADTRP,,1.0,,
AEBP1,,,1.0,
AFAP1L2,,1.0,,
AFDN,,1.0,1.0,
AFF1,,1.0,,
AFF2,1.0,1.0,1.0,
AFF3,1.0,,1.0,
AFF4,,,1.0,
AFG3L2,0.4253193614895742,,,
AGA,1.0,,1.0,
AGAP1,,1.0,1.0,
AGAP2,1.0,1.0,1.0,
AGAP3,,1.0,,
AGBL5,1.0,,,
AGFG1,1.0,,,
AGFG2,1.0,1.0,1.0,
AGMAT,,1.0,1.0,
AGO3,,,1.0,
AGPAT3,,,1.0,
AGPAT5,1.0,,,
AGPS,0.867913599006036,,,
AGRN,1.0,,1.0,
AGTR2,1.0,,,
AGTRAP,,1.0,,
AHDC1,,,0.6212044835898047,
AHI1,1.0,1.0,1.0,
AHNAK,1.0,,,
AHNAK2,,1.0,,
AHRR,1.0,,1.0,
AIF1,,1.0,1.0,
AIF1L,,1.0,,
AIFM1,0.8936710348475054,,0.921994671994672,
AIFM2,0.6191596014604864,,0.7241849060030878,
AIG1,0.7139289282146425,,,
AIP,0.867913599006036,,,
AJAP1,1.0,,1.0,1.0
AK1,,,1.0,
AK5,,1.0,,
AKAP1,0.9053446553446554,,,
AKAP11,,1.0,,
AKAP12,,,1.0,
AKAP13,1.0,,1.0,
AKAP17A,1.0,1.0,,
AKAP5,1.0,,1.0,
AKAP8,1.0,,,
AKAP8L,,1.0,1.0,
AKAP9,,1.0,1.0,
AKIRIN1,,,1.0,
AKIRIN2,,1.0,,
AKNA,,1.0,1.0,
AKR1B1,0.9747450691723136,1.0,1.0,
AKR1C1,1.0,1.0,,
AKR1C2,1.0,1.0,,
AKR7A2,1.0,,1.0,
AKT2,1.0,,,
AKT3,,1.0,1.0,
AKTIP,0.9293268401427794,,,
ALAS1,1.0,,,
ALCAM,,1.0,1.0,
ALDH18A1,,0.9805194805194803,,
ALDH1A2,1.0,,,
ALDH1A3,1.0,,1.0,
ALDH1B1,0.8729611734419427,,,
ALDH2,0.9561472395696994,1.0,,1.0
ALDH5A1,1.0,1.0,,
ALDH6A1,1.0,1.0,,
ALDH7A1,,1.0,,
ALDOA,,1.0,1.0,
ALDOC,,1.0,1.0,
ALG13,0.8729611734419427,,0.923335755153937,
ALG3,1.0,,,
ALKBH2,,,1.0,
ALKBH4,1.0,,,
ALKBH5,,1.0,1.0,
ALMS1,,1.0,,
ALOX5AP,,1.0,1.0,1.0
ALOXE3,0.9940536302934123,,1.0,
ALPK1,,1.0,,1.0
ALPL,,0.6925943621595796,,
ALS2CL,1.0,1.0,,
ALYREF,1.0,1.0,,1.0
AMD1,1.0,,,
AMER2,,1.0,1.0,
AMER3,,1.0,,
AMFR,,,1.0,
AMIGO2,1.0,,,
AMMECR1,1.0,,1.0,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,1.0,,1.0,
AMPD2,,1.0,,
AMPH,,1.0,1.0,
AMT,1.0,,,
AMZ1,,1.0,,
ANAPC13,,,1.0,
ANAPC16,1.0,,1.0,
ANAPC2,1.0,,1.0,
ANAPC4,1.0,,,
ANAPC5,1.0,,1.0,
ANAPC7,,,1.0,
ANGPT1,1.0,1.0,,
ANGPTL2,,1.0,1.0,
ANK1,1.0,,,
ANK2,,1.0,,
ANK3,,,1.0,
ANKDD1A,,1.0,1.0,
ANKHD1,,,1.0,
ANKMY2,,1.0,1.0,
ANKRA2,,,1.0,
ANKRD10,1.0,,1.0,
ANKRD27,,1.0,1.0,
ANKRD29,1.0,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,0.9373374716886168,0.923335755153937,
ANKRD36B,0.8597853759144082,,,
ANKRD37,1.0,1.0,1.0,1.0
ANKRD44,,1.0,1.0,
ANKRD46,1.0,1.0,,
ANKRD49,,1.0,,
ANKRD50,1.0,,1.0,
ANKRD55,,,1.0,
ANKRD6,,1.0,,
ANKRD9,,0.6243063866826243,0.6689036154685011,
ANKS1A,1.0,,1.0,
ANKS1B,1.0,1.0,1.0,
ANKS3,,1.0,,
ANKZF1,0.9053446553446554,0.9386169386169386,0.9702220856067011,
ANLN,,1.0,1.0,
ANO3,1.0,1.0,,
ANO6,,,1.0,
ANO8,,,0.8953179385456042,
ANOS1,1.0,1.0,,
ANP32B,,1.0,1.0,
ANP32E,,0.8026578073089702,,
ANTXR1,,,1.0,
ANTXR2,,,1.0,
ANXA1,,0.8026578073089702,0.6476450378889403,
ANXA11,0.867913599006036,0.891754503999402,0.9117749720159359,
ANXA2,,,0.9694513034135676,
ANXA5,0.963183735695584,,1.0,
ANXA6,1.0,,,
AOAH,,0.8026578073089702,0.7594079072678296,0.9526602429828236
AOC2,,,0.923335755153937,
AP1AR,0.9053446553446554,0.9805194805194803,,
AP1G2,0.9561472395696994,1.0,,
AP1S1,1.0,,1.0,
AP1S2,,1.0,1.0,
AP2A1,,,0.7241849060030878,
AP2B1,,1.0,,
AP3B2,,1.0,,
AP3D1,0.9293268401427794,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5B1,0.941149246233992,1.0,,
AP5Z1,,1.0,,
APAF1,1.0,,1.0,
APBA1,1.0,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,1.0,1.0,1.0,1.0
APC,1.0,,1.0,
APC2,1.0,,1.0,
APCDD1,0.867913599006036,0.9365045912991119,0.9104038818324534,
APEH,0.9438685142249871,,,
APLN,1.0,,1.0,
APLP1,,1.0,1.0,
APLP2,0.9053446553446554,0.9365045912991119,0.9555858154584268,
APMAP,,1.0,,
APOBEC3C,,1.0,1.0,1.0
APOBEC3F,,1.0,1.0,
APOC1,1.0,,,
APOD,,1.0,,
APOE,0.9574395703963811,1.0,0.9721753656179885,
APOL2,,1.0,1.0,1.0
APOL3,,1.0,1.0,1.0
APOL6,,1.0,1.0,1.0
APOLD1,1.0,1.0,,
APOM,1.0,,,
APOO,1.0,,1.0,
APOOL,1.0,1.0,1.0,
APP,,0.17466743782533256,,
APPL1,1.0,,,
APPL2,,1.0,,1.0
APRT,,1.0,,
AQP1,1.0,1.0,1.0,1.0
AQP3,,1.0,1.0,1.0
AQP4,1.0,,,
AR,0.6581073247739915,,,
ARAP1,1.0,,1.0,
ARAP2,1.0,,1.0,
ARF1,,0.9365045912991119,,
ARF4,,,1.0,
ARF6,,1.0,1.0,1.0
ARFGAP1,0.7150155780292767,0.8026578073089702,0.7200934658561777,
ARFGEF1,,,1.0,
ARFGEF2,0.9053446553446554,0.9539204756596061,,
ARFGEF3,1.0,1.0,,1.0
ARG2,1.0,1.0,,
ARGLU1,,1.0,,
ARHGAP10,1.0,,,
ARHGAP19,,,1.0,
ARHGAP20,,1.0,1.0,
ARHGAP21,,,1.0,
ARHGAP22,,,,1.0
ARHGAP23,1.0,,,
ARHGAP24,,1.0,,
ARHGAP27,,1.0,1.0,
ARHGAP30,,1.0,1.0,1.0
ARHGAP32,,1.0,1.0,
ARHGAP33,1.0,,1.0,
ARHGAP35,,1.0,,
ARHGAP36,0.8729611734419427,,0.9403113590195995,1.0
ARHGAP39,,,1.0,
ARHGAP44,0.9940536302934123,,,
ARHGAP5,1.0,1.0,1.0,
ARHGAP6,,1.0,,
ARHGAP9,,1.0,1.0,1.0
ARHGDIA,,1.0,,
ARHGDIB,,1.0,1.0,1.0
ARHGDIG,,,1.0,
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,1.0,
ARHGEF11,1.0,,,
ARHGEF16,1.0,1.0,,
ARHGEF2,1.0,1.0,,
ARHGEF25,1.0,,1.0,
ARHGEF26,,1.0,1.0,
ARHGEF28,0.7300468455846942,0.8915860259143842,,
ARHGEF3,1.0,1.0,1.0,
ARHGEF4,1.0,1.0,,
ARHGEF6,1.0,1.0,1.0,
ARHGEF9,,1.0,,
ARID1B,,,1.0,
ARID3A,1.0,,,
ARID4B,,1.0,,
ARID5B,,1.0,,
ARIH1,,,1.0,
ARL1,,0.8334587786642581,,
ARL10,1.0,,1.0,
ARL13B,,1.0,1.0,
ARL2,1.0,,,
ARL2BP,,,1.0,
ARL3,1.0,,,
ARL4A,1.0,1.0,,
ARL4C,1.0,,1.0,
ARL4D,1.0,,,
ARL6,,0.9099610067352002,,
ARL6IP5,1.0,,1.0,
ARMC6,1.0,,,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,1.0,1.0,,
ARMCX5,1.0,,,
ARMT1,,1.0,,
ARNT,1.0,,1.0,
ARNT2,,,,1.0
ARNTL,0.6581073247739915,,,
ARNTL2,,,1.0,
ARPC2,,,1.0,
ARPC3,,,1.0,
ARPC4,,1.0,,
ARPC5,,0.8788602701646179,0.8786066874302169,
ARPC5L,,1.0,,
ARPP19,1.0,,1.0,
ARPP21,,1.0,,
ARRB1,1.0,,1.0,
ARRDC1,0.9807946226762615,,,
ARRDC2,,1.0,1.0,
ARRDC3,,,0.942882338900038,
ARSD,1.0,,1.0,
ART3,1.0,1.0,,1.0
ARX,1.0,,,
ASAH1,0.9747450691723136,1.0,1.0,
ASAP1,1.0,,1.0,
ASAP2,1.0,1.0,,1.0
ASB3,,,0.950784699171796,
ASB4,1.0,,1.0,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASH1L,,,1.0,
ASH2L,1.0,,,
ASIC1,1.0,,1.0,
ASIC2,,1.0,1.0,
ASNA1,,1.0,,
ASPH,0.9940536302934123,1.0,1.0,1.0
ASPHD2,,,1.0,
ASPRV1,,,1.0,
ASPSCR1,,,1.0,
ASS1,,1.0,,
ASTN1,1.0,1.0,1.0,1.0
ASTN2,,1.0,1.0,
ASXL1,1.0,,,
ASXL2,,,1.0,
ASXL3,1.0,,1.0,
ATAD1,1.0,1.0,,
ATAD3A,,,1.0,
ATAT1,,1.0,1.0,
ATCAY,,1.0,,
ATE1,0.8729611734419427,,,
ATF2,,1.0,,
ATF3,1.0,1.0,1.0,1.0
ATF5,,1.0,,1.0
ATF6,1.0,,,
ATF7IP,,,1.0,
ATG12,0.23797630940488085,,0.20963247279036754,
ATG13,,,0.28450121307264165,
ATG14,,,0.28450121307264165,
ATG16L1,,0.17466743782533256,,
ATG16L2,,0.17466743782533256,0.20963247279036754,
ATG4A,0.33316683316683315,,0.20963247279036754,
ATG4B,,,0.20963247279036754,
ATG4C,,0.17466743782533256,,
ATG4D,,0.32116270825948245,,
ATG9A,,0.17466743782533256,,
ATG9B,0.6191596014604864,,0.5690024261452833,
ATIC,,,1.0,
ATL1,,1.0,,
ATL2,,1.0,,
ATL3,0.9574395703963811,,1.0,
ATMIN,1.0,,1.0,
ATN1,,1.0,1.0,
ATOH7,1.0,1.0,1.0,
ATOH8,1.0,,,
ATOX1,1.0,,,
ATP10A,,1.0,1.0,
ATP10B,1.0,1.0,1.0,
ATP11A,1.0,,1.0,
ATP11C,1.0,,1.0,
ATP12A,1.0,,1.0,
ATP13A2,,1.0,1.0,
ATP13A3,0.7890793417109206,0.8915860259143842,,
ATP13A4,,1.0,,
ATP1A2,,1.0,1.0,
ATP1A3,,,0.5690024261452833,
ATP1A4,,,,1.0
ATP1B1,,0.8026578073089702,,
ATP1B2,,,1.0,1.0
ATP1B3,1.0,,1.0,
ATP2A2,1.0,1.0,,
ATP2B2,1.0,1.0,1.0,
ATP2B3,,1.0,,
ATP2B4,,1.0,,
ATP6AP1,0.9293268401427794,1.0,,
ATP6AP2,0.7139289282146425,0.8026578073089702,0.7241849060030878,
ATP6V0A1,0.6581073247739915,0.7312348668280872,,
ATP6V0D1,0.9574395703963811,,1.0,
ATP6V0D2,1.0,,1.0,
ATP6V0E2,,1.0,,
ATP6V1A,0.5476715065756161,0.4620948671581583,,
ATP6V1B2,0.7300468455846942,,0.742289528653165,
ATP6V1C1,0.8729611734419427,,0.9104038818324534,
ATP6V1D,1.0,,,
ATP6V1E1,0.8000780581425743,,,
ATP6V1F,0.9940536302934123,,,
ATP6V1G2,,1.0,1.0,
ATP6V1H,,,1.0,
ATP7A,1.0,,1.0,
ATP8A1,1.0,,1.0,
ATP8B2,1.0,,,
ATP9A,,1.0,1.0,
ATP9B,1.0,,,
ATRN,,1.0,,
ATRNL1,1.0,,1.0,
ATRX,,,,1.0
ATXN1,0.9940536302934123,,,1.0
ATXN1L,,1.0,,
ATXN2,1.0,,1.0,
ATXN2L,,0.798479715772949,0.7096179682386579,
ATXN7L1,1.0,1.0,,
AUNIP,,,1.0,
AUTS2,,,1.0,
AVPI1,,1.0,1.0,
AVPR1B,1.0,,,
AXIN2,1.0,,1.0,
AZGP1,1.0,1.0,,
B2M,,1.0,1.0,1.0
B3GALNT1,,1.0,,
B3GALNT2,1.0,,,
B3GALT6,,1.0,,
B3GAT1,1.0,1.0,1.0,
B3GAT2,1.0,1.0,1.0,
B3GAT3,,,1.0,
B3GLCT,,,0.6849774429392264,0.9400254917496298
B3GNT2,,1.0,1.0,
B3GNT4,1.0,,1.0,
B3GNT9,1.0,,1.0,
B4GALNT4,1.0,,1.0,
B4GALT1,,1.0,1.0,
B4GALT4,,1.0,,
B4GALT5,,,1.0,
B4GALT6,0.9277206533304094,0.9742917632825889,,
B4GAT1,,1.0,,
BAALC,,1.0,,1.0
BABAM2,,,1.0,
BACE1,0.5811049415700579,,0.6476450378889403,
BACE2,,0.5340406719717065,0.527869720640805,
BAD,0.9940536302934123,,1.0,
BAG1,1.0,,1.0,
BAG4,,,1.0,
BAHCC1,1.0,,1.0,
BAHD1,1.0,,,
BAIAP3,1.0,1.0,,
BAK1,,0.909077720958909,0.8561625290597253,
BAMBI,1.0,,,
BAP1,1.0,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,1.0,
BATF3,,1.0,,1.0
BAZ1A,1.0,1.0,1.0,
BBOX1,1.0,,1.0,
BBS4,,,1.0,
BCAM,,1.0,1.0,
BCAN,,1.0,1.0,
BCAS2,0.7489797024680747,,,
BCAS4,0.6663336663336663,,0.7241849060030878,
BCAT1,1.0,,1.0,
BCAT2,,,1.0,
BCHE,1.0,1.0,,
BCKDHA,,,1.0,
BCL11A,1.0,,1.0,
BCL11B,1.0,1.0,,
BCL2,0.7300468455846942,0.8482728034297541,,
BCL2L1,0.7300468455846942,,0.8216713356573496,
BCL2L11,0.7300468455846942,0.8026578073089702,,
BCL2L13,,,,1.0
BCL2L2,,,1.0,
BCL6,1.0,1.0,1.0,1.0
BCL6B,1.0,1.0,,
BCL7A,,,1.0,
BCL9,,,1.0,
BCL9L,1.0,,,
BCLAF3,1.0,,1.0,
BCORL1,1.0,1.0,1.0,
BDKRB2,,1.0,,
BDNF,1.0,,1.0,
BECN1,,0.17466743782533256,,0.2524142524142524
BEND5,0.867913599006036,,0.9104038818324534,
BET1,,0.4424908424908425,,
BET1L,,0.4424908424908425,,
BEX1,1.0,1.0,1.0,
BEX2,1.0,1.0,1.0,
BEX3,0.8128812767988025,,0.9104038818324534,
BEX4,1.0,,1.0,
BEX5,,1.0,,
BGN,,,1.0,
BHLHB9,0.9951167253798834,,1.0,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,1.0
BICDL1,,1.0,,
BICRA,0.5857878385350913,,0.556765814830331,
BIRC7,1.0,1.0,,
BLCAP,1.0,1.0,1.0,
BLM,,1.0,1.0,
BLMH,,,1.0,
BLVRA,0.9940536302934123,,1.0,
BMP1,,1.0,,
BMP2,1.0,,1.0,1.0
BMP3,1.0,,1.0,
BMP6,1.0,,1.0,
BMP7,1.0,1.0,1.0,1.0
BMPR1B,,1.0,,1.0
BMT2,,0.8587815693078852,0.8479971641261964,
BNC2,,1.0,1.0,1.0
BNIP3,,0.8026578073089702,0.7594079072678296,
BNIP3L,,0.17466743782533256,0.20963247279036754,
BOC,1.0,1.0,1.0,
BOLA3,,,1.0,
BPTF,,1.0,,
BRAF,,1.0,,
BRAT1,0.867913599006036,,,
BRD1,,1.0,,
BRD7,,1.0,1.0,
BRF2,1.0,,,
BRI3,,0.8516969755907808,0.7594079072678296,
BRI3BP,1.0,,1.0,
BRICD5,,,1.0,
BRINP1,,1.0,1.0,
BRINP3,0.7150155780292767,,,
BRK1,1.0,,1.0,
BRMS1,,1.0,,
BRMS1L,1.0,,,
BRS3,1.0,,1.0,
BRSK1,,,1.0,
BRSK2,,,0.9104038818324534,
BRWD1,,0.9692410393344972,0.9499974861025189,
BRWD3,1.0,,1.0,
BSG,,,0.7457563712882862,
BSN,,,1.0,
BSPRY,,1.0,1.0,
BST2,0.8597853759144082,0.891754503999402,0.8746090704547678,1.0
BTAF1,,1.0,1.0,
BTBD11,,1.0,1.0,
BTBD3,1.0,1.0,1.0,
BTBD6,1.0,,,
BTG1,1.0,1.0,,
BTG2,1.0,1.0,1.0,1.0
BTG3,0.6994662795767769,0.798479715772949,,
BTN2A1,1.0,,,
BTN2A2,,1.0,,1.0
BTN3A1,,1.0,,1.0
BTN3A2,,1.0,1.0,1.0
BTNL9,1.0,,1.0,1.0
BUB3,1.0,1.0,1.0,
BUD23,,,1.0,
BUD31,,0.4424908424908425,,
BZW2,,1.0,1.0,
C10orf90,0.5811049415700579,0.4620948671581583,0.5048894767204627,
C11orf87,1.0,,1.0,
C12orf49,0.945724034777838,,1.0,
C12orf76,0.867913599006036,,,
C14orf119,,,0.9574560055329286,
C15orf39,,,1.0,
C16orf58,1.0,,,
C16orf89,,1.0,,
C17orf51,,1.0,,
C17orf75,0.8649523553369706,,,
C18orf21,,1.0,1.0,
C18orf25,,,1.0,
C19orf53,1.0,,,
C19orf54,,,0.9698424252327598,
C19orf57,1.0,,1.0,
C1GALT1,1.0,,,
C1QL1,1.0,1.0,,
C1QTNF1,,1.0,1.0,
C1QTNF3,1.0,,1.0,
C1R,1.0,1.0,,1.0
C1S,,1.0,1.0,1.0
C1orf115,,,0.7818514818514818,
C1orf216,0.4253193614895742,,,
C1orf52,,,0.5690024261452833,
C1orf61,1.0,,1.0,
C2,,1.0,1.0,
C20orf203,1.0,,,
C20orf27,1.0,,1.0,
C22orf39,,,1.0,
C2CD2,1.0,,1.0,
C2CD2L,,0.8761318681318682,0.8349279586392988,
C2CD4C,1.0,,1.0,
C2orf42,,1.0,,
C2orf68,1.0,1.0,,
C2orf76,1.0,,,
C2orf88,1.0,,,
C3,,1.0,,1.0
C3AR1,,1.0,1.0,
C3orf18,,,1.0,
C3orf58,1.0,1.0,1.0,1.0
C3orf70,1.0,,1.0,
C4orf19,1.0,1.0,,
C4orf3,,,1.0,
C5orf64,1.0,,,
C6orf106,1.0,,1.0,
C6orf120,,1.0,,
C6orf223,,1.0,1.0,
C6orf226,1.0,,1.0,
C6orf47,,,,1.0
C7orf26,,,1.0,
C7orf43,0.867913599006036,,,
C8orf34,,1.0,,
C8orf37,,1.0,,
C8orf82,0.9940536302934123,1.0,1.0,1.0
C9orf40,1.0,,1.0,
C9orf64,1.0,,,
C9orf72,0.5857878385350913,0.609553711594528,,
CA10,1.0,,1.0,1.0
CA12,1.0,,1.0,
CA14,1.0,,,
CA2,1.0,1.0,,
CA8,1.0,,1.0,
CA9,1.0,,1.0,
CAB39,,,1.0,
CAB39L,,1.0,,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,1.0,,1.0,
CABYR,,,1.0,
CACFD1,,1.0,,
CACHD1,1.0,1.0,1.0,
CACNA1A,1.0,1.0,1.0,
CACNA1B,,1.0,,
CACNA1C,,1.0,,1.0
CACNA1D,,1.0,1.0,
CACNA1E,,0.8761318681318682,0.8349279586392988,
CACNA1G,1.0,1.0,1.0,
CACNA2D1,1.0,1.0,1.0,
CACNA2D2,1.0,1.0,,1.0
CACNA2D3,,1.0,1.0,
CACNA2D4,1.0,1.0,,
CACNB1,,,1.0,
CACNB2,1.0,1.0,1.0,
CACNB4,,1.0,1.0,
CACNG2,,,1.0,
CACNG3,,,1.0,
CACNG4,1.0,1.0,,1.0
CACNG5,1.0,,,
CACNG7,1.0,,1.0,
CACNG8,1.0,1.0,1.0,1.0
CACTIN,1.0,1.0,,
CACUL1,1.0,,,
CACYBP,0.9951167253798834,,,
CAD,1.0,,1.0,
CADM1,1.0,1.0,1.0,
CADM2,1.0,,1.0,
CADM3,,1.0,1.0,
CADM4,,,1.0,
CADPS,,1.0,,
CADPS2,,1.0,,
CALB1,1.0,1.0,,
CALB2,1.0,,1.0,
CALCOCO2,0.4400316664467608,,0.30638592177053714,
CALCR,1.0,,,
CALHM2,,1.0,1.0,
CALHM5,1.0,,1.0,
CALN1,,,1.0,
CALU,,1.0,,
CALY,,1.0,1.0,
CAMK1D,,,1.0,
CAMK1G,,1.0,,
CAMK2A,1.0,1.0,1.0,
CAMK2B,,1.0,,
CAMK2D,,1.0,,
CAMK2G,,1.0,,
CAMK2N1,,,1.0,1.0
CAMK2N2,0.9940536302934123,,1.0,
CAMK4,,0.9896516040013797,,
CAMKK1,,0.9365045912991119,,1.0
CAMKV,1.0,1.0,,
CAMLG,,1.0,1.0,
CAMSAP3,,,1.0,
CAMTA1,,1.0,1.0,
CANX,,1.0,,
CAP1,,1.0,1.0,
CAP2,0.867913599006036,0.891754503999402,0.9433461275566538,
CAPG,,1.0,1.0,
CAPN1,,1.0,1.0,
CAPN15,,1.0,1.0,
CAPN2,0.9293268401427794,,1.0,
CAPN3,,,1.0,
CAPN5,,1.0,,
CAPNS1,,1.0,,
CAPRIN2,,1.0,1.0,
CAPZA1,,1.0,1.0,
CAPZA2,,1.0,1.0,
CARD10,,,1.0,
CARD19,1.0,,,
CARD8,,1.0,1.0,
CARMIL2,,1.0,1.0,
CARMIL3,0.9940536302934123,,1.0,
CARTPT,1.0,,1.0,1.0
CASC10,1.0,,1.0,
CASC3,,1.0,,
CASC4,,,1.0,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,1.0,1.0
CASKIN2,,,1.0,
CASP1,,1.0,1.0,1.0
CASP10,,1.0,1.0,
CASP7,,1.0,,
CASQ2,,,,1.0
CAST,,,0.7241849060030878,
CAV1,0.6853717710860568,,,
CAV2,,0.9977734683617037,0.9851985470360028,
CAVIN3,1.0,,,
CBFA2T2,,1.0,,
CBFA2T3,1.0,,,
CBLB,1.0,1.0,1.0,
CBLN1,1.0,1.0,1.0,
CBLN2,1.0,,1.0,
CBLN4,1.0,,1.0,
CBR1,0.9951167253798834,1.0,,
CBR4,,,1.0,
CBS,1.0,,,
CBX4,1.0,,,
CBX5,1.0,1.0,1.0,
CBX7,,1.0,,
