,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ADSS,0.3763041366347151,0.4757966048288629,,
ADTRP,,1.0,,
AEBP1,,,1.0,
AFAP1L2,,1.0,,
AFDN,,1.0,1.0,
AFF1,,1.0,,
AFF2,1.0,1.0,1.0,
AFF3,1.0,,1.0,
AFF4,,,1.0,
AFG3L2,0.3156317366843683,,,
AGA,1.0,,1.0,
AGAP1,,1.0,1.0,
AGAP2,1.0,1.0,1.0,
AGAP3,,1.0,,
AGBL5,0.7123869650867491,,,
AGFG1,1.0,,,
AGFG2,1.0,1.0,1.0,
AGMAT,,0.5367492468084184,0.5293883331858015,
AGO3,,,1.0,
AGPAT3,,,0.5141476170887936,
AGPAT5,0.38962231086336097,,,
AGPS,0.3763041366347151,,,
AGRN,1.0,,1.0,
AGTR2,1.0,,,
AGTRAP,,0.4436739730857378,,
AHDC1,,,1.0,
AHI1,1.0,1.0,1.0,
AHNAK,1.0,,,
AHNAK2,,1.0,,
AHRR,0.5315482238559162,,0.5809730241707801,
AIF1,,1.0,1.0,
AIF1L,,1.0,,
AIFM1,0.3356531528173319,,0.4155310338516445,
AIFM2,0.3156317366843683,,0.3833028895790402,
AIG1,1.0,,,
AIP,0.8491216954251974,,,
AJAP1,1.0,,1.0,1.0
AK1,,,1.0,
AK5,,1.0,,
AKAP1,1.0,,,
AKAP11,,1.0,,
AKAP12,,,1.0,
AKAP13,1.0,,1.0,
AKAP17A,1.0,1.0,,
AKAP5,1.0,,1.0,
AKAP8,1.0,,,
AKAP8L,,1.0,1.0,
AKAP9,,1.0,1.0,
AKIRIN1,,,0.9931222962059966,
AKIRIN2,,1.0,,
AKNA,,1.0,1.0,
AKR1B1,0.6083561046796341,0.676923076923077,0.6898990155341195,
AKR1C1,1.0,1.0,,
AKR1C2,0.34840976017446607,0.4436739730857378,,
AKR7A2,0.6432238281949265,,0.6980545227967908,
AKT2,1.0,,,
AKT3,,1.0,1.0,
AKTIP,1.0,,,
ALAS1,0.343128632165177,,,
ALCAM,,1.0,1.0,
ALDH18A1,,0.5276564439744356,,
ALDH1A2,0.4851944172332522,,,
ALDH1A3,0.4726982419290111,,0.5397546378854791,
ALDH1B1,0.3188199360448164,,,
ALDH2,0.3862803862803863,0.483214587610192,,0.7193806193806194
ALDH5A1,0.3188199360448164,0.4436739730857378,,
ALDH6A1,0.3188199360448164,0.4436739730857378,,
ALDH7A1,,0.5171970886256602,,
ALDOA,,0.4436739730857378,0.3833028895790402,
ALDOC,,1.0,0.9957542457542458,
ALG13,1.0,,1.0,
ALG3,0.5027975073706781,,,
ALKBH2,,,1.0,
ALKBH4,1.0,,,
ALKBH5,,0.483214587610192,0.462788639931497,
ALMS1,,1.0,,
ALOX5AP,,1.0,1.0,1.0
ALOXE3,1.0,,1.0,
ALPK1,,1.0,,1.0
ALPL,,0.7237768427359507,,
ALS2CL,1.0,1.0,,
ALYREF,1.0,1.0,,1.0
AMD1,0.8663611722885146,,,
AMER2,,1.0,1.0,
AMER3,,1.0,,
AMFR,,,1.0,
AMIGO2,1.0,,,
AMMECR1,1.0,,1.0,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.4726982419290111,,0.5172749328593484,
AMPD2,,0.6191569624405445,,
AMPH,,1.0,1.0,
AMT,0.3188199360448164,,,
AMZ1,,1.0,,
ANAPC13,,,1.0,
ANAPC16,1.0,,1.0,
ANAPC2,1.0,,1.0,
ANAPC4,1.0,,,
ANAPC5,1.0,,1.0,
ANAPC7,,,1.0,
ANGPT1,1.0,1.0,,
ANGPTL2,,1.0,1.0,
ANK1,1.0,,,
ANK2,,1.0,,
ANK3,,,1.0,
ANKDD1A,,1.0,1.0,
ANKHD1,,,1.0,
ANKMY2,,1.0,1.0,
ANKRA2,,,1.0,
ANKRD10,1.0,,1.0,
ANKRD27,,1.0,1.0,
ANKRD29,0.8663611722885146,,1.0,
ANKRD33B,1.0,,1.0,
ANKRD36,,1.0,1.0,
ANKRD36B,1.0,,,
ANKRD37,1.0,1.0,1.0,1.0
ANKRD44,,1.0,1.0,
ANKRD46,0.6595497262918077,0.7297837297837297,,
ANKRD49,,0.5681132426895139,,
ANKRD50,1.0,,1.0,
ANKRD55,,,1.0,
ANKRD6,,1.0,,
ANKRD9,,0.4436739730857378,0.3833028895790402,
ANKS1A,1.0,,1.0,
ANKS1B,1.0,1.0,1.0,
ANKS3,,1.0,,
ANKZF1,0.7950189345538183,0.8666850016142725,0.9339233519029626,
ANLN,,1.0,1.0,
ANO3,1.0,1.0,,
ANO6,,,1.0,
ANO8,,,0.3833028895790402,
ANOS1,1.0,1.0,,
ANP32B,,0.7526080674452206,0.8472819427093782,
ANP32E,,0.7504152437646996,,
ANTXR1,,,0.843556044355245,
ANTXR2,,,1.0,
ANXA1,,0.9387918970382435,1.0,
ANXA11,0.49922475001339356,0.5589977398488037,0.6205232849706884,
ANXA2,,,1.0,
ANXA5,1.0,,1.0,
ANXA6,1.0,,,
AOAH,,1.0,1.0,1.0
AOC2,,,0.4563067999961204,
AP1AR,1.0,1.0,,
AP1G2,1.0,1.0,,
AP1S1,1.0,,1.0,
AP1S2,,1.0,1.0,
AP2A1,,,1.0,
AP2B1,,1.0,,
AP3B2,,1.0,,
AP3D1,0.6296693736885125,0.6387420111269483,,
AP3S1,0.8052370590134941,,0.9119111730275401,
AP4E1,,1.0,,
AP5B1,1.0,1.0,,
AP5Z1,,1.0,,
APAF1,1.0,,1.0,
APBA1,1.0,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,1.0,1.0,1.0,1.0
APC,1.0,,1.0,
APC2,1.0,,1.0,
APCDD1,1.0,1.0,1.0,
APEH,0.4437936580793723,,,
APLN,1.0,,1.0,
APLP1,,1.0,1.0,
APLP2,1.0,1.0,1.0,
APMAP,,0.5350527023996412,,
APOBEC3C,,1.0,1.0,1.0
APOBEC3F,,1.0,1.0,
APOC1,1.0,,,
APOD,,0.5708355725219132,,
APOE,1.0,1.0,1.0,
APOL2,,0.9413236866653015,0.9339233519029626,1.0
APOL3,,1.0,1.0,1.0
APOL6,,1.0,1.0,1.0
APOLD1,0.9178149674017443,0.9472141095719172,,
APOM,0.44507019697859396,,,
APOO,0.3156317366843683,,0.3833028895790402,
APOOL,0.3156317366843683,0.4436739730857378,0.3833028895790402,
APP,,0.483214587610192,,
APPL1,1.0,,,
APPL2,,1.0,,1.0
APRT,,0.49320452846901214,,
AQP1,1.0,1.0,1.0,1.0
AQP3,,1.0,1.0,1.0
AQP4,1.0,,,
AR,1.0,,,
ARAP1,1.0,,1.0,
ARAP2,1.0,,1.0,
ARF1,,1.0,,
ARF4,,,1.0,
ARF6,,1.0,1.0,1.0
ARFGAP1,1.0,1.0,1.0,
ARFGEF1,,,1.0,
ARFGEF2,1.0,1.0,,
ARFGEF3,1.0,1.0,,1.0
ARG2,0.3188199360448164,0.44536415964987397,,
ARGLU1,,1.0,,
ARHGAP10,1.0,,,
ARHGAP19,,,1.0,
ARHGAP20,,1.0,1.0,
ARHGAP21,,,1.0,
ARHGAP22,,,,1.0
ARHGAP23,0.8663611722885146,,,
ARHGAP24,,1.0,,
ARHGAP27,,1.0,1.0,
ARHGAP30,,0.8932195464110357,0.9240301326363065,1.0
ARHGAP32,,1.0,1.0,
ARHGAP33,1.0,,1.0,
ARHGAP35,,1.0,,
ARHGAP36,0.3156317366843683,,0.3833028895790402,0.5790679908326968
ARHGAP39,,,1.0,
ARHGAP44,1.0,,,
ARHGAP5,1.0,1.0,1.0,
ARHGAP6,,1.0,,
ARHGAP9,,1.0,1.0,1.0
ARHGDIA,,1.0,,
ARHGDIB,,1.0,1.0,1.0
ARHGDIG,,,1.0,
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,1.0,
ARHGEF11,1.0,,,
ARHGEF16,1.0,1.0,,
ARHGEF2,1.0,1.0,,
ARHGEF25,1.0,,1.0,
ARHGEF26,,0.5350527023996412,0.5141476170887936,
ARHGEF28,1.0,1.0,,
ARHGEF3,1.0,1.0,1.0,
ARHGEF4,0.5349439293101266,0.612909612909613,,
ARHGEF6,1.0,1.0,1.0,
ARHGEF9,,1.0,,
ARID1B,,,1.0,
ARID3A,1.0,,,
ARID4B,,1.0,,
ARID5B,,1.0,,
ARIH1,,,0.9779729199372057,
ARL1,,1.0,,
ARL10,1.0,,1.0,
ARL13B,,1.0,1.0,
ARL2,1.0,,,
ARL2BP,,,1.0,
ARL3,1.0,,,
ARL4A,1.0,1.0,,
ARL4C,1.0,,1.0,
ARL4D,1.0,,,
ARL6,,1.0,,
ARL6IP5,0.3366494133044656,,0.3954768635619699,
ARMC6,0.3805204947336927,,,
ARMCX2,1.0,,1.0,
ARMCX3,0.4806884657630926,,0.520904932388186,
ARMCX4,1.0,1.0,,
ARMCX5,1.0,,,
ARMT1,,0.6109272942346266,,
ARNT,1.0,,1.0,
ARNT2,,,,1.0
ARNTL,1.0,,,
ARNTL2,,,0.91159268082345,
ARPC2,,,1.0,
ARPC3,,,1.0,
ARPC4,,1.0,,
ARPC5,,1.0,1.0,
ARPC5L,,1.0,,
ARPP19,1.0,,1.0,
ARPP21,,1.0,,
ARRB1,0.3188199360448164,,0.3833028895790402,
ARRDC1,1.0,,,
ARRDC2,,1.0,1.0,
ARRDC3,,,1.0,
ARSD,0.8857131515598875,,1.0,
ART3,0.3188199360448164,0.4436739730857378,,0.6057942057942057
ARX,1.0,,,
ASAH1,0.8362092453001544,0.8543140028288544,0.9074747940334212,
ASAP1,1.0,,1.0,
ASAP2,1.0,1.0,,1.0
ASB3,,,0.49873111451156044,
ASB4,0.3862803862803863,,0.43684702394379815,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASH1L,,,1.0,
ASH2L,0.3156317366843683,,,
ASIC1,1.0,,1.0,
ASIC2,,1.0,1.0,
ASNA1,,0.483214587610192,,
ASPH,0.3763041366347151,0.4922852083977404,0.44603530065219654,0.7482279625136768
ASPHD2,,,0.8657044709676289,
ASPRV1,,,1.0,
ASPSCR1,,,1.0,
ASS1,,0.483214587610192,,
ASTN1,1.0,1.0,1.0,1.0
ASTN2,,0.7203662084465097,0.7206116252168884,
ASXL1,1.0,,,
ASXL2,,,1.0,
ASXL3,1.0,,1.0,
ATAD1,0.3156317366843683,0.4436739730857378,,
ATAD3A,,,0.44603530065219654,
ATAT1,,1.0,1.0,
ATCAY,,0.5480391168464562,,
ATE1,0.3188199360448164,,,
ATF2,,1.0,,
ATF3,1.0,1.0,1.0,1.0
ATF5,,0.5276564439744356,,0.7482279625136768
ATF6,0.3789993075707362,,,
ATF7IP,,,1.0,
ATG12,1.0,,1.0,
ATG13,,,1.0,
ATG14,,,1.0,
ATG16L1,,1.0,,
ATG16L2,,1.0,1.0,
ATG4A,1.0,,1.0,
ATG4B,,,1.0,
ATG4C,,0.5374888764719273,,
ATG4D,,0.5122796666420828,,
ATG9A,,1.0,,
ATG9B,1.0,,1.0,
ATIC,,,0.43684702394379815,
ATL1,,1.0,,
ATL2,,0.5122796666420828,,
ATL3,0.42575071986836693,,0.49526130611944974,
ATMIN,1.0,,1.0,
ATN1,,1.0,1.0,
ATOH7,1.0,1.0,1.0,
ATOH8,0.6921034766338634,,,
ATOX1,1.0,,,
ATP10A,,1.0,1.0,
ATP10B,1.0,1.0,1.0,
ATP11A,1.0,,1.0,
ATP11C,0.3188199360448164,,0.3833028895790402,
ATP12A,0.3356531528173319,,0.3833028895790402,
ATP13A2,,0.5334832182431347,0.5103033405862025,
ATP13A3,1.0,1.0,,
ATP13A4,,1.0,,
ATP1A2,,1.0,1.0,
ATP1A3,,,1.0,
ATP1A4,,,,1.0
ATP1B1,,0.4436739730857378,,
ATP1B2,,,0.9514382075689977,1.0
ATP1B3,0.31730174587317445,,0.3833028895790402,
ATP2A2,0.5545386703842097,0.6435116130406989,,
ATP2B2,1.0,1.0,1.0,
ATP2B3,,0.7551490425741922,,
ATP2B4,,0.7223497895139686,,
ATP6AP1,0.5647637513603347,0.6234800702256325,,
ATP6AP2,0.3763041366347151,0.4922852083977404,0.4315684315684316,
ATP6V0A1,0.3596086453229311,0.4772685508471462,,
ATP6V0D1,0.31730174587317445,,0.3833028895790402,
ATP6V0D2,0.3156317366843683,,0.3833028895790402,
ATP6V0E2,,0.880466472303207,,
ATP6V1A,0.4851944172332522,0.5448581269476792,,
ATP6V1B2,0.42730816277910466,,0.4254586322768141,
ATP6V1C1,0.4118618688155112,,0.41627730938894836,
ATP6V1D,0.34840976017446607,,,
ATP6V1E1,0.37130038636062734,,,
ATP6V1F,0.37346134691267435,,,
ATP6V1G2,,1.0,1.0,
ATP6V1H,,,0.3833028895790402,
ATP7A,1.0,,1.0,
ATP8A1,1.0,,1.0,
ATP8B2,0.8362092453001544,,,
ATP9A,,0.5043094160741219,0.497014250913731,
ATP9B,1.0,,,
ATRN,,1.0,,
ATRNL1,1.0,,1.0,
ATRX,,,,1.0
ATXN1,0.5816519808817627,,,0.9100198047566468
ATXN1L,,1.0,,
ATXN2,1.0,,1.0,
ATXN2L,,1.0,1.0,
ATXN7L1,1.0,1.0,,
AUNIP,,,1.0,
AUTS2,,,1.0,
AVPI1,,1.0,1.0,
AVPR1B,1.0,,,
AXIN2,1.0,,1.0,
AZGP1,0.652673067251655,0.6435116130406989,,
B2M,,1.0,1.0,1.0
B3GALNT1,,0.5043094160741219,,
B3GALNT2,0.403147081229273,,,
B3GALT6,,0.4436739730857378,,
B3GAT1,1.0,1.0,1.0,
B3GAT2,0.7356550031709268,0.8543140028288544,0.8412578412578413,
B3GAT3,,,0.6801409117198591,
B3GLCT,,,0.6358583944790842,0.9100198047566468
B3GNT2,,0.44536415964987397,0.39697843684554646,
B3GNT4,0.3156317366843683,,0.3833028895790402,
B3GNT9,0.7489254443035955,,0.79578720459868,
B4GALNT4,1.0,,1.0,
B4GALT1,,0.9136875782445404,0.9607997762813244,
B4GALT4,,1.0,,
B4GALT5,,,1.0,
B4GALT6,1.0,1.0,,
B4GAT1,,1.0,,
BAALC,,1.0,,1.0
BABAM2,,,1.0,
BACE1,0.42575071986836693,,0.520904932388186,
BACE2,,0.9860090059491855,0.9514382075689977,
BAD,1.0,,1.0,
BAG1,1.0,,1.0,
BAG4,,,1.0,
BAHCC1,1.0,,1.0,
BAHD1,1.0,,,
BAIAP3,1.0,1.0,,
BAK1,,1.0,1.0,
BAMBI,1.0,,,
BAP1,1.0,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,1.0,
BATF3,,0.5350527023996412,,0.7482279625136768
BAZ1A,1.0,1.0,1.0,
BBOX1,1.0,,1.0,
BBS4,,,0.6685778507207079,
BCAM,,0.6115998804820557,0.626128165097782,
BCAN,,1.0,1.0,
BCAS2,0.47753912753912753,,,
BCAS4,1.0,,1.0,
BCAT1,0.41645854145854144,,0.45957888265580576,
BCAT2,,,0.3833028895790402,
BCHE,1.0,1.0,,
BCKDHA,,,0.3833028895790402,
BCL11A,1.0,,1.0,
BCL11B,1.0,1.0,,
BCL2,1.0,1.0,,
BCL2L1,1.0,,1.0,
BCL2L11,1.0,1.0,,
BCL2L13,,,,0.7482279625136768
BCL2L2,,,1.0,
BCL6,1.0,1.0,1.0,1.0
BCL6B,1.0,1.0,,
BCL7A,,,1.0,
BCL9,,,1.0,
BCL9L,1.0,,,
BCLAF3,0.44507019697859396,,0.4563067999961204,
BCORL1,1.0,1.0,1.0,
BDKRB2,,1.0,,
BDNF,1.0,,1.0,
BECN1,,1.0,,1.0
BEND5,0.5530299659854315,,0.6321433405304373,
BET1,,1.0,,
BET1L,,1.0,,
BEX1,1.0,1.0,1.0,
BEX2,1.0,1.0,1.0,
BEX3,1.0,,1.0,
BEX4,1.0,,1.0,
BEX5,,1.0,,
BGN,,,1.0,
BHLHB9,0.324321696003112,,0.3833028895790402,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,1.0
BICDL1,,1.0,,
BICRA,1.0,,1.0,
BIRC7,1.0,1.0,,
BLCAP,0.5091421931184542,0.5752380952380953,0.5841016525374068,
BLM,,1.0,1.0,
BLMH,,,0.6176871257085161,
BLVRA,0.3690463382771076,,0.3994766295651252,
BMP1,,1.0,,
BMP2,1.0,,1.0,1.0
BMP3,1.0,,1.0,
BMP6,1.0,,1.0,
BMP7,1.0,1.0,1.0,1.0
BMPR1B,,1.0,,1.0
BMT2,,1.0,1.0,
BNC2,,0.5901080974490436,0.5809730241707801,0.8570989450110329
BNIP3,,1.0,1.0,
BNIP3L,,1.0,1.0,
BOC,1.0,1.0,1.0,
BOLA3,,,0.3833028895790402,
BPTF,,0.483214587610192,,
BRAF,,1.0,,
BRAT1,0.8965103797506032,,,
BRD1,,1.0,,
BRD7,,1.0,1.0,
BRF2,0.9523344104047441,,,
BRI3,,0.6115998804820557,0.6394983019508936,
BRI3BP,0.38410211342542167,,0.4187751500835613,
BRICD5,,,1.0,
BRINP1,,1.0,1.0,
BRINP3,1.0,,,
BRK1,0.403147081229273,,0.5038346269115499,
BRMS1,,1.0,,
BRMS1L,1.0,,,
BRS3,1.0,,1.0,
BRSK1,,,1.0,
BRSK2,,,1.0,
BRWD1,,0.44536415964987397,0.4221630903658553,
BRWD3,1.0,,1.0,
BSG,,,0.5397546378854791,
BSN,,,1.0,
BSPRY,,0.6325793694214746,0.6839994118031502,
BST2,1.0,1.0,1.0,1.0
BTAF1,,1.0,1.0,
BTBD11,,1.0,1.0,
BTBD3,1.0,1.0,1.0,
BTBD6,0.8663611722885146,,,
BTG1,1.0,1.0,,
BTG2,0.9230860882237029,0.996264173202543,1.0,1.0
BTG3,1.0,1.0,,
BTN2A1,0.5332556961452145,,,
BTN2A2,,0.7218131868131867,,0.979961215255333
BTN3A1,,0.8880479861290096,,1.0
BTN3A2,,0.5374888764719273,0.5657038613560352,0.7482279625136768
BTNL9,1.0,,1.0,1.0
BUB3,1.0,1.0,1.0,
BUD23,,,1.0,
BUD31,,0.6115998804820557,,
BZW2,,0.4436739730857378,0.3833028895790402,
C10orf90,1.0,1.0,1.0,
C11orf87,1.0,,1.0,
C12orf49,0.5582082824826888,,0.6321433405304373,
C12orf76,1.0,,,
C14orf119,,,1.0,
C15orf39,,,1.0,
C16orf58,1.0,,,
C16orf89,,0.9398340248962654,,
C17orf51,,0.4772685508471462,,
C17orf75,0.3156317366843683,,,
C18orf21,,1.0,1.0,
C18orf25,,,1.0,
C19orf53,0.3156317366843683,,,
C19orf54,,,1.0,
C19orf57,1.0,,1.0,
C1GALT1,1.0,,,
C1QL1,1.0,1.0,,
C1QTNF1,,0.8035095535095536,0.8995138832459407,
C1QTNF3,1.0,,1.0,
C1R,1.0,1.0,,1.0
C1S,,1.0,1.0,1.0
C1orf115,,,0.4221630903658553,
C1orf216,0.3422946916097601,,,
C1orf52,,,0.8643497265198145,
C1orf61,1.0,,1.0,
C2,,1.0,1.0,
C20orf203,1.0,,,
C20orf27,1.0,,1.0,
C22orf39,,,1.0,
C2CD2,1.0,,1.0,
C2CD2L,,1.0,1.0,
C2CD4C,1.0,,1.0,
C2orf42,,0.4757966048288629,,
C2orf68,0.5961487750827853,0.7141466128807901,,
C2orf76,0.3188199360448164,,,
C2orf88,0.7975812066721158,,,
C3,,1.0,,1.0
C3AR1,,0.4436739730857378,0.3833028895790402,
C3orf18,,,1.0,
C3orf58,0.7693749549419653,0.7806399857384793,0.8334683425226685,1.0
C3orf70,0.5816519808817627,,0.6670124134238967,
C4orf19,0.793254364682936,0.8543140028288544,,
C4orf3,,,1.0,
C5orf64,0.3156317366843683,,,
C6orf106,0.857912658493491,,0.9466036705524822,
C6orf120,,0.7640411536515432,,
C6orf223,,0.483214587610192,0.40664309512477054,
C6orf226,0.8663611722885146,,0.9251597283313701,
C6orf47,,,,1.0
C7orf26,,,0.41062030752752404,
C7orf43,1.0,,,
C8orf34,,1.0,,
C8orf37,,0.4436739730857378,,
C8orf82,0.3188199360448164,0.4436739730857378,0.3833028895790402,0.5790679908326968
C9orf40,0.22211122211122214,,0.3833028895790402,
C9orf64,0.8663611722885146,,,
C9orf72,0.9523344104047441,1.0,,
CA10,0.3156317366843683,,0.3833028895790402,0.3786213786213786
CA12,1.0,,1.0,
CA14,0.3862803862803863,,,
CA2,0.5144487865076101,0.577879831611175,,
CA8,1.0,,1.0,
CA9,0.3356531528173319,,0.39697843684554646,
CAB39,,,0.3833028895790402,
CAB39L,,0.486508256141764,,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,1.0,,1.0,
CABYR,,,1.0,
CACFD1,,1.0,,
CACHD1,0.708250534714743,0.7640411536515432,0.7849741499376535,
CACNA1A,1.0,1.0,1.0,
CACNA1B,,1.0,,
CACNA1C,,1.0,,1.0
CACNA1D,,1.0,1.0,
CACNA1E,,1.0,1.0,
CACNA1G,1.0,1.0,1.0,
CACNA2D1,0.4385496625182283,0.48566068078263197,0.4690281680935887,
CACNA2D2,0.42730816277910466,0.5374888764719273,,0.7912761395907464
CACNA2D3,,1.0,1.0,
CACNA2D4,1.0,1.0,,
CACNB1,,,1.0,
CACNB2,1.0,1.0,1.0,
CACNB4,,1.0,1.0,
CACNG2,,,1.0,
CACNG3,,,1.0,
CACNG4,0.3188199360448164,0.4436739730857378,,0.5790679908326968
CACNG5,0.44507019697859396,,,
CACNG7,1.0,,1.0,
CACNG8,1.0,1.0,1.0,1.0
CACTIN,1.0,1.0,,
CACUL1,1.0,,,
CACYBP,1.0,,,
CAD,0.8170758170758171,,0.9436348775191751,
CADM1,1.0,1.0,1.0,
CADM2,1.0,,1.0,
CADM3,,1.0,1.0,
CADM4,,,1.0,
CADPS,,1.0,,
CADPS2,,1.0,,
CALB1,1.0,1.0,,
CALB2,1.0,,1.0,
CALCOCO2,0.8052370590134941,,0.9504102454922128,
CALCR,1.0,,,
CALHM2,,1.0,1.0,
CALHM5,0.3644012237762238,,0.40620003226235524,
CALN1,,,1.0,
CALU,,0.8015776548507925,,
CALY,,1.0,1.0,
CAMK1D,,,1.0,
CAMK1G,,1.0,,
CAMK2A,1.0,1.0,1.0,
CAMK2B,,1.0,,
CAMK2D,,1.0,,
CAMK2G,,1.0,,
CAMK2N1,,,1.0,1.0
