,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
COL11A1,1.0,1.0,1.0,
COL11A2,,,1.0,
COL12A1,,1.0,1.0,
COL16A1,,,1.0,
COL1A1,1.0,1.0,1.0,
COL21A1,1.0,,1.0,
COL23A1,,1.0,,
COL27A1,,1.0,,
COL4A3BP,1.0,,,
COL4A6,1.0,,,
COL5A1,,1.0,,
COL5A3,,1.0,,
COL6A2,,,1.0,
COL9A3,,,1.0,
COLGALT2,1.0,,1.0,
COMMD4,,1.0,,
COPG2,1.0,,,
CORO1A,,1.0,1.0,
COTL1,1.0,1.0,1.0,
COX17,1.0,,,
COX7A2L,1.0,,,
CPD,,1.0,,
CPE,,0.9897245611531326,,1.0
CPLX1,,,1.0,
CPNE4,,,,1.0
CPNE8,,1.0,1.0,
CPS1,1.0,,1.0,
CPXM2,,1.0,,
CRB1,1.0,,1.0,
CREBL2,,,1.0,
CRELD2,,,1.0,
CREM,,,1.0,
CRH,,1.0,1.0,
CRIM1,,1.0,,
CRISPLD1,0.6903973219762694,0.9897245611531326,,
CRLF1,,1.0,1.0,
CRTAM,,1.0,1.0,
CRTC3,,1.0,,
CRY2,,1.0,,
CRYBG1,,1.0,1.0,1.0
CRYM,,,1.0,
CRYZ,1.0,,1.0,
CSAD,0.730176073926074,,0.8790084915084916,
CSDC2,,1.0,,
CSF1,,1.0,,1.0
CSGALNACT1,1.0,,,
CSK,,1.0,,
CSMD1,1.0,,1.0,1.0
CSMD2,1.0,1.0,1.0,
CSMD3,1.0,1.0,1.0,
CSPG5,,1.0,1.0,
CSRP2,,,1.0,
CTDSP1,,1.0,,
CTDSP2,,1.0,,
CTDSPL2,0.7928781744571218,,,
CTGF,1.0,,1.0,1.0
CTNNA2,1.0,1.0,1.0,
CTNNB1,,1.0,,
CTSA,,0.7831733483907398,,
CTSB,0.491908091908092,,0.6885745833114254,
CTSC,0.3513629227914942,0.3464035964035964,,0.2917082917082917
CTSK,,,1.0,
CTSO,,0.9897245611531326,,
CTSS,,1.0,1.0,1.0
CTSZ,,1.0,1.0,
CTTNBP2,,,1.0,
CUL7,,,1.0,
CUX2,1.0,,1.0,
CUZD1,1.0,,,
CWC25,,,1.0,
CXADR,,,1.0,
CXCL10,,1.0,1.0,1.0
CXCL12,,1.0,1.0,
CXCL14,1.0,,1.0,
CXCL8,,1.0,1.0,
CXCL9,,1.0,1.0,1.0
CXCR4,,1.0,1.0,
CXXC4,,1.0,,
CXorf56,1.0,,1.0,
CYBA,,0.9897245611531326,,
CYBRD1,,,1.0,
CYP26B1,1.0,,1.0,
CYP27A1,1.0,,1.0,
CYP46A1,1.0,,,
CYP4V2,1.0,,1.0,
CYSTM1,1.0,,1.0,
CYTH4,,1.0,1.0,1.0
D2HGDH,1.0,,,
DAB1,,,1.0,
DACH1,1.0,,1.0,
DACH2,1.0,,1.0,
DACT1,,,0.6733854380913203,
DACT2,,1.0,,1.0
DACT3,,,,1.0
DAPP1,,1.0,1.0,
DCAF4,1.0,,,
DCBLD2,,1.0,1.0,
DCC,,,1.0,
DCLK1,,1.0,,
DCN,,0.3464035964035964,,
DCUN1D3,,,1.0,
DCX,,1.0,,
DDAH1,,1.0,,
DDAH2,1.0,,,
DDB2,1.0,1.0,,
DDIT3,1.0,,1.0,
DDIT4,,1.0,,
DDIT4L,0.9991883116883118,1.0,,
DDR2,1.0,,,
DDX11,1.0,,,
DDX23,,1.0,,
DDX25,,1.0,,
DDX27,1.0,,,
DDX3X,1.0,,1.0,
DDX3Y,,1.0,1.0,1.0
DDX58,,0.4156843156843157,,
DEAF1,,1.0,,
DENND1A,1.0,,,
DENND1B,,,0.8790084915084916,
DENND1C,,1.0,1.0,
DEPP1,1.0,1.0,1.0,1.0
DEPTOR,,,1.0,
DERL3,,,0.926049853760697,
DES,,1.0,,
DGKA,,1.0,,
DGKG,1.0,1.0,1.0,
DHCR7,,1.0,1.0,
DHFR,,1.0,1.0,
DHRS1,1.0,,1.0,
DHRS7,1.0,,1.0,
DIAPH1,,1.0,,
DIAPH2,1.0,,1.0,
DIO3,1.0,,,
DIRAS2,,1.0,,
DIRAS3,,,1.0,
DIXDC1,0.6903973219762694,,,
DKK1,1.0,,,
DKK3,,1.0,,
DLG1,1.0,,1.0,
DLGAP3,0.6903973219762694,,0.8295327860545253,
DLK1,,1.0,,
DLK2,,,1.0,
DLL1,,,1.0,
DLX1,1.0,,1.0,
DLX2,1.0,1.0,1.0,
DMD,1.0,,1.0,
DMTN,1.0,1.0,,
DNAH12,,,0.8295327860545253,
DNAJB1,,1.0,,
DNAJB9,,1.0,,
DNAJC10,,1.0,,
DNAJC12,1.0,,1.0,
DNAJC3,,1.0,,
DNAJC6,,1.0,1.0,
DNER,,1.0,,
DNHD1,1.0,,1.0,
DNM1,1.0,1.0,1.0,
DNM3,1.0,,1.0,
DNMBP,1.0,,,
DNMT3A,1.0,,1.0,
DOCK10,1.0,1.0,1.0,1.0
DOCK11,1.0,,1.0,
DOCK8,,1.0,1.0,1.0
DOCK9,1.0,,,
DOK3,1.0,,,
DOK5,1.0,1.0,1.0,
DOK6,,1.0,,
DONSON,,,1.0,
DPF1,,,1.0,
DPH3,1.0,,,
DPP10,,1.0,1.0,
DPP3,,1.0,1.0,
DPP6,1.0,,1.0,1.0
DPY19L1,,1.0,,1.0
DPY19L2,1.0,,1.0,
DPYD,,1.0,,
DPYSL2,,1.0,,1.0
DRAM1,,1.0,1.0,
DRP2,1.0,,1.0,
DSCAM,1.0,,1.0,
DSCAML1,,,1.0,
DSEL,1.0,,1.0,
DSP,,1.0,,
DSTN,1.0,1.0,,
DTD1,1.0,,,
DTX3L,,1.0,1.0,1.0
DUSP10,,,1.0,
DUSP16,,1.0,1.0,
DUSP2,,1.0,,
DUSP22,1.0,,1.0,
DUSP3,,1.0,,
DUT,,,1.0,
DYNC1I1,,1.0,,
DYNLT3,,,1.0,
DZIP1,,1.0,,1.0
E2F1,,,1.0,
E2F2,,1.0,1.0,
E2F3,1.0,,1.0,
EBF1,1.0,,1.0,
EBP,,,1.0,
EBPL,0.9564879564879566,,,
ECE1,,1.0,1.0,
ECHDC2,,,1.0,
ECM2,1.0,,1.0,
EDEM1,,1.0,1.0,
EDIL3,1.0,1.0,1.0,
EDN1,1.0,,,
EDNRB,,1.0,,
EEF1A2,,1.0,,
EEF2,,0.9897245611531326,,
EFHD1,,0.9897245611531326,,
EFHD2,,,1.0,
EFNA1,,1.0,,1.0
EFNA5,,,1.0,
EFNB3,,1.0,,1.0
EFS,1.0,,,
EFTUD2,,1.0,,
EGR3,,,1.0,
EHD1,,1.0,,
EIF1AX,1.0,,1.0,
EIF1AY,,1.0,1.0,1.0
EIF2AK1,1.0,,,
EIF2AK2,,1.0,,
EIF2AK4,0.6903973219762694,,0.8295327860545253,
EIF2B1,,,1.0,
EIF2S3,1.0,,,
EIF3F,1.0,,,
EIF3L,,1.0,,
EIF4B,,1.0,,
ELAVL3,,,1.0,
ELAVL4,1.0,,1.0,
ELF1,,1.0,1.0,
ELFN2,,1.0,1.0,
ELK3,,0.9897245611531326,,
ELL2,1.0,,,
ELL3,,1.0,,
ELMSAN1,1.0,,,
ELOVL6,,,1.0,
EMB,1.0,1.0,1.0,
EMILIN2,,1.0,,
EMILIN3,0.6903973219762694,,,1.0
EML3,,1.0,1.0,
EML6,1.0,1.0,,
EMP2,1.0,,1.0,
EMP3,,,1.0,
EMX2,1.0,,,
EN2,1.0,,1.0,
ENC1,,1.0,1.0,
ENDOD1,,,1.0,
ENKUR,,,1.0,
ENO1,,1.0,,
ENO2,,1.0,1.0,
ENOX1,,,1.0,
ENOX2,1.0,,1.0,
ENPP2,,1.0,,
ENPP4,,0.9897245611531326,,
ENPP5,,1.0,,
ENTPD1,,1.0,1.0,
EOMES,1.0,,,
EPAS1,1.0,1.0,,
EPB41L2,,,1.0,
EPB41L3,1.0,,,
EPHA5,1.0,,1.0,
EPHA8,1.0,,,
EPHB6,1.0,,1.0,
EPSTI1,,0.9897245611531326,0.8295327860545253,1.0
ERBB2,1.0,,1.0,
ERBB3,,1.0,,
ERBB4,1.0,,1.0,
ERC2,,,,1.0
ERMN,,,1.0,
ERN1,,,1.0,
ERO1A,,1.0,,
ERO1B,1.0,1.0,,
ERRFI1,,,1.0,
ESPL1,,1.0,1.0,
ESYT1,,1.0,1.0,
ESYT2,,,1.0,
ETFB,1.0,,1.0,
ETNK2,,1.0,,
ETS1,,1.0,1.0,
ETV1,1.0,,1.0,
ETV5,1.0,,1.0,
ETV6,,1.0,,1.0
ETV7,,1.0,1.0,1.0
EVI2A,,1.0,1.0,1.0
EVI2B,,1.0,1.0,1.0
EWSR1,,1.0,,
EXTL3,,1.0,,
EYA4,,1.0,,
F13A1,0.9286020102346633,,,
F3,,1.0,,1.0
F5,1.0,1.0,1.0,
FABP5,,1.0,,1.0
FABP6,1.0,,1.0,
FABP7,1.0,1.0,,
FAIM2,1.0,,,
FAM102A,,1.0,1.0,
FAM107A,,1.0,,
FAM110B,,,1.0,
FAM111A,,0.9897245611531326,,
FAM117B,,1.0,1.0,
FAM118A,,1.0,,
FAM120A,,,1.0,
FAM122B,1.0,,1.0,
FAM124A,1.0,,1.0,
FAM129A,,1.0,1.0,
FAM135B,1.0,,1.0,
FAM13A,,1.0,,
FAM153A,0.6621839698762776,,0.5840587983445127,
FAM162A,,1.0,1.0,
FAM171A1,1.0,1.0,,
FAM177A1,1.0,,,
FAM189A2,,,1.0,
FAM199X,1.0,,1.0,
FAM19A2,1.0,,1.0,
FAM210B,1.0,,,
FAM221A,0.7917698739616548,,,
FAM222A,,,1.0,
FAM234B,,1.0,,
FAM43A,1.0,1.0,,
FAM49A,1.0,1.0,,
FAM50B,1.0,,1.0,
FAM78A,,1.0,1.0,
FAM84A,0.9564879564879566,,1.0,
FAM8A1,,1.0,,
FANCI,,1.0,1.0,
FAR2,,,1.0,
FAS,,,1.0,
FASLG,,1.0,1.0,
FASN,,1.0,1.0,
FAT3,,1.0,,
FAT4,1.0,,1.0,
FBL,1.0,,,
FBLN1,,,1.0,
FBLN5,1.0,1.0,,
FBN1,,1.0,1.0,
FBXO32,,,1.0,
FGD3,1.0,1.0,1.0,
FGF1,1.0,1.0,,
FGF11,1.0,,,
FGF12,,1.0,1.0,
FGF13,1.0,1.0,1.0,
FGF14,1.0,,1.0,
FGF9,1.0,,1.0,
FGFBP3,1.0,1.0,,
FGFR1,1.0,,,
FGFR1OP2,1.0,,,
FGFR2,1.0,1.0,,
FGFR3,1.0,1.0,,1.0
FH,1.0,,,
FHDC1,,,,1.0
FHIT,0.8046644713311379,,,
FHL1,1.0,1.0,1.0,
FIGN,,,1.0,
FILIP1L,,1.0,1.0,
FKBP4,1.0,,1.0,
FKBP5,,1.0,1.0,
FLNC,,1.0,,
FLOT2,,0.9555961280099212,,
FLRT3,1.0,,1.0,
FLT1,1.0,,,
FMN1,1.0,,1.0,
FMN2,,1.0,,
FMNL1,,1.0,1.0,1.0
FMR1,1.0,,,
FNBP1L,,0.39588982446125304,,
FNDC4,,,1.0,
FNDC5,1.0,,,
FNIP2,0.9424407368332602,,1.0,
FOLH1,1.0,,,
FOLR1,1.0,,1.0,
FOS,,1.0,,1.0
FOSL2,,1.0,,
FOXG1,1.0,,,
FOXK1,,,1.0,
FOXN3,,,1.0,
FOXP1,1.0,,,1.0
FOXP2,1.0,,1.0,
FRA10AC1,1.0,,1.0,
FRAS1,0.952794952794953,,1.0,
FRMD4B,1.0,1.0,,
FRMD6,1.0,,,
FRRS1L,,1.0,1.0,
FRY,,1.0,,
FRZB,1.0,,,
FSCN1,,,1.0,
FST,1.0,,,
FSTL1,,1.0,,
FSTL4,1.0,,1.0,
FSTL5,1.0,,1.0,
FTO,,1.0,1.0,
FUCA1,,1.0,,
FUNDC1,0.6903973219762694,,0.8295327860545253,
FURIN,,1.0,1.0,1.0
FUS,,1.0,,
FUT9,,1.0,,
FXYD5,,1.0,1.0,1.0
FYB1,,1.0,1.0,1.0
FZD1,1.0,,,
FZD5,1.0,1.0,1.0,1.0
FZD7,,,,1.0
FZD8,1.0,,,
GABBR1,,1.0,,
GABBR2,,1.0,,
GABRA1,1.0,,1.0,
GABRA2,1.0,1.0,1.0,
GABRA4,1.0,,,
GABRA5,1.0,,,
GABRB1,,,1.0,
GABRB2,1.0,,1.0,
GABRG1,,,1.0,
GABRG2,0.6903973219762694,,0.8295327860545253,
GAD2,,1.0,1.0,
GADD45B,,1.0,,1.0
GAL3ST4,1.0,,,
GALNT1,,,1.0,
GALNT10,1.0,1.0,,1.0
GALNT13,1.0,,1.0,
GALNT15,,1.0,,1.0
GALNT17,1.0,,,
GALNT18,,1.0,,
GALNT2,1.0,,1.0,
GALNT6,,1.0,1.0,
