,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
C11orf87,0.8361956065136277,,0.6957999265691573,
C19orf57,,,1.0,
C1QL1,0.7609339812729643,,,
C1QTNF3,0.5986696230598669,,0.39844026940801136,
C1R,,0.0425037925037925,,0.01961001961001961
C1orf61,1.0,,1.0,
C2CD2,,,1.0,
C3,,0.024813024813024814,,0.010085152942295799
C3AR1,,0.024813024813024814,0.03119103119103119,
C3orf18,,,0.2807192807192807,
C3orf58,,1.0,,1.0
C3orf70,,,1.0,
C8orf34,,0.8153241254158686,,
CA10,0.7463504237697786,,,
CA12,0.3166644676078638,,0.14861608979256039,
CA2,,0.9003955764025817,,
CA9,1.0,,,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,1.0,,1.0,
CACNA1A,1.0,,1.0,
CACNA1E,,1.0,,
CACNA1G,,1.0,1.0,
CACNA2D1,0.9539396773439327,,0.7871041579779444,
CACNA2D2,,0.9685764235764236,,
CACNA2D3,,0.11097693515275933,,
CACNA2D4,0.7609339812729643,,,
CACNB4,,,1.0,
CACNG7,,,0.2807192807192807,
CAD,0.7803869282468503,,0.6786619973433161,
CADM1,0.11988011988011989,,,
CADM2,1.0,,,
CADM3,,0.4233761226242429,0.6119816922736631,
CALB1,,1.0,,
CALHM2,,0.09516702809385737,,
CAMK1D,,,1.0,
CAMK2A,1.0,,,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.6380205652932927,,
CAP2,1.0,,,
CAPG,,0.20050064877651086,0.3078856627243724,
CARD8,,0.034003034003034,0.0606960606960607,
CARTPT,1.0,,,0.971304557511454
CASC10,1.0,,0.9360621679205751,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,0.024813024813024814,0.03119103119103119,0.010085152942295799
CASP7,,0.13834111094385068,,
CAV2,,,0.9701967567716276,
CBLB,0.5416401780038144,,,
CBLN2,0.6905094905094905,,0.4775454430626844,
CBLN4,0.74416149887848,,0.5685095760662511,
CCDC152,1.0,,,
CCDC80,,0.46232764848516633,,
CCDC88B,,0.136012136012136,,
CCK,1.0,,1.0,
CCL2,,0.024813024813024814,0.03119103119103119,0.010085152942295799
CCL28,,0.024813024813024814,0.044034396975573445,
CCL4,,0.034003034003034,,
CCL5,,0.024813024813024814,0.03119103119103119,0.010085152942295799
CCM2,,,1.0,
CCNB1,,,1.0,
CCND1,,0.5456144732460522,0.6522406977987844,
CCND3,,0.6762900465870764,,
CCNG2,1.0,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR2,,0.09067475734142401,,
CCR5,,0.03338479702116066,0.03119103119103119,
CCT7,1.0,,,
CCZ1,,1.0,1.0,
CD2,,0.03785904816832652,0.03119103119103119,0.01366375559923947
CD27,,0.024813024813024814,0.044034396975573445,0.010085152942295799
CD274,,0.1165078576246089,,0.05417837975977511
CD276,,,0.03119103119103119,
CD300A,,0.20211504912997452,0.28193451570074946,
CD37,,0.034003034003034,0.0606960606960607,0.01366375559923947
CD3E,,0.024813024813024814,0.0606960606960607,0.01549669842352769
CD4,,0.04668213142789414,0.07485847485847485,
CD44,,0.3002532059135833,,
CD48,,0.03338479702116066,0.03119103119103119,0.010085152942295799
CD53,,0.034003034003034,0.07485847485847485,0.01549669842352769
CD6,,0.5162909652705571,0.650494333252954,0.400985680985681
CD74,,0.024813024813024814,0.03119103119103119,0.010085152942295799
CD82,0.4780030096485792,,0.2257636543350829,
CD83,0.2097902097902098,,,
CD84,,0.09067475734142401,0.1267764493570945,0.026473526473526476
CD8A,,0.024813024813024814,0.0534703391846249,0.01366375559923947
CD9,,,0.47802483231054665,
CD93,0.15257469802924348,0.024813024813024814,,
CD99L2,0.82085187539733,,0.7050080896234743,
CDC25B,,1.0,,
CDH12,,,1.0,
CDH18,1.0,1.0,,
CDH19,,1.0,,
CDH4,,0.6805858234429664,0.797719654862512,
CDH8,1.0,,1.0,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,0.9100846888303333,,
CDK5RAP2,1.0,,,
CDK6,,0.4579348362480892,,
CDKN1A,0.755608028335301,,,
CDKN2C,,,0.698837027950952,
CDON,,0.24838517646736827,0.3226658399072192,
CDS1,,0.373666764502344,,
CDV3,,,1.0,
CEBPD,,0.034003034003034,,
CELF4,,1.0,,
CENPV,0.9311978344236409,,0.7864509031824206,
CEP290,,1.0,,
CERK,,,1.0,
CERS2,,,0.0606960606960607,
CES4A,,,0.6874258638964521,
CFL2,1.0,,,
CFLAR,0.11988011988011989,0.024813024813024814,0.0534703391846249,
CGNL1,1.0,,1.0,
CGREF1,,1.0,1.0,
CHD3,,,1.0,
CHD5,1.0,,,
CHGB,,1.0,1.0,
CHI3L2,,0.8449014753362579,,
CHM,1.0,,1.0,
CHPF,,1.0,,
CHRD,0.7446075051708855,,0.5465066848045572,
CHRDL1,,,0.6967105389280228,
CHRNB3,1.0,,,
CHST1,,,0.8819689401507583,
CHST2,1.0,,1.0,
CHST3,0.8203736561945518,,,
CIB2,0.7714865779381909,,0.6558623194986831,
CIDEB,,0.8066969794910971,0.9390257629694249,
CISH,,0.407251722636338,,
CLCN5,1.0,,0.97072053161247,
CLDN19,1.0,,,
CLDN5,0.7463504237697786,,0.6229294515008801,
CLEC2B,,0.35408118052746157,0.40076964835807277,0.20388566657223373
CLIC1,,0.07111902182324717,0.14461296279478097,
CLK3,,,1.0,
CLOCK,,,0.7905749956040092,
CLSTN1,,,0.3305072286204362,
CLU,,0.2287151445046182,,
CLYBL,1.0,,,
CMBL,1.0,,,
CMPK2,,,0.03119103119103119,
CMTM7,,,0.11419089385191081,
CNKSR2,1.0,,1.0,
CNN2,1.0,1.0,,
CNN3,,0.1821591107305393,,
CNTFR,,,0.30582425704376925,
CNTN1,,,1.0,
CNTN2,0.7467422445396014,0.46232764848516633,0.5685095760662511,
CNTN3,,1.0,,1.0
CNTN4,1.0,,1.0,
CNTN6,1.0,,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,,
COL11A1,1.0,0.6380205652932927,0.8204827187878034,
COL12A1,,0.2982304319883938,0.4151242696697242,
COL16A1,,,0.14461296279478097,
COL1A1,,0.06652767522332739,0.14035964035964035,
COL21A1,,,0.45504349877527717,
COL23A1,,1.0,,
COL4A6,0.7733443027560675,,,
COL5A1,,0.39000313670498366,,
COL5A3,,0.615856193495945,,
COL6A2,,,0.20472345334223788,
COL9A3,,,1.0,
COMMD4,,0.9020315348986678,,
COPG2,1.0,,,
CORO1A,,0.06212584408073131,0.07485847485847485,
COTL1,1.0,,1.0,
CPE,,,,1.0
CPLX1,,,1.0,
CPS1,0.7768793706293706,,,
CPXM2,,0.6805858234429664,,
CRB1,0.39335664335664333,,,
CRH,,0.6805858234429664,0.8094162052097044,
CRIM1,,0.5757798236246512,,
CRISPLD1,1.0,1.0,,
CRLF1,,0.5616032557464228,,
CRTAM,,,0.03119103119103119,
CRY2,,0.41815944869379984,,
CRYBG1,,0.593009994297548,0.6924809665709024,0.4179661398204445
CRYZ,1.0,,1.0,
CSAD,,,0.5541848332546008,
CSF1,,0.16380714720963685,,0.06688048793311951
CSGALNACT1,1.0,,,
CSK,,0.4889319982343238,,
CSMD1,0.7386363636363636,,0.5106783627331573,0.25263308120450984
CSMD2,0.8508564606125582,0.5978207838672955,0.7093071537515981,
CSMD3,1.0,0.9799920474262579,1.0,
CSPG5,,1.0,,
CTDSP1,,0.5951971757056502,,
CTDSP2,,1.0,,
CTDSPL2,1.0,,,
CTGF,0.4733727810650888,,,0.08664063209517754
CTNNA2,1.0,,1.0,
CTSA,,0.08346199255290165,,
CTSB,0.2208317997791682,,,
CTSC,,0.06212584408073131,,0.01961001961001961
CTSS,,0.034003034003034,0.044034396975573445,0.01961001961001961
CTSZ,,,0.6786619973433161,
CTTNBP2,,,1.0,
CUL7,,,1.0,
CUX2,1.0,,1.0,
CXCL10,,0.03338479702116066,0.03119103119103119,0.010085152942295799
CXCL12,,0.024813024813024814,,
CXCL14,0.8106610370761315,,0.6786619973433161,
CXCL8,,0.024813024813024814,0.044034396975573445,
CXCL9,,0.03338479702116066,0.03119103119103119,0.010085152942295799
CXCR4,,0.03785904816832652,,
CXXC4,,0.6805858234429664,,
CXorf56,0.11988011988011989,,0.044034396975573445,
CYBA,,0.08346199255290165,,
CYP26B1,0.11988011988011989,,0.03119103119103119,
CYSTM1,1.0,,,
CYTH4,,1.0,1.0,1.0
DAB1,,,1.0,
DACH1,,,1.0,
DACH2,,,0.59332272665606,
DACT2,,0.4196283514465333,,
DAPP1,,0.8824596919835016,1.0,
DCAF4,1.0,,,
DCBLD2,,0.33433040947491816,0.43444650587507727,
DCN,,0.05783193184767988,,
DDAH2,1.0,,,
DDB2,,0.7596744628284517,,
DDIT4L,1.0,1.0,,
DDX23,,1.0,,
DDX3X,1.0,,1.0,
DDX3Y,,1.0,1.0,1.0
DDX58,,0.034003034003034,,
DENND1A,1.0,,,
DENND1C,,0.47314860080817533,0.6786619973433161,
DES,,0.6568241377860616,,
DGKA,,0.8593768576006588,,
DGKG,0.521163047478837,0.24838517646736827,,
DHCR7,,0.9505393596302687,,
DHFR,,0.8207350236600693,0.9865963096732328,
DHRS1,1.0,,0.9532758907758907,
DIAPH1,,1.0,,
DIAPH2,1.0,,1.0,
DIO3,1.0,,,
DIXDC1,1.0,,,
DKK1,0.9520754474882915,,,
DKK3,,0.28430923914794887,,
DLG1,,,1.0,
DLGAP3,,,1.0,
DLK1,,0.8520328592271038,,
DLX1,1.0,,1.0,
DLX2,,1.0,1.0,
DMD,0.4315684315684316,,0.24528869189063363,
DMTN,1.0,,,
DNAJB9,,0.7095862153114061,,
DNAJC12,0.74416149887848,,0.5371601371601372,
DNAJC6,,0.2181258457854202,,
DNER,,1.0,,
DNHD1,,,1.0,
DNM1,,1.0,1.0,
DNMT3A,0.6052129688493325,,,
DOCK10,,1.0,1.0,
DOCK11,,,1.0,
DOCK8,,0.4774025974025974,0.6291297355127142,0.3414544639034435
DOCK9,1.0,,,
DOK5,,,1.0,
DPP10,,1.0,1.0,
DPP3,,,0.4121953995371717,
DPP6,1.0,,1.0,1.0
DPY19L1,,0.6968996586587409,,0.5227683708696368
DPY19L2,0.39335664335664333,,0.1996225996225996,
DPYD,,0.9212477177994419,,
DPYSL2,,0.25606366422692955,,
DRAM1,,0.34167253201344117,0.41313403577554525,
DRP2,1.0,,1.0,
DSCAM,1.0,,1.0,
DSCAML1,,,1.0,
DSEL,0.5986696230598669,,,
DSP,,0.6465365620295198,,
DSTN,1.0,1.0,,
DTX3L,,0.18361638361638363,0.251310594167737,0.08236208236208237
DUSP16,,0.5564741604128913,0.7017982017982018,
DUSP22,,,1.0,
DYNLT3,,,0.8100144130678482,
DZIP1,,0.45681260487085734,,
E2F3,1.0,,,
EBF1,0.4954082062515798,,0.3226658399072192,
EBPL,1.0,,,
ECHDC2,,,1.0,
ECM2,0.7224860700796529,,,
EDIL3,1.0,,1.0,
EDNRB,,0.0425037925037925,,
EEF1A2,,0.20984729556158127,,
EEF2,,1.0,,
EFHD1,,1.0,,
EFNA1,,0.39448832417582413,,0.22879310470551345
EFNB3,,1.0,,
EFS,1.0,,,
EGR3,,,1.0,
EHD1,,1.0,,
EIF1AX,1.0,,1.0,
EIF1AY,,1.0,1.0,1.0
EIF2AK2,,0.11536107871186405,,
EIF2AK4,0.5986696230598669,,0.39652756484439655,
EIF2B1,,,1.0,
EIF2S3,1.0,,,
EIF4B,,1.0,,
ELAVL3,,,1.0,
ELAVL4,1.0,,1.0,
ELF1,,0.06212584408073131,0.0534703391846249,
ELFN2,,1.0,1.0,
ELK3,,0.4774025974025974,,
ELL2,0.5902572004266919,,,
EMB,0.5986696230598669,0.3449290822172178,0.4142321093540606,
EMILIN3,0.7733443027560675,,,
EML3,,1.0,1.0,
EML6,,0.8209126639783575,,
EMX2,0.39335664335664333,,,
EN2,1.0,,1.0,
ENC1,,1.0,1.0,
ENO2,,1.0,1.0,
ENOX1,,,1.0,
ENOX2,0.82085187539733,,0.6924809665709024,
ENPP2,,0.5616032557464228,,
ENPP4,,0.6344468539590491,,
ENPP5,,0.887425404121362,,
EOMES,0.4733727810650888,,,
EPAS1,0.7552447552447551,,,
EPB41L3,1.0,,,
EPHA5,0.9661555062148532,,0.8305926283454373,
EPHB6,1.0,,1.0,
EPSTI1,,0.3002532059135833,0.39073089073089073,0.1826875414661674
ERBB2,0.3814367450731087,,0.17056361360158828,
ERBB3,,0.831438978444423,,
ERBB4,0.74416149887848,,,
ERMN,,,1.0,
ERO1A,,0.14474264474264475,,
ESPL1,,1.0,1.0,
ESYT1,,1.0,,
ESYT2,,,0.48969918969918963,
ETFB,,,1.0,
ETNK2,,1.0,,
ETS1,,0.051827205053011506,0.10116010116010116,
ETV1,0.5416401780038144,,,
ETV5,0.57646701124962,,0.3882490390964967,
ETV6,,0.2077411639455435,,
ETV7,,0.4889319982343238,0.6132217297265841,0.33654017215661053
EVI2A,,0.10260915555033201,0.15130968322457683,0.04072850226696381
EVI2B,,0.03338479702116066,0.044034396975573445,0.018024528662826535
EXTL3,,1.0,,
F3,,0.04668213142789414,,0.027229912944198662
F5,0.9818920082849701,0.6735034349348464,,
FABP5,,0.30985264735264734,,0.17268884961192654
FABP6,,,0.6786619973433161,
FABP7,,1.0,,
FAM102A,,0.3241891639517752,0.39652756484439655,
FAM107A,,1.0,,
FAM110B,,,1.0,
FAM111A,,0.20880563479841463,,
FAM117B,,1.0,,
FAM122B,1.0,,1.0,
FAM124A,,,1.0,
FAM129A,,0.407251722636338,0.48889312934256757,
FAM135B,0.5967365967365967,,0.3794550277308898,
FAM13A,,0.1821591107305393,,
FAM153A,0.44831880448318806,,0.17056361360158828,
FAM162A,,1.0,1.0,
FAM199X,1.0,,1.0,
FAM19A2,0.74416149887848,,0.47656994168622074,
FAM210B,1.0,,,
FAM221A,1.0,,,
FAM43A,0.7806147341031062,0.4889319982343238,,
FAM49A,1.0,1.0,,
FAM50B,1.0,,1.0,
FAM78A,,1.0,1.0,
FAM84A,0.7733443027560675,,0.6363846925907816,
FAM8A1,,0.6859232721301687,,
FANCI,,0.5951971757056502,0.7067383961793899,
FAR2,,,0.961912008544133,
FASLG,,0.06212584408073131,0.0534703391846249,
FASN,,0.5219656747746635,,
FAT4,1.0,,1.0,
FBLN5,0.9604852978346955,0.6805858234429664,,
FBN1,,,0.4821393295969567,
FBXO32,,,1.0,
FGD3,,,1.0,
FGF1,1.0,,,
FGF11,0.8788508788508788,,,
FGF12,,0.751001343871888,0.9237854344237322,
FGF13,0.8679979814000433,0.5991692518008307,0.7017982017982018,
FGF14,0.5986696230598669,,0.41313403577554525,
FGFBP3,1.0,0.8244342178768408,,
FGFR1,0.2097902097902098,,,
FGFR2,0.74416149887848,,,
FGFR3,0.8679979814000433,0.615856193495945,,0.46593406593406594
FHDC1,,,,1.0
FHIT,1.0,,,
FHL1,0.43730916970353584,0.16017599421854742,0.22927857482831304,
FIGN,,,0.8581841731013001,
FILIP1L,,,0.31115872079727497,
FKBP4,1.0,,1.0,
FKBP5,,0.08771483293776289,0.1604110175538747,
FLNC,,0.6368844137606814,,
FLOT2,,1.0,,
FLRT3,,,1.0,
FMN2,,0.3360126904795493,,
FMNL1,,1.0,1.0,1.0
FNBP1L,,1.0,,
FNDC5,1.0,,,
FNIP2,1.0,,1.0,
FOLH1,1.0,,,
FOLR1,0.5944055944055944,,0.3794550277308898,
FOS,,0.08346199255290165,,0.03670995670995671
FOXG1,1.0,,,
FOXP1,1.0,,,
FOXP2,0.5986696230598669,,0.39564462383254334,
FRA10AC1,1.0,,1.0,
FRAS1,1.0,,1.0,
FRMD4B,0.74416149887848,0.42319645090425945,,
FRRS1L,,,0.4121953995371717,
FRY,,0.9772640582557938,,
FRZB,0.2208317997791682,,,
FSTL1,,0.10260915555033201,,
FSTL4,1.0,,1.0,
FSTL5,1.0,,1.0,
FUNDC1,1.0,,1.0,
FURIN,,0.16380714720963685,0.24528869189063363,
FXYD5,,0.40855819372443414,0.5417655121159164,0.2833785932377482
FYB1,,0.051827205053011506,0.10740563784042045,0.044449377782711116
FZD1,0.11988011988011989,,,
FZD5,0.17482517482517482,0.0425037925037925,0.06931340264673598,0.023911572298669075
FZD7,,,,0.01549669842352769
FZD8,0.11988011988011989,,,
GABBR1,,0.5943991905530367,,
GABBR2,,1.0,,
GABRA1,1.0,,1.0,
GABRA2,1.0,1.0,1.0,
GABRA4,1.0,,,
GABRA5,1.0,,,
GABRB1,,,1.0,
GABRB2,1.0,,1.0,
GABRG2,,,1.0,
GADD45B,,,,0.5227683708696368
GALNT10,,1.0,,1.0
GALNT13,,,1.0,
GALNT15,,1.0,,1.0
GALNT17,1.0,,,
GALNT2,1.0,,1.0,
GALNT6,,1.0,,
GAPDH,,0.34167253201344117,,
GAS1,0.5416401780038144,0.16862729107627064,0.24528869189063363,
GAS7,1.0,1.0,1.0,
GAS8,0.74416149887848,,0.5685095760662511,
GATM,0.5986696230598669,,0.432391489107907,
GBE1,,1.0,,
GBP1,,0.051827205053011506,0.0606960606960607,0.023911572298669075
GBP2,,0.1418853873399328,0.22099177418326355,0.07127487896718666
GCNT1,1.0,,1.0,
GDE1,,0.5328153988868274,,
GFAP,,1.0,,
GFPT1,,1.0,,
GGA2,1.0,,,
GIMAP1,,1.0,1.0,
GIMAP4,,0.09955105135828028,0.15130968322457683,0.0319132921872648
GIMAP7,,1.0,1.0,1.0
GIMAP8,,0.34523971849877144,0.4248724248724249,
GJA1,,,0.7303265839851206,
GK,0.39064383891970095,,0.14861608979256039,
GLB1L2,0.7281607281607282,0.41220004485310613,,
GLCCI1,,,1.0,
GLG1,,1.0,,
GLI2,0.39064383891970095,,,
GLI3,0.5967365967365967,0.3241891639517752,,
GLIPR1,,0.45682336986684813,0.5541090763022878,
GLIPR2,1.0,,1.0,
GLIS2,1.0,,1.0,
GLIS3,1.0,0.753033483370562,,
GLRX,,1.0,,
GLRX3,,,1.0,
GLS,1.0,,,
GLUL,0.8361745016549288,,,
GNA15,,0.630240660978366,0.7530672919894478,0.4552071305318059
GNAI1,,1.0,,
GNAO1,,1.0,,
GNAS,1.0,,,
GNAZ,,1.0,,
GNB3,1.0,,1.0,
GNB4,,1.0,,
GNG12,,,0.7256220262355232,
GNG4,,1.0,,
GOLM1,,,1.0,
GPC3,,,0.22099177418326355,
GPD1,,0.8525046382189239,,
GPD1L,0.7669379800527341,,,
GPD2,1.0,,,
GPI,,1.0,1.0,
GPM6A,,1.0,1.0,
GPM6B,1.0,,,
GPNMB,0.5594405594405594,,0.3511543002452094,0.15418181818181817
GPR12,,0.3241891639517752,0.4142321093540606,
GPR15,,0.33433040947491816,0.44584826937768113,
GPR158,1.0,,,
GPR17,,0.5951971757056502,,
GPR26,,0.11097693515275933,,
GPR68,,0.31921002074848226,0.3794550277308898,
GPR83,0.8679979814000433,,,
GPR89B,0.9753078779627452,,,
GPRASP1,,,1.0,
GPRC5B,,1.0,,1.0
GPRC5C,,1.0,,
GPSM3,,0.3581528361748142,0.4142321093540606,
GPT2,,1.0,1.0,
GPX3,,0.3913928177086072,,
GREB1,0.5967365967365967,,,
GREM2,1.0,,,
GRIA1,1.0,1.0,,
GRIA2,,1.0,,
GRIA3,,1.0,1.0,
GRID1,,,1.0,
GRID2,,,1.0,
GRIK1,1.0,,1.0,
GRIK3,1.0,1.0,,
GRIN1,1.0,,1.0,
GRIN2A,,1.0,,
GRIN2B,,1.0,,
GRIN2D,,1.0,1.0,
GRIN3A,1.0,,1.0,
GRK2,,0.2992482201342961,,
GRM1,,,0.961912008544133,
GRM2,1.0,,1.0,
GRM3,1.0,,1.0,
GRM4,,,1.0,
GRM5,,1.0,,
GRM8,1.0,,1.0,
GSAP,0.5308976737548166,,,
GSPT2,1.0,,,
GSTK1,,0.1468931068931069,,
GSTM1,,0.07111902182324717,,
GSTO1,,,0.5481062473146906,
GTSE1,,,1.0,
GUCY1A2,,,0.1996225996225996,
GUCY1B1,0.5149396058486967,,,
GULP1,0.836206047473653,,0.7017982017982018,
GYG2,0.9604852978346955,,0.7075981869370299,
GYPC,,0.6441381199445716,0.756721539330235,
HABP2,,,0.07782316693207782,
