,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ANP32B,,0.8438407746100053,0.9542577123624506,
ANTXR2,,,1.0,
ANXA1,,1.0,1.0,
ANXA11,,0.6915637553935425,0.7116083916083916,
ANXA2,,,1.0,
ANXA5,,,1.0,
AOAH,,1.0,1.0,
AP1AR,1.0,1.0,,
AP1S1,1.0,,,
AP1S2,,1.0,1.0,
AP2B1,,1.0,,
AP3S1,,,1.0,
AP5Z1,,1.0,,
APAF1,1.0,,1.0,
APBA1,,1.0,1.0,
APBB1IP,,1.0,1.0,1.0
APBB2,1.0,1.0,,
APC,1.0,,,
APC2,1.0,,1.0,
APCDD1,1.0,1.0,1.0,
APLN,,,1.0,
APLP1,,1.0,,
APLP2,1.0,1.0,,
APMAP,,0.6034064944956035,,
APOBEC3C,,1.0,1.0,
APOBEC3F,,1.0,,
APOE,,,1.0,
APOL2,,1.0,1.0,
APOL3,,1.0,1.0,1.0
APOL6,,1.0,1.0,1.0
APOLD1,1.0,,,
APOO,0.34170747285501385,,0.4825174825174825,
APOOL,0.34170747285501385,,0.4825174825174825,
APP,,0.5835069186133016,,
AQP1,,1.0,,1.0
AQP3,,1.0,1.0,1.0
ARAP1,1.0,,1.0,
ARAP2,,,1.0,
ARF6,,1.0,1.0,
ARFGAP1,,,1.0,
ARFGEF2,1.0,,,
ARFGEF3,,1.0,,
ARG2,0.3765552629188993,0.556484752361041,,
ARHGAP20,,1.0,,
ARHGAP21,,,1.0,
ARHGAP27,,1.0,1.0,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,0.34170747285501385,,0.4825174825174825,
ARHGAP39,,,1.0,
ARHGAP5,,,1.0,
ARHGAP9,,1.0,1.0,1.0
ARHGDIB,,1.0,1.0,1.0
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,1.0,
ARHGEF2,,1.0,,
ARHGEF28,,1.0,,
ARHGEF3,,1.0,1.0,
ARHGEF6,1.0,1.0,1.0,
ARID5B,,1.0,,
ARL1,,1.0,,
ARL10,1.0,,,
ARL4C,1.0,,1.0,
ARL6IP5,0.3834209268991878,,,
ARMCX2,1.0,,1.0,
ARMCX3,0.599133962123286,,0.6944779358572463,
ARMCX4,1.0,1.0,,
ARPC4,,1.0,,
ARPC5,,1.0,1.0,
ARPC5L,,1.0,,
ARPP19,1.0,,1.0,
ARPP21,,1.0,,
ARRB1,,,0.4825174825174825,
ARRDC2,,1.0,1.0,
ARRDC3,,,1.0,
ARSD,1.0,,1.0,
ART3,,0.556484752361041,,0.8321678321678322
ARX,1.0,,,
ASAH1,0.9491805364446875,1.0,,
ASAP1,1.0,,1.0,
ASB4,0.4103931782503211,,0.5955334987593052,
ASF1B,,1.0,1.0,
ASIC1,1.0,,,
ASIC2,,1.0,1.0,
ASPH,,0.5835069186133016,0.5771789186423333,
ASS1,,0.5835069186133016,,
ASTN1,1.0,1.0,1.0,
ASTN2,,0.7840474442684388,,
ASXL3,1.0,,1.0,
ATAD1,0.34170747285501385,,,
ATF3,1.0,1.0,,
ATF5,,0.6117936117936118,,
ATG12,1.0,,,
ATG16L2,,1.0,1.0,
ATG4A,1.0,,1.0,
ATG9B,1.0,,1.0,
ATL2,,0.5835069186133016,,
ATMIN,1.0,,,
ATN1,,,1.0,
ATP10A,,1.0,1.0,
ATP10B,1.0,,1.0,
ATP11A,1.0,,,
ATP11C,0.36343656343656344,,0.4825174825174825,
ATP13A3,1.0,1.0,,
ATP1A2,,1.0,,
ATP1A4,,,,1.0
ATP1B1,,0.556484752361041,,
ATP1B3,0.34170747285501385,,,
ATP2A2,0.6559349741167924,0.7173109908958966,,
ATP2B2,1.0,,1.0,
ATP6AP1,,0.6902847152847154,,
ATP6AP2,0.4787392702084646,0.5835069186133016,0.5982136675205982,
ATP6V0A1,,0.556484752361041,,
ATP6V0D1,0.34170747285501385,,,
ATP6V0D2,0.34170747285501385,,0.4825174825174825,
ATP6V1A,0.5709063663609117,0.6106784211049613,,
ATP6V1B2,0.43237661215189305,,0.6023135742761911,
ATP6V1C1,0.4482614160033515,,0.5771789186423333,
ATP6V1G2,,1.0,1.0,
ATP8A1,1.0,,1.0,
ATP9A,,0.5835069186133016,,
ATRN,,1.0,,
ATRNL1,1.0,,1.0,
AUTS2,,,1.0,
AVPI1,,1.0,,
AVPR1B,1.0,,,
AXIN2,1.0,,1.0,
AZGP1,,0.8018330443398564,,
B2M,,1.0,1.0,1.0
B3GALNT1,,0.5835069186133016,,
B3GAT1,,,1.0,
B3GNT2,,0.556484752361041,0.5187539732994279,
B3GNT9,0.8406555081746898,,0.9928100068945139,
B4GALT1,,1.0,1.0,
B4GALT6,,1.0,,
B4GAT1,,1.0,,
BAALC,,1.0,,1.0
BACE2,,,1.0,
BAG1,1.0,,1.0,
BAHCC1,1.0,,1.0,
BAIAP3,1.0,1.0,,
BAK1,,1.0,1.0,
BAMBI,1.0,,,
BARHL1,1.0,,1.0,
BASP1,,1.0,,
BATF3,,0.6106784211049613,,1.0
BAZ1A,,1.0,1.0,
BCAN,,1.0,,
BCAT1,0.4905368603998741,,0.6013323169721274,
BCAT2,,,0.4825174825174825,
BCHE,,1.0,,
BCL11A,,,1.0,
BCL11B,1.0,1.0,,
BCL2L1,1.0,,,
BCL6,1.0,1.0,1.0,1.0
BCLAF3,0.46046261430876817,,0.5982136675205982,
BCORL1,1.0,,1.0,
BDKRB2,,1.0,,
BDNF,1.0,,,
BEND5,,,0.7721352130297817,
BEX1,1.0,,1.0,
BEX2,1.0,,1.0,
BEX3,1.0,,1.0,
BEX4,1.0,,1.0,
BGN,,,1.0,
BHLHB9,0.3765552629188993,,0.4825174825174825,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,
BIRC7,1.0,1.0,,
BLCAP,0.6153881329937668,0.673200405542413,,
BLM,,1.0,1.0,
BLVRA,,,0.5561006158021083,
BMP1,,1.0,,
BMP2,1.0,,1.0,
BMP3,1.0,,,
BMP7,1.0,1.0,1.0,1.0
BMPR1B,,1.0,,
BNC2,,0.6555327025915262,,
BNIP3,,1.0,1.0,
BNIP3L,,1.0,1.0,
BOC,1.0,1.0,1.0,
BRAT1,0.9665334665334665,,,
BRF2,1.0,,,
BRI3BP,,,0.5735191960357524,
BRINP1,,1.0,,
BRINP3,1.0,,,
BRMS1,,1.0,,
BRMS1L,1.0,,,
BRS3,1.0,,1.0,
BRWD1,,0.556484752361041,,
BSPRY,,0.7173109908958966,0.7804195804195805,
BST2,,1.0,1.0,1.0
BTAF1,,1.0,1.0,
BTBD11,,1.0,,
BTBD3,1.0,1.0,1.0,
BTBD6,1.0,,,
BTG1,1.0,1.0,,
BTG2,1.0,1.0,1.0,1.0
BTN2A2,,0.8076079416561991,,1.0
BTN3A1,,1.0,,1.0
BTN3A2,,0.666575611888112,,1.0
BTNL9,1.0,,1.0,
BUB3,1.0,,1.0,
BUD23,,,1.0,
BZW2,,,0.4825174825174825,
C10orf90,1.0,,,
C11orf87,1.0,,1.0,
C19orf57,,,1.0,
C1QL1,1.0,1.0,,
C1QTNF1,,0.947145491088484,1.0,
C1QTNF3,1.0,,1.0,
C1R,1.0,1.0,,1.0
C1S,,1.0,,1.0
C1orf115,,,0.5771789186423333,
C1orf61,1.0,,1.0,
C20orf27,1.0,,1.0,
C2CD2,,,1.0,
C2CD4C,,,1.0,
C3,,1.0,,1.0
C3AR1,,0.556484752361041,0.4825174825174825,
C3orf18,,,1.0,
C3orf58,0.8162746344564527,0.957279687137507,,1.0
C3orf70,0.6392278817527987,,0.7804195804195805,
C4orf19,0.9359539981549551,,,
C6orf106,,,1.0,
C6orf120,,0.8438407746100053,,
C8orf34,,1.0,,
C8orf82,0.37481998520959564,,0.4825174825174825,
C9orf40,0.34170747285501385,,,
C9orf64,1.0,,,
C9orf72,1.0,,,
CA10,0.34170747285501385,,0.4825174825174825,
CA12,1.0,,1.0,
CA2,0.5940642091721228,0.6521048672443095,,
CA8,1.0,,1.0,
CA9,0.3765552629188993,,,
CABIN1,,,1.0,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,0.85594856271548,,0.9734265734265733,
CACNA1A,1.0,1.0,1.0,
CACNA1E,,1.0,1.0,
CACNA1G,1.0,1.0,1.0,
CACNA2D1,0.4557021925442978,,0.5982136675205982,
CACNA2D2,0.5574308503996004,0.6117936117936118,,1.0
CACNA2D3,,1.0,,
CACNA2D4,1.0,,,
CACNB2,1.0,1.0,,
CACNB4,,1.0,1.0,
CACNG4,0.34170747285501385,0.556484752361041,,
CACNG7,,,1.0,
CACNG8,1.0,,1.0,
CAD,0.9754930384301014,,1.0,
CADM1,1.0,1.0,1.0,
CADM2,1.0,,1.0,
CADM3,,1.0,1.0,
CALB1,1.0,1.0,,
CALB2,1.0,,,
CALHM2,,1.0,1.0,
CALHM5,0.3765552629188993,,,
CALU,,0.9926802169792823,,
CALY,,,1.0,
CAMK1D,,,1.0,
CAMK2A,1.0,1.0,1.0,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.8365316145994998,,
CAP1,,0.7098511244852709,,
CAP2,1.0,,1.0,
CAPG,,0.7356685867324165,0.7905365662375009,
CAPN1,,1.0,,
CAPN15,,0.8507922457289546,,
CAPN5,,1.0,,
CARD8,,1.0,1.0,
CARMIL2,,1.0,,
CARMIL3,,,1.0,
CARTPT,1.0,,,1.0
CASC10,1.0,,1.0,
CASC3,,1.0,,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,1.0,1.0,1.0
CASP10,,1.0,,
CASP7,,1.0,,
CAV2,,,0.8712186689714779,
CBFA2T2,,1.0,,
CBLB,1.0,,,
CBLN1,,1.0,1.0,
CBLN2,1.0,,1.0,
CBLN4,1.0,,1.0,
CCDC136,,1.0,1.0,
CCDC137,,,,1.0
CCDC152,1.0,,1.0,
CCDC184,,,,0.8321678321678322
CCDC186,,1.0,,
CCDC40,1.0,,,
CCDC80,,0.556484752361041,,
CCDC82,,1.0,,
CCDC85C,1.0,,,1.0
CCDC86,,,1.0,
CCDC88A,,1.0,,
CCDC88B,,1.0,1.0,
CCDC9,,,1.0,
CCK,1.0,,1.0,
CCL2,1.0,1.0,1.0,1.0
CCL28,,1.0,1.0,
CCL4,,1.0,1.0,
CCL5,,1.0,1.0,1.0
CCM2,,1.0,1.0,
CCNA2,,,1.0,
CCNB1,,1.0,1.0,
CCND1,,1.0,1.0,
CCND2,,1.0,,
CCND3,,1.0,,
CCNE2,,,1.0,
CCNG2,1.0,,1.0,
CCNI,,0.6746574458751581,,
CCNL1,,1.0,,
CCR1,,,1.0,
CCR2,,1.0,1.0,
CCR5,,1.0,1.0,
CCT7,0.7309602162543339,,,
CCZ1,,0.5692576654115116,0.4825174825174825,
CD109,,0.556484752361041,,
CD2,,1.0,1.0,1.0
CD200,1.0,1.0,,
CD27,,1.0,1.0,1.0
CD274,,1.0,1.0,1.0
CD276,,,1.0,
CD300A,,1.0,1.0,
CD37,,1.0,1.0,1.0
CD3E,,1.0,1.0,1.0
CD4,,1.0,1.0,
CD44,1.0,1.0,,1.0
CD47,1.0,1.0,1.0,
CD48,,1.0,1.0,1.0
CD53,,1.0,1.0,1.0
CD6,,1.0,1.0,1.0
CD74,,1.0,1.0,1.0
CD82,1.0,,1.0,
CD83,1.0,,,
CD84,,1.0,1.0,1.0
CD8A,,1.0,1.0,1.0
CD9,,1.0,1.0,
CD93,1.0,1.0,,
CD99L2,0.4214642500356786,,0.5074610428941138,
CDC25B,,1.0,,
CDC42SE1,,1.0,1.0,
CDC42SE2,1.0,1.0,,
CDC7,,,1.0,
CDCA7,,0.9186496956281129,0.9928100068945139,
CDH12,1.0,,1.0,
CDH13,,0.5835069186133016,,0.9629370629370628
CDH18,1.0,1.0,,
CDH19,,1.0,,
CDH2,,,1.0,
CDH4,1.0,1.0,1.0,
CDH6,1.0,,1.0,
CDH8,1.0,,1.0,
CDHR2,1.0,,,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,0.8435631725787167,,1.0
CDK20,,1.0,,
CDK5R1,,,1.0,
CDK5RAP2,1.0,,,
CDK6,,0.556484752361041,,
CDK8,1.0,,,
CDKN1A,1.0,,,1.0
CDKN1C,,,,1.0
CDKN2C,,1.0,1.0,
CDON,,1.0,1.0,
CDS1,,0.673200405542413,,
CDV3,0.34170747285501385,,0.4825174825174825,
CEBPA,,1.0,1.0,
CEBPD,,1.0,,
CELF1,,,1.0,
CELF4,,1.0,,
CENPA,,,0.5034965034965035,
CENPV,1.0,,1.0,
CEP126,,0.5804195804195804,,
CEP170,,,1.0,
CEP170B,,1.0,,
CEP19,1.0,,1.0,
CEP290,,1.0,,
CEP41,1.0,,,
CEP63,,1.0,,
CER1,1.0,,1.0,
CERK,0.7950726958991422,,0.9416038506947598,
CERS2,,,1.0,
CES4A,1.0,,1.0,
CETN2,,1.0,,
CFAP52,,,1.0,
CFB,,,,1.0
CFL2,1.0,,1.0,
CFLAR,1.0,1.0,1.0,
CGAS,,1.0,1.0,
CGNL1,1.0,,1.0,
CGREF1,,1.0,1.0,
CHCHD6,,0.556484752361041,,
CHD3,0.7070879431127878,,0.8664156356464049,
CHD5,1.0,,1.0,
CHERP,,,1.0,
CHGA,,1.0,,1.0
CHGB,,1.0,1.0,
CHI3L1,,,,1.0
CHI3L2,,1.0,,
CHL1,,1.0,,
CHM,1.0,,1.0,
CHMP1B,,,0.615628912572144,
CHN1,1.0,,,
CHPF,,1.0,,
CHPF2,,,0.9599835054380508,
CHRD,1.0,,1.0,
CHRDL1,,,1.0,
CHRM3,1.0,,,
CHRNB1,1.0,,1.0,
CHRNB3,1.0,,,
CHST1,1.0,1.0,1.0,
CHST11,,,0.4825174825174825,
CHST15,0.34170747285501385,,,0.8321678321678322
CHST2,1.0,1.0,1.0,
CHST3,0.8016983016983017,,,
CHSY1,,0.5835069186133016,,
CHTF8,,1.0,,
CHURC1,,1.0,,
CIB2,0.5229963169877332,,0.6041958041958042,
CIDEB,,0.556484752361041,0.5034965034965035,
CISD3,,,0.4825174825174825,
CISH,,1.0,,1.0
CITED2,1.0,,1.0,
CLASP2,,1.0,,
CLCN5,1.0,,1.0,
CLDN19,1.0,,,
CLDN5,1.0,1.0,1.0,
CLDND2,,,1.0,
CLEC2B,,1.0,1.0,1.0
CLIC1,,1.0,1.0,
CLK3,,,1.0,
CLMN,,,0.865610034664476,
CLOCK,,,1.0,
CLSTN1,,1.0,1.0,
CLSTN2,,1.0,,
CLTCL1,,,1.0,
CLU,,1.0,,
CLYBL,1.0,,,
CMBL,1.0,1.0,,
CMC2,0.34170747285501385,,,
CMPK2,,,0.4939965694682676,
CMTM3,,1.0,,
CMTM4,,0.5835069186133016,,
CMTM6,,,0.9149560117302052,
CMTM7,,1.0,1.0,
CNEP1R1,,,1.0,
CNIH1,0.4557021925442978,,,
CNKSR2,1.0,1.0,1.0,
CNKSR3,1.0,,,
CNMD,,1.0,1.0,
CNN2,1.0,1.0,,
CNN3,,1.0,,
CNNM2,,1.0,,
CNR1,1.0,1.0,,
CNRIP1,,1.0,,
CNTFR,1.0,,1.0,
CNTN1,1.0,,1.0,
CNTN2,1.0,1.0,1.0,
CNTN3,,1.0,1.0,1.0
CNTN4,1.0,,1.0,
CNTN6,1.0,,,
CNTNAP1,,1.0,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,1.0,
COCH,1.0,,1.0,
COG3,,1.0,,
COL11A1,1.0,1.0,1.0,
COL11A2,,,1.0,
COL12A1,1.0,1.0,1.0,
COL16A1,,1.0,1.0,
COL1A1,1.0,1.0,1.0,
COL1A2,,,1.0,
COL21A1,1.0,,1.0,
COL23A1,,1.0,,
COL27A1,,1.0,,
COL4A3BP,0.36343656343656344,0.556484752361041,,
COL4A6,1.0,,,
COL5A1,,1.0,,
COL5A3,,1.0,1.0,
COL6A2,,,1.0,
COL9A3,,,1.0,
COLEC12,,1.0,,
COLGALT2,0.3765552629188993,,0.4825174825174825,
COMMD4,,0.556484752361041,,
COPG2,0.7513058370201228,,0.9035721035721036,
COQ3,,,0.4825174825174825,
COQ9,0.34170747285501385,,,
CORO1A,,1.0,1.0,1.0
CORO1B,,,1.0,
COTL1,0.5232842471336195,0.5835069186133016,0.5955334987593052,
COX17,0.3765552629188993,,,
COX6B1,0.34170747285501385,,,
COX7A2L,0.34170747285501385,,,
CPA4,1.0,,,
CPD,,0.8507922457289546,,
CPE,,1.0,,1.0
CPLX1,,,1.0,
CPNE4,,,,1.0
CPNE8,,0.556484752361041,0.4825174825174825,
CPS1,0.34170747285501385,,0.4825174825174825,
CPXM2,,1.0,,
CRB1,1.0,,1.0,
CREB3L2,1.0,,,
CREBBP,1.0,,,
CREBL2,,,1.0,
CREBRF,1.0,,,
CRELD1,,0.628367284889024,,
CRELD2,,,0.4825174825174825,
CREM,,,1.0,
CRH,,1.0,1.0,
CRHBP,1.0,,,
CRIM1,1.0,1.0,,
CRISPLD1,0.6646992248258071,0.7125943363567127,,
CRISPLD2,1.0,,,
CRLF1,,1.0,1.0,
CRLF3,,1.0,,
CROCC,1.0,,,
CRTAM,,1.0,1.0,
CRTC1,,1.0,,
CRTC3,,1.0,1.0,
CRY2,,1.0,,
CRYBG1,,1.0,1.0,1.0
CRYM,1.0,,1.0,
CRYZ,0.748559797551152,,0.8279067870904605,
CSAD,1.0,,1.0,
CSDC2,,1.0,,
CSF1,,1.0,1.0,1.0
CSGALNACT1,1.0,1.0,,
CSK,,1.0,,
CSMD1,1.0,,1.0,1.0
CSMD2,1.0,1.0,1.0,
CSMD3,1.0,1.0,1.0,
CSPG5,,1.0,1.0,
CSRP2,,,1.0,
CTDSP1,,0.556484752361041,,
CTDSP2,,0.8076079416561991,,
CTDSPL2,0.8162746344564527,,0.9542577123624506,
CTGF,1.0,,1.0,1.0
CTH,,,0.5715365715365716,
CTHRC1,0.8101818816104531,,,
CTNNA2,1.0,1.0,1.0,
CTNNB1,1.0,1.0,,
CTNND2,,1.0,,
CTPS2,0.8306255600070034,,0.9501882732651963,
CTSA,,0.5835069186133016,,
CTSB,1.0,,1.0,
CTSC,1.0,1.0,,1.0
CTSK,1.0,,1.0,
CTSO,,0.6707572583058964,,
CTSS,,1.0,1.0,1.0
CTSZ,,0.7372897372897372,0.8766109923134717,
CTTNBP2,1.0,,1.0,
CUL7,,1.0,1.0,
CUX2,1.0,,1.0,
CUZD1,1.0,,,
CWC25,,,1.0,
CXADR,,1.0,1.0,
CXCL10,,1.0,1.0,1.0
CXCL12,,1.0,1.0,
CXCL14,1.0,,1.0,
CXCL8,,1.0,1.0,
CXCL9,,1.0,1.0,1.0
CXCR4,1.0,1.0,1.0,
CXXC4,,1.0,,
CXorf56,0.34170747285501385,,0.4825174825174825,
CYBA,,1.0,1.0,
CYBRD1,,1.0,1.0,
CYFIP2,,1.0,,
CYP1B1,1.0,,,
CYP26B1,1.0,,1.0,
CYP27A1,0.47793552601244904,,0.6427614938253237,
CYP46A1,1.0,1.0,,
CYP4V2,1.0,,1.0,
CYP4X1,,1.0,,
CYSLTR2,,,0.4825174825174825,
CYSTM1,0.34170747285501385,,0.4825174825174825,
CYTH1,,1.0,,
CYTH4,,1.0,1.0,1.0
D2HGDH,0.36343656343656344,,0.4825174825174825,
DAB1,,,1.0,
DACH1,1.0,,1.0,
DACH2,0.5082194591123163,,0.6078246078246078,
DACT1,,,1.0,
DACT2,,1.0,,1.0
DACT3,,1.0,,1.0
DAGLA,,,1.0,
DALRD3,,,0.947453574702932,
DAPK1,1.0,,,
DAPP1,,1.0,1.0,
DAZAP2,,1.0,,
DBNL,,1.0,,
DCAF4,0.6599188592757724,,,
DCBLD2,,1.0,1.0,
DCC,1.0,,1.0,
DCLK1,,1.0,1.0,
DCLK2,1.0,,,
DCN,,1.0,,
DCUN1D3,,,1.0,
DCUN1D4,,1.0,,
DCX,,1.0,,
DDAH1,,0.556484752361041,,
DDAH2,1.0,,1.0,
DDB2,0.7652574698029244,0.8365316145994998,,
DDIT3,1.0,,1.0,
DDIT4,,1.0,,
DDIT4L,1.0,1.0,1.0,
DDN,1.0,,,
DDR2,1.0,,,
DDRGK1,,,0.4825174825174825,
DDX11,1.0,,,
DDX23,,1.0,,
DDX25,,1.0,,
DDX27,0.7510162251541562,,,
DDX3X,1.0,,1.0,
DDX3Y,,1.0,1.0,1.0
DDX58,,1.0,,
DEAF1,,1.0,,
DENND1A,1.0,,,
DENND1B,,,0.9159351287010861,
DENND1C,,0.9148986606613725,0.9928100068945139,
DENND3,1.0,,,
DENR,,,0.5982136675205982,
DEPP1,1.0,1.0,1.0,1.0
DEPTOR,,1.0,1.0,
DERL3,,,1.0,
DES,,1.0,,
DGKA,,1.0,1.0,
DGKB,1.0,1.0,,
DGKG,1.0,1.0,1.0,
DGKI,,,1.0,
DHCR7,,1.0,1.0,
DHFR,0.6188548293811452,0.6746574458751581,0.6944779358572463,
DHPS,0.9932874550043923,,,
DHRS1,0.3765552629188993,,0.5034965034965035,
DHRS7,0.3765552629188993,,0.5152057245080501,
DIAPH1,,1.0,1.0,
DIAPH2,1.0,,1.0,
DIO3,1.0,,1.0,
DIRAS1,,,1.0,
DIRAS2,,1.0,1.0,
DIRAS3,,,1.0,
DIS3,,,1.0,
DIXDC1,1.0,,1.0,
DKK1,0.7253460824889395,,,
DKK3,,0.6760931376315991,,
DLAT,0.3765552629188993,,,
DLG1,1.0,,1.0,
DLGAP2,1.0,,,
DLGAP3,1.0,,1.0,
DLK1,,0.7130869130869131,,
DLK2,,,1.0,
DLL1,,,1.0,
DLX1,1.0,,1.0,
DLX2,1.0,1.0,1.0,
DMD,1.0,,1.0,
DMTN,1.0,1.0,,
DNAH12,,,0.5982136675205982,
DNAJA4,,1.0,1.0,
DNAJB1,,1.0,,
DNAJB2,,1.0,,
DNAJB9,,0.8662978812232545,,
DNAJC10,,1.0,,
DNAJC12,0.34170747285501385,,0.4825174825174825,
DNAJC3,,0.7130869130869131,,
DNAJC6,,1.0,1.0,
DNER,,1.0,,
DNHD1,1.0,1.0,1.0,
DNM1,1.0,1.0,1.0,
DNM3,1.0,,1.0,
DNMBP,1.0,,1.0,
DNMT3A,1.0,,1.0,
DOCK10,1.0,1.0,1.0,1.0
DOCK11,1.0,,1.0,
DOCK8,,1.0,1.0,1.0
DOCK9,1.0,,,
DOK3,1.0,,,
DOK4,,1.0,,
DOK5,1.0,1.0,1.0,1.0
DOK6,,1.0,,
DONSON,,,1.0,
DPCD,,1.0,,
DPF1,,,1.0,
DPH3,0.5765021495358574,,0.6990123278783074,
DPP10,,1.0,1.0,
DPP3,,0.556484752361041,0.5034965034965035,
DPP6,0.8615265331683242,,0.9682625067240452,1.0
DPY19L1,,0.556484752361041,,0.951048951048951
