,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ANXA11,,1.0,1.0,
AOAH,,1.0,1.0,
AP1S2,,1.0,1.0,
APAF1,1.0,,1.0,
APBA1,,,1.0,
APBB1IP,,1.0,1.0,1.0
APC2,1.0,,1.0,
APCDD1,0.5594405594405595,,0.6416440702154989,
APLN,,,1.0,
APLP1,,0.7078668994556845,,
APLP2,,0.6259649441467622,,
APOBEC3C,,0.8696275946275946,0.962040611907986,
APOL2,,0.6926845609480341,0.7397778691896338,
APOL3,,1.0,1.0,1.0
APOL6,,0.7078668994556845,0.7949572551342463,0.8417223801839188
APOLD1,1.0,,,
APOO,1.0,,1.0,
APOOL,1.0,,1.0,
AQP1,,1.0,,1.0
AQP3,,1.0,1.0,
ARAP1,1.0,,,
ARAP2,,,1.0,
ARF6,,1.0,,
ARFGEF3,,1.0,,
ARHGAP27,,1.0,,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,,,0.6416440702154989,
ARHGAP9,,1.0,1.0,
ARHGDIB,,1.0,1.0,1.0
ARHGEF1,,1.0,1.0,
ARHGEF2,,1.0,,
ARHGEF6,,1.0,1.0,
ARID5B,,0.8986000736663866,,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,0.7313787130300892,0.6926845609480341,,
ARPP21,,1.0,,
ARRDC2,,0.5757462876106944,0.6500867553499132,
ARRDC3,,,0.8741616689499426,
ARSD,1.0,,1.0,
ARX,1.0,,,
ASAH1,1.0,1.0,,
ASAP1,1.0,,1.0,
ASB4,0.5594405594405595,,0.6500867553499132,
ASF1B,,0.800879971092737,0.8822605965463107,
ASIC2,,1.0,,
ASPH,,0.7250088966827165,,
ASS1,,1.0,,
ASTN1,1.0,,,
ASXL3,1.0,,1.0,
ATF3,0.7781309599491417,0.7078668994556845,,
ATG12,1.0,,,
ATG9B,1.0,,,
ATP10A,,1.0,1.0,
ATP10B,1.0,,1.0,
ATP11C,0.6560712015257469,,0.7133572310042897,
ATP1A2,,0.9593956043956045,,
ATP1B1,,1.0,,
ATP2A2,0.8661063706935266,,,
ATP2B2,,,0.7181190902121134,
ATP6AP2,0.7781309599491417,,0.786013986013986,
ATP6V0D2,1.0,,,
ATP6V1A,,1.0,,
ATP6V1B2,1.0,,1.0,
ATP8A1,1.0,,1.0,
ATP9A,,0.8293247537960529,,
ATRNL1,0.7867132867132867,,0.817747469921383,
AXIN2,0.8728771228771229,,0.9002949713008885,
B2M,,0.8293247537960529,0.8859397483250695,0.9363268310636733
B3GAT1,,,1.0,
B3GNT2,,0.6926845609480341,0.7782904925762069,
B4GALT1,,0.7078668994556845,,
B4GAT1,,1.0,,
BAALC,,1.0,,
BACE2,,,0.6500867553499132,
BAHCC1,1.0,,,
BAIAP3,1.0,1.0,,
BARHL1,1.0,,1.0,
BATF3,,1.0,,1.0
BCAN,,0.7337281192702879,,
BCAT1,0.8728771228771229,,0.8617429082545363,
BCL11A,,,1.0,
BCL11B,0.7408807408807409,0.6926845609480341,,
BCL6,,0.8272137418895098,,0.9420923903682524
BCLAF3,1.0,,1.0,
BCORL1,0.6885422270037654,,,
BDNF,0.7825881983185353,,,
BEX1,0.7260155574762317,,0.7397778691896338,
BEX2,1.0,,1.0,
BEX3,1.0,,1.0,
BEX4,1.0,,1.0,
BGN,,,0.817747469921383,
BHLHB9,1.0,,,
BHLHE22,0.7841338988879972,,0.8136101186948644,
BHLHE41,,1.0,,
BIRC7,0.6885422270037654,,,
BLCAP,1.0,1.0,,
BLM,,1.0,1.0,
BMP7,1.0,1.0,,
BMPR1B,,0.6926845609480341,,
BNIP3,,1.0,1.0,
BNIP3L,,1.0,,
BOC,1.0,1.0,1.0,
BRINP1,,1.0,,
BRINP3,1.0,,,
BRS3,1.0,,1.0,
BST2,,1.0,1.0,1.0
BTBD3,0.8941877794336809,0.7967639503353788,,
BTG1,,0.8333779315922173,,
BTG2,,0.5757462876106944,,0.49417249417249415
BTN2A2,,0.6926845609480341,,0.7743506493506493
BTN3A1,,1.0,,1.0
BTN3A2,,1.0,,1.0
BTNL9,1.0,,1.0,
BUB3,,,1.0,
BZW2,,,1.0,
C10orf90,0.7890616845840726,,,
C11orf87,1.0,,1.0,
C19orf57,,,1.0,
C1QL1,0.8728771228771229,,,
C1QTNF3,0.7009461127108185,,0.719146022516809,
C1R,,0.5757462876106944,,0.42357642357642356
C1orf61,1.0,,1.0,
C2CD2,,,1.0,
C3,,0.5757462876106944,,0.42357642357642356
C3AR1,,0.8265892183417957,0.8815110123521339,
C3orf18,,,1.0,
C3orf58,,0.5757462876106944,,0.42357642357642356
C3orf70,,,1.0,
C8orf34,,1.0,,
CA10,1.0,,,
CA12,1.0,,1.0,
CA2,,1.0,,
CA9,1.0,,,
CABLES1,,1.0,1.0,
CABP7,,,0.817747469921383,
CACHD1,0.7762237762237764,,0.7399305896415723,
CACNA1A,0.7313787130300892,,0.7397778691896338,
CACNA1E,,1.0,,
CACNA1G,,1.0,1.0,
CACNA2D1,1.0,,1.0,
CACNA2D2,,1.0,,
CACNA2D3,,0.8698952980720936,,
CACNA2D4,1.0,,,
CACNB4,,,0.8815110123521339,
CACNG7,,,1.0,
CAD,0.7781309599491417,,0.7949572551342463,
CADM1,0.7009461127108185,,,
CADM2,0.8351648351648352,,,
CADM3,,1.0,1.0,
CALB1,,1.0,,
CALHM2,,0.7081169951125108,,
CAMK1D,,,1.0,
CAMK2A,1.0,,,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.5757462876106944,,
CAP2,1.0,,,
CAPG,,1.0,1.0,
CARD8,,1.0,1.0,
CARTPT,1.0,,,1.0
CASC10,0.7941326965717209,,0.839283583310887,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,1.0,1.0,1.0
CASP7,,1.0,,
CAV2,,,1.0,
CBLB,1.0,,,
CBLN2,0.7825881983185353,,0.7689267254484646,
CBLN4,0.7890616845840726,,0.817747469921383,
CCDC152,1.0,,,
CCDC80,,1.0,,
CCDC88B,,1.0,,
CCK,1.0,,1.0,
CCL2,,0.5757462876106944,0.6416440702154989,0.42357642357642356
CCL28,,0.5757462876106944,0.6416440702154989,
CCL4,,0.7337281192702879,,
CCL5,,0.5757462876106944,0.6500867553499132,0.49417249417249415
CCM2,,,1.0,
CCNB1,,,1.0,
CCND1,,1.0,1.0,
CCND3,,0.6764814133235185,,
CCNG2,1.0,,1.0,
CCNI,,1.0,,
CCNL1,,1.0,,
CCR2,,0.7963291189097641,,
CCR5,,1.0,1.0,
CCT7,0.7825881983185353,,,
CCZ1,,0.6926845609480341,0.7949572551342463,
CD2,,1.0,1.0,1.0
CD27,,0.7078668994556845,0.817747469921383,0.8519662156025792
CD274,,0.8293247537960529,,0.9601065601065601
CD276,,,0.9759327092660427,
CD300A,,1.0,1.0,
CD37,,1.0,1.0,1.0
CD3E,,0.8293247537960529,0.9135271508152866,0.9363268310636733
CD4,,0.8293247537960529,0.8866621183694354,
CD44,,1.0,,
CD48,,1.0,1.0,1.0
CD53,,1.0,1.0,1.0
CD6,,1.0,1.0,1.0
CD74,,0.8936648457925054,0.9759327092660427,0.9726569726569726
CD82,1.0,,1.0,
CD83,0.7781309599491417,,,
CD84,,1.0,1.0,1.0
CD8A,,0.8293247537960529,0.9460705040815538,0.9726569726569726
CD9,,,0.9759327092660427,
CD93,0.5594405594405595,0.5757462876106944,,
CD99L2,0.7313787130300892,,0.7397778691896338,
CDC25B,,1.0,,
CDH12,,,1.0,
CDH18,0.9207912709858235,0.8265892183417957,,
CDH19,,1.0,,
CDH4,,0.8836230793335351,0.9573054291552952,
CDH8,1.0,,1.0,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,1.0,,
CDK5RAP2,1.0,,,
CDK6,,0.6732600732600732,,
CDKN1A,0.8849973555855909,,,
CDKN2C,,,1.0,
CDON,,1.0,1.0,
CDS1,,1.0,,
CDV3,,,1.0,
CEBPD,,1.0,,
CELF4,,0.8081707025368997,,
CENPV,1.0,,1.0,
CEP290,,1.0,,
CERK,,,1.0,
CERS2,,,0.7133572310042897,
CES4A,,,0.7397778691896338,
CFL2,0.9775171065493646,,,
CFLAR,0.7847287847287847,0.7078668994556845,0.817747469921383,
CGNL1,1.0,,1.0,
CGREF1,,0.5757462876106944,0.6500867553499132,
CHD3,,,1.0,
CHD5,1.0,,,
CHGB,,1.0,1.0,
CHI3L2,,0.6926845609480341,,
CHM,1.0,,1.0,
CHPF,,1.0,,
CHRD,0.966859227728793,,0.9714458569420401,
CHRDL1,,,0.8286058768817389,
CHRNB3,0.5594405594405595,,,
CHST1,,,1.0,
CHST2,1.0,,1.0,
CHST3,0.5594405594405595,,,
CIB2,0.7781309599491417,,0.7949572551342463,
CIDEB,,1.0,1.0,
CISH,,1.0,,
CLCN5,0.8849973555855909,,0.8617429082545363,
CLDN19,1.0,,,
CLDN5,0.8661063706935266,,0.817747469921383,
CLEC2B,,0.6926845609480341,0.7397778691896338,0.7701389519571338
CLIC1,,1.0,1.0,
CLK3,,,1.0,
CLOCK,,,0.817747469921383,
CLSTN1,,,0.7038931218035696,
CLU,,0.5757462876106944,,
CLYBL,1.0,,,
CMBL,1.0,,,
CMPK2,,,1.0,
CMTM7,,,0.85822594913504,
CNKSR2,0.7313787130300892,,0.7397778691896338,
CNN2,1.0,1.0,,
CNN3,,1.0,,
CNTFR,,,1.0,
CNTN1,,,1.0,
CNTN2,1.0,0.9227900304823381,1.0,
CNTN3,,1.0,,1.0
CNTN4,0.966859227728793,,0.962040611907986,
CNTN6,1.0,,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,,
COL11A1,0.6885422270037654,0.6480578245284128,0.7133572310042897,
COL12A1,,0.7958911592005117,0.8535383535383536,
COL16A1,,,0.8757714777132254,
COL1A1,,0.7250088966827165,0.7949572551342463,
COL21A1,,,0.8875435941304205,
COL23A1,,1.0,,
COL4A6,0.6560712015257469,,,
COL5A1,,0.6926845609480341,,
COL5A3,,0.5757462876106944,,
COL6A2,,,0.7397778691896338,
COL9A3,,,0.817747469921383,
COMMD4,,1.0,,
COPG2,1.0,,,
CORO1A,,1.0,1.0,
COTL1,1.0,,1.0,
CPE,,,,0.7743506493506493
CPLX1,,,0.7397778691896338,
CPS1,1.0,,,
CPXM2,,0.7078668994556845,,
CRB1,0.7825881983185353,,,
CRH,,0.6926845609480341,0.7397778691896338,
CRIM1,,0.6926845609480341,,
CRISPLD1,0.7781309599491417,0.6926845609480341,,
CRLF1,,1.0,,
CRTAM,,,0.7782904925762069,
CRY2,,1.0,,
CRYBG1,,1.0,1.0,1.0
CRYZ,0.966859227728793,,0.9654366797223939,
CSAD,,,1.0,
CSF1,,0.9227900304823381,,0.9726569726569726
CSGALNACT1,0.9658266262039847,,,
CSK,,1.0,,
CSMD1,0.5594405594405595,,0.6416440702154989,0.42357642357642356
CSMD2,0.5594405594405595,0.5757462876106944,0.6500867553499132,
CSMD3,0.6885422270037654,0.6926845609480341,0.7397778691896338,
CSPG5,,1.0,,
CTDSP1,,1.0,,
CTDSP2,,0.7518151140198385,,
CTDSPL2,1.0,,,
CTGF,1.0,,,0.9726569726569726
CTNNA2,1.0,,1.0,
CTSA,,0.7078668994556845,,
CTSB,0.8913907669094392,,,
CTSC,,0.6926845609480341,,0.7848621966269026
CTSS,,1.0,1.0,1.0
CTSZ,,,0.817747469921383,
CTTNBP2,,,1.0,
CUL7,,,1.0,
CUX2,0.7934639617807935,,0.817747469921383,
CXCL10,,0.8293247537960529,0.8868368868368868,0.9363268310636733
CXCL12,,0.7337281192702879,,
CXCL14,0.7890616845840726,,0.817747469921383,
CXCL8,,0.7695686666274902,0.8213270828111817,
CXCL9,,0.6966621613680437,0.7949572551342463,0.8350506636220922
CXCR4,,1.0,,
CXXC4,,1.0,,
CXorf56,0.7781309599491417,,0.7949572551342463,
CYBA,,0.9615820588389167,,
CYP26B1,0.7781309599491417,,0.817747469921383,
CYSTM1,1.0,,,
CYTH4,,1.0,1.0,1.0
DAB1,,,1.0,
DACH1,,,1.0,
DACH2,,,1.0,
DACT2,,1.0,,
DAPP1,,1.0,1.0,
DCAF4,1.0,,,
DCBLD2,,0.6926845609480341,0.7397778691896338,
DCN,,0.7695686666274902,,
DDAH2,1.0,,,
DDB2,,1.0,,
DDIT4L,1.0,1.0,,
DDX23,,1.0,,
DDX3X,1.0,,1.0,
DDX3Y,,0.8910795087265676,0.962040611907986,0.9726569726569726
DDX58,,0.6926845609480341,,
DENND1A,1.0,,,
DENND1C,,0.6926845609480341,0.7397778691896338,
DES,,1.0,,
DGKA,,1.0,,
DGKG,1.0,1.0,,
DHCR7,,0.8370746900158665,,
DHFR,,1.0,1.0,
DHRS1,1.0,,1.0,
DIAPH1,,1.0,,
DIAPH2,1.0,,1.0,
DIO3,0.7762237762237764,,,
DIXDC1,1.0,,,
DKK1,1.0,,,
DKK3,,0.8728066454093851,,
DLG1,,,1.0,
DLGAP3,,,1.0,
DLK1,,0.7321412764450739,,
DLX1,1.0,,1.0,
DLX2,,1.0,1.0,
DMD,0.6885422270037654,,0.7133572310042897,
DMTN,1.0,,,
DNAJB9,,0.5757462876106944,,
DNAJC12,1.0,,1.0,
DNAJC6,,1.0,,
DNER,,0.7078668994556845,,
DNHD1,,,0.6124784306602489,
DNM1,,0.7585696157124729,0.820257756427969,
DNMT3A,1.0,,,
DOCK10,,1.0,1.0,
DOCK11,,,1.0,
DOCK8,,0.9388425644707052,1.0,1.0
DOCK9,1.0,,,
DOK5,,,1.0,
DPP10,,1.0,1.0,
DPP3,,,0.7397778691896338,
DPP6,1.0,,1.0,1.0
DPY19L1,,0.8567059681265808,,0.9726569726569726
DPY19L2,1.0,,1.0,
DPYD,,0.7081169951125108,,
DPYSL2,,0.6557727986299415,,
DRAM1,,0.5869704066425379,0.7038931218035696,
DRP2,1.0,,1.0,
DSCAM,1.0,,1.0,
DSCAML1,,,1.0,
DSEL,1.0,,,
DSP,,1.0,,
DSTN,0.5594405594405595,0.5757462876106944,,
DTX3L,,0.5757462876106944,0.6124784306602489,0.42357642357642356
DUSP16,,0.7337281192702879,0.817747469921383,
DUSP22,,,1.0,
DYNLT3,,,0.9666763682511714,
DZIP1,,1.0,,
E2F3,1.0,,,
EBF1,1.0,,1.0,
EBPL,1.0,,,
ECHDC2,,,1.0,
ECM2,0.9295320064550834,,,
EDIL3,1.0,,1.0,
EDNRB,,1.0,,
EEF1A2,,0.8117776959882224,,
EEF2,,1.0,,
EFHD1,,0.7081169951125108,,
EFNA1,,1.0,,1.0
EFNB3,,1.0,,
EFS,1.0,,,
EGR3,,,0.9465575746567482,
EHD1,,1.0,,
EIF1AX,1.0,,1.0,
EIF1AY,,1.0,1.0,1.0
EIF2AK2,,1.0,,
EIF2AK4,0.7313787130300892,,0.7397778691896338,
EIF2B1,,,1.0,
EIF2S3,1.0,,,
EIF4B,,1.0,,
ELAVL3,,,1.0,
ELAVL4,1.0,,1.0,
ELF1,,0.7351970738424921,0.8626075910844122,
ELFN2,,0.8500758500758501,0.9568603439571182,
ELK3,,1.0,,
ELL2,0.7875201721355567,,,
EMB,1.0,1.0,1.0,
EMILIN3,0.5594405594405595,,,
EML3,,1.0,1.0,
EML6,,0.6926845609480341,,
EMX2,1.0,,,
EN2,1.0,,1.0,
ENC1,,0.9227900304823381,1.0,
ENO2,,1.0,1.0,
ENOX1,,,1.0,
ENOX2,1.0,,1.0,
ENPP2,,0.7078668994556845,,
ENPP4,,0.691395024728358,,
ENPP5,,0.8293247537960529,,
EOMES,1.0,,,
EPAS1,0.5594405594405595,,,
EPB41L3,1.0,,,
EPHA5,1.0,,1.0,
EPHB6,1.0,,1.0,
EPSTI1,,0.5757462876106944,0.6969582141995936,0.5213248290171367
ERBB2,1.0,,1.0,
ERBB3,,0.8341275243930112,,
ERBB4,0.8941877794336809,,,
ERMN,,,1.0,
ERO1A,,0.8265892183417957,,
ESPL1,,1.0,1.0,
ESYT1,,1.0,,
ESYT2,,,0.817747469921383,
ETFB,,,1.0,
ETNK2,,0.6926845609480341,,
ETS1,,1.0,1.0,
ETV1,1.0,,,
ETV5,0.8391608391608392,,0.817747469921383,
ETV6,,0.7078668994556845,,
ETV7,,1.0,1.0,1.0
EVI2A,,0.8298578298578297,0.9300284203331295,0.9726569726569726
EVI2B,,1.0,1.0,1.0
EXTL3,,0.8265892183417957,,
F3,,0.5757462876106944,,0.42357642357642356
F5,0.7313787130300892,0.6926845609480341,,
FABP5,,1.0,,1.0
FABP6,,,1.0,
FABP7,,1.0,,
FAM102A,,1.0,1.0,
FAM107A,,1.0,,
FAM110B,,,1.0,
FAM111A,,0.6926845609480341,,
FAM117B,,0.8293247537960529,,
FAM122B,1.0,,1.0,
FAM124A,,,1.0,
FAM129A,,1.0,1.0,
FAM135B,1.0,,1.0,
FAM13A,,1.0,,
FAM153A,1.0,,1.0,
FAM162A,,0.5757462876106944,0.6500867553499132,
FAM199X,1.0,,1.0,
FAM19A2,1.0,,0.9935260817613759,
FAM210B,1.0,,,
FAM221A,1.0,,,
FAM43A,0.9295320064550834,0.8293247537960529,,
FAM49A,1.0,1.0,,
FAM50B,1.0,,1.0,
FAM78A,,1.0,1.0,
FAM84A,0.7781309599491417,,0.7689267254484646,
FAM8A1,,0.6120546120546121,,
FANCI,,0.5757462876106944,0.6124784306602489,
FAR2,,,0.7397778691896338,
FASLG,,1.0,1.0,
FASN,,0.8835304480465771,,
FAT4,0.5594405594405595,,0.6416440702154989,
FBLN5,0.9795187019386309,0.8382487078139252,,
FBN1,,,0.9135271508152866,
FBXO32,,,0.7397778691896338,
FGD3,,,1.0,
FGF1,1.0,,,
FGF11,1.0,,,
FGF12,,1.0,1.0,
FGF13,1.0,1.0,1.0,
FGF14,1.0,,1.0,
FGFBP3,1.0,1.0,,
FGFR1,1.0,,,
FGFR2,1.0,,,
FGFR3,1.0,1.0,,1.0
FHDC1,,,,1.0
FHIT,1.0,,,
FHL1,0.9237274353553423,0.8293247537960529,0.9035396090789677,
FIGN,,,1.0,
FILIP1L,,,0.820257756427969,
FKBP4,0.7313787130300892,,0.7397778691896338,
FKBP5,,0.8293247537960529,0.917857423475401,
FLNC,,1.0,,
FLOT2,,1.0,,
FLRT3,,,0.8852129465626398,
FMN2,,1.0,,
FMNL1,,1.0,1.0,1.0
FNBP1L,,1.0,,
FNDC5,1.0,,,
FNIP2,0.8941877794336809,,0.8815110123521339,
FOLH1,1.0,,,
FOLR1,1.0,,1.0,
FOS,,0.7078668994556845,,0.8519662156025792
FOXG1,0.8800049508014111,,,
FOXP1,1.0,,,
FOXP2,1.0,,1.0,
FRA10AC1,1.0,,1.0,
FRAS1,1.0,,1.0,
FRMD4B,1.0,1.0,,
FRRS1L,,,1.0,
FRY,,1.0,,
FRZB,1.0,,,
FSTL1,,0.7078668994556845,,
FSTL4,0.5594405594405595,,0.6124784306602489,
FSTL5,0.5594405594405595,,0.6124784306602489,
FUNDC1,0.7781309599491417,,0.817747469921383,
FURIN,,0.6926845609480341,0.719146022516809,
FXYD5,,1.0,1.0,1.0
FYB1,,1.0,1.0,1.0
FZD1,1.0,,,
FZD5,1.0,1.0,1.0,1.0
FZD7,,,,1.0
FZD8,1.0,,,
GABBR1,,0.8498815470244041,,
GABBR2,,0.8293247537960529,,
GABRA1,0.6560712015257469,,0.6500867553499132,
GABRA2,0.5594405594405595,0.5757462876106944,0.6500867553499132,
GABRA4,0.5594405594405595,,,
GABRA5,0.6560712015257469,,,
GABRB1,,,0.6416440702154989,
GABRB2,0.5594405594405595,,0.6500867553499132,
GABRG2,,,0.6124784306602489,
GADD45B,,,,1.0
GALNT10,,1.0,,1.0
GALNT13,,,1.0,
GALNT15,,1.0,,1.0
GALNT17,1.0,,,
GALNT2,1.0,,1.0,
GALNT6,,1.0,,
GAPDH,,0.8835304480465771,,
GAS1,0.8849973555855909,0.8293247537960529,0.8617429082545363,
GAS7,1.0,1.0,1.0,
GAS8,1.0,,1.0,
GATM,0.6885422270037654,,0.7133572310042897,
GBE1,,1.0,,
GBP1,,1.0,1.0,1.0
GBP2,,1.0,1.0,1.0
GCNT1,1.0,,1.0,
GDE1,,0.7078668994556845,,
GFAP,,0.6926845609480341,,
GFPT1,,0.7344655344655345,,
GGA2,0.7986216681868855,,,
GIMAP1,,0.7579513509746068,0.817747469921383,
GIMAP4,,0.8498815470244041,0.9568603439571182,0.9726569726569726
GIMAP7,,1.0,1.0,1.0
GIMAP8,,0.8293247537960529,0.9135271508152866,
GJA1,,,0.9666763682511714,
GK,0.7781309599491417,,0.7831348139040447,
GLB1L2,0.5594405594405595,0.5757462876106944,,
GLCCI1,,,1.0,
GLG1,,0.7958911592005117,,
GLI2,1.0,,,
GLI3,1.0,1.0,,
GLIPR1,,0.5869704066425379,0.7133572310042897,
GLIPR2,1.0,,1.0,
GLIS2,1.0,,1.0,
GLIS3,0.9665889665889666,0.8293247537960529,,
GLRX,,1.0,,
GLRX3,,,1.0,
GLS,1.0,,,
GLUL,1.0,,,
GNA15,,1.0,1.0,1.0
GNAI1,,1.0,,
GNAO1,,1.0,,
GNAS,1.0,,,
GNAZ,,1.0,,
GNB3,1.0,,1.0,
GNB4,,1.0,,
GNG12,,,0.817747469921383,
GNG4,,1.0,,
GOLM1,,,0.8617429082545363,
GPC3,,,1.0,
GPD1,,1.0,,
GPD1L,1.0,,,
GPD2,0.7734873821830343,,,
GPI,,1.0,1.0,
GPM6A,,0.8293247537960529,0.8815110123521339,
GPM6B,0.7781309599491417,,,
GPNMB,1.0,,1.0,0.9726569726569726
GPR12,,1.0,1.0,
GPR15,,1.0,1.0,
GPR158,0.7841338988879972,,,
GPR17,,1.0,,
GPR26,,1.0,,
GPR68,,0.7078668994556845,0.7949572551342463,
GPR83,1.0,,,
GPR89B,1.0,,,
GPRASP1,,,1.0,
GPRC5B,,0.6926845609480341,,0.7743506493506493
GPRC5C,,0.6926845609480341,,
GPSM3,,1.0,1.0,
GPT2,,0.9273554728100183,1.0,
GPX3,,0.6926845609480341,,
GREB1,1.0,,,
GREM2,0.5594405594405595,,,
GRIA1,1.0,1.0,,
GRIA2,,1.0,,
GRIA3,,0.8293247537960529,0.9184317083476747,
GRID1,,,1.0,
GRID2,,,1.0,
GRIK1,1.0,,1.0,
GRIK3,1.0,1.0,,
GRIN1,1.0,,1.0,
GRIN2A,,1.0,,
GRIN2B,,1.0,,
GRIN2D,,1.0,1.0,
GRIN3A,1.0,,1.0,
GRK2,,1.0,,
GRM1,,,1.0,
GRM2,1.0,,1.0,
GRM3,1.0,,1.0,
GRM4,,,1.0,
GRM5,,1.0,,
GRM8,1.0,,1.0,
GSAP,0.7943512797881731,,,
GSPT2,1.0,,,
GSTK1,,0.8269025495052892,,
GSTM1,,0.7439003684062973,,
GSTO1,,,1.0,
GTSE1,,,1.0,
GUCY1A2,,,0.6500867553499132,
GUCY1B1,0.6560712015257469,,,
GULP1,1.0,,1.0,
GYG2,1.0,,1.0,
GYPC,,0.6926845609480341,0.7397778691896338,
HABP2,,,0.6124784306602489,
HACE1,0.6885422270037654,,,
HAP1,1.0,,1.0,1.0
HAPLN3,,0.9953462379204954,,
HAVCR2,,1.0,1.0,
HCLS1,,1.0,1.0,1.0
HCN1,1.0,,1.0,
HCN2,1.0,,,
HCRT,1.0,,1.0,
HCST,,1.0,1.0,1.0
HDAC1,,,1.0,
HDAC8,0.7009461127108185,,,
HECW1,,,0.817747469921383,
HEG1,,0.7078668994556845,0.7949572551342463,
HEMK1,1.0,,,
HERC3,0.7313787130300892,,,
HERC5,0.7781309599491417,,0.7689267254484646,
HERC6,0.7260155574762317,,0.7397778691896338,
HES4,,,1.0,
HEY1,1.0,,,
HIST1H1C,1.0,,1.0,
HK2,,0.7695686666274902,,
HLA-A,,1.0,,1.0
HLA-B,,1.0,,1.0
HLA-C,,0.8341275243930112,,0.9726569726569726
HLA-DMA,,1.0,,1.0
HLA-DMB,,1.0,,1.0
HLA-DOA,,0.7078668994556845,,0.8417223801839188
HLA-DPA1,,0.691395024728358,,0.6958755530184102
HLA-DPB1,,0.8293247537960529,0.9135271508152866,
HLA-DQB1,,0.7078668994556845,0.7689267254484646,
HLA-DRA,,0.9227900304823381,,1.0
HLA-E,,0.8730533771405706,1.0,0.9726569726569726
HLA-F,,1.0,1.0,1.0
HLCS,1.0,,1.0,
HMGB3,1.0,,1.0,
HNRNPM,,1.0,,
HOMER1,,,1.0,
HOOK1,,1.0,,
HOPX,,1.0,,
HPCA,1.0,,,
HPRT1,1.0,,1.0,
HPS1,,,1.0,
HPX,0.6885422270037654,,,
HRK,,,0.7397778691896338,
HS3ST1,0.6560712015257469,,,
