,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ADGRB2,0.16957593304898697,,0.1552454853307472,
ADGRB3,0.5697798410519557,0.5652560913726697,0.5928330689928628,
ADGRG1,0.15520194091622663,0.1593717017445831,,
ADGRG5,,0.146628040589749,0.12796841712504364,
ADGRL1,,0.1855699567012961,,
ADGRL3,1.0,,1.0,
ADH5,0.6113397820128589,,,
ADI1,1.0,,,
ADIPOR1,0.1238319202920973,0.07884556048702918,,
ADK,1.0,,1.0,
ADM,,0.05240023134759977,0.047416868845440274,
ADPGK,,1.0,,
ADPRHL2,,1.0,,
ADRA2A,0.06442452575049261,,0.05090117550181448,0.03959439253556901
ADRA2C,,0.05240023134759977,,
ADRB1,0.04670563081778035,,0.04526155662519299,
ADSS,1.0,1.0,,
ADTRP,,0.16774755299345462,,
AEBP1,,,0.04526155662519299,
AFAP1L2,,0.2646124639480122,,
AFDN,,0.7404584662649178,0.7680875706279864,
AFF1,,0.7795852441521732,,
AFF2,0.10788259359687931,0.07884556048702918,0.11511609777505731,
AFF3,0.17839613353361541,,0.13590346661212804,
AFF4,,,1.0,
AFG3L2,1.0,,,
AGA,0.9427228719833222,,0.9524605828953655,
AGAP1,,1.0,1.0,
AGAP2,1.0,1.0,1.0,
AGAP3,,1.0,,
AGBL5,1.0,,,
AGFG1,1.0,,,
AGFG2,1.0,1.0,1.0,
AGMAT,,1.0,1.0,
AGO3,,,1.0,
AGPAT3,,,1.0,
AGPAT5,1.0,,,
AGPS,1.0,,,
AGRN,0.04670563081778035,,0.05268540982826697,
AGTR2,0.0856103211563597,,,
AGTRAP,,0.49589490968801314,,
AHDC1,,,0.4691044142397471,
AHI1,1.0,1.0,1.0,
AHNAK,1.0,,,
AHNAK2,,1.0,,
AHRR,1.0,,1.0,
AIF1,,0.05568257246109595,0.06489640705526653,
AIF1L,,1.0,,
AIFM1,1.0,,1.0,
AIFM2,1.0,,1.0,
AIG1,0.06834191449576064,,,
AIP,1.0,,,
AJAP1,0.10788259359687931,,0.08326864772857803,0.0430251566615203
AK1,,,0.8122669465366095,
AK5,,0.27267003267003265,,
AKAP1,0.20878454878454877,,,
AKAP11,,1.0,,
AKAP12,,,1.0,
AKAP13,1.0,,1.0,
AKAP17A,1.0,1.0,,
AKAP5,0.15520194091622663,,0.13153953048272732,
AKAP8,1.0,,,
AKAP8L,,1.0,1.0,
AKAP9,,1.0,1.0,
AKIRIN1,,,1.0,
AKIRIN2,,1.0,,
AKNA,,1.0,1.0,
AKR1B1,1.0,1.0,1.0,
AKR1C1,1.0,1.0,,
AKR1C2,1.0,1.0,,
AKR7A2,1.0,,1.0,
AKT2,0.7671919185549029,,,
AKT3,,0.8190061866154411,0.8456790734018457,
AKTIP,1.0,,,
ALAS1,0.48493285690051185,,,
ALCAM,,0.3236127057022579,0.36299243424346983,
ALDH18A1,,1.0,,
ALDH1A2,0.8190735856940843,,,
ALDH1A3,1.0,,1.0,
ALDH1B1,1.0,,,
ALDH2,1.0,1.0,,1.0
ALDH5A1,1.0,1.0,,
ALDH6A1,1.0,1.0,,
ALDH7A1,,1.0,,
ALDOA,,1.0,1.0,
ALDOC,,1.0,1.0,
ALG13,1.0,,1.0,
ALG3,1.0,,,
ALKBH2,,,1.0,
ALKBH4,0.7703141525618261,,,
ALKBH5,,1.0,1.0,
ALMS1,,1.0,,
ALOX5AP,,0.06312709030100334,0.05506475091728548,0.04233034046698644
ALOXE3,0.05949407735122021,,0.06489640705526653,
ALPK1,,1.0,,1.0
ALPL,,1.0,,
ALS2CL,0.15840754337686852,0.1566759420836674,,
ALYREF,1.0,1.0,,1.0
AMD1,0.5993189149362493,,,
AMER2,,0.4712753233161397,0.4504602540316826,
AMER3,,1.0,,
AMFR,,,1.0,
AMIGO2,0.18535672601293143,,,
AMMECR1,0.21861340758978554,,0.23002225737788048,
AMOT,1.0,,1.0,
AMOTL1,1.0,,1.0,
AMOTL2,0.05145433716862288,,0.04526155662519299,
AMPD2,,1.0,,
AMPH,,0.27804204388522324,0.32359861400483697,
AMT,1.0,,,
AMZ1,,0.7705645278204646,,
ANAPC13,,,1.0,
ANAPC16,1.0,,1.0,
ANAPC2,1.0,,1.0,
ANAPC4,1.0,,,
ANAPC5,1.0,,1.0,
ANAPC7,,,1.0,
ANGPT1,0.0856103211563597,0.08279454433300587,,
ANGPTL2,,0.2605108202377827,0.27072648022368695,
ANK1,0.33917302209985134,,,
ANK2,,0.3506771806483622,,
ANK3,,,0.9141350452825862,
ANKDD1A,,0.2750683116668047,0.23898101898101898,
ANKHD1,,,0.9196422976075058,
ANKMY2,,1.0,1.0,
ANKRA2,,,1.0,
ANKRD10,0.8811940890555148,,0.8481946154833092,
ANKRD27,,1.0,1.0,
ANKRD29,0.849961770834895,,0.8109404656086321,
ANKRD33B,0.5684096309096309,,0.5317999275328938,
ANKRD36,,1.0,1.0,
ANKRD36B,1.0,,,
ANKRD37,0.6175646151779803,0.5560623687051715,0.5955437533712293,0.42502105737399853
ANKRD44,,1.0,1.0,
ANKRD46,0.2806031453718286,0.30902700538328065,,
ANKRD49,,1.0,,
ANKRD50,1.0,,1.0,
ANKRD55,,,0.44288994251428504,
ANKRD6,,0.357493793146796,,
ANKRD9,,1.0,1.0,
ANKS1A,0.9445781928142415,,0.906960873521383,
ANKS1B,0.8283280080800742,0.8098525103044147,0.8297952047952049,
ANKS3,,1.0,,
ANKZF1,1.0,1.0,1.0,
ANLN,,1.0,1.0,
ANO3,0.11962902447642124,0.11538461538461539,,
ANO6,,,0.6810215672346919,
ANO8,,,0.07389641897990692,
ANOS1,0.3126928936984803,0.30902700538328065,,
ANP32B,,1.0,1.0,
ANP32E,,1.0,,
ANTXR1,,,0.07389641897990692,
ANTXR2,,,0.06489640705526653,
ANXA1,,0.6966261542999327,0.7297130350565465,
ANXA11,1.0,1.0,1.0,
ANXA2,,,0.4504602540316826,
ANXA5,1.0,,1.0,
ANXA6,0.8594215533958256,,,
AOAH,,0.14321690214547356,0.13858435379053935,0.06852875631156174
AOC2,,,1.0,
AP1AR,1.0,1.0,,
AP1G2,1.0,1.0,,
AP1S1,1.0,,1.0,
AP1S2,,1.0,1.0,
AP2A1,,,1.0,
AP2B1,,1.0,,
AP3B2,,1.0,,
AP3D1,1.0,1.0,,
AP3S1,1.0,,1.0,
AP4E1,,1.0,,
AP5B1,0.3126928936984803,0.2810030269837344,,
AP5Z1,,1.0,,
APAF1,0.13393641534345052,,0.12153449878831295,
APBA1,0.13812886947215305,0.15040807146070304,0.13858435379053935,
APBB1IP,,0.8412667383442478,0.8638914219295691,0.6391258314335238
APBB2,0.23165835428793707,0.22391102873030583,0.25184445904290265,0.1205979205979206
APC,1.0,,1.0,
APC2,0.0856103211563597,,0.10020168510734548,
APCDD1,1.0,0.9765545632615119,0.9865814840226304,
APEH,1.0,,,
APLN,0.6113397820128589,,0.608691878825043,
APLP1,,0.05240023134759977,0.04526155662519299,
APLP2,0.18138022436016704,0.17303284950343772,0.12153449878831295,
APMAP,,1.0,,
APOBEC3C,,0.5142365621598848,0.5301532949808812,0.3805730352122105
APOBEC3F,,0.9853899872004881,0.9675676870736057,
APOC1,0.05949407735122021,,,
APOD,,0.48755251426369967,,
APOE,0.04670563081778035,0.05531135531135531,0.05090117550181448,
APOL2,,0.29282482223658696,0.3287787019515308,0.20414695022845494
APOL3,,0.07884556048702918,0.10020168510734548,0.05327335980602313
APOL6,,0.22391102873030583,0.24722174377346792,0.1584926701205771
APOLD1,0.8924111602683032,0.8264915161466886,,
APOM,0.15167720819212185,,,
APOO,1.0,,1.0,
APOOL,1.0,1.0,1.0,
APP,,0.30169830169830175,,
APPL1,0.42565983488173686,,,
APPL2,,0.20012148655364737,,0.14461233211233213
APRT,,1.0,,
AQP1,0.6152001475742483,0.5410330698942243,0.5601955245293064,0.4433975662891325
AQP3,,0.17303284950343772,0.17916685390733833,0.09838193302760231
AQP4,0.5400388633664791,,,
AR,0.18138022436016704,,,
ARAP1,1.0,,1.0,
ARAP2,1.0,,1.0,
ARF1,,1.0,,
ARF4,,,1.0,
ARF6,,1.0,1.0,1.0
ARFGAP1,1.0,1.0,1.0,
ARFGEF1,,,1.0,
ARFGEF2,1.0,1.0,,
ARFGEF3,1.0,1.0,,1.0
ARG2,0.0856103211563597,0.08645863154881192,,
ARGLU1,,1.0,,
ARHGAP10,1.0,,,
ARHGAP19,,,1.0,
ARHGAP20,,1.0,1.0,
ARHGAP21,,,1.0,
ARHGAP22,,,,1.0
ARHGAP23,1.0,,,
ARHGAP24,,1.0,,
ARHGAP27,,1.0,1.0,
ARHGAP30,,1.0,1.0,1.0
ARHGAP32,,1.0,1.0,
ARHGAP33,1.0,,1.0,
ARHGAP35,,0.16501730313885013,,
ARHGAP36,0.8605120369826252,,0.8733165637409381,0.6110505546514224
ARHGAP39,,,1.0,
ARHGAP44,0.3675384880696423,,,
ARHGAP5,1.0,1.0,1.0,
ARHGAP6,,1.0,,
ARHGAP9,,1.0,1.0,1.0
ARHGDIA,,1.0,,
ARHGDIB,,0.10257742257742257,0.14529244340565095,0.05595389831843034
ARHGDIG,,,1.0,
ARHGEF1,1.0,1.0,1.0,
ARHGEF10,,,1.0,
ARHGEF11,1.0,,,
ARHGEF16,1.0,1.0,,
ARHGEF2,1.0,1.0,,
ARHGEF25,1.0,,1.0,
ARHGEF26,,1.0,1.0,
ARHGEF28,1.0,1.0,,
ARHGEF3,1.0,1.0,1.0,
ARHGEF4,1.0,1.0,,
ARHGEF6,1.0,1.0,1.0,
ARHGEF9,,1.0,,
ARID1B,,,1.0,
ARID3A,1.0,,,
ARID4B,,1.0,,
ARID5B,,0.5440883902422364,,
ARIH1,,,1.0,
ARL1,,1.0,,
ARL10,1.0,,1.0,
ARL13B,,1.0,1.0,
ARL2,1.0,,,
ARL2BP,,,1.0,
ARL3,1.0,,,
ARL4A,1.0,1.0,,
ARL4C,1.0,,1.0,
ARL4D,1.0,,,
ARL6,,1.0,,
ARL6IP5,0.17612343603533032,,0.19893461587272662,
ARMC6,1.0,,,
ARMCX2,1.0,,1.0,
ARMCX3,1.0,,1.0,
ARMCX4,1.0,1.0,,
ARMCX5,1.0,,,
ARMT1,,1.0,,
ARNT,0.1861267224395716,,0.18796259919855426,
ARNT2,,,,0.1205979205979206
ARNTL,1.0,,,
ARNTL2,,,1.0,
ARPC2,,,1.0,
ARPC3,,,1.0,
ARPC4,,1.0,,
ARPC5,,1.0,1.0,
ARPC5L,,1.0,,
ARPP19,0.18945686768155562,,0.16909034361864553,
ARPP21,,1.0,,
ARRB1,1.0,,1.0,
ARRDC1,1.0,,,
ARRDC2,,0.5223361693949928,0.5129430738156987,
ARRDC3,,,0.4691044142397471,
ARSD,1.0,,1.0,
ART3,1.0,1.0,,1.0
ARX,0.04670563081778035,,,
ASAH1,0.2515244656333765,0.23226832479501522,0.23898101898101898,
ASAP1,1.0,,1.0,
ASAP2,1.0,1.0,,0.8364713757067882
ASB3,,,1.0,
ASB4,1.0,,1.0,
ASB6,,1.0,,
ASF1A,,,1.0,
ASF1B,,1.0,1.0,
ASH1L,,,0.21740463450041203,
ASH2L,1.0,,,
ASIC1,0.648825672009598,,0.6073215221881042,
ASIC2,,0.46433051926614166,0.4504602540316826,
ASNA1,,1.0,,
ASPH,0.7020566923768711,0.6848802167361725,0.7190579332172252,0.5054196389091002
ASPHD2,,,1.0,
ASPRV1,,,0.9062898823664375,
ASPSCR1,,,1.0,
ASS1,,1.0,,
ASTN1,0.255657862235207,0.23398458181066878,0.2152982152982153,0.14297590521366746
ASTN2,,0.6358442127672896,0.662618115829125,
ASXL1,1.0,,,
ASXL2,,,1.0,
ASXL3,1.0,,1.0,
ATAD1,1.0,1.0,,
ATAD3A,,,1.0,
ATAT1,,0.3769139447809808,0.3814902629837695,
ATCAY,,1.0,,
ATE1,0.4557180342762598,,,
ATF2,,0.7379816948550102,,
ATF3,0.15167720819212185,0.1593717017445831,0.17578936742699808,0.10096570096570097
ATF5,,1.0,,0.8683840621218313
ATF6,0.17839613353361541,,,
ATF7IP,,,1.0,
ATG12,1.0,,1.0,
ATG13,,,1.0,
ATG14,,,1.0,
ATG16L1,,1.0,,
ATG16L2,,1.0,1.0,
ATG4A,1.0,,1.0,
ATG4B,,,1.0,
ATG4C,,1.0,,
ATG4D,,1.0,,
ATG9A,,1.0,,
ATG9B,1.0,,1.0,
ATIC,,,1.0,
ATL1,,0.13994439295644115,,
ATL2,,1.0,,
ATL3,0.9393155231864909,,0.9180265936595051,
ATMIN,0.60869607353035,,0.5830701504091225,
ATN1,,0.4840323130348277,0.5330736524971255,
ATOH7,0.39678333477546074,0.32094924019151333,0.31389801092077796,
ATOH8,1.0,,,
ATOX1,1.0,,,
ATP10A,,0.9496471665589313,1.0,
ATP10B,0.37355069173250993,0.3642072213500785,0.3852478456795004,
ATP11A,0.48237284298435373,,0.4672160683890889,
ATP11C,0.14807414807414807,,0.15168737896010623,
ATP12A,0.3139598760441332,,0.26801609605347926,
ATP13A2,,0.4088663135425725,0.46341434706677714,
ATP13A3,0.746003996003996,0.7166362248106117,,
ATP13A4,,0.3360689942968424,,
ATP1A2,,0.25499042242161507,0.2748171791410062,
ATP1A3,,,0.1725663095686515,
ATP1A4,,,,0.1850496770110918
ATP1B1,,1.0,,
ATP1B2,,,0.3865776228544725,0.29695794401676756
ATP1B3,0.48995122524534285,,0.5262678906628838,
ATP2A2,1.0,1.0,,
ATP2B2,0.27164681840940835,0.2683960847895274,0.2829465616350862,
ATP2B3,,0.19794165225637309,,
ATP2B4,,0.08645863154881192,,
ATP6AP1,0.06834191449576064,0.08279454433300587,,
ATP6AP2,1.0,1.0,1.0,
ATP6V0A1,0.9972199549050824,1.0,,
ATP6V0D1,1.0,,1.0,
ATP6V0D2,1.0,,1.0,
ATP6V0E2,,0.6358442127672896,,
ATP6V1A,1.0,1.0,,
ATP6V1B2,1.0,,1.0,
ATP6V1C1,1.0,,1.0,
ATP6V1D,1.0,,,
ATP6V1E1,1.0,,,
ATP6V1F,1.0,,,
ATP6V1G2,,0.1593717017445831,0.17578936742699808,
ATP6V1H,,,1.0,
ATP7A,0.14177312049652477,,0.1418886457054396,
ATP8A1,0.33706974601543294,,0.3004050075922303,
ATP8B2,0.7531633233577077,,,
ATP9A,,0.1593717017445831,0.1905113796103785,
ATP9B,0.14508878218555638,,,
ATRN,,0.06015736529331695,,
ATRNL1,0.3139598760441332,,0.3307813761580885,
ATRX,,,,1.0
ATXN1,0.05145433716862288,,,0.03059566695930332
ATXN1L,,0.5677020793825617,,
ATXN2,1.0,,1.0,
ATXN2L,,0.44384461692154,0.43921486368616275,
ATXN7L1,1.0,1.0,,
AUNIP,,,0.7326697906662757,
AUTS2,,,1.0,
AVPI1,,0.12943374877852257,0.11864305906859099,
AVPR1B,0.04670563081778035,,,
AXIN2,0.43153037438751723,,0.45764835609164745,
AZGP1,0.508762616092459,0.5132255564947873,,
B2M,,0.06738439225748871,0.05995939544326641,0.038410864497821016
B3GALNT1,,1.0,,
B3GALNT2,0.8713594098209483,,,
B3GALT6,,0.7845736450844506,,
B3GAT1,0.33917302209985134,0.330233313484545,0.2883632204899173,
B3GAT2,0.6582014476751319,0.6292813170967461,0.6338886677232543,
B3GAT3,,,0.12497870478770887,
B3GLCT,,,1.0,1.0
B3GNT2,,0.47967494690183765,0.49645866953559264,
B3GNT4,1.0,,1.0,
B3GNT9,1.0,,1.0,
B4GALNT4,0.3107061477847995,,0.2883632204899173,
B4GALT1,,0.13638416378142407,0.16909034361864553,
B4GALT4,,0.47530266343825667,,
B4GALT5,,,0.13153953048272732,
B4GALT6,0.11551404799579983,0.09500041942790036,,
B4GAT1,,0.19794165225637309,,
BAALC,,0.3769139447809808,,0.2176783461187131
BABAM2,,,1.0,
BACE1,0.05145433716862288,,0.04526155662519299,
BACE2,,0.17064937768591354,0.2015089324023662,
BAD,1.0,,1.0,
BAG1,1.0,,1.0,
BAG4,,,0.5955437533712293,
BAHCC1,1.0,,1.0,
BAHD1,1.0,,,
BAIAP3,0.18945686768155562,0.21252638986629135,,
BAK1,,1.0,1.0,
BAMBI,0.05949407735122021,,,
BAP1,1.0,,,
BARHL1,0.04670563081778035,,0.05995939544326641,
BASP1,,0.4712753233161397,0.5253246404676969,
BATF3,,0.2665167615662665,,0.1887058628272686
BAZ1A,1.0,1.0,1.0,
BBOX1,1.0,,1.0,
BBS4,,,1.0,
BCAM,,0.1272337885756416,0.13858435379053935,
BCAN,,0.05531135531135531,0.07042662641876789,
BCAS2,1.0,,,
BCAS4,1.0,,1.0,
BCAT1,1.0,,1.0,
BCAT2,,,1.0,
BCHE,0.06442452575049261,0.05240023134759977,,
BCKDHA,,,1.0,
BCL11A,0.5958192750645581,,0.5863455610537323,
BCL11B,0.43264318619768855,0.37523551517990816,,
BCL2,0.2662107867919006,0.23981147058070135,,
BCL2L1,0.5734609638891754,,0.5845206741310637,
BCL2L11,0.41039949381365487,0.3863176237145073,,
BCL2L13,,,,0.39574495855902897
BCL2L2,,,0.4137397486234695,
BCL6,0.16104741180269883,0.16501730313885013,0.20403929048539507,0.1191168382179618
BCL6B,0.6798811128630406,0.6743597390779019,,
BCL7A,,,1.0,
BCL9,,,0.18663279577565292,
BCL9L,0.5779708198390434,,,
BCLAF3,1.0,,1.0,
BCORL1,1.0,1.0,1.0,
BDKRB2,,0.05240023134759977,,
BDNF,0.04670563081778035,,0.047416868845440274,
BECN1,,1.0,,1.0
BEND5,1.0,,1.0,
BET1,,1.0,,
BET1L,,1.0,,
BEX1,0.5132335027896385,0.4712753233161397,0.506315718180125,
BEX2,0.8631845946785383,0.8444106654766553,0.8456790734018457,
BEX3,0.5044427403582333,,0.43149350649350643,
BEX4,0.9155563757391434,,0.8920075627916659,
BEX5,,1.0,,
BGN,,,0.12153449878831295,
BHLHB9,1.0,,1.0,
BHLHE22,0.5187718855538924,,0.49359737683519916,
BHLHE41,,1.0,,1.0
BICDL1,,1.0,,
BICRA,1.0,,1.0,
BIRC7,0.4785487240032695,0.48869100948967836,,
BLCAP,0.25345206940298964,0.22124542124542124,0.18312721760997622,
BLM,,1.0,1.0,
BLMH,,,1.0,
BLVRA,1.0,,1.0,
BMP1,,0.05568257246109595,,
BMP2,0.04670563081778035,,0.047416868845440274,0.03059566695930332
BMP3,0.04670563081778035,,0.04526155662519299,
BMP6,0.04670563081778035,,0.047416868845440274,
BMP7,0.04670563081778035,0.05240023134759977,0.04526155662519299,0.03059566695930332
BMPR1B,,0.05531135531135531,,0.038410864497821016
BMT2,,1.0,1.0,
BNC2,,0.8141774516533048,0.8350418300501495,0.6367353077030495
BNIP3,,0.16501730313885013,0.15168737896010623,
BNIP3L,,0.4133483004450746,0.4215156009634537,
BOC,0.05339212069981301,0.05531135531135531,0.04526155662519299,
BOLA3,,,1.0,
BPTF,,1.0,,
BRAF,,1.0,,
BRAT1,1.0,,,
BRD1,,1.0,,
BRD7,,1.0,1.0,
BRF2,1.0,,,
BRI3,,0.16245293168370092,0.15168737896010623,
BRI3BP,1.0,,0.9390175950552323,
BRICD5,,,0.608691878825043,
BRINP1,,1.0,1.0,
BRINP3,0.22947715549756365,,,
BRK1,0.04670563081778035,,0.047416868845440274,
BRMS1,,1.0,,
BRMS1L,1.0,,,
BRS3,0.04670563081778035,,0.04526155662519299,
BRSK1,,,0.6414596639315739,
BRSK2,,,0.5150211699754919,
BRWD1,,1.0,1.0,
BRWD3,1.0,,1.0,
BSG,,,0.1905113796103785,
BSN,,,0.09232158569906913,
BSPRY,,0.9956043956043955,1.0,
BST2,0.05949407735122021,0.07214524605828955,0.05995939544326641,0.04782585835217414
BTAF1,,1.0,1.0,
BTBD11,,0.8264915161466886,0.8401504624585796,
BTBD3,0.19247602466309482,0.17559160416303274,0.19674617369458203,
BTBD6,1.0,,,
BTG1,1.0,1.0,,
BTG2,0.992235179151067,0.9229954223773753,0.9896577911884035,0.7290225302647662
BTG3,0.40630101605711366,0.3259419152276295,,
BTN2A1,0.14177312049652477,,,
BTN2A2,,0.08279454433300587,,0.05327335980602313
BTN3A1,,0.06312709030100334,,0.0455173242058488
BTN3A2,,0.10257742257742257,0.12153449878831295,0.09037053481497925
BTNL9,0.04670563081778035,,0.04526155662519299,0.03059566695930332
BUB3,1.0,1.0,1.0,
BUD23,,,0.4853135328982481,
BUD31,,1.0,,
BZW2,,1.0,1.0,
C10orf90,0.7754131989007433,0.6706742734617299,0.7353619007666765,
C11orf87,0.9818770650004907,,0.9390175950552323,
C12orf49,0.8746463956884798,,0.8197062279605504,
C12orf76,1.0,,,
C14orf119,,,1.0,
C15orf39,,,0.2630294234067819,
C16orf58,0.05339212069981301,,,
C16orf89,,1.0,,
C17orf51,,1.0,,
C17orf75,1.0,,,
C18orf21,,1.0,1.0,
C18orf25,,,1.0,
C19orf53,1.0,,,
C19orf54,,,1.0,
C19orf57,1.0,,1.0,
C1GALT1,1.0,,,
C1QL1,0.10788259359687931,0.07884556048702918,,
C1QTNF1,,0.4564622228982091,0.46341434706677714,
C1QTNF3,0.12725122100122102,,0.11080135091848123,
C1R,0.04670563081778035,0.06312709030100334,,0.03236080159157082
C1S,,0.05531135531135531,0.05506475091728548,0.03236080159157082
C1orf115,,,0.5798726964734869,
C1orf216,0.9621993782299126,,,
C1orf52,,,0.5524482283616249,
C1orf61,0.0856103211563597,,0.08326864772857803,
C2,,0.05568257246109595,0.05090117550181448,
C20orf203,1.0,,,
C20orf27,1.0,,1.0,
C22orf39,,,1.0,
C2CD2,1.0,,1.0,
C2CD2L,,0.09500041942790036,0.08326864772857803,
C2CD4C,1.0,,1.0,
C2orf42,,1.0,,
C2orf68,1.0,1.0,,
C2orf76,1.0,,,
C2orf88,0.3021834652144641,,,
C3,,0.05531135531135531,,0.03059566695930332
C3AR1,,0.05240023134759977,0.05090117550181448,
C3orf18,,,0.5798726964734869,
C3orf58,0.08162216402750924,0.06738439225748871,0.10020168510734548,0.03959439253556901
C3orf70,1.0,,1.0,
C4orf19,1.0,1.0,,
C4orf3,,,0.04526155662519299,
C5orf64,1.0,,,
C6orf106,1.0,,1.0,
C6orf120,,0.564024746118828,,
C6orf223,,1.0,1.0,
