,FDR corrected P-value PD wo Tc vs. Ctrl wo Tc,FDR corrected P-value PD with Tc vs. PD wo Tc,FDR corrected P-value PD with Tc vs. Ctrl with Tc,FDR corrected P-value Ctrl with Tc vs. Ctrl wo Tc
ANKRD29,1.0,,,
ANKRD33B,1.0,,,
ANKRD46,,0.9030313948346734,,
ANKRD50,1.0,,,
ANOS1,1.0,,,
ANP32B,,0.892720539129379,0.9593513282833672,
ANXA11,,0.8255620348643604,0.77913922811882,
AOAH,,1.0,1.0,
AP1S2,,1.0,1.0,
APAF1,1.0,,1.0,
APBA1,,,1.0,
APBB1IP,,1.0,1.0,1.0
APC2,1.0,,1.0,
APCDD1,1.0,,1.0,
APLN,,,1.0,
APLP1,,1.0,,
APLP2,,1.0,,
APOBEC3C,,1.0,1.0,
APOL2,,1.0,1.0,
APOL3,,1.0,1.0,1.0
APOL6,,1.0,1.0,1.0
APOLD1,1.0,,,
APOO,0.39960039960039956,,0.524009324009324,
APOOL,0.39960039960039956,,0.524009324009324,
AQP1,,1.0,,1.0
AQP3,,1.0,1.0,
ARAP1,1.0,,,
ARAP2,,,1.0,
ARF6,,1.0,,
ARFGEF3,,1.0,,
ARHGAP27,,1.0,,
ARHGAP30,,1.0,1.0,1.0
ARHGAP33,,,1.0,
ARHGAP36,,,0.524009324009324,
ARHGAP9,,1.0,1.0,
ARHGDIB,,1.0,1.0,1.0
ARHGEF1,,1.0,1.0,
ARHGEF2,,1.0,,
ARHGEF6,,1.0,1.0,
ARID5B,,1.0,,
ARMCX2,1.0,,1.0,
ARMCX3,0.6481323554494286,,0.7719780219780219,
ARMCX4,1.0,1.0,,
ARPP21,,1.0,,
ARRDC2,,1.0,1.0,
ARRDC3,,,1.0,
ARSD,1.0,,1.0,
ARX,1.0,,,
ASAH1,1.0,1.0,,
ASAP1,1.0,,1.0,
ASB4,0.5216405216405215,,0.5812540400775695,
ASF1B,,1.0,1.0,
ASIC2,,1.0,,
ASPH,,0.7789785971604153,,
ASS1,,0.7789785971604153,,
ASTN1,1.0,,,
ASXL3,1.0,,1.0,
ATF3,1.0,1.0,,
ATG12,1.0,,,
ATG9B,1.0,,,
ATP10A,,1.0,1.0,
ATP10B,1.0,,1.0,
ATP11C,0.4518558364712211,,0.524009324009324,
ATP1A2,,1.0,,
ATP1B1,,0.7789785971604153,,
ATP2A2,0.765117235705471,,,
ATP2B2,,,1.0,
ATP6AP2,0.5449096358187268,,0.6757136668641094,
ATP6V0D2,0.39960039960039956,,,
ATP6V1A,,0.8151934272623927,,
ATP6V1B2,0.5449096358187268,,0.6757136668641094,
ATP8A1,1.0,,1.0,
ATP9A,,0.8021136757978863,,
ATRNL1,1.0,,1.0,
AXIN2,1.0,,1.0,
B2M,,1.0,1.0,1.0
B3GAT1,,,1.0,
B3GNT2,,0.7789785971604153,0.5499806316132847,
B4GALT1,,1.0,,
B4GAT1,,1.0,,
BAALC,,1.0,,
BACE2,,,1.0,
BAHCC1,1.0,,,
BAIAP3,1.0,1.0,,
BARHL1,1.0,,1.0,
BATF3,,0.8021136757978863,,1.0
BCAN,,1.0,,
BCAT1,0.5822748679891537,,0.7211975016853066,
BCL11A,,,1.0,
BCL11B,1.0,1.0,,
BCL6,,1.0,,1.0
BCLAF3,0.5594405594405594,,0.6757136668641094,
BCORL1,1.0,,,
BDNF,1.0,,,
BEX1,1.0,,1.0,
BEX2,1.0,,1.0,
BEX3,1.0,,1.0,
BEX4,1.0,,1.0,
BGN,,,1.0,
BHLHB9,0.4340487099107789,,,
BHLHE22,1.0,,1.0,
BHLHE41,,1.0,,
BIRC7,1.0,,,
BLCAP,0.6739716975937449,0.8151934272623927,,
BLM,,1.0,1.0,
BMP7,1.0,1.0,,
BMPR1B,,1.0,,
BNIP3,,1.0,1.0,
BNIP3L,,1.0,,
BOC,1.0,1.0,1.0,
BRINP1,,1.0,,
BRINP3,1.0,,,
BRS3,1.0,,1.0,
BST2,,1.0,1.0,1.0
BTBD3,1.0,1.0,,
BTG1,,1.0,,
BTG2,,1.0,,1.0
BTN2A2,,0.8715967576727071,,1.0
BTN3A1,,1.0,,1.0
BTN3A2,,0.8151934272623927,,1.0
BTNL9,1.0,,1.0,
BUB3,,,1.0,
BZW2,,,0.524009324009324,
C10orf90,1.0,,,
C11orf87,1.0,,1.0,
C19orf57,,,1.0,
C1QL1,1.0,,,
C1QTNF3,1.0,,1.0,
C1R,,1.0,,1.0
C1orf61,1.0,,1.0,
C2CD2,,,1.0,
C3,,1.0,,1.0
C3AR1,,0.7789785971604153,0.524009324009324,
C3orf18,,,1.0,
C3orf58,,1.0,,1.0
C3orf70,,,0.8041249073507138,
C8orf34,,1.0,,
CA10,0.39960039960039956,,,
CA12,1.0,,1.0,
CA2,,0.8151934272623927,,
CA9,0.47716988893459483,,,
CABLES1,,1.0,1.0,
CABP7,,,1.0,
CACHD1,1.0,,1.0,
CACNA1A,1.0,,1.0,
CACNA1E,,1.0,,
CACNA1G,,1.0,1.0,
CACNA2D1,0.549080549080549,,0.6757136668641094,
CACNA2D2,,0.8033216783216783,,
CACNA2D3,,1.0,,
CACNA2D4,1.0,,,
CACNB4,,,1.0,
CACNG7,,,1.0,
CAD,1.0,,1.0,
CADM1,1.0,,,
CADM2,1.0,,,
CADM3,,1.0,1.0,
CALB1,,1.0,,
CALHM2,,1.0,,
CAMK1D,,,1.0,
CAMK2A,1.0,,,
CAMK2N1,,,1.0,
CAMK2N2,1.0,,,
CANX,,0.892720539129379,,
CAP2,1.0,,,
CAPG,,0.8374395874395875,0.8320113621318441,
CARD8,,1.0,1.0,
CARTPT,1.0,,,1.0
CASC10,1.0,,1.0,
CASK,1.0,1.0,1.0,
CASKIN1,,1.0,,
CASP1,,1.0,1.0,1.0
CASP7,,1.0,,
CAV2,,,0.9593513282833672,
CBLB,1.0,,,
CBLN2,1.0,,1.0,
CBLN4,1.0,,1.0,
CCDC152,1.0,,,
CCDC80,,0.7789785971604153,,
CCDC88B,,1.0,,
CCK,1.0,,1.0,
CCL2,,1.0,1.0,1.0
CCL28,,1.0,1.0,
CCL4,,1.0,,
CCL5,,1.0,1.0,1.0
CCM2,,,1.0,
CCNB1,,,1.0,
CCND1,,1.0,1.0,
CCND3,,1.0,,
CCNG2,1.0,,1.0,
CCNI,,0.8021136757978863,,
CCNL1,,1.0,,
CCR2,,1.0,,
CCR5,,1.0,1.0,
CCT7,0.856286570572285,,,
CCZ1,,0.7789785971604153,0.5499806316132847,
CD2,,1.0,1.0,1.0
CD27,,1.0,1.0,1.0
CD274,,1.0,,1.0
CD276,,,1.0,
CD300A,,1.0,1.0,
CD37,,1.0,1.0,1.0
CD3E,,1.0,1.0,1.0
CD4,,1.0,1.0,
CD44,,1.0,,
CD48,,1.0,1.0,1.0
CD53,,1.0,1.0,1.0
CD6,,1.0,1.0,1.0
CD74,,1.0,1.0,1.0
CD82,1.0,,1.0,
CD83,1.0,,,
CD84,,1.0,1.0,1.0
CD8A,,1.0,1.0,1.0
CD9,,,1.0,
CD93,1.0,1.0,,
CD99L2,0.48725468080306794,,0.5812540400775695,
CDC25B,,1.0,,
CDH12,,,1.0,
CDH18,1.0,1.0,,
CDH19,,1.0,,
CDH4,,1.0,1.0,
CDH8,1.0,,1.0,
CDK14,1.0,,1.0,
CDK16,1.0,,1.0,
CDK2,,0.897904293508689,,
CDK5RAP2,1.0,,,
CDK6,,0.7789785971604153,,
CDKN1A,1.0,,,
CDKN2C,,,1.0,
CDON,,1.0,1.0,
CDS1,,0.8255620348643604,,
CDV3,,,0.524009324009324,
CEBPD,,1.0,,
CELF4,,1.0,,
CENPV,1.0,,1.0,
CEP290,,1.0,,
CERK,,,0.9752688625928062,
CERS2,,,1.0,
CES4A,,,1.0,
CFL2,1.0,,,
CFLAR,1.0,1.0,1.0,
CGNL1,1.0,,1.0,
CGREF1,,1.0,1.0,
CHD3,,,0.8970811796898753,
CHD5,1.0,,,
CHGB,,1.0,1.0,
CHI3L2,,1.0,,
CHM,1.0,,1.0,
CHPF,,1.0,,
CHRD,1.0,,1.0,
CHRDL1,,,1.0,
CHRNB3,1.0,,,
CHST1,,,1.0,
CHST2,1.0,,1.0,
CHST3,0.9335664335664337,,,
CIB2,0.5594405594405594,,0.6757136668641094,
CIDEB,,0.7789785971604153,0.5695753521840479,
CISH,,1.0,,
CLCN5,1.0,,1.0,
CLDN19,1.0,,,
CLDN5,1.0,,1.0,
CLEC2B,,1.0,1.0,1.0
CLIC1,,1.0,1.0,
CLK3,,,1.0,
CLOCK,,,1.0,
CLSTN1,,,1.0,
CLU,,1.0,,
CLYBL,1.0,,,
CMBL,1.0,,,
CMPK2,,,0.524009324009324,
CMTM7,,,1.0,
CNKSR2,1.0,,1.0,
CNN2,1.0,1.0,,
CNN3,,1.0,,
CNTFR,,,1.0,
CNTN1,,,1.0,
CNTN2,1.0,1.0,1.0,
CNTN3,,1.0,,1.0
CNTN4,1.0,,1.0,
CNTN6,1.0,,,
CNTNAP4,1.0,,1.0,
CNTNAP5,1.0,,,
COL11A1,1.0,1.0,1.0,
COL12A1,,1.0,1.0,
COL16A1,,,1.0,
COL1A1,,1.0,1.0,
COL21A1,,,1.0,
COL23A1,,1.0,,
COL4A6,1.0,,,
COL5A1,,1.0,,
COL5A3,,1.0,,
COL6A2,,,1.0,
COL9A3,,,1.0,
COMMD4,,0.7789785971604153,,
COPG2,0.9288824383164007,,,
CORO1A,,1.0,1.0,
COTL1,0.585829265074548,,0.6757136668641094,
CPE,,,,1.0
CPLX1,,,1.0,
CPS1,0.39960039960039956,,,
CPXM2,,1.0,,
CRB1,1.0,,,
CRH,,1.0,1.0,
CRIM1,,1.0,,
CRISPLD1,0.7901587463631259,0.8374395874395875,,
CRLF1,,1.0,,
CRTAM,,,1.0,
CRY2,,1.0,,
CRYBG1,,1.0,1.0,1.0
CRYZ,0.8788508788508788,,0.8726359354930784,
CSAD,,,1.0,
CSF1,,1.0,,1.0
CSGALNACT1,1.0,,,
CSK,,1.0,,
CSMD1,1.0,,1.0,1.0
CSMD2,1.0,1.0,1.0,
CSMD3,1.0,1.0,1.0,
CSPG5,,1.0,,
CTDSP1,,0.7789785971604153,,
CTDSP2,,0.9180819180819181,,
CTDSPL2,0.9288824383164007,,,
CTGF,1.0,,,1.0
CTNNA2,1.0,,1.0,
CTSA,,0.7789785971604153,,
CTSB,1.0,,,
CTSC,,1.0,,1.0
CTSS,,1.0,1.0,1.0
CTSZ,,,0.9593513282833672,
CTTNBP2,,,1.0,
CUL7,,,1.0,
CUX2,1.0,,1.0,
CXCL10,,1.0,1.0,1.0
CXCL12,,1.0,,
CXCL14,1.0,,1.0,
CXCL8,,1.0,1.0,
CXCL9,,1.0,1.0,1.0
CXCR4,,1.0,,
CXXC4,,1.0,,
CXorf56,0.4340487099107789,,0.5284127637068814,
CYBA,,1.0,,
CYP26B1,1.0,,1.0,
CYSTM1,0.39960039960039956,,,
CYTH4,,1.0,1.0,1.0
DAB1,,,1.0,
DACH1,,,1.0,
DACH2,,,0.7179050457738982,
DACT2,,1.0,,
DAPP1,,1.0,1.0,
DCAF4,0.7583527583527583,,,
DCBLD2,,1.0,1.0,
DCN,,1.0,,
DDAH2,1.0,,,
DDB2,,0.9032741452096291,,
DDIT4L,1.0,1.0,,
DDX23,,1.0,,
DDX3X,1.0,,1.0,
DDX3Y,,1.0,1.0,1.0
DDX58,,1.0,,
DENND1A,1.0,,,
DENND1C,,1.0,0.9901734629007355,
DES,,1.0,,
DGKA,,1.0,,
DGKG,1.0,1.0,,
DHCR7,,1.0,,
DHFR,,0.8151934272623927,0.795681140052001,
DHRS1,0.47716988893459483,,0.5695753521840479,
DIAPH1,,1.0,,
DIAPH2,1.0,,1.0,
DIO3,1.0,,,
DIXDC1,1.0,,,
DKK1,0.9288824383164007,,,
DKK3,,0.8255620348643604,,
DLG1,,,1.0,
DLGAP3,,,1.0,
DLK1,,0.8374395874395875,,
DLX1,1.0,,1.0,
DLX2,,1.0,1.0,
DMD,1.0,,1.0,
DMTN,1.0,,,
DNAJB9,,0.879599442473694,,
DNAJC12,0.39960039960039956,,0.524009324009324,
DNAJC6,,1.0,,
DNER,,1.0,,
DNHD1,,,1.0,
DNM1,,1.0,1.0,
DNMT3A,1.0,,,
DOCK10,,1.0,1.0,
DOCK11,,,1.0,
DOCK8,,1.0,1.0,1.0
DOCK9,1.0,,,
DOK5,,,1.0,
DPP10,,1.0,1.0,
DPP3,,,0.5284127637068814,
DPP6,0.9855261018051715,,1.0,1.0
DPY19L1,,0.7789785971604153,,1.0
DPY19L2,0.4195804195804196,,0.524009324009324,
DPYD,,0.8374395874395875,,
DPYSL2,,1.0,,
DRAM1,,0.7789785971604153,0.5695753521840479,
DRP2,1.0,,1.0,
DSCAM,1.0,,1.0,
DSCAML1,,,1.0,
DSEL,1.0,,,
DSP,,1.0,,
DSTN,1.0,1.0,,
DTX3L,,1.0,1.0,1.0
DUSP16,,1.0,1.0,
DUSP22,,,0.7485847485847487,
DYNLT3,,,1.0,
DZIP1,,1.0,,
E2F3,1.0,,,
EBF1,1.0,,1.0,
EBPL,1.0,,,
ECHDC2,,,0.524009324009324,
ECM2,1.0,,,
EDIL3,1.0,,1.0,
EDNRB,,1.0,,
EEF1A2,,1.0,,
EEF2,,0.8633618037591547,,
EFHD1,,1.0,,
EFNA1,,1.0,,1.0
EFNB3,,1.0,,
EFS,1.0,,,
EGR3,,,1.0,
EHD1,,1.0,,
EIF1AX,0.585829265074548,,0.7179050457738982,
EIF1AY,,1.0,1.0,1.0
EIF2AK2,,1.0,,
EIF2AK4,1.0,,1.0,
EIF2B1,,,0.6834904226208575,
EIF2S3,1.0,,,
EIF4B,,0.8798285048285048,,
ELAVL3,,,1.0,
ELAVL4,1.0,,1.0,
ELF1,,1.0,1.0,
ELFN2,,0.8239196700735162,0.8020550877693734,
ELK3,,1.0,,
ELL2,1.0,,,
EMB,1.0,1.0,1.0,
EMILIN3,1.0,,,
EML3,,1.0,1.0,
EML6,,0.8374395874395875,,
EMX2,1.0,,,
EN2,1.0,,1.0,
ENC1,,1.0,1.0,
ENO2,,1.0,1.0,
ENOX1,,,0.9593513282833672,
ENOX2,1.0,,1.0,
ENPP2,,0.8021136757978863,,
ENPP4,,0.7789785971604153,,
ENPP5,,0.7789785971604153,,
EOMES,1.0,,,
EPAS1,1.0,,,
EPB41L3,1.0,,,
EPHA5,1.0,,1.0,
EPHB6,1.0,,1.0,
EPSTI1,,1.0,1.0,1.0
ERBB2,1.0,,1.0,
ERBB3,,0.8374395874395875,,
ERBB4,1.0,,,
ERMN,,,1.0,
ERO1A,,0.7789785971604153,,
ESPL1,,1.0,1.0,
ESYT1,,0.892720539129379,,
ESYT2,,,0.7179050457738982,
ETFB,,,0.524009324009324,
ETNK2,,1.0,,
ETS1,,1.0,1.0,
ETV1,1.0,,,
ETV5,1.0,,1.0,
ETV6,,1.0,,
ETV7,,1.0,1.0,1.0
EVI2A,,1.0,1.0,1.0
EVI2B,,1.0,1.0,1.0
EXTL3,,0.7923172717693266,,
F3,,1.0,,1.0
F5,1.0,1.0,,
FABP5,,1.0,,1.0
FABP6,,,1.0,
FABP7,,1.0,,
FAM102A,,1.0,1.0,
FAM107A,,1.0,,
FAM110B,,,1.0,
FAM111A,,1.0,,
FAM117B,,1.0,,
FAM122B,1.0,,1.0,
FAM124A,,,0.8320113621318441,
FAM129A,,1.0,1.0,
FAM135B,1.0,,1.0,
FAM13A,,1.0,,
FAM153A,0.844948155292983,,0.9593513282833672,
FAM162A,,0.7789785971604153,0.5512305875942239,
FAM199X,0.5822748679891537,,0.7538196069664601,
FAM19A2,0.5560704355885079,,0.6136654043630787,
FAM210B,0.47716988893459483,,,
FAM221A,1.0,,,
FAM43A,1.0,1.0,,
FAM49A,1.0,1.0,,
FAM50B,0.48725468080306794,,0.5695753521840479,
FAM78A,,1.0,1.0,
FAM84A,1.0,,1.0,
FAM8A1,,0.8786550872440442,,
FANCI,,0.8255620348643604,0.8262680715510905,
FAR2,,,0.5499806316132847,
FASLG,,1.0,1.0,
FASN,,1.0,,
FAT4,1.0,,1.0,
FBLN5,1.0,1.0,,
FBN1,,,1.0,
FBXO32,,,0.7485847485847487,
FGD3,,,1.0,
FGF1,1.0,,,
FGF11,1.0,,,
FGF12,,1.0,1.0,
FGF13,1.0,1.0,1.0,
FGF14,1.0,,1.0,
FGFBP3,1.0,1.0,,
FGFR1,1.0,,,
FGFR2,1.0,,,
FGFR3,1.0,1.0,,1.0
FHDC1,,,,1.0
FHIT,0.5626191989828354,,,
FHL1,1.0,1.0,1.0,
FIGN,,,1.0,
FILIP1L,,,1.0,
FKBP4,1.0,,1.0,
FKBP5,,1.0,1.0,
FLNC,,1.0,,
FLOT2,,0.7789785971604153,,
FLRT3,,,0.5318891634681109,
FMN2,,1.0,,
FMNL1,,0.892720539129379,0.8945999055889166,1.0
FNBP1L,,1.0,,
FNDC5,0.844948155292983,,,
FNIP2,1.0,,1.0,
FOLH1,1.0,,,
FOLR1,0.6481323554494286,,0.7179050457738982,
FOS,,1.0,,1.0
FOXG1,1.0,,,
FOXP1,0.9288824383164007,,,
FOXP2,1.0,,1.0,
FRA10AC1,1.0,,1.0,
FRAS1,1.0,,1.0,
FRMD4B,1.0,1.0,,
FRRS1L,,,0.9593513282833672,
FRY,,1.0,,
FRZB,1.0,,,
FSTL1,,1.0,,
FSTL4,1.0,,1.0,
FSTL5,1.0,,1.0,
FUNDC1,0.48725468080306794,,0.5695753521840479,
FURIN,,1.0,1.0,
FXYD5,,1.0,1.0,1.0
FYB1,,1.0,1.0,1.0
FZD1,1.0,,,
FZD5,1.0,1.0,1.0,1.0
FZD7,,,,1.0
FZD8,1.0,,,
GABBR1,,1.0,,
GABBR2,,1.0,,
GABRA1,1.0,,1.0,
GABRA2,1.0,1.0,1.0,
GABRA4,1.0,,,
GABRA5,1.0,,,
GABRB1,,,1.0,
GABRB2,1.0,,1.0,
GABRG2,,,1.0,
GADD45B,,,,1.0
GALNT10,,1.0,,1.0
GALNT13,,,1.0,
GALNT15,,1.0,,1.0
GALNT17,1.0,,,
GALNT2,1.0,,1.0,
GALNT6,,0.7789785971604153,,
GAPDH,,1.0,,
GAS1,1.0,1.0,1.0,
GAS7,1.0,1.0,1.0,
GAS8,0.5454545454545455,,0.5812540400775695,
GATM,1.0,,1.0,
GBE1,,0.7789785971604153,,
GBP1,,1.0,1.0,1.0
GBP2,,1.0,1.0,1.0
GCNT1,0.39960039960039956,,0.524009324009324,
GDE1,,0.932426948051948,,
GFAP,,1.0,,
GFPT1,,0.8374395874395875,,
GGA2,1.0,,,
GIMAP1,,0.8151934272623927,0.8320113621318441,
GIMAP4,,1.0,1.0,1.0
GIMAP7,,1.0,1.0,1.0
GIMAP8,,0.8776632172858587,0.8871349644830306,
GJA1,,,1.0,
GK,0.4518558364712211,,0.5499806316132847,
GLB1L2,0.4615384615384616,0.7789785971604153,,
GLCCI1,,,1.0,
GLG1,,0.8021136757978863,,
GLI2,1.0,,,
GLI3,1.0,1.0,,
GLIPR1,,1.0,1.0,
GLIPR2,0.4518558364712211,,0.5499806316132847,
GLIS2,1.0,,1.0,
GLIS3,1.0,1.0,,
GLRX,,0.8374395874395875,,
GLRX3,,,1.0,
GLS,0.4195804195804196,,,
GLUL,0.585829265074548,,,
GNA15,,1.0,1.0,1.0
GNAI1,,1.0,,
GNAO1,,1.0,,
GNAS,1.0,,,
GNAZ,,0.8151934272623927,,
GNB3,1.0,,1.0,
GNB4,,1.0,,
GNG12,,,0.7485847485847487,
GNG4,,1.0,,
GOLM1,,,0.9745725972141066,
GPC3,,,1.0,
GPD1,,0.7789785971604153,,
GPD1L,0.39960039960039956,,,
GPD2,0.49825174825174817,,,
GPI,,0.8021136757978863,0.6757136668641094,
GPM6A,,0.7789785971604153,0.5512305875942239,
GPM6B,1.0,,,
GPNMB,1.0,,1.0,1.0
GPR12,,1.0,1.0,
GPR15,,1.0,1.0,
GPR158,1.0,,,
GPR17,,0.7850265676352634,,
GPR26,,1.0,,
GPR68,,1.0,1.0,
GPR83,1.0,,,
GPR89B,0.5216405216405215,,,
GPRASP1,,,1.0,
GPRC5B,,1.0,,1.0
GPRC5C,,0.7789785971604153,,
GPSM3,,1.0,1.0,
GPT2,,0.8021136757978863,0.7538196069664601,
GPX3,,1.0,,
GREB1,1.0,,,
GREM2,1.0,,,
GRIA1,1.0,1.0,,
GRIA2,,1.0,,
GRIA3,,1.0,1.0,
GRID1,,,1.0,
GRID2,,,1.0,
GRIK1,1.0,,1.0,
GRIK3,1.0,1.0,,
GRIN1,1.0,,1.0,
GRIN2A,,1.0,,
GRIN2B,,1.0,,
GRIN2D,,1.0,1.0,
GRIN3A,1.0,,1.0,
GRK2,,1.0,,
GRM1,,,1.0,
GRM2,1.0,,1.0,
GRM3,1.0,,1.0,
GRM4,,,1.0,
GRM5,,1.0,,
GRM8,1.0,,1.0,
GSAP,1.0,,,
GSPT2,1.0,,,
GSTK1,,0.7789785971604153,,
GSTM1,,1.0,,
GSTO1,,,0.6252383979656707,
GTSE1,,,1.0,
GUCY1A2,,,1.0,
GUCY1B1,1.0,,,
GULP1,1.0,,1.0,
GYG2,0.5594405594405594,,0.6757136668641094,
GYPC,,0.892720539129379,0.9593513282833672,
HABP2,,,1.0,
HACE1,1.0,,,
HAP1,1.0,,1.0,1.0
HAPLN3,,1.0,,
HAVCR2,,1.0,1.0,
HCLS1,,1.0,1.0,1.0
HCN1,1.0,,1.0,
HCN2,1.0,,,
HCRT,1.0,,1.0,
HCST,,1.0,1.0,1.0
HDAC1,,,1.0,
HDAC8,1.0,,,
HECW1,,,1.0,
HEG1,,1.0,1.0,
HEMK1,0.4518558364712211,,,
HERC3,1.0,,,
HERC5,1.0,,1.0,
HERC6,1.0,,1.0,
HES4,,,1.0,
HEY1,1.0,,,
HIST1H1C,1.0,,1.0,
HK2,,0.7789785971604153,,
HLA-A,,1.0,,1.0
HLA-B,,1.0,,1.0
HLA-C,,1.0,,1.0
HLA-DMA,,1.0,,1.0
HLA-DMB,,1.0,,1.0
HLA-DOA,,1.0,,1.0
HLA-DPA1,,1.0,,1.0
HLA-DPB1,,1.0,1.0,
HLA-DQB1,,1.0,1.0,
HLA-DRA,,0.7789785971604153,,1.0
HLA-E,,1.0,1.0,1.0
HLA-F,,1.0,1.0,1.0
HLCS,0.6005004170141784,,0.6737262737262737,
HMGB3,1.0,,1.0,
HNRNPM,,0.8151934272623927,,
HOMER1,,,1.0,
HOOK1,,1.0,,
HOPX,,1.0,,
HPCA,1.0,,,
HPRT1,0.585829265074548,,0.7179050457738982,
HPS1,,,0.5512305875942239,
HPX,1.0,,,
HRK,,,1.0,
HS3ST1,1.0,,,
HS3ST4,1.0,1.0,,
HS6ST2,0.9575700373246385,,0.981864646980926,
HSD17B10,,0.8255620348643604,,
HSP90B1,,0.8697618171302383,,
HSPA12B,,,1.0,
HSPB8,1.0,1.0,1.0,
HTATIP2,,0.8784117117450451,0.9455807350544192,
HTATSF1,1.0,,1.0,
HTR1E,1.0,,,
HTR2C,1.0,,,
HTR3A,0.5822748679891537,,0.6757136668641094,
HTRA1,,1.0,,
HYOU1,,1.0,,
IAH1,0.5454545454545455,,0.6757136668641094,
ICAM1,,1.0,1.0,1.0
ICAM2,,1.0,,
ICAM5,,,1.0,
ID1,1.0,,1.0,
ID2,1.0,,,
ID3,1.0,,1.0,
ID4,1.0,,1.0,
IDH1,,0.8021136757978863,,
IDS,0.4518558364712211,0.7789785971604153,,
IER3,,,,1.0
IFI16,,1.0,1.0,1.0
IFI27,,1.0,1.0,1.0
IFI35,,1.0,,1.0
IFI44,,1.0,1.0,
IFI44L,,1.0,1.0,1.0
IFI6,,1.0,,1.0
IFIT2,,1.0,1.0,1.0
IFIT3,,1.0,1.0,1.0
IFITM1,1.0,1.0,1.0,1.0
IFITM2,1.0,1.0,1.0,1.0
IFITM3,,1.0,,
IFRD1,1.0,,,
IGDCC3,1.0,,1.0,
IGDCC4,1.0,,,
IGF1,1.0,,,
IGF2R,1.0,,1.0,
IGFBP2,1.0,1.0,1.0,
IGFBP3,,1.0,1.0,
IGFBP5,,1.0,,
IGFBP7,1.0,,1.0,
IGSF1,1.0,,1.0,
IGSF3,,,0.8740577604213968,
IGSF8,,0.892720539129379,,
IKBKE,,,0.5499806316132847,
IKZF1,,1.0,1.0,
IL10RA,,1.0,1.0,
IL13RA1,1.0,1.0,1.0,1.0
IL16,1.0,1.0,1.0,1.0
IL17RA,,,1.0,
IL18BP,,1.0,,
IL2RA,,1.0,1.0,1.0
IL2RB,,1.0,1.0,1.0
IL2RG,,1.0,1.0,1.0
IL6ST,1.0,1.0,1.0,
IL7R,,1.0,1.0,1.0
IL9R,,0.8021136757978863,0.6757136668641094,
IMPDH2,,,0.7743980157773261,
INPP5F,,1.0,,
INSIG2,,1.0,,
INSM2,1.0,,1.0,
INTS6L,1.0,,,
IQGAP1,,1.0,,
IQGAP3,,,1.0,
IQSEC2,1.0,,1.0,
IRAK4,,1.0,,
IRF1,,1.0,1.0,1.0
IRF4,,1.0,1.0,1.0
IRF7,1.0,1.0,,
IRF8,,1.0,,1.0
IRF9,,1.0,,1.0
IRS2,1.0,,,
IRX1,1.0,,1.0,
